abs_d_sigma,actionable,ask_cents,ask_prob,book_age_ms,btc_age_ms,edge_cents,eff_edge_prob,eligible_depth,estimated_entry_fee_cents,feature_count,fv,gross_cents,h6_recross_hazard_high,hold_gross_cents,is_first_market_observation,is_first_market_side_observation,lambda_plus,market,market_observation_index,market_side_observation_index,meta_policy,net_gross_cents_after_entry_fee,outlier_count,outlier_share,p_eff,p_side,policy,raw_edge_cents,reason,recross_hazard_score,result,seconds_to_close,selection_reason,side,side_won,sigma_t_dollars,source,spectral_tag,status,top_eigenvalue,top_over_mp_edge,ts_wall,v28_minus_ask_prob,window_n
0.149445,True,65.0,0.65,953.0,46.0,-12.42778,0.0,2603.0,4.0,11,first_side_raw_later_book,-130,True,-130,False,False,2.1865937744230046,KXBTC15M-26MAY061515-15,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-134.0,4,0.9882921687257387,0.65,0.565722,first_side_raw_later_book_p60_edge0,-10.42778,p_below_floor,1.0301221383078365,no,843.964,use_wait_policy,yes,False,123.523945,rejected_actionable,spectral_dominant_factor,finalized,303.16208569884185,138.64581946815423,2026-05-06T19:00:56.037135+00:00,-0.08427800000000008,48
0.25272,True,65.0,0.65,781.0,0.0,-9.770369,0.0,827.68,4.0,11,first_side_raw_later_book,-130,True,-130,False,False,2.1865937744230046,KXBTC15M-26MAY061530-30,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-134.0,3,0.9922472468993015,0.65,0.592296,first_side_raw_later_book_p60_edge0,-7.770369,p_below_floor,0.9345993009651655,yes,862.742,use_wait_policy,no,False,122.902619,rejected_actionable,spectral_dominant_factor,finalized,414.87413397619645,189.7353494869768,2026-05-06T19:15:37.259615+00:00,-0.05770399999999998,48
0.391184,True,66.0,0.66,343.0,1109.0,-3.204492,0.0,1400.28,4.0,11,first_side_raw_later_book,-132,True,-132,False,False,2.1865937744230046,KXBTC15M-26MAY061545-45,19,9,raw_edge20_else_first_side_raw_later_book_p60_edge0,-136.0,4,0.9953249675377144,0.66,0.667955,first_side_raw_later_book_p60_edge0,-1.204492,p_below_floor,0.6054145986947718,yes,664.221,use_wait_policy,no,False,104.2094,rejected_actionable,spectral_dominant_factor,finalized,331.23790588164684,151.48579940005246,2026-05-06T19:33:55.781787+00:00,0.007954999999999934,48
0.16362,True,60.0,0.6,172.0,16.0,-5.8125,0.0,30.61,4.0,11,first_side_raw_later_book,-120,True,-120,False,False,2.1865937744230046,KXBTC15M-26MAY061600-00,7,3,raw_edge20_else_first_side_raw_later_book_p60_edge0,-124.0,4,0.9965563255939671,0.6,0.581875,first_side_raw_later_book_p60_edge0,-3.8125,p_below_floor,0.8708314106427487,yes,807.192,use_wait_policy,no,False,108.299432,rejected_actionable,spectral_dominant_factor,finalized,735.7466879098839,336.48073845084997,2026-05-06T19:46:32.810088+00:00,-0.018124999999999947,48
0.309884,True,65.0,0.65,906.0,0.0,-6.460811,0.0,50.0,4.0,11,first_side_raw_later_book,70,True,70,False,False,2.1865937744230046,KXBTC15M-26MAY061615-15,4,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,66.0,3,0.9230468045758929,0.65,0.625392,first_side_raw_later_book_p60_edge0,-4.460811,p_below_floor,0.729633345603879,yes,811.302,use_wait_policy,yes,True,104.764843,rejected_actionable,spectral_dominant_factor,finalized,22.814688237962446,10.433894262770758,2026-05-06T20:01:28.697928+00:00,-0.024608000000000074,48
0.239027,True,64.0,0.64,547.0,15.0,-9.600964,0.0,11.0,4.0,11,first_side_raw_later_book,-128,True,-128,False,False,2.1865937744230046,KXBTC15M-26MAY061630-30,6,3,raw_edge20_else_first_side_raw_later_book_p60_edge0,-132.0,3,0.9631299990619167,0.64,0.58399,first_side_raw_later_book_p60_edge0,-7.600964,p_below_floor,0.752137585924628,no,783.253,use_wait_policy,yes,False,102.394262,rejected_actionable,spectral_dominant_factor,finalized,107.83465590222146,49.31627317501017,2026-05-06T20:16:56.748021+00:00,-0.056010000000000004,48
0.561593,True,71.0,0.71,797.0,0.0,-0.847067,0.0,178.0,3.0,11,first_side_raw_later_book,58,True,58,False,False,2.1865937744230046,KXBTC15M-26MAY061645-45,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,55.0,2,0.5304816154659944,0.71,0.736529,first_side_raw_later_book_p60_edge0,1.152933,p_below_floor,0.5883745447496512,no,858.442,use_wait_policy,no,True,105.637081,rejected_actionable,spectral_dominant_factor,finalized,2.886960931094845,1.3203005354099906,2026-05-06T20:30:41.561221+00:00,0.026529000000000025,48
0.063196,True,71.0,0.71,625.0,31.0,-26.961754,0.0,344.53,3.0,11,first_side_raw_later_book,-142,True,-142,False,False,2.1865937744230046,KXBTC15M-26MAY061700-00,5,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,-145.0,5,0.9954979077751042,0.71,0.475382,first_side_raw_later_book_p60_edge0,-24.961754,p_below_floor,0.5706339354372275,yes,500.748,use_wait_policy,no,False,81.491988,rejected_actionable,spectral_dominant_factor,finalized,275.39256405061394,125.94591975516082,2026-05-06T20:51:39.256215+00:00,-0.23461799999999994,48
0.101093,True,71.0,0.71,531.0,15.0,-21.159035,0.0,149.0,3.0,11,first_side_raw_later_book,-142,True,-142,False,False,2.1865937744230046,KXBTC15M-26MAY061715-15,4,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,-145.0,4,0.9642246515833199,0.71,0.53341,first_side_raw_later_book_p60_edge0,-19.159035,p_below_floor,0.6585026596280027,no,624.742,use_wait_policy,yes,False,87.444514,rejected_actionable,spectral_dominant_factor,finalized,56.254862781266006,25.727166810447205,2026-05-06T21:04:35.257607+00:00,-0.1765899999999999,48
0.193064,True,76.0,0.76,266.0,0.0,-20.785426,0.0,43.0,3.0,11,first_side_raw_later_book,48,True,48,False,False,2.1865937744230046,KXBTC15M-26MAY061730-30,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,45.0,4,0.8800514158046511,0.76,0.587146,first_side_raw_later_book_p60_edge0,-18.785426,p_below_floor,0.7211101278549997,yes,797.434,use_wait_policy,yes,True,92.922761,rejected_actionable,spectral_dominant_factor,finalized,14.241860036237139,6.51326286703403,2026-05-06T21:16:42.567441+00:00,-0.17285400000000006,48
0.021042,True,14.0,0.14,718.0,0.0,34.038275,0.370383,1055.07,2.0,11,v28_raw,-28,True,-28,False,True,2.1865937744230046,KXBTC15M-26MAY061745-45,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-30.0,3,0.9493629496419601,0.510383,0.510383,v28_raw_p50_edge0,36.038275,p_below_floor,0.6897895866379721,yes,668.465,raw_high_convex_edge,no,False,81.740441,rejected_actionable,spectral_dominant_factor,finalized,70.2451470466364,32.12537594696692,2026-05-06T21:33:51.536807+00:00,0.370383,48
0.442267,True,68.0,0.68,781.0,31.0,-1.960943,0.020390999999999937,210.18,4.0,11,first_side_raw_later_book,64,True,64,False,True,2.1865937744230046,KXBTC15M-26MAY061800-00,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,60.0,3,0.9179362767312454,0.700391,0.700391,first_side_raw_later_book_p60_edge0,0.039057,p_below_floor,0.54576569140668,no,789.738,use_wait_policy,no,True,90.669263,rejected_actionable,spectral_dominant_factor,finalized,24.08877439105099,11.016575036854984,2026-05-06T21:46:50.262624+00:00,0.020390999999999937,48
0.363557,True,75.0,0.75,141.0,0.0,-13.337998,0.0,251.0,3.0,11,first_side_raw_later_book,50,True,50,False,False,2.1865937744230046,KXBTC15M-26MAY061815-15,4,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,47.0,3,0.8891977517777033,0.75,0.65162,first_side_raw_later_book_p60_edge0,-11.337998,p_below_floor,0.5562845896262582,no,744.741,use_wait_policy,no,True,87.9643,rejected_actionable,spectral_dominant_factor,finalized,19.233059677168104,8.795899769834156,2026-05-06T22:02:35.261533+00:00,-0.09838000000000002,48
0.098877,True,23.0,0.23,250.0,0.0,28.816194,0.32316200000000006,500.0,3.0,11,v28_raw,-46,True,-46,False,False,2.1865937744230046,KXBTC15M-26MAY061830-30,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-49.0,3,0.8691472349579976,0.553162,0.553162,v28_raw_p50_edge0,30.816194,p_below_floor,0.6315757792925781,no,653.539,raw_high_convex_edge,yes,False,81.818724,rejected_actionable,spectral_dominant_factor,finalized,10.58562566718174,4.841148726848022,2026-05-06T22:19:06.460649+00:00,0.32316200000000006,48
0.001392,True,67.0,0.67,515.0,0.0,-21.179416,0.0,25.0,4.0,11,first_side_raw_later_book,-134,True,-134,False,False,2.1865937744230046,KXBTC15M-26MAY061900-00,5,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,-138.0,3,0.7539287193113241,0.67,0.498206,first_side_raw_later_book_p60_edge0,-19.179416,p_below_floor,0.7941355048244022,yes,766.143,use_wait_policy,no,False,86.191708,rejected_actionable,spectral_dominant_factor,finalized,5.8269264500377895,2.664841781860186,2026-05-06T22:47:13.857939+00:00,-0.17179400000000006,48
1.171707,True,87.0,0.87,703.0,31.0,2.334214,0.053342,185.54,2.0,11,first_side_raw_later_book,24,False,26,False,True,2.1865937744230046,KXBTC15M-26MAY061915-15,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,22.0,4,0.9141456322221081,0.923342,0.923342,first_side_raw_later_book_p60_edge0,4.334214,approved_entry,0.2295042151020138,no,714.621,use_wait_policy,no,True,83.126581,approved_entry,spectral_dominant_factor,finalized,6.810472525943236,3.11464918889215,2026-05-06T23:03:05.391564+00:00,0.053342,48
0.118494,True,76.0,0.76,578.0,15.0,-34.684049,0.0,69.0,3.0,11,first_side_raw_later_book,48,True,48,False,False,2.1865937744230046,KXBTC15M-26MAY061930-30,4,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,45.0,4,0.942232284882688,0.76,0.44816,first_side_raw_later_book_p60_edge0,-32.684049,p_below_floor,0.6888227956941311,yes,624.625,use_wait_policy,yes,True,93.085144,rejected_actionable,spectral_dominant_factor,finalized,20.13401915859489,9.207937658154098,2026-05-06T23:19:35.375578+00:00,-0.31184,48
0.425019,True,60.0,0.6,171.0,0.0,5.284184,0.0,1757.7,4.0,11,first_side_raw_later_book,80,True,80,False,False,2.1865937744230046,KXBTC15M-26MAY061945-45,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,76.0,4,0.9714042962686932,0.6,0.692842,first_side_raw_later_book_p60_edge0,7.284184,p_below_floor,0.5706101764427219,no,767.541,use_wait_policy,no,True,94.513399,rejected_actionable,spectral_dominant_factor,finalized,90.90980527186912,41.575991999638006,2026-05-06T23:32:12.460672+00:00,0.09284199999999998,48
0.169243,True,62.0,0.62,782.0,0.0,-22.654788,0.0,1109.0,4.0,11,first_side_raw_later_book,76,True,76,False,False,2.1865937744230046,KXBTC15M-26MAY062000-00,6,3,raw_edge20_else_first_side_raw_later_book_p60_edge0,72.0,2,0.6516147525037852,0.62,0.433452,first_side_raw_later_book_p60_edge0,-20.654788,p_below_floor,0.40895894525882037,yes,517.578,use_wait_policy,yes,True,63.872566,rejected_actionable,spectral_dominant_factor,finalized,6.069334953561034,2.7757030247479793,2026-05-06T23:51:22.422828+00:00,-0.186548,48
0.500594,True,65.0,0.65,250.0,0.0,2.071784,0.0,312.9,4.0,11,first_side_raw_later_book,-130,True,-130,False,False,2.1865937744230046,KXBTC15M-26MAY062015-15,8,4,raw_edge20_else_first_side_raw_later_book_p60_edge0,-134.0,2,0.5424491174977653,0.65,0.710718,first_side_raw_later_book_p60_edge0,4.071784,p_below_floor,0.37651954731964227,no,669.56,use_wait_policy,yes,False,72.014383,rejected_actionable,spectral_dominant_factor,finalized,3.8481742427790877,1.759894447607004,2026-05-07T00:03:50.441356+00:00,0.06071799999999994,48
0.107412,True,32.0,0.32,141.0,31.0,18.44184,0.22441799999999995,230.72,4.0,11,v28_raw,-64,True,-64,True,True,2.1865937744230046,KXBTC15M-26MAY062030-30,0,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-68.0,2,0.5170143964667329,0.544418,0.544418,v28_raw_p50_edge0,20.44184,p_below_floor,0.6807697699219372,no,804.712,raw_high_convex_edge,yes,False,80.158525,rejected_actionable,spectral_dominant_factor,finalized,4.0260374962217105,1.8412370616412717,2026-05-07T00:16:35.289272+00:00,0.22441799999999995,48
0.321769,True,51.0,0.51,109.0,15.0,6.79204,0.10792000000000002,236.56,4.0,11,first_side_raw_later_book,98,True,98,False,True,2.1865937744230046,KXBTC15M-26MAY062045-45,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,94.0,4,0.9810016323671195,0.61792,0.61792,first_side_raw_later_book_p60_edge0,8.79204,p_below_floor,0.5903043382646713,no,834.661,use_wait_policy,no,True,84.563835,rejected_actionable,spectral_dominant_factor,finalized,98.3392458573268,44.97371528613102,2026-05-07T00:31:05.341326+00:00,0.10792000000000002,48
0.321159,True,22.0,0.22,485.0,0.0,36.05876,0.39558800000000005,555.0,3.0,11,v28_raw,-44,True,-44,False,False,2.1865937744230046,KXBTC15M-26MAY062100-00,5,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,-47.0,4,0.9689570180694325,0.615588,0.615588,v28_raw_p50_edge0,38.05876,p_below_floor,0.5154674438225817,yes,683.547,raw_high_convex_edge,no,False,81.548483,rejected_actionable,spectral_dominant_factor,finalized,29.614590464531343,13.543709312145097,2026-05-07T00:48:36.454910+00:00,0.39558800000000005,48
0.503087,True,73.0,0.73,422.0,0.0,-4.684504,0.0,1252.35,3.0,11,first_side_raw_later_book,54,True,54,False,False,2.1865937744230046,KXBTC15M-26MAY062115-15,6,3,raw_edge20_else_first_side_raw_later_book_p60_edge0,51.0,4,0.9947957028152462,0.73,0.718155,first_side_raw_later_book_p60_edge0,-2.684504,p_below_floor,0.5344792372736705,yes,774.731,use_wait_policy,yes,True,95.271836,rejected_actionable,spectral_dominant_factor,finalized,626.975250044889,286.73604460907893,2026-05-07T01:02:05.270116+00:00,-0.011844999999999994,48
0.212967,True,60.0,0.6,265.0,15.0,-22.614208,0.0,132.0,4.0,11,first_side_raw_later_book,-120,True,-120,False,False,2.1865937744230046,KXBTC15M-26MAY062130-30,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-124.0,3,0.9933568952268216,0.6,0.413858,first_side_raw_later_book_p60_edge0,-20.614208,p_below_floor,0.8001572608136981,yes,753.109,use_wait_policy,no,False,108.232597,rejected_actionable,spectral_dominant_factor,finalized,728.1906605625464,333.0251229470826,2026-05-07T01:17:26.892764+00:00,-0.18614199999999997,48
0.068163,True,60.0,0.6,516.0,16.0,-15.994027,0.0,259.7,4.0,11,first_side_raw_later_book,-120,True,-120,False,False,2.1865937744230046,KXBTC15M-26MAY062145-45,7,3,raw_edge20_else_first_side_raw_later_book_p60_edge0,-124.0,4,0.9706424603153755,0.6,0.48006,first_side_raw_later_book_p60_edge0,-13.994027,p_below_floor,0.8043890963763524,yes,653.199,use_wait_policy,no,False,101.080525,rejected_actionable,spectral_dominant_factor,finalized,93.74067329710525,42.87063943637241,2026-05-07T01:34:06.801641+00:00,-0.11993999999999999,48
0.19955,True,62.0,0.62,890.0,0.0,-23.887695,0.0,21.53,4.0,11,first_side_raw_later_book,76,True,76,False,False,2.1865937744230046,KXBTC15M-26MAY062200-00,5,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,72.0,4,0.9722582464698193,0.62,0.421123,first_side_raw_later_book_p60_edge0,-21.887695,p_below_floor,0.5649402224126239,no,572.926,use_wait_policy,no,True,86.444616,rejected_actionable,spectral_dominant_factor,finalized,90.93223813048722,41.58625127087554,2026-05-07T01:50:27.074602+00:00,-0.19887699999999997,48
0.404187,True,59.0,0.59,375.0,15.0,3.183115,0.07183099999999998,68.33,4.0,11,first_side_raw_later_book,82,True,82,False,True,2.1865937744230046,KXBTC15M-26MAY062215-15,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,78.0,4,0.9877402758004761,0.661831,0.661831,first_side_raw_later_book_p60_edge0,5.183115,p_below_floor,0.6698685223589202,no,850.282,use_wait_policy,no,True,103.244165,rejected_actionable,spectral_dominant_factor,finalized,150.79288105237157,68.96245787225045,2026-05-07T02:00:49.721290+00:00,0.07183099999999998,48
0.481781,True,38.0,0.38,297.0,32.0,29.801453,0.33801499999999995,500.0,4.0,11,v28_raw,-76,True,-76,False,False,2.1865937744230046,KXBTC15M-26MAY062230-30,4,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,-80.0,4,0.9935423855151111,0.718015,0.718015,v28_raw_p50_edge0,31.801453,p_below_floor,0.34967152719409217,no,460.951,raw_high_convex_edge,yes,False,79.102275,rejected_actionable,spectral_dominant_factor,finalized,274.8500755748304,125.69782224288892,2026-05-07T02:22:19.050425+00:00,0.33801499999999995,48
0.278629,True,54.0,0.54,156.0,15.0,2.595082,0.06595099999999998,55.0,4.0,11,first_side_raw_later_book,-108,True,-108,False,True,2.1865937744230046,KXBTC15M-26MAY062245-45,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-112.0,4,0.988436281092861,0.605951,0.605951,first_side_raw_later_book_p60_edge0,4.595082,p_below_floor,0.7865843246178028,yes,841.408,use_wait_policy,no,False,107.490544,rejected_actionable,spectral_dominant_factor,finalized,215.7217676263793,98.65653609267393,2026-05-07T02:30:58.594419+00:00,0.06595099999999998,48
0.609402,True,73.0,0.73,578.0,0.0,-0.664611,0.02835399999999999,91.0,3.0,11,first_side_raw_later_book,54,True,54,True,True,2.1865937744230046,KXBTC15M-26MAY062300-00,0,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,51.0,2,0.5639043419154292,0.758354,0.758354,first_side_raw_later_book_p60_edge0,1.335389,p_below_floor,0.5727845346949045,yes,855.282,use_wait_policy,yes,True,108.073147,rejected_actionable,spectral_dominant_factor,finalized,5.14604535484849,2.353452852122211,2026-05-07T02:45:44.718830+00:00,0.02835399999999999,48
0.225429,True,77.0,0.77,750.0,0.0,-20.402006,0.0,151.0,3.0,11,first_side_raw_later_book,46,True,46,False,False,2.1865937744230046,KXBTC15M-26MAY062315-15,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,43.0,2,0.8543959778890857,0.77,0.60098,first_side_raw_later_book_p60_edge0,-18.402006,p_below_floor,0.7190711714701958,no,722.284,use_wait_policy,no,True,100.563807,rejected_actionable,spectral_dominant_factor,finalized,31.509159254869342,14.410156849176952,2026-05-07T03:02:57.717674+00:00,-0.16902000000000006,48
0.093136,True,52.0,0.52,594.0,47.0,-1.309739,0.02690300000000001,457.4,4.0,11,v28_raw,-104,True,-104,False,True,2.1865937744230046,KXBTC15M-26MAY062330-30,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-108.0,3,0.8649348740719196,0.546903,0.546903,v28_raw_p50_edge0,0.690261,p_below_floor,0.7179345197947139,no,643.441,wait_missing_use_raw,yes,False,93.196623,rejected_actionable,spectral_dominant_factor,finalized,13.644729463025957,6.240175757669716,2026-05-07T03:19:16.559045+00:00,0.02690300000000001,48
0.214573,True,71.0,0.71,750.0,16.0,-34.311139,0.0,1157.66,3.0,11,first_side_raw_later_book,-142,True,-142,False,False,2.1865937744230046,KXBTC15M-26MAY062345-45,5,2,raw_edge20_else_first_side_raw_later_book_p60_edge0,-145.0,3,0.8562877956137152,0.71,0.401889,first_side_raw_later_book_p60_edge0,-32.311139,p_below_floor,0.6399727981599007,yes,643.284,use_wait_policy,no,False,93.814348,rejected_actionable,spectral_dominant_factor,finalized,9.433967232310053,4.314458104958007,2026-05-07T03:34:16.718483+00:00,-0.30811099999999997,48
0.082956,True,64.0,0.64,312.0,0.0,-14.287239,0.0,77.59,4.0,11,first_side_raw_later_book,72,True,72,False,False,2.1865937744230046,KXBTC15M-26MAY070000-00,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,68.0,2,0.7409931466530194,0.64,0.537128,first_side_raw_later_book_p60_edge0,-12.287239,p_below_floor,0.8698090502332445,no,765.6,use_wait_policy,no,True,102.464057,rejected_actionable,spectral_dominant_factor,finalized,11.9263170959751,5.454290246080208,2026-05-07T03:47:14.401784+00:00,-0.10287199999999996,48
0.166247,True,62.0,0.62,782.0,16.0,-24.42919,0.0,212.15,4.0,11,first_side_raw_later_book,-124,True,-124,False,False,2.1865937744230046,KXBTC15M-26MAY070015-15,7,3,raw_edge20_else_first_side_raw_later_book_p60_edge0,-128.0,3,0.9039895140477022,0.62,0.415708,first_side_raw_later_book_p60_edge0,-22.42919,p_below_floor,0.6122596775417268,yes,589.615,use_wait_policy,no,False,89.324955,rejected_actionable,spectral_dominant_factor,finalized,34.60141786559775,15.824346648351877,2026-05-07T04:05:10.387248+00:00,-0.20429199999999997,48
0.367311,True,85.0,0.85,313.0,32.0,-22.508792,0.0,132.92,2.0,11,first_side_raw_later_book,30,True,30,False,False,2.1865937744230046,KXBTC15M-26MAY070030-30,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,28.0,4,0.9346641711653502,0.85,0.654912,first_side_raw_later_book_p60_edge0,-20.508792,p_below_floor,0.43613244312404237,yes,506.246,use_wait_policy,yes,True,83.961461,rejected_actionable,spectral_dominant_factor,finalized,16.851969921963185,7.706950472046441,2026-05-07T04:21:33.754565+00:00,-0.19508799999999993,48
0.72066,True,78.0,0.78,0.0,0.0,-0.700065,0.0,79.32,3.0,11,first_side_raw_later_book,-156,True,-156,False,False,2.1865937744230046,KXBTC15M-26MAY070045-45,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-159.0,3,0.7633764156949977,0.78,0.807999,first_side_raw_later_book_p60_edge0,1.299935,p_below_floor,0.4234158576674696,no,705.928,use_wait_policy,yes,False,98.284907,rejected_actionable,spectral_dominant_factor,finalized,10.4109846443092,4.761279742990413,2026-05-07T04:33:14.073127+00:00,0.027998999999999996,48
0.032616,True,22.0,0.22,203.0,0.0,25.001343,0.28501300000000007,555.0,3.0,11,v28_raw,-44,True,-44,False,False,2.1865937744230046,KXBTC15M-26MAY070100-00,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-47.0,3,0.7624207589305025,0.505013,0.505013,v28_raw_p50_edge0,27.001343,p_below_floor,0.647900380591622,yes,543.305,raw_high_convex_edge,no,False,86.153433,rejected_actionable,spectral_dominant_factor,finalized,10.31073145532806,4.715430719658406,2026-05-07T04:50:56.697956+00:00,0.28501300000000007,48
0.304757,True,70.0,0.7,47.0,0.0,-11.281058,0.0,2.0,3.0,11,first_side_raw_later_book,60,True,60,False,False,2.1865937744230046,KXBTC15M-26MAY070115-15,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,57.0,2,0.746805215371311,0.7,0.622189,first_side_raw_later_book_p60_edge0,-9.281058,p_below_floor,0.7297695755464326,yes,819.559,use_wait_policy,yes,True,103.722071,rejected_actionable,spectral_dominant_factor,finalized,10.306321608618045,4.713413954239243,2026-05-07T05:01:20.441951+00:00,-0.07781099999999996,48
0.227698,True,59.0,0.59,296.0,31.0,-2.586009,0.014140000000000041,964.42,4.0,11,first_side_raw_later_book,82,True,82,False,True,2.1865937744230046,KXBTC15M-26MAY070130-30,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,78.0,3,0.8343464080331345,0.60414,0.60414,first_side_raw_later_book_p60_edge0,-0.586009,p_below_floor,0.5442254783067747,no,585.641,use_wait_policy,no,True,84.717352,rejected_actionable,spectral_dominant_factor,finalized,15.85581817413344,7.251378083849823,2026-05-07T05:20:14.362177+00:00,0.014140000000000041,48
0.363444,True,84.0,0.84,265.0,15.0,-21.426194,0.0,29.54,2.0,11,first_side_raw_later_book,32,True,32,False,False,2.1865937744230046,KXBTC15M-26MAY070145-45,3,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,30.0,4,0.9490304742829616,0.84,0.655738,first_side_raw_later_book_p60_edge0,-19.426194,p_below_floor,0.3571782759435685,no,438.781,use_wait_policy,no,True,73.573956,rejected_actionable,spectral_dominant_factor,finalized,25.21499689037124,11.531632983371564,2026-05-07T05:37:41.223021+00:00,-0.18426199999999993,48
0.019784,True,30.0,0.3,63.0,0.0,17.071017,0.20571,68.58,3.0,11,v28_raw,-60,True,-60,True,True,2.1865937744230046,KXBTC15M-26MAY070200-00,0,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-63.0,4,0.9580559695681998,0.50571,0.50571,v28_raw_p50_edge0,19.071017,p_below_floor,0.6024318401067633,no,532.791,raw_high_convex_edge,yes,False,79.862484,rejected_actionable,spectral_dominant_factor,finalized,22.711810956276242,10.386845157038556,2026-05-07T05:51:07.209567+00:00,0.20571,48
0.153728,True,65.0,0.65,609.0,31.0,-11.161425,0.0,246.0,4.0,11,first_side_raw_later_book,-130,True,-130,False,False,2.1865937744230046,KXBTC15M-26MAY070530-30,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,-134.0,4,0.9607613277790823,0.65,0.578386,first_side_raw_later_book_p60_edge0,-9.161425,p_below_floor,0.7826704035903854,no,789.6,use_wait_policy,yes,False,97.445058,rejected_actionable,spectral_dominant_factor,finalized,26.975924490567422,12.336962085097765,2026-05-07T09:16:50.400724+00:00,-0.07161400000000007,48
0.46275,True,60.0,0.6,16.0,0.0,6.764695,0.10764700000000005,64.64,4.0,11,first_side_raw_later_book,-120,True,-120,True,True,2.1865937744230046,KXBTC15M-26MAY070545-45,0,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-124.0,3,0.7953862256629165,0.707647,0.707647,first_side_raw_later_book_p60_edge0,8.764695,p_below_floor,0.6220148866755595,no,855.69,use_wait_policy,yes,False,101.328958,rejected_actionable,spectral_dominant_factor,finalized,10.070722244828598,4.60566675101142,2026-05-07T09:30:44.310732+00:00,0.10764700000000005,48
0.495921,True,67.0,0.67,640.0,15.0,1.396006,0.0,257.0,4.0,11,first_side_raw_later_book,66,True,66,False,False,2.1865937744230046,KXBTC15M-26MAY070600-00,2,1,raw_edge20_else_first_side_raw_later_book_p60_edge0,62.0,3,0.9155567431739626,0.67,0.72396,first_side_raw_later_book_p60_edge0,3.396006,p_below_floor,0.39442076468786447,yes,534.677,use_wait_policy,yes,True,84.025485,rejected_actionable,spectral_dominant_factor,finalized,26.529269751963373,12.132692438019896,2026-05-07T09:51:05.324526+00:00,0.05396000000000001,48
0.275276,True,28.0,0.28,453.0,0.0,29.587162,0.33087199999999994,1828.07,3.0,11,v28_raw,144,True,144,False,True,2.1865937744230046,KXBTC15M-26MAY070615-15,1,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,141.0,3,0.9903831134051012,0.610872,0.610872,v28_raw_p50_edge0,31.587162,p_below_floor,0.6454912835956723,no,702.26,raw_high_convex_edge,no,True,96.230672,rejected_actionable,spectral_dominant_factor,finalized,338.3780425836461,154.75121467083517,2026-05-07T10:03:17.740674+00:00,0.33087199999999994,48
0.230767,True,47.0,0.47,468.0,31.0,9.697411,0.13697400000000004,17.63,4.0,11,first_side_raw_later_book,-94,True,-94,True,True,2.1865937744230046,KXBTC15M-26MAY070630-30,0,0,raw_edge20_else_first_side_raw_later_book_p60_edge0,-98.0,2,0.7274491360213597,0.606974,0.606974,first_side_raw_later_book_p60_edge0,11.697411,p_below_floor,0.8264694476309769,no,875.963,use_wait_policy,yes,False,105.517869,rejected_actionable,spectral_dominant_factor,finalized,8.581778943664624,3.9247248592981894,2026-05-07T10:15:24.038338+00:00,0.13697400000000004,48
