rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,23,0.4339622641509434,-19.619182,12.790817999999998,17,6,-7.2291799999999995,-11.750002000000002,-0.6399999999999999,10,9,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,21,0.39622641509433965,-19.719182,12.690817999999997,16,5,-7.2291799999999995,-11.850002,-0.6399999999999999,10,7,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,19,0.3584905660377358,-21.049182000000002,11.360817999999995,14,5,-7.829180000000001,-11.850002,-1.3699999999999999,9,7,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,18,0.33962264150943394,-22.129182,10.280817999999996,14,4,-8.20918,-13.280002,-0.6399999999999999,9,5,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=75,19,0.3584905660377358,-23.129182,9.280817999999996,15,4,-6.37918,-16.110002,-0.6399999999999999,9,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=180,20,0.37735849056603776,-23.34918,9.060819999999996,15,5,-7.2291799999999995,-15.48,-0.6399999999999999,10,6,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=75,16,0.3018867924528302,-23.63918,8.770819999999997,13,3,-6.15918,-16.180000000000003,-1.2999999999999998,7,6,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=0,18,0.33962264150943394,-23.65918,8.750819999999997,13,5,-7.609180000000001,-14.75,-1.2999999999999998,7,8,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,13,0.24528301886792453,-23.899181999999996,8.510818,9,4,-11.139180000000001,-10.620002,-2.14,5,6,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-24.05,8.359999999999996,5,1,-8.99,-11.45,-3.61,2,4,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND entry_to_exit_loss_cents>=20,8,0.1509433962264151,-24.480002000000002,7.929997999999994,6,2,-8.83,-12.040002000000001,-3.61,3,5,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,5,0.09433962264150944,-25.130002,7.2799979999999955,5,0,-10.31,-11.210002,-3.61,2,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=50,9,0.16981132075471697,-25.23,7.179999999999996,8,1,-6.390000000000001,-16.73,-2.11,5,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND position_seconds<=45,26,0.49056603773584906,-25.299999999999997,7.109999999999999,18,8,-6.1000000000000005,-15.83,-3.3699999999999997,16,3,7,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-25.330000000000002,7.079999999999995,7,0,-6.390000000000001,-16.830000000000002,-2.11,5,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=75,14,0.2641509433962264,-25.539182,6.870817999999996,11,3,-7.959180000000002,-16.210002000000003,-1.3699999999999999,7,4,3,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.85,6.559999999999995,8,2,-7.970000000000001,-15.77,-2.11,7,1,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=500,15,0.2830188679245283,-25.939182,6.470817999999998,10,5,-8.87918,-13.450002000000001,-3.61,8,7,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-26.01,6.399999999999995,4,2,-8.99,-13.41,-3.61,2,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=500,8,0.1509433962264151,-26.089999999999996,6.32,7,1,-10.32,-15.129999999999999,-0.6399999999999999,2,2,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-26.23,6.179999999999996,8,2,-7.390000000000001,-16.73,-2.11,6,2,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-26.539999999999996,5.870000000000001,7,3,-10.18,-13.52,-2.8399999999999994,2,7,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=90,5,0.09433962264150944,-26.570002,5.839997999999998,4,1,-11.97,-10.990002,-3.61,0,5,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND entry_to_exit_loss_cents>=10,6,0.11320754716981132,-26.72,5.689999999999998,5,1,-7.050000000000002,-16.830000000000002,-2.8399999999999994,5,0,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-26.849999999999998,5.559999999999999,3,0,-11.97,-11.27,-3.61,0,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=50,7,0.1320754716981132,-26.98,5.429999999999996,6,1,-7.370000000000001,-16.73,-2.8799999999999994,4,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-27.029999999999998,5.379999999999999,6,1,-9.15,-15.77,-2.11,4,1,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=4,5,0.09433962264150944,-27.080000000000002,5.329999999999995,5,0,-7.370000000000001,-16.830000000000002,-2.8799999999999994,4,0,1,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND entry_to_exit_loss_cents>=20,13,0.24528301886792453,-27.260002,5.1499979999999965,7,6,-10.749999999999998,-12.900001999999999,-3.61,5,8,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=100,4,0.07547169811320754,-27.320002,5.089997999999998,3,1,-11.12,-12.590001999999998,-3.61,1,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=100,8,0.1509433962264151,-27.349999999999998,5.059999999999999,7,1,-8.059999999999999,-15.68,-3.61,5,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-27.38,5.029999999999998,5,0,-8.44,-16.830000000000002,-2.11,3,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-27.439999999999998,4.969999999999999,6,0,-8.059999999999999,-15.77,-3.61,5,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=0,11,0.20754716981132076,-27.470000000000002,4.939999999999994,7,4,-8.63,-16.73,-2.11,7,2,2,True,True
