entry_dt,market,side,outcome,outcome_available,win,qty,ask_cents,spot,strike,seconds_to_close,margin_dollars,margin_per_v28_sigma,signed_move_15m,adverse_move_15m,v28_p_side,v28_edge_cents,shadow_rule_id,shadow_selected,shadow_blocked,shadow_reason,entry_key,source_line_no,shadow_lock_id,fresh_after_lock,outcome_method
2026-05-01 02:17:02.454334+00:00,KXBTC15M-26APR302230-30,yes,no,True,False,2,69.0,76694.82,76652.0,777.636,42.820000000006985,0.5686454452490116,55.55000000000291,0.0,0.866168,14.116814,adverse15_gt10_v28_cushion_0p5,True,False,selected,ee75f88f-c758-424c-8234-8427c0bbd06c,6,live_v28_physics_shadow_lock_v1,False,bid>=98
2026-05-01 02:19:55.259900+00:00,KXBTC15M-26APR302230-30,no,no,True,True,2,80.0,76590.8,76652.0,604.81,61.19999999999709,0.9112312331592085,32.39999999999418,0.0,0.857255,2.225544,adverse15_gt10_v28_cushion_0p5,True,False,selected,d53889f0-ddfb-4ffb-8141-f27412861894,29,live_v28_physics_shadow_lock_v1,False,bid>=98
2026-05-01 02:21:31.434845+00:00,KXBTC15M-26APR302230-30,no,no,True,True,2,85.0,76580.81,76652.0,508.631,71.19000000000233,1.1425562213414404,44.49000000000524,0.0,0.903024,2.302384,adverse15_gt10_v28_cushion_0p5,True,False,selected,1426175a-d6a5-44fb-9cfb-8967103e6a9b,46,live_v28_physics_shadow_lock_v1,False,bid>=98
2026-05-01 02:32:50.731602+00:00,KXBTC15M-26APR302245-45,no,no,True,True,2,80.0,76534.09,76603.27,729.368,69.18000000000757,0.9158547039274288,158.10000000000582,0.0,0.858747,2.374657,adverse15_gt10_v28_cushion_0p5,True,False,selected,607c83db-223a-4942-8899-dc48d0f18a51,69,live_v28_physics_shadow_lock_v1,False,bid>=98
2026-05-01 03:16:08.224718+00:00,KXBTC15M-26APR302330-30,yes,yes,True,True,2,78.0,76713.63,76668.47,831.868,45.16000000000349,0.5688388539106757,162.60000000000582,0.0,0.855738,4.073803,adverse15_gt10_v28_cushion_0p5,True,False,selected,1563710e-455c-4155-b1b6-e8556f338492,92,live_v28_physics_shadow_lock_v1,False,bid>=98
2026-05-01 03:17:01.433822+00:00,KXBTC15M-26APR302330-30,yes,yes,True,True,2,85.0,76732.56,76668.47,778.631,64.08999999999651,0.843598652590339,202.86000000000058,0.0,0.912419,3.241861,adverse15_gt10_v28_cushion_0p5,True,False,selected,746d3cba-3c37-4fc4-8643-7a284ec73fb6,120,live_v28_physics_shadow_lock_v1,False,bid>=98
2026-05-01 04:13:03.389357+00:00,KXBTC15M-26MAY010015-15,yes,yes,True,True,2,61.0,77101.18,77099.09,116.681,2.0899999999965075,0.05058694531980855,18.969999999986612,0.0,0.873887,22.388745,adverse15_gt10_v28_cushion_0p5,True,False,selected,b8d32ffb-8f82-4ecd-acc5-ab5a2abe46b6,126,live_v28_physics_shadow_lock_v1,False,bid>=98
2026-05-01 05:05:03.783115+00:00,KXBTC15M-26MAY010115-15,yes,yes,True,True,2,82.0,77089.1,77018.24,596.288,70.86000000000058,0.7083219907018753,62.270000000004075,0.0,0.889057,3.405742,adverse15_gt10_v28_cushion_0p5,True,False,selected,e3c1f72d-be01-4408-b72b-92bd9185fde4,143,live_v28_physics_shadow_lock_v1,False,bid>=98
2026-05-01 05:55:07.057813+00:00,KXBTC15M-26MAY010200-00,yes,yes,True,True,2,80.0,77133.81,77097.32,293.013,36.48999999999069,0.5203127369006162,52.73999999999069,0.0,0.882247,4.724656,adverse15_gt10_v28_cushion_0p5,True,False,selected,bdcfee63-acf4-40d1-9a9b-b184354b1394,250,live_v28_physics_shadow_lock_v1,False,bid>=98
2026-05-01 05:57:05.293619+00:00,KXBTC15M-26MAY010200-00,yes,yes,True,True,2,79.0,77117.12,77097.32,174.779,19.79999999998836,0.3654223089653071,51.30999999999767,0.0,0.86034,3.534036,adverse15_gt10_v28_cushion_0p5,True,False,selected,3cbb1b3b-c891-4bf8-bb5e-d444961b2233,267,live_v28_physics_shadow_lock_v1,False,bid>=98
2026-05-01 06:50:44.479996+00:00,KXBTC15M-26MAY010300-00,no,yes,True,False,2,88.0,76867.98,76983.36,555.595,115.38000000000466,1.236415662499595,281.4499999999971,0.0,0.930283,2.028299,adverse15_gt10_v28_cushion_0p5,True,False,selected,9c998145-41f3-4112-a3a4-f6880598a045,284,live_v28_physics_shadow_lock_v1,False,bid>=98
2026-05-01 06:56:03.097269+00:00,KXBTC15M-26MAY010300-00,yes,yes,True,True,2,85.0,77028.0,76983.36,236.977,44.63999999999942,0.6981100063419388,14.380000000004657,0.0,0.90246,2.246004,adverse15_gt10_v28_cushion_0p5,True,False,selected,34ad7849-b640-4781-b3c5-66f783da7898,312,live_v28_physics_shadow_lock_v1,False,bid>=98
