source,market,side,reason,p_side,outcome,brier,bucket,actionable,edge_cents,ask_cents,seconds_to_close,sigma_t_dollars,recross_hazard_score,h6_recross_hazard_high,gross_cents,ask_prob,v28_minus_ask_prob,disagreement_bucket,book_brier,v28_brier,v28_brier_minus_book_brier
rejected_actionable,KXBTC15M-26MAY051445-45,yes,ask_too_high,0.809431,1.0,0.036316543761,80_85,True,-13.056949,91,110.15,48.317801,0.08055774781804252,False,18.0,0.91,-0.10056900000000002,v28_below_book,0.008099999999999994,0.036316543761,0.028216543761000003
rejected_actionable,KXBTC15M-26MAY051500-00,no,p_below_floor,0.531753,1.0,0.21925525300899998,50_60,True,-5.8247,55,883.702,133.916264,1.2629788435982496,True,90.0,0.55,-0.018247000000000013,slightly_below_book,0.20249999999999996,0.21925525300899998,0.01675525300900002
rejected_actionable,KXBTC15M-26MAY051500-00,no,edge_below_floor,0.865158,1.0,0.018182364964000004,85_90,True,-5.484171,89,387.508,87.296148,0.23298644976589405,False,22.0,0.89,-0.02484200000000003,slightly_below_book,0.012099999999999998,0.018182364964000004,0.006082364964000006
rejected_actionable,KXBTC15M-26MAY051500-00,no,ask_too_high,0.866002,1.0,0.017955464003999985,85_90,True,-7.399774,91,384.56,86.96282,0.22885858821854937,False,18.0,0.91,-0.04399799999999998,slightly_below_book,0.008099999999999994,0.017955464003999985,0.00985546400399999
rejected_actionable,KXBTC15M-26MAY051500-00,yes,p_below_floor,0.468247,0.0,0.21925525300900003,00_50,True,-3.1753,46,883.702,133.916264,1.2629788435982496,True,-92.0,0.46,0.008247000000000004,near_book,0.2116,0.21925525300900003,0.007655253009000024
rejected_actionable,KXBTC15M-26MAY051515-15,no,p_below_floor,0.507784,1.0,0.242276590656,50_60,True,-5.221567,52,869.074,130.07041,1.2760986451741716,True,96.0,0.52,-0.012216000000000005,slightly_below_book,0.2304,0.242276590656,0.011876590655999997
rejected_actionable,KXBTC15M-26MAY051515-15,no,ask_too_high,0.7286,1.0,0.07365795999999998,70_80,True,-21.140015,91,212.142,62.510561,0.18148956531667865,False,18.0,0.91,-0.1814,v28_below_book,0.008099999999999994,0.07365795999999998,0.06555795999999998
rejected_actionable,KXBTC15M-26MAY051515-15,yes,p_below_floor,0.492216,0.0,0.242276590656,00_50,True,-3.778433,49,869.074,130.07041,1.2760986451741716,True,-98.0,0.49,0.0022159999999999958,near_book,0.24009999999999998,0.242276590656,0.0021765906560000103
rejected_actionable,KXBTC15M-26MAY051530-30,no,p_below_floor,0.485832,0.0,0.23603273222399998,00_50,True,-7.416825,52,869.475,124.925983,1.1960717542039223,True,-104.0,0.52,-0.03416800000000003,slightly_below_book,0.27040000000000003,0.23603273222399998,-0.03436726777600005
rejected_actionable,KXBTC15M-26MAY051530-30,yes,p_below_floor,0.514168,1.0,0.23603273222400004,50_60,True,-1.583175,49,869.475,124.925983,1.1960717542039223,True,102.0,0.49,0.024167999999999967,near_book,0.2601,0.23603273222400004,-0.024067267775999962
rejected_actionable,KXBTC15M-26MAY051530-30,yes,edge_below_floor,0.869958,1.0,0.016910921763999998,85_90,True,-0.004182,84,740.587,115.477463,0.4102167400169905,True,32.0,0.84,0.02995800000000004,near_book,0.02560000000000001,0.016910921763999998,-0.008689078236000014
rejected_actionable,KXBTC15M-26MAY051530-30,yes,ask_too_high,0.876104,1.0,0.015350218816,85_90,True,-6.389595,91,731.866,114.798926,0.39485142634945497,True,18.0,0.91,-0.03389600000000004,slightly_below_book,0.008099999999999994,0.015350218816,0.007250218816000006
entry,KXBTC15M-26MAY051545-45,yes,approved_entry,0.851935,1.0,0.021923244225,85_90,True,6.693536,75,661.031,107.31608,0.38190335478068066,True,16.0,0.75,0.101935,v28_plus_08_15,0.0625,0.021923244225,-0.040576755775
rejected_actionable,KXBTC15M-26MAY051545-45,no,p_below_floor,0.578163,0.0,0.33427245456899995,50_60,True,-6.183698,60,883.619,124.177788,1.048993079759358,True,-120.0,0.6,-0.021836999999999995,slightly_below_book,0.36,0.33427245456899995,-0.025727545431000032
rejected_actionable,KXBTC15M-26MAY051545-45,yes,p_below_floor,0.421837,1.0,0.33427245456899995,00_50,True,-2.816302,41,883.619,124.177788,1.048993079759358,True,118.0,0.41,0.011837000000000042,near_book,0.3481000000000001,0.33427245456899995,-0.013827545431000121
rejected_actionable,KXBTC15M-26MAY051545-45,yes,edge_below_floor,0.872659,1.0,0.01621573028100001,85_90,True,0.265936,84,661.221,107.341766,0.3551487064873567,True,32.0,0.84,0.032658999999999994,v28_plus_03_08,0.02560000000000001,0.01621573028100001,-0.009384269719000003
rejected_actionable,KXBTC15M-26MAY051545-45,yes,ask_too_high,0.817358,1.0,0.03335810016399999,80_85,True,-12.264248,91,223.596,63.624848,0.14911729681905075,False,18.0,0.91,-0.092642,v28_below_book,0.008099999999999994,0.03335810016399999,0.025258100163999993
rejected_actionable,KXBTC15M-26MAY051600-00,no,p_below_floor,0.547953,1.0,0.20434649020899998,50_60,True,4.795259,46,856.344,123.420469,1.1138511194482563,True,108.0,0.46,0.087953,v28_plus_08_15,0.2916,0.20434649020899998,-0.08725350979100005
rejected_actionable,KXBTC15M-26MAY051600-00,no,edge_below_floor,0.856473,1.0,0.02059999972899999,85_90,True,-4.352705,87,497.158,92.85475,0.289172991956024,True,26.0,0.87,-0.013526999999999956,slightly_below_book,0.016900000000000002,0.02059999972899999,0.003699999728999988
rejected_actionable,KXBTC15M-26MAY051600-00,no,ask_too_high,0.890702,1.0,0.011946052804,85_90,True,-4.929792,91,473.896,90.911715,0.23735823174242957,False,18.0,0.91,-0.019298000000000037,slightly_below_book,0.008099999999999994,0.011946052804,0.0038460528040000063
rejected_actionable,KXBTC15M-26MAY051600-00,yes,p_below_floor,0.452047,0.0,0.20434649020899998,00_50,True,-13.795259,55,856.344,123.420469,1.1138511194482563,True,-110.0,0.55,-0.09795300000000007,v28_below_book,0.30250000000000005,0.20434649020899998,-0.09815350979100007
entry,KXBTC15M-26MAY051615-15,no,approved_entry,0.855253,0.0,0.7314576940090001,85_90,True,6.02531,76,465.231,91.135075,0.2723002958536802,True,-24.0,0.76,0.09525300000000003,v28_plus_08_15,0.5776,0.7314576940090001,0.15385769400900007
entry,KXBTC15M-26MAY051615-15,yes,approved_entry,0.92219,1.0,0.0060543961000000075,90_95,True,32.218966,56,390.813,84.845931,0.1613755631733708,False,32.0,0.56,0.3621899999999999,v28_plus_15,0.19359999999999997,0.0060543961000000075,-0.18754560389999997
rejected_actionable,KXBTC15M-26MAY051615-15,no,p_below_floor,0.329336,0.0,0.108462200896,00_50,True,-3.066354,32,864.413,123.585724,0.8088229801841127,True,-64.0,0.32,0.009336000000000011,near_book,0.1024,0.108462200896,0.006062200896
rejected_actionable,KXBTC15M-26MAY051615-15,yes,p_below_floor,0.670664,1.0,0.10846220089599998,60_70,True,-6.433646,70,864.413,123.585724,0.8088229801841127,True,60.0,0.7,-0.029335999999999918,slightly_below_book,0.09000000000000002,0.10846220089599998,0.018462200895999953
rejected_actionable,KXBTC15M-26MAY051615-15,yes,ask_too_high,0.779559,1.0,0.048594234481,70_80,True,-17.044131,92,681.835,109.943048,0.49878694674023344,True,16.0,0.92,-0.14044100000000004,v28_below_book,0.006399999999999993,0.048594234481,0.042194234481
rejected_actionable,KXBTC15M-26MAY051615-15,yes,edge_below_floor,0.860599,1.0,0.019432638800999998,85_90,True,-5.940147,89,681.58,109.960026,0.3870188606064072,True,22.0,0.89,-0.02940100000000001,slightly_below_book,0.012099999999999998,0.019432638800999998,0.007332638801
rejected_actionable,KXBTC15M-26MAY051630-30,no,p_below_floor,0.613141,1.0,0.14965988588099996,60_70,True,-6.685872,64,869.353,130.9473,1.015377041470546,True,72.0,0.64,-0.026858999999999966,slightly_below_book,0.1296,0.14965988588099996,0.020059885880999967
rejected_actionable,KXBTC15M-26MAY051630-30,no,edge_below_floor,0.867949,1.0,0.01743746660100001,85_90,True,-1.205118,85,644.49,113.51664,0.3828387179807846,True,30.0,0.85,0.017948999999999993,near_book,0.022500000000000006,0.01743746660100001,-0.005062533398999997
rejected_actionable,KXBTC15M-26MAY051630-30,no,ask_too_high,0.911148,1.0,0.007894677904000008,90_95,True,-2.885172,91,628.828,112.097813,0.3017281409862528,True,18.0,0.91,0.0011479999999999269,near_book,0.008099999999999994,0.007894677904000008,-0.00020532209599998658
rejected_actionable,KXBTC15M-26MAY051630-30,yes,p_below_floor,0.386859,0.0,0.14965988588100002,00_50,True,-2.314128,37,869.353,130.9473,1.015377041470546,True,-74.0,0.37,0.016859000000000013,near_book,0.1369,0.14965988588100002,0.012759885881000022
rejected_actionable,KXBTC15M-26MAY051645-45,no,p_below_floor,0.483157,0.0,0.233440686649,00_50,True,-6.684312,51,879.111,132.388055,1.283901434017675,True,-102.0,0.51,-0.026843000000000006,slightly_below_book,0.2601,0.233440686649,-0.026659313350999997
rejected_actionable,KXBTC15M-26MAY051645-45,yes,p_below_floor,0.516843,1.0,0.23344068664899995,50_60,True,-2.315688,50,879.111,132.388055,1.283901434017675,True,100.0,0.5,0.016843000000000052,near_book,0.25,0.23344068664899995,-0.016559313351000055
rejected_actionable,KXBTC15M-26MAY051645-45,yes,edge_below_floor,0.850334,1.0,0.02239991155599999,85_90,True,-0.966635,83,711.261,120.483071,0.4521498675675955,True,34.0,0.83,0.020334000000000074,near_book,0.028900000000000012,0.02239991155599999,-0.006500088444000022
rejected_actionable,KXBTC15M-26MAY051645-45,yes,ask_too_high,0.885289,1.0,0.013158613521000001,85_90,True,-5.471073,91,671.861,117.117929,0.3711275542880559,True,18.0,0.91,-0.02471100000000004,slightly_below_book,0.008099999999999994,0.013158613521000001,0.005058613521000007
rejected_actionable,KXBTC15M-26MAY051700-00,no,p_below_floor,0.570256,1.0,0.184679905536,50_60,True,-3.974403,57,884.255,125.125577,1.0866461461842227,True,86.0,0.57,0.000256000000000034,near_book,0.18490000000000004,0.184679905536,-0.00022009446400003685
rejected_actionable,KXBTC15M-26MAY051700-00,no,edge_below_floor,0.854422,1.0,0.021192954083999994,85_90,True,-3.557826,86,641.398,103.881236,0.3684544449061005,True,28.0,0.86,-0.005577999999999972,slightly_below_book,0.019600000000000003,0.021192954083999994,0.0015929540839999916
rejected_actionable,KXBTC15M-26MAY051700-00,no,ask_too_high,0.846849,1.0,0.02345522880100001,80_85,True,-9.315074,91,134.457,45.249862,0.07682695494415473,False,18.0,0.91,-0.06315100000000007,v28_below_book,0.008099999999999994,0.02345522880100001,0.015355228801000017
rejected_actionable,KXBTC15M-26MAY051700-00,yes,p_below_floor,0.429744,0.0,0.184679905536,00_50,True,-5.025597,44,884.255,125.125577,1.0866461461842227,True,-88.0,0.44,-0.010255999999999987,slightly_below_book,0.1936,0.184679905536,-0.008920094463999995
entry,KXBTC15M-26MAY051715-15,yes,approved_entry,0.877551,0.0,0.7700957576009999,85_90,True,2.255072,82,682.131,97.818587,0.3259898292285944,True,-28.0,0.82,0.05755100000000002,v28_plus_03_08,0.6723999999999999,0.7700957576009999,0.09769575760100002
entry,KXBTC15M-26MAY051715-15,yes,approved_entry,0.880552,0.0,0.775371824704,85_90,True,15.555165,69,156.131,47.477547,0.07487322238906284,False,-48.0,0.69,0.19055200000000005,v28_plus_15,0.4760999999999999,0.775371824704,0.2992718247040001
entry,KXBTC15M-26MAY051715-15,yes,approved_entry,0.868759,0.0,0.7547422000809999,85_90,True,42.87586,40,113.807,39.730028,0.05680344649000784,False,-22.0,0.4,0.4687589999999999,v28_plus_15,0.16000000000000003,0.7547422000809999,0.5947422000809999
rejected_actionable,KXBTC15M-26MAY051715-15,no,p_below_floor,0.520761,1.0,0.22967001912099996,50_60,True,-2.92387,51,884.029,115.037535,1.1005860740691689,True,98.0,0.51,0.01076100000000002,near_book,0.24009999999999998,0.22967001912099996,-0.010429980879000017
rejected_actionable,KXBTC15M-26MAY051715-15,yes,p_below_floor,0.479239,0.0,0.22967001912100002,00_50,True,-7.07613,51,884.029,115.037535,1.1005860740691689,True,-102.0,0.51,-0.030760999999999983,slightly_below_book,0.2601,0.22967001912100002,-0.03042998087899998
rejected_actionable,KXBTC15M-26MAY051715-15,yes,edge_below_floor,0.857981,0.0,0.736131396361,85_90,True,-2.201885,85,695.111,98.737757,0.35580680472925746,True,-170.0,0.85,0.007981000000000016,near_book,0.7224999999999999,0.736131396361,0.013631396361000081
rejected_actionable,KXBTC15M-26MAY051730-30,no,p_below_floor,0.497567,1.0,0.252438919489,00_50,True,-5.243317,51,868.58,108.597345,1.051584673359244,True,98.0,0.51,-0.012433000000000027,slightly_below_book,0.24009999999999998,0.252438919489,0.012338919489000011
rejected_actionable,KXBTC15M-26MAY051730-30,no,edge_below_floor,0.859928,1.0,0.019620165183999994,85_90,True,-0.007189,83,561.12,86.273775,0.28034185652786114,True,34.0,0.83,0.029928000000000066,near_book,0.028900000000000012,0.019620165183999994,-0.009279834816000018
rejected_actionable,KXBTC15M-26MAY051730-30,no,ask_too_high,0.903371,1.0,0.009337163640999993,90_95,True,-3.662873,91,514.149,81.941701,0.21169473244963224,False,18.0,0.91,-0.006628999999999996,slightly_below_book,0.008099999999999994,0.009337163640999993,0.001237163640999999
rejected_actionable,KXBTC15M-26MAY051730-30,yes,p_below_floor,0.502433,0.0,0.252438919489,50_60,True,-4.756683,51,868.58,108.597345,1.051584673359244,True,-102.0,0.51,-0.00756699999999999,slightly_below_book,0.2601,0.252438919489,-0.007661080511000007
entry,KXBTC15M-26MAY051745-45,no,approved_entry,0.861462,1.0,0.019192777444000015,85_90,True,5.646183,77,792.338,103.356534,0.3993723747635055,True,-10.0,0.77,0.09146199999999993,v28_plus_08_15,0.05289999999999999,0.019192777444000015,-0.03370722255599998
