dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,positive_net,coverage_pass,fade_selected
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,2,20,20,1.0,13,7,0.65,126.0,0.10732538330494037,True,True,6
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,3,20,20,1.0,15,5,0.75,363.0,0.31926121372031663,True,True,7
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,4,20,20,1.0,12,8,0.6,-57.0,-0.045346062052505964,False,True,2
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,5,20,20,1.0,15,5,0.75,341.0,0.2942191544434858,True,True,7
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,6,20,20,1.0,12,8,0.6,-78.0,-0.06103286384976526,False,True,4
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,7,20,19,0.95,13,6,0.6842105263157895,80.0,0.06557377049180328,True,True,3
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,8,20,20,1.0,12,8,0.6,-11.0,-0.009083402146985962,False,True,4
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,9,20,19,0.95,13,6,0.6842105263157895,149.0,0.12945264986967853,True,True,4
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,10,20,20,1.0,15,5,0.75,272.0,0.22149837133550487,True,True,5
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,11,20,20,1.0,9,11,0.45,-197.0,-0.17958067456700091,False,True,8
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,12,20,20,1.0,12,8,0.6,-2.0,-0.0016638935108153079,False,True,4
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,13,20,20,1.0,14,6,0.7,219.0,0.18543607112616428,True,True,7
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,14,20,20,1.0,8,12,0.4,-325.0,-0.28888888888888886,False,True,7
current,fade_signed_move_30m_le50_score0.8_sec600_fade45,15,13,13,1.0,7,6,0.5384615384615384,-17.0,-0.023709902370990237,False,True,5
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,0,20,19,0.95,11,8,0.5789473684210527,-98.0,-0.08180300500834725,False,True,5
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,1,20,20,1.0,9,11,0.45,-349.0,-0.27942353883106485,False,True,4
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,2,20,20,1.0,12,8,0.6,-78.0,-0.06103286384976526,False,True,5
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,3,20,20,1.0,11,9,0.55,-188.0,-0.14596273291925466,False,True,4
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,4,20,20,1.0,15,5,0.75,239.0,0.1895321173671689,True,True,3
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,5,20,20,1.0,8,12,0.4,-344.0,-0.3006993006993007,False,True,8
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,6,20,20,1.0,14,6,0.7,182.0,0.14942528735632185,True,True,5
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,7,20,20,1.0,15,5,0.75,247.0,0.1971268954509178,True,True,3
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,8,20,20,1.0,9,11,0.45,-306.0,-0.2537313432835821,False,True,5
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,9,20,20,1.0,13,7,0.65,4.0,0.0030864197530864196,True,True,4
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,10,20,19,0.95,12,7,0.631578947368421,-1.0,-0.0008326394671107411,False,True,4
v21,fade_signed_move_30m_le50_score0.8_sec600_fade45,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True,0
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,0,20,20,1.0,7,13,0.35,-492.0,-0.412751677852349,False,True,5
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,1,20,20,1.0,12,8,0.6,33.0,0.028277634961439587,True,True,6
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,2,20,20,1.0,13,7,0.65,126.0,0.10732538330494037,True,True,6
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,3,20,20,1.0,15,5,0.75,363.0,0.31926121372031663,True,True,7
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,4,20,20,1.0,12,8,0.6,-57.0,-0.045346062052505964,False,True,2
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,5,20,20,1.0,15,5,0.75,341.0,0.2942191544434858,True,True,7
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,6,20,20,1.0,12,8,0.6,-78.0,-0.06103286384976526,False,True,4
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,7,20,19,0.95,13,6,0.6842105263157895,80.0,0.06557377049180328,True,True,3
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,8,20,20,1.0,12,8,0.6,-11.0,-0.009083402146985962,False,True,4
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,9,20,19,0.95,13,6,0.6842105263157895,149.0,0.12945264986967853,True,True,4
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,10,20,20,1.0,15,5,0.75,272.0,0.22149837133550487,True,True,5
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,11,20,20,1.0,9,11,0.45,-197.0,-0.17958067456700091,False,True,8
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,12,20,20,1.0,12,8,0.6,-2.0,-0.0016638935108153079,False,True,4
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,13,20,20,1.0,14,6,0.7,219.0,0.18543607112616428,True,True,7
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,14,20,20,1.0,8,12,0.4,-325.0,-0.28888888888888886,False,True,7
current,fade_signed_move_30m_le50_score0.8_sec600_fade50,15,13,13,1.0,7,6,0.5384615384615384,-17.0,-0.023709902370990237,False,True,5
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,0,20,19,0.95,11,8,0.5789473684210527,-98.0,-0.08180300500834725,False,True,5
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,1,20,20,1.0,9,11,0.45,-349.0,-0.27942353883106485,False,True,4
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,2,20,20,1.0,12,8,0.6,-78.0,-0.06103286384976526,False,True,5
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,3,20,20,1.0,11,9,0.55,-188.0,-0.14596273291925466,False,True,4
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,4,20,20,1.0,15,5,0.75,239.0,0.1895321173671689,True,True,3
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,5,20,20,1.0,8,12,0.4,-344.0,-0.3006993006993007,False,True,8
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,6,20,20,1.0,14,6,0.7,182.0,0.14942528735632185,True,True,5
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,7,20,20,1.0,15,5,0.75,247.0,0.1971268954509178,True,True,3
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,8,20,20,1.0,9,11,0.45,-306.0,-0.2537313432835821,False,True,5
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,9,20,20,1.0,13,7,0.65,4.0,0.0030864197530864196,True,True,4
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,10,20,19,0.95,12,7,0.631578947368421,-1.0,-0.0008326394671107411,False,True,4
v21,fade_signed_move_30m_le50_score0.8_sec600_fade50,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,0,20,20,1.0,11,9,0.55,-198.0,-0.15254237288135594,False,True,1
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,1,20,20,1.0,14,6,0.7,109.0,0.0844306738962045,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,2,20,20,1.0,14,6,0.7,108.0,0.08359133126934984,True,True,3
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,3,20,20,1.0,16,4,0.8,366.0,0.2965964343598055,True,True,4
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,4,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,0
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,5,20,20,1.0,14,6,0.7,156.0,0.12540192926045016,True,True,4
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,6,20,20,1.0,16,4,0.8,220.0,0.15942028985507245,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,7,20,19,0.95,16,3,0.8421052631578947,297.0,0.22793553338449732,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,8,20,20,1.0,13,7,0.65,-2.0,-0.0015360983102918587,False,True,1
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,9,20,19,0.95,15,4,0.7894736842105263,247.0,0.1971268954509178,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,10,20,20,1.0,14,6,0.7,78.0,0.059001512859304085,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,11,20,20,1.0,13,7,0.65,-26.0,-0.0196078431372549,False,True,2
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,12,20,20,1.0,16,4,0.8,258.0,0.19225037257824143,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,13,20,20,1.0,18,2,0.9,413.0,0.29776496034607064,True,True,1
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,14,20,20,1.0,11,9,0.55,-174.0,-0.13657770800627944,False,True,4
current,fade_signed_move_30m_le100_score0.65_sec300_fade45,15,13,13,1.0,10,3,0.7692307692307693,158.0,0.1876484560570071,True,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,0,20,19,0.95,14,5,0.7368421052631579,73.0,0.055011303692539565,True,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,1,20,20,1.0,10,10,0.5,-354.0,-0.2614475627769572,False,True,1
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,2,20,20,1.0,11,9,0.55,-259.0,-0.1905813097866078,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,3,20,20,1.0,12,8,0.6,-163.0,-0.11958914159941306,False,True,1
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,4,20,20,1.0,14,6,0.7,32.0,0.023391812865497075,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,5,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,6,20,20,1.0,15,5,0.75,187.0,0.14242193450114243,True,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,7,20,20,1.0,17,3,0.85,355.0,0.26394052044609667,True,True,1
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,8,20,20,1.0,10,10,0.5,-290.0,-0.2248062015503876,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,9,20,20,1.0,17,3,0.85,292.0,0.20738636363636365,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,10,20,19,0.95,14,5,0.7368421052631579,31.0,0.022644265887509132,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec300_fade45,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,0,20,20,1.0,11,9,0.55,-198.0,-0.15254237288135594,False,True,1
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,1,20,20,1.0,14,6,0.7,109.0,0.0844306738962045,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,2,20,20,1.0,14,6,0.7,108.0,0.08359133126934984,True,True,3
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,3,20,20,1.0,16,4,0.8,366.0,0.2965964343598055,True,True,4
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,4,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,0
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,5,20,20,1.0,14,6,0.7,156.0,0.12540192926045016,True,True,4
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,6,20,20,1.0,16,4,0.8,220.0,0.15942028985507245,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,7,20,19,0.95,16,3,0.8421052631578947,297.0,0.22793553338449732,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,8,20,20,1.0,13,7,0.65,-2.0,-0.0015360983102918587,False,True,1
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,9,20,19,0.95,15,4,0.7894736842105263,247.0,0.1971268954509178,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,10,20,20,1.0,14,6,0.7,78.0,0.059001512859304085,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,11,20,20,1.0,13,7,0.65,-26.0,-0.0196078431372549,False,True,2
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,12,20,20,1.0,16,4,0.8,258.0,0.19225037257824143,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,13,20,20,1.0,18,2,0.9,413.0,0.29776496034607064,True,True,1
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,14,20,20,1.0,11,9,0.55,-174.0,-0.13657770800627944,False,True,4
current,fade_signed_move_30m_le100_score0.65_sec300_fade50,15,13,13,1.0,10,3,0.7692307692307693,158.0,0.1876484560570071,True,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,0,20,19,0.95,14,5,0.7368421052631579,73.0,0.055011303692539565,True,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,1,20,20,1.0,10,10,0.5,-354.0,-0.2614475627769572,False,True,1
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,2,20,20,1.0,11,9,0.55,-259.0,-0.1905813097866078,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,3,20,20,1.0,12,8,0.6,-163.0,-0.11958914159941306,False,True,1
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,4,20,20,1.0,14,6,0.7,32.0,0.023391812865497075,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,5,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,6,20,20,1.0,15,5,0.75,187.0,0.14242193450114243,True,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,7,20,20,1.0,17,3,0.85,355.0,0.26394052044609667,True,True,1
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,8,20,20,1.0,10,10,0.5,-290.0,-0.2248062015503876,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,9,20,20,1.0,17,3,0.85,292.0,0.20738636363636365,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,10,20,19,0.95,14,5,0.7368421052631579,31.0,0.022644265887509132,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec300_fade50,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,0,20,20,1.0,11,9,0.55,-198.0,-0.15254237288135594,False,True,1
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,1,20,20,1.0,14,6,0.7,109.0,0.0844306738962045,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,2,20,20,1.0,14,6,0.7,108.0,0.08359133126934984,True,True,3
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,3,20,20,1.0,16,4,0.8,366.0,0.2965964343598055,True,True,4
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,4,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,0
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,5,20,20,1.0,14,6,0.7,156.0,0.12540192926045016,True,True,4
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,6,20,20,1.0,16,4,0.8,220.0,0.15942028985507245,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,7,20,19,0.95,16,3,0.8421052631578947,297.0,0.22793553338449732,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,8,20,20,1.0,13,7,0.65,-2.0,-0.0015360983102918587,False,True,1
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,9,20,19,0.95,15,4,0.7894736842105263,247.0,0.1971268954509178,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,10,20,20,1.0,14,6,0.7,78.0,0.059001512859304085,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,11,20,20,1.0,13,7,0.65,-26.0,-0.0196078431372549,False,True,2
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,12,20,20,1.0,16,4,0.8,258.0,0.19225037257824143,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,13,20,20,1.0,18,2,0.9,413.0,0.29776496034607064,True,True,1
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,14,20,20,1.0,11,9,0.55,-174.0,-0.13657770800627944,False,True,4
current,fade_signed_move_30m_le100_score0.65_sec600_fade45,15,13,13,1.0,10,3,0.7692307692307693,158.0,0.1876484560570071,True,True,2
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,0,20,19,0.95,15,4,0.7894736842105263,148.0,0.10946745562130178,True,True,1
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,1,20,20,1.0,10,10,0.5,-354.0,-0.2614475627769572,False,True,1
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,2,20,20,1.0,11,9,0.55,-259.0,-0.1905813097866078,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,3,20,20,1.0,12,8,0.6,-163.0,-0.11958914159941306,False,True,1
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,4,20,20,1.0,14,6,0.7,32.0,0.023391812865497075,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,5,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,6,20,20,1.0,15,5,0.75,187.0,0.14242193450114243,True,True,2
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,7,20,20,1.0,17,3,0.85,355.0,0.26394052044609667,True,True,1
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,8,20,20,1.0,10,10,0.5,-290.0,-0.2248062015503876,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,9,20,20,1.0,17,3,0.85,292.0,0.20738636363636365,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,10,20,19,0.95,14,5,0.7368421052631579,31.0,0.022644265887509132,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec600_fade45,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,0,20,20,1.0,11,9,0.55,-198.0,-0.15254237288135594,False,True,1
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,1,20,20,1.0,14,6,0.7,109.0,0.0844306738962045,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,2,20,20,1.0,14,6,0.7,108.0,0.08359133126934984,True,True,3
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,3,20,20,1.0,16,4,0.8,366.0,0.2965964343598055,True,True,4
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,4,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,0
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,5,20,20,1.0,14,6,0.7,156.0,0.12540192926045016,True,True,4
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,6,20,20,1.0,16,4,0.8,220.0,0.15942028985507245,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,7,20,19,0.95,16,3,0.8421052631578947,297.0,0.22793553338449732,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,8,20,20,1.0,13,7,0.65,-2.0,-0.0015360983102918587,False,True,1
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,9,20,19,0.95,15,4,0.7894736842105263,247.0,0.1971268954509178,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,10,20,20,1.0,14,6,0.7,78.0,0.059001512859304085,True,True,2
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,11,20,20,1.0,13,7,0.65,-26.0,-0.0196078431372549,False,True,2
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,12,20,20,1.0,16,4,0.8,258.0,0.19225037257824143,True,True,0
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,13,20,20,1.0,18,2,0.9,413.0,0.29776496034607064,True,True,1
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,14,20,20,1.0,11,9,0.55,-174.0,-0.13657770800627944,False,True,4
current,fade_signed_move_30m_le100_score0.65_sec600_fade50,15,13,13,1.0,10,3,0.7692307692307693,158.0,0.1876484560570071,True,True,2
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,0,20,19,0.95,15,4,0.7894736842105263,148.0,0.10946745562130178,True,True,1
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,1,20,20,1.0,10,10,0.5,-354.0,-0.2614475627769572,False,True,1
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,2,20,20,1.0,11,9,0.55,-259.0,-0.1905813097866078,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,3,20,20,1.0,12,8,0.6,-163.0,-0.11958914159941306,False,True,1
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,4,20,20,1.0,14,6,0.7,32.0,0.023391812865497075,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,5,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,6,20,20,1.0,15,5,0.75,187.0,0.14242193450114243,True,True,2
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,7,20,20,1.0,17,3,0.85,355.0,0.26394052044609667,True,True,1
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,8,20,20,1.0,10,10,0.5,-290.0,-0.2248062015503876,False,True,2
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,9,20,20,1.0,17,3,0.85,292.0,0.20738636363636365,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,10,20,19,0.95,14,5,0.7368421052631579,31.0,0.022644265887509132,True,True,0
v21,fade_signed_move_30m_le100_score0.65_sec600_fade50,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True,0
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,0,20,20,1.0,11,9,0.55,-198.0,-0.15254237288135594,False,True,1
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,1,20,20,1.0,14,6,0.7,109.0,0.0844306738962045,True,True,2
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,2,20,20,1.0,14,6,0.7,179.0,0.1466011466011466,True,True,5
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,3,20,20,1.0,16,4,0.8,366.0,0.2965964343598055,True,True,4
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,4,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,0
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,5,20,20,1.0,14,6,0.7,156.0,0.12540192926045016,True,True,4
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,6,20,20,1.0,16,4,0.8,220.0,0.15942028985507245,True,True,0
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,7,20,19,0.95,15,4,0.7894736842105263,234.0,0.1848341232227488,True,True,1
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,8,20,20,1.0,13,7,0.65,-2.0,-0.0015360983102918587,False,True,1
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,9,20,19,0.95,15,4,0.7894736842105263,247.0,0.1971268954509178,True,True,2
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,10,20,20,1.0,15,5,0.75,215.0,0.16731517509727625,True,True,3
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,11,20,20,1.0,13,7,0.65,-26.0,-0.0196078431372549,False,True,2
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,12,20,20,1.0,14,6,0.7,124.0,0.09717868338557993,True,True,2
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,13,20,20,1.0,16,4,0.8,289.0,0.2204424103737605,True,True,3
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,14,20,20,1.0,11,9,0.55,-174.0,-0.13657770800627944,False,True,4
current,fade_signed_move_30m_le100_score0.7_sec300_fade45,15,13,13,1.0,10,3,0.7692307692307693,158.0,0.1876484560570071,True,True,2
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,0,20,19,0.95,12,7,0.631578947368421,-59.0,-0.04686258935663225,False,True,4
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,1,20,20,1.0,10,10,0.5,-354.0,-0.2614475627769572,False,True,1
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,2,20,20,1.0,11,9,0.55,-259.0,-0.1905813097866078,False,True,2
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,3,20,20,1.0,12,8,0.6,-163.0,-0.11958914159941306,False,True,1
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,4,20,20,1.0,15,5,0.75,167.0,0.12528132033008252,True,True,1
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,5,20,20,1.0,11,9,0.55,-183.0,-0.1426344505066251,False,True,3
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,6,20,20,1.0,15,5,0.75,187.0,0.14242193450114243,True,True,2
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,7,20,20,1.0,17,3,0.85,355.0,0.26394052044609667,True,True,1
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,8,20,20,1.0,10,10,0.5,-290.0,-0.2248062015503876,False,True,2
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,9,20,20,1.0,16,4,0.8,225.0,0.16363636363636364,True,True,1
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,10,20,19,0.95,13,6,0.6842105263157895,-36.0,-0.02694610778443114,False,True,1
v21,fade_signed_move_30m_le100_score0.7_sec300_fade45,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True,0
current,fade_signed_move_30m_le100_score0.7_sec300_fade50,0,20,20,1.0,11,9,0.55,-198.0,-0.15254237288135594,False,True,1
current,fade_signed_move_30m_le100_score0.7_sec300_fade50,1,20,20,1.0,14,6,0.7,109.0,0.0844306738962045,True,True,2
current,fade_signed_move_30m_le100_score0.7_sec300_fade50,2,20,20,1.0,14,6,0.7,179.0,0.1466011466011466,True,True,5
current,fade_signed_move_30m_le100_score0.7_sec300_fade50,3,20,20,1.0,16,4,0.8,366.0,0.2965964343598055,True,True,4
current,fade_signed_move_30m_le100_score0.7_sec300_fade50,4,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,0
current,fade_signed_move_30m_le100_score0.7_sec300_fade50,5,20,20,1.0,14,6,0.7,156.0,0.12540192926045016,True,True,4
current,fade_signed_move_30m_le100_score0.7_sec300_fade50,6,20,20,1.0,16,4,0.8,220.0,0.15942028985507245,True,True,0
current,fade_signed_move_30m_le100_score0.7_sec300_fade50,7,20,19,0.95,15,4,0.7894736842105263,234.0,0.1848341232227488,True,True,1
current,fade_signed_move_30m_le100_score0.7_sec300_fade50,8,20,20,1.0,13,7,0.65,-2.0,-0.0015360983102918587,False,True,1
current,fade_signed_move_30m_le100_score0.7_sec300_fade50,9,20,19,0.95,15,4,0.7894736842105263,247.0,0.1971268954509178,True,True,2
