market,first_seen_dt,last_seen_dt,close_time,opportunity_rows,max_selected_p_side,max_selected_edge_cents,min_seconds_to_close,max_seconds_to_close,first_eligible_dt,selected_side,selected_ask_cents,selected_edge_cents,selected_p_side,first_eligible_stc,edge_hole_blocked,status,classification
KXBTC15M-26MAY050000-00,2026-05-05 03:51:29.770000+00:00,2026-05-05 03:56:30.356000+00:00,2026-05-05 04:00:00+00:00,21,0.992000603248226,23.19001566248781,209.644,510.23,2026-05-05 03:51:29.770000+00:00,no,85.0,9.954457054263457,0.9495445705426345,510.23,True,,edge_hole_blocked
