dataset,candidate,label,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive,all_median_edge
v21,book_margin_edge_ge_2,choose=book_p_side; book_p_side>=0.6; fair_edge>=2c; ask<=95; sec>=120; gate=margin_rv15>=0,221,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,132,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,44,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,45,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,False,False,False,
v21,book_margin_edge_ge_5,choose=book_p_side; book_p_side>=0.6; fair_edge>=5c; ask<=95; sec>=120; gate=margin_rv15>=0,221,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,132,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,44,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,45,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,False,False,False,
v21,book_p625_edge_ge_m3,choose=book_p_side; book_p_side>=0.625; fair_edge>=-3c; ask<=95; sec>=120; gate=margin_rv15>=0,221,219,158,61,0.7214611872146118,0.9909502262443439,0.6586626604854289,68.0,69.64840182648402,72.0,0,0,779.317226,427.0,15253.0,15680.0,547.0,120.0,0.03586179767914509,0.007653061224489796,0.547945205479452,0.5429864253393665,0.7159817351598174,0.005479452054794387,132,131,92,39,0.7022900763358778,0.9924242424242424,0.6191346229115295,68.0,69.29007633587786,72.0,0,0,779.458061,257.0,9077.0,9334.0,123.0,-134.0,0.013550732620909993,-0.014356117420184273,-1.0229007633587786,-1.0151515151515151,0.7125190839694657,-0.010229007633587917,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,66.0,68.47727272727273,71.25,0,0,779.2632435,86.0,3013.0,3099.0,87.0,1.0,0.028874875539329572,0.00032268473701193933,0.022727272727272728,0.022727272727272728,0.7043181818181818,0.00022727272727274261,45,44,35,9,0.7954545454545454,0.9777777777777777,0.6549942193889834,70.0,71.88636363636364,77.25,0,0,719.6126730000001,84.0,3163.0,3247.0,337.0,253.0,0.10654441985456845,0.07791807822605482,5.75,5.622222222222222,0.7379545454545454,0.057499999999999996,True,False,True,-2.5
v21,book_p625_edge_ge_0,choose=book_p_side; book_p_side>=0.625; fair_edge>=0c; ask<=95; sec>=120; gate=margin_rv15>=0,221,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,132,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,44,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,45,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,False,False,False,
v21,book_p65_edge_ge_m3,choose=book_p_side; book_p_side>=0.65; fair_edge>=-3c; ask<=95; sec>=120; gate=margin_rv15>=0,221,218,162,56,0.7431192660550459,0.9864253393665159,0.6812615303472694,71.0,72.8440366972477,76.0,0,0,719.413283,412.0,15880.0,16292.0,320.0,-92.0,0.020151133501259445,-0.0056469432850478765,-0.42201834862385323,-0.416289592760181,0.7473394495412844,-0.004220183486238538,132,130,91,39,0.7,0.9848484848484849,0.616411893730515,70.0,72.1923076923077,75.0,0,0,719.5154299999999,249.0,9385.0,9634.0,-285.0,-534.0,-0.030367607884922748,-0.055428690056051486,-4.107692307692307,-4.045454545454546,0.7410769230769231,-0.04107692307692312,44,44,36,8,0.8181818181818182,1.0,0.6803944911281532,72.0,73.61363636363636,79.0,0,0,659.8500915,82.0,3239.0,3321.0,361.0,279.0,0.1114541525162087,0.08401084010840108,6.340909090909091,6.340909090909091,0.7547727272727273,0.06340909090909097,45,44,35,9,0.7954545454545454,0.9777777777777777,0.6549942193889834,71.5,74.0,79.0,0,0,719.5251415,81.0,3256.0,3337.0,244.0,163.0,0.07493857493857493,0.048846269103985616,3.7045454545454546,3.6222222222222222,0.758409090909091,0.03704545454545438,True,False,True,-2.5
v21,book_p65_edge_ge_0,choose=book_p_side; book_p_side>=0.65; fair_edge>=0c; ask<=95; sec>=120; gate=margin_rv15>=0,221,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,132,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,44,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,45,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,False,False,False,
v21,score_min60_edge_ge_m5,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fair_edge>=-5c; ask<=95; sec>=120; gate=none,221,190,145,45,0.7631578947368421,0.8597285067873304,0.6978663460923736,66.0,69.81052631578947,73.0,2,0,719.9503755000001,358.0,13264.0,13622.0,1236.0,878.0,0.09318455971049457,0.06445455880193804,4.621052631578947,3.9728506787330318,0.7169473684210527,0.04621052631578948,132,112,82,30,0.7321428571428571,0.8484848484848485,0.6434352838771963,66.0,69.63392857142857,73.0,2,0,779.189481,211.0,7799.0,8010.0,401.0,190.0,0.0514168483138864,0.02372034956304619,1.6964285714285714,1.4393939393939394,0.7151785714285716,0.016964285714285543,44,42,34,8,0.8095238095238095,0.9545454545454546,0.6669922598996131,67.0,69.69047619047619,73.5,0,0,719.7198845,80.0,2927.0,3007.0,473.0,393.0,0.16159890673044072,0.13069504489524442,9.357142857142858,8.931818181818182,0.715952380952381,0.09357142857142853,45,36,29,7,0.8055555555555556,0.8,0.6497195700482261,67.5,70.5,73.25,0,0,719.4332465,67.0,2538.0,2605.0,362.0,295.0,0.1426319936958235,0.11324376199616124,8.194444444444445,6.555555555555555,0.7236111111111111,0.08194444444444449,True,True,True,-2.5
v21,score_min60_edge_ge_m3,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fair_edge>=-3c; ask<=95; sec>=120; gate=none,221,167,127,40,0.7604790419161677,0.755656108597285,0.6903565176086636,66.0,70.49700598802396,74.5,3,0,719.476357,310.0,11773.0,12083.0,927.0,617.0,0.07873948866049435,0.051063477613175534,3.694610778443114,2.7918552036199094,0.7235329341317365,0.03694610778443119,132,96,68,28,0.7083333333333334,0.7272727272727273,0.6108010969781356,66.0,69.28125,73.0,1,0,779.2975665,183.0,6651.0,6834.0,149.0,-34.0,0.022402646218613743,-0.004975124378109453,-0.3541666666666667,-0.25757575757575757,0.711875,-0.003541666666666665,44,36,30,6,0.8333333333333334,0.8181818181818182,0.6810920568872053,65.0,70.88888888888889,74.25,2,0,659.6980595,65.0,2552.0,2617.0,448.0,383.0,0.1755485893416928,0.14635078333970195,10.63888888888889,8.704545454545455,0.7269444444444445,0.10638888888888887,45,35,29,6,0.8285714285714286,0.7777777777777778,0.6731771770095504,71.0,73.42857142857143,80.5,0,0,659.200114,62.0,2570.0,2632.0,330.0,268.0,0.12840466926070038,0.10182370820668693,7.6571428571428575,5.955555555555556,0.752,0.07657142857142862,False,False,True,-2.5
v21,score_min60_edge_ge_0,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fair_edge>=0c; ask<=95; sec>=120; gate=none,221,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,132,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,44,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,45,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,False,False,False,
v21,score_min60_edge_ge_2,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fair_edge>=2c; ask<=95; sec>=120; gate=none,221,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,132,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,44,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,45,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,False,False,False,
v21,score_min60_edge_ge_5,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fair_edge>=5c; ask<=95; sec>=120; gate=none,221,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,132,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,44,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,45,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,False,False,False,
