dataset,candidate,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask
current,hazard50_sec60_else_score_min60,hour,11,12,9,3,0.75,8.0,0.6666666666666666,72.5
current,hazard50_sec60_else_score_min60,hour,12,12,11,1,0.9166666666666666,195.0,16.25,73.0
current,hazard50_sec60_else_score_min60,hour,13,12,8,4,0.6666666666666666,-106.0,-8.833333333333334,72.5
current,hazard50_sec60_else_score_min60,hour,14,11,8,3,0.7272727272727273,-29.0,-2.6363636363636362,74.0
current,hazard50_sec60_else_score_min60,hour,15,11,8,3,0.7272727272727273,-21.0,-1.9090909090909092,74.0
current,hazard50_sec60_else_score_min60,hour,16,8,6,2,0.75,-14.0,-1.75,75.0
current,hazard50_sec60_else_score_min60,hour,17,12,10,2,0.8333333333333334,146.0,12.166666666666666,69.0
current,hazard50_sec60_else_score_min60,hour,18,12,9,3,0.75,22.0,1.8333333333333333,73.5
current,hazard50_sec60_else_score_min60,hour,19,12,11,1,0.9166666666666666,242.0,20.166666666666668,69.5
current,hazard50_sec60_else_score_min60,hour,2,14,9,5,0.6428571428571429,-132.0,-9.428571428571429,72.0
current,hazard50_sec60_else_score_min60,hour,20,12,9,3,0.75,52.0,4.333333333333333,69.0
current,hazard50_sec60_else_score_min60,hour,21,12,10,2,0.8333333333333334,71.0,5.916666666666667,74.5
current,hazard50_sec60_else_score_min60,hour,22,12,10,2,0.8333333333333334,106.0,8.833333333333334,73.0
current,hazard50_sec60_else_score_min60,hour,23,12,10,2,0.8333333333333334,119.0,9.916666666666666,70.0
current,hazard50_sec60_else_score_min60,hour,3,16,12,4,0.75,24.0,1.5,71.0
current,hazard50_sec60_else_score_min60,hour,4,16,13,3,0.8125,126.0,7.875,73.0
current,hazard50_sec60_else_score_min60,hour,5,16,12,4,0.75,20.0,1.25,71.0
current,hazard50_sec60_else_score_min60,hour,6,15,14,1,0.9333333333333333,273.0,18.2,73.0
current,hazard50_sec60_else_score_min60,hour,7,12,10,2,0.8333333333333334,118.0,9.833333333333334,72.5
current,hazard50_sec60_else_score_min60,hour,8,12,6,6,0.5,-279.0,-23.25,71.0
current,hazard50_sec60_else_score_min60,hour,9,12,8,4,0.6666666666666666,-81.0,-6.75,71.0
current,hazard50_sec60_else_score_min60,ask,ask<=60,6,4,2,0.6666666666666666,48.0,8.0,57.0
current,hazard50_sec60_else_score_min60,ask,ask<=70,105,79,26,0.7523809523809524,656.0,6.247619047619048,68.0
current,hazard50_sec60_else_score_min60,ask,ask<=80,175,139,36,0.7942857142857143,353.0,2.0171428571428573,75.0
current,hazard50_sec60_else_score_min60,ask,ask<=95,6,6,0,1.0,73.0,12.166666666666666,85.5
current,hazard50_sec60_else_score_min60,time,sec<=300,13,11,2,0.8461538461538461,136.0,10.461538461538462,73.0
current,hazard50_sec60_else_score_min60,time,sec<=600,76,59,17,0.7763157894736842,203.0,2.6710526315789473,74.0
current,hazard50_sec60_else_score_min60,time,sec<=900,203,158,45,0.7783251231527094,791.0,3.896551724137931,72.0
current,hazard50_sec600_else_logit_thresh55_edge15,selector,fallback_logit_thresh55_edge15,60,39,21,0.65,-185.0,-3.0833333333333335,65.0
current,hazard50_sec600_else_logit_thresh55_edge15,selector,hazard_primary_0.5,186,144,42,0.7741935483870968,634.0,3.4086021505376345,72.0
current,hazard50_sec600_else_logit_thresh55_edge15,split,holdout,53,38,15,0.7169811320754716,-105.0,-1.9811320754716981,71.0
current,hazard50_sec600_else_logit_thresh55_edge15,split,train,146,110,36,0.7534246575342466,535.0,3.664383561643836,69.0
current,hazard50_sec600_else_logit_thresh55_edge15,split,validation,47,35,12,0.7446808510638298,19.0,0.40425531914893614,73.0
current,hazard50_sec600_else_logit_thresh55_edge15,side,no,125,90,35,0.72,-87.0,-0.696,71.0
current,hazard50_sec600_else_logit_thresh55_edge15,side,yes,121,93,28,0.768595041322314,536.0,4.429752066115703,70.0
current,hazard50_sec600_else_logit_thresh55_edge15,hour,0,8,5,3,0.625,-80.0,-10.0,70.5
current,hazard50_sec600_else_logit_thresh55_edge15,hour,1,7,5,2,0.7142857142857143,-35.0,-5.0,77.0
current,hazard50_sec600_else_logit_thresh55_edge15,hour,10,10,9,1,0.9,207.0,20.7,68.5
current,hazard50_sec600_else_logit_thresh55_edge15,hour,11,11,8,3,0.7272727272727273,-11.0,-1.0,72.0
current,hazard50_sec600_else_logit_thresh55_edge15,hour,12,11,10,1,0.9090909090909091,160.0,14.545454545454545,73.0
current,hazard50_sec600_else_logit_thresh55_edge15,hour,13,11,7,4,0.6363636363636364,-111.0,-10.090909090909092,72.0
current,hazard50_sec600_else_logit_thresh55_edge15,hour,14,10,8,2,0.8,71.0,7.1,69.5
current,hazard50_sec600_else_logit_thresh55_edge15,hour,15,8,5,3,0.625,-70.0,-8.75,67.0
current,hazard50_sec600_else_logit_thresh55_edge15,hour,16,8,5,3,0.625,-97.0,-12.125,72.5
current,hazard50_sec600_else_logit_thresh55_edge15,hour,17,11,9,2,0.8181818181818182,139.0,12.636363636363637,69.0
