rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,29,0.3972602739726027,-22.86,19.320000000000007,22,7,-17.200000000000003,-5.360000000000001,-0.2999999999999999,17,4,8,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,32,0.4383561643835616,-23.959999999999997,18.22000000000001,23,9,-16.220000000000002,-7.440000000000001,-0.2999999999999999,18,6,8,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,26,0.3561643835616438,-24.74,17.44000000000001,19,7,-17.760000000000005,-5.360000000000001,-1.6199999999999997,16,4,6,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,19,0.2602739726027397,-25.900000000000002,16.280000000000005,14,5,-18.220000000000002,-5.360000000000001,-2.3200000000000003,10,4,5,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,24,0.3287671232876712,-27.860000000000003,14.320000000000004,19,5,-22.6,-4.960000000000001,-0.2999999999999999,14,2,8,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=15 AND exit_sigma_t_dollars>=75,13,0.1780821917808219,-28.560000000000002,13.620000000000005,9,4,-17.300000000000004,-5.360000000000001,-5.9,7,4,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,7,0.0958904109589041,-29.52,12.660000000000007,7,0,-17.340000000000003,-4.960000000000001,-7.220000000000001,5,2,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=75,26,0.3561643835616438,-29.98,12.200000000000006,20,6,-22.640000000000004,-7.040000000000001,-0.2999999999999999,14,4,8,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,7,0.0958904109589041,-31.340000000000003,10.840000000000003,6,1,-13.520000000000003,-10.600000000000001,-7.220000000000001,7,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=300,11,0.1506849315068493,-31.5,10.680000000000007,7,4,-21.120000000000005,-3.1600000000000006,-7.220000000000001,5,6,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND position_seconds<=45,37,0.5068493150684932,-31.820000000000004,10.360000000000003,25,12,-17.92,-8.0,-5.9,21,2,14,True,True
suppress_collapse_exit_if_exit_p_hold<=0.6 AND exit_sigma_t_dollars>=75,13,0.1780821917808219,-31.96,10.220000000000006,7,6,-17.300000000000004,-7.440000000000001,-7.220000000000001,7,6,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=100,7,0.0958904109589041,-32.040000000000006,10.14,5,2,-19.060000000000002,-5.760000000000001,-7.220000000000001,3,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=20,12,0.1643835616438356,-32.2,9.980000000000004,7,5,-19.620000000000005,-5.360000000000001,-7.220000000000001,8,4,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=18 AND exit_sigma_t_dollars>=75,11,0.1506849315068493,-32.38000000000001,9.799999999999997,7,4,-21.120000000000005,-5.360000000000001,-5.9,5,4,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=500,19,0.2602739726027397,-32.66,9.52000000000001,12,7,-18.000000000000004,-7.440000000000001,-7.220000000000001,13,6,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND position_seconds<=45,27,0.3698630136986301,-32.800000000000004,9.380000000000003,21,6,-19.660000000000004,-10.600000000000001,-2.54,17,0,10,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=8,9,0.1232876712328767,-32.900000000000006,9.280000000000001,9,0,-19.200000000000003,-10.600000000000001,-3.0999999999999996,5,0,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=15 AND exit_btc_age_ms<=300,14,0.1917808219178082,-32.92,9.260000000000005,8,6,-22.540000000000003,-3.1600000000000006,-7.220000000000001,8,6,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_sigma_t_dollars>=75,17,0.2328767123287671,-32.940000000000005,9.240000000000002,15,2,-22.040000000000003,-10.600000000000001,-0.2999999999999999,9,0,8,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=15 AND exit_btc_age_ms<=100,9,0.1232876712328767,-33.22,8.960000000000008,6,3,-20.240000000000002,-5.760000000000001,-7.220000000000001,5,4,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=15,7,0.0958904109589041,-33.26,8.920000000000009,5,2,-15.440000000000001,-10.600000000000001,-7.220000000000001,7,0,0,True,True
suppress_collapse_exit_if_exit_p_hold<=0.55 AND exit_sigma_t_dollars>=75,7,0.0958904109589041,-33.36,8.820000000000007,4,3,-20.780000000000005,-5.360000000000001,-7.220000000000001,3,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=500,13,0.1780821917808219,-33.480000000000004,8.700000000000003,11,2,-22.580000000000002,-10.600000000000001,-0.2999999999999999,5,0,8,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=18 AND exit_btc_age_ms<=300,12,0.1643835616438356,-33.66,8.52000000000001,7,5,-23.280000000000005,-3.1600000000000006,-7.220000000000001,6,6,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=8,12,0.1643835616438356,-33.66000000000001,8.519999999999996,10,2,-19.960000000000004,-10.600000000000001,-3.0999999999999996,8,0,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND position_seconds<=90,22,0.3013698630136986,-33.68,8.500000000000007,18,4,-22.78,-10.600000000000001,-0.2999999999999999,14,0,8,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_sigma_t_dollars>=75,9,0.1232876712328767,-33.7,8.480000000000004,5,4,-21.120000000000005,-5.360000000000001,-7.220000000000001,5,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=15,4,0.0547945205479452,-33.86,8.320000000000007,4,0,-16.040000000000003,-10.600000000000001,-7.220000000000001,4,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=300,15,0.2054794520547945,-34.019999999999996,8.16000000000001,10,5,-19.760000000000005,-7.040000000000001,-7.220000000000001,11,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=90,6,0.0821917808219178,-34.06,8.120000000000005,5,1,-21.880000000000003,-4.960000000000001,-7.220000000000001,4,2,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=75,19,0.2602739726027397,-34.18000000000001,8.0,16,3,-23.28,-10.600000000000001,-0.2999999999999999,11,0,8,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=18 AND exit_btc_age_ms<=100,8,0.1095890410958904,-34.2,7.980000000000004,5,3,-21.220000000000006,-5.760000000000001,-7.220000000000001,4,4,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND position_seconds<=45,21,0.2876712328767123,-34.34,7.840000000000003,17,4,-23.440000000000005,-10.600000000000001,-0.2999999999999999,13,0,8,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=8,9,0.1232876712328767,-34.6,7.580000000000005,8,1,-20.900000000000002,-10.600000000000001,-3.0999999999999996,5,0,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_sigma_t_dollars>=75,9,0.1232876712328767,-34.7,7.480000000000004,8,1,-23.840000000000003,-4.960000000000001,-5.9,5,2,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=8,7,0.0958904109589041,-34.800000000000004,7.380000000000003,7,0,-21.1,-10.600000000000001,-3.0999999999999996,3,0,4,True,True
