label,feature_set,c_value,prob_threshold,ask_cap,min_seconds,target_pass,wilson_pass,train_selected_candidate,min_test_accuracy,min_test_coverage,min_test_wilson,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_gross_pnl_cents,all_median_ask,all_median_seconds_to_close,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_gross_pnl_cents,train_median_ask,train_median_seconds_to_close,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_gross_pnl_cents,validation_median_ask,validation_median_seconds_to_close,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_gross_pnl_cents,holdout_median_ask,holdout_median_seconds_to_close
physics_no_book_price; C=0.1; p>=0.65; ask<=90; sec>=240,physics_no_book_price,0.1,0.65,90.0,240.0,False,False,False,0.45161290322580644,0.9375,0.29161735980520015,156,153,102,51,0.6666666666666666,0.9807692307692307,0.5886963442897987,169.0,65.0,777.081,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,326.0,65.0,776.5905,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-542.0,63.0,825.968,32,30,24,6,0.8,0.9375,0.6269430358685175,385.0,67.5,773.8575000000001
physics_no_book_price; C=0.1; p>=0.65; ask<=95; sec>=240,physics_no_book_price,0.1,0.65,95.0,240.0,False,False,False,0.45161290322580644,0.9375,0.29161735980520015,156,153,102,51,0.6666666666666666,0.9807692307692307,0.5886963442897987,169.0,65.0,777.081,93,92,64,28,0.6956521739130435,0.989247311827957,0.5953572670272532,326.0,65.0,776.5905,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-542.0,63.0,825.968,32,30,24,6,0.8,0.9375,0.6269430358685175,385.0,67.5,773.8575000000001
book_physics_price; C=0.3; p>=0.65; ask<=90; sec>=0,book_physics_price,0.3,0.65,90.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,103,53,0.6602564102564102,1.0,0.5828804944100052,166.0,64.0,811.7685,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,32,24,8,0.75,1.0,0.5789344100575552,312.0,63.0,795.769
book_physics_price; C=0.3; p>=0.65; ask<=90; sec>=60,book_physics_price,0.3,0.65,90.0,60.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,103,53,0.6602564102564102,1.0,0.5828804944100052,166.0,64.0,811.7685,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,32,24,8,0.75,1.0,0.5789344100575552,312.0,63.0,795.769
book_physics_price; C=0.3; p>=0.65; ask<=95; sec>=0,book_physics_price,0.3,0.65,95.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,103,53,0.6602564102564102,1.0,0.5828804944100052,166.0,64.0,811.7685,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,32,24,8,0.75,1.0,0.5789344100575552,312.0,63.0,795.769
book_physics_price; C=0.3; p>=0.65; ask<=95; sec>=60,book_physics_price,0.3,0.65,95.0,60.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,103,53,0.6602564102564102,1.0,0.5828804944100052,166.0,64.0,811.7685,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,32,24,8,0.75,1.0,0.5789344100575552,312.0,63.0,795.769
book_physics_price; C=0.3; p>=0.65; ask<=100; sec>=0,book_physics_price,0.3,0.65,100.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,103,53,0.6602564102564102,1.0,0.5828804944100052,166.0,64.0,811.7685,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,32,24,8,0.75,1.0,0.5789344100575552,312.0,63.0,795.769
book_physics_price; C=0.3; p>=0.65; ask<=100; sec>=60,book_physics_price,0.3,0.65,100.0,60.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,103,53,0.6602564102564102,1.0,0.5828804944100052,166.0,64.0,811.7685,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,32,24,8,0.75,1.0,0.5789344100575552,312.0,63.0,795.769
book_physics_price; C=0.1; p>=0.6; ask<=90; sec>=120,book_physics_price,0.1,0.6,90.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,727.0,60.0,850.322,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,110.0,60.0,848.944
book_physics_price; C=0.1; p>=0.6; ask<=90; sec>=240,book_physics_price,0.1,0.6,90.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,727.0,60.0,850.322,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,110.0,60.0,848.944
book_physics_price; C=0.1; p>=0.6; ask<=95; sec>=120,book_physics_price,0.1,0.6,95.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,727.0,60.0,850.322,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,110.0,60.0,848.944
book_physics_price; C=0.1; p>=0.6; ask<=95; sec>=240,book_physics_price,0.1,0.6,95.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,727.0,60.0,850.322,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,110.0,60.0,848.944
book_physics_price; C=0.1; p>=0.6; ask<=100; sec>=120,book_physics_price,0.1,0.6,100.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,727.0,60.0,850.322,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,110.0,60.0,848.944
book_physics_price; C=0.1; p>=0.6; ask<=100; sec>=240,book_physics_price,0.1,0.6,100.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,727.0,60.0,850.322,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,110.0,60.0,848.944
book_physics_price; C=0.3; p>=0.65; ask<=90; sec>=120,book_physics_price,0.3,0.65,90.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,146.0,64.0,811.856,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,292.0,63.0,798.328
book_physics_price; C=0.3; p>=0.65; ask<=90; sec>=240,book_physics_price,0.3,0.65,90.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,146.0,64.0,811.856,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,292.0,63.0,798.328
book_physics_price; C=0.3; p>=0.65; ask<=95; sec>=120,book_physics_price,0.3,0.65,95.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,146.0,64.0,811.856,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,292.0,63.0,798.328
book_physics_price; C=0.3; p>=0.65; ask<=95; sec>=240,book_physics_price,0.3,0.65,95.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,146.0,64.0,811.856,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,292.0,63.0,798.328
book_physics_price; C=0.3; p>=0.65; ask<=100; sec>=120,book_physics_price,0.3,0.65,100.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,146.0,64.0,811.856,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,292.0,63.0,798.328
book_physics_price; C=0.3; p>=0.65; ask<=100; sec>=240,book_physics_price,0.3,0.65,100.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,102,53,0.6580645161290323,0.9935897435897436,0.580374109408732,146.0,64.0,811.856,93,93,65,28,0.6989247311827957,1.0,0.5993307953519995,439.0,64.0,815.81,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-585.0,63.0,808.275,32,31,23,8,0.7419354838709677,0.96875,0.567538641905662,292.0,63.0,798.328
book_physics_price; C=0.1; p>=0.6; ask<=90; sec>=0,book_physics_price,0.1,0.6,90.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,102,54,0.6538461538461539,1.0,0.5763038296822992,668.0,60.0,849.971,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,32,20,12,0.625,1.0,0.4525440735307745,51.0,60.0,848.5699999999999
book_physics_price; C=0.1; p>=0.6; ask<=90; sec>=60,book_physics_price,0.1,0.6,90.0,60.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,102,54,0.6538461538461539,1.0,0.5763038296822992,668.0,60.0,849.971,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,32,20,12,0.625,1.0,0.4525440735307745,51.0,60.0,848.5699999999999
book_physics_price; C=0.1; p>=0.6; ask<=95; sec>=0,book_physics_price,0.1,0.6,95.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,102,54,0.6538461538461539,1.0,0.5763038296822992,668.0,60.0,849.971,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,32,20,12,0.625,1.0,0.4525440735307745,51.0,60.0,848.5699999999999
book_physics_price; C=0.1; p>=0.6; ask<=95; sec>=60,book_physics_price,0.1,0.6,95.0,60.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,102,54,0.6538461538461539,1.0,0.5763038296822992,668.0,60.0,849.971,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,32,20,12,0.625,1.0,0.4525440735307745,51.0,60.0,848.5699999999999
book_physics_price; C=0.1; p>=0.6; ask<=100; sec>=0,book_physics_price,0.1,0.6,100.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,102,54,0.6538461538461539,1.0,0.5763038296822992,668.0,60.0,849.971,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,32,20,12,0.625,1.0,0.4525440735307745,51.0,60.0,848.5699999999999
book_physics_price; C=0.1; p>=0.6; ask<=100; sec>=60,book_physics_price,0.1,0.6,100.0,60.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,102,54,0.6538461538461539,1.0,0.5763038296822992,668.0,60.0,849.971,93,93,68,25,0.7311827956989247,1.0,0.6332377843443057,1095.0,61.0,850.322,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-478.0,60.0,850.589,32,32,20,12,0.625,1.0,0.4525440735307745,51.0,60.0,848.5699999999999
physics_no_book_price; C=1; p>=0.6; ask<=100; sec>=0,physics_no_book_price,1.0,0.6,100.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,102,54,0.6538461538461539,1.0,0.5763038296822992,628.0,60.0,831.861,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,538.0,61.0,830.224,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,32,25,7,0.78125,1.0,0.6124500635075646,489.0,62.0,830.6855
physics_no_book_price; C=1; p>=0.6; ask<=90; sec>=0,physics_no_book_price,1.0,0.6,90.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,155,101,54,0.6516129032258065,0.9935897435897436,0.5737600615157978,624.0,60.0,832.015,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,534.0,60.5,830.4045000000001,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,32,25,7,0.78125,1.0,0.6124500635075646,489.0,62.0,830.6855
physics_no_book_price; C=1; p>=0.6; ask<=95; sec>=0,physics_no_book_price,1.0,0.6,95.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,155,101,54,0.6516129032258065,0.9935897435897436,0.5737600615157978,624.0,60.0,832.015,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,534.0,60.5,830.4045000000001,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,32,25,7,0.78125,1.0,0.6124500635075646,489.0,62.0,830.6855
physics_no_book_price; C=1; p>=0.6; ask<=100; sec>=60,physics_no_book_price,1.0,0.6,100.0,60.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,101,54,0.6516129032258065,0.9935897435897436,0.5737600615157978,614.0,60.0,832.015,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,538.0,61.0,830.224,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,475.0,62.0,832.092
physics_no_book_price; C=1; p>=0.6; ask<=100; sec>=120,physics_no_book_price,1.0,0.6,100.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,101,54,0.6516129032258065,0.9935897435897436,0.5737600615157978,614.0,60.0,832.015,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,538.0,61.0,830.224,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,475.0,62.0,832.092
physics_no_book_price; C=1; p>=0.6; ask<=100; sec>=240,physics_no_book_price,1.0,0.6,100.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,101,54,0.6516129032258065,0.9935897435897436,0.5737600615157978,614.0,60.0,832.015,93,93,63,30,0.6774193548387096,1.0,0.5770125881416741,538.0,61.0,830.224,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,475.0,62.0,832.092
book_physics_price; C=0.3; p>=0.6; ask<=90; sec>=120,book_physics_price,0.3,0.6,90.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,101,54,0.6516129032258065,0.9935897435897436,0.5737600615157978,601.0,61.0,847.521,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,94.0,60.0,820.467
book_physics_price; C=0.3; p>=0.6; ask<=90; sec>=240,book_physics_price,0.3,0.6,90.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,101,54,0.6516129032258065,0.9935897435897436,0.5737600615157978,601.0,61.0,847.521,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,94.0,60.0,820.467
book_physics_price; C=0.3; p>=0.6; ask<=95; sec>=120,book_physics_price,0.3,0.6,95.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,101,54,0.6516129032258065,0.9935897435897436,0.5737600615157978,601.0,61.0,847.521,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,94.0,60.0,820.467
book_physics_price; C=0.3; p>=0.6; ask<=95; sec>=240,book_physics_price,0.3,0.6,95.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,101,54,0.6516129032258065,0.9935897435897436,0.5737600615157978,601.0,61.0,847.521,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,94.0,60.0,820.467
book_physics_price; C=0.3; p>=0.6; ask<=100; sec>=120,book_physics_price,0.3,0.6,100.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,101,54,0.6516129032258065,0.9935897435897436,0.5737600615157978,601.0,61.0,847.521,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,94.0,60.0,820.467
book_physics_price; C=0.3; p>=0.6; ask<=100; sec>=240,book_physics_price,0.3,0.6,100.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,155,101,54,0.6516129032258065,0.9935897435897436,0.5737600615157978,601.0,61.0,847.521,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,94.0,60.0,820.467
physics_no_book_price; C=1; p>=0.6; ask<=90; sec>=60,physics_no_book_price,1.0,0.6,90.0,60.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,154,100,54,0.6493506493506493,0.9871794871794872,0.5711858891992231,610.0,60.0,832.0535,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,534.0,60.5,830.4045000000001,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,475.0,62.0,832.092
physics_no_book_price; C=1; p>=0.6; ask<=90; sec>=120,physics_no_book_price,1.0,0.6,90.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,154,100,54,0.6493506493506493,0.9871794871794872,0.5711858891992231,610.0,60.0,832.0535,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,534.0,60.5,830.4045000000001,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,475.0,62.0,832.092
physics_no_book_price; C=1; p>=0.6; ask<=90; sec>=240,physics_no_book_price,1.0,0.6,90.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,154,100,54,0.6493506493506493,0.9871794871794872,0.5711858891992231,610.0,60.0,832.0535,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,534.0,60.5,830.4045000000001,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,475.0,62.0,832.092
physics_no_book_price; C=1; p>=0.6; ask<=95; sec>=60,physics_no_book_price,1.0,0.6,95.0,60.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,154,100,54,0.6493506493506493,0.9871794871794872,0.5711858891992231,610.0,60.0,832.0535,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,534.0,60.5,830.4045000000001,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,475.0,62.0,832.092
physics_no_book_price; C=1; p>=0.6; ask<=95; sec>=120,physics_no_book_price,1.0,0.6,95.0,120.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,154,100,54,0.6493506493506493,0.9871794871794872,0.5711858891992231,610.0,60.0,832.0535,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,534.0,60.5,830.4045000000001,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,475.0,62.0,832.092
physics_no_book_price; C=1; p>=0.6; ask<=95; sec>=240,physics_no_book_price,1.0,0.6,95.0,240.0,False,False,False,0.45161290322580644,0.96875,0.29161735980520015,156,154,100,54,0.6493506493506493,0.9871794871794872,0.5711858891992231,610.0,60.0,832.0535,93,92,62,30,0.6739130434782609,0.989247311827957,0.5728326114575909,534.0,60.5,830.4045000000001,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-399.0,59.0,838.258,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,475.0,62.0,832.092
physics_no_book_price; C=0.3; p>=0.6; ask<=100; sec>=0,physics_no_book_price,0.3,0.6,100.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,101,55,0.6474358974358975,1.0,0.5697415465156208,519.0,60.5,832.0535,93,93,62,31,0.6666666666666666,1.0,0.5659347000595182,438.0,61.0,830.635,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-403.0,60.0,838.258,32,32,25,7,0.78125,1.0,0.6124500635075646,484.0,62.0,830.6855
book_physics_price; C=0.3; p>=0.6; ask<=90; sec>=0,book_physics_price,0.3,0.6,90.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,101,55,0.6474358974358975,1.0,0.5697415465156208,542.0,61.0,847.134,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,32,20,12,0.625,1.0,0.4525440735307745,35.0,60.0,818.2715000000001
book_physics_price; C=0.3; p>=0.6; ask<=90; sec>=60,book_physics_price,0.3,0.6,90.0,60.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,101,55,0.6474358974358975,1.0,0.5697415465156208,542.0,61.0,847.134,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,32,20,12,0.625,1.0,0.4525440735307745,35.0,60.0,818.2715000000001
book_physics_price; C=0.3; p>=0.6; ask<=95; sec>=0,book_physics_price,0.3,0.6,95.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,101,55,0.6474358974358975,1.0,0.5697415465156208,542.0,61.0,847.134,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,32,20,12,0.625,1.0,0.4525440735307745,35.0,60.0,818.2715000000001
book_physics_price; C=0.3; p>=0.6; ask<=95; sec>=60,book_physics_price,0.3,0.6,95.0,60.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,101,55,0.6474358974358975,1.0,0.5697415465156208,542.0,61.0,847.134,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,32,20,12,0.625,1.0,0.4525440735307745,35.0,60.0,818.2715000000001
book_physics_price; C=0.3; p>=0.6; ask<=100; sec>=0,book_physics_price,0.3,0.6,100.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,101,55,0.6474358974358975,1.0,0.5697415465156208,542.0,61.0,847.134,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,32,20,12,0.625,1.0,0.4525440735307745,35.0,60.0,818.2715000000001
book_physics_price; C=0.3; p>=0.6; ask<=100; sec>=60,book_physics_price,0.3,0.6,100.0,60.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,156,101,55,0.6474358974358975,1.0,0.5697415465156208,542.0,61.0,847.134,93,93,67,26,0.7204301075268817,1.0,0.6218757830417118,984.0,61.0,849.62,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-477.0,60.0,843.688,32,32,20,12,0.625,1.0,0.4525440735307745,35.0,60.0,818.2715000000001
physics_no_book_price; C=0.3; p>=0.6; ask<=90; sec>=0,physics_no_book_price,0.3,0.6,90.0,0.0,False,False,False,0.45161290322580644,1.0,0.29161735980520015,156,155,100,55,0.6451612903225806,0.9935897435897436,0.5671605604617247,515.0,60.0,832.092,93,92,61,31,0.6630434782608695,0.989247311827957,0.5616529840684809,434.0,60.5,830.9010000000001,31,31,14,17,0.45161290322580644,1.0,0.29161735980520015,-403.0,60.0,838.258,32,32,25,7,0.78125,1.0,0.6124500635075646,484.0,62.0,830.6855
