label,feature_set,c_value,prob_threshold,ask_cap,min_seconds,target_pass,wilson_pass,train_selected_candidate,min_test_accuracy,min_test_coverage,min_test_wilson,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_gross_pnl_cents,all_median_ask,all_median_seconds_to_close,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_gross_pnl_cents,train_median_ask,train_median_seconds_to_close,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_gross_pnl_cents,validation_median_ask,validation_median_seconds_to_close,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_gross_pnl_cents,holdout_median_ask,holdout_median_seconds_to_close
book_physics; C=1; p>=0.85; ask<=100; sec>=60,book_physics,1.0,0.85,100.0,60.0,False,False,False,0.8125,1.0,0.6469084479862404,156,155,134,21,0.864516129032258,0.9935897435897436,0.8017527926645732,229.0,84.0,489.435,93,92,81,11,0.8804347826086957,0.989247311827957,0.7984642040664938,268.0,85.0,527.1034999999999,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,62.0,84.0,434.032,32,32,26,6,0.8125,1.0,0.6469084479862404,-101.0,84.0,529.7325000000001
physics_no_book_price; C=0.3; p>=0.9; ask<=90; sec>=60,physics_no_book_price,0.3,0.9,90.0,60.0,False,False,False,0.8125,0.40625,0.5699111903802586,156,71,61,10,0.8591549295774648,0.4551282051282051,0.759782507165242,62.0,87.0,439.905,93,42,37,5,0.8809523809523809,0.45161290322580644,0.7499960973799031,72.0,88.0,455.457,31,16,13,3,0.8125,0.5161290322580645,0.5699111903802586,-21.0,85.0,438.068,32,13,11,2,0.8461538461538461,0.40625,0.5776536898051745,11.0,87.0,439.905
book_physics_price; C=0.05; p>=0.85; ask<=95; sec>=0,book_physics_price,0.05,0.85,95.0,0.0,False,False,False,0.8125,1.0,0.6469084479862404,156,156,134,22,0.8589743589743589,1.0,0.7957054494629101,265.0,84.0,499.05100000000004,93,93,81,12,0.8709677419354839,1.0,0.7878821193288207,270.0,83.0,527.625,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,80.0,84.0,436.892,32,32,26,6,0.8125,1.0,0.6469084479862404,-85.0,83.0,507.5875
book_physics_price; C=0.05; p>=0.85; ask<=100; sec>=0,book_physics_price,0.05,0.85,100.0,0.0,False,False,False,0.8125,1.0,0.6469084479862404,156,156,134,22,0.8589743589743589,1.0,0.7957054494629101,260.0,84.0,499.05100000000004,93,93,81,12,0.8709677419354839,1.0,0.7878821193288207,265.0,83.0,527.625,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,80.0,84.0,436.892,32,32,26,6,0.8125,1.0,0.6469084479862404,-85.0,83.0,507.5875
book_physics; C=1; p>=0.85; ask<=95; sec>=0,book_physics,1.0,0.85,95.0,0.0,False,False,False,0.8125,1.0,0.6469084479862404,156,156,134,22,0.8589743589743589,1.0,0.7957054494629101,139.0,84.5,486.88149999999996,93,93,81,12,0.8709677419354839,1.0,0.7878821193288207,178.0,85.0,526.582,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,62.0,84.0,434.032,32,32,26,6,0.8125,1.0,0.6469084479862404,-101.0,84.0,529.7325000000001
book_physics; C=1; p>=0.85; ask<=100; sec>=0,book_physics,1.0,0.85,100.0,0.0,False,False,False,0.8125,1.0,0.6469084479862404,156,156,134,22,0.8589743589743589,1.0,0.7957054494629101,134.0,84.5,486.88149999999996,93,93,81,12,0.8709677419354839,1.0,0.7878821193288207,173.0,85.0,526.582,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,62.0,84.0,434.032,32,32,26,6,0.8125,1.0,0.6469084479862404,-101.0,84.0,529.7325000000001
book_physics_price; C=0.05; p>=0.85; ask<=90; sec>=0,book_physics_price,0.05,0.85,90.0,0.0,False,False,False,0.8125,0.9354838709677419,0.6469084479862404,156,149,127,22,0.8523489932885906,0.9551282051282052,0.7865590528046649,225.0,83.0,514.404,93,88,76,12,0.8636363636363636,0.946236559139785,0.7766124962428852,236.0,83.0,537.736,31,29,25,4,0.8620689655172413,0.9354838709677419,0.6944100627964797,74.0,84.0,436.892,32,32,26,6,0.8125,1.0,0.6469084479862404,-85.0,83.0,507.5875
physics_no_book_price; C=1; p>=0.8; ask<=100; sec>=0,physics_no_book_price,1.0,0.8,100.0,0.0,False,False,False,0.8125,1.0,0.6469084479862404,156,155,130,25,0.8387096774193549,0.9935897435897436,0.7727372786484955,24.0,84.0,512.199,93,92,78,14,0.8478260869565217,0.989247311827957,0.7606348710244819,96.0,84.5,528.162,31,31,26,5,0.8387096774193549,1.0,0.6736564604120674,8.0,83.0,466.276,32,32,26,6,0.8125,1.0,0.6469084479862404,-80.0,83.0,530.3085
book_physics; C=1; p>=0.9; ask<=95; sec>=240,book_physics,1.0,0.9,95.0,240.0,False,False,False,0.8095238095238095,0.6774193548387096,0.5999943530979507,156,110,100,10,0.9090909090909091,0.7051282051282052,0.8407034728180641,98.0,90.0,470.321,93,64,60,4,0.9375,0.6881720430107527,0.8500251490779133,233.0,90.0,486.159,31,21,17,4,0.8095238095238095,0.6774193548387096,0.5999943530979507,-188.0,90.0,453.111,32,25,23,2,0.92,0.78125,0.750338910496047,53.0,90.0,453.645
book_physics; C=1; p>=0.9; ask<=100; sec>=240,book_physics,1.0,0.9,100.0,240.0,False,False,False,0.8095238095238095,0.6774193548387096,0.5999943530979507,156,110,100,10,0.9090909090909091,0.7051282051282052,0.8407034728180641,86.0,90.0,470.321,93,64,60,4,0.9375,0.6881720430107527,0.8500251490779133,225.0,90.0,486.159,31,21,17,4,0.8095238095238095,0.6774193548387096,0.5999943530979507,-192.0,90.0,453.111,32,25,23,2,0.92,0.78125,0.750338910496047,53.0,90.0,453.645
physics_no_book_price; C=0.05; p>=0.85; ask<=90; sec>=0,physics_no_book_price,0.05,0.85,90.0,0.0,False,False,False,0.8095238095238095,0.65625,0.5999943530979507,156,109,93,16,0.8532110091743119,0.6987179487179487,0.7747924198076281,72.0,85.0,531.524,93,64,56,8,0.875,0.6881720430107527,0.7722543817887005,169.0,86.5,537.925,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-30.0,84.0,416.42,32,21,17,4,0.8095238095238095,0.65625,0.5999943530979507,-67.0,85.0,539.398
physics_no_book_price; C=0.05; p>=0.85; ask<=90; sec>=60,physics_no_book_price,0.05,0.85,90.0,60.0,False,False,False,0.8095238095238095,0.65625,0.5999943530979507,156,108,92,16,0.8518518518518519,0.6923076923076923,0.7728286547321882,56.0,85.5,531.644,93,64,56,8,0.875,0.6881720430107527,0.7722543817887005,169.0,86.5,537.925,31,23,19,4,0.8260869565217391,0.7419354838709677,0.6286235235977387,-46.0,84.0,418.997,32,21,17,4,0.8095238095238095,0.65625,0.5999943530979507,-67.0,85.0,539.398
physics_no_book_price; C=0.05; p>=0.85; ask<=90; sec>=120,physics_no_book_price,0.05,0.85,90.0,120.0,False,False,False,0.8095238095238095,0.65625,0.5999943530979507,156,104,88,16,0.8461538461538461,0.6666666666666666,0.7646197658147564,-2.0,85.5,535.044,93,62,54,8,0.8709677419354839,0.6666666666666666,0.7655067270982636,145.0,86.0,552.909,31,21,17,4,0.8095238095238095,0.6774193548387096,0.5999943530979507,-80.0,85.0,466.276,32,21,17,4,0.8095238095238095,0.65625,0.5999943530979507,-67.0,85.0,539.398
physics_no_book_price; C=0.1; p>=0.85; ask<=90; sec>=0,physics_no_book_price,0.1,0.85,90.0,0.0,False,False,False,0.8095238095238095,0.65625,0.5999943530979507,156,108,90,18,0.8333333333333334,0.6923076923076923,0.7518731501613104,-172.0,86.0,529.413,93,63,53,10,0.8412698412698413,0.6774193548387096,0.7318842321822745,-68.0,87.0,531.764,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-38.0,85.0,416.42,32,21,17,4,0.8095238095238095,0.65625,0.5999943530979507,-66.0,85.0,533.449
physics_no_book_price; C=0.1; p>=0.85; ask<=90; sec>=60,physics_no_book_price,0.1,0.85,90.0,60.0,False,False,False,0.8095238095238095,0.65625,0.5999943530979507,156,107,89,18,0.8317757009345794,0.6858974358974359,0.749696651648759,-188.0,86.0,529.733,93,63,53,10,0.8412698412698413,0.6774193548387096,0.7318842321822745,-68.0,87.0,531.764,31,23,19,4,0.8260869565217391,0.7419354838709677,0.6286235235977387,-54.0,86.0,418.997,32,21,17,4,0.8095238095238095,0.65625,0.5999943530979507,-66.0,85.0,533.449
physics_no_book_price; C=0.3; p>=0.85; ask<=90; sec>=0,physics_no_book_price,0.3,0.85,90.0,0.0,False,False,False,0.8095238095238095,0.65625,0.5999943530979507,156,107,89,18,0.8317757009345794,0.6858974358974359,0.749696651648759,-225.0,86.0,525.928,93,62,52,10,0.8387096774193549,0.6666666666666666,0.7279366398602256,-99.0,87.0,528.3915,31,24,20,4,0.8333333333333334,0.7741935483870968,0.6414692935030094,-41.0,85.0,416.42,32,21,17,4,0.8095238095238095,0.65625,0.5999943530979507,-85.0,85.0,533.449
physics_no_book_price; C=0.3; p>=0.85; ask<=90; sec>=60,physics_no_book_price,0.3,0.85,90.0,60.0,False,False,False,0.8095238095238095,0.65625,0.5999943530979507,156,106,88,18,0.8301886792452831,0.6794871794871795,0.7474817619368072,-241.0,86.0,526.2265,93,62,52,10,0.8387096774193549,0.6666666666666666,0.7279366398602256,-99.0,87.0,528.3915,31,23,19,4,0.8260869565217391,0.7419354838709677,0.6286235235977387,-57.0,86.0,418.997,32,21,17,4,0.8095238095238095,0.65625,0.5999943530979507,-85.0,85.0,533.449
physics_no_book_price; C=0.1; p>=0.85; ask<=90; sec>=120,physics_no_book_price,0.1,0.85,90.0,120.0,False,False,False,0.8095238095238095,0.65625,0.5999943530979507,156,103,85,18,0.8252427184466019,0.6602564102564102,0.7405963558470098,-246.0,86.0,531.524,93,61,51,10,0.8360655737704918,0.6559139784946236,0.7238716146826547,-92.0,86.0,536.639,31,21,17,4,0.8095238095238095,0.6774193548387096,0.5999943530979507,-88.0,86.0,466.276,32,21,17,4,0.8095238095238095,0.65625,0.5999943530979507,-66.0,85.0,533.449
physics_no_book_price; C=0.3; p>=0.85; ask<=90; sec>=120,physics_no_book_price,0.3,0.85,90.0,120.0,False,False,False,0.8095238095238095,0.65625,0.5999943530979507,156,102,84,18,0.8235294117647058,0.6538461538461539,0.738217323397782,-299.0,86.0,528.837,93,60,50,10,0.8333333333333334,0.6451612903225806,0.7196838683638547,-123.0,86.5,531.011,31,21,17,4,0.8095238095238095,0.6774193548387096,0.5999943530979507,-91.0,87.0,466.276,32,21,17,4,0.8095238095238095,0.65625,0.5999943530979507,-85.0,85.0,533.449
book_physics_price; C=0.3; p>=0.85; ask<=95; sec>=60,book_physics_price,0.3,0.85,95.0,60.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,154,134,20,0.8701298701298701,0.9871794871794872,0.8079112257400922,370.0,84.0,503.615,93,92,82,10,0.8913043478260869,0.989247311827957,0.8113621754329581,392.0,84.5,538.752,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,82.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-104.0,83.0,531.524
book_physics_price; C=0.3; p>=0.85; ask<=100; sec>=60,book_physics_price,0.3,0.85,100.0,60.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,154,134,20,0.8701298701298701,0.9871794871794872,0.8079112257400922,365.0,84.0,503.615,93,92,82,10,0.8913043478260869,0.989247311827957,0.8113621754329581,387.0,84.5,538.752,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,82.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-104.0,83.0,531.524
book_physics_price; C=0.1; p>=0.85; ask<=95; sec>=120,book_physics_price,0.1,0.85,95.0,120.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,148,128,20,0.8648648648648649,0.9487179487179487,0.8004796785440644,347.0,83.5,525.889,93,86,76,10,0.8837209302325582,0.9247311827956989,0.7990278882092989,361.0,83.5,542.7485,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,89.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-103.0,83.0,531.524
book_physics_price; C=0.1; p>=0.85; ask<=100; sec>=120,book_physics_price,0.1,0.85,100.0,120.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,148,128,20,0.8648648648648649,0.9487179487179487,0.8004796785440644,342.0,83.5,525.889,93,86,76,10,0.8837209302325582,0.9247311827956989,0.7990278882092989,356.0,83.5,543.4465,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,89.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-103.0,83.0,531.524
book_physics_price; C=0.3; p>=0.85; ask<=95; sec>=120,book_physics_price,0.3,0.85,95.0,120.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,148,128,20,0.8648648648648649,0.9487179487179487,0.8004796785440644,301.0,84.0,529.5745,93,86,76,10,0.8837209302325582,0.9247311827956989,0.7990278882092989,323.0,84.0,549.7429999999999,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,82.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-104.0,83.0,531.524
book_physics_price; C=0.3; p>=0.85; ask<=100; sec>=120,book_physics_price,0.3,0.85,100.0,120.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,148,128,20,0.8648648648648649,0.9487179487179487,0.8004796785440644,296.0,84.0,529.5745,93,86,76,10,0.8837209302325582,0.9247311827956989,0.7990278882092989,318.0,84.0,555.384,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,82.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-104.0,83.0,531.524
book_physics_price; C=0.1; p>=0.85; ask<=95; sec>=60,book_physics_price,0.1,0.85,95.0,60.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,155,134,21,0.864516129032258,0.9935897435897436,0.8017527926645732,337.0,84.0,490.249,93,93,82,11,0.8817204301075269,1.0,0.8005014459532714,351.0,84.0,527.625,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,89.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-103.0,83.0,531.524
book_physics_price; C=0.1; p>=0.85; ask<=100; sec>=60,book_physics_price,0.1,0.85,100.0,60.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,155,134,21,0.864516129032258,0.9935897435897436,0.8017527926645732,332.0,84.0,490.249,93,93,82,11,0.8817204301075269,1.0,0.8005014459532714,346.0,84.0,527.625,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,89.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-103.0,83.0,531.524
book_physics_price; C=0.3; p>=0.85; ask<=90; sec>=0,book_physics_price,0.3,0.85,90.0,0.0,False,False,False,0.8064516129032258,0.967741935483871,0.6371974218820453,156,147,127,20,0.8639455782312925,0.9423076923076923,0.7991849249368811,342.0,84.0,527.625,93,86,76,10,0.8837209302325582,0.9247311827956989,0.7990278882092989,354.0,84.0,546.0325,31,30,26,4,0.8666666666666667,0.967741935483871,0.703186733179637,85.0,84.0,435.462,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-97.0,83.0,531.524
book_physics_price; C=0.05; p>=0.85; ask<=95; sec>=120,book_physics_price,0.05,0.85,95.0,120.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,149,128,21,0.8590604026845637,0.9551282051282052,0.7941385999388814,269.0,83.0,524.153,93,87,76,11,0.8735632183908046,0.9354838709677419,0.7876218511925265,288.0,83.0,541.618,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,80.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-99.0,83.0,531.524
book_physics_price; C=0.05; p>=0.85; ask<=100; sec>=120,book_physics_price,0.05,0.85,100.0,120.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,149,128,21,0.8590604026845637,0.9551282051282052,0.7941385999388814,264.0,83.0,524.153,93,87,76,11,0.8735632183908046,0.9354838709677419,0.7876218511925265,283.0,83.0,541.618,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,80.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-99.0,83.0,531.524
book_physics; C=1; p>=0.85; ask<=95; sec>=120,book_physics,1.0,0.85,95.0,120.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,148,127,21,0.8581081081081081,0.9487179487179487,0.792812452028064,145.0,84.0,525.3675000000001,93,86,75,11,0.872093023255814,0.9247311827956989,0.7853122106350142,204.0,85.0,544.577,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,62.0,84.0,434.032,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-121.0,84.0,531.524
book_physics; C=1; p>=0.85; ask<=100; sec>=120,book_physics,1.0,0.85,100.0,120.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,148,127,21,0.8581081081081081,0.9487179487179487,0.792812452028064,140.0,84.0,525.3675000000001,93,86,75,11,0.872093023255814,0.9247311827956989,0.7853122106350142,199.0,85.0,551.207,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,62.0,84.0,434.032,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-121.0,84.0,531.524
book_physics_price; C=0.1; p>=0.85; ask<=90; sec>=0,book_physics_price,0.1,0.85,90.0,0.0,False,False,False,0.8064516129032258,0.967741935483871,0.6371974218820453,156,148,127,21,0.8581081081081081,0.9487179487179487,0.792812452028064,305.0,83.0,519.2785,93,87,76,11,0.8735632183908046,0.9354838709677419,0.7876218511925265,309.0,83.0,539.586,31,30,26,4,0.8666666666666667,0.967741935483871,0.703186733179637,92.0,83.5,435.462,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-96.0,83.0,531.524
book_physics_price; C=0.05; p>=0.85; ask<=95; sec>=60,book_physics_price,0.05,0.85,95.0,60.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,155,133,22,0.8580645161290322,0.9935897435897436,0.7944470152490768,251.0,84.0,507.853,93,93,81,12,0.8709677419354839,1.0,0.7878821193288207,270.0,83.0,527.625,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,80.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-99.0,83.0,531.524
book_physics_price; C=0.05; p>=0.85; ask<=100; sec>=60,book_physics_price,0.05,0.85,100.0,60.0,False,False,False,0.8064516129032258,0.96875,0.6371974218820453,156,155,133,22,0.8580645161290322,0.9935897435897436,0.7944470152490768,246.0,84.0,507.853,93,93,81,12,0.8709677419354839,1.0,0.7878821193288207,265.0,83.0,527.625,31,31,27,4,0.8709677419354839,1.0,0.7114759374369357,80.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-99.0,83.0,531.524
book_physics; C=1; p>=0.85; ask<=90; sec>=0,book_physics,1.0,0.85,90.0,0.0,False,False,False,0.8064516129032258,0.967741935483871,0.6371974218820453,156,147,126,21,0.8571428571428571,0.9423076923076923,0.7914691424459974,195.0,84.0,509.542,93,86,75,11,0.872093023255814,0.9247311827956989,0.7853122106350142,235.0,84.5,540.5805,31,30,26,4,0.8666666666666667,0.967741935483871,0.703186733179637,68.0,84.0,412.1475,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-108.0,84.0,531.524
book_physics; C=1; p>=0.85; ask<=90; sec>=60,book_physics,1.0,0.85,90.0,60.0,False,False,False,0.8064516129032258,0.967741935483871,0.6371974218820453,156,147,126,21,0.8571428571428571,0.9423076923076923,0.7914691424459974,195.0,84.0,509.542,93,86,75,11,0.872093023255814,0.9247311827956989,0.7853122106350142,235.0,84.5,540.5805,31,30,26,4,0.8666666666666667,0.967741935483871,0.703186733179637,68.0,84.0,412.1475,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-108.0,84.0,531.524
book_physics_price; C=0.05; p>=0.85; ask<=90; sec>=120,book_physics_price,0.05,0.85,90.0,120.0,False,False,False,0.8064516129032258,0.9354838709677419,0.6371974218820453,156,145,124,21,0.8551724137931035,0.9294871794871795,0.7887296914856833,254.0,83.0,527.625,93,85,74,11,0.8705882352941177,0.9139784946236559,0.7829519105661322,279.0,83.0,541.618,31,29,25,4,0.8620689655172413,0.9354838709677419,0.6944100627964797,74.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-99.0,83.0,531.524
book_physics_price; C=0.05; p>=0.85; ask<=90; sec>=60,book_physics_price,0.05,0.85,90.0,60.0,False,False,False,0.8064516129032258,0.9354838709677419,0.6371974218820453,156,148,126,22,0.8513513513513513,0.9487179487179487,0.7851852837974768,211.0,83.0,519.2785,93,88,76,12,0.8636363636363636,0.946236559139785,0.7766124962428852,236.0,83.0,537.736,31,29,25,4,0.8620689655172413,0.9354838709677419,0.6944100627964797,74.0,84.0,436.892,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,-99.0,83.0,531.524
physics_no_book_price; C=0.1; p>=0.8; ask<=100; sec>=0,physics_no_book_price,0.1,0.8,100.0,0.0,False,False,False,0.8064516129032258,1.0,0.6371974218820453,156,155,129,26,0.832258064516129,0.9935897435897436,0.7655643476717899,-10.0,83.0,529.704,93,92,78,14,0.8478260869565217,0.989247311827957,0.7606348710244819,130.0,84.0,531.011,31,31,25,6,0.8064516129032258,1.0,0.6371974218820453,-31.0,80.0,473.978,32,32,26,6,0.8125,1.0,0.6469084479862404,-109.0,84.0,530.3085
physics_no_book_price; C=0.3; p>=0.8; ask<=100; sec>=0,physics_no_book_price,0.3,0.8,100.0,0.0,False,False,False,0.8064516129032258,1.0,0.6371974218820453,156,155,129,26,0.832258064516129,0.9935897435897436,0.7655643476717899,3.0,83.0,528.161,93,92,78,14,0.8478260869565217,0.989247311827957,0.7606348710244819,123.0,84.0,529.2860000000001,31,31,25,6,0.8064516129032258,1.0,0.6371974218820453,-39.0,80.0,473.978,32,32,26,6,0.8125,1.0,0.6469084479862404,-81.0,83.0,530.3085
physics_no_book_price; C=0.05; p>=0.8; ask<=100; sec>=0,physics_no_book_price,0.05,0.8,100.0,0.0,False,False,False,0.8064516129032258,1.0,0.6371974218820453,156,155,129,26,0.832258064516129,0.9935897435897436,0.7655643476717899,-31.0,84.0,530.258,93,92,78,14,0.8478260869565217,0.989247311827957,0.7606348710244819,123.0,84.0,534.2015,31,31,25,6,0.8064516129032258,1.0,0.6371974218820453,-8.0,79.0,528.161,32,32,26,6,0.8125,1.0,0.6469084479862404,-146.0,85.0,499.53549999999996
physics_no_book_price; C=0.1; p>=0.95; ask<=95; sec>=120,physics_no_book_price,0.1,0.95,95.0,120.0,False,False,False,0.8,0.16129032258064516,0.37553462976252533,156,39,36,3,0.9230769230769231,0.25,0.7967892883204502,-29.0,94.0,407.803,93,27,25,2,0.9259259259259259,0.2903225806451613,0.7663040731697686,-28.0,94.0,399.001,31,5,4,1,0.8,0.16129032258064516,0.37553462976252533,-63.0,92.0,417.749,32,7,7,0,1.0,0.21875,0.6456695649333126,62.0,94.0,407.157
physics_no_book_price; C=0.1; p>=0.95; ask<=95; sec>=0,physics_no_book_price,0.1,0.95,95.0,0.0,False,False,False,0.8,0.21875,0.4901624715366418,156,46,42,4,0.9130434782608695,0.2948717948717949,0.7967533592588116,28.0,94.0,396.03999999999996,93,29,27,2,0.9310344827586207,0.3118279569892473,0.7803541984972431,-15.0,94.0,393.788,31,10,8,2,0.8,0.3225806451612903,0.4901624715366418,-19.0,92.0,171.852,32,7,7,0,1.0,0.21875,0.6456695649333126,62.0,94.0,407.157
physics_no_book_price; C=0.05; p>=0.9; ask<=100; sec>=240,physics_no_book_price,0.05,0.9,100.0,240.0,False,False,False,0.8,0.6129032258064516,0.5839825677481064,156,95,85,10,0.8947368421052632,0.6089743589743589,0.8169794293520014,-75.0,90.0,466.962,93,56,53,3,0.9464285714285714,0.6021505376344086,0.8539269093117846,211.0,91.0,467.881,31,19,16,3,0.8421052631578947,0.6129032258064516,0.6243452472967093,-120.0,92.0,467.826,32,20,16,4,0.8,0.625,0.5839825677481064,-166.0,88.0,444.5635
book_physics_price; C=0.3; p>=0.85; ask<=90; sec>=60,book_physics_price,0.3,0.85,90.0,60.0,False,False,False,0.8,0.9375,0.6269430358685175,156,146,126,20,0.863013698630137,0.9358974358974359,0.7978732897610338,328.0,84.0,529.5745,93,86,76,10,0.8837209302325582,0.9247311827956989,0.7990278882092989,354.0,84.0,546.0325,31,30,26,4,0.8666666666666667,0.967741935483871,0.703186733179637,85.0,84.0,435.462,32,30,24,6,0.8,0.9375,0.6269430358685175,-111.0,83.0,539.9995
book_physics_price; C=0.1; p>=0.85; ask<=90; sec>=120,book_physics_price,0.1,0.85,90.0,120.0,False,False,False,0.8,0.9375,0.6269430358685175,156,144,124,20,0.8611111111111112,0.9230769230769231,0.7951980395854984,334.0,83.0,529.5745,93,84,74,10,0.8809523809523809,0.9032258064516129,0.794550842255297,352.0,83.0,543.4465,31,30,26,4,0.8666666666666667,0.967741935483871,0.703186733179637,92.0,83.5,435.462,32,30,24,6,0.8,0.9375,0.6269430358685175,-110.0,83.0,539.9995
book_physics_price; C=0.3; p>=0.85; ask<=90; sec>=120,book_physics_price,0.3,0.85,90.0,120.0,False,False,False,0.8,0.9375,0.6269430358685175,156,144,124,20,0.8611111111111112,0.9230769230769231,0.7951980395854984,292.0,84.0,533.7049999999999,93,84,74,10,0.8809523809523809,0.9032258064516129,0.794550842255297,318.0,84.0,550.5005,31,30,26,4,0.8666666666666667,0.967741935483871,0.703186733179637,85.0,84.0,435.462,32,30,24,6,0.8,0.9375,0.6269430358685175,-111.0,83.0,539.9995
physics_no_book_price; C=0.05; p>=0.85; ask<=100; sec>=240,physics_no_book_price,0.05,0.85,100.0,240.0,False,False,False,0.8,0.6451612903225806,0.5839825677481064,156,108,93,15,0.8611111111111112,0.6923076923076923,0.7834258825797702,-30.0,87.0,532.6065,93,65,58,7,0.8923076923076924,0.6989247311827957,0.7939868641855017,157.0,87.0,539.211,31,20,16,4,0.8,0.6451612903225806,0.5839825677481064,-127.0,86.0,476.99,32,23,19,4,0.8260869565217391,0.71875,0.6286235235977387,-60.0,85.0,533.449
physics_no_book_price; C=0.05; p>=0.85; ask<=95; sec>=240,physics_no_book_price,0.05,0.85,95.0,240.0,False,False,False,0.8,0.6451612903225806,0.5839825677481064,156,106,91,15,0.8584905660377359,0.6794871794871795,0.7795766972144925,-30.0,87.0,535.044,93,63,56,7,0.8888888888888888,0.6774193548387096,0.7879534424991746,155.0,87.0,566.607,31,20,16,4,0.8,0.6451612903225806,0.5839825677481064,-125.0,86.0,476.99,32,23,19,4,0.8260869565217391,0.71875,0.6286235235977387,-60.0,85.0,533.449
book_physics_price; C=0.1; p>=0.85; ask<=90; sec>=60,book_physics_price,0.1,0.85,90.0,60.0,False,False,False,0.8,0.9375,0.6269430358685175,156,147,126,21,0.8571428571428571,0.9423076923076923,0.7914691424459974,291.0,83.0,524.153,93,87,76,11,0.8735632183908046,0.9354838709677419,0.7876218511925265,309.0,83.0,539.586,31,30,26,4,0.8666666666666667,0.967741935483871,0.703186733179637,92.0,83.5,435.462,32,30,24,6,0.8,0.9375,0.6269430358685175,-110.0,83.0,539.9995
