policy,opportunity_key,market,entry_dt,close_time,source_line_no,selected_side,selected_ask_cents,selected_edge_cents,book_v31_platt_p_yes,v31_p_yes,book_mid_probability_p_yes,registered_utc,outcome,resolved_utc,win,gross_net_cents
book_v31_platt_first_edge2,heartbeat:54114,KXBTC15M-26MAY041415-15,2026-05-04 18:00:31.066000+00:00,2026-05-04 18:15:00+00:00,54114,no,70.0,4.322878498793912,0.2567712150120608,0.5913860615718464,0.31,2026-05-04 18:04:20.706350+00:00,no,2026-05-04 18:17:26.425602+00:00,True,30.0
book_v31_platt_first_edge2,heartbeat:54180,KXBTC15M-26MAY041430-30,2026-05-04 18:15:32.316000+00:00,2026-05-04 18:30:00+00:00,54180,no,71.0,5.027686074171015,0.2397231392582898,0.6067971300271838,0.295,2026-05-04 18:17:26.392594+00:00,no,2026-05-04 18:32:40.150713+00:00,True,29.0
book_v31_platt_first_edge2,heartbeat:54250,KXBTC15M-26MAY041445-45,2026-05-04 18:31:43.106000+00:00,2026-05-04 18:45:00+00:00,54250,no,54.0,2.096390225737068,0.4390360977426293,0.5212990980373057,0.465,2026-05-04 18:32:40.117483+00:00,no,2026-05-04 19:18:22.347798+00:00,True,46.0
book_v31_platt_first_edge2,heartbeat:54449,KXBTC15M-26MAY041530-30,2026-05-04 19:17:04.905000+00:00,2026-05-04 19:30:00+00:00,54449,no,60.0,2.841393962226441,0.3715860603777355,0.489758842407538,0.405,2026-05-04 19:18:22.290632+00:00,no,2026-05-04 19:37:28.554286+00:00,True,40.0
book_v31_platt_first_edge2,heartbeat:54536,KXBTC15M-26MAY041545-45,2026-05-04 19:37:21.387000+00:00,2026-05-04 19:45:00+00:00,54536,yes,82.0,2.0707216507407225,0.8407072165074072,0.6081618453038304,0.815,2026-05-04 19:40:18.063695+00:00,yes,2026-05-04 19:56:37.970244+00:00,True,18.0
