dataset,policy,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask
current,v2_wait_score_min60_brownian70_early,entry_hour_utc,3,13,8,5,0.6153846153846154,-127.0,-9.76923076923077,71.0
current,v2_wait_score_min60_brownian70_early,entry_hour_utc,4,12,11,1,0.9166666666666666,240.0,20.0,70.5
current,v2_wait_score_min60_brownian70_early,entry_hour_utc,5,12,10,2,0.8333333333333334,160.0,13.333333333333334,67.5
current,v2_wait_score_min60_brownian70_early,entry_hour_utc,6,12,11,1,0.9166666666666666,271.0,22.583333333333332,66.5
current,v2_wait_score_min60_brownian70_early,entry_hour_utc,7,12,10,2,0.8333333333333334,164.0,13.666666666666666,65.5
current,v2_wait_score_min60_brownian70_early,entry_hour_utc,8,12,5,7,0.4166666666666667,-348.0,-29.0,69.0
current,v2_wait_score_min60_brownian70_early,entry_hour_utc,9,12,7,5,0.5833333333333334,-169.0,-14.083333333333334,69.0
current,v2_wait_score_min60_brownian70_early,ask_bucket,ask<=55,4,2,2,0.5,-19.0,-4.75,53.5
current,v2_wait_score_min60_brownian70_early,ask_bucket,ask<=65,88,63,25,0.7159090909090909,601.0,6.829545454545454,63.0
current,v2_wait_score_min60_brownian70_early,ask_bucket,ask<=75,137,107,30,0.781021897810219,847.0,6.182481751824818,69.0
current,v2_wait_score_min60_brownian70_early,ask_bucket,ask<=85,45,36,9,0.8,-55.0,-1.2222222222222223,79.0
current,v2_wait_score_min60_brownian70_early,ask_bucket,ask<=95,4,4,0,1.0,36.0,9.0,90.0
current,v2_wait_score_min60_brownian70_early,time_bucket,sec<=300,4,3,1,0.75,-10.0,-2.5,74.0
current,v2_wait_score_min60_brownian70_early,time_bucket,sec<=600,46,34,12,0.7391304347826086,59.0,1.2826086956521738,71.0
current,v2_wait_score_min60_brownian70_early,time_bucket,sec<=900,228,175,53,0.7675438596491229,1361.0,5.969298245614035,68.0
v21,frontier_v2,split,holdout,44,34,10,0.7727272727272727,620.0,14.090909090909092,60.5
v21,frontier_v2,split,train,131,87,44,0.6641221374045801,571.0,4.358778625954199,60.0
v21,frontier_v2,split,validation,44,28,16,0.6363636363636364,92.0,2.090909090909091,60.0
v21,frontier_v2,side,no,122,81,41,0.6639344262295082,616.0,5.049180327868853,59.0
v21,frontier_v2,side,yes,97,68,29,0.7010309278350515,667.0,6.876288659793815,61.0
v21,frontier_v2,entry_hour_utc,0,7,5,2,0.7142857142857143,34.0,4.857142857142857,65.0
v21,frontier_v2,entry_hour_utc,1,8,5,3,0.625,54.0,6.75,51.0
v21,frontier_v2,entry_hour_utc,10,10,7,3,0.7,114.0,11.4,55.5
v21,frontier_v2,entry_hour_utc,11,12,9,3,0.75,182.0,15.166666666666666,55.0
v21,frontier_v2,entry_hour_utc,12,12,7,5,0.5833333333333334,-80.0,-6.666666666666667,62.5
v21,frontier_v2,entry_hour_utc,13,12,6,6,0.5,-87.0,-7.25,55.0
v21,frontier_v2,entry_hour_utc,14,12,8,4,0.6666666666666666,0.0,0.0,63.5
v21,frontier_v2,entry_hour_utc,15,12,7,5,0.5833333333333334,-60.0,-5.0,61.0
v21,frontier_v2,entry_hour_utc,16,9,7,2,0.7777777777777778,128.0,14.222222222222221,59.0
v21,frontier_v2,entry_hour_utc,17,8,5,3,0.625,14.0,1.75,60.0
v21,frontier_v2,entry_hour_utc,18,8,6,2,0.75,112.0,14.0,56.5
v21,frontier_v2,entry_hour_utc,19,8,6,2,0.75,95.0,11.875,61.5
v21,frontier_v2,entry_hour_utc,2,8,5,3,0.625,29.0,3.625,55.5
v21,frontier_v2,entry_hour_utc,20,8,5,3,0.625,-34.0,-4.25,64.5
v21,frontier_v2,entry_hour_utc,21,8,8,0,1.0,285.0,35.625,63.0
v21,frontier_v2,entry_hour_utc,22,8,4,4,0.5,-86.0,-10.75,56.0
v21,frontier_v2,entry_hour_utc,23,8,6,2,0.75,101.0,12.625,60.5
v21,frontier_v2,entry_hour_utc,3,8,3,5,0.375,-222.0,-27.75,63.0
v21,frontier_v2,entry_hour_utc,4,10,8,2,0.8,167.0,16.7,59.5
v21,frontier_v2,entry_hour_utc,5,12,9,3,0.75,153.0,12.75,58.5
v21,frontier_v2,entry_hour_utc,6,8,6,2,0.75,104.0,13.0,61.0
v21,frontier_v2,entry_hour_utc,7,8,5,3,0.625,13.0,1.625,58.5
v21,frontier_v2,entry_hour_utc,8,7,5,2,0.7142857142857143,88.0,12.571428571428571,61.0
v21,frontier_v2,entry_hour_utc,9,8,7,1,0.875,179.0,22.375,61.0
v21,frontier_v2,ask_bucket,ask<=55,63,33,30,0.5238095238095238,34.0,0.5396825396825397,51.0
v21,frontier_v2,ask_bucket,ask<=65,105,76,29,0.7238095238095238,1046.0,9.961904761904762,60.0
v21,frontier_v2,ask_bucket,ask<=75,39,30,9,0.7692307692307693,209.0,5.358974358974359,70.0
v21,frontier_v2,ask_bucket,ask<=85,10,8,2,0.8,-23.0,-2.3,80.0
v21,frontier_v2,ask_bucket,ask<=95,2,2,0,1.0,17.0,8.5,90.5
v21,frontier_v2,time_bucket,sec<=600,3,3,0,1.0,99.0,33.0,62.0
v21,frontier_v2,time_bucket,sec<=900,216,146,70,0.6759259259259259,1184.0,5.481481481481482,60.0
v21,book_margin,split,holdout,44,34,10,0.7727272727272727,293.0,6.659090909090909,67.0
v21,book_margin,split,train,131,90,41,0.6870229007633588,-80.0,-0.6106870229007634,66.0
v21,book_margin,split,validation,44,32,12,0.7272727272727273,212.0,4.818181818181818,64.5
v21,book_margin,side,no,103,75,28,0.7281553398058253,359.0,3.4854368932038833,65.0
v21,book_margin,side,yes,116,81,35,0.6982758620689655,66.0,0.5689655172413793,66.0
v21,book_margin,entry_hour_utc,0,7,5,2,0.7142857142857143,24.0,3.4285714285714284,65.0
v21,book_margin,entry_hour_utc,1,8,5,3,0.625,-30.0,-3.75,64.0
v21,book_margin,entry_hour_utc,10,10,9,1,0.9,202.0,20.2,66.0
v21,book_margin,entry_hour_utc,11,12,10,2,0.8333333333333334,164.0,13.666666666666666,65.0
v21,book_margin,entry_hour_utc,12,12,10,2,0.8333333333333334,139.0,11.583333333333334,70.0
v21,book_margin,entry_hour_utc,13,12,7,5,0.5833333333333334,-145.0,-12.083333333333334,67.0
v21,book_margin,entry_hour_utc,14,12,7,5,0.5833333333333334,-127.0,-10.583333333333334,65.5
v21,book_margin,entry_hour_utc,15,12,7,5,0.5833333333333334,-136.0,-11.333333333333334,65.5
v21,book_margin,entry_hour_utc,16,9,7,2,0.7777777777777778,93.0,10.333333333333334,66.0
v21,book_margin,entry_hour_utc,17,8,5,3,0.625,-36.0,-4.5,62.5
v21,book_margin,entry_hour_utc,18,8,6,2,0.75,22.0,2.75,70.0
v21,book_margin,entry_hour_utc,19,8,6,2,0.75,52.0,6.5,64.0
v21,book_margin,entry_hour_utc,2,8,5,3,0.625,-61.0,-7.625,67.0
v21,book_margin,entry_hour_utc,20,8,4,4,0.5,-156.0,-19.5,66.0
v21,book_margin,entry_hour_utc,21,8,7,1,0.875,142.0,17.75,66.5
v21,book_margin,entry_hour_utc,22,8,7,1,0.875,115.0,14.375,68.5
v21,book_margin,entry_hour_utc,23,8,8,0,1.0,269.0,33.625,62.0
v21,book_margin,entry_hour_utc,3,8,2,6,0.25,-334.0,-41.75,64.5
v21,book_margin,entry_hour_utc,4,10,6,4,0.6,-117.0,-11.7,67.5
v21,book_margin,entry_hour_utc,5,12,10,2,0.8333333333333334,170.0,14.166666666666666,67.0
v21,book_margin,entry_hour_utc,6,8,5,3,0.625,-40.0,-5.0,63.5
v21,book_margin,entry_hour_utc,7,8,8,0,1.0,266.0,33.25,64.0
v21,book_margin,entry_hour_utc,8,7,3,4,0.42857142857142855,-182.0,-26.0,67.0
v21,book_margin,entry_hour_utc,9,8,7,1,0.875,131.0,16.375,69.0
v21,book_margin,ask_bucket,ask<=65,108,75,33,0.6944444444444444,508.0,4.703703703703703,63.0
v21,book_margin,ask_bucket,ask<=75,90,64,26,0.7111111111111111,-35.0,-0.3888888888888889,69.5
v21,book_margin,ask_bucket,ask<=85,18,14,4,0.7777777777777778,-72.0,-4.0,80.0
v21,book_margin,ask_bucket,ask<=95,3,3,0,1.0,24.0,8.0,92.0
v21,book_margin,time_bucket,sec<=300,2,1,1,0.5,-58.0,-29.0,77.5
v21,book_margin,time_bucket,sec<=600,28,18,10,0.6428571428571429,-187.0,-6.678571428571429,66.5
v21,book_margin,time_bucket,sec<=900,189,137,52,0.7248677248677249,670.0,3.544973544973545,65.0
v21,book_margin_early,split,holdout,42,32,10,0.7619047619047619,250.0,5.9523809523809526,67.0
v21,book_margin_early,split,train,124,88,36,0.7096774193548387,226.0,1.8225806451612903,65.5
v21,book_margin_early,split,validation,42,31,11,0.7380952380952381,243.0,5.785714285714286,64.5
v21,book_margin_early,side,no,98,73,25,0.7448979591836735,519.0,5.295918367346939,65.0
v21,book_margin_early,side,yes,110,78,32,0.7090909090909091,200.0,1.8181818181818181,66.0
v21,book_margin_early,entry_hour_utc,0,7,5,2,0.7142857142857143,24.0,3.4285714285714284,65.0
v21,book_margin_early,entry_hour_utc,1,7,5,2,0.7142857142857143,37.0,5.285714285714286,63.0
v21,book_margin_early,entry_hour_utc,10,10,9,1,0.9,202.0,20.2,66.0
v21,book_margin_early,entry_hour_utc,11,12,10,2,0.8333333333333334,164.0,13.666666666666666,65.0
v21,book_margin_early,entry_hour_utc,12,11,9,2,0.8181818181818182,103.0,9.363636363636363,71.0
v21,book_margin_early,entry_hour_utc,13,11,6,5,0.5454545454545454,-152.0,-13.818181818181818,67.0
v21,book_margin_early,entry_hour_utc,14,12,7,5,0.5833333333333334,-127.0,-10.583333333333334,65.5
v21,book_margin_early,entry_hour_utc,15,12,7,5,0.5833333333333334,-136.0,-11.333333333333334,65.5
v21,book_margin_early,entry_hour_utc,16,8,6,2,0.75,61.0,7.625,65.5
v21,book_margin_early,entry_hour_utc,17,8,5,3,0.625,-36.0,-4.5,62.5
v21,book_margin_early,entry_hour_utc,18,8,6,2,0.75,22.0,2.75,70.0
v21,book_margin_early,entry_hour_utc,19,7,5,2,0.7142857142857143,37.0,5.285714285714286,64.0
v21,book_margin_early,entry_hour_utc,2,8,5,3,0.625,-61.0,-7.625,67.0
v21,book_margin_early,entry_hour_utc,20,8,4,4,0.5,-156.0,-19.5,66.0
v21,book_margin_early,entry_hour_utc,21,8,7,1,0.875,142.0,17.75,66.5
v21,book_margin_early,entry_hour_utc,22,8,7,1,0.875,115.0,14.375,68.5
v21,book_margin_early,entry_hour_utc,23,7,7,0,1.0,233.0,33.285714285714285,62.0
v21,book_margin_early,entry_hour_utc,3,7,2,5,0.2857142857142857,-266.0,-38.0,64.0
v21,book_margin_early,entry_hour_utc,4,9,6,3,0.6666666666666666,-39.0,-4.333333333333333,66.0
v21,book_margin_early,entry_hour_utc,5,11,10,1,0.9090909090909091,245.0,22.272727272727273,66.0
v21,book_margin_early,entry_hour_utc,6,7,5,2,0.7142857142857143,27.0,3.857142857142857,62.0
v21,book_margin_early,entry_hour_utc,7,8,8,0,1.0,266.0,33.25,64.0
v21,book_margin_early,entry_hour_utc,8,6,3,3,0.5,-117.0,-19.5,67.5
v21,book_margin_early,entry_hour_utc,9,8,7,1,0.875,131.0,16.375,69.0
v21,book_margin_early,ask_bucket,ask<=65,103,73,30,0.7087378640776699,635.0,6.165048543689321,63.0
v21,book_margin_early,ask_bucket,ask<=75,87,63,24,0.7241379310344828,76.0,0.8735632183908046,70.0
v21,book_margin_early,ask_bucket,ask<=85,16,13,3,0.8125,-9.0,-0.5625,80.0
v21,book_margin_early,ask_bucket,ask<=95,2,2,0,1.0,17.0,8.5,90.5
v21,book_margin_early,time_bucket,sec<=600,19,14,5,0.7368421052631579,49.0,2.5789473684210527,68.0
v21,book_margin_early,time_bucket,sec<=900,189,137,52,0.7248677248677249,670.0,3.544973544973545,65.0
v21,book_margin_gap015,split,holdout,42,32,10,0.7619047619047619,259.0,6.166666666666667,67.0
v21,book_margin_gap015,split,train,128,87,41,0.6796875,-165.0,-1.2890625,66.0
v21,book_margin_gap015,split,validation,44,32,12,0.7272727272727273,212.0,4.818181818181818,64.5
v21,book_margin_gap015,side,no,99,71,28,0.7171717171717171,263.0,2.6565656565656566,65.0
v21,book_margin_gap015,side,yes,115,80,35,0.6956521739130435,43.0,0.3739130434782609,66.0
v21,book_margin_gap015,entry_hour_utc,0,7,5,2,0.7142857142857143,24.0,3.4285714285714284,65.0
v21,book_margin_gap015,entry_hour_utc,1,8,5,3,0.625,-30.0,-3.75,64.0
v21,book_margin_gap015,entry_hour_utc,10,10,9,1,0.9,202.0,20.2,66.0
v21,book_margin_gap015,entry_hour_utc,11,11,9,2,0.8181818181818182,149.0,13.545454545454545,64.0
v21,book_margin_gap015,entry_hour_utc,12,12,10,2,0.8333333333333334,139.0,11.583333333333334,70.0
v21,book_margin_gap015,entry_hour_utc,13,12,7,5,0.5833333333333334,-145.0,-12.083333333333334,67.0
v21,book_margin_gap015,entry_hour_utc,14,12,7,5,0.5833333333333334,-127.0,-10.583333333333334,65.5
v21,book_margin_gap015,entry_hour_utc,15,12,7,5,0.5833333333333334,-136.0,-11.333333333333334,65.5
v21,book_margin_gap015,entry_hour_utc,16,9,7,2,0.7777777777777778,93.0,10.333333333333334,66.0
v21,book_margin_gap015,entry_hour_utc,17,7,4,3,0.5714285714285714,-59.0,-8.428571428571429,62.0
v21,book_margin_gap015,entry_hour_utc,18,8,6,2,0.75,22.0,2.75,70.0
v21,book_margin_gap015,entry_hour_utc,19,8,6,2,0.75,52.0,6.5,64.0
v21,book_margin_gap015,entry_hour_utc,2,8,5,3,0.625,-61.0,-7.625,67.0
v21,book_margin_gap015,entry_hour_utc,20,8,4,4,0.5,-156.0,-19.5,66.0
v21,book_margin_gap015,entry_hour_utc,21,8,7,1,0.875,142.0,17.75,66.5
v21,book_margin_gap015,entry_hour_utc,22,8,7,1,0.875,115.0,14.375,68.5
v21,book_margin_gap015,entry_hour_utc,23,8,8,0,1.0,269.0,33.625,62.0
v21,book_margin_gap015,entry_hour_utc,3,8,2,6,0.25,-334.0,-41.75,64.5
v21,book_margin_gap015,entry_hour_utc,4,10,6,4,0.6,-117.0,-11.7,67.5
v21,book_margin_gap015,entry_hour_utc,5,12,10,2,0.8333333333333334,170.0,14.166666666666666,67.0
v21,book_margin_gap015,entry_hour_utc,6,8,5,3,0.625,-40.0,-5.0,63.5
v21,book_margin_gap015,entry_hour_utc,7,8,8,0,1.0,266.0,33.25,64.0
v21,book_margin_gap015,entry_hour_utc,8,7,3,4,0.42857142857142855,-182.0,-26.0,67.0
v21,book_margin_gap015,entry_hour_utc,9,5,4,1,0.8,50.0,10.0,68.0
v21,book_margin_gap015,ask_bucket,ask<=65,107,74,33,0.6915887850467289,472.0,4.411214953271028,63.0
v21,book_margin_gap015,ask_bucket,ask<=75,88,62,26,0.7045454545454546,-84.0,-0.9545454545454546,69.0
v21,book_margin_gap015,ask_bucket,ask<=85,16,12,4,0.75,-106.0,-6.625,80.0
v21,book_margin_gap015,ask_bucket,ask<=95,3,3,0,1.0,24.0,8.0,92.0
v21,book_margin_gap015,time_bucket,sec<=300,2,1,1,0.5,-58.0,-29.0,77.5
v21,book_margin_gap015,time_bucket,sec<=600,28,18,10,0.6428571428571429,-187.0,-6.678571428571429,66.5
v21,book_margin_gap015,time_bucket,sec<=900,184,132,52,0.717391304347826,551.0,2.994565217391304,65.0
v21,score_min60,split,holdout,44,34,10,0.7727272727272727,155.0,3.522727272727273,70.0
v21,score_min60,split,train,130,92,38,0.7076923076923077,-19.0,-0.14615384615384616,68.0
v21,score_min60,split,validation,44,35,9,0.7954545454545454,398.0,9.045454545454545,67.0
v21,score_min60,side,no,99,76,23,0.7676767676767676,542.0,5.474747474747475,67.0
v21,score_min60,side,yes,119,85,34,0.7142857142857143,-8.0,-0.06722689075630252,68.0
v21,score_min60,entry_hour_utc,0,7,4,3,0.5714285714285714,-96.0,-13.714285714285714,71.0
v21,score_min60,entry_hour_utc,1,8,6,2,0.75,60.0,7.5,65.0
v21,score_min60,entry_hour_utc,10,10,9,1,0.9,141.0,14.1,73.0
v21,score_min60,entry_hour_utc,11,12,11,1,0.9166666666666666,243.0,20.25,67.0
v21,score_min60,entry_hour_utc,12,12,10,2,0.8333333333333334,115.0,9.583333333333334,71.0
v21,score_min60,entry_hour_utc,13,12,7,5,0.5833333333333334,-175.0,-14.583333333333334,70.5
v21,score_min60,entry_hour_utc,14,12,9,3,0.75,58.0,4.833333333333333,67.0
v21,score_min60,entry_hour_utc,15,12,8,4,0.6666666666666666,-77.0,-6.416666666666667,70.0
v21,score_min60,entry_hour_utc,16,9,7,2,0.7777777777777778,86.0,9.555555555555555,66.0
v21,score_min60,entry_hour_utc,17,8,6,2,0.75,43.0,5.375,65.5
v21,score_min60,entry_hour_utc,18,8,5,3,0.625,-85.0,-10.625,71.5
v21,score_min60,entry_hour_utc,19,8,6,2,0.75,25.0,3.125,69.0
v21,score_min60,entry_hour_utc,2,8,5,3,0.625,-61.0,-7.625,67.0
v21,score_min60,entry_hour_utc,20,8,4,4,0.5,-165.0,-20.625,66.5
v21,score_min60,entry_hour_utc,21,8,7,1,0.875,127.0,15.875,67.5
v21,score_min60,entry_hour_utc,22,8,7,1,0.875,101.0,12.625,72.0
v21,score_min60,entry_hour_utc,23,8,8,0,1.0,238.0,29.75,69.0
v21,score_min60,entry_hour_utc,3,8,3,5,0.375,-265.0,-33.125,66.0
v21,score_min60,entry_hour_utc,4,10,7,3,0.7,-40.0,-4.0,70.5
v21,score_min60,entry_hour_utc,5,12,10,2,0.8333333333333334,142.0,11.833333333333334,68.0
v21,score_min60,entry_hour_utc,6,8,5,3,0.625,-40.0,-5.0,63.5
v21,score_min60,entry_hour_utc,7,8,8,0,1.0,266.0,33.25,64.0
v21,score_min60,entry_hour_utc,8,6,2,4,0.3333333333333333,-235.0,-39.166666666666664,70.5
v21,score_min60,entry_hour_utc,9,8,7,1,0.875,128.0,16.0,69.0
v21,score_min60,ask_bucket,ask<=65,76,52,24,0.6842105263157895,243.0,3.1973684210526314,63.0
v21,score_min60,ask_bucket,ask<=75,107,79,28,0.7383177570093458,217.0,2.02803738317757,70.0
v21,score_min60,ask_bucket,ask<=85,29,24,5,0.8275862068965517,20.0,0.6896551724137931,80.0
v21,score_min60,ask_bucket,ask<=95,6,6,0,1.0,54.0,9.0,90.5
v21,score_min60,time_bucket,sec<=300,3,3,0,1.0,47.0,15.666666666666666,87.0
v21,score_min60,time_bucket,sec<=600,41,30,11,0.7317073170731707,-41.0,-1.0,72.0
v21,score_min60,time_bucket,sec<=900,174,128,46,0.735632183908046,528.0,3.0344827586206895,67.0
v21,score_min60_gap020,split,holdout,44,34,10,0.7727272727272727,155.0,3.522727272727273,70.0
v21,score_min60_gap020,split,train,130,92,38,0.7076923076923077,-19.0,-0.14615384615384616,68.0
v21,score_min60_gap020,split,validation,44,35,9,0.7954545454545454,398.0,9.045454545454545,67.0
v21,score_min60_gap020,side,no,99,76,23,0.7676767676767676,542.0,5.474747474747475,67.0
v21,score_min60_gap020,side,yes,119,85,34,0.7142857142857143,-8.0,-0.06722689075630252,68.0
v21,score_min60_gap020,entry_hour_utc,0,7,4,3,0.5714285714285714,-96.0,-13.714285714285714,71.0
v21,score_min60_gap020,entry_hour_utc,1,8,6,2,0.75,60.0,7.5,65.0
v21,score_min60_gap020,entry_hour_utc,10,10,9,1,0.9,141.0,14.1,73.0
v21,score_min60_gap020,entry_hour_utc,11,12,11,1,0.9166666666666666,243.0,20.25,67.0
v21,score_min60_gap020,entry_hour_utc,12,12,10,2,0.8333333333333334,115.0,9.583333333333334,71.0
v21,score_min60_gap020,entry_hour_utc,13,12,7,5,0.5833333333333334,-175.0,-14.583333333333334,70.5
v21,score_min60_gap020,entry_hour_utc,14,12,9,3,0.75,58.0,4.833333333333333,67.0
v21,score_min60_gap020,entry_hour_utc,15,12,8,4,0.6666666666666666,-77.0,-6.416666666666667,70.0
v21,score_min60_gap020,entry_hour_utc,16,9,7,2,0.7777777777777778,86.0,9.555555555555555,66.0
v21,score_min60_gap020,entry_hour_utc,17,8,6,2,0.75,43.0,5.375,65.5
v21,score_min60_gap020,entry_hour_utc,18,8,5,3,0.625,-85.0,-10.625,71.5
v21,score_min60_gap020,entry_hour_utc,19,8,6,2,0.75,25.0,3.125,69.0
v21,score_min60_gap020,entry_hour_utc,2,8,5,3,0.625,-61.0,-7.625,67.0
v21,score_min60_gap020,entry_hour_utc,20,8,4,4,0.5,-165.0,-20.625,66.5
v21,score_min60_gap020,entry_hour_utc,21,8,7,1,0.875,127.0,15.875,67.5
v21,score_min60_gap020,entry_hour_utc,22,8,7,1,0.875,101.0,12.625,72.0
v21,score_min60_gap020,entry_hour_utc,23,8,8,0,1.0,238.0,29.75,69.0
v21,score_min60_gap020,entry_hour_utc,3,8,3,5,0.375,-265.0,-33.125,66.0
v21,score_min60_gap020,entry_hour_utc,4,10,7,3,0.7,-40.0,-4.0,70.5
v21,score_min60_gap020,entry_hour_utc,5,12,10,2,0.8333333333333334,142.0,11.833333333333334,68.0
v21,score_min60_gap020,entry_hour_utc,6,8,5,3,0.625,-40.0,-5.0,63.5
v21,score_min60_gap020,entry_hour_utc,7,8,8,0,1.0,266.0,33.25,64.0
v21,score_min60_gap020,entry_hour_utc,8,6,2,4,0.3333333333333333,-235.0,-39.166666666666664,70.5
v21,score_min60_gap020,entry_hour_utc,9,8,7,1,0.875,128.0,16.0,69.0
v21,score_min60_gap020,ask_bucket,ask<=65,76,52,24,0.6842105263157895,243.0,3.1973684210526314,63.0
v21,score_min60_gap020,ask_bucket,ask<=75,107,79,28,0.7383177570093458,217.0,2.02803738317757,70.0
v21,score_min60_gap020,ask_bucket,ask<=85,29,24,5,0.8275862068965517,20.0,0.6896551724137931,80.0
v21,score_min60_gap020,ask_bucket,ask<=95,6,6,0,1.0,54.0,9.0,90.5
v21,score_min60_gap020,time_bucket,sec<=300,3,3,0,1.0,47.0,15.666666666666666,87.0
v21,score_min60_gap020,time_bucket,sec<=600,41,30,11,0.7317073170731707,-41.0,-1.0,72.0
v21,score_min60_gap020,time_bucket,sec<=900,174,128,46,0.735632183908046,528.0,3.0344827586206895,67.0
v21,v2_wait_score_min60_early,split,holdout,44,34,10,0.7727272727272727,179.0,4.068181818181818,70.0
v21,v2_wait_score_min60_early,split,train,130,92,38,0.7076923076923077,-19.0,-0.14615384615384616,68.0
v21,v2_wait_score_min60_early,split,validation,44,35,9,0.7954545454545454,398.0,9.045454545454545,67.0
v21,v2_wait_score_min60_early,side,no,99,76,23,0.7676767676767676,542.0,5.474747474747475,67.0
v21,v2_wait_score_min60_early,side,yes,119,85,34,0.7142857142857143,16.0,0.13445378151260504,68.0
v21,v2_wait_score_min60_early,entry_hour_utc,0,7,4,3,0.5714285714285714,-96.0,-13.714285714285714,71.0
v21,v2_wait_score_min60_early,entry_hour_utc,1,8,6,2,0.75,60.0,7.5,65.0
v21,v2_wait_score_min60_early,entry_hour_utc,10,10,9,1,0.9,141.0,14.1,73.0
v21,v2_wait_score_min60_early,entry_hour_utc,11,12,11,1,0.9166666666666666,243.0,20.25,67.0
v21,v2_wait_score_min60_early,entry_hour_utc,12,12,10,2,0.8333333333333334,139.0,11.583333333333334,70.0
v21,v2_wait_score_min60_early,entry_hour_utc,13,12,7,5,0.5833333333333334,-175.0,-14.583333333333334,70.5
v21,v2_wait_score_min60_early,entry_hour_utc,14,12,9,3,0.75,58.0,4.833333333333333,67.0
v21,v2_wait_score_min60_early,entry_hour_utc,15,12,8,4,0.6666666666666666,-77.0,-6.416666666666667,70.0
v21,v2_wait_score_min60_early,entry_hour_utc,16,9,7,2,0.7777777777777778,86.0,9.555555555555555,66.0
v21,v2_wait_score_min60_early,entry_hour_utc,17,8,6,2,0.75,43.0,5.375,65.5
v21,v2_wait_score_min60_early,entry_hour_utc,18,8,5,3,0.625,-85.0,-10.625,71.5
v21,v2_wait_score_min60_early,entry_hour_utc,19,8,6,2,0.75,25.0,3.125,69.0
v21,v2_wait_score_min60_early,entry_hour_utc,2,8,5,3,0.625,-61.0,-7.625,67.0
v21,v2_wait_score_min60_early,entry_hour_utc,20,8,4,4,0.5,-165.0,-20.625,66.5
v21,v2_wait_score_min60_early,entry_hour_utc,21,8,7,1,0.875,127.0,15.875,67.5
v21,v2_wait_score_min60_early,entry_hour_utc,22,8,7,1,0.875,101.0,12.625,72.0
v21,v2_wait_score_min60_early,entry_hour_utc,23,8,8,0,1.0,238.0,29.75,69.0
v21,v2_wait_score_min60_early,entry_hour_utc,3,8,3,5,0.375,-265.0,-33.125,66.0
v21,v2_wait_score_min60_early,entry_hour_utc,4,10,7,3,0.7,-40.0,-4.0,70.5
v21,v2_wait_score_min60_early,entry_hour_utc,5,12,10,2,0.8333333333333334,142.0,11.833333333333334,68.0
v21,v2_wait_score_min60_early,entry_hour_utc,6,8,5,3,0.625,-40.0,-5.0,63.5
v21,v2_wait_score_min60_early,entry_hour_utc,7,8,8,0,1.0,266.0,33.25,64.0
v21,v2_wait_score_min60_early,entry_hour_utc,8,6,2,4,0.3333333333333333,-235.0,-39.166666666666664,70.5
v21,v2_wait_score_min60_early,entry_hour_utc,9,8,7,1,0.875,128.0,16.0,69.0
v21,v2_wait_score_min60_early,ask_bucket,ask<=65,77,53,24,0.6883116883116883,279.0,3.6233766233766236,63.0
v21,v2_wait_score_min60_early,ask_bucket,ask<=75,107,79,28,0.7383177570093458,217.0,2.02803738317757,70.0
v21,v2_wait_score_min60_early,ask_bucket,ask<=85,29,24,5,0.8275862068965517,20.0,0.6896551724137931,80.0
v21,v2_wait_score_min60_early,ask_bucket,ask<=95,5,5,0,1.0,42.0,8.4,92.0
v21,v2_wait_score_min60_early,time_bucket,sec<=300,2,2,0,1.0,35.0,17.5,81.0
v21,v2_wait_score_min60_early,time_bucket,sec<=600,42,31,11,0.7380952380952381,-5.0,-0.11904761904761904,72.0
v21,v2_wait_score_min60_early,time_bucket,sec<=900,174,128,46,0.735632183908046,528.0,3.0344827586206895,67.0
v21,v2_wait_score_min60_brownian70_early,split,holdout,44,34,10,0.7727272727272727,208.0,4.7272727272727275,69.5
v21,v2_wait_score_min60_brownian70_early,split,train,130,93,37,0.7153846153846154,149.0,1.146153846153846,68.0
v21,v2_wait_score_min60_brownian70_early,split,validation,44,35,9,0.7954545454545454,398.0,9.045454545454545,67.0
v21,v2_wait_score_min60_brownian70_early,side,no,102,78,24,0.7647058823529411,588.0,5.764705882352941,67.0
v21,v2_wait_score_min60_brownian70_early,side,yes,116,84,32,0.7241379310344828,167.0,1.4396551724137931,68.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,0,7,4,3,0.5714285714285714,-96.0,-13.714285714285714,71.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,1,8,6,2,0.75,60.0,7.5,65.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,10,10,9,1,0.9,170.0,17.0,71.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,11,12,11,1,0.9166666666666666,243.0,20.25,67.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,12,12,10,2,0.8333333333333334,139.0,11.583333333333334,70.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,13,12,7,5,0.5833333333333334,-175.0,-14.583333333333334,70.5
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,14,12,9,3,0.75,58.0,4.833333333333333,67.0
v21,v2_wait_score_min60_brownian70_early,entry_hour_utc,15,12,8,4,0.6666666666666666,-77.0,-6.416666666666667,70.0
