market,first_seen_dt,last_seen_dt,close_time,opportunity_rows,latent_hole_active,max_selected_p_side,max_selected_edge_cents,min_seconds_to_close,max_seconds_to_close,first_eligible_dt,selected_side,selected_ask_cents,selected_edge_cents,selected_p_side,first_eligible_stc,first_eligible_latent_hole_active,registered_entry_dt,status,fee_net_cents,fee_net_1c_entry_cents,outcome,win,classification
KXBTC15M-26MAY050430-30,2026-05-05 08:22:53.645000+00:00,2026-05-05 08:29:54.339000+00:00,2026-05-05 08:30:00+00:00,29,True,0.425,1.2124973721017884,5.661,426.355,,,,,,,,,,,,,,latent_hole_shrunk_no_entry
KXBTC15M-26MAY050445-45,2026-05-05 08:30:39.419000+00:00,2026-05-05 08:44:55.667000+00:00,2026-05-05 08:45:00+00:00,58,False,0.9961044316552067,23.777226547793,4.333,860.581,2026-05-05 08:40:25.268000+00:00,no,90.0,1.442201805775582,0.9144220180577558,274.732,False,2026-05-05 08:40:25.268000+00:00,settled,18.0,16.0,no,True,registered
KXBTC15M-26MAY050500-00,2026-05-05 08:45:40.742000+00:00,2026-05-05 08:59:57.279000+00:00,2026-05-05 09:00:00+00:00,58,False,0.9964897600301882,14.389149244219993,2.721,859.258,2026-05-05 08:50:26.336000+00:00,yes,88.0,0.8420294456064141,0.8884202944560641,573.664,False,2026-05-05 08:50:26.336000+00:00,settled,22.0,20.0,yes,True,registered
KXBTC15M-26MAY050515-15,2026-05-05 09:00:27.269000+00:00,2026-05-05 09:14:58.443000+00:00,2026-05-05 09:15:00+00:00,59,False,0.9941303011686764,34.79592863150072,1.557,872.731,2026-05-05 09:05:57.704000+00:00,no,90.0,1.3892961051482047,0.9138929610514821,542.296,False,2026-05-05 09:05:57.704000+00:00,settled,18.0,16.0,no,True,registered
KXBTC15M-26MAY050530-30,2026-05-05 09:15:28.453000+00:00,2026-05-05 09:29:59.489000+00:00,2026-05-05 09:30:00+00:00,59,False,0.9174098465540397,22.752530404633077,0.511,871.547,2026-05-05 09:20:13.787000+00:00,no,66.0,5.705549347751244,0.7170554934775124,586.213,False,2026-05-05 09:20:13.787000+00:00,settled,64.0,62.0,no,True,registered
KXBTC15M-26MAY050545-45,2026-05-05 09:30:29.528000+00:00,2026-05-05 09:44:45.834000+00:00,2026-05-05 09:45:00+00:00,58,False,0.9878500191737387,23.50156680761316,14.166,870.472,2026-05-05 09:41:00.467000+00:00,no,98.0,0.055155235698251204,0.9805515523569825,239.533,False,2026-05-05 09:41:00.467000+00:00,settled,3.0,1.0,no,True,registered
KXBTC15M-26MAY050600-00,2026-05-05 09:45:45.965000+00:00,2026-05-05 09:59:47.445000+00:00,2026-05-05 10:00:00+00:00,57,False,0.999999,46.341818151002364,12.555,854.035,2026-05-05 09:53:46.687000+00:00,no,67.0,4.395718722278971,0.7139571872227897,373.313,False,2026-05-05 09:53:46.687000+00:00,exited,-56.0,-58.0,,,registered
KXBTC15M-26MAY050615-15,2026-05-05 10:00:47.566000+00:00,2026-05-05 10:14:49.032000+00:00,2026-05-05 10:15:00+00:00,57,False,0.9997364130076184,22.248784975801954,10.968,852.434,2026-05-05 10:07:33.094000+00:00,yes,96.0,0.12486098935001166,0.9612486098935001,446.906,False,2026-05-05 10:07:33.094000+00:00,settled,7.0,5.0,yes,True,registered
KXBTC15M-26MAY050630-30,2026-05-05 10:15:19.082000+00:00,2026-05-05 10:29:50.227000+00:00,2026-05-05 10:30:00+00:00,59,True,0.91,16.217951058365216,9.773,880.918,2026-05-05 10:24:49.831000+00:00,yes,91.0,0.0,0.91,310.169,True,2026-05-05 10:24:49.831000+00:00,settled,16.0,14.0,yes,True,registered
KXBTC15M-26MAY050645-45,2026-05-05 10:30:20.265000+00:00,2026-05-05 10:44:51.594000+00:00,2026-05-05 10:45:00+00:00,59,False,0.9984641255768135,24.786763608013963,8.406,879.735,2026-05-05 10:35:35.682000+00:00,yes,92.0,1.6444209068620097,0.9364442090686201,564.318,False,2026-05-05 10:35:35.682000+00:00,settled,14.0,12.0,yes,True,registered
