market,decision_key,dataset,entry_key,entry_dt,entry_minute,side,outcome,outcome_available,win,qty,ask_cents,bid_cents,book_mid_cents,book_p_side,book_other_mid_cents,book_margin_cents,spread_cents,spot,strike,seconds_to_close,v28_sigma_t_dollars,source_line_no,position_open_logged,pending_logged,trust_state,outcome_method,outcome_source,side_sign,margin_dollars,margin_per_sqrt_sec,margin_per_sqrt_min,margin_per_v28_sigma,brownian_p_v28_sigma,rv_sigma_t_5m,margin_per_rv_sigma_5m,brownian_p_rv_5m,rv_sigma_t_15m,margin_per_rv_sigma_15m,brownian_p_rv_15m,rv_sigma_t_30m,margin_per_rv_sigma_30m,brownian_p_rv_30m,rv_sigma_t_60m,margin_per_rv_sigma_60m,brownian_p_rv_60m,btc_close_lag_1m,signed_move_1m,signed_velocity_dps_1m,adverse_move_1m,drift_projected_margin_1m,drift_p_1m_rv_15m,drift_p_1m_rv_30m,drift_p_1m_rv_60m,btc_close_lag_3m,signed_move_3m,signed_velocity_dps_3m,adverse_move_3m,drift_projected_margin_3m,drift_p_3m_rv_15m,drift_p_3m_rv_30m,drift_p_3m_rv_60m,btc_close_lag_5m,signed_move_5m,signed_velocity_dps_5m,adverse_move_5m,drift_projected_margin_5m,drift_p_5m_rv_15m,drift_p_5m_rv_30m,drift_p_5m_rv_60m,btc_close_lag_10m,signed_move_10m,signed_velocity_dps_10m,adverse_move_10m,drift_projected_margin_10m,drift_p_10m_rv_15m,drift_p_10m_rv_30m,drift_p_10m_rv_60m,btc_close_lag_15m,signed_move_15m,signed_velocity_dps_15m,adverse_move_15m,drift_projected_margin_15m,drift_p_15m_rv_15m,drift_p_15m_rv_30m,drift_p_15m_rv_60m,btc_close_lag_30m,signed_move_30m,signed_velocity_dps_30m,adverse_move_30m,drift_projected_margin_30m,drift_p_30m_rv_15m,drift_p_30m_rv_30m,drift_p_30m_rv_60m,btc_close_lag_60m,signed_move_60m,signed_velocity_dps_60m,adverse_move_60m,drift_projected_margin_60m,drift_p_60m_rv_15m,drift_p_60m_rv_30m,drift_p_60m_rv_60m,book_minus_brownian_rv15,physics_confirmed_book,score_mean_book_rv15,score_mean_book_rv15_drift5,score_min_book_rv15,opportunity_key,two_side_mode,score_mean_book_rv30,score_min_book_rv15_drift5,score_regime_blend,abs_book_rv15_gap,abs_book_rv30_gap,close_dt,score_physics_mean_rv15_rv30,score_physics_mean_rv_drift,score_physics_min_rv_drift,score_physics_margin_blend,split,settlement_pnl_cents,candidate
KXBTC15M-26APR302230-30,heartbeat:105,live_heartbeat_two_side,heartbeat:105:no,2026-05-01 02:29:14.819000+00:00,2026-05-01 02:29:00+00:00,no,no,True,True,1,100.0,100.0,100.0,1.0,0.0,100.0,0.0,76600.29,76652.0,45.181,,105,False,False,synced,bid>=98,latest_quote,-1.0,51.7100000000064,7.693015691353209,59.58984330944664,,,7.043975482531266,7.3410249834407875,0.999999999999894,18.73234880670318,2.760465360409182,0.997114046070604,19.71985705905207,2.622229960651251,0.9956321767426266,18.50177231582609,2.7948673844491414,0.997403949544811,76609.75,9.460000000006405,0.1576666666667733,0.0,58.83353766667789,0.9991574075951244,0.9985749849544252,0.9992633364930475,76593.83,-6.459999999991851,-0.0358888888888436,6.459999999991851,50.08850411111956,0.9962513055062084,0.9944574305458288,0.9966076112418608,76596.57,-3.719999999986612,-0.0123999999999553,3.719999999986612,51.14975560000842,0.9968386349183674,0.9952541889189592,0.9971502529745008,76626.93,26.639999999999414,0.044399999999999,0.0,53.71603640000636,0.9979317140821756,0.9967747516802472,0.9981536856065892,76675.97,75.68000000000757,0.0840888888888973,0.0,55.50922008889568,0.9984781089615916,0.9975603001687414,0.9986510366171156,76642.87,42.58000000000175,0.0236555555555565,0.0,52.778781655562,0.9975802007081168,0.9962794246875571,0.9978320724655808,76505.57,-94.7199999999866,-0.0263111111111073,94.7199999999866,50.52123768889546,0.9965016886155176,0.9947956468209124,0.9968391970477636,0.0028859539293959,True,0.998557023035302,0.9979842269963238,0.997114046070604,heartbeat:105,two_side_all_heartbeats,0.9978160883713133,0.9968386349183674,0.9985019408048548,0.0028859539293959457,0.004367823257373393,2026-05-01 02:30:00+00:00,0.9963731114066153,0.9965282859105327,0.9956321767426266,0.9968249027972611,train,0.0,pure_brownian_rv30_adverse15_high_price_20260502_1522
KXBTC15M-26APR302245-45,heartbeat:185,live_heartbeat_two_side,heartbeat:185:no,2026-05-01 02:43:31.079000+00:00,2026-05-01 02:43:00+00:00,no,no,True,True,1,99.0,98.0,98.5,0.985,1.5,97.0,1.0,76566.51,76603.27,88.921,,185,False,False,synced,bid>=98,latest_quote,-1.0,36.76000000000931,3.8982827277259298,30.1959681665811,,,13.246283695807248,2.7751179760437035,0.9972409156761683,17.665752874901433,2.0808623476351227,0.9812767463035704,22.19192154352153,1.6564586319358463,0.9511855120430036,26.40894938166901,1.391952382078674,0.9180315910018944,76575.99,9.480000000010476,0.1580000000001746,0.0,50.80951800002484,0.9979872669885156,0.9889762971250294,0.9728196215528878,76577.63,11.120000000009895,0.0617777777778327,0.0,42.25334177779198,0.9916175215623506,0.9715446824305468,0.9451966036806836,76607.15,40.63999999999942,0.1354666666666647,0.0,48.80583146667581,0.9971340545923182,0.9860703216884136,0.9677045607374783,76550.28,-16.229999999995925,-0.0270499999999932,16.229999999995925,34.35468695000992,0.9740947839817916,0.939197489334152,0.90334902067323,76609.75,43.24000000000524,0.0480444444444502,0.0,41.03216004445427,0.989902234808668,0.967768806822236,0.939874603162113,76666.59,100.08000000000176,0.0556000000000009,0.0,41.7040076000094,0.9908804070844892,0.9698943223671356,0.9428505407162088,76597.54,31.02999999999884,0.0086194444444441,0.0,37.52644961945373,0.9831753165428736,0.9545812126343148,0.9223379464895464,0.0037232536964296,True,0.9831383731517852,0.9878036002986296,0.9812767463035704,heartbeat:185,two_side_all_heartbeats,0.9680927560215018,0.9812767463035704,0.9863098348095347,0.0037232536964295626,0.033814487956996375,2026-05-01 02:45:00+00:00,0.966231129173287,0.9765321043129641,0.9511855120430036,0.977787948246688,train,1.0,pure_brownian_rv30_adverse15_high_price_20260502_1522
KXBTC15M-26APR302300-00,heartbeat:241,live_heartbeat_two_side,heartbeat:241:no,2026-05-01 02:56:02.295000+00:00,2026-05-01 02:56:00+00:00,no,no,True,True,1,93.0,93.0,93.0,0.93,7.0,86.0,0.0,76528.23,76574.18,237.705,,241,False,False,synced,bid>=98,latest_quote,-1.0,45.94999999999709,2.980343744207572,23.085643374578765,,,31.02919437554649,1.480863455359621,0.930678518494373,23.261190066839188,1.9753933426434076,0.975888236143192,26.34488308220797,1.7441717185311572,0.959435424365838,40.72244086866608,1.1283704763226352,0.8704182545375143,76543.95,15.720000000001164,0.2620000000000194,0.0,108.2287100000017,0.9999983623847016,0.9999800578773472,0.9960663999296387,76573.1,44.870000000009895,0.2492777777778327,0.0,105.20457416667682,0.9999969479504812,0.9999674280791248,0.9951091819459834,76573.68,45.44999999999709,0.1514999999999903,0.0,81.96230749999478,0.9997871084114818,0.9990681298221804,0.977927224405858,76545.8,17.570000000006985,0.0292833333333449,0.0,52.91079474999986,0.98853618290258,0.9776990576014272,0.9030800391275472,76579.29,51.05999999999767,0.0567333333333307,0.0,59.43579699999648,0.994692876177088,0.987966753351902,0.9277909388714968,76593.83,65.60000000000582,0.0364444444444476,0.0,54.61302666666453,0.9905581116967304,0.9809140086503776,0.9100566489373316,76718.1,189.8700000000099,0.0527416666666694,0.0,58.48695787499774,0.9940375332262474,0.9867923133793386,0.9245321294058388,-0.0458882361431919,True,0.9529441180715961,0.9685584481848913,0.93,heartbeat:241,two_side_all_heartbeats,0.944717712182919,0.93,0.957723892525254,0.04588823614319193,0.029435424365837903,2026-05-01 03:00:00+00:00,0.967661830254515,0.9783702563068374,0.959435424365838,0.978435271655901,train,7.0,pure_brownian_rv30_adverse15_high_price_20260502_1522
KXBTC15M-26APR302315-15,heartbeat:307,live_heartbeat_two_side,heartbeat:307:yes,2026-05-01 03:11:03.539000+00:00,2026-05-01 03:11:00+00:00,yes,yes,True,True,1,99.0,99.0,99.0,0.99,1.0,98.0,0.0,76666.2,76566.01,236.461,,307,False,False,synced,bid>=98,latest_quote,1.0,100.19000000000231,6.515452990399364,50.4684818496281,,,53.344272502057,1.878177268161993,0.9698215406039162,49.780981769002985,2.0126159918844237,0.9779224783617156,40.24096420162467,2.4897514755860968,0.993608377587613,38.58042279092384,2.5969129613471296,0.9952967121651122,76630.45,35.75,0.5958333333333333,0.0,241.0813458333357,0.9999993600192668,0.9999999989568648,0.999999999793191,76618.34,47.86000000000058,0.2658888888888921,0.0,163.06235255555865,0.9994728024306708,0.9999746252549896,0.9999881352861408,76530.92,135.27999999999884,0.4509333333333294,0.0,206.8181469333348,0.9999837043975742,0.9999998622594974,0.9999999585503982,76551.03,115.16999999999824,0.1919499999999971,0.0,145.57868895000163,0.9982743045841528,0.999851368744168,0.9999194754299094,76528.23,137.97000000000116,0.1533000000000013,0.0,136.43947130000265,0.996935464277436,0.9996512522174226,0.9997972628919488,76579.29,86.91000000000349,0.0482833333333352,0.0,111.60712528333612,0.9875181220686492,0.9972269061823956,0.9980911426446424,76651.64,14.559999999997672,0.0040444444444437,0.0,101.14635337777996,0.9789144243090978,0.9940233015888338,0.9956253991300256,0.0120775216382844,True,0.9839612391808579,0.9893020609197634,0.9779224783617156,heartbeat:307,two_side_all_heartbeats,0.9918041887938065,0.9779224783617156,0.9883734843880296,0.01207752163828435,0.0036083775876130098,2026-05-01 03:15:00+00:00,0.9857654279746644,0.9905048534489677,0.9779224783617156,0.9881574969669339,train,1.0,pure_brownian_rv30_adverse15_high_price_20260502_1522
KXBTC15M-26APR302330-30,heartbeat:363,live_heartbeat_two_side,heartbeat:363:yes,2026-05-01 03:18:04.220000+00:00,2026-05-01 03:18:00+00:00,yes,yes,True,True,1,94.0,94.0,94.0,0.94,6.0,88.0,0.0,76842.47,76668.47,715.78,,363,True,False,synced,bid>=98,latest_quote,1.0,174.0,6.5036845531200616,50.37732392644085,,,156.83724414707982,1.1094303584984264,0.8663777140424642,117.29022276144576,1.4834996123581004,0.931029140317946,98.99540061034706,1.7576574156700104,0.96059709115587,81.57142894967025,2.1330998149775997,0.9835417305162346,76732.56,109.91000000000348,1.831833333333392,0.0,1485.189663333375,1.0,1.0,1.0,76665.0,177.47000000000116,0.985944444444451,0.0,879.7193144444491,0.9999999999999682,1.0,1.0,76667.29,175.18000000000757,0.5839333333333585,0.0,591.9678013333514,0.9999997756398316,0.999999998882602,0.9999999999998022,76618.34,224.13000000000463,0.3735500000000077,0.0,441.3796190000056,0.9999161036552696,0.9999958749169722,0.9999999686558548,76545.99,296.4799999999959,0.3294222222222177,0.0,409.7938382222189,0.9997619411664868,0.9999825986415752,0.999999746628892,76564.74,277.7299999999959,0.1542944444444421,0.0,284.44087744444283,0.992347979123328,0.9979687897554974,0.9997557789275532,76659.07,183.39999999999415,0.0509444444444428,0.0,210.46501444444328,0.9636249449037227,0.983248703618634,0.9950618652398256,0.0089708596820538,True,0.935514570158973,0.9570096386525925,0.931029140317946,heartbeat:363,two_side_all_heartbeats,0.9502985455779349,0.931029140317946,0.9493086972233501,0.008970859682053911,0.02059709115587005,2026-05-01 03:30:00+00:00,0.9458131157369081,0.9638753357045493,0.931029140317946,0.9590885351766583,train,6.0,pure_brownian_rv30_adverse15_high_price_20260502_1522
KXBTC15M-26APR302345-45,heartbeat:482,live_heartbeat_two_side,heartbeat:482:no,2026-05-01 03:44:51.205000+00:00,2026-05-01 03:44:00+00:00,no,no,True,True,1,100.0,100.0,100.0,1.0,0.0,100.0,0.0,77140.45,77219.61,8.795,,482,False,False,synced,bid>=98,latest_quote,-1.0,79.16000000000349,26.692414706103065,206.7585552535982,,,16.99327481640649,4.658313412525814,0.9999984059470768,15.198369789162212,5.208453347177511,0.9999999047893928,32.072107771493336,2.4681882638958736,0.9932100561474504,23.289941419440524,3.398892190167865,0.999661703096068,77119.53,-20.919999999998254,-0.3486666666666375,20.919999999998254,76.09347666667041,0.9999997231253286,0.9911677084754552,0.999456963193246,77081.5,-58.94999999999709,-0.3274999999999838,58.94999999999709,76.27963750000363,0.9999997402070336,0.9913055358278476,0.9994720978452492,77171.23,30.77999999999884,0.1025999999999961,0.0,80.06236700000346,0.999999930975556,0.993725600847562,0.9997065932299264,77196.01,55.55999999999767,0.0925999999999961,0.0,79.97441700000346,0.999999928766794,0.9936769238971084,0.9997024751599076,77264.72,124.27000000000407,0.1380777777777823,0.0,80.3743940555591,0.9999999382897912,0.993895629879334,0.9997207790310878,76664.51,-475.9400000000023,-0.2644111111111124,475.9400000000023,76.83450427778126,0.9999997853044644,0.9917052147235976,0.9995149237198602,76571.35,-569.0999999999913,-0.1580833333333309,569.0999999999913,77.76965708333685,0.9999998447614769,0.9923423847352288,0.999579892269003,9.521060717609943e-08,True,0.9999999523946964,0.9999999452549829,0.9999999047893928,heartbeat:482,two_side_all_heartbeats,0.9966050280737252,0.9999999047893928,0.999999957631929,9.521060717609942e-08,0.006789943852549607,2026-05-01 03:45:00+00:00,0.9966049804684216,0.9977366306374664,0.9932100561474504,0.9983024512161796,train,0.0,pure_brownian_rv30_adverse15_high_price_20260502_1522
KXBTC15M-26MAY010000-00,heartbeat:538,live_heartbeat_two_side,heartbeat:538:no,2026-05-01 03:57:22.241000+00:00,2026-05-01 03:57:00+00:00,no,no,True,True,1,88.0,87.0,87.5,0.875,12.5,75.0,1.0,77049.14,77133.88,157.759,,538,False,False,synced,bid>=98,latest_quote,-1.0,84.74000000000524,6.746699815829543,52.25971205713693,,,23.46994357165795,3.610575361686696,0.9998472407440022,33.1102253474697,2.5593302102512303,0.9947562964079132,50.77717340469821,1.668860125880197,0.9524274482426393,99.40267292771055,0.8524921664997019,0.8030295075225917,77093.44,44.30000000000291,0.7383333333333818,0.0,201.2187283333462,0.99999999938865,0.9999629588596132,0.9785292656833472,77118.32,69.18000000000757,0.3843333333333754,0.0,145.3720423333452,0.9999943467391876,0.9979013552294652,0.9281918628472434,77158.64,109.5,0.365,0.0,142.32203500000523,0.9999913994471006,0.997467529812566,0.9238955609812164,77141.75,92.61000000000058,0.1543500000000009,0.0,109.09010165000538,0.999507463501113,0.9841593336656258,0.8637790394620609,77131.59,82.44999999999709,0.0916111111111078,0.0,99.1924772777825,0.9986314876324798,0.9746189592846451,0.8408325368151449,77236.44,187.3000000000029,0.1040555555555571,0.0,101.1557003888944,0.9988751462765036,0.976822649568734,0.845574422756495,76509.68,-539.4600000000064,-0.1498500000000018,539.4600000000064,61.09981385000496,0.9675063708271112,0.8855685083241737,0.7306135720062382,-0.119756296407913,True,0.9348781482039565,0.9565825652850046,0.875,heartbeat:538,two_side_all_heartbeats,0.9137137241213196,0.875,0.9359251688117941,0.11975629640791319,0.07742744824263925,2026-05-01 04:00:00+00:00,0.9735918723252762,0.9823917146992177,0.9524274482426393,0.9856086240968889,train,12.0,pure_brownian_rv30_adverse15_high_price_20260502_1522
KXBTC15M-26MAY010015-15,heartbeat:624,live_heartbeat_two_side,heartbeat:624:yes,2026-05-01 04:14:08.446000+00:00,2026-05-01 04:14:00+00:00,yes,yes,True,True,1,98.0,98.0,98.0,0.98,2.0,96.0,0.0,77134.51,77099.09,51.554,,624,False,False,synced,bid>=98,latest_quote,1.0,35.419999999998254,4.9330710805654725,38.211404281375,,,16.257025801279315,2.178750309740601,0.9853248889293464,19.427361845525684,1.8232017440986632,0.9658635794871716,19.748698069850164,1.793535952330603,0.9635563663751112,56.67095104042387,0.6250115685324015,0.7340182672783725,77101.18,33.330000000001746,0.5555000000000291,0.0,64.05824699999975,0.9995119405356164,0.9994099968369228,0.8708364956919705,77097.68,36.83000000000175,0.2046111111111208,0.0,45.96852122222098,0.991013505845182,0.9900352764276672,0.7913596208647824,77105.8,28.70999999999185,0.0956999999999728,0.0,40.35371779999685,0.981106552654444,0.9794916383164988,0.761789468897111,77060.14,74.36999999999534,0.1239499999999922,0.0,41.81011829999785,0.984306259255574,0.9828746405657915,0.7696728371616788,77090.55,43.95999999999185,0.0488444444444353,0.0,37.938126488886674,0.9745794925656904,0.9726369469962788,0.7483944073594387,77140.45,-5.940000000002328,-0.0033000000000012,5.940000000002328,35.24987179999819,0.9651953477343888,0.962862958273127,0.733032200251247,76664.51,470.0,0.1305555555555555,0.0,42.150661111109365,0.9849834815335984,0.9835929861047106,0.7714948949737647,0.0141364205128283,True,0.9729317897435859,0.9756567107138719,0.9658635794871716,heartbeat:624,two_side_all_heartbeats,0.9717781831875556,0.9658635794871716,0.9759803843770403,0.014136420512828374,0.016443633624888765,2026-05-01 04:15:00+00:00,0.9647099729311415,0.9701754995055757,0.9635563663751112,0.9692069621504629,train,2.0,pure_brownian_rv30_adverse15_high_price_20260502_1522
KXBTC15M-26MAY010030-30,heartbeat:690,live_heartbeat_two_side,heartbeat:690:no,2026-05-01 04:29:09.975000+00:00,2026-05-01 04:29:00+00:00,no,no,True,True,1,100.0,100.0,100.0,1.0,0.0,100.0,0.0,76997.18,77131.71,50.025,,690,False,False,synced,bid>=98,latest_quote,-1.0,134.5300000000134,19.02066048373329,147.33340257472912,,,43.56129131399516,3.088292287533548,0.9989934481667596,36.44678890895367,3.6911345012060632,0.9998883719821908,29.13560900965474,4.617373879345849,0.9999980568663795,28.75042270798876,4.679235549557054,0.9999985602675634,77091.04,93.86000000000058,1.5643333333333431,0.0,212.78577500001387,0.9999999973625364,0.9999999999998596,0.9999999999999324,77139.06,141.88000000000466,0.7882222222222481,0.0,173.96081666668135,0.999999092527308,0.9999999988190188,0.9999999992790096,77116.01,118.83000000000176,0.3961000000000058,0.0,154.3449025000137,0.9999885622966056,0.9999999412896684,0.9999999602895696,77169.14,171.9600000000064,0.2866000000000107,0.0,148.86716500001393,0.9999779147540048,0.9999998384576878,0.9999998878086208,77134.51,137.33000000000175,0.1525888888888908,0.0,142.16325916668015,0.9999520168059884,0.9999994678592048,0.9999996187650032,77090.55,93.3700000000099,0.0518722222222277,0.0,137.12490791668034,0.9999158316953664,0.9999987395807252,0.9999990765441054,77264.72,267.5400000000081,0.0743166666666689,0.0,138.2476912500135,0.999925622212802,0.9999989573315816,0.9999992398346252,0.0001116280178092,True,0.9999441859910954,0.999958978092932,0.9998883719821908,heartbeat:690,two_side_all_heartbeats,0.9999990284331898,0.9998883719821908,0.9999642240539783,0.00011162801780917331,1.9431336204522864e-06,2026-05-01 04:30:00+00:00,0.9999432144242852,0.9999583303817253,0.9998883719821908,0.9999421957485007,train,0.0,pure_brownian_rv30_adverse15_high_price_20260502_1522
KXBTC15M-26MAY010045-45,heartbeat:756,live_heartbeat_two_side,heartbeat:756:yes,2026-05-01 04:44:11.478000+00:00,2026-05-01 04:44:00+00:00,yes,yes,True,True,1,100.0,100.0,100.0,1.0,0.0,100.0,0.0,77033.57,76977.88,48.522,,756,False,False,synced,bid>=98,latest_quote,1.0,55.69000000000233,7.994804921540429,61.92749263460635,,,30.34137919512459,1.835447216880335,0.9667802734493088,19.45776816688261,2.8620959774198296,0.9978957527842428,28.8688982683076,1.929065649905284,0.9731386436540588,24.324004022008737,2.289507925981806,0.988975071038829,77014.84,18.73000000001048,0.3121666666668413,0.0,70.8369510000108,0.9998639711358984,0.9929311648659228,0.9982056747145208,76996.39,37.18000000000757,0.2065555555555976,0.0,65.71248866667104,0.9996338415122225,0.9885841212650168,0.9965491344781692,77028.13,5.440000000002328,0.018133333333341,0.0,56.56986560000271,0.998177271793662,0.9749754220107636,0.9899822033696,77023.43,10.14000000001397,0.0169000000000232,0.0,56.51002180000346,0.9981592687672596,0.97485392190583,0.9899163416815628,76997.18,36.39000000001397,0.0404333333333488,0.0,57.65190620000308,0.9984763455648742,0.9770887562693472,0.9911099289339648,77134.51,-100.93999999998778,-0.0560777777777709,100.93999999998778,52.968994066669325,0.9967580891308824,0.9667332072917272,0.9852836825774696,77140.45,-106.8799999999901,-0.0296888888888861,106.8799999999901,54.249435733335794,0.9973487683550224,0.9698890460804308,0.9871357009415078,0.0021042472157571,True,0.9989478763921213,0.9986910081926349,0.9978957527842428,heartbeat:756,two_side_all_heartbeats,0.9865693218270294,0.9978957527842428,0.9990041801940053,0.0021042472157571934,0.026861356345941223,2026-05-01 04:45:00+00:00,0.9855171982191508,0.9897372227439879,0.9731386436540588,0.9918208385816438,train,0.0,pure_brownian_rv30_adverse15_high_price_20260502_1522
