lock_name,market,registry_entry_dt,recompute_entry_dt,entry_dt_diff_sec,registry_side,recompute_side,registry_ask_cents,recompute_ask_cents,registry_win,recompute_win,registry_net_pnl_cents,recompute_net_pnl_cents,net_delta_recompute_minus_registry,mismatch_reasons
score_min60,KXBTC15M-26MAY032130-30,2026-05-04 01:17:45.202000+00:00,2026-05-04 01:18:00.227000+00:00,15.025,yes,yes,73.0,73.0,True,True,25.0,25.0,0.0,entry_dt
score_min60,KXBTC15M-26MAY032200-00,2026-05-04 01:49:02.931000+00:00,2026-05-04 01:48:02.822000+00:00,-60.109,yes,yes,77.0,68.0,True,True,21.0,30.0,9.0,"entry_dt,ask,net"
score_min60,KXBTC15M-26MAY032230-30,2026-05-04 02:18:05.671000+00:00,2026-05-04 02:17:05.641000+00:00,-60.03,no,no,66.0,79.0,True,True,32.0,19.0,-13.0,"entry_dt,ask,net"
score_min60,KXBTC15M-26MAY032330-30,2026-05-04 03:18:11.263000+00:00,2026-05-04 03:19:11.329000+00:00,60.066,no,no,61.0,69.0,True,True,37.0,29.0,-8.0,"entry_dt,ask,net"
score_min60,KXBTC15M-26MAY040130-30,2026-05-04 05:19:06.925000+00:00,2026-05-04 05:17:06.838000+00:00,-120.087,no,no,62.0,66.0,True,True,36.0,32.0,-4.0,"entry_dt,ask,net"
score_min60,KXBTC15M-26MAY040145-45,2026-05-04 05:35:08.515000+00:00,2026-05-04 05:31:08.227000+00:00,-240.288,no,no,69.0,66.0,False,False,-71.0,-68.0,3.0,"entry_dt,ask,net"
score_min60,KXBTC15M-26MAY040245-45,2026-05-04 06:33:13.573000+00:00,2026-05-04 06:32:13.465000+00:00,-60.108,yes,yes,71.0,75.0,True,True,27.0,23.0,-4.0,"entry_dt,ask,net"
score_min60,KXBTC15M-26MAY040415-15,2026-05-04 08:05:07.264000+00:00,2026-05-04 08:02:06.964000+00:00,-180.3,no,yes,86.0,74.0,False,True,-87.0,24.0,111.0,"entry_dt,side,win,ask,net"
score_min60,KXBTC15M-26MAY040845-45,,2026-05-04 12:42:01.334000+00:00,,,yes,,72.0,,True,,26.0,,recompute_only
score_min60,KXBTC15M-26MAY040945-45,2026-05-04 13:34:05.776000+00:00,2026-05-04 13:33:05.605000+00:00,-60.171,yes,yes,63.0,64.0,False,False,-65.0,-66.0,-1.0,"entry_dt,ask,net"
score_min60,KXBTC15M-26MAY041000-00,2026-05-04 13:51:07.326000+00:00,2026-05-04 13:50:07.149000+00:00,-60.177,no,no,63.0,70.0,True,True,35.0,28.0,-7.0,"entry_dt,ask,net"
score_min60,KXBTC15M-26MAY041115-15,2026-05-04 15:06:13.757000+00:00,2026-05-04 15:05:13.679000+00:00,-60.078,no,no,70.0,79.0,True,True,28.0,19.0,-9.0,"entry_dt,ask,net"
book_p80_profit_frontier,KXBTC15M-26APR302230-30,,2026-05-01 02:19:59.043000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26APR302245-45,,2026-05-01 02:33:30.292000+00:00,,,no,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26APR302300-00,,2026-05-01 02:55:02.195000+00:00,,,no,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26APR302315-15,,2026-05-01 03:08:03.262000+00:00,,,yes,,90.0,,True,,9.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26APR302330-30,,2026-05-01 03:17:04.128000+00:00,,,yes,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26APR302345-45,,2026-05-01 03:39:35.807000+00:00,,,no,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010000-00,,2026-05-01 03:55:37.207000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010030-30,,2026-05-01 04:27:39.843000+00:00,,,no,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010045-45,,2026-05-01 04:36:25.596000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010100-00,,2026-05-01 04:53:12.320000+00:00,,,yes,,82.0,,False,,-84.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010115-15,,2026-05-01 05:04:58.417000+00:00,,,yes,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010130-30,,2026-05-01 05:18:29.653000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010145-45,,2026-05-01 05:42:46.995000+00:00,,,yes,,87.0,,True,,12.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010200-00,,2026-05-01 05:53:17.873000+00:00,,,yes,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010215-15,,2026-05-01 06:10:19.240000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010230-30,,2026-05-01 06:26:05.791000+00:00,,,yes,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010245-45,,2026-05-01 06:38:52.243000+00:00,,,no,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010300-00,,2026-05-01 06:50:38.202000+00:00,,,no,,91.0,,False,,-92.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010315-15,,2026-05-01 07:11:55.169000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010330-30,,2026-05-01 07:26:57.822000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010345-45,,2026-05-01 07:41:44.171000+00:00,,,yes,,89.0,,True,,10.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010400-00,,2026-05-01 07:49:59.900000+00:00,,,yes,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010415-15,,2026-05-01 08:03:46.035000+00:00,,,no,,82.0,,False,,-84.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010430-30,,2026-05-01 08:16:02.172000+00:00,,,yes,,90.0,,True,,9.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010445-45,,2026-05-01 08:36:04.114000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010515-15,,2026-05-01 09:03:21.532000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010530-30,,2026-05-01 09:24:38.663000+00:00,,,yes,,86.0,,True,,13.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010545-45,,2026-05-01 09:35:54.725000+00:00,,,no,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010600-00,,2026-05-01 09:46:40.715000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010615-15,,2026-05-01 10:06:12.375000+00:00,,,no,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010630-30,,2026-05-01 10:16:58.670000+00:00,,,yes,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010645-45,,2026-05-01 10:35:45.414000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010700-00,,2026-05-01 10:57:02.038000+00:00,,,yes,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010730-30,,2026-05-01 11:17:48.801000+00:00,,,yes,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010745-45,,2026-05-01 11:41:05.581000+00:00,,,yes,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010800-00,,2026-05-01 11:49:21.485000+00:00,,,no,,86.0,,False,,-87.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010815-15,,2026-05-01 12:11:08.227000+00:00,,,no,,82.0,,False,,-84.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010830-30,,2026-05-01 12:18:53.672000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010845-45,,2026-05-01 12:33:09.959000+00:00,,,yes,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010900-00,,2026-05-01 12:57:27.106000+00:00,,,yes,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010915-15,,2026-05-01 13:01:57.382000+00:00,,,yes,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY010945-45,,2026-05-01 13:34:00.118000+00:00,,,yes,,86.0,,False,,-87.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011000-00,,2026-05-01 13:48:31.076000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011015-15,,2026-05-01 14:11:02.707000+00:00,,,no,,81.0,,False,,-83.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011030-30,,2026-05-01 14:18:48.341000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011045-45,,2026-05-01 14:37:19.796000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011100-00,,2026-05-01 14:49:05.696000+00:00,,,yes,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011115-15,,2026-05-01 15:02:21.941000+00:00,,,no,,82.0,,False,,-84.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011130-30,,2026-05-01 15:24:08.912000+00:00,,,yes,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011145-45,,2026-05-01 15:37:39.897000+00:00,,,yes,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011200-00,,2026-05-01 15:50:56.121000+00:00,,,no,,93.0,,True,,6.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011215-15,,2026-05-01 16:01:12.086000+00:00,,,yes,,82.0,,False,,-84.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011230-30,,2026-05-01 16:20:28.792000+00:00,,,no,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011245-45,,2026-05-01 16:33:44.823000+00:00,,,no,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011300-00,,2026-05-01 16:50:16.423000+00:00,,,no,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011315-15,,2026-05-01 17:09:02.980000+00:00,,,no,,81.0,,False,,-83.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011330-30,,2026-05-01 17:24:34.515000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011345-45,,2026-05-01 17:36:50.565000+00:00,,,yes,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011400-00,,2026-05-01 17:53:22.068000+00:00,,,yes,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011415-15,,2026-05-01 18:12:23.630000+00:00,,,no,,90.0,,True,,9.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011430-30,,2026-05-01 18:22:39.330000+00:00,,,yes,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011445-45,,2026-05-01 18:40:25.686000+00:00,,,no,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011500-00,,2026-05-01 18:51:26.556000+00:00,,,yes,,81.0,,False,,-83.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011515-15,,2026-05-01 19:05:42.861000+00:00,,,yes,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011530-30,,2026-05-01 19:17:28.796000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011545-45,,2026-05-01 19:31:45.078000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011600-00,,2026-05-01 19:49:01.543000+00:00,,,yes,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011615-15,,2026-05-01 20:05:33.279000+00:00,,,no,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011630-30,,2026-05-01 20:18:04.371000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011645-45,,2026-05-01 20:38:20.917000+00:00,,,no,,86.0,,True,,13.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011700-00,,2026-05-01 20:52:22.319000+00:00,,,no,,94.0,,True,,5.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011715-15,,2026-05-01 21:02:38.125000+00:00,,,yes,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011730-30,,2026-05-01 21:22:09.914000+00:00,,,yes,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011745-45,,2026-05-01 21:31:25.712000+00:00,,,yes,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011800-00,,2026-05-01 21:49:42.015000+00:00,,,yes,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011815-15,,2026-05-01 22:05:58.382000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011830-30,,2026-05-01 22:19:44.483000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011845-45,,2026-05-01 22:35:00.732000+00:00,,,no,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011900-00,,2026-05-01 22:49:16.995000+00:00,,,no,,90.0,,True,,9.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011930-30,,2026-05-01 23:18:19.359000+00:00,,,no,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY011945-45,,2026-05-01 23:37:54.025000+00:00,,,yes,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012000-00,,2026-05-01 23:52:10.480000+00:00,,,yes,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012015-15,,2026-05-02 00:03:26.399000+00:00,,,yes,,87.0,,False,,-88.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012030-30,,2026-05-02 00:23:43.378000+00:00,,,yes,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012045-45,,2026-05-02 00:32:59.296000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012100-00,,2026-05-02 00:51:15.847000+00:00,,,yes,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012115-15,,2026-05-02 01:09:17.279000+00:00,,,yes,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012130-30,,2026-05-02 01:19:33.286000+00:00,,,no,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012145-45,,2026-05-02 01:33:19.548000+00:00,,,yes,,85.0,,False,,-86.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012200-00,,2026-05-02 01:56:51.961000+00:00,,,no,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012215-15,,2026-05-02 02:04:07.662000+00:00,,,yes,,81.0,,False,,-83.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012230-30,,2026-05-02 02:26:24.460000+00:00,,,no,,89.0,,True,,10.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012245-45,,2026-05-02 02:35:55.220000+00:00,,,yes,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012300-00,,2026-05-02 02:52:26.889000+00:00,,,yes,,95.0,,False,,-96.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012315-15,,2026-05-02 03:07:43.108000+00:00,,,no,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012330-30,,2026-05-02 03:23:29.737000+00:00,,,yes,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY012345-45,,2026-05-02 03:34:45.782000+00:00,,,yes,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020000-00,,2026-05-02 03:56:47.904000+00:00,,,yes,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020015-15,,2026-05-02 04:05:33.659000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020030-30,,2026-05-02 04:26:35.766000+00:00,,,no,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020045-45,,2026-05-02 04:40:06.868000+00:00,,,no,,89.0,,True,,10.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020100-00,,2026-05-02 04:47:37.482000+00:00,,,no,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020115-15,,2026-05-02 05:10:39.505000+00:00,,,no,,95.0,,True,,4.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020130-30,,2026-05-02 05:25:41.195000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020145-45,,2026-05-02 05:31:56.693000+00:00,,,yes,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020200-00,,2026-05-02 05:53:58.599000+00:00,,,yes,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020215-15,,2026-05-02 06:03:29.449000+00:00,,,yes,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020230-30,,2026-05-02 06:22:45.968000+00:00,,,no,,89.0,,True,,10.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020245-45,,2026-05-02 06:36:32.147000+00:00,,,yes,,86.0,,True,,13.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020300-00,,2026-05-02 06:48:17.938000+00:00,,,yes,,86.0,,True,,13.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020315-15,,2026-05-02 07:10:35.138000+00:00,,,no,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020330-30,,2026-05-02 07:22:51.072000+00:00,,,yes,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020345-45,,2026-05-02 07:34:07.165000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020400-00,,2026-05-02 07:57:24.267000+00:00,,,no,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020415-15,,2026-05-02 08:11:10.126000+00:00,,,yes,,91.0,,True,,8.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020430-30,,2026-05-02 08:23:41.118000+00:00,,,yes,,86.0,,True,,13.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020445-45,,2026-05-02 08:34:57.209000+00:00,,,yes,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020500-00,,2026-05-02 08:54:28.994000+00:00,,,yes,,86.0,,False,,-87.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020515-15,,2026-05-02 09:11:45.493000+00:00,,,no,,86.0,,True,,13.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020530-30,,2026-05-02 09:19:46.222000+00:00,,,yes,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020545-45,,2026-05-02 09:31:02.261000+00:00,,,no,,83.0,,False,,-84.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020600-00,,2026-05-02 09:54:04.339000+00:00,,,no,,87.0,,True,,12.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020615-15,,2026-05-02 10:12:35.692000+00:00,,,yes,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020630-30,,2026-05-02 10:20:51.525000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020645-45,,2026-05-02 10:34:52.910000+00:00,,,yes,,81.0,,False,,-83.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020700-00,,2026-05-02 10:50:09.375000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020715-15,,2026-05-02 11:00:40.685000+00:00,,,no,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020730-30,,2026-05-02 11:22:57.964000+00:00,,,yes,,89.0,,True,,10.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020745-45,,2026-05-02 11:34:44.130000+00:00,,,no,,86.0,,True,,13.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020800-00,,2026-05-02 11:49:00.438000+00:00,,,no,,81.0,,False,,-83.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020815-15,,2026-05-02 12:09:32.431000+00:00,,,no,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020830-30,,2026-05-02 12:24:18.905000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020845-45,,2026-05-02 12:37:20.237000+00:00,,,no,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020900-00,,2026-05-02 12:52:51.669000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020915-15,,2026-05-02 13:02:22.649000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020930-30,,2026-05-02 13:16:39.197000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY020945-45,,2026-05-02 13:40:56.351000+00:00,,,yes,,89.0,,True,,10.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021000-00,,2026-05-02 13:52:13.777000+00:00,,,no,,90.0,,False,,-91.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021015-15,,2026-05-02 14:09:45.688000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021030-30,,2026-05-02 14:22:32.359000+00:00,,,yes,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021045-45,,2026-05-02 14:35:07.056000+00:00,,,yes,,81.0,,False,,-83.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021100-00,,2026-05-02 14:49:08.208000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021115-15,,2026-05-02 15:06:56.349000+00:00,,,yes,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021130-30,,2026-05-02 15:16:57.239000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021145-45,,2026-05-02 15:34:43.988000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021200-00,,2026-05-02 15:55:20.571000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021315-15,,2026-05-02 17:06:08.476000+00:00,,,no,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021330-30,,2026-05-02 17:24:40.051000+00:00,,,no,,84.0,,False,,-85.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021345-45,,2026-05-02 17:35:40.883000+00:00,,,yes,,85.0,,False,,-86.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021400-00,,2026-05-02 17:50:26.964000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021415-15,,2026-05-02 18:04:28.285000+00:00,,,no,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021430-30,,2026-05-02 18:18:44.572000+00:00,,,yes,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021445-45,,2026-05-02 18:32:01.004000+00:00,,,yes,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021500-00,,2026-05-02 18:48:17.875000+00:00,,,yes,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021515-15,,2026-05-02 19:09:04.970000+00:00,,,no,,83.0,,False,,-84.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021530-30,,2026-05-02 19:18:20.903000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021545-45,,2026-05-02 19:40:08.078000+00:00,,,yes,,88.0,,True,,11.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021600-00,,2026-05-02 19:52:54.306000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021615-15,,2026-05-02 20:11:11.390000+00:00,,,no,,90.0,,True,,9.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021630-30,,2026-05-02 20:25:27.741000+00:00,,,no,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021645-45,,2026-05-02 20:35:58.824000+00:00,,,yes,,84.0,,True,,15.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021700-00,,2026-05-02 20:52:30.824000+00:00,,,yes,,82.0,,True,,16.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021715-15,,2026-05-02 21:04:02.056000+00:00,,,yes,,81.0,,False,,-83.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021730-30,,2026-05-02 21:19:18.625000+00:00,,,yes,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021745-45,,2026-05-02 21:31:04.860000+00:00,,,yes,,86.0,,True,,13.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021800-00,,2026-05-02 21:57:37.609000+00:00,,,no,,81.0,,True,,17.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021815-15,,2026-05-02 22:12:09.077000+00:00,,,yes,,85.0,,True,,14.0,,recompute_only
book_p80_profit_frontier,KXBTC15M-26MAY021830-30,,2026-05-02 22:19:24.538000+00:00,,,no,,83.0,,True,,16.0,,recompute_only
