lock_name,market,registered_utc,lock_close_dt,entry_dt,close_dt,side,ask_cents,bid_cents,seconds_to_close,source_line_no,decision_key,chooser,score_value,overlay,book_p_side,brownian_p_rv_15m,brownian_p_rv_30m,margin_dollars,margin_per_rv_sigma_15m,signed_move_3m,signed_move_5m,signed_move_15m,signed_move_30m,impulse_3_5m,impulse_3_5m_over_margin,fade_trigger_side,fade_trigger_ask_cents,fade_trigger_score_value,fade_trigger_margin_dollars,fade_trigger_signed_move_3m,fade_trigger_signed_move_5m,fade_trigger_impulse_3_5m,fade_trigger_impulse_3_5m_over_margin,abs_book_rv15_gap,adverse_move_15m,touch_loss_rv_15m,touch_survival_rv_15m,book_touch_blend_15,hazard_discounted_mean_15,kinetic_touch_score_15,blend_logit_book_rv_hazard_mean,fair_edge_cents,outcome_available,outcome,win,entry_fee_cents,net_pnl_cents
book_margin,KXBTC15M-26MAY041330-30,2026-05-04T17:19:04.821405+00:00,2026-05-03T22:30:00+00:00,2026-05-04T17:17:26.359000+00:00,2026-05-04T17:30:00+00:00,yes,62.0,61.0,753.641,53918,heartbeat:53918,book_p_side,0.615,none,0.615,0.5939704587226551,0.5940648204292254,32.129999999990105,0.237770522688249,36.47000000000117,42.51999999998952,327.8000000000029,135.84999999999127,,,,,,,,,,,0.0210295412773449,0.0,0.8120590825546898,0.1879409174453101,0.5243307981697258,0.4014704587226551,0.6126014234125794,0.5373834954671213,,True,yes,True,2,36.0
book_margin,KXBTC15M-26MAY041345-45,2026-05-04T17:31:48.729992+00:00,2026-05-03T22:30:00+00:00,2026-05-04T17:30:42.581000+00:00,2026-05-04T17:45:00+00:00,no,64.0,63.0,857.419,53977,heartbeat:53977,book_p_side,0.635,none,0.635,0.537293437569791,0.531683389236404,10.75,0.0936173524884623,-31.0,31.570000000006985,-59.00999999999476,-426.9900000000053,,,,,,,,,,,0.097706562430209,59.00999999999476,0.925413124860418,0.0745868751395819,0.4984907344203642,0.3547934375697909,0.5347274799458744,0.5087611188049059,,True,no,True,2,34.0
book_margin,KXBTC15M-26MAY041400-00,2026-05-04T17:56:43.744369+00:00,2026-05-03T22:30:00+00:00,2026-05-04T17:46:29.141000+00:00,2026-05-04T18:00:00+00:00,yes,61.0,60.0,810.859,54046,heartbeat:54046,book_p_side,0.605,none,0.605,0.5440225674551076,0.5385051640200302,10.94999999999709,0.1105731184764721,16.04999999998836,-3.3800000000046566,-132.54000000000815,-89.73000000001048,,,,,,,,,,,0.0609774325448924,132.54000000000815,0.9119548650897848,0.0880451349102151,0.4863646688458199,0.3465225674551075,0.465473008327234,0.4973775283943313,,True,yes,True,2,37.0
book_margin,KXBTC15M-26MAY041415-15,2026-05-04T18:12:13.954455+00:00,2026-05-03T22:30:00+00:00,2026-05-04T18:00:31.066000+00:00,2026-05-04T18:15:00+00:00,no,70.0,68.0,868.934,54114,heartbeat:54114,book_p_side,0.69,none,0.69,0.5606110144671055,0.5824730565218377,52.36000000000058,0.1525185369927612,103.02999999999884,46.52999999999884,-113.32000000000698,57.02999999999884,,,,,,,,,,,0.1293889855328944,113.32000000000698,0.878777971065789,0.1212220289342109,0.5438971594036185,0.4056110144671054,0.547736522716865,0.5549127868269584,,True,no,True,2,28.0
book_margin,KXBTC15M-26MAY041430-30,2026-05-04T18:28:02.482828+00:00,2026-05-03T22:30:00+00:00,2026-05-04T18:16:03.351000+00:00,2026-05-04T18:30:00+00:00,no,69.0,68.0,836.649,54182,heartbeat:54182,book_p_side,0.685,none,0.685,0.6688837974989853,0.5963655469485817,63.36999999999534,0.4368330823473505,119.00999999999476,108.50999999999476,9.309999999997672,-2.560000000012224,,,,,,,,,,,0.0161162025010147,0.0,0.6622324050020294,0.3377675949979706,0.6115244683743406,0.5113837974989852,0.7072779104094687,0.6244571367868068,,True,no,True,2,29.0
book_margin,KXBTC15M-26MAY041445-45,2026-05-04T18:43:58.694415+00:00,2026-05-03T22:30:00+00:00,2026-05-04T18:34:15.994000+00:00,2026-05-04T18:45:00+00:00,yes,61.0,60.0,644.006,54260,heartbeat:54260,book_p_side,0.605,none,0.605,0.5147305406970606,0.5138572608494119,3.900000000008731,0.0369323840624036,-3.1299999999901047,54.33000000000175,-10.639999999999418,-174.47999999999593,,,,,,,,,,,0.0902694593029393,10.639999999999418,0.9705389186058788,0.0294610813941211,0.4673248514530894,0.3172305406970606,0.5633547203277686,0.4765799352750361,,True,no,False,2,-63.0
book_margin,KXBTC15M-26MAY041500-00,2026-05-04T18:47:28.442387+00:00,2026-05-03T22:30:00+00:00,2026-05-04T18:47:17.214000+00:00,2026-05-04T19:00:00+00:00,no,63.0,62.0,762.786,54318,heartbeat:54318,book_p_side,0.625,none,0.625,0.5880255909127418,0.5826841755665345,22.860000000000586,0.2224689805494659,17.50999999999476,83.55999999999767,119.00999999999476,146.97999999999593,,,,,,,,,,,0.0369744090872582,0.0,0.8239488181745165,0.1760511818254835,0.5259666340932821,0.4005255909127418,0.6418112458936883,0.5385366898400827,,True,no,True,2,35.0
book_margin,KXBTC15M-26MAY041515-15,2026-05-04T19:03:29.496592+00:00,2026-05-03T22:30:00+00:00,2026-05-04T19:02:03.407000+00:00,2026-05-04T19:15:00+00:00,no,62.0,61.0,776.593,54383,heartbeat:54383,book_p_side,0.615,none,0.615,0.6373655042937296,0.6424419377125861,38.38999999999942,0.3514257175727088,60.30000000000291,7.010000000009313,87.93000000000757,192.2100000000064,,,,,,,,,,,0.0223655042937296,0.0,0.7252689914125408,0.2747310085874592,0.5525375777909243,0.4448655042937296,0.6042047917758214,0.5671656010777562,,True,no,True,2,36.0
book_margin,KXBTC15M-26MAY041530-30,2026-05-04T19:18:39.415670+00:00,2026-05-03T22:30:00+00:00,2026-05-04T19:17:19.951000+00:00,2026-05-04T19:30:00+00:00,no,67.0,66.0,760.049,54450,heartbeat:54450,book_p_side,0.665,none,0.665,0.5927089067225545,0.5958922689703545,26.38999999999941,0.2345188686005609,17.889999999999418,17.80000000000291,17.679999999993015,105.61000000000058,,,,,,,,,,,0.0722910932774455,0.0,0.814582186554891,0.185417813445109,0.5510107893696605,0.4252089067225544,0.6098294593928552,0.5629480370447182,,True,no,True,2,31.0
book_margin,KXBTC15M-26MAY041545-45,2026-05-04T19:33:03.175704+00:00,2026-05-03T22:30:00+00:00,2026-05-04T19:32:36.074000+00:00,2026-05-04T19:45:00+00:00,yes,62.0,61.0,743.926,54517,heartbeat:54517,book_p_side,0.615,none,0.615,0.5663569682290988,0.5654719232962668,17.64999999999418,0.1671067390999423,10.5,63.19999999999709,-105.24000000000524,-122.91999999999824,,,,,,,,,,,0.0486430317709012,105.24000000000524,0.8672860635418025,0.1327139364581975,0.5063820293489142,0.3738569682290987,0.5693026837184647,0.5182981801129267,,True,yes,True,2,36.0
book_margin,KXBTC15M-26MAY041615-15,2026-05-04T20:10:52.668014+00:00,2026-05-03T22:30:00+00:00,2026-05-04T20:00:38.176000+00:00,2026-05-04T20:15:00+00:00,no,73.0,72.0,861.824,54641,heartbeat:54641,book_p_side,0.725,none,0.725,0.5164245351624834,0.5193724997864573,5.830000000001746,0.0411818416254247,-49.919999999998254,-61.629999999990105,-58.30000000000291,-132.1999999999971,,,,,,,,,,,0.2085754648375165,58.30000000000291,0.9671509296750332,0.0328490703249668,0.5344259478556143,0.3789245351624835,0.4208615753900018,0.5449621166278945,,True,yes,False,2,-75.0
book_margin,KXBTC15M-26MAY041630-30,2026-05-04T20:22:23.536370+00:00,2026-05-03T22:30:00+00:00,2026-05-04T20:17:09.519000+00:00,2026-05-04T20:30:00+00:00,yes,62.0,61.0,770.481,54713,heartbeat:54713,book_p_side,0.615,none,0.615,0.6136236145066071,0.5956491059854259,29.89999999999418,0.2887760369289541,64.66000000000349,100.91999999999824,154.5,113.80999999999769,,,,,,,,,,,0.0013763854933929,0.0,0.7727527709867859,0.2272472290132141,0.5371053494292947,0.4211236145066071,0.6522880499858004,0.5508886984910767,,True,no,False,2,-64.0
book_margin,KXBTC15M-26MAY041645-45,2026-05-04T20:34:05.377348+00:00,2026-05-03T22:30:00+00:00,2026-05-04T20:32:40.895000+00:00,2026-05-04T20:45:00+00:00,no,64.0,63.0,739.105,54787,heartbeat:54787,book_p_side,0.635,none,0.635,0.5280622442434956,0.5318190967437163,9.939999999987776,0.0703997232564359,16.669999999998254,11.169999999998254,108.17999999999302,-46.320000000006985,,,,,,,,,,,0.1069377557565044,0.0,0.9438755115130087,0.0561244884869911,0.4924904587582721,0.3455622442434956,0.538953637253376,0.5022909015131551,,True,no,True,2,34.0
book_margin,KXBTC15M-26MAY041700-00,2026-05-04T20:46:36.677417+00:00,2026-05-03T22:30:00+00:00,2026-05-04T20:46:12.274000+00:00,2026-05-04T21:00:00+00:00,yes,69.0,68.0,827.726,54847,heartbeat:54847,book_p_side,0.685,none,0.685,0.6582545231505139,0.6217089171805537,39.229999999995925,0.4077040636779934,60.7100000000064,57.570000000006985,-76.4600000000064,-154.5,,,,,,,,,,,0.0267454768494861,76.4600000000064,0.6834909536989722,0.3165090463010278,0.6046154400478341,0.5007545231505139,0.6491728600164042,0.6173849259767821,,True,yes,True,2,29.0
book_margin,KXBTC15M-26MAY041715-15,2026-05-04T21:10:49.252637+00:00,2026-05-03T22:30:00+00:00,2026-05-04T21:01:13.673000+00:00,2026-05-04T21:15:00+00:00,yes,69.0,68.0,826.327,54913,heartbeat:54913,book_p_side,0.685,none,0.685,0.6082320366502096,0.590324679157654,18.89999999999418,0.2747140620887996,27.970000000001164,0.7100000000064028,3.5,-72.9600000000064,,,,,,,,,,,0.0767679633497904,0.0,0.7835359266995807,0.2164640733004192,0.5721008238226363,0.4507320366502096,0.6019376678286793,0.5841111295709512,,True,yes,True,2,29.0
book_margin,KXBTC15M-26MAY041730-30,2026-05-04T21:23:13.551534+00:00,2026-05-03T22:30:00+00:00,2026-05-04T21:17:15.295000+00:00,2026-05-04T21:30:00+00:00,no,61.0,60.0,764.705,54983,heartbeat:54983,book_p_side,0.605,none,0.605,0.5267096794131017,0.5272377973142529,6.100000000005821,0.0670013340457464,-11.369999999995343,34.50999999999476,-93.94000000000231,-152.92999999999302,,,,,,,,,,,0.0782903205868983,93.94000000000231,0.9465806411737968,0.0534193588262033,0.475111291618516,0.3292096794131016,0.525204309699769,0.4851311754766184,,True,yes,False,2,-63.0
book_margin,KXBTC15M-26MAY041745-45,2026-05-04T21:35:24.108576+00:00,2026-05-03T22:30:00+00:00,2026-05-04T21:31:01.505000+00:00,2026-05-04T21:45:00+00:00,yes,68.0,67.0,838.495,55044,heartbeat:55044,book_p_side,0.675,none,0.675,0.6403625278135069,0.6567420980447068,44.66000000000349,0.359427982545938,26.879999999990105,-21.44999999999709,130.4499999999971,284.4499999999971,,,,,,,,,,,0.0346374721864931,0.0,0.7192749443729862,0.2807250556270138,0.5874856430787795,0.4778625278135069,0.5803860625578185,0.6002257651495403,,True,yes,True,2,30.0
book_margin,KXBTC15M-26MAY041800-00,2026-05-04T21:48:05.720537+00:00,2026-05-03T22:30:00+00:00,2026-05-04T21:46:17.729000+00:00,2026-05-04T22:00:00+00:00,yes,63.0,62.0,822.271,55158,heartbeat:55158,book_p_side,0.625,none,0.625,0.5827556837738322,0.5650271298627783,16.89999999999418,0.2089482562508093,9.709999999991853,22.44999999999709,22.75,153.1999999999971,,,,,,,,,,,0.0422443162261677,0.0,0.8344886324523355,0.1655113675476645,0.522541194452991,0.3952556837738323,0.608159909788024,0.5349138229562289,,True,yes,True,2,35.0
book_margin,KXBTC15M-26MAY041815-15,2026-05-04T22:01:12.472903+00:00,2026-05-03T22:30:00+00:00,2026-05-04T22:00:33.636000+00:00,2026-05-04T22:15:00+00:00,yes,72.0,71.0,866.364,55290,heartbeat:55290,book_p_side,0.715,none,0.715,0.5274866969453931,0.5295286108052657,6.820000000006985,0.0689535337538528,-9.14999999999418,-10.970000000001164,27.430000000007567,61.08000000000175,,,,,,,,,,,0.1875133030546069,0.0,0.945026606109214,0.0549733938907861,0.5361163530145054,0.384986696945393,0.5298979176026678,0.5466486055470804,,True,yes,True,2,26.0
book_margin,KXBTC15M-26MAY041830-30,2026-05-04T22:23:49.683313+00:00,2026-05-03T22:30:00+00:00,2026-05-04T22:16:04.732000+00:00,2026-05-04T22:30:00+00:00,yes,64.0,63.0,835.268,55420,heartbeat:55420,book_p_side,0.635,none,0.635,0.6382526738576773,0.6222370402271109,34.41000000000349,0.353792156160627,56.64999999999418,55.36000000000058,37.86999999999534,119.16000000000348,,,,,,,,,,,0.0032526738576772,0.0,0.7234946522846455,0.2765053477153545,0.5641142380074903,0.4557526738576772,0.6678707785004474,0.5780290050947243,,True,no,False,2,-66.0
book_margin,KXBTC15M-26MAY041845-45,2026-05-04T22:36:19.070412+00:00,2026-05-03T22:30:00+00:00,2026-05-04T22:30:51.051000+00:00,2026-05-04T22:45:00+00:00,no,65.0,63.0,848.949,55491,heartbeat:55491,book_p_side,0.64,none,0.64,0.5410435055643208,0.5362533876668347,10.389999999999418,0.1030629766296051,33.80000000000291,17.50999999999476,95.7100000000064,8.580000000001746,,,,,,,,,,,0.0989564944356792,0.0,0.9179129888713584,0.0820870111286415,0.5036782786168086,0.3610435055643208,0.5713089539339148,0.5140854814737918,,True,no,True,2,33.0
book_margin,KXBTC15M-26MAY041900-00,2026-05-04T22:48:39.643136+00:00,2026-05-03T22:30:00+00:00,2026-05-04T22:45:37.432000+00:00,2026-05-04T23:00:00+00:00,no,61.0,59.0,862.568,55614,heartbeat:55614,book_p_side,0.6,none,0.6,0.5968350288723708,0.5899853539384385,21.080000000001743,0.2451633638687905,48.629999999990105,32.979999999995925,150.47999999999593,246.1900000000024,,,,,,,,,,,0.0031649711276291,0.0,0.8063299422552583,0.1936700577447416,0.517942768767041,0.3968350288723708,0.6206513918832994,0.531548857698535,,True,no,True,2,37.0
book_margin,KXBTC15M-26MAY041915-15,2026-05-04T23:01:17.723491+00:00,2026-05-03T22:30:00+00:00,2026-05-04T23:00:38.663000+00:00,2026-05-04T23:15:00+00:00,no,62.0,61.0,861.337,55740,heartbeat:55740,book_p_side,0.615,none,0.615,0.5693855903702612,0.565592759561736,13.80000000000291,0.1748101415269504,20.17999999999301,9.80000000000291,41.33000000000175,191.80999999999767,,,,,,,,,,,0.0456144096297388,0.0,0.8612288192594777,0.1387711807405223,0.5083506337406698,0.3768855903702611,0.5711670574985338,0.5203999421824561,,True,no,True,2,36.0
book_margin,KXBTC15M-26MAY041930-30,2026-05-04T23:18:31.124231+00:00,2026-05-03T22:30:00+00:00,2026-05-04T23:17:55.026000+00:00,2026-05-04T23:30:00+00:00,no,61.0,60.0,724.974,55834,heartbeat:55834,book_p_side,0.605,none,0.605,0.6012629934967343,0.5838192517300569,15.639999999999418,0.2566175663797922,5.889999999999418,8.169999999998254,79.3700000000099,236.84000000001103,,,,,,,,,,,0.0037370065032656,0.0,0.7974740130065314,0.2025259869934685,0.5235709457728773,0.4037629934967343,0.5864780457304634,0.5372030211203671,,True,yes,False,2,-63.0
book_margin,KXBTC15M-26MAY041945-45,2026-05-04T23:36:38.766570+00:00,2026-05-03T22:30:00+00:00,2026-05-04T23:30:25.866000+00:00,2026-05-04T23:45:00+00:00,no,64.0,63.0,874.134,55903,heartbeat:55903,book_p_side,0.635,none,0.635,0.517891020483439,0.5172702741491788,3.679999999993015,0.0448611806429421,-36.74000000000524,-84.95000000001164,-32.5,111.69999999999708,,,,,,,,,,,0.1171089795165609,32.5,0.964217959033122,0.035782040966878,0.4858791633142354,0.335391020483439,0.3807407903544703,0.4951185303241494,,True,no,True,2,34.0
book_margin,KXBTC15M-26MAY042000-00,2026-05-04T23:54:15.802225+00:00,2026-05-03T22:30:00+00:00,2026-05-04T23:50:12.437000+00:00,2026-05-05T00:00:00+00:00,yes,63.0,62.0,587.563,56027,heartbeat:56027,book_p_side,0.625,none,0.625,0.6204847062109874,0.6233009006552301,25.180000000007567,0.3067540476771789,20.26000000000932,28.470000000001164,-64.2899999999936,-141.54999999998836,,,,,,,,,,,0.0045152937890126,64.2899999999936,0.7590305875780252,0.2409694124219747,0.5470650590371418,0.4329847062109873,0.577831203801631,0.5607605482590264,,True,yes,True,2,35.0
book_margin,KXBTC15M-26MAY042015-15,2026-05-05T00:12:08.671868+00:00,2026-05-03T22:30:00+00:00,2026-05-05T00:01:58.458000+00:00,2026-05-05T00:15:00+00:00,yes,64.0,63.0,781.542,56148,heartbeat:56148,book_p_side,0.635,none,0.635,0.5013432390105309,0.5010922442275773,0.25,0.0033670072451862,-10.010000000009311,-8.620000000009895,83.2899999999936,-86.04000000000815,,,,,,,,,,,0.1336567609894691,0.0,0.9973135219789382,0.0026864780210618,0.4751231053568451,0.3188432390105309,0.4811598875902103,0.4833401452598441,,True,yes,True,2,34.0
book_margin,KXBTC15M-26MAY042045-45,2026-05-05T00:34:20.707740+00:00,2026-05-03T22:30:00+00:00,2026-05-05T00:31:01.120000+00:00,2026-05-05T00:45:00+00:00,yes,68.0,67.0,838.88,56295,heartbeat:56295,book_p_side,0.675,none,0.675,0.6644920852493775,0.6418234449449011,37.52000000000408,0.4247542532192042,23.69000000000233,-5.610000000000582,-34.30000000000291,73.72000000000116,,,,,,,,,,,0.0105079147506225,34.30000000000291,0.6710158295012449,0.328984170498755,0.6031698554120954,0.5019920852493776,0.5874679998840884,0.6163484547769491,,True,yes,True,2,30.0
book_margin,KXBTC15M-26MAY042100-00,2026-05-05T00:54:46.023407+00:00,2026-05-03T22:30:00+00:00,2026-05-05T00:46:02.435000+00:00,2026-05-05T01:00:00+00:00,yes,63.0,61.0,837.565,56361,heartbeat:56361,book_p_side,0.62,none,0.62,0.5966569048288378,0.6104203307938911,30.92999999999301,0.2447032771970242,46.81999999999243,26.94000000000233,170.77999999999884,136.47999999999593,,,,,,,,,,,0.0233430951711621,0.0,0.8066861903423244,0.1933138096576756,0.5288269881387446,0.4066569048288378,0.6062238759853791,0.5418435664289083,,True,yes,True,2,35.0
book_margin,KXBTC15M-26MAY042130-30,2026-05-05T01:19:36.055582+00:00,2026-05-03T22:30:00+00:00,2026-05-05T01:17:21.138000+00:00,2026-05-05T01:30:00+00:00,yes,63.0,61.0,758.862,57748,heartbeat:57748,book_p_side,0.62,none,0.62,0.5845448478079203,0.5784468908617524,18.210000000006403,0.2135342154655109,24.210000000006403,8.110000000000582,136.5,174.98000000001048,,,,,,,,,,,0.0354551521920797,0.0,0.8309103043841595,0.1690896956158405,0.5209541510751482,0.3945448478079202,0.5752961834546543,0.5335129609119308,,True,yes,True,2,35.0
book_margin,KXBTC15M-26MAY042145-45,2026-05-05T01:36:35.033591+00:00,2026-05-03T22:30:00+00:00,2026-05-05T01:32:01.762000+00:00,2026-05-05T01:45:00+00:00,no,62.0,61.0,778.238,57853,heartbeat:57853,book_p_side,0.615,none,0.615,0.6257926449196736,0.6198726575121809,25.619999999995343,0.3207303965040209,39.689999999987776,40.0,21.0,-115.5,,,,,,,,,,,0.0107926449196735,0.0,0.7484147101606529,0.2515852898393471,0.5450152191977878,0.4332926449196735,0.6483674958390163,0.5592337248426273,,True,yes,False,2,-64.0
book_margin,KXBTC15M-26MAY042200-00,2026-05-05T01:55:02.526659+00:00,2026-05-03T22:30:00+00:00,2026-05-05T01:47:18.436000+00:00,2026-05-05T02:00:00+00:00,yes,67.0,66.0,761.564,57974,heartbeat:57974,book_p_side,0.665,none,0.665,0.544245092560686,0.5496894967887513,11.25999999999476,0.1111343439567107,2.1999999999970896,30.479999999995925,60.98999999999069,37.65999999998894,,,,,,,,,,,0.120754907439314,0.0,0.911509814878628,0.0884901851213719,0.519509310164446,0.3767450925606859,0.59995491888213,0.5299403227294406,,True,yes,True,2,31.0
book_margin,KXBTC15M-26MAY042215-15,2026-05-05T02:12:06.605397+00:00,2026-05-03T22:30:00+00:00,2026-05-05T02:00:49.814000+00:00,2026-05-05T02:15:00+00:00,no,65.0,64.0,850.186,58117,heartbeat:58117,book_p_side,0.645,none,0.645,0.5039348886704662,0.5038002520780174,0.9499999999970896,0.0098634631291922,-20.99000000000524,-12.5,-109.60000000000582,-87.99000000000524,,,,,,,,,,,0.1410651113295338,109.60000000000582,0.9921302226590676,0.0078697773409324,0.4823076776358031,0.3264348886704662,0.4320067276994129,0.4907109227890823,,True,yes,False,2,-67.0
book_margin,KXBTC15M-26MAY042245-45,2026-05-05T02:32:00.493636+00:00,2026-05-03T22:30:00+00:00,2026-05-05T02:31:52.559000+00:00,2026-05-05T02:45:00+00:00,yes,62.0,61.0,787.441,58293,heartbeat:58293,book_p_side,0.615,none,0.615,0.5450347502462054,0.5371516195428272,9.69999999999709,0.1131262053175901,-9.430000000007569,-37.73000000001048,35.01999999998952,162.97999999999593,,,,,,,,,,,0.0699652497537945,0.0,0.9099304995075892,0.0900695004924108,0.4925225876600335,0.3525347502462054,0.4482652485933484,0.5034242399688496,,True,yes,True,2,36.0
book_margin,KXBTC15M-26MAY042300-00,2026-05-05T02:52:51.660284+00:00,2026-05-03T22:30:00+00:00,2026-05-05T02:45:38.617000+00:00,2026-05-05T03:00:00+00:00,yes,73.0,72.0,861.383,58426,heartbeat:58426,book_p_side,0.725,none,0.725,0.5183160677503098,0.5235216195411716,9.929999999993017,0.0459277145042503,101.22999999999593,89.25999999999476,345.75,360.1100000000006,,,,,,,,,,,0.2066839322496901,0.0,0.9633678644993804,0.0366321355006196,0.5356554440377013,0.3808160677503098,0.6273372453778342,0.5462517075599358,,True,no,False,2,-75.0
book_margin,KXBTC15M-26MAY042315-15,2026-05-05T03:08:56.375933+00:00,2026-05-03T22:30:00+00:00,2026-05-05T03:02:25.480000+00:00,2026-05-05T03:15:00+00:00,no,62.0,61.0,754.52,58523,heartbeat:58523,book_p_side,0.615,none,0.615,0.5376020596673274,0.5195323700892762,9.220000000001164,0.0943943791418047,-3.0099999999947613,-5.7700000000040745,143.69000000000233,-53.86000000000058,,,,,,,,,,,0.0773979403326725,0.0,0.9247958806653452,0.0752041193346548,0.4876913387837628,0.3451020596673274,0.5104802979000056,0.4982027145821116,,True,yes,False,2,-64.0
book_margin,KXBTC15M-26MAY042330-30,2026-05-05T03:21:57.681697+00:00,2026-05-03T22:30:00+00:00,2026-05-05T03:16:26.829000+00:00,2026-05-05T03:30:00+00:00,no,66.0,64.0,813.171,58604,heartbeat:58604,book_p_side,0.65,none,0.65,0.5206007221766302,0.5148661040212664,5.070000000006985,0.05166132324057301,-52.01999999998952,-101.0,-134.5,127.40000000000873,,,,,,,,,,,0.1293992778233698,134.5,0.9587985556467395,0.04120144435326045,0.4958904694148097,0.3456007221766303,0.3709186456988941,0.505254408015518,,False,,,2,
book_margin_adverse100,KXBTC15M-26MAY032315-15,2026-05-04T03:02:59.267666+00:00,2026-05-04T03:00:00+00:00,2026-05-04T03:00:39.715000+00:00,2026-05-04T03:15:00+00:00,no,62.0,60.0,860.285,43801,heartbeat:43801,book_p_side,0.61,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; adverse_move_15m<=100,0.61,0.5575802217938779,0.5595727568214104,,0.1448370152461701,,,,,,,,,,,,,,,0.052419778206122,12.320000000006983,0.8848395564122442,0.1151604435877557,0.4979271441660206,,0.5759945022944878,,,True,yes,False,2,-64.0
book_margin_adverse100,KXBTC15M-26MAY040000-00,2026-05-04T03:49:03.949943+00:00,2026-05-04T03:00:00+00:00,2026-05-04T03:47:13.963000+00:00,2026-05-04T04:00:00+00:00,yes,80.0,78.0,766.037,44022,heartbeat:44022,book_p_side,0.79,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; adverse_move_15m<=100,0.79,0.7376211776294886,0.7697367119777124,,0.6360288092534125,,,,,,,,,,,,,,,0.0523788223705113,0.0,0.5247576447410227,0.4752423552589773,0.7139537654591677,,0.7847218841046568,,,True,yes,True,2,18.0
book_margin_adverse100,KXBTC15M-26MAY040015-15,2026-05-04T04:00:50.384342+00:00,2026-05-04T03:00:00+00:00,2026-05-04T04:01:00.169000+00:00,2026-05-04T04:15:00+00:00,yes,63.0,62.0,839.831,44083,heartbeat:44083,book_p_side,0.625,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; adverse_move_15m<=100,0.625,0.6306600015075445,0.6404543905917921,,0.3336018832291433,,,,,,,,,,,,,,,0.0056600015075445,0.0,0.7386799969849109,0.261320003015089,0.553679000979904,,0.661160178723473,,,True,yes,True,2,35.0
book_margin_adverse100,KXBTC15M-26MAY040030-30,2026-05-04T04:15:46.330480+00:00,2026-05-04T03:00:00+00:00,2026-05-04T04:15:46.393000+00:00,2026-05-04T04:30:00+00:00,yes,66.0,64.0,853.607,44148,heartbeat:44148,book_p_side,0.65,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; adverse_move_15m<=100,0.65,0.5168697873872528,0.5103466558649311,,0.0422988961744091,,,,,,,,,,,,,,,0.1331302126127472,0.0,0.9662604252254944,0.0337395747745055,0.4934653618017143,,0.519919824328207,,,True,no,False,2,-68.0
book_margin_adverse100,KXBTC15M-26MAY040100-00,2026-05-04T04:50:55.347481+00:00,2026-05-04T03:00:00+00:00,2026-05-04T04:48:19.178000+00:00,2026-05-04T05:00:00+00:00,yes,62.0,60.0,700.822,44307,heartbeat:44307,book_p_side,0.61,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; adverse_move_15m<=100,0.61,0.5760610845731254,0.5641889743037065,,0.1918268594622735,,,,,,,,,,,,,,,0.0339389154268745,0.0,0.8478778308537491,0.1521221691462508,0.5099397049725316,,0.5520692116480453,,,True,no,False,2,-64.0
book_margin_adverse100,KXBTC15M-26MAY040115-15,2026-05-04T05:01:11.647124+00:00,2026-05-04T03:00:00+00:00,2026-05-04T05:00:35.134000+00:00,2026-05-04T05:15:00+00:00,yes,65.0,64.0,864.866,44368,heartbeat:44368,book_p_side,0.645,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; adverse_move_15m<=100,0.645,0.5436473267177852,0.5463734441155866,,0.1096268111768095,,,,,,,,,,,,,,,0.1013526732822148,0.0,0.9127053465644296,0.0872946534355703,0.5081207623665603,,0.6180953926658032,,,True,no,False,2,-67.0
book_margin_adverse100,KXBTC15M-26MAY040130-30,2026-05-04T05:17:14.649881+00:00,2026-05-04T03:00:00+00:00,2026-05-04T05:16:36.762000+00:00,2026-05-04T05:30:00+00:00,no,67.0,66.0,803.238,44468,heartbeat:44468,book_p_side,0.665,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; adverse_move_15m<=100,0.665,0.5175842083510891,0.5164846072604972,,0.0440913556242349,,,,,,,,,,,,,,,0.1474157916489109,0.0,0.9648315832978218,0.0351684167021781,0.502179735428208,,0.6110605461302718,,,True,no,True,2,31.0
book_margin_adverse100,KXBTC15M-26MAY040145-45,2026-05-04T05:31:13.318841+00:00,2026-05-04T03:00:00+00:00,2026-05-04T05:31:08.227000+00:00,2026-05-04T05:45:00+00:00,no,66.0,64.0,831.773,44532,heartbeat:44532,book_p_side,0.65,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; adverse_move_15m<=100,0.65,0.5915008769063974,0.601495218873081,,0.2314074909029302,,,,,,,,,,,,,,,0.0584991230936026,0.0,0.8169982461872052,0.1830017538127948,0.5419755699891584,,0.652258348607526,,,True,yes,False,2,-68.0
