lock_name,market,registered_utc,lock_close_dt,entry_dt,close_dt,side,ask_cents,bid_cents,seconds_to_close,source_line_no,decision_key,chooser,score_value,overlay,book_p_side,brownian_p_rv_15m,brownian_p_rv_30m,margin_dollars,margin_per_rv_sigma_15m,signed_move_3m,signed_move_5m,signed_move_15m,signed_move_30m,impulse_3_5m,impulse_3_5m_over_margin,fade_trigger_side,fade_trigger_ask_cents,fade_trigger_score_value,fade_trigger_margin_dollars,fade_trigger_signed_move_3m,fade_trigger_signed_move_5m,fade_trigger_impulse_3_5m,fade_trigger_impulse_3_5m_over_margin,abs_book_rv15_gap,adverse_move_15m,touch_loss_rv_15m,touch_survival_rv_15m,book_touch_blend_15,hazard_discounted_mean_15,kinetic_touch_score_15,blend_logit_book_rv_hazard_mean,fair_edge_cents,outcome_available,outcome,win,entry_fee_cents,net_pnl_cents
book_early_score_gap020_wait,KXBTC15M-26MAY040045-45,2026-05-04T04:35:14.757091+00:00,2026-05-04T02:00:00+00:00,2026-05-04T04:35:03.054000+00:00,2026-05-04T04:45:00+00:00,yes,69.0,68.0,596.946,44248,heartbeat:44248,score_min_book_rv15,0.6314448227771716,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.685,0.6314448227771716,0.6432097109428463,,0.3356824328741555,,,,,,,,,,,,,,,0.0535551772228284,124.61999999999534,0.7371103544456568,0.2628896455543432,0.5871891348051617,,0.6117857902754095,,,True,no,False,2,-71.0
book_early_score_gap020_wait,KXBTC15M-26MAY040100-00,2026-05-04T04:50:55.347481+00:00,2026-05-04T02:00:00+00:00,2026-05-04T04:50:04.342000+00:00,2026-05-04T05:00:00+00:00,no,63.0,62.0,595.658,44314,heartbeat:44314,score_min_book_rv15,0.625,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.625,0.6517888513834266,0.6267423548574781,,0.3901545098494979,,,,,,,,,,,,,,,0.0267888513834265,0.0,0.6964222972331469,0.3035777027668531,0.5674127533992273,,0.6457083844495054,,,True,no,True,2,35.0
book_early_score_gap020_wait,KXBTC15M-26MAY040115-15,2026-05-04T05:01:11.647124+00:00,2026-05-04T02:00:00+00:00,2026-05-04T05:01:05.167000+00:00,2026-05-04T05:15:00+00:00,yes,70.0,69.0,834.833,44370,heartbeat:44370,score_min_book_rv15,0.695,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.695,0.6968086749916316,0.7162014115001131,,0.5152438221620592,,,,,,,,,,,,,,,0.0018086749916316,0.0,0.6063826500167369,0.3936173499832631,0.6351756387445604,,0.7263787189160044,,,True,no,False,2,-72.0
book_early_score_gap020_wait,KXBTC15M-26MAY040130-30,2026-05-04T05:20:53.734432+00:00,2026-05-04T02:00:00+00:00,2026-05-04T05:19:06.925000+00:00,2026-05-04T05:30:00+00:00,no,62.0,61.0,653.075,44478,heartbeat:44478,score_min_book_rv15,0.615,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.615,0.6590848760862443,0.64135449965503,,0.409966873864836,,,,,,,,,,,,,,,0.0440848760862443,0.0,0.6818302478275113,0.3181697521724886,0.5666551694560588,,0.670670851997211,,,True,no,True,2,36.0
book_early_score_gap020_wait,KXBTC15M-26MAY040145-45,2026-05-04T05:40:57.972781+00:00,2026-05-04T02:00:00+00:00,2026-05-04T05:35:08.515000+00:00,2026-05-04T05:45:00+00:00,no,69.0,67.0,591.485,44548,heartbeat:44548,score_min_book_rv15,0.6660944803445782,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.68,0.6660944803445782,0.651476288994311,,0.4291541610129596,,,,,,,,,,,,,,,0.0139055196554218,0.0,0.6678110393108436,0.3321889606891564,0.6069614122239759,,0.6919558956459356,,,True,yes,False,2,-71.0
book_early_score_gap020_wait,KXBTC15M-26MAY040200-00,2026-05-04T05:48:51.315620+00:00,2026-05-04T02:00:00+00:00,2026-05-04T05:48:09.409000+00:00,2026-05-04T06:00:00+00:00,no,69.0,67.0,710.591,44606,heartbeat:44606,score_min_book_rv15,0.68,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.68,0.7327972220915285,0.6953846043519896,,0.6212949803599869,,,,,,,,,,,,,,,0.0527972220915284,0.0,0.5344055558169429,0.465594444183057,0.6503181943594937,,0.7233231704194668,,,True,no,True,2,29.0
book_early_score_gap020_wait,KXBTC15M-26MAY040215-15,2026-05-04T06:06:36.780752+00:00,2026-05-04T02:00:00+00:00,2026-05-04T06:04:40.913000+00:00,2026-05-04T06:15:00+00:00,no,64.0,63.0,619.087,44678,heartbeat:44678,score_min_book_rv15,0.635,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.635,0.6494746431861824,0.6618482956153461,,0.3839024996294508,,,,,,,,,,,,,,,0.0144746431861824,0.0,0.7010507136276352,0.2989492863723648,0.5714085180710186,0.4669746431861824,0.6522699068566098,0.5856605486563085,,True,no,True,2,34.0
book_early_score_gap020_wait,KXBTC15M-26MAY040230-30,2026-05-04T06:15:48.413576+00:00,2026-05-04T02:00:00+00:00,2026-05-04T06:15:26.884000+00:00,2026-05-04T06:30:00+00:00,no,79.0,78.0,873.116,44739,heartbeat:44739,score_min_book_rv15,0.687299025348391,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.785,0.687299025348391,0.7197241417057627,,0.4882088037922328,,,,,,,,,,,,,,,0.0977009746516089,0.0,0.6254019493032179,0.3745980506967821,0.6784943664764543,0.579799025348391,0.7381449454633999,0.6902964083655269,,True,no,True,2,19.0
book_early_score_gap020_wait,KXBTC15M-26MAY040245-45,2026-05-04T06:34:02.685175+00:00,2026-05-04T02:00:00+00:00,2026-05-04T06:33:13.573000+00:00,2026-05-04T06:45:00+00:00,yes,71.0,70.0,706.427,44820,heartbeat:44820,score_min_book_rv15,0.6395041727943421,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.705,0.6395041727943421,0.6779581417262293,,0.3571337833919933,,,,,,,,,,,,,,,0.0654958272056578,102.69000000000231,0.7209916544113157,0.2790083455886842,0.6034277123163224,0.4920041727943421,0.6445605789757919,0.6155769671613123,,True,yes,True,2,27.0
book_early_score_gap020_wait,KXBTC15M-26MAY040300-00,2026-05-04T06:46:22.300455+00:00,2026-05-04T02:00:00+00:00,2026-05-04T06:46:14.787000+00:00,2026-05-04T07:00:00+00:00,yes,75.0,73.0,825.213,44878,heartbeat:44878,score_min_book_rv15,0.7228959769033411,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.74,0.7228959769033411,0.6521435111033189,,0.591466273933166,,,,,,,,,,,,,,,0.0171040230966589,0.0,0.5542080461933179,0.4457919538066821,0.6768823849871718,0.5928959769033411,0.7527597504527209,0.6886031644459756,,True,yes,True,2,23.0
book_early_score_gap020_wait,KXBTC15M-26MAY040315-15,2026-05-04T07:01:12.248042+00:00,2026-05-04T02:00:00+00:00,2026-05-04T07:00:31.466000+00:00,2026-05-04T07:15:00+00:00,no,72.0,70.0,868.534,44940,heartbeat:44940,score_min_book_rv15,0.6006117191665568,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.71,0.6006117191665568,0.6098657525267721,,0.2549307810756881,,,,,,,,,,,,,,,0.1093882808334432,113.26000000000931,0.7987765616668865,0.2012234383331135,0.5808976174582619,0.4556117191665567,0.6307830848297677,0.5926969247765809,,True,no,True,2,26.0
book_early_score_gap020_wait,KXBTC15M-26MAY040330-30,2026-05-04T07:16:06.169785+00:00,2026-05-04T02:00:00+00:00,2026-05-04T07:16:02.728000+00:00,2026-05-04T07:30:00+00:00,yes,64.0,62.0,837.272,45008,heartbeat:45008,score_min_book_rv15,0.6262458348443234,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.63,0.6262458348443234,0.6450487633884086,,0.321926561497854,,,,,,,,,,,,,,,0.0037541651556766,0.0,0.7475083303113532,0.2524916696886468,0.5535597926488103,0.4412458348443233,0.6426160093965324,0.5672773562860987,,True,no,False,2,-66.0
book_early_score_gap020_wait,KXBTC15M-26MAY040345-45,2026-05-04T07:35:00.359665+00:00,2026-05-04T02:00:00+00:00,2026-05-04T07:34:04.504000+00:00,2026-05-04T07:45:00+00:00,no,65.0,64.0,655.496,45086,heartbeat:45086,score_min_book_rv15,0.6432084450917748,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.645,0.6432084450917748,0.5853915067876346,,0.3670481398362346,,,,,,,,,,,,,,,0.0017915549082252,0.0,0.7135831098164505,0.2864168901835495,0.5728354893096537,0.4657084450917748,0.6351809964780885,0.5865422211904262,,True,no,True,2,33.0
book_early_score_gap020_wait,KXBTC15M-26MAY040400-00,2026-05-04T07:46:52.395895+00:00,2026-05-04T02:00:00+00:00,2026-05-04T07:45:35.601000+00:00,2026-05-04T08:00:00+00:00,yes,61.0,60.0,864.399,45138,heartbeat:45138,score_min_book_rv15,0.605,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.605,0.704986917986081,0.7543583669519833,,0.5387981155839052,,,,,,,,,,,,,,,0.099986917986081,0.0,0.5900261640278379,0.4099738359721621,0.5909914966909527,0.507486917986081,0.6944386226993253,0.6088507706253472,,True,no,False,2,-63.0
book_early_score_gap020_wait,KXBTC15M-26MAY040415-15,2026-05-04T08:08:49.000904+00:00,2026-05-04T02:00:00+00:00,2026-05-04T08:05:07.264000+00:00,2026-05-04T08:15:00+00:00,no,86.0,85.0,592.736,45243,heartbeat:45243,score_min_book_rv15,0.7035666875572246,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.855,0.7035666875572246,0.6688543065561635,,0.5346865481263057,,,,,,,,,,,,,,,0.1514333124427753,0.0,0.5928666248855508,0.4071333751144492,0.7275683469121961,0.6310666875572246,0.788334354311053,0.742404028395494,,True,yes,False,1,-87.0
book_early_score_gap020_wait,KXBTC15M-26MAY040430-30,2026-05-04T08:17:59.455865+00:00,2026-05-04T02:00:00+00:00,2026-05-04T08:17:08.332000+00:00,2026-05-04T08:30:00+00:00,no,72.0,70.0,771.668,45460,heartbeat:45460,score_min_book_rv15,0.6216617137911803,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.71,0.6216617137911803,0.6448837072965011,,0.3098479677484114,,,,,,,,,,,,,,,0.0883382862088196,15.720000000001164,0.7566765724176394,0.2433234275823605,0.5945801139642671,0.4766617137911803,0.5544358148593054,0.6065556360611691,,True,no,True,2,26.0
book_early_score_gap020_wait,KXBTC15M-26MAY040445-45,2026-05-04T08:38:47.258031+00:00,2026-05-04T02:00:00+00:00,2026-05-04T08:35:10.120000+00:00,2026-05-04T08:45:00+00:00,no,66.0,65.0,589.88,45538,heartbeat:45538,score_min_book_rv15,0.6321334870759892,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.655,0.6321334870759892,0.6312121999169058,,0.3375092691937804,,,,,,,,,,,,,,,0.0228665129240108,0.0,0.7357330258480217,0.2642669741519783,0.571136766599393,0.4596334870759891,0.6450874300137178,0.584243398727924,,True,no,True,2,32.0
book_early_score_gap020_wait,KXBTC15M-26MAY040500-00,2026-05-04T08:51:42.650141+00:00,2026-05-04T02:00:00+00:00,2026-05-04T08:51:11.407000+00:00,2026-05-04T09:00:00+00:00,no,74.0,73.0,528.593,45608,heartbeat:45608,score_min_book_rv15,0.735,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.735,0.7458896180145511,0.7077387486151284,,0.6616106756225955,,,,,,,,,,,,,,,0.0108896180145511,0.0,0.5082207639708978,0.4917792360291022,0.6890782517094582,0.613389618014551,0.758758924411109,0.7011634276593002,,True,no,True,2,24.0
book_early_score_gap020_wait,KXBTC15M-26MAY040515-15,2026-05-04T09:01:04.407056+00:00,2026-05-04T02:00:00+00:00,2026-05-04T09:01:12.268000+00:00,2026-05-04T09:15:00+00:00,no,71.0,70.0,827.732,45686,heartbeat:45686,score_min_book_rv15,0.6411446951896292,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.705,0.6411446951896292,0.6594312911716698,,0.3615201967881163,,,,,,,,,,,,,,,0.0638553048103707,0.0,0.7177106096207415,0.2822893903792585,0.604494051873259,0.4936446951896292,0.7014407707391708,0.6166560036070965,,True,yes,False,2,-73.0
book_early_score_gap020_wait,KXBTC15M-26MAY040530-30,2026-05-04T09:23:31.241527+00:00,2026-05-04T02:00:00+00:00,2026-05-04T09:21:14.139000+00:00,2026-05-04T09:30:00+00:00,yes,61.0,59.0,525.861,45823,heartbeat:45823,score_min_book_rv15,0.6,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.6,0.615297226483292,0.5984375946224618,,0.2931525553428759,,,,,,,,,,,,,,,0.015297226483292,0.0,0.769405547033416,0.2305944529665839,0.5299431972141397,0.415297226483292,0.5850451310637732,0.5442994019874241,,True,yes,True,2,37.0
book_early_score_gap020_wait,KXBTC15M-26MAY040545-45,2026-05-04T09:31:18.655372+00:00,2026-05-04T02:00:00+00:00,2026-05-04T09:31:00.046000+00:00,2026-05-04T09:45:00+00:00,no,74.0,73.0,839.954,45885,heartbeat:45885,score_min_book_rv15,0.6886780418350374,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.735,0.6886780418350374,0.6807190368058896,,0.4921066996317301,,,,,,,,,,,,,,,0.0463219581649625,0.0,0.6226439163299251,0.3773560836700749,0.6518907271927744,0.5561780418350375,0.7356753809695898,0.663720240491138,,True,yes,False,2,-76.0
book_early_score_gap020_wait,KXBTC15M-26MAY040600-00,2026-05-04T09:55:21.439229+00:00,2026-05-04T02:00:00+00:00,2026-05-04T09:48:01.606000+00:00,2026-05-04T10:00:00+00:00,no,77.0,76.0,718.394,45976,heartbeat:45976,score_min_book_rv15,0.7431662493019864,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.765,0.7431662493019864,0.7178875744866744,,0.653137712721765,,,,,,,,,,,,,,,0.0218337506980136,35.830000000001746,0.5136675013960272,0.4863324986039727,0.7038080620462912,0.6256662493019863,0.7354814050828847,0.7148009593641822,,True,no,True,2,21.0
book_early_score_gap020_wait,KXBTC15M-26MAY040615-15,2026-05-04T10:12:23.090791+00:00,2026-05-04T02:00:00+00:00,2026-05-04T10:02:02.917000+00:00,2026-05-04T10:15:00+00:00,no,78.0,77.0,777.083,46056,heartbeat:46056,score_min_book_rv15,0.7112678773673091,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.775,0.7112678773673091,0.7262940871351861,55.929999999993015,0.5570924799187112,77.16999999999825,108.49000000000524,47.36000000000058,-73.52999999999884,,,,,,,,,,,0.0637321226326909,0.0,0.5774642452653818,0.4225357547346182,0.688574120288751,0.5987678773673092,0.7655549149959803,0.6997726402304553,,True,no,True,2,20.0
book_early_score_gap020_wait,KXBTC15M-26MAY040630-30,2026-05-04T10:25:51.195393+00:00,2026-05-04T02:00:00+00:00,2026-05-04T10:18:04.237000+00:00,2026-05-04T10:30:00+00:00,no,74.0,73.0,715.763,46145,heartbeat:46145,score_min_book_rv15,0.6784292484645772,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.735,0.6784292484645772,0.7025909767246958,156.02999999999884,0.4633109430320497,184.20000000001164,184.36000000000053,987.6700000000128,1228.1000000000058,,,,,,,,,,,0.0565707515354227,0.0,0.6431415030708456,0.3568584969291544,0.6452290115019752,0.5459292484645772,0.7255322280368904,0.6570810413897232,,True,no,True,2,24.0
book_early_score_gap020_wait,KXBTC15M-26MAY040645-45,2026-05-04T10:36:39.765857+00:00,2026-05-04T02:00:00+00:00,2026-05-04T10:33:06.158000+00:00,2026-05-04T10:45:00+00:00,yes,93.0,93.0,713.842,46263,heartbeat:46263,score_min_book_rv15,0.8014448088167021,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.93,0.8014448088167021,0.8164002362881351,388.2400000000053,0.84679323007503,382.1100000000006,474.5500000000029,322.4600000000064,-665.2100000000064,,,,,,,,,,,0.1285551911832979,0.0,0.3971103823665958,0.6028896176334042,0.8324391257308564,0.7664448088167022,0.8726289931536689,0.848574082164877,,True,yes,True,1,6.0
book_early_score_gap020_wait,KXBTC15M-26MAY040700-00,2026-05-04T10:53:12.302707+00:00,2026-05-04T02:00:00+00:00,2026-05-04T10:49:07.777000+00:00,2026-05-04T11:00:00+00:00,yes,73.0,72.0,652.223,46339,heartbeat:46339,score_min_book_rv15,0.6634272022214924,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.725,0.6634272022214924,0.6081785704307545,88.48999999999069,0.4218348100135296,61.0399999999936,71.5799999999872,194.0099999999948,561.4599999999919,,,,,,,,,,,0.0615727977785075,0.0,0.6731455955570151,0.3268544044429848,0.62997768144397,0.5259272022214925,0.6972583321241984,0.6419725099265575,,True,yes,True,2,25.0
book_early_score_gap020_wait,KXBTC15M-26MAY040715-15,2026-05-04T11:02:45.174565+00:00,2026-05-04T02:00:00+00:00,2026-05-04T11:02:08.910000+00:00,2026-05-04T11:15:00+00:00,yes,63.0,62.0,771.09,46397,heartbeat:46397,score_min_book_rv15,0.6133894381045686,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.625,0.6133894381045686,0.5743627228292448,52.80000000000291,0.288164105198542,49.00999999999476,135.2899999999936,62.86999999999534,457.4700000000012,,,,,,,,,,,0.0116105618954314,0.0,0.7732211237908628,0.2267788762091371,0.5424531347679695,0.4258894381045686,0.6538130567402669,0.5559123087224139,,True,yes,True,2,35.0
book_early_score_gap020_wait,KXBTC15M-26MAY040730-30,2026-05-04T11:19:11.133719+00:00,2026-05-04T02:00:00+00:00,2026-05-04T11:18:10.081000+00:00,2026-05-04T11:30:00+00:00,yes,68.0,66.0,709.919,46467,heartbeat:46467,score_min_book_rv15,0.67,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.67,0.6759670094438329,0.657943014418479,62.5399999999936,0.4564506075115586,53.72000000000117,104.86999999999534,109.50999999999476,191.3300000000017,,,,,,,,,,,0.0059670094438328,0.0,0.6480659811123342,0.3519340188876658,0.6078785561384914,0.510967009443833,0.7036486652093583,0.6214685997552718,,True,no,False,2,-70.0
book_early_score_gap020_wait,KXBTC15M-26MAY040900-00,2026-05-04T12:50:17.536209+00:00,2026-05-04T02:00:00+00:00,2026-05-04T12:48:01.657000+00:00,2026-05-04T13:00:00+00:00,no,67.0,66.0,718.343,52140,heartbeat:52140,score_min_book_rv15,0.6476435419215194,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.665,0.6476435419215194,0.6398590589725232,32.52999999999884,0.3789662637928231,41.60000000000582,4.130000000004657,-69.43000000000757,-74.61999999999534,,,,,,,,,,,0.0173564580784806,69.43000000000757,0.7047129161569612,0.2952870838430388,0.5867183022489877,0.4801435419215194,0.57770335673922,0.5998792487464092,,True,no,True,2,31.0
book_early_score_gap020_wait,KXBTC15M-26MAY040915-15,2026-05-04T13:08:43.286185+00:00,2026-05-04T02:00:00+00:00,2026-05-04T13:00:17.855000+00:00,2026-05-04T13:15:00+00:00,no,78.0,77.0,882.145,52202,heartbeat:52202,score_min_book_rv15,0.7497349321383496,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.775,0.7497349321383496,0.767669504539873,87.91999999999825,0.6736558518610727,102.55000000000292,113.31999999999243,136.13000000000466,110.91000000000348,,,,,,,,,,,0.0252650678616503,0.0,0.5005301357233007,0.4994698642766992,0.7135777058899273,0.6372349321383497,0.7847422840684112,0.7242778758051615,,True,no,True,2,20.0
book_early_score_gap020_wait,KXBTC15M-26MAY040930-30,2026-05-04T13:21:12.733983+00:00,2026-05-04T02:00:00+00:00,2026-05-04T13:21:04.590000+00:00,2026-05-04T13:30:00+00:00,yes,63.0,61.0,535.41,52304,heartbeat:52304,score_min_book_rv15,0.6100206306347927,book_margin_early_wait_for_score_min60_gap020_enter_ref_if_seconds_to_close>=480,0.62,0.6100206306347927,0.5688371967683336,26.019999999989523,0.2793728053621412,-9.270000000004076,44.879999999990105,269.3799999999901,-9.430000000007569,,,,,,,,,,,0.0099793693652072,0.0,0.7799587387304145,0.2200412612695854,0.5375134099126153,0.4200206306347927,0.6275552534761224,0.5510101183931677,,True,yes,True,2,35.0
