dataset,policy,block,markets,wins,losses,net_pnl_cents
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age180,9,20,15,5,-124.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age180,10,20,16,4,-3.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age180,11,20,14,6,-237.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age180,12,20,12,8,-276.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age180,13,20,14,6,-117.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age180,14,20,13,7,-222.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age180,15,20,12,8,-353.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age180,16,6,3,3,-155.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,1,20,8,12,-564.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,2,20,12,8,-316.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,3,20,12,8,-355.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,4,20,15,5,-33.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,5,20,7,13,-762.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,6,20,12,8,-311.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,7,20,15,5,-123.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,8,20,12,8,-187.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,9,20,10,10,-475.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,10,20,12,8,-226.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,11,20,12,8,-374.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,12,20,8,12,-486.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,13,20,13,7,-188.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,14,20,10,10,-424.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,15,20,11,9,-360.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,16,6,4,2,35.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,1,20,7,13,-626.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,2,20,11,9,-388.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,3,20,12,8,-294.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,4,20,13,7,-176.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,5,20,5,15,-893.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,6,20,11,9,-390.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,7,20,13,7,-270.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,8,20,12,8,-127.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,9,20,10,10,-475.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,10,20,11,9,-290.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,11,20,10,10,-515.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,12,20,8,12,-486.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,13,20,13,7,-188.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,14,20,9,11,-494.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,15,20,9,11,-499.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,16,6,4,2,35.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,1,20,7,13,-626.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,2,20,11,9,-388.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,3,20,12,8,-294.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,4,20,13,7,-176.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,5,20,5,15,-893.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,6,20,11,9,-390.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,7,20,13,7,-270.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,8,20,12,8,-127.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,9,20,10,10,-475.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,10,20,11,9,-290.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,11,20,10,10,-515.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,12,20,8,12,-486.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,13,20,13,7,-188.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,14,20,9,11,-494.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,15,20,9,11,-499.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,16,6,4,2,35.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,1,20,8,12,-575.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,2,20,15,5,-115.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,3,20,13,7,-355.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,4,20,16,4,-14.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,5,20,11,9,-485.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,6,20,14,6,-177.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,7,20,14,6,-256.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,8,20,12,8,-380.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,9,20,15,5,-124.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,10,20,17,3,116.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,11,20,14,6,-237.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,12,20,12,8,-276.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,13,20,14,6,-117.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,14,20,13,7,-222.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,15,20,12,8,-353.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,16,6,3,3,-155.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,1,20,8,12,-575.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,2,20,12,8,-323.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,3,20,12,8,-355.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,4,20,15,5,-33.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,5,20,7,13,-771.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,6,20,12,8,-311.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,7,20,15,5,-123.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,8,20,12,8,-187.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,9,20,10,10,-475.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,10,20,12,8,-231.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,11,20,12,8,-374.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,12,20,8,12,-486.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,13,20,13,7,-188.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,14,20,10,10,-424.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,15,20,11,9,-360.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,16,6,4,2,32.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,1,20,7,13,-637.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,2,20,11,9,-395.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,3,20,12,8,-294.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,4,20,13,7,-176.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,5,20,5,15,-902.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,6,20,11,9,-395.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,7,20,13,7,-270.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,8,20,12,8,-140.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,9,20,10,10,-475.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,10,20,11,9,-295.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,11,20,10,10,-515.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,12,20,8,12,-486.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,13,20,13,7,-188.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,14,20,9,11,-494.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,15,20,9,11,-499.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,16,6,4,2,32.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,1,20,7,13,-637.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,2,20,11,9,-395.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,3,20,12,8,-294.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,4,20,13,7,-176.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,5,20,5,15,-902.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,6,20,11,9,-395.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,7,20,13,7,-270.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,8,20,12,8,-140.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,9,20,10,10,-475.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,10,20,11,9,-295.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,11,20,10,10,-515.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,12,20,8,12,-486.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,13,20,13,7,-188.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,14,20,9,11,-494.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,15,20,9,11,-499.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,16,6,4,2,32.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,1,20,13,7,-203.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,2,20,14,6,-227.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,3,20,15,5,-216.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,4,20,18,2,122.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,5,20,14,6,-255.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,6,20,16,4,-37.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,7,20,16,4,-119.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,8,20,14,6,-236.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,9,20,18,2,91.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,10,20,16,4,-8.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,11,20,16,4,-97.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,12,20,15,5,-131.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,13,20,18,2,161.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,14,20,17,3,64.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,15,20,16,4,-82.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age180,16,6,3,3,-206.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,1,20,11,9,-344.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,2,20,12,8,-366.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,3,20,14,6,-283.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,4,20,17,3,49.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,5,20,10,10,-537.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,6,20,16,4,-37.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,7,20,15,5,-192.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,8,20,15,5,-93.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,9,20,16,4,-54.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,10,20,15,5,-80.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,11,20,16,4,-97.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,12,20,13,7,-197.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,13,20,17,3,89.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,14,20,15,5,-70.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,15,20,14,6,-226.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age300,16,6,4,2,-74.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,1,20,9,11,-474.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,2,20,13,7,-236.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,3,20,14,6,-283.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,4,20,16,4,-13.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,5,20,6,14,-813.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,6,20,16,4,-37.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,7,20,14,6,-265.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,8,20,16,4,42.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,9,20,15,5,-125.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,10,20,15,5,-80.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,11,20,13,7,-308.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,12,20,12,8,-258.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,13,20,17,3,89.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,14,20,14,6,-140.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,15,20,13,7,-288.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age600,16,6,4,2,-74.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,1,20,9,11,-474.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,2,20,13,7,-236.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,3,20,14,6,-283.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,4,20,16,4,-13.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,5,20,6,14,-813.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,6,20,16,4,-37.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,7,20,14,6,-265.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,8,20,16,4,42.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,9,20,14,6,-197.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,10,20,16,4,56.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,11,20,13,7,-308.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,12,20,12,8,-258.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,13,20,17,3,89.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,14,20,14,6,-140.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,15,20,12,8,-361.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask55_age900,16,6,4,2,-74.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,1,20,12,8,-280.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,2,20,14,6,-234.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,3,20,15,5,-216.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,4,20,18,2,122.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,5,20,13,7,-331.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,6,20,15,5,-110.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,7,20,16,4,-119.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,8,20,13,7,-314.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,9,20,16,4,-62.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,10,20,16,4,-8.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,11,20,15,5,-175.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,12,20,12,8,-363.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,13,20,17,3,80.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,14,20,15,5,-90.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,15,20,15,5,-159.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age180,16,6,2,4,-280.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,1,20,10,10,-421.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,2,20,12,8,-373.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,3,20,12,8,-432.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,4,20,18,2,172.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,5,20,9,11,-613.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,6,20,15,5,-110.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,7,20,15,5,-192.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,8,20,15,5,-46.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,9,20,15,5,-133.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,10,20,15,5,-32.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,11,20,14,6,-251.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,12,20,10,10,-429.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,13,20,15,5,-67.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,14,20,13,7,-224.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,15,20,14,6,-180.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,16,6,2,4,-224.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,1,20,9,11,-487.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,2,20,13,7,-243.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,3,20,12,8,-383.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,4,20,17,3,110.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,5,20,5,15,-890.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,6,20,12,8,-337.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,7,20,13,7,-343.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,8,20,15,5,11.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,9,20,12,8,-358.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,10,20,15,5,-32.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,11,20,11,9,-462.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,12,20,10,10,-429.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,13,20,15,5,-67.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,14,20,12,8,-301.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,15,20,11,9,-398.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,16,6,2,4,-224.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age900,1,20,9,11,-487.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age900,2,20,13,7,-243.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age900,3,20,13,7,-258.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age900,4,20,17,3,110.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age900,5,20,5,15,-890.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age900,6,20,12,8,-337.0
current,p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age900,7,20,13,7,-343.0
