model,min_edge_cents,cost_cents,split,resolved_markets,selected_markets,coverage,gross_net_cents,cost_total_cents,net_after_cost_cents,roi_after_cost
book_time_v33drift85,2.0,0.5,holdout,66,63,0.9545454545454546,36.0,31.5,4.5,0.0011856145435384007
book_time_v33drift85,2.0,1.0,all,330,286,0.8666666666666667,825.0,286.0,539.0,0.030519223147047168
book_time_v33drift85,2.0,1.0,train,198,167,0.8434343434343434,503.0,167.0,336.0,0.032419915090698574
book_time_v33drift85,2.0,1.0,validation,66,56,0.8484848484848485,286.0,56.0,230.0,0.06628242074927954
book_time_v33drift85,2.0,1.0,holdout,66,63,0.9545454545454546,36.0,63.0,-27.0,-0.007055134570159394
book_time_v33drift85,2.0,1.5,all,330,286,0.8666666666666667,825.0,429.0,396.0,0.022242192765670635
book_time_v33drift85,2.0,1.5,train,198,167,0.8434343434343434,503.0,250.5,252.5,0.024168461354391
book_time_v33drift85,2.0,1.5,validation,66,56,0.8484848484848485,286.0,84.0,202.0,0.0577472841623785
book_time_v33drift85,2.0,1.5,holdout,66,63,0.9545454545454546,36.0,94.5,-58.5,-0.015161332123882338
book_time_v33drift85,2.0,2.0,all,330,286,0.8666666666666667,825.0,572.0,253.0,0.01409706357608514
book_time_v33drift85,2.0,2.0,train,198,167,0.8434343434343434,503.0,334.0,169.0,0.01604785870287722
book_time_v33drift85,2.0,2.0,validation,66,56,0.8484848484848485,286.0,112.0,174.0,0.049347702779353374
book_time_v33drift85,2.0,2.0,holdout,66,63,0.9545454545454546,36.0,126.0,-90.0,-0.02313624678663239
book_time_v33drift85,2.0,3.0,all,330,286,0.8666666666666667,825.0,858.0,-33.0,-0.0018099051170953765
book_time_v33drift85,2.0,3.0,train,198,167,0.8434343434343434,503.0,501.0,2.0,0.0001869508319312021
book_time_v33drift85,2.0,3.0,validation,66,56,0.8484848484848485,286.0,168.0,118.0,0.03294249022892239
book_time_v33drift85,2.0,3.0,holdout,66,63,0.9545454545454546,36.0,189.0,-153.0,-0.038704781178851504
book_time_v33drift85,2.25,0.0,all,330,269,0.8151515151515152,563.0,0.0,563.0,0.03425199245604429
book_time_v33drift85,2.25,0.0,train,198,156,0.7878787878787878,565.0,0.0,565.0,0.05925537493445202
book_time_v33drift85,2.25,0.0,validation,66,52,0.7878787878787878,25.0,0.0,25.0,0.007874015748031496
book_time_v33drift85,2.25,0.0,holdout,66,61,0.9242424242424242,-27.0,0.0,-27.0,-0.007244432519452643
book_time_v33drift85,2.25,0.5,all,330,269,0.8151515151515152,563.0,134.5,428.5,0.025857647165313944
book_time_v33drift85,2.25,0.5,train,198,156,0.7878787878787878,565.0,78.0,487.0,0.050660563819827316
book_time_v33drift85,2.25,0.5,validation,66,52,0.7878787878787878,25.0,26.0,-1.0,-0.00031240237425804435
book_time_v33drift85,2.25,0.5,holdout,66,61,0.9242424242424242,-27.0,30.5,-57.5,-0.015302727877578177
book_time_v33drift85,2.25,1.0,all,330,269,0.8151515151515152,563.0,269.0,294.0,0.017598467616425237
book_time_v33drift85,2.25,1.0,train,198,156,0.7878787878787878,565.0,156.0,409.0,0.042204106903312354
book_time_v33drift85,2.25,1.0,validation,66,52,0.7878787878787878,25.0,52.0,-27.0,-0.00836690424542919
book_time_v33drift85,2.25,1.0,holdout,66,61,0.9242424242424242,-27.0,61.0,-88.0,-0.023231256599788808
book_time_v33drift85,2.25,1.5,all,330,269,0.8151515151515152,563.0,403.5,159.5,0.009471215225201153
book_time_v33drift85,2.25,1.5,train,198,156,0.7878787878787878,565.0,234.0,331.0,0.03388269014228683
book_time_v33drift85,2.25,1.5,validation,66,52,0.7878787878787878,25.0,78.0,-53.0,-0.016292652935751613
book_time_v33drift85,2.25,1.5,holdout,66,61,0.9242424242424242,-27.0,91.5,-118.5,-0.03103312819169831
book_time_v33drift85,2.25,2.0,all,330,269,0.8151515151515152,563.0,538.0,25.0,0.0014727540500736377
book_time_v33drift85,2.25,2.0,train,198,156,0.7878787878787878,565.0,312.0,253.0,0.025693104498832133
book_time_v33drift85,2.25,2.0,validation,66,52,0.7878787878787878,25.0,104.0,-79.0,-0.02409271119243672
book_time_v33drift85,2.25,2.0,holdout,66,61,0.9242424242424242,-27.0,122.0,-149.0,-0.03871135359833723
book_time_v33drift85,2.25,3.0,all,330,269,0.8151515151515152,563.0,807.0,-244.0,-0.014149849222918117
book_time_v33drift85,2.25,3.0,train,198,156,0.7878787878787878,565.0,468.0,97.0,0.009697090872738179
book_time_v33drift85,2.25,3.0,validation,66,52,0.7878787878787878,25.0,156.0,-131.0,-0.03932752927048934
book_time_v33drift85,2.25,3.0,holdout,66,61,0.9242424242424242,-27.0,183.0,-210.0,-0.05370843989769821
book_time_v33drift85,2.5,0.0,all,330,259,0.7848484848484848,927.0,0.0,927.0,0.057674360729173146
book_time_v33drift85,2.5,0.0,train,198,147,0.7424242424242424,840.0,0.0,840.0,0.09271523178807947
book_time_v33drift85,2.5,0.0,validation,66,52,0.7878787878787878,5.0,0.0,5.0,0.0015174506828528073
book_time_v33drift85,2.5,0.0,holdout,66,60,0.9090909090909091,82.0,0.0,82.0,0.022054868208714364
book_time_v33drift85,2.5,0.5,all,330,259,0.7848484848484848,927.0,129.5,797.5,0.04922079925937355
book_time_v33drift85,2.5,0.5,train,198,147,0.7424242424242424,840.0,73.5,766.5,0.08392182624404664
book_time_v33drift85,2.5,0.5,validation,66,52,0.7878787878787878,5.0,26.0,-21.0,-0.006323396567299007
book_time_v33drift85,2.5,0.5,holdout,66,60,0.9090909090909091,82.0,30.0,52.0,0.013874066168623266
book_time_v33drift85,2.5,1.0,all,330,259,0.7848484848484848,927.0,259.0,668.0,0.040901298065148174
book_time_v33drift85,2.5,1.0,train,198,147,0.7424242424242424,840.0,147.0,693.0,0.07526881720430108
book_time_v33drift85,2.5,1.0,validation,66,52,0.7878787878787878,5.0,52.0,-47.0,-0.014042426053181954
book_time_v33drift85,2.5,1.0,holdout,66,60,0.9090909090909091,82.0,60.0,22.0,0.005823186871360508
book_time_v33drift85,2.5,1.5,all,330,259,0.7848484848484848,927.0,388.5,538.5,0.0327126932539562
book_time_v33drift85,2.5,1.5,train,198,147,0.7424242424242424,840.0,220.5,619.5,0.0667528689187005
book_time_v33drift85,2.5,1.5,validation,66,52,0.7878787878787878,5.0,78.0,-73.0,-0.02164245478802253
book_time_v33drift85,2.5,1.5,holdout,66,60,0.9090909090909091,82.0,90.0,-8.0,-0.0021008403361344537
book_time_v33drift85,2.5,2.0,all,330,259,0.7848484848484848,927.0,518.0,409.0,0.024651919715508407
book_time_v33drift85,2.5,2.0,train,198,147,0.7424242424242424,840.0,294.0,546.0,0.058370750481077614
book_time_v33drift85,2.5,2.0,validation,66,52,0.7878787878787878,5.0,104.0,-99.0,-0.02912621359223301
book_time_v33drift85,2.5,2.0,holdout,66,60,0.9090909090909091,82.0,120.0,-38.0,-0.009900990099009901
book_time_v33drift85,2.5,3.0,all,330,259,0.7848484848484848,927.0,777.0,150.0,0.008902077151335312
book_time_v33drift85,2.5,3.0,train,198,147,0.7424242424242424,840.0,441.0,399.0,0.0419955794126934
book_time_v33drift85,2.5,3.0,validation,66,52,0.7878787878787878,5.0,156.0,-151.0,-0.04375543320776586
book_time_v33drift85,2.5,3.0,holdout,66,60,0.9090909090909091,82.0,180.0,-98.0,-0.025141097998973832
book_time_v33drift85,2.75,0.0,all,330,253,0.7666666666666667,788.0,0.0,788.0,0.04921309018236323
book_time_v33drift85,2.75,0.0,train,198,143,0.7222222222222222,730.0,0.0,730.0,0.0804851157662624
book_time_v33drift85,2.75,0.0,validation,66,52,0.7878787878787878,-79.0,0.0,-79.0,-0.02409271119243672
book_time_v33drift85,2.75,0.0,holdout,66,58,0.8787878787878788,137.0,0.0,137.0,0.0374010374010374
book_time_v33drift85,2.75,0.5,all,330,253,0.7666666666666667,788.0,126.5,661.5,0.04098893949251789
book_time_v33drift85,2.75,0.5,train,198,143,0.7222222222222222,730.0,71.5,658.5,0.0720341300661817
book_time_v33drift85,2.75,0.5,validation,66,52,0.7878787878787878,-79.0,26.0,-105.0,-0.03177004538577912
book_time_v33drift85,2.75,0.5,holdout,66,58,0.8787878787878788,137.0,29.0,108.0,0.02925243770314193
book_time_v33drift85,2.75,1.0,all,330,253,0.7666666666666667,788.0,253.0,535.0,0.032892714417460805
book_time_v33drift85,2.75,1.0,train,198,143,0.7222222222222222,730.0,143.0,587.0,0.06371431672636492
book_time_v33drift85,2.75,1.0,validation,66,52,0.7878787878787878,-79.0,52.0,-131.0,-0.03932752927048934
book_time_v33drift85,2.75,1.0,holdout,66,58,0.8787878787878788,137.0,58.0,79.0,0.02123085192152647
book_time_v33drift85,2.75,1.5,all,330,253,0.7666666666666667,788.0,379.5,408.5,0.024921453192203277
book_time_v33drift85,2.75,1.5,train,198,143,0.7222222222222222,730.0,214.5,515.5,0.055522645268996716
book_time_v33drift85,2.75,1.5,validation,66,52,0.7878787878787878,-79.0,78.0,-157.0,-0.046767947572237116
book_time_v33drift85,2.75,1.5,holdout,66,58,0.8787878787878788,137.0,87.0,50.0,0.013333333333333334
book_time_v33drift85,2.75,2.0,all,330,253,0.7666666666666667,788.0,506.0,282.0,0.017072284780239737
book_time_v33drift85,2.75,2.0,train,198,143,0.7222222222222222,730.0,286.0,444.0,0.04745617785378367
book_time_v33drift85,2.75,2.0,validation,66,52,0.7878787878787878,-79.0,104.0,-183.0,-0.05409399940880875
book_time_v33drift85,2.75,2.0,holdout,66,58,0.8787878787878788,137.0,116.0,21.0,0.005557025668166181
book_time_v33drift85,2.75,3.0,all,330,253,0.7666666666666667,788.0,759.0,29.0,0.001729175362232425
book_time_v33drift85,2.75,3.0,train,198,143,0.7222222222222222,730.0,429.0,301.0,0.03168754605747973
book_time_v33drift85,2.75,3.0,validation,66,52,0.7878787878787878,-79.0,156.0,-235.0,-0.06841339155749636
book_time_v33drift85,2.75,3.0,holdout,66,58,0.8787878787878788,137.0,174.0,-37.0,-0.009642950221527235
book_time_v33drift85,3.0,0.0,all,330,240,0.7272727272727273,503.0,0.0,503.0,0.03224979162659486
book_time_v33drift85,3.0,0.0,train,198,138,0.696969696969697,425.0,0.0,425.0,0.046831955922865015
book_time_v33drift85,3.0,0.0,validation,66,51,0.7727272727272727,-114.0,0.0,-114.0,-0.0343995171997586
book_time_v33drift85,3.0,0.0,holdout,66,51,0.7727272727272727,192.0,0.0,192.0,0.059850374064837904
book_time_v33drift85,3.0,0.5,all,330,240,0.7272727272727273,503.0,120.0,383.0,0.02436851816504422
book_time_v33drift85,3.0,0.5,train,198,138,0.696969696969697,425.0,69.0,356.0,0.0389326334208224
book_time_v33drift85,3.0,0.5,validation,66,51,0.7727272727272727,-114.0,25.5,-139.5,-0.0417727204671358
book_time_v33drift85,3.0,0.5,holdout,66,51,0.7727272727272727,192.0,25.5,166.5,0.051492191124168855
book_time_v33drift85,3.0,1.0,all,330,240,0.7272727272727273,503.0,240.0,263.0,0.016606680558186527
book_time_v33drift85,3.0,1.0,train,198,138,0.696969696969697,425.0,138.0,287.0,0.031151633561272117
book_time_v33drift85,3.0,1.0,validation,66,51,0.7727272727272727,-114.0,51.0,-165.0,-0.04903417533432392
book_time_v33drift85,3.0,1.0,holdout,66,51,0.7727272727272727,192.0,51.0,141.0,0.04326480515495551
book_time_v33drift85,3.0,1.5,all,330,240,0.7272727272727273,503.0,360.0,143.0,0.00896158425769255
book_time_v33drift85,3.0,1.5,train,198,138,0.696969696969697,425.0,207.0,218.0,0.023486317603964663
book_time_v33drift85,3.0,1.5,validation,66,51,0.7727272727272727,-114.0,76.5,-190.5,-0.05618640318537089
book_time_v33drift85,3.0,1.5,holdout,66,51,0.7727272727272727,192.0,76.5,115.5,0.0351651697366418
book_time_v33drift85,3.0,2.0,all,330,240,0.7272727272727273,503.0,480.0,23.0,0.001430615164520744
book_time_v33drift85,3.0,2.0,train,198,138,0.696969696969697,425.0,276.0,149.0,0.01593412469254625
book_time_v33drift85,3.0,2.0,validation,66,51,0.7727272727272727,-114.0,102.0,-216.0,-0.06323185011709602
book_time_v33drift85,3.0,2.0,holdout,66,51,0.7727272727272727,192.0,102.0,90.0,0.027190332326283987
book_time_v33drift85,3.0,3.0,all,330,240,0.7272727272727273,503.0,720.0,-217.0,-0.013299013299013299
book_time_v33drift85,3.0,3.0,train,198,138,0.696969696969697,425.0,414.0,11.0,0.0011592370112762146
book_time_v33drift85,3.0,3.0,validation,66,51,0.7727272727272727,-114.0,153.0,-267.0,-0.07701182578598212
book_time_v33drift85,3.0,3.0,holdout,66,51,0.7727272727272727,192.0,153.0,39.0,0.011603689378161261
book_time_v33drift85,3.25,0.0,all,330,228,0.6909090909090909,780.0,0.0,780.0,0.051587301587301584
book_time_v33drift85,3.25,0.0,train,198,130,0.6565656565656566,600.0,0.0,600.0,0.06896551724137931
book_time_v33drift85,3.25,0.0,validation,66,50,0.7575757575757576,-146.0,0.0,-146.0,-0.04363419007770472
book_time_v33drift85,3.25,0.0,holdout,66,48,0.7272727272727273,326.0,0.0,326.0,0.10605074821080027
book_time_v33drift85,3.25,0.5,all,330,228,0.6909090909090909,780.0,114.0,666.0,0.043717999212288305
book_time_v33drift85,3.25,0.5,train,198,130,0.6565656565656566,600.0,65.0,535.0,0.061038220193953226
book_time_v33drift85,3.25,0.5,validation,66,50,0.7575757575757576,-146.0,25.0,-171.0,-0.05072678730347078
book_time_v33drift85,3.25,0.5,holdout,66,48,0.7272727272727273,326.0,24.0,302.0,0.0974822466107166
book_time_v33drift85,3.25,1.0,all,330,228,0.6909090909090909,780.0,228.0,552.0,0.03596559812353401
book_time_v33drift85,3.25,1.0,train,198,130,0.6565656565656566,600.0,130.0,470.0,0.053227633069082674
book_time_v33drift85,3.25,1.0,validation,66,50,0.7575757575757576,-146.0,50.0,-196.0,-0.05771495877502945
book_time_v33drift85,3.25,1.0,holdout,66,48,0.7272727272727273,326.0,48.0,278.0,0.08904548366431775
book_time_v33drift85,3.25,1.5,all,330,228,0.6909090909090909,780.0,342.0,438.0,0.028327512611563833
book_time_v33drift85,3.25,1.5,train,198,130,0.6565656565656566,600.0,195.0,405.0,0.045531197301854974
book_time_v33drift85,3.25,1.5,validation,66,50,0.7575757575757576,-146.0,75.0,-221.0,-0.06460099386144402
book_time_v33drift85,3.25,1.5,holdout,66,48,0.7272727272727273,326.0,72.0,254.0,0.080737444373808
book_time_v33drift85,3.25,2.0,all,330,228,0.6909090909090909,780.0,456.0,324.0,0.020801232665639446
book_time_v33drift85,3.25,2.0,train,198,130,0.6565656565656566,600.0,260.0,340.0,0.03794642857142857
book_time_v33drift85,3.25,2.0,validation,66,50,0.7575757575757576,-146.0,100.0,-246.0,-0.0713871154962275
book_time_v33drift85,3.25,2.0,holdout,66,48,0.7272727272727273,326.0,96.0,230.0,0.07255520504731862
book_time_v33drift85,3.25,3.0,all,330,228,0.6909090909090909,780.0,684.0,96.0,0.006074411541381929
book_time_v33drift85,3.25,3.0,train,198,130,0.6565656565656566,600.0,390.0,210.0,0.0231023102310231
book_time_v33drift85,3.25,3.0,validation,66,50,0.7575757575757576,-146.0,150.0,-296.0,-0.08466819221967964
book_time_v33drift85,3.25,3.0,holdout,66,48,0.7272727272727273,326.0,144.0,182.0,0.05655686761963953
book_time_v33drift85,3.5,0.0,all,330,202,0.6121212121212121,535.0,0.0,535.0,0.03943973461113159
book_time_v33drift85,3.5,0.0,train,198,118,0.5959595959595959,484.0,0.0,484.0,0.06037924151696607
book_time_v33drift85,3.5,0.0,validation,66,38,0.5757575757575758,-158.0,0.0,-158.0,-0.0617670054730258
book_time_v33drift85,3.5,0.0,holdout,66,46,0.696969696969697,209.0,0.0,209.0,0.06987629555332665
book_time_v33drift85,3.5,0.5,all,330,202,0.6121212121212121,535.0,101.0,434.0,0.031757646714473876
book_time_v33drift85,3.5,0.5,train,198,118,0.5959595959595959,484.0,59.0,425.0,0.05263157894736842
book_time_v33drift85,3.5,0.5,validation,66,38,0.5757575757575758,-158.0,19.0,-177.0,-0.06868451688009314
book_time_v33drift85,3.5,0.5,holdout,66,46,0.696969696969697,209.0,23.0,186.0,0.0617120106171201
book_time_v33drift85,3.5,1.0,all,330,202,0.6121212121212121,535.0,202.0,333.0,0.024188276312922204
book_time_v33drift85,3.5,1.0,train,198,118,0.5959595959595959,484.0,118.0,366.0,0.04499631177772314
book_time_v33drift85,3.5,1.0,validation,66,38,0.5757575757575758,-158.0,38.0,-196.0,-0.07550077041602465
book_time_v33drift85,3.5,1.0,holdout,66,46,0.696969696969697,209.0,46.0,163.0,0.05367138623641752
book_time_v33drift85,3.5,1.5,all,330,202,0.6121212121212121,535.0,303.0,232.0,0.016729160657629073
book_time_v33drift85,3.5,1.5,train,198,118,0.5959595959595959,484.0,177.0,307.0,0.037471011839375075
book_time_v33drift85,3.5,1.5,validation,66,38,0.5757575757575758,-158.0,57.0,-215.0,-0.08221797323135756
book_time_v33drift85,3.5,1.5,holdout,66,46,0.696969696969697,209.0,69.0,140.0,0.0457516339869281
book_time_v33drift85,3.5,2.0,all,330,202,0.6121212121212121,535.0,404.0,131.0,0.009377908225356146
book_time_v33drift85,3.5,2.0,train,198,118,0.5959595959595959,484.0,236.0,248.0,0.030053320407174018
book_time_v33drift85,3.5,2.0,validation,66,38,0.5757575757575758,-158.0,76.0,-234.0,-0.0888382687927107
book_time_v33drift85,3.5,2.0,holdout,66,46,0.696969696969697,209.0,92.0,117.0,0.03795004865390853
book_time_v33drift85,3.5,3.0,all,330,202,0.6121212121212121,535.0,606.0,-71.0,-0.005010232164279161
book_time_v33drift85,3.5,3.0,train,198,118,0.5959595959595959,484.0,354.0,130.0,0.015531660692951015
book_time_v33drift85,3.5,3.0,validation,66,38,0.5757575757575758,-158.0,114.0,-272.0,-0.10179640718562874
book_time_v33drift85,3.5,3.0,holdout,66,46,0.696969696969697,209.0,138.0,71.0,0.022690955576861616
book_time_v33drift85,5.0,0.0,all,330,41,0.12424242424242424,344.0,0.0,344.0,0.1460101867572156
book_time_v33drift85,5.0,0.0,train,198,28,0.1414141414141414,363.0,0.0,363.0,0.2217470983506414
book_time_v33drift85,5.0,0.0,validation,66,6,0.09090909090909091,15.0,0.0,15.0,0.05263157894736842
book_time_v33drift85,5.0,0.0,holdout,66,7,0.10606060606060606,-34.0,0.0,-34.0,-0.07834101382488479
book_time_v33drift85,5.0,0.5,all,330,41,0.12424242424242424,344.0,20.5,323.5,0.1361245529139491
book_time_v33drift85,5.0,0.5,train,198,28,0.1414141414141414,363.0,14.0,349.0,0.2113870381586917
book_time_v33drift85,5.0,0.5,validation,66,6,0.09090909090909091,15.0,3.0,12.0,0.041666666666666664
book_time_v33drift85,5.0,0.5,holdout,66,7,0.10606060606060606,-34.0,3.5,-37.5,-0.08571428571428572
book_time_v33drift85,5.0,1.0,all,330,41,0.12424242424242424,344.0,41.0,303.0,0.12640801001251564
book_time_v33drift85,5.0,1.0,train,198,28,0.1414141414141414,363.0,28.0,335.0,0.2012012012012012
book_time_v33drift85,5.0,1.0,validation,66,6,0.09090909090909091,15.0,6.0,9.0,0.030927835051546393
book_time_v33drift85,5.0,1.0,holdout,66,7,0.10606060606060606,-34.0,7.0,-41.0,-0.09297052154195011
book_time_v33drift85,5.0,1.5,all,330,41,0.12424242424242424,344.0,61.5,282.5,0.11685625646328852
book_time_v33drift85,5.0,1.5,train,198,28,0.1414141414141414,363.0,42.0,321.0,0.19118522930315665
book_time_v33drift85,5.0,1.5,validation,66,6,0.09090909090909091,15.0,9.0,6.0,0.02040816326530612
book_time_v33drift85,5.0,1.5,holdout,66,7,0.10606060606060606,-34.0,10.5,-44.5,-0.10011248593925759
book_time_v33drift85,5.0,2.0,all,330,41,0.12424242424242424,344.0,82.0,262.0,0.10746513535684987
book_time_v33drift85,5.0,2.0,train,198,28,0.1414141414141414,363.0,56.0,307.0,0.1813349084465446
book_time_v33drift85,5.0,2.0,validation,66,6,0.09090909090909091,15.0,12.0,3.0,0.010101010101010102
book_time_v33drift85,5.0,2.0,holdout,66,7,0.10606060606060606,-34.0,14.0,-48.0,-0.10714285714285714
book_time_v33drift85,5.0,3.0,all,330,41,0.12424242424242424,344.0,123.0,221.0,0.0891488503428802
book_time_v33drift85,5.0,3.0,train,198,28,0.1414141414141414,363.0,84.0,279.0,0.1621150493898896
book_time_v33drift85,5.0,3.0,validation,66,6,0.09090909090909091,15.0,18.0,-3.0,-0.009900990099009901
book_time_v33drift85,5.0,3.0,holdout,66,7,0.10606060606060606,-34.0,21.0,-55.0,-0.12087912087912088
book_time_v33drift85,7.0,0.0,all,330,17,0.051515151515151514,145.0,0.0,145.0,0.1695906432748538
book_time_v33drift85,7.0,0.0,train,198,12,0.06060606060606061,97.0,0.0,97.0,0.16086235489220563
book_time_v33drift85,7.0,0.0,validation,66,2,0.030303030303030304,29.0,0.0,29.0,0.4084507042253521
book_time_v33drift85,7.0,0.0,holdout,66,3,0.045454545454545456,19.0,0.0,19.0,0.10497237569060773
book_time_v33drift85,7.0,0.5,all,330,17,0.051515151515151514,145.0,8.5,136.5,0.1580775911986103
book_time_v33drift85,7.0,0.5,train,198,12,0.06060606060606061,97.0,6.0,91.0,0.14942528735632185
book_time_v33drift85,7.0,0.5,validation,66,2,0.030303030303030304,29.0,1.0,28.0,0.3888888888888889
book_time_v33drift85,7.0,0.5,holdout,66,3,0.045454545454545456,19.0,1.5,17.5,0.0958904109589041
book_time_v33drift85,7.0,1.0,all,330,17,0.051515151515151514,145.0,17.0,128.0,0.14678899082568808
book_time_v33drift85,7.0,1.0,train,198,12,0.06060606060606061,97.0,12.0,85.0,0.13821138211382114
book_time_v33drift85,7.0,1.0,validation,66,2,0.030303030303030304,29.0,2.0,27.0,0.3698630136986301
book_time_v33drift85,7.0,1.0,holdout,66,3,0.045454545454545456,19.0,3.0,16.0,0.08695652173913043
book_time_v33drift85,7.0,1.5,all,330,17,0.051515151515151514,145.0,25.5,119.5,0.1357183418512209
book_time_v33drift85,7.0,1.5,train,198,12,0.06060606060606061,97.0,18.0,79.0,0.12721417069243157
book_time_v33drift85,7.0,1.5,validation,66,2,0.030303030303030304,29.0,3.0,26.0,0.35135135135135137
book_time_v33drift85,7.0,1.5,holdout,66,3,0.045454545454545456,19.0,4.5,14.5,0.07816711590296496
book_time_v33drift85,7.0,2.0,all,330,17,0.051515151515151514,145.0,34.0,111.0,0.12485939257592801
book_time_v33drift85,7.0,2.0,train,198,12,0.06060606060606061,97.0,24.0,73.0,0.11642743221690591
book_time_v33drift85,7.0,2.0,validation,66,2,0.030303030303030304,29.0,4.0,25.0,0.3333333333333333
book_time_v33drift85,7.0,2.0,holdout,66,3,0.045454545454545456,19.0,6.0,13.0,0.06951871657754011
book_time_v33drift85,7.0,3.0,all,330,17,0.051515151515151514,145.0,51.0,94.0,0.10375275938189846
book_time_v33drift85,7.0,3.0,train,198,12,0.06060606060606061,97.0,36.0,61.0,0.09546165884194054
book_time_v33drift85,7.0,3.0,validation,66,2,0.030303030303030304,29.0,6.0,23.0,0.2987012987012987
book_time_v33drift85,7.0,3.0,holdout,66,3,0.045454545454545456,19.0,9.0,10.0,0.05263157894736842
book_time_v33drift85,10.0,0.0,all,330,7,0.021212121212121213,-23.0,0.0,-23.0,-0.1031390134529148
book_time_v33drift85,10.0,0.0,train,198,6,0.030303030303030304,-12.0,0.0,-12.0,-0.05660377358490566
book_time_v33drift85,10.0,0.0,validation,66,1,0.015151515151515152,-11.0,0.0,-11.0,-1.0
book_time_v33drift85,10.0,0.0,holdout,66,0,0.0,0.0,0.0,0.0,
book_time_v33drift85,10.0,0.5,all,330,7,0.021212121212121213,-23.0,3.5,-26.5,-0.11699779249448124
book_time_v33drift85,10.0,0.5,train,198,6,0.030303030303030304,-12.0,3.0,-15.0,-0.06976744186046512
book_time_v33drift85,10.0,0.5,validation,66,1,0.015151515151515152,-11.0,0.5,-11.5,-1.0
book_time_v33drift85,10.0,0.5,holdout,66,0,0.0,0.0,0.0,0.0,
book_time_v33drift85,10.0,1.0,all,330,7,0.021212121212121213,-23.0,7.0,-30.0,-0.13043478260869565
book_time_v33drift85,10.0,1.0,train,198,6,0.030303030303030304,-12.0,6.0,-18.0,-0.08256880733944955
book_time_v33drift85,10.0,1.0,validation,66,1,0.015151515151515152,-11.0,1.0,-12.0,-1.0
book_time_v33drift85,10.0,1.0,holdout,66,0,0.0,0.0,0.0,0.0,
book_time_v33drift85,10.0,1.5,all,330,7,0.021212121212121213,-23.0,10.5,-33.5,-0.14346895074946467
book_time_v33drift85,10.0,1.5,train,198,6,0.030303030303030304,-12.0,9.0,-21.0,-0.09502262443438914
book_time_v33drift85,10.0,1.5,validation,66,1,0.015151515151515152,-11.0,1.5,-12.5,-1.0
book_time_v33drift85,10.0,1.5,holdout,66,0,0.0,0.0,0.0,0.0,
book_time_v33drift85,10.0,2.0,all,330,7,0.021212121212121213,-23.0,14.0,-37.0,-0.15611814345991562
book_time_v33drift85,10.0,2.0,train,198,6,0.030303030303030304,-12.0,12.0,-24.0,-0.10714285714285714
book_time_v33drift85,10.0,2.0,validation,66,1,0.015151515151515152,-11.0,2.0,-13.0,-1.0
book_time_v33drift85,10.0,2.0,holdout,66,0,0.0,0.0,0.0,0.0,
book_time_v33drift85,10.0,3.0,all,330,7,0.021212121212121213,-23.0,21.0,-44.0,-0.18032786885245902
book_time_v33drift85,10.0,3.0,train,198,6,0.030303030303030304,-12.0,18.0,-30.0,-0.13043478260869565
book_time_v33drift85,10.0,3.0,validation,66,1,0.015151515151515152,-11.0,3.0,-14.0,-1.0
book_time_v33drift85,10.0,3.0,holdout,66,0,0.0,0.0,0.0,0.0,
book_v31_drift3_platt,0.0,0.0,all,330,330,1.0,776.0,0.0,776.0,0.042348832132722114
book_v31_drift3_platt,0.0,0.0,train,198,198,1.0,374.0,0.0,374.0,0.03423027640490573
book_v31_drift3_platt,0.0,0.0,validation,66,66,1.0,-34.0,0.0,-34.0,-0.009356081452944413
book_v31_drift3_platt,0.0,0.0,holdout,66,66,1.0,436.0,0.0,436.0,0.11583421891604676
book_v31_drift3_platt,0.0,0.5,all,330,330,1.0,776.0,165.0,611.0,0.03304667640218508
book_v31_drift3_platt,0.0,0.5,train,198,198,1.0,374.0,99.0,275.0,0.024943310657596373
book_v31_drift3_platt,0.0,0.5,validation,66,66,1.0,-34.0,33.0,-67.0,-0.018271066266703027
book_v31_drift3_platt,0.0,0.5,holdout,66,66,1.0,436.0,33.0,403.0,0.10613642349223071
book_v31_drift3_platt,0.0,1.0,all,330,330,1.0,776.0,330.0,446.0,0.023909081162217218
book_v31_drift3_platt,0.0,1.0,train,198,198,1.0,374.0,198.0,176.0,0.015821646889608056
book_v31_drift3_platt,0.0,1.0,validation,66,66,1.0,-34.0,66.0,-100.0,-0.02702702702702703
book_v31_drift3_platt,0.0,1.0,holdout,66,66,1.0,436.0,66.0,370.0,0.09660574412532637
book_v31_drift3_platt,0.0,1.5,all,330,330,1.0,776.0,495.0,281.0,0.014931717944630427
book_v31_drift3_platt,0.0,1.5,train,198,198,1.0,374.0,297.0,77.0,0.006860910629956339
book_v31_drift3_platt,0.0,1.5,validation,66,66,1.0,-34.0,99.0,-133.0,-0.035628181087597105
book_v31_drift3_platt,0.0,1.5,holdout,66,66,1.0,436.0,99.0,337.0,0.08723789800673053
book_v31_drift3_platt,0.0,2.0,all,330,330,1.0,776.0,660.0,116.0,0.006110408765276022
book_v31_drift3_platt,0.0,2.0,train,198,198,1.0,374.0,396.0,-22.0,-0.0019431195901784136
book_v31_drift3_platt,0.0,2.0,validation,66,66,1.0,-34.0,132.0,-166.0,-0.044078597981943704
book_v31_drift3_platt,0.0,2.0,holdout,66,66,1.0,436.0,132.0,304.0,0.07802874743326489
