model,entry_policy,exit_policy,entry_edge_floor_cents,entry_ask_cap_cents,entry_min_p_side,entry_max_seconds_to_close,entry_min_seconds_to_close,train_markets,train_trades,train_coverage,train_pnl_dollars,train_cost_dollars,train_roi,train_fee_dollars,train_net_after_fees_dollars,train_net_roi_after_fees,train_net_after_fees_1c_entry_dollars,train_net_after_fees_1c_roundtrip_dollars,train_wins,train_losses,train_settled_count,train_exit_count,train_avg_entry_ask,train_avg_entry_edge,train_avg_entry_p_side,train_avg_entry_seconds_to_close,validation_markets,validation_trades,validation_coverage,validation_pnl_dollars,validation_cost_dollars,validation_roi,validation_fee_dollars,validation_net_after_fees_dollars,validation_net_roi_after_fees,validation_net_after_fees_1c_entry_dollars,validation_net_after_fees_1c_roundtrip_dollars,validation_wins,validation_losses,validation_settled_count,validation_exit_count,validation_avg_entry_ask,validation_avg_entry_edge,validation_avg_entry_p_side,validation_avg_entry_seconds_to_close,holdout_markets,holdout_trades,holdout_coverage,holdout_pnl_dollars,holdout_cost_dollars,holdout_roi,holdout_fee_dollars,holdout_net_after_fees_dollars,holdout_net_roi_after_fees,holdout_net_after_fees_1c_entry_dollars,holdout_net_after_fees_1c_roundtrip_dollars,holdout_wins,holdout_losses,holdout_settled_count,holdout_exit_count,holdout_avg_entry_ask,holdout_avg_entry_edge,holdout_avg_entry_p_side,holdout_avg_entry_seconds_to_close,all_markets,all_trades,all_coverage,all_pnl_dollars,all_cost_dollars,all_roi,all_fee_dollars,all_net_after_fees_dollars,all_net_roi_after_fees,all_net_after_fees_1c_entry_dollars,all_net_after_fees_1c_roundtrip_dollars,all_wins,all_losses,all_settled_count,all_exit_count,all_avg_entry_ask,all_avg_entry_edge,all_avg_entry_p_side,all_avg_entry_seconds_to_close,min_split_coverage,min_split_pnl_dollars,min_split_net_after_fees_dollars,min_split_net_after_fees_1c_roundtrip_dollars,all_splits_positive,all_splits_net_after_fees_positive,all_splits_net_after_fees_1c_roundtrip_positive,eligible_80,probability_floor,min_hold_seconds,confirm_count,dwell_seconds,recover_probability,take_profit_cents,near_margin_abs_sigma15,near_velocity_abs_3m,exit_margin_ceiling_sigma15,exit_held_margin_ceiling_sigma15,margin_gate_side,min_split_net_after_fees_1c_entry_dollars,all_splits_1c_entry_positive,positive_1c_days,total_days,worst_1c_day_cents,block10_positive,block10_worst_cents
v55_bookanchor_m10_v20_g05_book_plus2,edge0_ask100_p0.65_stc0-600,hold,0.0,100.0,0.65,600.0,0.0,223,205,0.9192825112107623,15.08,332.92,0.045296167247386755,4.87,10.21,0.0306680283551604,6.110000000000001,6.110000000000001,174,31,205,0,81.2,3.188820742138968,0.8438882074213896,419.12041463414636,74,67,0.9054054054054054,1.26,106.74,0.011804384485666106,1.76,-0.5,-0.00468427955780401,-1.84,-1.84,54,13,67,0,79.65671641791045,2.9415902248011876,0.8259830664271163,504.48513432835824,75,61,0.8133333333333334,-1.14,99.14,-0.011498890457938268,1.48,-2.62,-0.02642727456122655,-3.84,-3.84,49,12,61,0,81.26229508196721,3.1480618005497627,0.8441035688251697,423.7884918032787,372,333,0.8951612903225806,15.2,538.8,0.028210838901262063,8.11,7.09,0.01315887156644395,0.4299999999999997,0.4299999999999997,277,56,333,0,80.90090090090091,3.131611312413524,0.8403251221331443,437.151012012012,0.8133333333333334,-1.14,-2.62,-3.84,False,False,False,True,,0.0,1,0.0,,,,,,,,-3.84,False,2,5,-284.0,6,-650.0
v55_bookanchor_m10_v20_g05_book_plus2,edge0_ask100_p0.65_stc0-600,prob50,0.0,100.0,0.65,600.0,0.0,223,205,0.9192825112107623,18.52,332.92,0.055628979935119546,6.42,12.1,0.03634506788417637,8.0,7.12,174,31,161,44,81.2,3.188820742138968,0.8438882074213896,419.12041463414636,74,67,0.9054054054054054,7.64,106.74,0.07157579164324528,2.27,5.369999999999999,0.050309162450815056,4.029999999999999,3.7299999999999995,54,13,52,15,79.65671641791045,2.9415902248011876,0.8259830664271163,504.48513432835824,75,61,0.8133333333333334,2.42,99.14,0.02440992535807948,2.06,0.3599999999999999,0.0036312285656647154,-0.8600000000000001,-1.1800000000000002,49,12,45,16,81.26229508196721,3.1480618005497627,0.8441035688251697,423.7884918032787,372,333,0.8951612903225806,28.58,538.8,0.0530438010393467,10.75,17.83,0.033092056421677805,11.169999999999998,9.669999999999998,277,56,258,75,80.90090090090091,3.131611312413524,0.8403251221331443,437.151012012012,0.8133333333333334,2.42,0.3599999999999999,-1.1800000000000002,True,True,False,True,0.5,0.0,1,0.0,,,,,,,,-0.8600000000000001,False,4,5,-131.0,7,-213.0
v55_bookanchor_m10_v20_g05_book_plus2,edge0_ask100_p0.65_stc0-600,hold15_prob50,0.0,100.0,0.65,600.0,0.0,223,205,0.9192825112107623,18.76,332.92,0.056349873843566024,6.42,12.340000000000002,0.03706596179262286,8.240000000000002,7.360000000000002,174,31,161,44,81.2,3.188820742138968,0.8438882074213896,419.12041463414636,74,67,0.9054054054054054,7.64,106.74,0.07157579164324528,2.27,5.369999999999999,0.050309162450815056,4.029999999999999,3.7299999999999995,54,13,52,15,79.65671641791045,2.9415902248011876,0.8259830664271163,504.48513432835824,75,61,0.8133333333333334,2.42,99.14,0.02440992535807948,2.06,0.3599999999999999,0.0036312285656647154,-0.8600000000000001,-1.1800000000000002,49,12,45,16,81.26229508196721,3.1480618005497627,0.8441035688251697,423.7884918032787,372,333,0.8951612903225806,28.82,538.8,0.05348923533778768,10.75,18.07,0.03353749072011879,11.41,9.91,277,56,258,75,80.90090090090091,3.131611312413524,0.8403251221331443,437.151012012012,0.8133333333333334,2.42,0.3599999999999999,-1.1800000000000002,True,True,False,True,0.5,15.0,1,0.0,,,,,,,,-0.8600000000000001,False,4,5,-131.0,7,-213.0
v55_bookanchor_m10_v20_g05_book_plus2,edge0_ask100_p0.65_stc0-600,hold30_prob50,0.0,100.0,0.65,600.0,0.0,223,205,0.9192825112107623,18.74,332.92,0.05628979935119548,6.4,12.339999999999998,0.037065961792622844,8.239999999999998,7.3599999999999985,174,31,161,44,81.2,3.188820742138968,0.8438882074213896,419.12041463414636,74,67,0.9054054054054054,7.64,106.74,0.07157579164324528,2.27,5.369999999999999,0.050309162450815056,4.029999999999999,3.7299999999999995,54,13,52,15,79.65671641791045,2.9415902248011876,0.8259830664271163,504.48513432835824,75,61,0.8133333333333334,2.42,99.14,0.02440992535807948,2.06,0.3599999999999999,0.0036312285656647154,-0.8600000000000001,-1.1800000000000002,49,12,45,16,81.26229508196721,3.1480618005497627,0.8441035688251697,423.7884918032787,372,333,0.8951612903225806,28.8,538.8,0.0534521158129176,10.73,18.07,0.03353749072011879,11.41,9.91,277,56,258,75,80.90090090090091,3.131611312413524,0.8403251221331443,437.151012012012,0.8133333333333334,2.42,0.3599999999999999,-1.1800000000000002,True,True,False,True,0.5,30.0,1,0.0,,,,,,,,-0.8600000000000001,False,4,5,-131.0,7,-213.0
v55_bookanchor_m10_v20_g05_book_plus2,edge0_ask100_p0.65_stc0-600,hold45_prob50,0.0,100.0,0.65,600.0,0.0,223,205,0.9192825112107623,18.78,332.92,0.056409948335936565,6.4,12.38,0.03718611077736393,8.280000000000001,7.400000000000001,174,31,161,44,81.2,3.188820742138968,0.8438882074213896,419.12041463414636,74,67,0.9054054054054054,7.64,106.74,0.07157579164324528,2.27,5.369999999999999,0.050309162450815056,4.029999999999999,3.7299999999999995,54,13,52,15,79.65671641791045,2.9415902248011876,0.8259830664271163,504.48513432835824,75,61,0.8133333333333334,2.42,99.14,0.02440992535807948,2.06,0.3599999999999999,0.0036312285656647154,-0.8600000000000001,-1.1800000000000002,49,12,45,16,81.26229508196721,3.1480618005497627,0.8441035688251697,423.7884918032787,372,333,0.8951612903225806,28.84,538.8,0.05352635486265776,10.73,18.11,0.03361172976985895,11.45,9.95,277,56,258,75,80.90090090090091,3.131611312413524,0.8403251221331443,437.151012012012,0.8133333333333334,2.42,0.3599999999999999,-1.1800000000000002,True,True,False,True,0.5,45.0,1,0.0,,,,,,,,-0.8600000000000001,False,4,5,-131.0,7,-213.0
v55_bookanchor_m10_v20_g05_book_plus2,edge0_ask100_p0.65_stc0-600,hold60_prob50,0.0,100.0,0.65,600.0,0.0,223,205,0.9192825112107623,18.64,332.92,0.05598942688934278,6.39,12.25,0.036795626576955426,8.15,7.2700000000000005,174,31,161,44,81.2,3.188820742138968,0.8438882074213896,419.12041463414636,74,67,0.9054054054054054,7.64,106.74,0.07157579164324528,2.27,5.369999999999999,0.050309162450815056,4.029999999999999,3.7299999999999995,54,13,52,15,79.65671641791045,2.9415902248011876,0.8259830664271163,504.48513432835824,75,61,0.8133333333333334,2.14,99.14,0.021585636473673595,2.05,0.0900000000000003,0.0009078071414161822,-1.1299999999999997,-1.4499999999999997,49,12,45,16,81.26229508196721,3.1480618005497627,0.8441035688251697,423.7884918032787,372,333,0.8951612903225806,28.42,538.8,0.052746844840386053,10.71,17.71,0.03286933927245732,11.05,9.55,277,56,258,75,80.90090090090091,3.131611312413524,0.8403251221331443,437.151012012012,0.8133333333333334,2.14,0.0900000000000003,-1.4499999999999997,True,True,False,True,0.5,60.0,1,0.0,,,,,,,,-1.1299999999999997,False,4,5,-131.0,6,-213.0
v55_bookanchor_m10_v20_g05_book_plus2,edge0_ask100_p0.65_stc0-600,hold90_prob50,0.0,100.0,0.65,600.0,0.0,223,205,0.9192825112107623,19.64,332.92,0.05899315150786976,6.24,13.4,0.040249909888261444,9.3,8.46,174,31,163,42,81.2,3.188820742138968,0.8438882074213896,419.12041463414636,74,67,0.9054054054054054,7.9,106.74,0.07401161701330336,2.28,5.620000000000001,0.05265130222971708,4.280000000000001,3.9800000000000013,54,13,52,15,79.65671641791045,2.9415902248011876,0.8259830664271163,504.48513432835824,75,61,0.8133333333333334,1.56,99.14,0.015735323784547107,2.05,-0.48999999999999977,-0.004942505547710307,-1.7099999999999997,-2.03,49,12,45,16,81.26229508196721,3.1480618005497627,0.8441035688251697,423.7884918032787,372,333,0.8951612903225806,29.1,538.8,0.054008908685968825,10.57,18.53,0.034391239792130664,11.870000000000001,10.41,277,56,260,73,80.90090090090091,3.131611312413524,0.8403251221331443,437.151012012012,0.8133333333333334,1.56,-0.48999999999999977,-2.03,True,False,False,True,0.5,90.0,1,0.0,,,,,,,,-1.7099999999999997,False,4,5,-131.0,6,-277.0
v55_bookanchor_m10_v20_g05_book_plus2,edge0_ask100_p0.65_stc0-600,hold120_prob50,0.0,100.0,0.65,600.0,0.0,223,205,0.9192825112107623,18.64,332.92,0.05598942688934278,6.17,12.47,0.037456445993031356,8.370000000000001,7.570000000000001,174,31,165,40,81.2,3.188820742138968,0.8438882074213896,419.12041463414636,74,67,0.9054054054054054,9.1,106.74,0.08525388795203298,2.24,6.859999999999999,0.06426831553307101,5.52,5.239999999999999,54,13,53,14,79.65671641791045,2.9415902248011876,0.8259830664271163,504.48513432835824,75,61,0.8133333333333334,1.0,99.14,0.010086746015735323,2.02,-1.02,-0.01028848093605003,-2.24,-2.56,49,12,45,16,81.26229508196721,3.1480618005497627,0.8441035688251697,423.7884918032787,372,333,0.8951612903225806,28.74,538.8,0.05334075723830735,10.43,18.31,0.03398292501855976,11.649999999999999,10.249999999999998,277,56,263,70,80.90090090090091,3.131611312413524,0.8403251221331443,437.151012012012,0.8133333333333334,1.0,-1.02,-2.56,True,False,False,True,0.5,120.0,1,0.0,,,,,,,,-2.24,False,3,5,-201.0,6,-307.0
v55_bookanchor_m10_v20_g05_book_plus2,edge0_ask100_p0.65_stc0-600,hold180_prob50,0.0,100.0,0.65,600.0,0.0,223,205,0.9192825112107623,22.48,332.92,0.06752372942448637,6.06,16.42,0.04932115823621291,12.320000000000002,11.600000000000001,174,31,169,36,81.2,3.188820742138968,0.8438882074213896,419.12041463414636,74,67,0.9054054054054054,7.2,106.74,0.06745362563237775,2.18,5.02,0.04703016676035226,3.6799999999999997,3.3999999999999995,54,13,53,14,79.65671641791045,2.9415902248011876,0.8259830664271163,504.48513432835824,75,61,0.8133333333333334,0.2,99.14,0.002017349203147065,1.91,-1.71,-0.017248335686907403,-2.9299999999999997,-3.21,49,12,47,14,81.26229508196721,3.1480618005497627,0.8441035688251697,423.7884918032787,372,333,0.8951612903225806,29.88,538.8,0.05545657015590201,10.15,19.729999999999997,0.03661841128433556,13.069999999999997,11.789999999999997,277,56,269,64,80.90090090090091,3.131611312413524,0.8403251221331443,437.151012012012,0.8133333333333334,0.2,-1.71,-3.21,True,False,False,True,0.5,180.0,1,0.0,,,,,,,,-2.9299999999999997,False,3,5,-173.0,6,-162.0
v55_bookanchor_m10_v20_g05_book_plus2,edge0_ask100_p0.65_stc0-600,prob50_confirm2,0.0,100.0,0.65,600.0,0.0,223,205,0.9192825112107623,18.82,332.92,0.05653009732067764,6.26,12.56,0.03772678120869879,8.46,7.6000000000000005,174,31,162,43,81.2,3.188820742138968,0.8438882074213896,419.12041463414636,74,67,0.9054054054054054,6.44,106.74,0.06033352070451565,2.27,4.17,0.03906689151208544,2.83,2.5300000000000002,54,13,52,15,79.65671641791045,2.9415902248011876,0.8259830664271163,504.48513432835824,75,61,0.8133333333333334,0.82,99.14,0.008271131732902965,2.0,-1.1800000000000002,-0.011902360298567683,-2.4000000000000004,-2.72,49,12,45,16,81.26229508196721,3.1480618005497627,0.8441035688251697,423.7884918032787,372,333,0.8951612903225806,26.08,538.8,0.04840386043058649,10.53,15.549999999999999,0.028860430586488493,8.889999999999999,7.409999999999998,277,56,259,74,80.90090090090091,3.131611312413524,0.8403251221331443,437.151012012012,0.8133333333333334,0.82,-1.1800000000000002,-2.72,True,False,False,True,0.5,0.0,2,0.0,,,,,,,,-2.4000000000000004,False,3,5,-164.0,6,-351.0
