rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND entry_to_exit_loss_cents>=20,8,0.1509433962264151,-23.979999999999997,7.75,6,2,-8.83,-11.91,-3.2399999999999998,3,5,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND position_seconds<=45,26,0.49056603773584906,-24.619999999999997,7.109999999999999,18,8,-6.1000000000000005,-15.589999999999998,-2.9299999999999997,16,3,7,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,5,0.09433962264150944,-24.629999999999995,7.100000000000001,5,0,-10.31,-11.079999999999998,-3.2399999999999998,2,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=50,9,0.16981132075471697,-24.63,7.099999999999998,8,1,-6.390000000000001,-16.5,-1.7399999999999998,5,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-24.65,7.079999999999998,7,0,-6.390000000000001,-16.52,-1.7399999999999998,5,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=75,14,0.2641509433962264,-25.10918,6.620819999999998,11,3,-7.959180000000002,-16.150000000000002,-1.0,7,4,3,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.17,6.559999999999995,8,2,-7.970000000000001,-15.46,-1.7399999999999998,7,1,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-25.33,6.399999999999999,4,2,-8.99,-13.100000000000001,-3.2399999999999998,2,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=500,8,0.1509433962264151,-25.479999999999993,6.2500000000000036,7,1,-10.32,-14.89,-0.2700000000000001,2,2,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=500,15,0.2830188679245283,-25.51918,6.210819999999998,10,5,-8.87918,-13.399999999999999,-3.2399999999999998,8,7,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.63,6.099999999999998,8,2,-7.390000000000001,-16.5,-1.7399999999999998,6,2,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-25.939999999999998,5.789999999999999,7,3,-10.18,-13.29,-2.4699999999999998,2,7,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND entry_to_exit_loss_cents>=10,6,0.11320754716981132,-26.04,5.689999999999998,5,1,-7.050000000000002,-16.52,-2.4699999999999998,5,0,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=90,5,0.09433962264150944,-26.069999999999997,5.66,4,1,-11.97,-10.86,-3.2399999999999998,0,5,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-26.169999999999998,5.559999999999999,3,0,-11.97,-10.96,-3.2399999999999998,0,3,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-26.35,5.3799999999999955,6,1,-9.15,-15.46,-1.7399999999999998,4,1,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=50,7,0.1320754716981132,-26.380000000000003,5.349999999999994,6,1,-7.370000000000001,-16.5,-2.51,4,2,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=4,5,0.09433962264150944,-26.400000000000002,5.329999999999995,5,0,-7.370000000000001,-16.52,-2.51,4,0,1,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-26.7,5.029999999999998,5,0,-8.44,-16.52,-1.7399999999999998,3,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=100,8,0.1509433962264151,-26.749999999999996,4.98,7,1,-8.059999999999999,-15.45,-3.2399999999999998,5,3,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-26.759999999999998,4.969999999999999,6,0,-8.059999999999999,-15.46,-3.2399999999999998,5,1,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND entry_to_exit_loss_cents>=20,13,0.24528301886792453,-26.76,4.969999999999995,7,6,-10.749999999999998,-12.77,-3.2399999999999998,5,8,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=100,4,0.07547169811320754,-26.819999999999997,4.91,3,1,-11.12,-12.46,-3.2399999999999998,1,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=0,11,0.20754716981132076,-26.87,4.859999999999996,7,4,-8.63,-16.5,-1.7399999999999998,7,2,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-26.92,4.809999999999995,6,2,-8.95,-15.46,-2.51,6,1,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=12,7,0.1320754716981132,-26.939999999999998,4.789999999999999,6,1,-8.68,-16.52,-1.7399999999999998,5,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_sigma_t_dollars>=75,7,0.1320754716981132,-27.029179999999997,4.70082,6,1,-8.54918,-15.900000000000002,-2.58,4,2,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND position_seconds<=45,22,0.41509433962264153,-27.099999999999994,4.630000000000003,15,7,-9.129999999999999,-15.589999999999998,-2.38,13,3,6,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=4,6,0.11320754716981132,-27.119999999999997,4.609999999999999,5,1,-9.15,-15.46,-2.51,4,1,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=180,9,0.16981132075471697,-27.19918,4.5308199999999985,7,2,-8.93918,-16.52,-1.7399999999999998,7,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8,13,0.24528301886792453,-27.270000000000003,4.459999999999994,8,5,-9.03,-16.5,-1.7399999999999998,9,2,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND position_seconds<=180,13,0.24528301886792453,-27.270000000000003,4.459999999999994,8,5,-9.03,-16.5,-1.7399999999999998,9,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.6,7,0.1320754716981132,-27.270000000000003,4.459999999999994,5,2,-8.57,-15.46,-3.2399999999999998,6,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=300,12,0.22641509433962265,-27.289179999999998,4.440819999999999,8,4,-9.72918,-14.32,-3.2399999999999998,7,5,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=300,10,0.18867924528301888,-27.31918,4.4108199999999975,7,3,-8.669179999999999,-15.410000000000002,-3.2399999999999998,6,4,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=500,10,0.18867924528301888,-27.31918,4.4108199999999975,7,3,-8.669179999999999,-15.410000000000002,-3.2399999999999998,6,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND fair_minus_exit_bid_cents>=0,7,0.1320754716981132,-27.349999999999998,4.379999999999999,6,1,-8.66,-15.45,-3.2399999999999998,4,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents<=45 AND exit_sigma_t_dollars>=75,3,0.05660377358490566,-27.369999999999997,4.359999999999999,2,1,-11.97,-12.16,-3.2399999999999998,0,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-27.380000000000003,4.349999999999994,6,2,-8.370000000000001,-16.5,-2.51,5,2,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-27.6,4.1299999999999955,6,4,-8.63,-16.5,-2.4699999999999998,7,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=10,6,0.11320754716981132,-27.61,4.119999999999997,5,1,-9.35,-16.52,-1.7399999999999998,4,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-27.689999999999998,4.039999999999999,3,0,-8.99,-15.46,-3.2399999999999998,2,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND entry_to_exit_loss_cents>=10,3,0.05660377358490566,-27.73,3.9999999999999964,3,0,-7.9700000000000015,-16.52,-3.2399999999999998,3,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=15 AND exit_sigma_t_dollars>=100,7,0.1320754716981132,-27.799999999999997,3.9299999999999997,6,1,-8.059999999999999,-16.5,-3.2399999999999998,5,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100,9,0.16981132075471697,-27.819999999999997,3.91,7,2,-9.129999999999999,-15.45,-3.2399999999999998,6,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=100,9,0.16981132075471697,-27.819999999999997,3.91,7,2,-9.129999999999999,-15.45,-3.2399999999999998,6,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND position_seconds<=180,9,0.16981132075471697,-27.819999999999997,3.91,7,2,-9.129999999999999,-15.45,-3.2399999999999998,6,3,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=100,7,0.1320754716981132,-27.84,3.889999999999997,6,1,-9.129999999999999,-15.469999999999999,-3.2399999999999998,6,1,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND fair_minus_exit_bid_cents>=15,5,0.09433962264150944,-27.86,3.8699999999999974,3,2,-8.99,-15.629999999999999,-3.2399999999999998,2,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents<=0,5,0.09433962264150944,-27.869999999999997,3.8599999999999994,4,1,-11.59,-13.7,-2.58,3,1,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND exit_btc_age_ms>=500,14,0.2641509433962264,-27.889999999999997,3.84,9,5,-10.629999999999999,-16.0,-1.2599999999999998,4,5,5,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=180,3,0.05660377358490566,-28.18,3.549999999999997,2,1,-11.97,-12.969999999999999,-3.2399999999999998,0,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=10,4,0.07547169811320754,-28.369999999999997,3.3599999999999994,3,1,-11.97,-13.16,-3.2399999999999998,0,4,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_p_hold>=0.7,7,0.1320754716981132,-28.40918,3.3208199999999977,6,1,-10.14918,-16.52,-1.7399999999999998,5,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-28.42,3.309999999999995,4,1,-10.159999999999998,-16.52,-1.7399999999999998,3,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-28.42,3.309999999999995,4,1,-10.159999999999998,-16.52,-1.7399999999999998,3,0,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents>=10,6,0.11320754716981132,-28.439999999999998,3.289999999999999,5,1,-9.73,-15.469999999999999,-3.2399999999999998,5,1,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.65,4,0.07547169811320754,-28.449999999999996,3.280000000000001,3,1,-9.75,-15.46,-3.2399999999999998,3,1,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=4,3,0.05660377358490566,-28.450000000000003,3.279999999999994,3,0,-9.42,-16.52,-2.51,2,0,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=100,6,0.11320754716981132,-28.54,3.1899999999999977,4,2,-10.569999999999999,-14.73,-3.2399999999999998,4,2,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND position_seconds<=45,18,0.33962264150943394,-28.549999999999997,3.1799999999999997,12,6,-9.85,-15.589999999999998,-3.1100000000000003,10,3,5,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=0,8,0.1509433962264151,-28.56,3.169999999999998,5,3,-9.55,-16.5,-2.51,5,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-28.59,3.139999999999997,4,0,-9.889999999999999,-15.46,-3.2399999999999998,3,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=12 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.61,3.1199999999999974,5,1,-8.87,-16.5,-3.2399999999999998,4,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=75,6,0.11320754716981132,-28.629999999999995,3.1000000000000014,5,1,-10.389999999999999,-16.5,-1.7399999999999998,2,2,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-28.8,2.929999999999996,4,0,-9.04,-16.52,-3.2399999999999998,4,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.82,2.9099999999999966,5,1,-10.11,-15.469999999999999,-3.2399999999999998,5,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND fair_minus_exit_bid_cents>=5,5,0.09433962264150944,-28.869999999999997,2.8599999999999994,4,1,-10.18,-15.45,-3.2399999999999998,2,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.89,2.8399999999999963,5,1,-9.129999999999999,-16.52,-3.2399999999999998,6,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4,10,0.18867924528301888,-28.96,2.769999999999996,6,4,-9.95,-16.5,-2.51,7,2,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND position_seconds<=180,10,0.18867924528301888,-28.96,2.769999999999996,6,4,-9.95,-16.5,-2.51,7,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=90,8,0.1509433962264151,-29.14918,2.5808199999999957,6,2,-10.88918,-16.52,-1.7399999999999998,6,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=4,4,0.07547169811320754,-29.189999999999998,2.539999999999999,3,1,-10.159999999999998,-16.52,-2.51,3,0,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=4,4,0.07547169811320754,-29.189999999999998,2.539999999999999,3,1,-10.159999999999998,-16.52,-2.51,3,0,1,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_p_hold>=0.7,6,0.11320754716981132,-29.21918,2.5108199999999954,5,1,-10.95918,-16.52,-1.7399999999999998,4,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=5,7,0.1320754716981132,-29.29,2.4399999999999977,4,3,-9.55,-16.5,-3.2399999999999998,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=10,5,0.09433962264150944,-29.29,2.4399999999999977,3,2,-10.59,-15.46,-3.2399999999999998,4,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=10,5,0.09433962264150944,-29.29,2.4399999999999977,3,2,-10.59,-15.46,-3.2399999999999998,4,1,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_sigma_t_dollars>=75,5,0.09433962264150944,-29.299999999999997,2.4299999999999997,3,2,-10.99,-15.07,-3.2399999999999998,1,4,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND fair_minus_exit_bid_cents>=5,3,0.05660377358490566,-29.34,2.389999999999997,3,0,-10.35,-16.52,-2.4699999999999998,2,0,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=100,5,0.09433962264150944,-29.42,2.309999999999995,4,1,-10.71,-15.469999999999999,-3.2399999999999998,4,1,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=0,3,0.05660377358490566,-29.459999999999997,2.2699999999999996,2,1,-10.76,-15.46,-3.2399999999999998,2,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.47,2.259999999999998,5,2,-10.78,-15.45,-3.2399999999999998,4,3,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=45,6,0.11320754716981132,-29.5,2.229999999999997,5,1,-11.239999999999998,-16.52,-1.7399999999999998,4,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=0 AND position_seconds>=90,3,0.05660377358490566,-29.560000000000002,2.1699999999999946,2,1,-10.86,-15.46,-3.2399999999999998,2,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND position_seconds>=90,3,0.05660377358490566,-29.560000000000002,2.1699999999999946,2,1,-10.86,-15.46,-3.2399999999999998,2,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=800,3,0.05660377358490566,-29.569999999999997,2.16,3,0,-11.97,-16.52,-1.0799999999999998,0,0,3,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=45,3,0.05660377358490566,-29.569999999999997,2.16,3,0,-11.97,-16.52,-1.0799999999999998,0,0,3,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=90,3,0.05660377358490566,-29.569999999999997,2.16,3,0,-11.97,-16.52,-1.0799999999999998,0,0,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents<=10,5,0.09433962264150944,-29.609999999999996,2.120000000000001,4,1,-11.37,-16.5,-1.7399999999999998,1,2,2,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-29.629999999999995,2.1000000000000014,2,1,-10.94,-15.45,-3.2399999999999998,1,2,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.63,2.099999999999998,3,0,-11.37,-16.52,-1.7399999999999998,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.63,2.099999999999998,3,0,-11.37,-16.52,-1.7399999999999998,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.63,2.099999999999998,3,0,-11.37,-16.52,-1.7399999999999998,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.63,2.099999999999998,3,0,-11.37,-16.52,-1.7399999999999998,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.63,2.099999999999998,3,0,-11.37,-16.52,-1.7399999999999998,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.63,2.099999999999998,3,0,-11.37,-16.52,-1.7399999999999998,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.63,2.099999999999998,3,0,-11.37,-16.52,-1.7399999999999998,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.63,2.099999999999998,3,0,-11.37,-16.52,-1.7399999999999998,1,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-29.65,2.0799999999999983,3,0,-9.889999999999999,-16.52,-3.2399999999999998,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=0,3,0.05660377358490566,-29.759999999999998,1.9699999999999989,2,1,-10.02,-16.5,-3.2399999999999998,1,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=0 AND exit_sigma_t_dollars>=50,3,0.05660377358490566,-29.759999999999998,1.9699999999999989,2,1,-10.02,-16.5,-3.2399999999999998,1,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_btc_age_ms>=500,7,0.1320754716981132,-29.85,1.8799999999999955,4,3,-11.59,-16.52,-1.7399999999999998,5,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.889999999999997,1.8399999999999999,4,3,-10.15,-16.5,-3.2399999999999998,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.889999999999997,1.8399999999999999,4,3,-10.15,-16.5,-3.2399999999999998,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-30.129999999999995,1.6000000000000014,3,1,-10.389999999999999,-16.5,-3.2399999999999998,2,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=10 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-30.129999999999995,1.6000000000000014,3,1,-10.389999999999999,-16.5,-3.2399999999999998,2,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=75,4,0.07547169811320754,-30.379999999999995,1.3500000000000014,3,1,-11.37,-16.5,-2.51,1,2,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND entry_to_exit_loss_cents<=10,6,0.11320754716981132,-30.589999999999996,1.1400000000000006,4,2,-11.37,-16.5,-2.7199999999999998,1,2,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-30.729999999999997,1.0,2,1,-10.99,-16.5,-3.2399999999999998,1,2,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND fair_minus_exit_bid_cents<=0,4,0.07547169811320754,-30.909999999999997,0.8200000000000003,3,1,-11.809999999999999,-16.52,-2.58,3,0,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-31.109999999999996,0.620000000000001,2,1,-11.37,-16.5,-3.2399999999999998,1,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-31.109999999999996,0.620000000000001,2,1,-11.37,-16.5,-3.2399999999999998,1,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150,3,0.05660377358490566,-31.14,0.5899999999999963,2,1,-11.38,-16.52,-3.2399999999999998,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-31.14,0.5899999999999963,2,1,-11.38,-16.52,-3.2399999999999998,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-31.14,0.5899999999999963,2,1,-11.38,-16.52,-3.2399999999999998,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-31.14,0.5899999999999963,2,1,-11.38,-16.52,-3.2399999999999998,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-31.14,0.5899999999999963,2,1,-11.38,-16.52,-3.2399999999999998,3,0,0,True,True
