rule_rule_id,rule_p_min,rule_edge_min,rule_ask_max,rule_side_filter,target_pass,target_observed_pass,all_contract_accuracy,all_contract_retention,holdout_contract_accuracy,holdout_contract_retention,validation_contract_accuracy,all_contract_wilson95_lower,all_contracts,all_trade_accuracy,all_trade_retention,all_trade_wilson95_lower,all_trades,all_winning_contracts,all_winning_trades,holdout_contract_wilson95_lower,holdout_contracts,holdout_trade_accuracy,holdout_trade_retention,holdout_trade_wilson95_lower,holdout_trades,holdout_winning_contracts,holdout_winning_trades,rule_abs_d_sigma_max,rule_abs_d_sigma_min,rule_seconds_max,rule_seconds_min,train_contract_accuracy,train_contract_retention,train_contract_wilson95_lower,train_contracts,train_trade_accuracy,train_trade_retention,train_trade_wilson95_lower,train_trades,train_winning_contracts,train_winning_trades,validation_contract_retention,validation_contract_wilson95_lower,validation_contracts,validation_trade_accuracy,validation_trade_retention,validation_trade_wilson95_lower,validation_trades,validation_winning_contracts,validation_winning_trades
replay_rule_00002,0.5,-30.0,90.0,all,False,False,1.0,0.22737306843267108,1.0,0.2028397565922921,1.0,0.9966208133129539,1133,1.0,0.22593320235756384,0.9676746189886368,115,1133,115,0.9811539940816792,200,1.0,0.19607843137254902,0.8388698745050667,20,200,20,,,,,1.0,0.24075924075924077,0.9947146668545113,723,1.0,0.24262295081967214,0.9506484964337834,74,723,74,0.2112676056338028,0.9820353008956163,210,1.0,0.20588235294117646,0.8453561767357979,21,210,21
replay_rule_00057,0.55,-30.0,90.0,all,False,False,1.0,0.22737306843267108,1.0,0.2028397565922921,1.0,0.9966208133129539,1133,1.0,0.22593320235756384,0.9676746189886368,115,1133,115,0.9811539940816792,200,1.0,0.19607843137254902,0.8388698745050667,20,200,20,,,,,1.0,0.24075924075924077,0.9947146668545113,723,1.0,0.24262295081967214,0.9506484964337834,74,723,74,0.2112676056338028,0.9820353008956163,210,1.0,0.20588235294117646,0.8453561767357979,21,210,21
replay_rule_00112,0.6,-30.0,90.0,all,False,False,1.0,0.22737306843267108,1.0,0.2028397565922921,1.0,0.9966208133129539,1133,1.0,0.22593320235756384,0.9676746189886368,115,1133,115,0.9811539940816792,200,1.0,0.19607843137254902,0.8388698745050667,20,200,20,,,,,1.0,0.24075924075924077,0.9947146668545113,723,1.0,0.24262295081967214,0.9506484964337834,74,723,74,0.2112676056338028,0.9820353008956163,210,1.0,0.20588235294117646,0.8453561767357979,21,210,21
replay_rule_00278,0.75,-30.0,92.0,all,False,False,1.0,0.22596829219345776,1.0,0.1643002028397566,1.0,0.9965998773633402,1126,1.0,0.22789783889980353,0.9679443532129076,116,1126,116,0.976835727585841,162,1.0,0.16666666666666666,0.8156763396284354,17,162,17,,,,,1.0,0.24442224442224442,0.994793462445056,734,1.0,0.24918032786885247,0.9518847317689024,76,734,76,0.23138832997987926,0.9835717853452937,230,1.0,0.22549019607843138,0.8568788745827373,23,230,23
replay_rule_00283,0.75,-20.0,92.0,all,False,False,1.0,0.22596829219345776,1.0,0.1643002028397566,1.0,0.9965998773633402,1126,1.0,0.22789783889980353,0.9679443532129076,116,1126,116,0.976835727585841,162,1.0,0.16666666666666666,0.8156763396284354,17,162,17,,,,,1.0,0.24442224442224442,0.994793462445056,734,1.0,0.24918032786885247,0.9518847317689024,76,734,76,0.23138832997987926,0.9835717853452937,230,1.0,0.22549019607843138,0.8568788745827373,23,230,23
replay_rule_00167,0.65,-30.0,90.0,all,False,False,1.0,0.20931165964278547,1.0,0.18255578093306288,1.0,0.996330294860273,1043,1.0,0.2082514734774067,0.9650260010779157,106,1043,106,0.9791037501849419,180,1.0,0.17647058823529413,0.8241154494176252,18,180,18,,,,,1.0,0.22077922077922077,0.994239111657101,663,1.0,0.22295081967213115,0.9465268034119507,68,663,68,0.2012072434607646,0.9811539940816792,200,1.0,0.19607843137254902,0.8388698745050667,20,200,20
replay_rule_00333,0.8,-30.0,92.0,all,False,False,1.0,0.19747140276941602,1.0,0.15415821501014199,1.0,0.9961111174099168,984,1.0,0.19646365422396855,0.963005192523998,100,984,100,0.97534932906233,152,1.0,0.1568627450980392,0.8063865817272801,16,152,16,,,,,1.0,0.2037962037962038,0.9937620323148029,612,1.0,0.20327868852459016,0.9416539087749994,62,612,62,0.22132796780684105,0.9828378639180563,220,1.0,0.21568627450980393,0.8513404742740388,22,220,22
replay_rule_00338,0.8,-20.0,92.0,all,False,False,1.0,0.19747140276941602,1.0,0.15415821501014199,1.0,0.9961111174099168,984,1.0,0.19646365422396855,0.963005192523998,100,984,100,0.97534932906233,152,1.0,0.1568627450980392,0.8063865817272801,16,152,16,,,,,1.0,0.2037962037962038,0.9937620323148029,612,1.0,0.20327868852459016,0.9416539087749994,62,612,62,0.22132796780684105,0.9828378639180563,220,1.0,0.21568627450980393,0.8513404742740388,22,220,22
replay_rule_00222,0.7,-30.0,90.0,all,False,False,1.0,0.18121613485851895,1.0,0.15212981744421908,1.0,0.995763758521885,903,1.0,0.1807465618860511,0.9599171967079013,92,903,92,0.9750288608542813,150,1.0,0.14705882352941177,0.7961107336956521,15,150,15,,,,,1.0,0.19413919413919414,0.9934537701485373,583,1.0,0.19672131147540983,0.939826069522067,60,583,60,0.1710261569416499,0.9779017220274088,170,1.0,0.16666666666666666,0.8156763396284354,17,170,17
replay_rule_00013,0.5,-10.0,92.0,all,False,False,1.0,0.17900862933975517,1.0,0.1440162271805274,1.0,0.9957117418972283,892,1.0,0.17681728880157171,0.959062931578319,90,892,90,0.9736590931531194,142,1.0,0.14705882352941177,0.7961107336956521,15,142,15,,,,,1.0,0.18315018315018314,0.9930637207461483,550,1.0,0.18032786885245902,0.934712856210572,55,550,55,0.2012072434607646,0.9811539940816792,200,1.0,0.19607843137254902,0.8388698745050667,20,200,20
replay_rule_00068,0.55,-10.0,92.0,all,False,False,1.0,0.17900862933975517,1.0,0.1440162271805274,1.0,0.9957117418972283,892,1.0,0.17681728880157171,0.959062931578319,90,892,90,0.9736590931531194,142,1.0,0.14705882352941177,0.7961107336956521,15,142,15,,,,,1.0,0.18315018315018314,0.9930637207461483,550,1.0,0.18032786885245902,0.934712856210572,55,550,55,0.2012072434607646,0.9811539940816792,200,1.0,0.19607843137254902,0.8388698745050667,20,200,20
replay_rule_00123,0.6,-10.0,92.0,all,False,False,1.0,0.17900862933975517,1.0,0.1440162271805274,1.0,0.9957117418972283,892,1.0,0.17681728880157171,0.959062931578319,90,892,90,0.9736590931531194,142,1.0,0.14705882352941177,0.7961107336956521,15,142,15,,,,,1.0,0.18315018315018314,0.9930637207461483,550,1.0,0.18032786885245902,0.934712856210572,55,550,55,0.2012072434607646,0.9811539940816792,200,1.0,0.19607843137254902,0.8388698745050667,20,200,20
replay_rule_00178,0.65,-10.0,92.0,all,False,False,1.0,0.17900862933975517,1.0,0.1440162271805274,1.0,0.9957117418972283,892,1.0,0.17681728880157171,0.959062931578319,90,892,90,0.9736590931531194,142,1.0,0.14705882352941177,0.7961107336956521,15,142,15,,,,,1.0,0.18315018315018314,0.9930637207461483,550,1.0,0.18032786885245902,0.934712856210572,55,550,55,0.2012072434607646,0.9811539940816792,200,1.0,0.19607843137254902,0.8388698745050667,20,200,20
replay_rule_00233,0.7,-10.0,92.0,all,False,False,1.0,0.17900862933975517,1.0,0.1440162271805274,1.0,0.9957117418972283,892,1.0,0.17681728880157171,0.959062931578319,90,892,90,0.9736590931531194,142,1.0,0.14705882352941177,0.7961107336956521,15,142,15,,,,,1.0,0.18315018315018314,0.9930637207461483,550,1.0,0.18032786885245902,0.934712856210572,55,550,55,0.2012072434607646,0.9811539940816792,200,1.0,0.19607843137254902,0.8388698745050667,20,200,20
replay_rule_00288,0.75,-10.0,92.0,all,False,False,1.0,0.17900862933975517,1.0,0.1440162271805274,1.0,0.9957117418972283,892,1.0,0.17681728880157171,0.959062931578319,90,892,90,0.9736590931531194,142,1.0,0.14705882352941177,0.7961107336956521,15,142,15,,,,,1.0,0.18315018315018314,0.9930637207461483,550,1.0,0.18032786885245902,0.934712856210572,55,550,55,0.2012072434607646,0.9811539940816792,200,1.0,0.19607843137254902,0.8388698745050667,20,200,20
replay_rule_00343,0.8,-10.0,92.0,all,False,False,1.0,0.17900862933975517,1.0,0.1440162271805274,1.0,0.9957117418972283,892,1.0,0.17681728880157171,0.959062931578319,90,892,90,0.9736590931531194,142,1.0,0.14705882352941177,0.7961107336956521,15,142,15,,,,,1.0,0.18315018315018314,0.9930637207461483,550,1.0,0.18032786885245902,0.934712856210572,55,550,55,0.2012072434607646,0.9811539940816792,200,1.0,0.19607843137254902,0.8388698745050667,20,200,20
replay_rule_00388,0.85,-30.0,92.0,all,False,False,1.0,0.16897451334537428,1.0,0.1440162271805274,1.0,0.9954582512848742,842,1.0,0.16699410609037327,0.9567589957857581,85,842,85,0.9736590931531194,142,1.0,0.14705882352941177,0.7961107336956521,15,142,15,,,,,1.0,0.16983016983016982,0.992523766078885,510,1.0,0.16721311475409836,0.9299509861127317,51,510,51,0.19114688128772636,0.980181756650791,190,1.0,0.18627450980392157,0.8318156346315495,19,190,19
replay_rule_00393,0.85,-20.0,92.0,all,False,False,1.0,0.16897451334537428,1.0,0.1440162271805274,1.0,0.9954582512848742,842,1.0,0.16699410609037327,0.9567589957857581,85,842,85,0.9736590931531194,142,1.0,0.14705882352941177,0.7961107336956521,15,142,15,,,,,1.0,0.16983016983016982,0.992523766078885,510,1.0,0.16721311475409836,0.9299509861127317,51,510,51,0.19114688128772636,0.980181756650791,190,1.0,0.18627450980392157,0.8318156346315495,19,190,19
replay_rule_00398,0.85,-10.0,92.0,all,False,False,1.0,0.16897451334537428,1.0,0.1440162271805274,1.0,0.9954582512848742,842,1.0,0.16699410609037327,0.9567589957857581,85,842,85,0.9736590931531194,142,1.0,0.14705882352941177,0.7961107336956521,15,142,15,,,,,1.0,0.16983016983016982,0.992523766078885,510,1.0,0.16721311475409836,0.9299509861127317,51,510,51,0.19114688128772636,0.980181756650791,190,1.0,0.18627450980392157,0.8318156346315495,19,190,19
replay_rule_00007,0.5,-20.0,90.0,all,False,False,1.0,0.16516154926750953,1.0,0.13184584178498987,1.0,0.9953538864033932,823,1.0,0.1650294695481336,0.9562667346678565,84,823,84,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13,,,,,1.0,0.18081918081918083,0.9929749309489254,543,1.0,0.18360655737704917,0.9358038555118847,56,543,56,0.15090543259557343,0.9750288608542813,150,1.0,0.14705882352941177,0.7961107336956521,15,150,15
replay_rule_00062,0.55,-20.0,90.0,all,False,False,1.0,0.16516154926750953,1.0,0.13184584178498987,1.0,0.9953538864033932,823,1.0,0.1650294695481336,0.9562667346678565,84,823,84,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13,,,,,1.0,0.18081918081918083,0.9929749309489254,543,1.0,0.18360655737704917,0.9358038555118847,56,543,56,0.15090543259557343,0.9750288608542813,150,1.0,0.14705882352941177,0.7961107336956521,15,150,15
replay_rule_00117,0.6,-20.0,90.0,all,False,False,1.0,0.16516154926750953,1.0,0.13184584178498987,1.0,0.9953538864033932,823,1.0,0.1650294695481336,0.9562667346678565,84,823,84,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13,,,,,1.0,0.18081918081918083,0.9929749309489254,543,1.0,0.18360655737704917,0.9358038555118847,56,543,56,0.15090543259557343,0.9750288608542813,150,1.0,0.14705882352941177,0.7961107336956521,15,150,15
replay_rule_00172,0.65,-20.0,90.0,all,False,False,1.0,0.16516154926750953,1.0,0.13184584178498987,1.0,0.9953538864033932,823,1.0,0.1650294695481336,0.9562667346678565,84,823,84,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13,,,,,1.0,0.18081918081918083,0.9929749309489254,543,1.0,0.18360655737704917,0.9358038555118847,56,543,56,0.15090543259557343,0.9750288608542813,150,1.0,0.14705882352941177,0.7961107336956521,15,150,15
replay_rule_00227,0.7,-20.0,90.0,all,False,False,1.0,0.16516154926750953,1.0,0.13184584178498987,1.0,0.9953538864033932,823,1.0,0.1650294695481336,0.9562667346678565,84,823,84,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13,,,,,1.0,0.18081918081918083,0.9929749309489254,543,1.0,0.18360655737704917,0.9358038555118847,56,543,56,0.15090543259557343,0.9750288608542813,150,1.0,0.14705882352941177,0.7961107336956521,15,150,15
replay_rule_00277,0.75,-30.0,90.0,all,False,False,1.0,0.15713425647200482,1.0,0.12170385395537525,1.0,0.9951176958615305,783,1.0,0.15717092337917485,0.954180263735425,80,783,80,0.9689797289440706,120,1.0,0.11764705882352941,0.7574992425007574,12,120,12,,,,,1.0,0.17082917082917082,0.9925671617764512,513,1.0,0.1737704918032787,0.9324156955469233,53,513,53,0.15090543259557343,0.9750288608542813,150,1.0,0.14705882352941177,0.7961107336956521,15,150,15
replay_rule_00282,0.75,-20.0,90.0,all,False,False,1.0,0.15713425647200482,1.0,0.12170385395537525,1.0,0.9951176958615305,783,1.0,0.15717092337917485,0.954180263735425,80,783,80,0.9689797289440706,120,1.0,0.11764705882352941,0.7574992425007574,12,120,12,,,,,1.0,0.17082917082917082,0.9925671617764512,513,1.0,0.1737704918032787,0.9324156955469233,53,513,53,0.15090543259557343,0.9750288608542813,150,1.0,0.14705882352941177,0.7961107336956521,15,150,15
replay_rule_00332,0.8,-30.0,90.0,all,False,False,1.0,0.13285169576560305,1.0,0.11156186612576065,1.0,0.9942304596168218,662,1.0,0.13163064833005894,0.9457719757882372,67,662,67,0.9662548664108728,110,1.0,0.10784313725490197,0.7411599827511859,11,110,11,,,,,1.0,0.13719613719613719,0.9907618670185954,412,1.0,0.1377049180327869,0.916198387490838,42,412,42,0.14084507042253522,0.9732928443510084,140,1.0,0.13725490196078433,0.7846829880728186,14,140,14
replay_rule_00337,0.8,-20.0,90.0,all,False,False,1.0,0.13285169576560305,1.0,0.11156186612576065,1.0,0.9942304596168218,662,1.0,0.13163064833005894,0.9457719757882372,67,662,67,0.9662548664108728,110,1.0,0.10784313725490197,0.7411599827511859,11,110,11,,,,,1.0,0.13719613719613719,0.9907618670185954,412,1.0,0.1377049180327869,0.916198387490838,42,412,42,0.14084507042253522,0.9732928443510084,140,1.0,0.13725490196078433,0.7846829880728186,14,140,14
replay_rule_00443,0.9,-30.0,92.0,all,False,False,1.0,0.1288380493678507,1.0,0.09330628803245436,1.0,0.9940517922660911,642,1.0,0.12770137524557956,0.9441965323292892,65,642,65,0.9599171967079013,92,1.0,0.09803921568627451,0.7224598312333834,10,92,10,,,,,1.0,0.12987012987012986,0.9902458247173481,390,1.0,0.12786885245901639,0.910330146399761,39,390,39,0.16096579476861167,0.9765529633499672,160,1.0,0.1568627450980392,0.8063865817272801,16,160,16
replay_rule_00448,0.9,-20.0,92.0,all,False,False,1.0,0.1288380493678507,1.0,0.09330628803245436,1.0,0.9940517922660911,642,1.0,0.12770137524557956,0.9441965323292892,65,642,65,0.9599171967079013,92,1.0,0.09803921568627451,0.7224598312333834,10,92,10,,,,,1.0,0.12987012987012986,0.9902458247173481,390,1.0,0.12786885245901639,0.910330146399761,39,390,39,0.16096579476861167,0.9765529633499672,160,1.0,0.1568627450980392,0.8063865817272801,16,160,16
replay_rule_00453,0.9,-10.0,92.0,all,False,False,1.0,0.1288380493678507,1.0,0.09330628803245436,1.0,0.9940517922660911,642,1.0,0.12770137524557956,0.9441965323292892,65,642,65,0.9599171967079013,92,1.0,0.09803921568627451,0.7224598312333834,10,92,10,,,,,1.0,0.12987012987012986,0.9902458247173481,390,1.0,0.12786885245901639,0.910330146399761,39,390,39,0.16096579476861167,0.9765529633499672,160,1.0,0.1568627450980392,0.8063865817272801,16,160,16
replay_rule_00012,0.5,-10.0,90.0,all,False,False,1.0,0.12241621513144692,1.0,0.11156186612576065,1.0,0.9937417079585352,610,1.0,0.11984282907662082,0.9407540837980556,61,610,61,0.9662548664108728,110,1.0,0.10784313725490197,0.7411599827511859,11,110,11,,,,,1.0,0.12321012321012322,0.9897239900535412,370,1.0,0.12131147540983607,0.9059390425448562,37,370,37,0.13078470824949698,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13
replay_rule_00067,0.55,-10.0,90.0,all,False,False,1.0,0.12241621513144692,1.0,0.11156186612576065,1.0,0.9937417079585352,610,1.0,0.11984282907662082,0.9407540837980556,61,610,61,0.9662548664108728,110,1.0,0.10784313725490197,0.7411599827511859,11,110,11,,,,,1.0,0.12321012321012322,0.9897239900535412,370,1.0,0.12131147540983607,0.9059390425448562,37,370,37,0.13078470824949698,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13
replay_rule_00122,0.6,-10.0,90.0,all,False,False,1.0,0.12241621513144692,1.0,0.11156186612576065,1.0,0.9937417079585352,610,1.0,0.11984282907662082,0.9407540837980556,61,610,61,0.9662548664108728,110,1.0,0.10784313725490197,0.7411599827511859,11,110,11,,,,,1.0,0.12321012321012322,0.9897239900535412,370,1.0,0.12131147540983607,0.9059390425448562,37,370,37,0.13078470824949698,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13
replay_rule_00177,0.65,-10.0,90.0,all,False,False,1.0,0.12241621513144692,1.0,0.11156186612576065,1.0,0.9937417079585352,610,1.0,0.11984282907662082,0.9407540837980556,61,610,61,0.9662548664108728,110,1.0,0.10784313725490197,0.7411599827511859,11,110,11,,,,,1.0,0.12321012321012322,0.9897239900535412,370,1.0,0.12131147540983607,0.9059390425448562,37,370,37,0.13078470824949698,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13
replay_rule_00232,0.7,-10.0,90.0,all,False,False,1.0,0.12241621513144692,1.0,0.11156186612576065,1.0,0.9937417079585352,610,1.0,0.11984282907662082,0.9407540837980556,61,610,61,0.9662548664108728,110,1.0,0.10784313725490197,0.7411599827511859,11,110,11,,,,,1.0,0.12321012321012322,0.9897239900535412,370,1.0,0.12131147540983607,0.9059390425448562,37,370,37,0.13078470824949698,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13
replay_rule_00287,0.75,-10.0,90.0,all,False,False,1.0,0.12241621513144692,1.0,0.11156186612576065,1.0,0.9937417079585352,610,1.0,0.11984282907662082,0.9407540837980556,61,610,61,0.9662548664108728,110,1.0,0.10784313725490197,0.7411599827511859,11,110,11,,,,,1.0,0.12321012321012322,0.9897239900535412,370,1.0,0.12131147540983607,0.9059390425448562,37,370,37,0.13078470824949698,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13
replay_rule_00342,0.8,-10.0,90.0,all,False,False,1.0,0.12241621513144692,1.0,0.11156186612576065,1.0,0.9937417079585352,610,1.0,0.11984282907662082,0.9407540837980556,61,610,61,0.9662548664108728,110,1.0,0.10784313725490197,0.7411599827511859,11,110,11,,,,,1.0,0.12321012321012322,0.9897239900535412,370,1.0,0.12131147540983607,0.9059390425448562,37,370,37,0.13078470824949698,0.9712974142568528,130,1.0,0.12745098039215685,0.7718981569447084,13,130,13
replay_rule_00697,0.5,-20.0,100.0,no,False,False,1.0,0.11499096929560505,1.0,0.11359026369168357,1.0,0.9933402861374769,573,1.0,0.11591355599214145,0.9388685202159079,59,573,59,0.9668374746205163,112,1.0,0.11764705882352941,0.7574992425007574,12,112,12,,,,,1.0,0.0969030969030969,0.9869706310100068,291,1.0,0.09836065573770492,0.886482908609522,30,291,30,0.1710261569416499,0.9779017220274088,170,1.0,0.16666666666666666,0.8156763396284354,17,170,17
replay_rule_00703,0.6,-20.0,100.0,no,False,False,1.0,0.11499096929560505,1.0,0.11359026369168357,1.0,0.9933402861374769,573,1.0,0.11591355599214145,0.9388685202159079,59,573,59,0.9668374746205163,112,1.0,0.11764705882352941,0.7574992425007574,12,112,12,,,,,1.0,0.0969030969030969,0.9869706310100068,291,1.0,0.09836065573770492,0.886482908609522,30,291,30,0.1710261569416499,0.9779017220274088,170,1.0,0.16666666666666666,0.8156763396284354,17,170,17
replay_rule_00709,0.7,-20.0,100.0,no,False,False,1.0,0.11499096929560505,1.0,0.11359026369168357,1.0,0.9933402861374769,573,1.0,0.11591355599214145,0.9388685202159079,59,573,59,0.9668374746205163,112,1.0,0.11764705882352941,0.7574992425007574,12,112,12,,,,,1.0,0.0969030969030969,0.9869706310100068,291,1.0,0.09836065573770492,0.886482908609522,30,291,30,0.1710261569416499,0.9779017220274088,170,1.0,0.16666666666666666,0.8156763396284354,17,170,17
replay_rule_00758,0.5,-20.0,100.0,all,False,False,1.0,0.11479028697571744,1.0,0.15212981744421908,1.0,0.9933287209538176,572,1.0,0.11394891944990176,0.9378800031047062,58,572,58,0.9750288608542813,150,1.0,0.14705882352941177,0.7961107336956521,15,150,15,,,300.0,60.0,1.0,0.11055611055611056,0.9885612741244683,332,1.0,0.11147540983606558,0.8984820937803899,34,332,34,0.09054325955734406,0.959062931578319,90,1.0,0.08823529411764706,0.7008472464490406,9,90,9
replay_rule_00759,0.6,-20.0,100.0,all,False,False,1.0,0.11479028697571744,1.0,0.15212981744421908,1.0,0.9933287209538176,572,1.0,0.11394891944990176,0.9378800031047062,58,572,58,0.9750288608542813,150,1.0,0.14705882352941177,0.7961107336956521,15,150,15,,,300.0,60.0,1.0,0.11055611055611056,0.9885612741244683,332,1.0,0.11147540983606558,0.8984820937803899,34,332,34,0.09054325955734406,0.959062931578319,90,1.0,0.08823529411764706,0.7008472464490406,9,90,9
replay_rule_00760,0.7,-20.0,100.0,all,False,False,1.0,0.11479028697571744,1.0,0.15212981744421908,1.0,0.9933287209538176,572,1.0,0.11394891944990176,0.9378800031047062,58,572,58,0.9750288608542813,150,1.0,0.14705882352941177,0.7961107336956521,15,150,15,,,300.0,60.0,1.0,0.11055611055611056,0.9885612741244683,332,1.0,0.11147540983606558,0.8984820937803899,34,332,34,0.09054325955734406,0.959062931578319,90,1.0,0.08823529411764706,0.7008472464490406,9,90,9
