rule_rule_id,rule_p_min,rule_edge_min,rule_ask_max,rule_side_filter,target_pass,target_observed_pass,all_contract_accuracy,all_contract_retention,holdout_contract_accuracy,holdout_contract_retention,validation_contract_accuracy,all_contract_wilson95_lower,all_contracts,all_trade_accuracy,all_trade_retention,all_trade_wilson95_lower,all_trades,all_winning_contracts,all_winning_trades,holdout_contract_wilson95_lower,holdout_contracts,holdout_trade_accuracy,holdout_trade_retention,holdout_trade_wilson95_lower,holdout_trades,holdout_winning_contracts,holdout_winning_trades,rule_abs_d_sigma_max,rule_abs_d_sigma_min,rule_seconds_max,rule_seconds_min,train_contract_accuracy,train_contract_retention,train_contract_wilson95_lower,train_contracts,train_trade_accuracy,train_trade_retention,train_trade_wilson95_lower,train_trades,train_winning_contracts,train_winning_trades,validation_contract_retention,validation_contract_wilson95_lower,validation_contracts,validation_trade_accuracy,validation_trade_retention,validation_trade_wilson95_lower,validation_trades,validation_winning_contracts,validation_winning_trades
replay_rule_00127,0.6,0.0,90.0,all,False,False,1.0,0.06421834236403773,1.0,0.05070993914807302,1.0,0.9881374103882884,320,1.0,0.06286836935166994,0.8928172849426365,32,320,32,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05661005661005661,0.9779017220274088,170,1.0,0.05573770491803279,0.8156763396284354,17,170,17,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00182,0.65,0.0,90.0,all,False,False,1.0,0.06421834236403773,1.0,0.05070993914807302,1.0,0.9881374103882884,320,1.0,0.06286836935166994,0.8928172849426365,32,320,32,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05661005661005661,0.9779017220274088,170,1.0,0.05573770491803279,0.8156763396284354,17,170,17,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00237,0.7,0.0,90.0,all,False,False,1.0,0.06421834236403773,1.0,0.05070993914807302,1.0,0.9881374103882884,320,1.0,0.06286836935166994,0.8928172849426365,32,320,32,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05661005661005661,0.9779017220274088,170,1.0,0.05573770491803279,0.8156763396284354,17,170,17,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00292,0.75,0.0,90.0,all,False,False,1.0,0.06421834236403773,1.0,0.05070993914807302,1.0,0.9881374103882884,320,1.0,0.06286836935166994,0.8928172849426365,32,320,32,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05661005661005661,0.9779017220274088,170,1.0,0.05573770491803279,0.8156763396284354,17,170,17,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00347,0.8,0.0,90.0,all,False,False,1.0,0.06421834236403773,1.0,0.05070993914807302,1.0,0.9881374103882884,320,1.0,0.06286836935166994,0.8928172849426365,32,320,32,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05661005661005661,0.9779017220274088,170,1.0,0.05573770491803279,0.8156763396284354,17,170,17,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00402,0.85,0.0,90.0,all,False,False,1.0,0.06421834236403773,1.0,0.05070993914807302,1.0,0.9881374103882884,320,1.0,0.06286836935166994,0.8928172849426365,32,320,32,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05661005661005661,0.9779017220274088,170,1.0,0.05573770491803279,0.8156763396284354,17,170,17,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00457,0.9,0.0,90.0,all,False,False,1.0,0.06421834236403773,1.0,0.05070993914807302,1.0,0.9881374103882884,320,1.0,0.06286836935166994,0.8928172849426365,32,320,32,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05661005661005661,0.9779017220274088,170,1.0,0.05573770491803279,0.8156763396284354,17,170,17,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00512,0.92,0.0,90.0,all,False,False,1.0,0.06421834236403773,1.0,0.05070993914807302,1.0,0.9881374103882884,320,1.0,0.06286836935166994,0.8928172849426365,32,320,32,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05661005661005661,0.9779017220274088,170,1.0,0.05573770491803279,0.8156763396284354,17,170,17,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00552,0.94,-30.0,90.0,all,False,False,1.0,0.06221151916516155,1.0,0.05070993914807302,1.0,0.98775943023487,310,1.0,0.060903732809430254,0.889740999265246,31,310,31,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05328005328005328,0.9765529633499672,160,1.0,0.05245901639344262,0.8063865817272801,16,160,16,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00557,0.94,-20.0,90.0,all,False,False,1.0,0.06221151916516155,1.0,0.05070993914807302,1.0,0.98775943023487,310,1.0,0.060903732809430254,0.889740999265246,31,310,31,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05328005328005328,0.9765529633499672,160,1.0,0.05245901639344262,0.8063865817272801,16,160,16,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00562,0.94,-10.0,90.0,all,False,False,1.0,0.06221151916516155,1.0,0.05070993914807302,1.0,0.98775943023487,310,1.0,0.060903732809430254,0.889740999265246,31,310,31,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05328005328005328,0.9765529633499672,160,1.0,0.05245901639344262,0.8063865817272801,16,160,16,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00567,0.94,0.0,90.0,all,False,False,1.0,0.06221151916516155,1.0,0.05070993914807302,1.0,0.98775943023487,310,1.0,0.060903732809430254,0.889740999265246,31,310,31,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.05328005328005328,0.9765529633499672,160,1.0,0.05245901639344262,0.8063865817272801,16,160,16,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00022,0.5,2.0,90.0,all,False,False,1.0,0.060204695966285374,1.0,0.05070993914807302,1.0,0.9873565700022642,300,1.0,0.05893909626719057,0.886482908609522,30,300,30,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04995004995004995,0.9750288608542813,150,1.0,0.04918032786885246,0.7961107336956521,15,150,15,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00077,0.55,2.0,90.0,all,False,False,1.0,0.060204695966285374,1.0,0.05070993914807302,1.0,0.9873565700022642,300,1.0,0.05893909626719057,0.886482908609522,30,300,30,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04995004995004995,0.9750288608542813,150,1.0,0.04918032786885246,0.7961107336956521,15,150,15,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00132,0.6,2.0,90.0,all,False,False,1.0,0.060204695966285374,1.0,0.05070993914807302,1.0,0.9873565700022642,300,1.0,0.05893909626719057,0.886482908609522,30,300,30,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04995004995004995,0.9750288608542813,150,1.0,0.04918032786885246,0.7961107336956521,15,150,15,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00187,0.65,2.0,90.0,all,False,False,1.0,0.060204695966285374,1.0,0.05070993914807302,1.0,0.9873565700022642,300,1.0,0.05893909626719057,0.886482908609522,30,300,30,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04995004995004995,0.9750288608542813,150,1.0,0.04918032786885246,0.7961107336956521,15,150,15,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00242,0.7,2.0,90.0,all,False,False,1.0,0.060204695966285374,1.0,0.05070993914807302,1.0,0.9873565700022642,300,1.0,0.05893909626719057,0.886482908609522,30,300,30,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04995004995004995,0.9750288608542813,150,1.0,0.04918032786885246,0.7961107336956521,15,150,15,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00297,0.75,2.0,90.0,all,False,False,1.0,0.060204695966285374,1.0,0.05070993914807302,1.0,0.9873565700022642,300,1.0,0.05893909626719057,0.886482908609522,30,300,30,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04995004995004995,0.9750288608542813,150,1.0,0.04918032786885246,0.7961107336956521,15,150,15,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00352,0.8,2.0,90.0,all,False,False,1.0,0.060204695966285374,1.0,0.05070993914807302,1.0,0.9873565700022642,300,1.0,0.05893909626719057,0.886482908609522,30,300,30,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04995004995004995,0.9750288608542813,150,1.0,0.04918032786885246,0.7961107336956521,15,150,15,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00407,0.85,2.0,90.0,all,False,False,1.0,0.060204695966285374,1.0,0.05070993914807302,1.0,0.9873565700022642,300,1.0,0.05893909626719057,0.886482908609522,30,300,30,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04995004995004995,0.9750288608542813,150,1.0,0.04918032786885246,0.7961107336956521,15,150,15,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00462,0.9,2.0,90.0,all,False,False,1.0,0.060204695966285374,1.0,0.05070993914807302,1.0,0.9873565700022642,300,1.0,0.05893909626719057,0.886482908609522,30,300,30,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04995004995004995,0.9750288608542813,150,1.0,0.04918032786885246,0.7961107336956521,15,150,15,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00517,0.92,2.0,90.0,all,False,False,1.0,0.060204695966285374,1.0,0.05070993914807302,1.0,0.9873565700022642,300,1.0,0.05893909626719057,0.886482908609522,30,300,30,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04995004995004995,0.9750288608542813,150,1.0,0.04918032786885246,0.7961107336956521,15,150,15,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00572,0.94,2.0,90.0,all,False,False,1.0,0.060204695966285374,1.0,0.05070993914807302,1.0,0.9873565700022642,300,1.0,0.05893909626719057,0.886482908609522,30,300,30,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04995004995004995,0.9750288608542813,150,1.0,0.04918032786885246,0.7961107336956521,15,150,15,0.1006036217303823,0.963005192523998,100,1.0,0.09803921568627451,0.7224598312333834,10,100,10
replay_rule_00727,0.9,-20.0,100.0,no,False,False,1.0,0.056592414208308246,1.0,0.05273833671399594,1.0,0.9865603886907994,282,1.0,0.05697445972495088,0.8830264055344442,29,282,29,0.9312054095871177,52,1.0,0.058823529411764705,0.6096569663469354,6,52,6,,,,,1.0,0.03996003996003996,0.9689797289440706,120,1.0,0.03934426229508197,0.7574992425007574,12,120,12,0.11066398390342053,0.9662548664108728,110,1.0,0.10784313725490197,0.7411599827511859,11,110,11
replay_rule_00728,0.9,-10.0,100.0,no,False,False,1.0,0.056592414208308246,1.0,0.05273833671399594,1.0,0.9865603886907994,282,1.0,0.05697445972495088,0.8830264055344442,29,282,29,0.9312054095871177,52,1.0,0.058823529411764705,0.6096569663469354,6,52,6,,,,,1.0,0.03996003996003996,0.9689797289440706,120,1.0,0.03934426229508197,0.7574992425007574,12,120,12,0.11066398390342053,0.9662548664108728,110,1.0,0.10784313725490197,0.7411599827511859,11,110,11
replay_rule_00607,0.96,-30.0,90.0,all,False,False,1.0,0.054184226369656835,1.0,0.05070993914807302,1.0,0.9859714521095407,270,1.0,0.05304518664047151,0.8754409628553642,27,270,27,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.046620046620046623,0.9732928443510084,140,1.0,0.04590163934426229,0.7846829880728186,14,140,14,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00612,0.96,-20.0,90.0,all,False,False,1.0,0.054184226369656835,1.0,0.05070993914807302,1.0,0.9859714521095407,270,1.0,0.05304518664047151,0.8754409628553642,27,270,27,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.046620046620046623,0.9732928443510084,140,1.0,0.04590163934426229,0.7846829880728186,14,140,14,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00617,0.96,-10.0,90.0,all,False,False,1.0,0.054184226369656835,1.0,0.05070993914807302,1.0,0.9859714521095407,270,1.0,0.05304518664047151,0.8754409628553642,27,270,27,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.046620046620046623,0.9732928443510084,140,1.0,0.04590163934426229,0.7846829880728186,14,140,14,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00622,0.96,0.0,90.0,all,False,False,1.0,0.054184226369656835,1.0,0.05070993914807302,1.0,0.9859714521095407,270,1.0,0.05304518664047151,0.8754409628553642,27,270,27,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.046620046620046623,0.9732928443510084,140,1.0,0.04590163934426229,0.7846829880728186,14,140,14,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00627,0.96,2.0,90.0,all,False,False,1.0,0.054184226369656835,1.0,0.05070993914807302,1.0,0.9859714521095407,270,1.0,0.05304518664047151,0.8754409628553642,27,270,27,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.046620046620046623,0.9732928443510084,140,1.0,0.04590163934426229,0.7846829880728186,14,140,14,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00027,0.5,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00082,0.55,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00137,0.6,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00192,0.65,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00247,0.7,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00302,0.75,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00357,0.8,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00412,0.85,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00467,0.9,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00522,0.92,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00577,0.94,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00632,0.96,4.0,90.0,all,False,False,1.0,0.05217740317078066,1.0,0.05070993914807302,1.0,0.9854397486977035,260,1.0,0.05108055009823183,0.8712669561953783,26,260,26,0.9286499658256813,50,1.0,0.049019607843137254,0.565508505247919,5,50,5,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.08048289738430583,0.954180263735425,80,1.0,0.0784313725490196,0.6755843804891231,8,80,8
replay_rule_00033,0.5,6.0,92.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00034,0.5,6.0,95.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00035,0.5,6.0,100.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00088,0.55,6.0,92.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00089,0.55,6.0,95.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00090,0.55,6.0,100.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00143,0.6,6.0,92.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00144,0.6,6.0,95.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00145,0.6,6.0,100.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00198,0.65,6.0,92.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00199,0.65,6.0,95.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00200,0.65,6.0,100.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00253,0.7,6.0,92.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
replay_rule_00254,0.7,6.0,95.0,all,False,False,1.0,0.04214328717639976,1.0,0.02028397565922921,1.0,0.9820353008956163,210,1.0,0.0412573673870334,0.8453561767357979,21,210,21,0.8388698745050667,20,1.0,0.0196078431372549,0.3423719528896193,2,20,2,,,,,1.0,0.04329004329004329,0.9712974142568528,130,1.0,0.04262295081967213,0.7718981569447084,13,130,13,0.060362173038229376,0.939826069522067,60,1.0,0.058823529411764705,0.6096569663469354,6,60,6
