lock_name,market,registry_entry_dt,selected_entry_dt,registry_side,selected_side,registry_ask,selected_ask,registry_win,selected_win,registry_net,selected_net,entry_dt_diff_sec,ask_diff,net_diff,mismatch_reasons
challenger,KXBTC15M-26MAY031330-30,,2026-05-03 17:18:08.088000+00:00,,yes,,62.0,,True,,36.0,,,,selected_only
challenger,KXBTC15M-26MAY031345-45,,2026-05-03 17:31:09.172000+00:00,,yes,,58.0,,True,,40.0,,,,selected_only
challenger,KXBTC15M-26MAY031400-00,,2026-05-03 17:49:25.528000+00:00,,no,,69.0,,True,,29.0,,,,selected_only
challenger,KXBTC15M-26MAY031415-15,,2026-05-03 18:02:11.643000+00:00,,no,,62.0,,True,,36.0,,,,selected_only
challenger,KXBTC15M-26MAY031430-30,,2026-05-03 18:16:13.019000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
challenger,KXBTC15M-26MAY031445-45,,2026-05-03 18:33:14.515000+00:00,,no,,76.0,,True,,22.0,,,,selected_only
challenger,KXBTC15M-26MAY031500-00,,2026-05-03 18:45:30.685000+00:00,,no,,52.0,,False,,-54.0,,,,selected_only
challenger,KXBTC15M-26MAY031515-15,,2026-05-03 19:04:02.364000+00:00,,no,,73.0,,True,,25.0,,,,selected_only
challenger,KXBTC15M-26MAY031530-30,,2026-05-03 19:19:03.927000+00:00,,no,,59.0,,True,,39.0,,,,selected_only
challenger,KXBTC15M-26MAY031600-00,,2026-05-03 19:49:06.871000+00:00,,no,,73.0,,True,,25.0,,,,selected_only
challenger,KXBTC15M-26MAY031730-30,,2026-05-03 21:19:08.523000+00:00,,no,,74.0,,True,,24.0,,,,selected_only
challenger,KXBTC15M-26MAY031745-45,,2026-05-03 21:36:10.293000+00:00,,no,,61.0,,True,,37.0,,,,selected_only
challenger,KXBTC15M-26MAY031800-00,,2026-05-03 21:50:11.320000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
challenger,KXBTC15M-26MAY031945-45,2026-05-03 23:35:05.507000+00:00,2026-05-03 23:34:05.432000+00:00,no,no,66.0,57.0,True,True,32.0,41.0,60.075,-9.0,9.0,"entry_dt,ask,net"
challenger,KXBTC15M-26MAY032130-30,2026-05-04 01:17:00.111000+00:00,2026-05-04 01:18:00.227000+00:00,yes,yes,51.0,73.0,True,True,47.0,25.0,60.116,22.0,-22.0,"entry_dt,ask,net"
challenger,KXBTC15M-26MAY032245-45,2026-05-04 02:31:06.969000+00:00,,yes,,68.0,,True,,30.0,,,,,registry_only
challenger,KXBTC15M-26MAY032300-00,2026-05-04 02:49:53.726000+00:00,2026-05-04 02:52:08.927000+00:00,no,yes,62.0,77.0,False,True,-64.0,21.0,135.201,15.0,85.0,"entry_dt,side,ask,win,net"
challenger,KXBTC15M-26MAY040045-45,2026-05-04 04:34:02.948000+00:00,2026-05-04 04:38:03.338000+00:00,no,yes,54.0,61.0,True,False,44.0,-63.0,240.39,7.0,-107.0,"entry_dt,side,ask,win,net"
challenger,KXBTC15M-26MAY040145-45,2026-05-04 05:31:08.227000+00:00,2026-05-04 05:30:38.197000+00:00,no,no,66.0,60.0,False,False,-68.0,-62.0,30.03,-6.0,6.0,"entry_dt,ask,net"
challenger,KXBTC15M-26MAY040300-00,2026-05-04 06:46:14.787000+00:00,,yes,,75.0,,True,,23.0,,,,,registry_only
challenger,KXBTC15M-26MAY040315-15,2026-05-04 07:01:01.480000+00:00,,no,,71.0,,True,,27.0,,,,,registry_only
challenger,KXBTC15M-26MAY040330-30,2026-05-04 07:15:32.700000+00:00,,yes,,52.0,,False,,-54.0,,,,,registry_only
challenger,KXBTC15M-26MAY040345-45,2026-05-04 07:33:04.445000+00:00,,no,,54.0,,True,,44.0,,,,,registry_only
challenger,KXBTC15M-26MAY040400-00,2026-05-04 07:45:35.601000+00:00,,yes,,61.0,,False,,-63.0,,,,,registry_only
challenger,KXBTC15M-26MAY040415-15,2026-05-04 08:06:07.361000+00:00,,no,,79.0,,False,,-81.0,,,,,registry_only
challenger,KXBTC15M-26MAY040445-45,2026-05-04 08:31:09.704000+00:00,,no,,60.0,,True,,38.0,,,,,registry_only
challenger,KXBTC15M-26MAY040500-00,2026-05-04 08:49:11.259000+00:00,,no,,59.0,,True,,39.0,,,,,registry_only
challenger,KXBTC15M-26MAY040515-15,2026-05-04 09:01:12.268000+00:00,,no,,71.0,,False,,-73.0,,,,,registry_only
challenger,KXBTC15M-26MAY040530-30,2026-05-04 09:18:43.831000+00:00,,yes,,51.0,,True,,47.0,,,,,registry_only
challenger,KXBTC15M-26MAY040545-45,2026-05-04 09:30:30.036000+00:00,,no,,65.0,,False,,-67.0,,,,,registry_only
challenger,KXBTC15M-26MAY040600-00,2026-05-04 09:48:01.606000+00:00,,no,,77.0,,True,,21.0,,,,,registry_only
challenger,KXBTC15M-26MAY040615-15,2026-05-04 10:01:02.858000+00:00,,no,,60.0,,True,,38.0,,,,,registry_only
challenger,KXBTC15M-26MAY040630-30,2026-05-04 10:16:04.124000+00:00,,no,,62.0,,True,,36.0,,,,,registry_only
challenger,KXBTC15M-26MAY040700-00,2026-05-04 10:49:07.777000+00:00,,yes,,73.0,,True,,25.0,,,,,registry_only
challenger,KXBTC15M-26MAY040715-15,2026-05-04 11:01:08.871000+00:00,,yes,,61.0,,True,,37.0,,,,,registry_only
challenger,KXBTC15M-26MAY040730-30,2026-05-04 11:17:10.006000+00:00,,yes,,59.0,,False,,-61.0,,,,,registry_only
challenger,KXBTC15M-26MAY040900-00,2026-05-04 12:46:01.530000+00:00,,no,,60.0,,True,,38.0,,,,,registry_only
challenger,KXBTC15M-26MAY040915-15,2026-05-04 13:00:17.855000+00:00,,no,,78.0,,True,,20.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY021900-00,,2026-05-02 22:45:41.413000+00:00,,yes,,59.0,,True,,39.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY021915-15,,2026-05-02 23:00:27.920000+00:00,,no,,62.0,,True,,36.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY021930-30,,2026-05-02 23:15:29.033000+00:00,,yes,,58.0,,True,,40.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY021945-45,,2026-05-02 23:30:30.475000+00:00,,yes,,59.0,,False,,-61.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY022000-00,,2026-05-02 23:45:47.134000+00:00,,yes,,61.0,,False,,-63.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030030-30,,2026-05-03 04:15:37.603000+00:00,,yes,,66.0,,True,,32.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030045-45,,2026-05-03 04:30:39.080000+00:00,,yes,,54.0,,False,,-56.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030100-00,,2026-05-03 04:45:40.763000+00:00,,yes,,52.0,,False,,-54.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030115-15,,2026-05-03 05:00:27.262000+00:00,,yes,,49.0,,True,,49.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030130-30,,2026-05-03 05:15:44.004000+00:00,,yes,,54.0,,False,,-56.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030145-45,,2026-05-03 05:30:45.444000+00:00,,no,,60.0,,True,,38.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030200-00,,2026-05-03 05:45:46.644000+00:00,,no,,51.0,,False,,-53.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030215-15,,2026-05-03 06:00:47.890000+00:00,,no,,73.0,,True,,25.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030230-30,,2026-05-03 06:15:19.619000+00:00,,yes,,55.0,,False,,-57.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030245-45,,2026-05-03 06:30:20.943000+00:00,,yes,,62.0,,True,,36.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030300-00,,2026-05-03 06:45:22.579000+00:00,,yes,,53.0,,True,,45.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030315-15,,2026-05-03 07:00:39.010000+00:00,,yes,,53.0,,True,,45.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030330-30,,2026-05-03 07:15:40.194000+00:00,,yes,,57.0,,True,,41.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030345-45,,2026-05-03 07:30:26.560000+00:00,,no,,58.0,,False,,-60.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030400-00,,2026-05-03 07:45:28.008000+00:00,,no,,55.0,,True,,43.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030415-15,,2026-05-03 08:00:44.472000+00:00,,yes,,66.0,,True,,32.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030430-30,,2026-05-03 08:15:45.809000+00:00,,yes,,56.0,,False,,-58.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030445-45,,2026-05-03 08:30:32.405000+00:00,,yes,,53.0,,True,,45.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030500-00,,2026-05-03 08:45:34.049000+00:00,,yes,,51.0,,False,,-53.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY030515-15,,2026-05-03 09:00:35.435000+00:00,,no,,54.0,,False,,-56.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031100-00,,2026-05-03 14:45:22.810000+00:00,,yes,,50.0,,True,,48.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031115-15,,2026-05-03 15:00:24.103000+00:00,,no,,50.0,,True,,48.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031130-30,,2026-05-03 15:15:40.797000+00:00,,yes,,61.0,,True,,37.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031145-45,,2026-05-03 15:30:42.175000+00:00,,yes,,56.0,,False,,-58.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031200-00,,2026-05-03 15:45:13.647000+00:00,,no,,52.0,,True,,46.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031215-15,,2026-05-03 16:00:30.218000+00:00,,yes,,57.0,,False,,-59.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031230-30,,2026-05-03 16:15:31.986000+00:00,,no,,53.0,,False,,-55.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031245-45,,2026-05-03 16:30:48.553000+00:00,,yes,,60.0,,True,,38.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031300-00,,2026-05-03 16:45:34.714000+00:00,,yes,,50.0,,False,,-52.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031315-15,,2026-05-03 17:00:21.050000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031330-30,,2026-05-03 17:15:22.702000+00:00,,yes,,56.0,,True,,42.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031345-45,,2026-05-03 17:30:24.149000+00:00,,no,,53.0,,False,,-55.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031400-00,,2026-05-03 17:45:40.247000+00:00,,no,,63.0,,True,,35.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031415-15,,2026-05-03 18:00:41.511000+00:00,,yes,,55.0,,False,,-57.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031430-30,,2026-05-03 18:15:27.907000+00:00,,no,,61.0,,False,,-63.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031445-45,,2026-05-03 18:30:29.159000+00:00,,no,,51.0,,True,,47.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031500-00,,2026-05-03 18:45:30.685000+00:00,,no,,52.0,,False,,-54.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031515-15,,2026-05-03 19:00:46.915000+00:00,,no,,61.0,,True,,37.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031530-30,,2026-05-03 19:15:48.675000+00:00,,yes,,61.0,,False,,-63.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031730-30,,2026-05-03 21:15:23.332000+00:00,,no,,57.0,,True,,41.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031745-45,,2026-05-03 21:30:39.786000+00:00,,no,,50.0,,True,,48.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY031800-00,,2026-05-03 21:45:41.125000+00:00,,yes,,66.0,,True,,32.0,,,,selected_only
touch_hazard,KXBTC15M-26MAY032345-45,2026-05-04 03:30:27.408000+00:00,2026-05-04 03:30:27.408000+00:00,no,yes,51.0,50.0,True,False,47.0,-52.0,0.0,-1.0,-99.0,"side,ask,win,net"
touch_hazard,KXBTC15M-26MAY040300-00,2026-05-04 06:45:44.708000+00:00,,yes,,71.0,,True,,27.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040315-15,2026-05-04 07:00:16.468000+00:00,,no,,72.0,,True,,26.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040330-30,2026-05-04 07:15:32.700000+00:00,,yes,,52.0,,False,,-54.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040345-45,2026-05-04 07:30:34.083000+00:00,,yes,,50.0,,False,,-52.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040400-00,2026-05-04 07:45:35.601000+00:00,,yes,,61.0,,False,,-63.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040415-15,2026-05-04 08:00:36.766000+00:00,,no,,58.0,,False,,-60.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040430-30,2026-05-04 08:15:23.072000+00:00,,no,,52.0,,True,,46.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040445-45,2026-05-04 08:30:24.627000+00:00,,no,,53.0,,True,,45.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040500-00,2026-05-04 08:45:26.013000+00:00,,no,,52.0,,True,,46.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040515-15,2026-05-04 09:00:42.251000+00:00,,no,,59.0,,False,,-61.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040530-30,2026-05-04 09:15:43.529000+00:00,,yes,,54.0,,True,,44.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040545-45,2026-05-04 09:30:30.036000+00:00,,no,,65.0,,False,,-67.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040600-00,2026-05-04 09:45:31.353000+00:00,,no,,53.0,,True,,45.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040615-15,2026-05-04 10:00:32.820000+00:00,,yes,,47.0,,False,,-49.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040630-30,2026-05-04 10:15:34.104000+00:00,,no,,63.0,,True,,35.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040645-45,2026-05-04 10:30:35.911000+00:00,,yes,,50.0,,True,,48.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040700-00,2026-05-04 10:45:22.363000+00:00,,no,,54.0,,False,,-56.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040715-15,2026-05-04 11:00:23.814000+00:00,,no,,54.0,,False,,-56.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040730-30,2026-05-04 11:15:39.887000+00:00,,no,,59.0,,True,,39.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040900-00,2026-05-04 12:45:16.522000+00:00,,no,,58.0,,True,,40.0,,,,,registry_only
touch_hazard,KXBTC15M-26MAY040915-15,2026-05-04 13:00:17.855000+00:00,,no,,78.0,,True,,20.0,,,,,registry_only
touch_overlay,KXBTC15M-26MAY030030-30,,2026-05-03 04:15:37.603000+00:00,,yes,,66.0,,True,,32.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030045-45,,2026-05-03 04:30:39.080000+00:00,,yes,,54.0,,False,,-56.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030100-00,,2026-05-03 04:45:40.763000+00:00,,yes,,52.0,,False,,-54.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030115-15,,2026-05-03 05:00:42.296000+00:00,,yes,,64.0,,True,,34.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030130-30,,2026-05-03 05:15:44.004000+00:00,,yes,,54.0,,False,,-56.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030145-45,,2026-05-03 05:30:45.444000+00:00,,no,,60.0,,True,,38.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030200-00,,2026-05-03 05:45:46.644000+00:00,,no,,51.0,,False,,-53.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030215-15,,2026-05-03 06:00:47.890000+00:00,,no,,73.0,,True,,25.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030230-30,,2026-05-03 06:15:19.619000+00:00,,yes,,55.0,,False,,-57.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030245-45,,2026-05-03 06:30:20.943000+00:00,,yes,,62.0,,True,,36.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030300-00,,2026-05-03 06:45:22.579000+00:00,,yes,,53.0,,True,,45.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030315-15,,2026-05-03 07:00:39.010000+00:00,,yes,,53.0,,True,,45.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030330-30,,2026-05-03 07:15:40.194000+00:00,,yes,,57.0,,True,,41.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030345-45,,2026-05-03 07:30:26.560000+00:00,,no,,58.0,,False,,-60.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030400-00,,2026-05-03 07:46:13.094000+00:00,,no,,57.0,,True,,41.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030415-15,,2026-05-03 08:00:44.472000+00:00,,yes,,66.0,,True,,32.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030430-30,,2026-05-03 08:15:45.809000+00:00,,yes,,56.0,,False,,-58.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030445-45,,2026-05-03 08:30:32.405000+00:00,,yes,,53.0,,True,,45.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030500-00,,2026-05-03 08:45:34.049000+00:00,,yes,,51.0,,False,,-53.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY030515-15,,2026-05-03 09:06:20.932000+00:00,,yes,,58.0,,True,,40.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031100-00,,2026-05-03 14:45:22.810000+00:00,,yes,,50.0,,True,,48.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031115-15,,2026-05-03 15:00:54.163000+00:00,,yes,,61.0,,False,,-63.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031130-30,,2026-05-03 15:15:40.797000+00:00,,yes,,61.0,,True,,37.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031145-45,,2026-05-03 15:30:42.175000+00:00,,yes,,56.0,,False,,-58.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031200-00,,2026-05-03 15:45:13.647000+00:00,,no,,52.0,,True,,46.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031215-15,,2026-05-03 16:00:30.218000+00:00,,yes,,57.0,,False,,-59.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031230-30,,2026-05-03 16:15:31.986000+00:00,,no,,53.0,,False,,-55.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031245-45,,2026-05-03 16:30:48.553000+00:00,,yes,,60.0,,True,,38.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031300-00,,2026-05-03 16:45:34.714000+00:00,,yes,,50.0,,False,,-52.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031315-15,,2026-05-03 17:00:21.050000+00:00,,no,,64.0,,False,,-66.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031330-30,,2026-05-03 17:15:22.702000+00:00,,yes,,56.0,,True,,42.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031345-45,,2026-05-03 17:30:24.149000+00:00,,no,,53.0,,False,,-55.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031400-00,,2026-05-03 17:45:40.247000+00:00,,no,,63.0,,True,,35.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031415-15,,2026-05-03 18:00:41.511000+00:00,,yes,,55.0,,False,,-57.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031430-30,,2026-05-03 18:15:27.907000+00:00,,no,,61.0,,False,,-63.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031445-45,,2026-05-03 18:30:29.159000+00:00,,no,,51.0,,True,,47.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031500-00,,2026-05-03 18:46:00.728000+00:00,,yes,,56.0,,True,,42.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031515-15,,2026-05-03 19:00:46.915000+00:00,,no,,61.0,,True,,37.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031530-30,,2026-05-03 19:15:48.675000+00:00,,yes,,61.0,,False,,-63.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031730-30,,2026-05-03 21:15:23.332000+00:00,,no,,57.0,,True,,41.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031745-45,,2026-05-03 21:30:39.786000+00:00,,no,,50.0,,True,,48.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY031800-00,,2026-05-03 21:45:41.125000+00:00,,yes,,66.0,,True,,32.0,,,,selected_only
touch_overlay,KXBTC15M-26MAY032345-45,2026-05-04 03:30:27.408000+00:00,2026-05-04 03:31:12.477000+00:00,no,yes,51.0,52.0,True,False,47.0,-54.0,45.069,1.0,-101.0,"entry_dt,side,ask,win,net"
touch_overlay,KXBTC15M-26MAY040300-00,2026-05-04 06:45:44.708000+00:00,,yes,,71.0,,True,,27.0,,,,,registry_only
