rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,23,0.4339622641509434,-19.269181999999997,12.620818000000007,17,6,-7.20918,-11.740002,-0.3200000000000001,10,9,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,21,0.39622641509433965,-19.289181999999997,12.600818000000007,16,5,-7.20918,-11.760002,-0.3200000000000001,10,7,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,19,0.3584905660377358,-20.619181999999995,11.270818000000009,14,5,-7.80918,-11.760002,-1.05,9,7,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,18,0.33962264150943394,-21.699181999999997,10.190818000000007,14,4,-8.18918,-13.190002,-0.3200000000000001,9,5,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=75,19,0.3584905660377358,-22.779182,9.110818000000005,15,4,-6.35918,-16.100002,-0.3200000000000001,9,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=180,20,0.37735849056603776,-22.999179999999996,8.890820000000009,15,5,-7.20918,-15.469999999999999,-0.3200000000000001,10,6,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=75,16,0.3018867924528302,-23.29918,8.590820000000004,13,3,-6.08918,-16.17,-1.04,7,6,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=0,18,0.33962264150943394,-23.31918,8.570820000000005,13,5,-7.539179999999999,-14.740000000000002,-1.04,7,8,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,13,0.24528301886792453,-23.439182,8.450818000000005,9,4,-11.089180000000002,-10.530002,-1.82,5,6,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-23.590000000000003,8.3,5,1,-8.89,-11.350000000000001,-3.35,2,4,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND entry_to_exit_loss_cents>=20,8,0.1509433962264151,-24.080002000000004,7.809998,6,2,-8.78,-11.950002000000001,-3.35,3,5,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND position_seconds<=45,26,0.49056603773584906,-24.729999999999997,7.160000000000007,18,8,-6.15,-15.67,-2.9099999999999997,16,3,7,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,5,0.09433962264150944,-24.730002000000002,7.159998000000002,5,0,-10.26,-11.120002,-3.35,2,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=50,9,0.16981132075471697,-24.790000000000003,7.100000000000001,8,1,-6.29,-16.65,-1.85,5,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-24.810000000000002,7.080000000000002,7,0,-6.29,-16.669999999999998,-1.85,5,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=75,14,0.2641509433962264,-25.109181999999997,6.780818000000007,11,3,-7.93918,-16.120002,-1.05,7,4,3,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.330000000000002,6.560000000000002,8,2,-7.870000000000001,-15.61,-1.85,7,1,2,True,True
