policy,market,ts_wall,side,source,mode,p_eff,ask_prob,eff_edge_prob,side_won,net_gross_cents_after_entry_fee,base_side,base_p,base_ask,base_edge,delay_seconds
v28_raw_p52_edge0_base,KXBTC15M-26MAY051300-00,2026-05-05T16:50:05.755107+00:00,yes,approved_entry,base,0.867375,0.81,0.057374999999999954,True,33.0,yes,0.867375,0.81,0.057374999999999954,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051330-30,2026-05-05T17:21:10.942716+00:00,yes,approved_entry,base,0.879391,0.82,0.05939100000000008,True,-2.0,yes,0.879391,0.82,0.05939100000000008,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051430-30,2026-05-05T18:18:35.665800+00:00,no,rejected_actionable,base,0.541007,0.52,0.021006999999999998,True,92.0,no,0.541007,0.52,0.021006999999999998,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051500-00,2026-05-05T18:49:36.415132+00:00,yes,rejected_actionable,base,0.529972,0.52,0.009971999999999981,False,-108.0,yes,0.529972,0.52,0.009971999999999981,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051530-30,2026-05-05T19:15:50.519398+00:00,yes,rejected_actionable,base,0.527782,0.5,0.027781999999999973,True,96.0,yes,0.527782,0.5,0.027781999999999973,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051545-45,2026-05-05T19:31:16.377250+00:00,yes,rejected_actionable,base,0.539324,0.53,0.009323999999999999,True,90.0,yes,0.539324,0.53,0.009323999999999999,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051600-00,2026-05-05T19:45:43.657471+00:00,no,rejected_actionable,base,0.547953,0.46,0.087953,True,104.0,no,0.547953,0.46,0.087953,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051615-15,2026-05-05T20:03:58.425282+00:00,yes,rejected_actionable,base,0.852179,0.83,0.02217900000000006,True,32.0,yes,0.852179,0.83,0.02217900000000006,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051630-30,2026-05-05T20:16:12.620319+00:00,no,rejected_actionable,base,0.767185,0.76,0.007184999999999997,True,45.0,no,0.767185,0.76,0.007184999999999997,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051645-45,2026-05-05T20:31:53.937446+00:00,yes,rejected_actionable,base,0.546658,0.54,0.006657999999999942,True,88.0,yes,0.546658,0.54,0.006657999999999942,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051700-00,2026-05-05T20:45:15.745239+00:00,no,rejected_actionable,base,0.570256,0.57,0.000256000000000034,True,82.0,no,0.570256,0.57,0.000256000000000034,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051715-15,2026-05-05T21:00:15.974920+00:00,no,rejected_actionable,base,0.520761,0.51,0.01076100000000002,True,94.0,no,0.520761,0.51,0.01076100000000002,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051730-30,2026-05-05T21:18:16.982507+00:00,no,rejected_actionable,base,0.681429,0.67,0.011428999999999911,True,62.0,no,0.681429,0.67,0.011428999999999911,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051745-45,2026-05-05T21:30:31.244987+00:00,no,rejected_actionable,base,0.78022,0.71,0.07022000000000006,True,55.0,no,0.78022,0.71,0.07022000000000006,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051800-00,2026-05-05T21:46:31.099223+00:00,yes,rejected_actionable,base,0.627961,0.61,0.017961000000000005,True,74.0,yes,0.627961,0.61,0.017961000000000005,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051815-15,2026-05-05T22:00:16.340721+00:00,yes,rejected_actionable,base,0.77913,0.74,0.03913,False,-151.0,yes,0.77913,0.74,0.03913,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051830-30,2026-05-05T22:17:00.468759+00:00,yes,rejected_actionable,base,0.58124,0.31,0.27124,True,135.0,yes,0.58124,0.31,0.27124,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051845-45,2026-05-05T22:30:45.039013+00:00,no,approved_entry,base,0.864024,0.79,0.07402399999999998,True,39.0,no,0.864024,0.79,0.07402399999999998,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051900-00,2026-05-05T22:46:08.719237+00:00,yes,rejected_actionable,base,0.639842,0.53,0.109842,True,90.0,yes,0.639842,0.53,0.109842,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051915-15,2026-05-05T23:02:46.175218+00:00,yes,rejected_actionable,base,0.533267,0.4,0.13326700000000002,True,116.0,yes,0.533267,0.4,0.13326700000000002,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY051945-45,2026-05-05T23:33:23.957336+00:00,yes,rejected_actionable,base,0.613944,0.51,0.10394400000000004,True,94.0,yes,0.613944,0.51,0.10394400000000004,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052000-00,2026-05-05T23:48:56.586770+00:00,no,rejected_actionable,base,0.665463,0.63,0.03546300000000002,True,70.0,no,0.665463,0.63,0.03546300000000002,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052015-15,2026-05-06T00:00:26.952847+00:00,no,rejected_actionable,base,0.567861,0.49,0.07786099999999996,False,-102.0,no,0.567861,0.49,0.07786099999999996,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052030-30,2026-05-06T00:15:20.371177+00:00,yes,rejected_actionable,base,0.54078,0.47,0.07078000000000007,False,-98.0,yes,0.54078,0.47,0.07078000000000007,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052045-45,2026-05-06T00:32:06.202799+00:00,yes,rejected_actionable,base,0.590266,0.56,0.030265999999999904,False,-116.0,yes,0.590266,0.56,0.030265999999999904,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052100-00,2026-05-06T00:46:31.822373+00:00,yes,rejected_actionable,base,0.565554,0.46,0.10555399999999998,True,104.0,yes,0.565554,0.46,0.10555399999999998,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052115-15,2026-05-06T01:00:49.489174+00:00,yes,rejected_actionable,base,0.571476,0.53,0.04147599999999996,True,90.0,yes,0.571476,0.53,0.04147599999999996,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052130-30,2026-05-06T01:17:49.446399+00:00,yes,rejected_actionable,base,0.822836,0.8,0.022835999999999967,True,37.0,yes,0.822836,0.8,0.022835999999999967,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052145-45,2026-05-06T01:35:20.258067+00:00,yes,rejected_actionable,base,0.865417,0.83,0.03541700000000003,True,32.0,yes,0.865417,0.83,0.03541700000000003,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052200-00,2026-05-06T01:46:16.552084+00:00,no,rejected_actionable,base,0.551743,0.52,0.031742999999999966,False,-108.0,no,0.551743,0.52,0.031742999999999966,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052215-15,2026-05-06T02:01:20.642847+00:00,no,rejected_actionable,base,0.809232,0.77,0.039231999999999934,True,43.0,no,0.809232,0.77,0.039231999999999934,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052230-30,2026-05-06T02:23:49.063251+00:00,no,rejected_actionable,base,0.730624,0.65,0.08062400000000003,True,66.0,no,0.730624,0.65,0.08062400000000003,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052245-45,2026-05-06T02:32:27.510357+00:00,no,rejected_actionable,base,0.643789,0.57,0.073789,False,-118.0,no,0.643789,0.57,0.073789,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052300-00,2026-05-06T02:52:05.427121+00:00,yes,approved_entry,base,0.918967,0.85,0.068967,True,26.0,yes,0.918967,0.85,0.068967,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052315-15,2026-05-06T03:07:10.446683+00:00,yes,approved_entry,base,0.884999,0.81,0.07499899999999993,True,-41.0,yes,0.884999,0.81,0.07499899999999993,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052330-30,2026-05-06T03:19:05.339511+00:00,no,rejected_actionable,base,0.659176,0.63,0.02917599999999998,False,-130.0,no,0.659176,0.63,0.02917599999999998,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY052345-45,2026-05-06T03:30:49.979573+00:00,no,rejected_actionable,base,0.636767,0.63,0.0067669999999999675,True,70.0,no,0.636767,0.63,0.0067669999999999675,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060000-00,2026-05-06T03:47:27.202014+00:00,no,rejected_actionable,base,0.576655,0.56,0.016654999999999975,False,-116.0,no,0.576655,0.56,0.016654999999999975,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060015-15,2026-05-06T04:03:05.375534+00:00,yes,rejected_actionable,base,0.532782,0.52,0.01278199999999996,False,-108.0,yes,0.532782,0.52,0.01278199999999996,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060030-30,2026-05-06T04:15:46.967766+00:00,yes,rejected_actionable,base,0.617077,0.51,0.10707699999999998,False,-106.0,yes,0.617077,0.51,0.10707699999999998,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060045-45,2026-05-06T04:31:21.224300+00:00,no,rejected_actionable,base,0.826505,0.79,0.03650500000000001,True,39.0,no,0.826505,0.79,0.03650500000000001,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060100-00,2026-05-06T04:48:35.924287+00:00,yes,rejected_actionable,base,0.799928,0.79,0.009927999999999937,False,-161.0,yes,0.799928,0.79,0.009927999999999937,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060115-15,2026-05-06T05:00:55.384335+00:00,no,rejected_actionable,base,0.577382,0.56,0.017381999999999898,True,84.0,no,0.577382,0.56,0.017381999999999898,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060130-30,2026-05-06T05:15:50.243527+00:00,no,rejected_actionable,base,0.616779,0.59,0.026778999999999997,True,78.0,no,0.616779,0.59,0.026778999999999997,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060145-45,2026-05-06T05:30:30.771905+00:00,no,rejected_actionable,base,0.557282,0.55,0.007282000000000011,True,86.0,no,0.557282,0.55,0.007282000000000011,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060200-00,2026-05-06T05:45:50.623750+00:00,yes,rejected_actionable,base,0.618277,0.6,0.018276999999999988,True,76.0,yes,0.618277,0.6,0.018276999999999988,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060215-15,2026-05-06T06:00:15.350074+00:00,yes,rejected_actionable,base,0.583024,0.53,0.05302399999999996,False,-110.0,yes,0.583024,0.53,0.05302399999999996,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060230-30,2026-05-06T06:15:15.506316+00:00,no,rejected_actionable,base,0.574094,0.54,0.03409399999999996,False,-112.0,no,0.574094,0.54,0.03409399999999996,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060245-45,2026-05-06T06:30:31.260794+00:00,no,rejected_actionable,base,0.660829,0.65,0.010828999999999978,False,-134.0,no,0.660829,0.65,0.010828999999999978,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060300-00,2026-05-06T06:45:30.608279+00:00,yes,rejected_actionable,base,0.661141,0.64,0.021140999999999965,True,68.0,yes,0.661141,0.64,0.021140999999999965,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060315-15,2026-05-06T07:01:55.271715+00:00,yes,rejected_actionable,base,0.61664,0.61,0.006639999999999979,True,74.0,yes,0.61664,0.61,0.006639999999999979,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060330-30,2026-05-06T07:15:15.855222+00:00,no,rejected_actionable,base,0.63088,0.57,0.060880000000000045,False,-118.0,no,0.63088,0.57,0.060880000000000045,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060345-45,2026-05-06T07:32:31.748415+00:00,no,rejected_actionable,base,0.702712,0.66,0.04271199999999997,True,64.0,no,0.702712,0.66,0.04271199999999997,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060400-00,2026-05-06T07:47:33.557061+00:00,yes,rejected_actionable,base,0.539723,0.5,0.03972299999999995,False,-104.0,yes,0.539723,0.5,0.03972299999999995,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060415-15,2026-05-06T08:01:47.044824+00:00,yes,rejected_actionable,base,0.676831,0.67,0.0068309999999999205,True,62.0,yes,0.676831,0.67,0.0068309999999999205,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060445-45,2026-05-06T08:30:35.287901+00:00,no,rejected_actionable,base,0.636374,0.45,0.18637399999999998,False,-94.0,no,0.636374,0.45,0.18637399999999998,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060500-00,2026-05-06T08:46:56.748188+00:00,no,rejected_actionable,base,0.674136,0.61,0.06413599999999997,False,-126.0,no,0.674136,0.61,0.06413599999999997,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060515-15,2026-05-06T09:01:14.882023+00:00,yes,rejected_actionable,base,0.532512,0.41,0.12251200000000001,False,-86.0,yes,0.532512,0.41,0.12251200000000001,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060530-30,2026-05-06T09:16:10.984992+00:00,yes,rejected_actionable,base,0.588889,0.54,0.04888899999999996,False,-112.0,yes,0.588889,0.54,0.04888899999999996,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060545-45,2026-05-06T09:31:32.441205+00:00,no,rejected_actionable,base,0.626642,0.44,0.18664200000000003,False,-92.0,no,0.626642,0.44,0.18664200000000003,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060600-00,2026-05-06T09:45:31.115998+00:00,no,rejected_actionable,base,0.792357,0.75,0.04235699999999998,True,47.0,no,0.792357,0.75,0.04235699999999998,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060615-15,2026-05-06T10:00:30.886997+00:00,yes,rejected_actionable,base,0.598388,0.57,0.02838800000000008,True,41.0,yes,0.598388,0.57,0.02838800000000008,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060630-30,2026-05-06T10:15:31.073594+00:00,no,rejected_actionable,base,0.675344,0.66,0.015344000000000024,False,-136.0,no,0.675344,0.66,0.015344000000000024,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060645-45,2026-05-06T10:30:15.796592+00:00,yes,rejected_actionable,base,0.598639,0.59,0.008639000000000063,True,78.0,yes,0.598639,0.59,0.008639000000000063,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060700-00,2026-05-06T10:47:35.198854+00:00,yes,rejected_actionable,base,0.527819,0.52,0.00781900000000002,True,92.0,yes,0.527819,0.52,0.00781900000000002,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060715-15,2026-05-06T11:00:55.462059+00:00,yes,rejected_actionable,base,0.539914,0.53,0.009913999999999978,True,90.0,yes,0.539914,0.53,0.009913999999999978,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060730-30,2026-05-06T11:15:32.603129+00:00,yes,rejected_actionable,base,0.594884,0.56,0.034883999999999915,True,84.0,yes,0.594884,0.56,0.034883999999999915,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060745-45,2026-05-06T11:30:52.002231+00:00,no,rejected_actionable,base,0.553279,0.54,0.01327899999999993,True,88.0,no,0.553279,0.54,0.01327899999999993,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060800-00,2026-05-06T11:45:15.871066+00:00,yes,rejected_actionable,base,0.523411,0.47,0.053410999999999986,True,102.0,yes,0.523411,0.47,0.053410999999999986,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060815-15,2026-05-06T12:01:35.476226+00:00,no,rejected_actionable,base,0.540349,0.54,0.0003489999999999327,True,88.0,no,0.540349,0.54,0.0003489999999999327,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060830-30,2026-05-06T12:15:15.769157+00:00,no,rejected_actionable,base,0.60073,0.59,0.010730000000000017,False,-122.0,no,0.60073,0.59,0.010730000000000017,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060845-45,2026-05-06T12:30:50.954358+00:00,no,rejected_actionable,base,0.528543,0.52,0.008542999999999967,True,92.0,no,0.528543,0.52,0.008542999999999967,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060900-00,2026-05-06T12:46:30.862247+00:00,no,rejected_actionable,base,0.586412,0.58,0.006412000000000084,True,80.0,no,0.586412,0.58,0.006412000000000084,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060915-15,2026-05-06T13:00:30.368690+00:00,no,rejected_actionable,base,0.672099,0.6,0.07209900000000002,True,76.0,no,0.672099,0.6,0.07209900000000002,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060930-30,2026-05-06T13:15:35.659762+00:00,yes,rejected_actionable,base,0.604377,0.6,0.004377000000000075,False,-124.0,yes,0.604377,0.6,0.004377000000000075,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY060945-45,2026-05-06T13:30:15.622325+00:00,no,rejected_actionable,base,0.761891,0.5,0.261891,True,96.0,no,0.761891,0.5,0.261891,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061000-00,2026-05-06T13:45:35.618687+00:00,no,rejected_actionable,base,0.661616,0.54,0.12161599999999995,True,88.0,no,0.661616,0.54,0.12161599999999995,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061015-15,2026-05-06T14:00:16.006684+00:00,no,rejected_actionable,base,0.595554,0.52,0.07555400000000001,True,92.0,no,0.595554,0.52,0.07555400000000001,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061030-30,2026-05-06T14:15:31.060926+00:00,yes,rejected_actionable,base,0.618153,0.61,0.008152999999999966,True,74.0,yes,0.618153,0.61,0.008152999999999966,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061045-45,2026-05-06T14:30:31.159666+00:00,no,rejected_actionable,base,0.601767,0.57,0.0317670000000001,False,-118.0,no,0.601767,0.57,0.0317670000000001,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061100-00,2026-05-06T14:45:34.678564+00:00,yes,rejected_actionable,base,0.740374,0.74,0.00037399999999998546,False,-151.0,yes,0.740374,0.74,0.00037399999999998546,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061115-15,2026-05-06T15:00:30.452254+00:00,yes,rejected_actionable,base,0.533622,0.52,0.013622000000000023,False,-108.0,yes,0.533622,0.52,0.013622000000000023,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061130-30,2026-05-06T15:15:16.911180+00:00,yes,rejected_actionable,base,0.653101,0.65,0.0031010000000000204,True,66.0,yes,0.653101,0.65,0.0031010000000000204,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061145-45,2026-05-06T15:30:57.974663+00:00,yes,rejected_actionable,base,0.544366,0.51,0.03436600000000001,False,-106.0,yes,0.544366,0.51,0.03436600000000001,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061200-00,2026-05-06T15:45:31.071643+00:00,yes,rejected_actionable,base,0.848576,0.81,0.038575999999999944,True,35.0,yes,0.848576,0.81,0.038575999999999944,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061215-15,2026-05-06T16:01:34.070460+00:00,no,rejected_actionable,base,0.536898,0.53,0.00689799999999996,False,-110.0,no,0.536898,0.53,0.00689799999999996,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061230-30,2026-05-06T16:16:10.710809+00:00,yes,rejected_actionable,base,0.681329,0.68,0.0013289999999999136,False,-140.0,yes,0.681329,0.68,0.0013289999999999136,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061245-45,2026-05-06T16:30:15.611477+00:00,no,rejected_actionable,base,0.555732,0.52,0.035731999999999986,False,-108.0,no,0.555732,0.52,0.035731999999999986,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061300-00,2026-05-06T16:45:15.381495+00:00,no,rejected_actionable,base,0.544132,0.54,0.0041319999999999135,True,88.0,no,0.544132,0.54,0.0041319999999999135,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061400-00,2026-05-06T17:56:31.054630+00:00,no,approved_entry,base,0.97364,0.89,0.08363999999999994,True,-11.0,no,0.97364,0.89,0.08363999999999994,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061415-15,2026-05-06T18:03:46.064458+00:00,no,rejected_actionable,base,0.521166,0.49,0.031166000000000027,True,98.0,no,0.521166,0.49,0.031166000000000027,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061430-30,2026-05-06T18:15:35.575390+00:00,yes,rejected_actionable,base,0.678512,0.67,0.008511999999999964,True,62.0,yes,0.678512,0.67,0.008511999999999964,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061445-45,2026-05-06T18:30:15.600159+00:00,no,rejected_actionable,base,0.724164,0.71,0.014164000000000065,True,55.0,no,0.724164,0.71,0.014164000000000065,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061500-00,2026-05-06T18:46:58.043514+00:00,yes,rejected_actionable,base,0.55091,0.55,0.0009099999999999664,False,-114.0,yes,0.55091,0.55,0.0009099999999999664,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061515-15,2026-05-06T19:05:45.263576+00:00,no,rejected_actionable,base,0.521257,0.52,0.0012569999999999526,True,92.0,no,0.521257,0.52,0.0012569999999999526,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061530-30,2026-05-06T19:16:10.045725+00:00,no,rejected_actionable,base,0.548704,0.53,0.018703999999999943,False,-110.0,no,0.548704,0.53,0.018703999999999943,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061545-45,2026-05-06T19:33:35.772447+00:00,no,rejected_actionable,base,0.599662,0.59,0.00966200000000006,False,-122.0,no,0.599662,0.59,0.00966200000000006,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061600-00,2026-05-06T19:48:02.198360+00:00,no,rejected_actionable,base,0.610883,0.6,0.010882999999999976,False,-124.0,no,0.610883,0.6,0.010882999999999976,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061615-15,2026-05-06T20:01:55.839170+00:00,yes,rejected_actionable,base,0.770727,0.74,0.03072700000000006,True,49.0,yes,0.770727,0.74,0.03072700000000006,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061630-30,2026-05-06T20:21:34.178906+00:00,no,rejected_actionable,base,0.631665,0.63,0.0016650000000000276,True,70.0,no,0.631665,0.63,0.0016650000000000276,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061645-45,2026-05-06T20:30:41.561221+00:00,no,rejected_actionable,base,0.736529,0.71,0.026529000000000025,True,55.0,no,0.736529,0.71,0.026529000000000025,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061700-00,2026-05-06T20:47:20.371791+00:00,no,rejected_actionable,base,0.547299,0.49,0.05729899999999999,False,-102.0,no,0.547299,0.49,0.05729899999999999,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061715-15,2026-05-06T21:01:35.182941+00:00,yes,rejected_actionable,base,0.633073,0.5,0.133073,False,-104.0,yes,0.633073,0.5,0.133073,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061730-30,2026-05-06T21:18:50.297953+00:00,yes,rejected_actionable,base,0.670106,0.63,0.040105999999999975,True,70.0,yes,0.670106,0.63,0.040105999999999975,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061745-45,2026-05-06T21:33:53.913373+00:00,yes,rejected_actionable,base,0.872414,0.87,0.0024140000000000272,True,24.0,yes,0.872414,0.87,0.0024140000000000272,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061800-00,2026-05-06T21:46:50.262624+00:00,no,rejected_actionable,base,0.700391,0.68,0.020390999999999937,True,60.0,no,0.700391,0.68,0.020390999999999937,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061815-15,2026-05-06T22:03:49.503366+00:00,no,rejected_actionable,base,0.794472,0.72,0.07447199999999998,True,53.0,no,0.794472,0.72,0.07447199999999998,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061830-30,2026-05-06T22:19:06.460649+00:00,yes,rejected_actionable,base,0.553162,0.23,0.32316200000000006,False,-49.0,yes,0.553162,0.23,0.32316200000000006,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061900-00,2026-05-06T22:50:33.414367+00:00,no,rejected_actionable,base,0.661389,0.45,0.211389,False,-94.0,no,0.661389,0.45,0.211389,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061915-15,2026-05-06T23:03:05.391564+00:00,no,approved_entry,base,0.923342,0.87,0.053342,True,22.0,no,0.923342,0.87,0.053342,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061930-30,2026-05-06T23:16:29.602542+00:00,yes,rejected_actionable,base,0.551364,0.47,0.08136399999999999,True,102.0,yes,0.551364,0.47,0.08136399999999999,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY061945-45,2026-05-06T23:31:30.909184+00:00,yes,rejected_actionable,base,0.542407,0.42,0.12240699999999999,False,-88.0,yes,0.542407,0.42,0.12240699999999999,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY062000-00,2026-05-06T23:45:50.011935+00:00,yes,rejected_actionable,base,0.582435,0.5,0.08243500000000004,True,96.0,yes,0.582435,0.5,0.08243500000000004,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY062015-15,2026-05-07T00:00:30.493763+00:00,yes,rejected_actionable,base,0.526847,0.51,0.016846999999999945,False,-106.0,yes,0.526847,0.51,0.016846999999999945,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY062030-30,2026-05-07T00:16:35.289272+00:00,yes,rejected_actionable,base,0.544418,0.32,0.22441799999999995,False,-68.0,yes,0.544418,0.32,0.22441799999999995,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY062045-45,2026-05-07T00:31:05.341326+00:00,no,rejected_actionable,base,0.61792,0.51,0.10792000000000002,True,94.0,no,0.61792,0.51,0.10792000000000002,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY062100-00,2026-05-07T00:48:36.454910+00:00,no,rejected_actionable,base,0.615588,0.22,0.39558800000000005,False,-47.0,no,0.615588,0.22,0.39558800000000005,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY062115-15,2026-05-07T01:00:50.289770+00:00,yes,rejected_actionable,base,0.543753,0.53,0.013753000000000015,True,90.0,yes,0.543753,0.53,0.013753000000000015,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY062130-30,2026-05-07T01:17:26.891763+00:00,yes,rejected_actionable,base,0.586142,0.41,0.17614200000000008,True,114.0,yes,0.586142,0.41,0.17614200000000008,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY062145-45,2026-05-07T01:31:39.986158+00:00,yes,rejected_actionable,base,0.600378,0.57,0.030378000000000016,True,82.0,yes,0.600378,0.57,0.030378000000000016,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY062200-00,2026-05-07T01:49:50.936932+00:00,no,rejected_actionable,base,0.617816,0.46,0.157816,True,104.0,no,0.617816,0.46,0.157816,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY062215-15,2026-05-07T02:00:49.721290+00:00,no,rejected_actionable,base,0.661831,0.59,0.07183099999999998,True,78.0,no,0.661831,0.59,0.07183099999999998,0.0
v28_raw_p52_edge0_base,KXBTC15M-26MAY062230-30,2026-05-07T02:22:19.050425+00:00,yes,rejected_actionable,base,0.718015,0.38,0.33801499999999995,False,-80.0,yes,0.718015,0.38,0.33801499999999995,0.0
