feature,bucket,split,model,rows,mean_pred,realized,error,abs_error,brier,logloss
signed_velocity_dps_1m,"(-0.0812, 0.0]",validation,v28_avg90,1220,0.4617536917445354,0.45491803278688525,0.006835658957650148,0.006835658957650148,0.13799773231520218,0.4019509704461575
signed_velocity_dps_1m,"(-0.0812, 0.0]",validation,v31_avg90_final60_exact,1220,0.4618911422154865,0.45491803278688525,0.006973109428601243,0.006973109428601243,0.13786297722185487,0.4011436503929823
signed_velocity_dps_1m,"(-0.206, -0.0812]",validation,v28_live_surface,1084,0.43589212395967275,0.3874538745387454,0.04843824942092734,0.04843824942092734,0.13496369433182112,0.40945727754002426
signed_velocity_dps_1m,"(-0.206, -0.0812]",validation,v28_avg90,1084,0.43342049556151657,0.3874538745387454,0.04596662102277116,0.04596662102277116,0.1336903248611795,0.4048494599098904
signed_velocity_dps_1m,"(-0.206, -0.0812]",validation,v31_avg90_final60_exact,1084,0.4336442907699009,0.3874538745387454,0.046190416231155496,0.046190416231155496,0.13318252372765174,0.40298700361807455
signed_velocity_dps_1m,"(-0.456, -0.206]",validation,v28_live_surface,989,0.4167541425604581,0.4024266936299292,0.014327448930528897,0.014327448930528897,0.1457647300974127,0.4362629349466228
signed_velocity_dps_1m,"(-0.456, -0.206]",validation,v28_avg90,989,0.414963876578502,0.4024266936299292,0.012537182948572756,0.012537182948572756,0.1457229291218687,0.436439452074923
signed_velocity_dps_1m,"(-0.456, -0.206]",validation,v31_avg90_final60_exact,989,0.41498009115377327,0.4024266936299292,0.012553397523844045,0.012553397523844045,0.14570043793401202,0.4360684999751025
signed_velocity_dps_1m,"(-8.247, -0.456]",validation,v28_live_surface,649,0.3154410297780621,0.33281972265023113,-0.017378692872169033,0.017378692872169033,0.12191156417769095,0.3759494319798605
signed_velocity_dps_1m,"(-8.247, -0.456]",validation,v28_avg90,649,0.3116103022738566,0.33281972265023113,-0.02120942037637452,0.02120942037637452,0.1228646948117847,0.3789116312773398
signed_velocity_dps_1m,"(-8.247, -0.456]",validation,v31_avg90_final60_exact,649,0.3118969421370147,0.33281972265023113,-0.020922780513216443,0.020922780513216443,0.12282324617592749,0.37851452853021994
signed_velocity_dps_1m,"(0.0, 0.0812]",validation,v28_live_surface,980,0.5454476689045118,0.5561224489795918,-0.010674780075080048,0.010674780075080048,0.1385383202056209,0.40855060873525045
signed_velocity_dps_1m,"(0.0, 0.0812]",validation,v28_avg90,980,0.5479798239316472,0.5561224489795918,-0.008142625047944607,0.008142625047944607,0.1373146737509447,0.4011361995777607
signed_velocity_dps_1m,"(0.0, 0.0812]",validation,v31_avg90_final60_exact,980,0.5478087121208712,0.5561224489795918,-0.00831373685872061,0.00831373685872061,0.13714692194752895,0.40013535151841645
signed_velocity_dps_1m,"(0.0812, 0.206]",validation,v28_live_surface,1076,0.5643428441233027,0.6133828996282528,-0.04904005550495005,0.04904005550495005,0.13542956701434636,0.4101861573568422
signed_velocity_dps_1m,"(0.0812, 0.206]",validation,v28_avg90,1076,0.5667401964962533,0.6133828996282528,-0.046642703131999474,0.046642703131999474,0.1342254380326272,0.4057642670663598
signed_velocity_dps_1m,"(0.0812, 0.206]",validation,v31_avg90_final60_exact,1076,0.5665147373829739,0.6133828996282528,-0.0468681622452789,0.0468681622452789,0.13371386142598776,0.40388796351586886
signed_velocity_dps_1m,"(0.206, 0.456]",validation,v28_live_surface,989,0.5832458574395419,0.5975733063700708,-0.014327448930528841,0.014327448930528841,0.1457647300974127,0.4362629349466228
signed_velocity_dps_1m,"(0.206, 0.456]",validation,v28_avg90,989,0.585036123421498,0.5975733063700708,-0.012537182948572756,0.012537182948572756,0.1457229291218687,0.436439452074923
signed_velocity_dps_1m,"(0.206, 0.456]",validation,v31_avg90_final60_exact,989,0.5850199088462268,0.5975733063700708,-0.01255339752384399,0.01255339752384399,0.14570043793401202,0.43606849997510255
signed_velocity_dps_1m,"(0.456, 8.246]",validation,v28_live_surface,649,0.6845589702219379,0.6671802773497689,0.017378692872168977,0.017378692872168977,0.12191156417769095,0.3759494319798605
signed_velocity_dps_1m,"(0.456, 8.246]",validation,v28_avg90,649,0.6883896977261434,0.6671802773497689,0.02120942037637452,0.02120942037637452,0.1228646948117847,0.3789116312773398
signed_velocity_dps_1m,"(0.456, 8.246]",validation,v31_avg90_final60_exact,649,0.6881030578629853,0.6671802773497689,0.020922780513216388,0.020922780513216388,0.12282324617592749,0.3785145285302199
signed_velocity_dps_1m,"(-0.0812, 0.0]",holdout,v28_live_surface,388,0.5040926205526829,0.4793814432989691,0.0247111772537138,0.0247111772537138,0.13698588569872658,0.4155482578805581
signed_velocity_dps_1m,"(-0.0812, 0.0]",holdout,v28_avg90,388,0.505557839952223,0.4793814432989691,0.02617639665325394,0.02617639665325394,0.1342559231146322,0.4038012463452158
signed_velocity_dps_1m,"(-0.0812, 0.0]",holdout,v31_avg90_final60_exact,388,0.5064664145561483,0.4793814432989691,0.02708497125717918,0.02708497125717918,0.13408983346505807,0.4022609445303432
signed_velocity_dps_1m,"(-0.206, -0.0812]",holdout,v28_live_surface,652,0.5116868272789236,0.5444785276073619,-0.03279170032843837,0.03279170032843837,0.14564874650865178,0.428864665835887
signed_velocity_dps_1m,"(-0.206, -0.0812]",holdout,v28_avg90,652,0.5119054124309418,0.5444785276073619,-0.03257311517642014,0.03257311517642014,0.14432455830181296,0.4223955038376058
signed_velocity_dps_1m,"(-0.206, -0.0812]",holdout,v31_avg90_final60_exact,652,0.5118544706133401,0.5444785276073619,-0.03262405699402182,0.03262405699402182,0.14404405826769093,0.4206975044746251
signed_velocity_dps_1m,"(-0.456, -0.206]",holdout,v28_live_surface,881,0.4281649685043881,0.4460839954597049,-0.017919026955316775,0.017919026955316775,0.15679449659747138,0.46266950503162924
signed_velocity_dps_1m,"(-0.456, -0.206]",holdout,v28_avg90,881,0.42698647173105175,0.4460839954597049,-0.019097523728653143,0.019097523728653143,0.15527765043476205,0.4572535485511971
signed_velocity_dps_1m,"(-0.456, -0.206]",holdout,v31_avg90_final60_exact,881,0.42645119723286196,0.4460839954597049,-0.01963279822684294,0.01963279822684294,0.15447380045631337,0.45444099136858557
signed_velocity_dps_1m,"(-8.247, -0.456]",holdout,v28_live_surface,1888,0.3754124867989066,0.3728813559322034,0.0025311308667032018,0.0025311308667032018,0.1485591558789785,0.4463801665119215
signed_velocity_dps_1m,"(-8.247, -0.456]",holdout,v28_avg90,1888,0.37105938793314486,0.3728813559322034,-0.001821967999058538,0.001821967999058538,0.14811917062084567,0.44659479099445865
signed_velocity_dps_1m,"(-8.247, -0.456]",holdout,v31_avg90_final60_exact,1888,0.37014547924940927,0.3728813559322034,-0.002735876682794125,0.002735876682794125,0.1478805270316871,0.44546993247311384
signed_velocity_dps_1m,"(0.0, 0.0812]",holdout,v28_live_surface,380,0.4958212190146291,0.5210526315789473,-0.025231412564318212,0.025231412564318212,0.13540655706081967,0.41130718413434014
signed_velocity_dps_1m,"(0.0, 0.0812]",holdout,v28_avg90,380,0.4943251528908881,0.5210526315789473,-0.026727478688059247,0.026727478688059247,0.13266460500353683,0.3994044426604757
signed_velocity_dps_1m,"(0.0, 0.0812]",holdout,v31_avg90_final60_exact,380,0.49339745040056443,0.5210526315789473,-0.027655181178382893,0.027655181178382893,0.13249501872976113,0.39783171343897417
signed_velocity_dps_1m,"(0.0812, 0.206]",holdout,v28_live_surface,656,0.490584482850752,0.45884146341463417,0.03174301943611785,0.03174301943611785,0.1448788097064854,0.4271635821033285
signed_velocity_dps_1m,"(0.0812, 0.206]",holdout,v28_avg90,656,0.4904364107947863,0.45884146341463417,0.031594947380152116,0.031594947380152116,0.1435442281812453,0.4206540281155792
signed_velocity_dps_1m,"(0.0812, 0.206]",holdout,v31_avg90_final60_exact,656,0.4904870419915488,0.45884146341463417,0.031645578576914635,0.031645578576914635,0.143265438513185,0.41896638240725087
signed_velocity_dps_1m,"(0.206, 0.456]",holdout,v28_live_surface,877,0.5705170246427395,0.5518814139110604,0.018635610731679075,0.018635610731679075,0.15742124864145815,0.4640961074094414
signed_velocity_dps_1m,"(0.206, 0.456]",holdout,v28_avg90,877,0.5716491493940588,0.5518814139110604,0.019767735482998372,0.019767735482998372,0.15591129801472123,0.45871516799532913
signed_velocity_dps_1m,"(0.206, 0.456]",holdout,v31_avg90_final60_exact,877,0.5721868652810658,0.5518814139110604,0.02030545137000539,0.02030545137000539,0.155103781673771,0.45588978272978675
signed_velocity_dps_1m,"(0.456, 8.246]",holdout,v28_live_surface,1888,0.6245875132010933,0.6271186440677966,-0.0025311308667033128,0.0025311308667033128,0.1485591558789785,0.4463801665119215
signed_velocity_dps_1m,"(0.456, 8.246]",holdout,v28_avg90,1888,0.628940612066855,0.6271186440677966,0.001821967999058427,0.001821967999058427,0.14811917062084567,0.44659479099445865
signed_velocity_dps_1m,"(0.456, 8.246]",holdout,v31_avg90_final60_exact,1888,0.6298545207505907,0.6271186440677966,0.0027358766827940695,0.0027358766827940695,0.14788052703168714,0.44546993247311384
signed_velocity_dps_3m,"(-0.0573, 0.0]",all,v28_live_surface,4805,0.4730459178741416,0.4684703433922997,0.004575574481841871,0.004575574481841871,0.16312127317371075,0.47726009262537733
signed_velocity_dps_3m,"(-0.0573, 0.0]",all,v28_avg90,4805,0.47047622297879443,0.4684703433922997,0.00200587958649473,0.00200587958649473,0.16170924448315138,0.4710248974630663
signed_velocity_dps_3m,"(-0.0573, 0.0]",all,v31_avg90_final60_exact,4805,0.46984705221834705,0.4684703433922997,0.001376708826047346,0.001376708826047346,0.16175624968838298,0.47108835141373323
signed_velocity_dps_3m,"(-0.128, -0.0573]",all,v28_live_surface,4754,0.421269606261278,0.40807740849810686,0.013192197763171154,0.013192197763171154,0.15897984051418876,0.47311765701898106
signed_velocity_dps_3m,"(-0.128, -0.0573]",all,v28_avg90,4754,0.4177297032237914,0.40807740849810686,0.009652294725684518,0.009652294725684518,0.15772169968941893,0.4693263818876784
signed_velocity_dps_3m,"(-0.128, -0.0573]",all,v31_avg90_final60_exact,4754,0.4177073992202418,0.40807740849810686,0.00962999072213494,0.00962999072213494,0.15778908233120273,0.4696390459893766
signed_velocity_dps_3m,"(-0.264, -0.128]",all,v28_live_surface,4757,0.34262739364608685,0.3352953542148413,0.007332039431245552,0.007332039431245552,0.14780362715205936,0.4453360242116754
signed_velocity_dps_3m,"(-0.264, -0.128]",all,v28_avg90,4757,0.3366370085075677,0.3352953542148413,0.0013416542927264241,0.0013416542927264241,0.14689242900405114,0.443120244107807
signed_velocity_dps_3m,"(-0.264, -0.128]",all,v31_avg90_final60_exact,4757,0.3364685550577802,0.3352953542148413,0.0011732008429389262,0.0011732008429389262,0.14731491709900493,0.4544656103408571
signed_velocity_dps_3m,"(-3.35, -0.264]",all,v28_live_surface,4757,0.25309315582176967,0.24889636325415176,0.004196792567617902,0.004196792567617902,0.1189389921981504,0.36895453241855286
signed_velocity_dps_3m,"(-3.35, -0.264]",all,v28_avg90,4757,0.2454757867064307,0.24889636325415176,-0.0034205765477210714,0.0034205765477210714,0.11883258914665194,0.36884558382701393
signed_velocity_dps_3m,"(-3.35, -0.264]",all,v31_avg90_final60_exact,4757,0.2452192643607867,0.24889636325415176,-0.003677098893365066,0.003677098893365066,0.1186562194688564,0.36816160770146084
signed_velocity_dps_3m,"(0.0, 0.0573]",all,v28_live_surface,4705,0.5274380112795282,0.5326248671625929,-0.005186855883064778,0.005186855883064778,0.16321220093703592,0.4776375875338251
signed_velocity_dps_3m,"(0.0, 0.0573]",all,v28_avg90,4705,0.5300568608057047,0.5326248671625929,-0.0025680063568882527,0.0025680063568882527,0.1618152997787661,0.47151300504472576
signed_velocity_dps_3m,"(0.0, 0.0573]",all,v31_avg90_final60_exact,4705,0.530699403952134,0.5326248671625929,-0.0019254632104589442,0.0019254632104589442,0.1618633040319304,0.4715778076447161
signed_velocity_dps_3m,"(0.0573, 0.128]",all,v28_live_surface,4762,0.5794524331684606,0.5917681646367072,-0.012315731468246605,0.012315731468246605,0.1586966793964738,0.4724101894927758
signed_velocity_dps_3m,"(0.0573, 0.128]",all,v28_avg90,4762,0.5830143723639186,0.5917681646367072,-0.008753792272788607,0.008753792272788607,0.1574354640660912,0.46859984305989566
signed_velocity_dps_3m,"(0.0573, 0.128]",all,v31_avg90_final60_exact,4762,0.5830366388974916,0.5917681646367072,-0.008731525739215651,0.008731525739215651,0.1575027335073008,0.4689119818964084
signed_velocity_dps_3m,"(0.128, 0.264]",all,v28_live_surface,4749,0.6568726256615034,0.6649821014950515,-0.008109475833548152,0.008109475833548152,0.14796797136124143,0.4457940367017887
signed_velocity_dps_3m,"(0.128, 0.264]",all,v28_avg90,4749,0.6628503090459723,0.6649821014950515,-0.0021317924490792395,0.0021317924490792395,0.14705400478676475,0.44358651898202756
signed_velocity_dps_3m,"(0.128, 0.264]",all,v31_avg90_final60_exact,4749,0.6630190462665744,0.6649821014950515,-0.001963055228477173,0.001963055228477173,0.14747720459044872,0.4549509972238811
signed_velocity_dps_3m,"(0.264, 3.349]",all,v28_live_surface,4753,0.7471112084042019,0.7508941721018304,-0.0037829636976285386,0.0037829636976285386,0.1188321050365291,0.3686885212892251
signed_velocity_dps_3m,"(0.264, 3.349]",all,v28_avg90,4753,0.7547351322703247,0.7508941721018304,0.003840960168494334,0.003840960168494334,0.11872546940283199,0.36857919491683677
signed_velocity_dps_3m,"(0.264, 3.349]",all,v31_avg90_final60_exact,4753,0.7549918704984393,0.7508941721018304,0.004097698396608895,0.004097698396608895,0.11854895129694654,0.36789464317493564
signed_velocity_dps_3m,"(-0.0573, 0.0]",validation,v28_live_surface,1119,0.46507144563330277,0.4307417336907953,0.034329711942507446,0.034329711942507446,0.14325403440361045,0.4219453609166388
signed_velocity_dps_3m,"(-0.0573, 0.0]",validation,v28_avg90,1119,0.46156850031568447,0.4307417336907953,0.030826766624889146,0.030826766624889146,0.14168117008007544,0.4139478325710925
signed_velocity_dps_3m,"(-0.0573, 0.0]",validation,v31_avg90_final60_exact,1119,0.46094558523354767,0.4307417336907953,0.030203851542752347,0.030203851542752347,0.14106981973687938,0.41135933011333453
signed_velocity_dps_3m,"(-0.128, -0.0573]",validation,v28_live_surface,1085,0.438191481361128,0.4064516129032258,0.03173986845790222,0.03173986845790222,0.15953211365778291,0.4687344905266431
signed_velocity_dps_3m,"(-0.128, -0.0573]",validation,v28_avg90,1085,0.43531878846776534,0.4064516129032258,0.02886717556453955,0.02886717556453955,0.15951207309252674,0.4684054456582036
signed_velocity_dps_3m,"(-0.128, -0.0573]",validation,v31_avg90_final60_exact,1085,0.4355377225694704,0.4064516129032258,0.029086109666244586,0.029086109666244586,0.1594869319324639,0.4681431053370283
signed_velocity_dps_3m,"(-0.264, -0.128]",validation,v28_live_surface,962,0.3050202461845855,0.30457380457380456,0.00044644161078094546,0.00044644161078094546,0.1317983375306463,0.4022823835869884
signed_velocity_dps_3m,"(-0.264, -0.128]",validation,v28_avg90,962,0.2986279279549666,0.30457380457380456,-0.005945876618837942,0.005945876618837942,0.13153553016171207,0.40091627875947955
signed_velocity_dps_3m,"(-0.264, -0.128]",validation,v31_avg90_final60_exact,962,0.29894222248144314,0.30457380457380456,-0.00563158209236142,0.00563158209236142,0.13148085090445102,0.40046128578509366
signed_velocity_dps_3m,"(-3.35, -0.264]",validation,v28_live_surface,662,0.20154874472333603,0.22356495468277945,-0.022016209959443422,0.022016209959443422,0.09489471956415729,0.30682244253551366
signed_velocity_dps_3m,"(-3.35, -0.264]",validation,v28_avg90,662,0.1963469237474075,0.22356495468277945,-0.02721803093537195,0.02721803093537195,0.09519398985668806,0.3073587555298892
signed_velocity_dps_3m,"(-3.35, -0.264]",validation,v31_avg90_final60_exact,662,0.1963503193877709,0.22356495468277945,-0.02721463529500856,0.02721463529500856,0.09519396156268273,0.30734742928913167
signed_velocity_dps_3m,"(0.0, 0.0573]",validation,v28_live_surface,1099,0.5355641968483477,0.5705186533212011,-0.034954456472853446,0.034954456472853446,0.14369537576993402,0.4230470945110843
signed_velocity_dps_3m,"(0.0, 0.0573]",validation,v28_avg90,1099,0.5391308900334386,0.5705186533212011,-0.03138776328776249,0.03138776328776249,0.14212665542317954,0.4150172926826757
signed_velocity_dps_3m,"(0.0, 0.0573]",validation,v31_avg90_final60_exact,1099,0.5397651411498272,0.5705186533212011,-0.030753512171373898,0.030753512171373898,0.14150417950503905,0.41238168371977185
signed_velocity_dps_3m,"(0.0573, 0.128]",validation,v28_live_surface,1093,0.5644137023365836,0.596523330283623,-0.03210962794703942,0.03210962794703942,0.15841415804348646,0.46593207258918745
signed_velocity_dps_3m,"(0.0573, 0.128]",validation,v28_avg90,1093,0.5673476605540918,0.596523330283623,-0.02917566972953123,0.02917566972953123,0.1583815786837003,0.4655162688536799
signed_velocity_dps_3m,"(0.0573, 0.128]",validation,v31_avg90_final60_exact,1093,0.567130328897779,0.596523330283623,-0.029393001385843998,0.029393001385843998,0.15835662153944768,0.46525584868124154
signed_velocity_dps_3m,"(0.128, 0.264]",validation,v28_live_surface,954,0.6931117287628081,0.6928721174004193,0.00023961136238881409,0.00023961136238881409,0.13284661350277302,0.40493586990787095
signed_velocity_dps_3m,"(0.128, 0.264]",validation,v28_avg90,954,0.6994633698471429,0.6928721174004193,0.006591252446723539,0.006591252446723539,0.1325961360793229,0.4036604683948617
signed_velocity_dps_3m,"(0.128, 0.264]",validation,v31_avg90_final60_exact,954,0.699146439727153,0.6928721174004193,0.006274322326733639,0.006274322326733639,0.1325409982957955,0.4032016599657639
signed_velocity_dps_3m,"(0.264, 3.349]",validation,v28_live_surface,662,0.7984512552766638,0.7764350453172205,0.02201620995944331,0.02201620995944331,0.09489471956415729,0.3068224425355136
signed_velocity_dps_3m,"(0.264, 3.349]",validation,v28_avg90,662,0.8036530762525925,0.7764350453172205,0.027218030935372006,0.027218030935372006,0.09519398985668806,0.3073587555298892
signed_velocity_dps_3m,"(0.264, 3.349]",validation,v31_avg90_final60_exact,662,0.803649680612229,0.7764350453172205,0.02721463529500845,0.02721463529500845,0.09519396156268273,0.30734742928913167
signed_velocity_dps_3m,"(-0.0573, 0.0]",holdout,v28_live_surface,433,0.48315687619550224,0.48729792147806006,-0.00414104528255782,0.00414104528255782,0.1664772980996429,0.4929724769524354
signed_velocity_dps_3m,"(-0.0573, 0.0]",holdout,v28_avg90,433,0.48191968759458337,0.48729792147806006,-0.005378233883476691,0.005378233883476691,0.16496034803503923,0.48810273417596195
signed_velocity_dps_3m,"(-0.0573, 0.0]",holdout,v31_avg90_final60_exact,433,0.4818234934831654,0.48729792147806006,-0.005474427994894671,0.005474427994894671,0.16476181353881533,0.4862696610031223
signed_velocity_dps_3m,"(-0.128, -0.0573]",holdout,v28_live_surface,567,0.4899843540769936,0.5079365079365079,-0.01795215385951432,0.01795215385951432,0.15944968749362123,0.4710250129492938
signed_velocity_dps_3m,"(-0.128, -0.0573]",holdout,v28_avg90,567,0.48936564945707595,0.5079365079365079,-0.018570858479431962,0.018570858479431962,0.156690700617524,0.460327692195601
signed_velocity_dps_3m,"(-0.128, -0.0573]",holdout,v31_avg90_final60_exact,567,0.4903017036029028,0.5079365079365079,-0.017634804333605092,0.017634804333605092,0.15628984885401706,0.4578598739802251
signed_velocity_dps_3m,"(-0.264, -0.128]",holdout,v28_live_surface,888,0.4020007998026366,0.42004504504504503,-0.01804424524240844,0.01804424524240844,0.1636250343954846,0.48177677751715603
signed_velocity_dps_3m,"(-0.264, -0.128]",holdout,v28_avg90,888,0.3969936003472034,0.42004504504504503,-0.02305144469784165,0.02305144469784165,0.1619370841209112,0.47581482989613266
signed_velocity_dps_3m,"(-0.264, -0.128]",holdout,v31_avg90_final60_exact,888,0.39642065641513663,0.42004504504504503,-0.0236243886299084,0.0236243886299084,0.16124808269947855,0.47330714842377847
signed_velocity_dps_3m,"(-3.35, -0.264]",holdout,v28_live_surface,1918,0.281573912589785,0.278415015641293,0.0031588969484919738,0.0031588969484919738,0.13467425392805732,0.40721616090712465
signed_velocity_dps_3m,"(-3.35, -0.264]",holdout,v28_avg90,1918,0.2740937044527477,0.278415015641293,-0.004321311188545285,0.004321311188545285,0.1344857775510141,0.40739468670676854
signed_velocity_dps_3m,"(-3.35, -0.264]",holdout,v31_avg90_final60_exact,1918,0.27378275575033684,0.278415015641293,-0.00463225989095617,0.00463225989095617,0.13423499648499673,0.4064110924963381
signed_velocity_dps_3m,"(0.0, 0.0573]",holdout,v28_live_surface,431,0.5169212821516184,0.5127610208816705,0.00416026126994784,0.00416026126994784,0.16624858825045566,0.49236185052980463
signed_velocity_dps_3m,"(0.0, 0.0573]",holdout,v28_avg90,431,0.5181642117669266,0.5127610208816705,0.005403190885256093,0.005403190885256093,0.1647273576377649,0.48747505612238734
signed_velocity_dps_3m,"(0.0, 0.0573]",holdout,v31_avg90_final60_exact,431,0.5182608522547316,0.5127610208816705,0.005499831373061093,0.005499831373061093,0.16452790186777655,0.4856334768095345
signed_velocity_dps_3m,"(0.0573, 0.128]",holdout,v28_live_surface,567,0.5100156459230064,0.49206349206349204,0.017952153859514375,0.017952153859514375,0.15944968749362123,0.4710250129492938
signed_velocity_dps_3m,"(0.0573, 0.128]",holdout,v28_avg90,567,0.510634350542924,0.49206349206349204,0.018570858479432018,0.018570858479432018,0.156690700617524,0.460327692195601
signed_velocity_dps_3m,"(0.0573, 0.128]",holdout,v31_avg90_final60_exact,567,0.5096982963970972,0.49206349206349204,0.017634804333605147,0.017634804333605147,0.15628984885401706,0.4578598739802251
signed_velocity_dps_3m,"(0.128, 0.264]",holdout,v28_live_surface,892,0.5975779977420728,0.5818385650224215,0.01573943271965128,0.01573943271965128,0.16399419416050334,0.4826882819087486
signed_velocity_dps_3m,"(0.128, 0.264]",holdout,v28_avg90,892,0.6025619751662995,0.5818385650224215,0.02072341014387802,0.02072341014387802,0.16231457533445298,0.47675459391608255
signed_velocity_dps_3m,"(0.128, 0.264]",holdout,v31_avg90_final60_exact,892,0.6031323498430654,0.5818385650224215,0.021293784820643924,0.021293784820643924,0.16162866360549305,0.47425815765212453
signed_velocity_dps_3m,"(0.264, 3.349]",holdout,v28_live_surface,1914,0.7188740603145883,0.7210031347962382,-0.002129074481649895,0.002129074481649895,0.1344417076207081,0.40663554210684216
signed_velocity_dps_3m,"(0.264, 3.349]",holdout,v28_avg90,1914,0.726370259092463,0.7210031347962382,0.005367124296224768,0.005367124296224768,0.13425248215458838,0.4068137305528748
signed_velocity_dps_3m,"(0.264, 3.349]",holdout,v31_avg90_final60_exact,1914,0.7266818576354224,0.7210031347962382,0.005678722839184136,0.005678722839184136,0.13400117699020941,0.4058280807641571
signed_velocity_dps_5m,"(-0.0449, 0.0]",all,v28_live_surface,4762,0.46102467178154655,0.45527089458210834,0.005753777199438204,0.005753777199438204,0.1770377546547611,0.5131076683578347
signed_velocity_dps_5m,"(-0.0449, 0.0]",all,v28_avg90,4762,0.4586066894813694,0.45527089458210834,0.0033357948992610575,0.0033357948992610575,0.17563698019316326,0.5075538258976563
signed_velocity_dps_5m,"(-0.0449, 0.0]",all,v31_avg90_final60_exact,4762,0.4583260103531871,0.45527089458210834,0.0030551157710787535,0.0030551157710787535,0.17545437364282793,0.5071842428157488
signed_velocity_dps_5m,"(-0.101, -0.0449]",all,v28_live_surface,4750,0.38390668320084353,0.36105263157894735,0.022854051621896188,0.022854051621896188,0.1648130651994253,0.49394541541647613
signed_velocity_dps_5m,"(-0.101, -0.0449]",all,v28_avg90,4750,0.3775977550937102,0.36105263157894735,0.01654512351476284,0.01654512351476284,0.1632551256568979,0.4915060951484031
signed_velocity_dps_5m,"(-0.101, -0.0449]",all,v31_avg90_final60_exact,4750,0.37693335826795765,0.36105263157894735,0.015880726689010305,0.015880726689010305,0.16337492564811945,0.49703469189143573
signed_velocity_dps_5m,"(-0.206, -0.101]",all,v28_live_surface,4758,0.30512247205914866,0.2858343841950399,0.01928808786410874,0.01928808786410874,0.1390168877516233,0.42113266468801636
signed_velocity_dps_5m,"(-0.206, -0.101]",all,v28_avg90,4758,0.2966920292136457,0.2858343841950399,0.010857645018605755,0.010857645018605755,0.1380398725459246,0.4165179280822678
signed_velocity_dps_5m,"(-0.206, -0.101]",all,v31_avg90_final60_exact,4758,0.296921567989959,0.2858343841950399,0.011087183794919075,0.011087183794919075,0.13841851341431557,0.42246881104770573
signed_velocity_dps_5m,"(-2.963, -0.206]",all,v28_live_surface,4759,0.19488095317737317,0.20466484555578904,-0.00978389237841587,0.00978389237841587,0.10791175539102126,0.3364680221979904
signed_velocity_dps_5m,"(-2.963, -0.206]",all,v28_avg90,4759,0.1867418860668847,0.20466484555578904,-0.01792295948890435,0.01792295948890435,0.1081556450189772,0.3367446004700933
signed_velocity_dps_5m,"(-2.963, -0.206]",all,v31_avg90_final60_exact,4759,0.18673442317863587,0.20466484555578904,-0.01793042237715317,0.01793042237715317,0.10820101832916634,0.3366799551813458
signed_velocity_dps_5m,"(0.0, 0.0449]",all,v28_live_surface,4750,0.5391200690195386,0.5452631578947369,-0.0061430888751983215,0.0061430888751983215,0.177188205060351,0.5134368656570379
signed_velocity_dps_5m,"(0.0, 0.0449]",all,v28_avg90,4750,0.5415471088924917,0.5452631578947369,-0.003716049002245203,0.003716049002245203,0.1757991748626398,0.5079358990615044
signed_velocity_dps_5m,"(0.0, 0.0449]",all,v31_avg90_final60_exact,4750,0.5418284971047873,0.5452631578947369,-0.003434660789949584,0.003434660789949584,0.17561610699049307,0.5075653822960214
signed_velocity_dps_5m,"(0.0449, 0.101]",all,v28_live_surface,4758,0.6161378732451845,0.6395544346364018,-0.023416561391217283,0.023416561391217283,0.16474649910223613,0.4938526581805222
signed_velocity_dps_5m,"(0.0449, 0.101]",all,v28_avg90,4758,0.6224764226104218,0.6395544346364018,-0.017078012025980027,0.017078012025980027,0.16316159772328415,0.49135387292539984
signed_velocity_dps_5m,"(0.0449, 0.101]",all,v31_avg90_final60_exact,4758,0.6231397023334829,0.6395544346364018,-0.0164147323029189,0.0164147323029189,0.16328119628534854,0.4968731740034642
signed_velocity_dps_5m,"(0.101, 0.206]",all,v28_live_surface,4750,0.6951816537898439,0.7136842105263158,-0.018502556736471942,0.018502556736471942,0.1389032967972675,0.42078295426870366
signed_velocity_dps_5m,"(0.101, 0.206]",all,v28_avg90,4750,0.7036045305251346,0.7136842105263158,-0.010079680001181202,0.010079680001181202,0.13794933836599133,0.4162033555360048
signed_velocity_dps_5m,"(0.101, 0.206]",all,v31_avg90_final60_exact,4750,0.7033746051571982,0.7136842105263158,-0.010309605369117625,0.010309605369117625,0.13832861694531856,0.4221642610411678
signed_velocity_dps_5m,"(0.206, 2.962]",all,v28_live_surface,4755,0.8051136499050607,0.7951629863301788,0.009950663574881946,0.009950663574881946,0.10797259386699021,0.3365753500892977
signed_velocity_dps_5m,"(0.206, 2.962]",all,v28_avg90,4755,0.8132381054026605,0.7951629863301788,0.018075119072481716,0.018075119072481716,0.10822422439147154,0.33687819468194563
signed_velocity_dps_5m,"(0.206, 2.962]",all,v31_avg90_final60_exact,4755,0.8132455745688385,0.7951629863301788,0.018082588238659714,0.018082588238659714,0.10826963587058622,0.33681349501230334
signed_velocity_dps_5m,"(-0.0449, 0.0]",validation,v28_live_surface,1040,0.464661948924067,0.4576923076923077,0.006969641231759305,0.006969641231759305,0.16169989355180148,0.46646711909935085
signed_velocity_dps_5m,"(-0.0449, 0.0]",validation,v28_avg90,1040,0.4628458543843847,0.4576923076923077,0.005153546692077016,0.005153546692077016,0.1607532154580432,0.4609430424278282
signed_velocity_dps_5m,"(-0.0449, 0.0]",validation,v31_avg90_final60_exact,1040,0.4624991024734648,0.4576923076923077,0.004806794781157142,0.004806794781157142,0.1603305830815657,0.45935970933841386
