dataset,split,feature,bucket,rows,brier_delta,logloss_delta,candidate_brier,candidate_logloss,candidate_side_accuracy,mean_p_yes,yes_rate
all_heartbeats,holdout,seconds_to_close,"(120.0, 180.0]",263,-7.225166668967109e-05,-0.00043766867420669264,0.06831551985104979,0.2176959753597581,0.9239543726235742,0.45790650986943066,0.4372623574144487
all_heartbeats,holdout,seconds_to_close,"(180.0, 300.0]",527,-0.00013431376330599876,0.001016903122397883,0.09795542712683886,0.3300855274871533,0.8652751423149905,0.45179000599252206,0.43833017077798864
all_heartbeats,holdout,seconds_to_close,"(300.0, 600.0]",1300,5.491236466045879e-05,0.0003598288069794342,0.15757239335833206,0.4796494534249513,0.7646153846153846,0.4642705606265175,0.4307692307692308
all_heartbeats,holdout,seconds_to_close,"(60.0, 90.0]",132,1.4140724713375408e-05,-0.00027625557698071623,0.053919822408644194,0.17341919194206584,0.9242424242424242,0.47493901242705305,0.4393939393939394
all_heartbeats,holdout,seconds_to_close,"(600.0, 900.0]",1189,-0.00033989020801708514,-0.0009735993373175544,0.225445146400059,0.6381683112679389,0.607232968881413,0.503620383133867,0.4272497897392767
all_heartbeats,holdout,seconds_to_close,"(90.0, 120.0]",131,-6.079683351972731e-05,-0.0007685366053782616,0.0543393735184477,0.17459583822585897,0.9236641221374046,0.4714408475021606,0.4351145038167939
all_heartbeats,all,abs_v32_d_sigma,"(-0.001, 0.25]",5297,-0.0002758846788689928,-0.000561656402859545,0.24401588342940253,0.6810890024293593,0.5646592410798565,0.49432649857149646,0.4744194827260714
all_heartbeats,all,abs_v32_d_sigma,"(0.25, 0.5]",3187,-0.00013002376797041637,-0.0003172799777325652,0.21468665969414322,0.6207134877323794,0.6887354879196737,0.4918582784887626,0.48823344838406024
all_heartbeats,all,abs_v32_d_sigma,"(0.5, 0.75]",2024,8.6701253088739e-05,0.00011803066363791359,0.18722991727414243,0.5613303629597755,0.7495059288537549,0.4785580141222769,0.4782608695652174
all_heartbeats,all,abs_v32_d_sigma,"(0.75, 1.0]",1480,-0.0004766010090846151,-0.0016231157900915005,0.11160626460849747,0.38072199837701703,0.8702702702702703,0.4802689567076806,0.4445945945945946
all_heartbeats,all,abs_v32_d_sigma,"(1.0, 1.5]",1898,-0.0002855097139462942,-0.0017040667158322864,0.07167369080631852,0.2711775967940003,0.9214963119072708,0.4973400536501498,0.5021074815595363
all_heartbeats,all,abs_v32_d_sigma,"(1.5, 2.0]",1131,1.4532725889110365e-05,0.00041401776010518976,0.07025193427486974,0.28271381167768844,0.9257294429708223,0.5132274249978415,0.4880636604774536
all_heartbeats,all,abs_v32_d_sigma,"(2.0, inf]",4004,6.653601944845225e-06,0.0010191583640624252,0.01109828722707589,0.06738794490689831,0.9887612387612388,0.5624718872389397,0.5571928071928072
all_heartbeats,validation,abs_v32_d_sigma,"(-0.001, 0.25]",876,-0.0012508157721000668,-0.0026106374470534766,0.24462305669676385,0.6822249272643766,0.5502283105022832,0.49751908253435173,0.4908675799086758
all_heartbeats,validation,abs_v32_d_sigma,"(0.25, 0.5]",588,-0.0006371314639640746,-0.0015487314375667305,0.22225988331702898,0.6359936123074499,0.6581632653061225,0.4864263121198638,0.5459183673469388
all_heartbeats,validation,abs_v32_d_sigma,"(0.5, 0.75]",403,-0.00010842252333370661,-0.00045333630087096566,0.2084519662966264,0.60811774648216,0.707196029776675,0.45486701278018515,0.4466501240694789
all_heartbeats,validation,abs_v32_d_sigma,"(0.75, 1.0]",255,-0.0025987984742472103,-0.0083911150011311,0.13134699409759018,0.4248452091983608,0.8352941176470589,0.5276741530975153,0.4745098039215686
all_heartbeats,validation,abs_v32_d_sigma,"(1.0, 1.5]",420,-0.000559919852423818,-0.00394051475359547,0.06582543824292839,0.2539439386919299,0.9285714285714286,0.49962890621923944,0.5071428571428571
all_heartbeats,validation,abs_v32_d_sigma,"(1.5, 2.0]",294,-4.7435365697914844e-05,-0.0005556807181469336,0.06441847249803215,0.25992604081486104,0.9319727891156463,0.49234704609309715,0.4523809523809524
all_heartbeats,validation,abs_v32_d_sigma,"(2.0, inf]",982,-8.061314168373787e-06,-0.0004710944311307197,0.007960024172977875,0.03863394351626338,0.9918533604887984,0.6016721063545513,0.5936863543788188
all_heartbeats,holdout,abs_v32_d_sigma,"(-0.001, 0.25]",1051,-2.4500410407024553e-05,-6.528712057918273e-05,0.24656531269287935,0.6862180533992471,0.5404376784015223,0.49234997243608597,0.3967649857278782
all_heartbeats,holdout,abs_v32_d_sigma,"(0.25, 0.5]",624,-0.0009773655615033239,-0.0021419284714860876,0.22221351308532325,0.6361483747193171,0.6586538461538461,0.4848942629417755,0.38782051282051283
all_heartbeats,holdout,abs_v32_d_sigma,"(0.5, 0.75]",397,0.0009384681874497758,0.0020980475928352726,0.17977275934276085,0.5459334249030645,0.7707808564231738,0.4735919021100697,0.45591939546599497
all_heartbeats,holdout,abs_v32_d_sigma,"(0.75, 1.0]",309,-0.00022386758296996656,-0.0009646956900796755,0.12008874153591668,0.4037967648446919,0.86084142394822,0.4377567941255637,0.36893203883495146
all_heartbeats,holdout,abs_v32_d_sigma,"(1.0, 1.5]",308,-0.00046144599179036294,-0.002387033769464808,0.09249410285886434,0.3313702102579586,0.8961038961038961,0.39777518439254356,0.41883116883116883
all_heartbeats,holdout,abs_v32_d_sigma,"(1.5, 2.0]",191,0.0001788488550065609,0.002784090267326178,0.09807384711556151,0.3778550967484043,0.8952879581151832,0.39569399806886013,0.4816753926701571
all_heartbeats,holdout,abs_v32_d_sigma,"(2.0, inf]",925,8.11301638886739e-06,0.0006766694122709235,0.006427075873897313,0.03681666259855091,0.9935135135135135,0.502670645811585,0.5081081081081081
all_heartbeats,all,v33_antipersist3_anti_persistence_shift_dollars,"(-0.529, -1.11e-05]",2378,-6.049408478821239e-05,0.000358692376265235,0.07080555016363549,0.23486458280660158,0.8944491169049622,0.5755810943268803,0.5559293523969723
all_heartbeats,all,v33_antipersist3_anti_persistence_shift_dollars,"(-1.11e-05, 0.431]",2377,-8.355474521277301e-05,0.0003241288892452121,0.05662898003063007,0.20216109200491406,0.9234328986116954,0.4187393553901924,0.4030290281867901
all_heartbeats,all,v33_antipersist3_anti_persistence_shift_dollars,"(-22.816, -5.332]",2378,0.00018239631724820127,0.0008634959905390316,0.1903038213499845,0.56202290848585,0.7001682085786375,0.6449946382546181,0.6450798990748529
all_heartbeats,all,v33_antipersist3_anti_persistence_shift_dollars,"(-5.332, -0.529]",2377,-7.912645660718143e-05,-0.00019068690541423905,0.14062298574578488,0.4253967366080894,0.7824989482541018,0.6268164725754872,0.6293647454774927
all_heartbeats,all,v33_antipersist3_anti_persistence_shift_dollars,"(-920.275, -22.816]",2378,-0.00030311217982914584,-0.0014536673668262834,0.18224491708858526,0.5399260392860835,0.719932716568545,0.7020967854775869,0.6888141295206055
all_heartbeats,all,v33_antipersist3_anti_persistence_shift_dollars,"(0.431, 4.79]",2378,2.2094676141892755e-05,0.0005062018685013103,0.14317878318635197,0.4393408609247233,0.7922624053826746,0.3855243671170728,0.36963835155592933
all_heartbeats,all,v33_antipersist3_anti_persistence_shift_dollars,"(21.671, 520.961]",2378,-0.0009701611880727767,-0.0026479717743798092,0.20151434303691954,0.5889591095816594,0.6799831791421362,0.32782261813740377,0.3334735071488646
all_heartbeats,all,v33_antipersist3_anti_persistence_shift_dollars,"(4.79, 21.671]",2377,7.053415454566503e-05,0.00020675527609903543,0.18425478036229712,0.5359126674112895,0.7092974337400084,0.37366755028983867,0.34118636937315944
all_heartbeats,validation,v33_antipersist3_anti_persistence_shift_dollars,"(-0.529, -1.11e-05]",516,-2.918796058604123e-05,-0.0004398945992855896,0.05686888226709332,0.17320821762446403,0.8895348837209303,0.586038743465659,0.5872093023255814
all_heartbeats,validation,v33_antipersist3_anti_persistence_shift_dollars,"(-1.11e-05, 0.431]",532,-4.5041112518712234e-05,-0.0005952754367333363,0.034867447735654575,0.11337024704242948,0.9417293233082706,0.3957778281843758,0.39097744360902253
all_heartbeats,validation,v33_antipersist3_anti_persistence_shift_dollars,"(-22.816, -5.332]",505,0.0007813181679975079,0.001910069011543447,0.17367157830073518,0.5115039810894912,0.7148514851485148,0.6694060947907076,0.7267326732673267
all_heartbeats,validation,v33_antipersist3_anti_persistence_shift_dollars,"(-5.332, -0.529]",453,-3.576036997691989e-05,0.00022677515944202753,0.1141828116310006,0.36765299023552167,0.8211920529801324,0.6388200954687931,0.6622516556291391
all_heartbeats,validation,v33_antipersist3_anti_persistence_shift_dollars,"(-920.275, -22.816]",418,-0.004546037722905183,-0.013068541641314546,0.1826182311758044,0.5615809473343021,0.7703349282296651,0.7245495600830307,0.6866028708133971
all_heartbeats,validation,v33_antipersist3_anti_persistence_shift_dollars,"(0.431, 4.79]",498,0.0002342187226838932,0.0005802685427552245,0.12762581131544493,0.3894660973295922,0.8092369477911646,0.4423176069586742,0.3514056224899598
all_heartbeats,validation,v33_antipersist3_anti_persistence_shift_dollars,"(21.671, 520.961]",429,-0.002839544348654688,-0.008622592042213939,0.21323631078784108,0.6249572081283113,0.662004662004662,0.30972151879585497,0.3939393939393939
all_heartbeats,validation,v33_antipersist3_anti_persistence_shift_dollars,"(4.79, 21.671]",467,0.0004896352271525628,0.0011737139249268225,0.21025151077742021,0.5881524235349384,0.6488222698072805,0.40419291292909304,0.3683083511777302
all_heartbeats,holdout,v33_antipersist3_anti_persistence_shift_dollars,"(-0.529, -1.11e-05]",399,-0.00010047473756404773,-0.0005915527315022706,0.06184279252002473,0.19513381080178335,0.9047619047619048,0.4937869595876933,0.43859649122807015
all_heartbeats,holdout,v33_antipersist3_anti_persistence_shift_dollars,"(-1.11e-05, 0.431]",366,-7.284097758686325e-05,-0.0005152531364848167,0.04828292379442284,0.1512290544934657,0.9344262295081968,0.38404892396652374,0.3633879781420765
all_heartbeats,holdout,v33_antipersist3_anti_persistence_shift_dollars,"(-22.816, -5.332]",378,-0.0001353562130687047,-0.00016195823052278513,0.1815953157323764,0.5235413421345868,0.6957671957671958,0.6169395123875093,0.5687830687830688
all_heartbeats,holdout,v33_antipersist3_anti_persistence_shift_dollars,"(-5.332, -0.529]",390,-4.47702605710365e-06,8.227916358560794e-05,0.13245045996934035,0.39820934533627966,0.7974358974358975,0.6322270546938821,0.6153846153846154
all_heartbeats,holdout,v33_antipersist3_anti_persistence_shift_dollars,"(-920.275, -22.816]",713,-0.00030988659425643106,-0.0009227540897797093,0.19337890888075088,0.5487506689890866,0.6605890603085554,0.6732954261870893,0.6002805049088359
all_heartbeats,holdout,v33_antipersist3_anti_persistence_shift_dollars,"(0.431, 4.79]",350,-0.00014241182799792917,0.0024043551611840352,0.12921520237035658,0.43671564720189265,0.8314285714285714,0.31574510632407493,0.3142857142857143
all_heartbeats,holdout,v33_antipersist3_anti_persistence_shift_dollars,"(21.671, 520.961]",714,-4.34501058190484e-05,-0.00024102393417713142,0.20107257552129287,0.5893483284880543,0.6638655462184874,0.3202746242333123,0.29551820728291317
all_heartbeats,holdout,v33_antipersist3_anti_persistence_shift_dollars,"(4.79, 21.671]",495,-2.2653302213099247e-05,-1.1390269974320688e-05,0.14167289135183175,0.43768764565686913,0.8161616161616162,0.34298633450611543,0.2686868686868687
all_heartbeats,all,signed_velocity_dps_3m,"(-0.0533, 0.000278]",2379,2.09158257958586e-05,6.2094619137254e-05,0.16088889467221087,0.46882448985300856,0.7456914670029424,0.4567636665388359,0.4485077763766288
all_heartbeats,all,signed_velocity_dps_3m,"(-0.122, -0.0533]",2378,6.638450927201611e-05,0.00034967105432220924,0.16005115808373266,0.4772887179700343,0.7594617325483599,0.4216369253392101,0.3814129520605551
all_heartbeats,all,signed_velocity_dps_3m,"(-0.257, -0.122]",2375,-0.00042973864032391784,-0.0005475374658841514,0.14666508005698778,0.45233652446794786,0.775578947368421,0.3417063028104319,0.3410526315789474
all_heartbeats,all,signed_velocity_dps_3m,"(-3.35, -0.257]",2382,-0.0006128025571081469,-0.0015080625576390783,0.12168027954241048,0.37727152536218006,0.81696053736356,0.28115560557355845,0.27329974811083124
all_heartbeats,all,signed_velocity_dps_3m,"(0.000278, 0.0593]",2376,-3.435065451934394e-05,-0.00013643147720432403,0.16180451250927472,0.47161624224040427,0.7327441077441077,0.5153256378999935,0.5075757575757576
all_heartbeats,all,signed_velocity_dps_3m,"(0.0593, 0.134]",2378,-7.446437451658072e-05,-0.00010793005592113492,0.154777686609734,0.46198745409386655,0.7598822539949538,0.5852575001621603,0.5664423885618166
all_heartbeats,all,signed_velocity_dps_3m,"(0.134, 0.273]",2377,-1.2904780933353788e-05,0.0007249214560454131,0.1511338648614958,0.4674063272126226,0.7740849810685738,0.6757020985927221,0.6739587715607909
all_heartbeats,all,signed_velocity_dps_3m,"(0.273, 2.981]",2376,-0.00014409974763730793,-0.0008686409183140675,0.11259928679177968,0.35199159332059,0.8375420875420876,0.7782364969691037,0.7748316498316499
all_heartbeats,validation,signed_velocity_dps_3m,"(-0.0533, 0.000278]",530,0.0003001321834724957,0.0004266589028906198,0.14575171691914846,0.4203911672980741,0.7283018867924528,0.4436653008061133,0.4018867924528302
all_heartbeats,validation,signed_velocity_dps_3m,"(-0.122, -0.0533]",642,-1.6398139088547037e-05,0.00010332484774028261,0.15644640295174253,0.4550685352645493,0.7679127725856698,0.4368504070214001,0.3956386292834891
all_heartbeats,validation,signed_velocity_dps_3m,"(-0.257, -0.122]",453,-0.0011086263462901647,-0.0027790402334189612,0.14341082227375865,0.4253680489388769,0.7792494481236203,0.3333772616559382,0.36423841059602646
all_heartbeats,validation,signed_velocity_dps_3m,"(-3.35, -0.257]",297,-0.0018220127057105434,-0.007435546036216101,0.10377212131413197,0.31696637575125247,0.8484848484848485,0.2874987257441393,0.31986531986531985
all_heartbeats,validation,signed_velocity_dps_3m,"(0.000278, 0.0593]",560,7.679504283300553e-05,-0.0002279600436219109,0.13576240791250957,0.39924816971738475,0.7607142857142857,0.5056658562002612,0.5214285714285715
all_heartbeats,validation,signed_velocity_dps_3m,"(0.0593, 0.134]",462,0.0002370891625583238,0.000934966086662492,0.16171123773281668,0.48203350679062634,0.7402597402597403,0.5723823143527618,0.5995670995670995
all_heartbeats,validation,signed_velocity_dps_3m,"(0.134, 0.273]",493,-0.0003740768054122656,-0.0009930489408956356,0.1288601354440446,0.4002725633804576,0.8296146044624746,0.734506448385636,0.7403651115618661
all_heartbeats,validation,signed_velocity_dps_3m,"(0.273, 2.981]",381,-0.003955595397779094,-0.011655977308392906,0.07648998284399446,0.264064609660351,0.9028871391076115,0.8488637901630036,0.8398950131233596
all_heartbeats,holdout,signed_velocity_dps_3m,"(-0.0533, 0.000278]",234,5.7689112562930855e-05,0.001084634572041221,0.16393268317717574,0.49298928085473015,0.7991452991452992,0.45521589997945083,0.42735042735042733
all_heartbeats,holdout,signed_velocity_dps_3m,"(-0.122, -0.0533]",246,6.344625567802908e-05,-7.307437790182725e-05,0.1785129652798112,0.5196797083745954,0.7276422764227642,0.44047565023105606,0.34552845528455284
all_heartbeats,holdout,signed_velocity_dps_3m,"(-0.257, -0.122]",453,0.0004653801958115211,0.0011009610791229418,0.1445006455534419,0.43353957262303694,0.7615894039735099,0.3636772349442017,0.3090507726269316
all_heartbeats,holdout,signed_velocity_dps_3m,"(-3.35, -0.257]",988,-0.0003630410533926598,-0.0002650324890980382,0.13042265170677908,0.4109975207315337,0.805668016194332,0.2691426686174951,0.2611336032388664
all_heartbeats,holdout,signed_velocity_dps_3m,"(0.000278, 0.0593]",199,-7.977513021195648e-05,-0.000450729615717127,0.1666715051309423,0.48011349975862483,0.7386934673366834,0.4738447523562438,0.4371859296482412
all_heartbeats,holdout,signed_velocity_dps_3m,"(0.0593, 0.134]",316,-0.0006984241724307394,-0.0019932308149220312,0.13868787054322543,0.40937922419835987,0.7151898734177216,0.47995578564714003,0.3512658227848101
all_heartbeats,holdout,signed_velocity_dps_3m,"(0.134, 0.273]",463,-0.0007335853435710415,-0.0012936398538190286,0.1777808706490862,0.5116385806108931,0.6803455723542117,0.5753304494254552,0.4794816414686825
all_heartbeats,holdout,signed_velocity_dps_3m,"(0.273, 2.981]",906,0.00028951176141828183,0.0004392138669462864,0.1363659676540247,0.3979178036759438,0.7969094922737306,0.7157879986589941,0.7086092715231788
minute_bucket,all,seconds_to_close,"(-0.001, 60.0]",330,2.6017817043061386e-05,0.00027603294796238464,0.021091560702017884,0.06835296363145885,0.9727272727272728,0.5102402490121115,0.49393939393939396
minute_bucket,all,seconds_to_close,"(120.0, 180.0]",326,-0.00011320050467756443,-0.0005760414114333867,0.06145503618843655,0.20597254757020927,0.9263803680981595,0.502674109480761,0.49693251533742333
minute_bucket,all,seconds_to_close,"(180.0, 300.0]",656,-0.00013173523803861054,-0.0002013769604222171,0.09191253676600664,0.3025573206801466,0.8780487804878049,0.5031793495707302,0.4969512195121951
minute_bucket,all,seconds_to_close,"(300.0, 600.0]",1629,0.00010696793144215899,0.00031576836746871617,0.16062778224906576,0.4866015726662532,0.7624309392265194,0.5106738221586444,0.4960098219766728
minute_bucket,all,seconds_to_close,"(60.0, 90.0]",2,5.098592011812397e-05,4.701680642815731e-05,0.15381067645441893,0.4045310743456622,0.5,0.27741726358618146,0.0
minute_bucket,all,seconds_to_close,"(600.0, 900.0]",1627,-0.0006178198249086608,-0.0018008972679448565,0.22625937522344777,0.6449274503001944,0.617701290719115,0.5033748144463801,0.4972341733251383
minute_bucket,all,seconds_to_close,"(90.0, 120.0]",328,-0.0001186186554882826,-0.0005023419368170856,0.04005391236025999,0.14386649630888654,0.9451219512195121,0.5127944603569805,0.4969512195121951
minute_bucket,validation,seconds_to_close,"(-0.001, 60.0]",66,-3.347868345089655e-05,-0.0001912321930569623,0.001427414205024384,0.008519967707670172,1.0,0.5217868880852663,0.5151515151515151
minute_bucket,validation,seconds_to_close,"(120.0, 180.0]",65,-1.9570247273413555e-05,-0.0006018809501609212,0.040705623510414124,0.12943275439109467,0.9384615384615385,0.532729976414867,0.5230769230769231
minute_bucket,validation,seconds_to_close,"(180.0, 300.0]",132,-7.36473641768931e-05,-0.000181867194265245,0.057762326820970586,0.21120677939983387,0.9318181818181818,0.5362923389741512,0.5151515151515151
minute_bucket,validation,seconds_to_close,"(300.0, 600.0]",326,0.0005158565897944722,0.0009177315649581685,0.14426575873769124,0.4371307036052768,0.7852760736196319,0.5261052501548243,0.5184049079754601
minute_bucket,validation,seconds_to_close,"(600.0, 900.0]",327,-0.0030741564837860613,-0.008382385402172843,0.23515855927543736,0.6746797456170291,0.599388379204893,0.5027497783818933,0.5198776758409785
minute_bucket,validation,seconds_to_close,"(90.0, 120.0]",66,1.3653646851810586e-06,-0.00048044260101685887,0.028840916772404038,0.08961519855914113,0.9393939393939394,0.5161806993726143,0.5151515151515151
minute_bucket,holdout,seconds_to_close,"(-0.001, 60.0]",66,-9.533851768306172e-05,-0.00047615892682244254,0.01227216175435638,0.04312035751467025,0.9848484848484849,0.46327298034107733,0.4393939393939394
minute_bucket,holdout,seconds_to_close,"(120.0, 180.0]",65,-0.00012962271059661912,-0.000775766086231755,0.0696326085440248,0.22123782645442924,0.9230769230769231,0.45458792651201047,0.4307692307692308
minute_bucket,holdout,seconds_to_close,"(180.0, 300.0]",132,-0.00016509251186651308,0.0006467433566700875,0.09900775818007164,0.3313791116152582,0.8636363636363636,0.45350936287775245,0.4393939393939394
minute_bucket,holdout,seconds_to_close,"(300.0, 600.0]",325,6.335498282697416e-05,0.00029915989844980784,0.15788410799073668,0.4796242674510379,0.7661538461538462,0.46543843498468207,0.4307692307692308
minute_bucket,holdout,seconds_to_close,"(600.0, 900.0]",324,-0.00033451816918841915,-0.000958841794841625,0.22821137294919716,0.644524460782356,0.5987654320987654,0.5044368633317393,0.43209876543209874
minute_bucket,holdout,seconds_to_close,"(90.0, 120.0]",66,-1.509672789947597e-05,-0.0006014450749474709,0.053350104923005515,0.16744641862467577,0.9242424242424242,0.4738584722154789,0.4393939393939394
minute_bucket,all,abs_v32_d_sigma,"(-0.001, 0.25]",1478,-0.00034063221967647883,-0.0006981841763992191,0.24471624675084042,0.682495603670313,0.5581867388362652,0.4942488319167227,0.4783491204330176
minute_bucket,all,abs_v32_d_sigma,"(0.25, 0.5]",822,-0.0002530123377802451,-0.0005945026187200719,0.21426900568804128,0.6199072976098541,0.6909975669099757,0.49236786511978314,0.4878345498783455
minute_bucket,all,abs_v32_d_sigma,"(0.5, 0.75]",527,0.00015309180857914217,0.00020046028030573648,0.18284810566302998,0.5512247837321612,0.7571157495256167,0.47852991474582474,0.47058823529411764
minute_bucket,all,abs_v32_d_sigma,"(0.75, 1.0]",373,-0.0005207871815615245,-0.0017199277361231724,0.10520222353426381,0.3647307948902458,0.8793565683646113,0.47893814378424293,0.4450402144772118
minute_bucket,all,abs_v32_d_sigma,"(1.0, 1.5]",472,-0.0003471927519188567,-0.0020707835519554463,0.06445517257489673,0.24987406489461989,0.9300847457627118,0.5105412046963098,0.5169491525423728
minute_bucket,all,abs_v32_d_sigma,"(1.5, 2.0]",283,9.67925930664415e-06,0.0002681848374425644,0.06992209785883614,0.27843916590034784,0.9257950530035336,0.4845582775810668,0.4664310954063604
minute_bucket,all,abs_v32_d_sigma,"(2.0, inf]",943,1.7579039652227887e-06,0.00015784957724868098,0.007305657202054275,0.03878911597158217,0.9925768822905621,0.5703136792492342,0.5652173913043478
minute_bucket,validation,abs_v32_d_sigma,"(-0.001, 0.25]",251,-0.001762604336635637,-0.003685324982216298,0.2441384442350428,0.6811892175619715,0.545816733067729,0.4958573078384614,0.4900398406374502
minute_bucket,validation,abs_v32_d_sigma,"(0.25, 0.5]",148,-0.0009006648018964336,-0.002148597944272579,0.2198960685272309,0.6309333022250727,0.6621621621621622,0.4876724391729014,0.5472972972972973
minute_bucket,validation,abs_v32_d_sigma,"(0.5, 0.75]",105,-0.00028640970111373787,-0.0010279369801231564,0.20899110241496174,0.6089850285984185,0.7047619047619048,0.45758735830999764,0.45714285714285713
minute_bucket,validation,abs_v32_d_sigma,"(0.75, 1.0]",65,-0.0026728881193325144,-0.008454114699570747,0.11235335279996463,0.37680342844073483,0.8615384615384616,0.5089399850418026,0.4461538461538462
minute_bucket,validation,abs_v32_d_sigma,"(1.0, 1.5]",109,-0.0005859559035114939,-0.004074511364220185,0.05951717037791482,0.23396819721306658,0.9357798165137615,0.5229188618525082,0.5321100917431193
minute_bucket,validation,abs_v32_d_sigma,"(1.5, 2.0]",66,-6.445079017829147e-05,-0.0009232047775563079,0.07107105670656841,0.27740461515409964,0.9242424242424242,0.45691994862009455,0.4090909090909091
minute_bucket,validation,abs_v32_d_sigma,"(2.0, inf]",238,-1.0702302199176728e-05,-0.0006042254010679426,0.008181622269705197,0.039036637801072895,0.9915966386554622,0.6088867126006997,0.6008403361344538
minute_bucket,holdout,abs_v32_d_sigma,"(-0.001, 0.25]",293,3.0792307945032293e-05,4.605983731797991e-05,0.24634798368576064,0.6857729253695716,0.5426621160409556,0.49245502241979805,0.3993174061433447
minute_bucket,holdout,abs_v32_d_sigma,"(0.25, 0.5]",163,-0.001467769832872251,-0.003197685039714404,0.2238707505529475,0.6398782115992951,0.656441717791411,0.4854562081199909,0.39263803680981596
minute_bucket,holdout,abs_v32_d_sigma,"(0.5, 0.75]",101,0.0016855981801839615,0.0038121412277853928,0.16393929172844282,0.5105121013630891,0.801980198019802,0.4795331887758292,0.46534653465346537
minute_bucket,holdout,abs_v32_d_sigma,"(0.75, 1.0]",78,-0.00034206251088889084,-0.001282881684053716,0.13804667623217978,0.4471609643693738,0.8333333333333334,0.4163725261225845,0.3333333333333333
minute_bucket,holdout,abs_v32_d_sigma,"(1.0, 1.5]",75,-0.0006424017753746541,-0.0033368825866746388,0.07345998361445757,0.2785639350842076,0.92,0.4018137215634675,0.44
minute_bucket,holdout,abs_v32_d_sigma,"(1.5, 2.0]",49,0.0001930012222834121,0.002808735307062604,0.09527074088731188,0.3643034748051936,0.8979591836734694,0.37507987893566275,0.46938775510204084
minute_bucket,holdout,abs_v32_d_sigma,"(2.0, inf]",219,3.787126956044523e-07,0.00039173282771587034,0.004588435265125899,0.028806677688569433,0.9954337899543378,0.516546238811848,0.5205479452054794
minute_bucket,all,v33_antipersist3_anti_persistence_shift_dollars,"(-0.00101, 0.677]",612,-9.867722465261436e-05,-0.000172482915786365,0.06132382851573609,0.20441252385075978,0.9183006535947712,0.4214627985395105,0.40032679738562094
minute_bucket,all,v33_antipersist3_anti_persistence_shift_dollars,"(-0.748, -0.00101]",612,-7.589948703105864e-05,-0.0004691964343580546,0.07426158481161235,0.23036502010625373,0.8839869281045751,0.5764797421092068,0.5604575163398693
