all_contract_accuracy,all_contract_retention,all_contract_wins,all_contracts,all_total_contracts,all_total_trades,all_trade_accuracy,all_trade_retention,all_trade_wins,all_trades,dataset,family,holdout_contract_accuracy,holdout_contract_retention,holdout_contract_wins,holdout_contracts,holdout_total_contracts,holdout_total_trades,holdout_trade_accuracy,holdout_trade_retention,holdout_trade_wins,holdout_trades,label,observed_pass,rule_id,target_pass,train_contract_accuracy,train_contract_retention,train_contract_wins,train_contracts,train_total_contracts,train_total_trades,train_trade_accuracy,train_trade_retention,train_trade_wins,train_trades,validation_contract_accuracy,validation_contract_retention,validation_contract_wins,validation_contracts,validation_total_contracts,validation_total_trades,validation_trade_accuracy,validation_trade_retention,validation_trade_wins,validation_trades
0.9473684210526315,0.15139442231075698,36,38,251,127,0.9473684210526315,0.14960629921259844,18,19,current_v28_live_fills,boundary_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=90; margin/v28_sigma>=1.25,False,physics_rule_00033,False,0.9375,0.21476510067114093,30,32,149,76,0.9375,0.21052631578947367,15,16,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9473684210526315,0.15139442231075698,36,38,251,127,0.9473684210526315,0.14960629921259844,18,19,current_v28_live_fills,boundary_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=92; margin/v28_sigma>=1.25,False,physics_rule_00073,False,0.9375,0.21476510067114093,30,32,149,76,0.9375,0.21052631578947367,15,16,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9473684210526315,0.15139442231075698,36,38,251,127,0.9473684210526315,0.14960629921259844,18,19,current_v28_live_fills,boundary_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=95; margin/v28_sigma>=1.25,False,physics_rule_00113,False,0.9375,0.21476510067114093,30,32,149,76,0.9375,0.21052631578947367,15,16,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9473684210526315,0.15139442231075698,36,38,251,127,0.9473684210526315,0.14960629921259844,18,19,current_v28_live_fills,boundary_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=100; margin/v28_sigma>=1.25,False,physics_rule_00153,False,0.9375,0.21476510067114093,30,32,149,76,0.9375,0.21052631578947367,15,16,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9411764705882353,0.13545816733067728,32,34,251,127,0.9411764705882353,0.13385826771653545,16,17,current_v28_live_fills,brownian_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=90; Phi(margin/v28_sigma)>=0.9,False,physics_rule_00044,False,0.9285714285714286,0.18791946308724833,26,28,149,76,0.9285714285714286,0.18421052631578946,13,14,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9411764705882353,0.13545816733067728,32,34,251,127,0.9411764705882353,0.13385826771653545,16,17,current_v28_live_fills,brownian_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=92; Phi(margin/v28_sigma)>=0.9,False,physics_rule_00084,False,0.9285714285714286,0.18791946308724833,26,28,149,76,0.9285714285714286,0.18421052631578946,13,14,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9411764705882353,0.13545816733067728,32,34,251,127,0.9411764705882353,0.13385826771653545,16,17,current_v28_live_fills,brownian_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=95; Phi(margin/v28_sigma)>=0.9,False,physics_rule_00124,False,0.9285714285714286,0.18791946308724833,26,28,149,76,0.9285714285714286,0.18421052631578946,13,14,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9411764705882353,0.13545816733067728,32,34,251,127,0.9411764705882353,0.13385826771653545,16,17,current_v28_live_fills,brownian_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=100; Phi(margin/v28_sigma)>=0.9,False,physics_rule_00164,False,0.9285714285714286,0.18791946308724833,26,28,149,76,0.9285714285714286,0.18421052631578946,13,14,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=90; min(v28_brownian, drift5/rv15)>=0.9",False,physics_rule_00506,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=90; min(v28_brownian, drift5/rv30)>=0.9",False,physics_rule_00515,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=90; min(v28_brownian, drift15/rv30)>=0.9",False,physics_rule_00625,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=92; min(v28_brownian, drift5/rv15)>=0.9",False,physics_rule_00726,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=92; min(v28_brownian, drift5/rv30)>=0.9",False,physics_rule_00735,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=92; min(v28_brownian, drift15/rv30)>=0.9",False,physics_rule_00845,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=95; min(v28_brownian, drift5/rv15)>=0.9",False,physics_rule_00946,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=95; min(v28_brownian, drift5/rv30)>=0.9",False,physics_rule_00955,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=95; min(v28_brownian, drift15/rv30)>=0.9",False,physics_rule_01065,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=100; min(v28_brownian, drift5/rv15)>=0.9",False,physics_rule_01166,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=100; min(v28_brownian, drift5/rv30)>=0.9",False,physics_rule_01175,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9375,0.12749003984063745,30,32,251,127,0.9375,0.12598425196850394,15,16,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=100; min(v28_brownian, drift15/rv30)>=0.9",False,physics_rule_01285,False,0.9230769230769231,0.174496644295302,24,26,149,76,0.9230769230769231,0.17105263157894737,12,13,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9333333333333333,0.11952191235059761,28,30,251,127,0.9333333333333333,0.11811023622047244,14,15,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=90; min(v28_brownian, drift10/rv30)>=0.9",False,physics_rule_00570,False,0.9166666666666666,0.1610738255033557,22,24,149,76,0.9166666666666666,0.15789473684210525,11,12,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9333333333333333,0.11952191235059761,28,30,251,127,0.9333333333333333,0.11811023622047244,14,15,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=92; min(v28_brownian, drift10/rv30)>=0.9",False,physics_rule_00790,False,0.9166666666666666,0.1610738255033557,22,24,149,76,0.9166666666666666,0.15789473684210525,11,12,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9333333333333333,0.11952191235059761,28,30,251,127,0.9333333333333333,0.11811023622047244,14,15,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=95; min(v28_brownian, drift10/rv30)>=0.9",False,physics_rule_01010,False,0.9166666666666666,0.1610738255033557,22,24,149,76,0.9166666666666666,0.15789473684210525,11,12,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9333333333333333,0.11952191235059761,28,30,251,127,0.9333333333333333,0.11811023622047244,14,15,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=100; min(v28_brownian, drift10/rv30)>=0.9",False,physics_rule_01230,False,0.9166666666666666,0.1610738255033557,22,24,149,76,0.9166666666666666,0.15789473684210525,11,12,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9285714285714286,0.11155378486055777,26,28,251,127,0.9285714285714286,0.11023622047244094,13,14,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=90; min(v28_brownian, drift10/rv15)>=0.9",False,physics_rule_00561,False,0.9090909090909091,0.1476510067114094,20,22,149,76,0.9090909090909091,0.14473684210526316,10,11,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9285714285714286,0.11155378486055777,26,28,251,127,0.9285714285714286,0.11023622047244094,13,14,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=90; min(v28_brownian, drift15/rv15)>=0.9",False,physics_rule_00616,False,0.9090909090909091,0.1476510067114094,20,22,149,76,0.9090909090909091,0.14473684210526316,10,11,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9285714285714286,0.11155378486055777,26,28,251,127,0.9285714285714286,0.11023622047244094,13,14,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=92; min(v28_brownian, drift10/rv15)>=0.9",False,physics_rule_00781,False,0.9090909090909091,0.1476510067114094,20,22,149,76,0.9090909090909091,0.14473684210526316,10,11,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9285714285714286,0.11155378486055777,26,28,251,127,0.9285714285714286,0.11023622047244094,13,14,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=92; min(v28_brownian, drift15/rv15)>=0.9",False,physics_rule_00836,False,0.9090909090909091,0.1476510067114094,20,22,149,76,0.9090909090909091,0.14473684210526316,10,11,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9285714285714286,0.11155378486055777,26,28,251,127,0.9285714285714286,0.11023622047244094,13,14,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=95; min(v28_brownian, drift10/rv15)>=0.9",False,physics_rule_01001,False,0.9090909090909091,0.1476510067114094,20,22,149,76,0.9090909090909091,0.14473684210526316,10,11,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9285714285714286,0.11155378486055777,26,28,251,127,0.9285714285714286,0.11023622047244094,13,14,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=95; min(v28_brownian, drift15/rv15)>=0.9",False,physics_rule_01056,False,0.9090909090909091,0.1476510067114094,20,22,149,76,0.9090909090909091,0.14473684210526316,10,11,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9285714285714286,0.11155378486055777,26,28,251,127,0.9285714285714286,0.11023622047244094,13,14,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=100; min(v28_brownian, drift10/rv15)>=0.9",False,physics_rule_01221,False,0.9090909090909091,0.1476510067114094,20,22,149,76,0.9090909090909091,0.14473684210526316,10,11,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9285714285714286,0.11155378486055777,26,28,251,127,0.9285714285714286,0.11023622047244094,13,14,current_v28_live_fills,conservative_drift_prob,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,"ask<=100; min(v28_brownian, drift15/rv15)>=0.9",False,physics_rule_01276,False,0.9090909090909091,0.1476510067114094,20,22,149,76,0.9090909090909091,0.14473684210526316,10,11,1.0,0.08,4,4,50,25,1.0,0.08,2,2
0.9166666666666666,0.09561752988047809,22,24,251,127,0.9166666666666666,0.09448818897637795,11,12,current_v28_live_fills,boundary_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=90; margin/v28_sigma>=1.5,False,physics_rule_00034,False,0.9,0.1342281879194631,18,20,149,76,0.9,0.13157894736842105,9,10,1.0,0.04,2,2,50,25,1.0,0.04,1,1
0.9166666666666666,0.09561752988047809,22,24,251,127,0.9166666666666666,0.09448818897637795,11,12,current_v28_live_fills,boundary_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=92; margin/v28_sigma>=1.5,False,physics_rule_00074,False,0.9,0.1342281879194631,18,20,149,76,0.9,0.13157894736842105,9,10,1.0,0.04,2,2,50,25,1.0,0.04,1,1
0.9166666666666666,0.09561752988047809,22,24,251,127,0.9166666666666666,0.09448818897637795,11,12,current_v28_live_fills,boundary_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=95; margin/v28_sigma>=1.5,False,physics_rule_00114,False,0.9,0.1342281879194631,18,20,149,76,0.9,0.13157894736842105,9,10,1.0,0.04,2,2,50,25,1.0,0.04,1,1
0.9166666666666666,0.09561752988047809,22,24,251,127,0.9166666666666666,0.09448818897637795,11,12,current_v28_live_fills,boundary_v28_sigma,1.0,0.038461538461538464,2,2,52,26,1.0,0.038461538461538464,1,1,ask<=100; margin/v28_sigma>=1.5,False,physics_rule_00154,False,0.9,0.1342281879194631,18,20,149,76,0.9,0.13157894736842105,9,10,1.0,0.04,2,2,50,25,1.0,0.04,1,1
0.8918918918918919,0.2948207171314741,66,74,251,127,0.8947368421052632,0.2992125984251969,34,38,current_v28_live_fills,realized_vol_cushion,0.875,0.3076923076923077,14,16,52,26,0.875,0.3076923076923077,7,8,ask<=90; margin/rv30>=1,False,physics_rule_00202,False,0.9047619047619048,0.28187919463087246,38,42,149,76,0.9090909090909091,0.2894736842105263,20,22,0.875,0.32,14,16,50,25,0.875,0.32,7,8
0.8918918918918919,0.2948207171314741,66,74,251,127,0.8947368421052632,0.2992125984251969,34,38,current_v28_live_fills,realized_vol_cushion,0.875,0.3076923076923077,14,16,52,26,0.875,0.3076923076923077,7,8,ask<=92; margin/rv30>=1,False,physics_rule_00262,False,0.9047619047619048,0.28187919463087246,38,42,149,76,0.9090909090909091,0.2894736842105263,20,22,0.875,0.32,14,16,50,25,0.875,0.32,7,8
0.8918918918918919,0.2948207171314741,66,74,251,127,0.8947368421052632,0.2992125984251969,34,38,current_v28_live_fills,realized_vol_cushion,0.875,0.3076923076923077,14,16,52,26,0.875,0.3076923076923077,7,8,ask<=95; margin/rv30>=1,False,physics_rule_00322,False,0.9047619047619048,0.28187919463087246,38,42,149,76,0.9090909090909091,0.2894736842105263,20,22,0.875,0.32,14,16,50,25,0.875,0.32,7,8
0.8918918918918919,0.2948207171314741,66,74,251,127,0.8947368421052632,0.2992125984251969,34,38,current_v28_live_fills,realized_vol_cushion,0.875,0.3076923076923077,14,16,52,26,0.875,0.3076923076923077,7,8,ask<=100; margin/rv30>=1,False,physics_rule_00382,False,0.9047619047619048,0.28187919463087246,38,42,149,76,0.9090909090909091,0.2894736842105263,20,22,0.875,0.32,14,16,50,25,0.875,0.32,7,8
0.8493975903614458,0.6613545816733067,141,166,251,127,0.8452380952380952,0.6614173228346457,71,84,current_v28_live_fills,boundary_margin,0.8571428571428571,0.2692307692307692,12,14,52,26,0.8571428571428571,0.2692307692307692,6,7,ask<=90; margin>=50,False,physics_rule_00010,False,0.839622641509434,0.7114093959731543,89,106,149,76,0.8333333333333334,0.7105263157894737,45,54,0.8695652173913043,0.92,40,46,50,25,0.8695652173913043,0.92,20,23
