market,decision_key,dataset,entry_key,entry_dt,entry_minute,side,outcome,outcome_available,win,qty,ask_cents,bid_cents,book_mid_cents,book_p_side,book_other_mid_cents,book_margin_cents,spread_cents,spot,strike,seconds_to_close,v28_sigma_t_dollars,source_line_no,position_open_logged,pending_logged,trust_state,outcome_method,outcome_source,side_sign,margin_dollars,margin_per_sqrt_sec,margin_per_sqrt_min,margin_per_v28_sigma,brownian_p_v28_sigma,rv_sigma_t_5m,margin_per_rv_sigma_5m,brownian_p_rv_5m,rv_sigma_t_15m,margin_per_rv_sigma_15m,brownian_p_rv_15m,rv_sigma_t_30m,margin_per_rv_sigma_30m,brownian_p_rv_30m,rv_sigma_t_60m,margin_per_rv_sigma_60m,brownian_p_rv_60m,btc_close_lag_1m,signed_move_1m,signed_velocity_dps_1m,adverse_move_1m,drift_projected_margin_1m,drift_p_1m_rv_15m,drift_p_1m_rv_30m,drift_p_1m_rv_60m,btc_close_lag_3m,signed_move_3m,signed_velocity_dps_3m,adverse_move_3m,drift_projected_margin_3m,drift_p_3m_rv_15m,drift_p_3m_rv_30m,drift_p_3m_rv_60m,btc_close_lag_5m,signed_move_5m,signed_velocity_dps_5m,adverse_move_5m,drift_projected_margin_5m,drift_p_5m_rv_15m,drift_p_5m_rv_30m,drift_p_5m_rv_60m,btc_close_lag_10m,signed_move_10m,signed_velocity_dps_10m,adverse_move_10m,drift_projected_margin_10m,drift_p_10m_rv_15m,drift_p_10m_rv_30m,drift_p_10m_rv_60m,btc_close_lag_15m,signed_move_15m,signed_velocity_dps_15m,adverse_move_15m,drift_projected_margin_15m,drift_p_15m_rv_15m,drift_p_15m_rv_30m,drift_p_15m_rv_60m,btc_close_lag_30m,signed_move_30m,signed_velocity_dps_30m,adverse_move_30m,drift_projected_margin_30m,drift_p_30m_rv_15m,drift_p_30m_rv_30m,drift_p_30m_rv_60m,btc_close_lag_60m,signed_move_60m,signed_velocity_dps_60m,adverse_move_60m,drift_projected_margin_60m,drift_p_60m_rv_15m,drift_p_60m_rv_30m,drift_p_60m_rv_60m,book_minus_brownian_rv15,physics_confirmed_book,score_mean_book_rv15,score_mean_book_rv15_drift5,score_min_book_rv15,opportunity_key,two_side_mode,score_mean_book_rv30,score_min_book_rv15_drift5,score_regime_blend,abs_book_rv15_gap,abs_book_rv30_gap,close_dt,split,entry_fee_cents,entry_cost_cents,gross_pnl_cents,net_pnl_cents,fee_aware_break_even_p,ask_bin,seconds_bin,rv15_bin,margin_rv15_bin,brownian_bin,adverse15_bin,time_block
KXBTC15M-26MAY011015-15,heartbeat:4329,live_heartbeat_two_side,heartbeat:4329:no,2026-05-01 14:10:02.639000+00:00,2026-05-01 14:10:00+00:00,no,yes,True,False,1,76.0,75.0,75.5,0.755,24.5,51.0,1.0,78657.0,78727.48,297.361,,4329,False,False,synced,bid>=98,last_decisive_quote,-1.0,70.47999999999593,4.0871811913137215,31.659169373780465,,,100.96569038619737,0.6980589121948994,0.7574298238881956,105.58990747210824,0.6674880363789819,0.7477697755147513,166.48136132808827,0.4233506948630695,0.663980293847893,145.6784539789723,0.4838052441864137,0.6857379535257013,78716.97,59.97000000000117,0.9995000000000194,0.0,367.6923195000017,0.9997514067645886,0.9863990936882696,0.9941985924281478,78693.61,36.61000000000058,0.2033888888888921,0.0,130.95992338888578,0.892562103054859,0.7842519675633394,0.8156645163729828,78695.99,38.99000000000524,0.1299666666666841,0.0,109.12701796666778,0.8493146793958906,0.7439241294274681,0.7731000598700155,78754.46,97.4600000000064,0.162433333333344,0.0,118.78133843333242,0.8696908191218036,0.7622260103048171,0.7925687373075386,78787.75,130.75,0.1452777777777777,0.0,113.6799452777737,0.8591744150909135,0.7526456687039413,0.7824070778923009,78220.02,-436.9799999999959,-0.2427666666666644,436.9799999999959,-1.709338766670072,0.4935420180015908,0.4959039527381261,0.4953190616767498,78201.52,-455.4799999999959,-0.1265222222222211,455.4799999999959,32.857225477774044,0.6221672359031342,0.5782281757979438,0.5892228156889667,0.0072302244852486,True,0.7513848877573757,0.7840281516368807,0.7477697755147513,heartbeat:4329,two_side_all_heartbeats,0.7094901469239465,0.7477697755147513,0.7716938685336034,0.007230224485248682,0.09101970615210697,2026-05-01 14:15:00+00:00,train,2,78.0,-76.0,-78.0,0.78,"(70.0, 80.0]","(240.0, 480.0]","(100.646, 297.534]","(0.5, 1.0]","(0.7, 0.8]","(-inf, 0.0]",block2
KXBTC15M-26MAY011030-30,heartbeat:4393,live_heartbeat_two_side,heartbeat:4393:no,2026-05-01 14:15:33.074000+00:00,2026-05-01 14:15:00+00:00,no,no,True,True,1,60.0,59.0,59.5,0.595,40.5,19.0,1.0,78683.86,78757.7,866.926,,4393,False,False,synced,bid>=98,last_decisive_quote,-1.0,73.83999999999651,2.507844901921992,19.42568308003009,,,334.2163177467792,0.2209347541670355,0.587428381956783,235.73740903510412,0.3132298785425305,0.6229469900204263,295.5316496197543,0.2498547959076556,0.598650178871095,258.14091275614805,0.2860453200215853,0.612578294661077,78819.63,135.77000000000407,2.2628333333334014,0.0,2035.549050333389,1.0,0.999999999997166,0.9999999999999984,78670.83,-13.029999999998836,-0.0723888888888824,13.029999999998836,11.084190111113225,0.5187510471510272,0.5149591949991598,0.5171247308424207,78657.0,-26.860000000000586,-0.0895333333333352,26.860000000000586,-3.778774533338506,0.4936053917814054,0.494899118741011,0.4941603247778371,78695.99,12.130000000004657,0.0202166666666744,0.0,91.3663539666699,0.6508353850418797,0.6213998188125551,0.6383080163282988,78754.46,70.60000000000582,0.0784444444444509,0.0,141.84552844444656,0.7263163643663562,0.6843746780947043,0.7086649598100975,78258.61,-425.25,-0.23625,425.25,-130.9712675000035,0.2892486005700441,0.3288207686424548,0.305949908442564,78354.14,-329.7200000000012,-0.0915888888888892,329.7200000000012,-5.560789088892662,0.4905902581612563,0.4924938564664786,0.4914067774338597,-0.0279469900204263,True,0.6089734950102131,0.5705174606006106,0.595,heartbeat:4393,two_side_all_heartbeats,0.5968250894355475,0.4936053917814054,0.5831051753624089,0.027946990020426332,0.003650178871094978,2026-05-01 14:30:00+00:00,train,2,62.0,40.0,38.0,0.62,"(50.0, 60.0]","(720.0, inf]","(100.646, 297.534]","(0.25, 0.5]","(0.6, 0.65]","(-inf, 0.0]",block2
KXBTC15M-26MAY011045-45,heartbeat:4502,live_heartbeat_two_side,heartbeat:4502:no,2026-05-01 14:31:04.282000+00:00,2026-05-01 14:31:00+00:00,no,no,True,True,1,70.0,69.0,69.5,0.695,30.5,39.0,1.0,78175.06,78279.42,835.718,,4502,True,False,synced,bid>=98,last_decisive_quote,-1.0,104.36000000000058,3.6099749832240886,27.96274598050459,,,226.25953828227853,0.4612402234720481,0.6776868668559811,192.80206324832596,0.5412805145429724,0.7058428755052895,215.5062794218013,0.4842550308974578,0.6858975569863849,271.61641684862127,0.384218307607537,0.6495916748619297,78280.04,104.97999999999593,1.7496666666665988,0.0,1566.587927333277,0.9999999999999998,0.9999999999998194,0.9999999959807298,78285.42,110.36000000000058,0.6131111111111144,0.0,616.7479915555589,0.9993101539267396,0.9978941605597385,0.9884161554856004,78333.26,158.1999999999971,0.5273333333333237,0.0,545.0619586666592,0.9976510841005968,0.9942841196977474,0.977611014909702,78506.64,331.58000000000175,0.5526333333333362,0.0,566.2056240666695,0.9983414813408024,0.9956970797738652,0.9814461912567156,78624.78,449.7200000000012,0.4996888888888902,0.0,521.9589988444461,0.9966076101451272,0.9922825996802088,0.9726767883169742,78720.0,544.9400000000023,0.3027444444444457,0.0,357.3689816222239,0.9680984830747492,0.9513691569579869,0.9058646390950652,78278.32,103.26000000000931,0.0286833333333359,0.0,128.3311779666694,0.7471701195856553,0.7242409915731955,0.6817050730371852,-0.0108428755052895,True,0.7004214377526448,0.7994979865352955,0.695,heartbeat:4502,two_side_all_heartbeats,0.6904487784931924,0.695,0.7587830794717062,0.010842875505289506,0.00910244301361507,2026-05-01 14:45:00+00:00,train,2,72.0,30.0,28.0,0.72,"(60.0, 70.0]","(720.0, inf]","(100.646, 297.534]","(0.5, 1.0]","(0.7, 0.8]","(-inf, 0.0]",block2
KXBTC15M-26MAY011100-00,heartbeat:4641,live_heartbeat_two_side,heartbeat:4641:yes,2026-05-01 14:47:05.613000+00:00,2026-05-01 14:47:00+00:00,yes,yes,True,True,1,65.0,64.0,64.5,0.645,35.5,29.0,1.0,78251.56,78205.37,774.387,,4641,False,False,synced,bid>=98,last_decisive_quote,1.0,46.19000000000233,1.6598503540245444,12.85714555666709,,,151.78704693649885,0.3043079164675115,0.6195533427425203,224.83437906103356,0.2054401119299624,0.5813858581152813,216.67832089155087,0.2131731490716173,0.5844040445724339,250.7326325933238,0.1842201372923016,0.5730796187231569,78181.37,70.19000000000233,1.169833333333372,0.0,952.0937255000324,0.9999885543357994,0.9999944368945368,0.9999268439950094,78211.51,40.05000000000291,0.2225000000000161,0.0,218.49110750001483,0.8344217164644804,0.8433606672537013,0.8082350366223915,78147.78,103.77999999999884,0.3459333333333294,0.0,314.0762761999993,0.9187816101795736,0.9264016760289386,0.8948305727753261,78161.39,90.16999999999824,0.1502833333333304,0.0,162.56745965000005,0.7651767310324658,0.7734542464011478,0.7416270915539118,78260.0,-8.440000000002328,-0.0093777777777803,8.440000000002328,38.92797080000032,0.5687295637894271,0.5712894243808471,0.5616906030950573,78666.53,-414.9700000000012,-0.2305388888888895,414.9700000000012,-132.33631854999817,0.2780666030249211,0.2706824975628024,0.2988195837255715,78285.97,-34.41000000000349,-0.0095583333333343,34.41000000000349,38.78815092500157,0.5684851475614032,0.5710360983576008,0.5614707904751667,0.0636141418847187,True,0.6131929290576407,0.7150558227649517,0.5813858581152813,heartbeat:4641,two_side_all_heartbeats,0.614702022286217,0.5813858581152813,0.6806720794704991,0.0636141418847187,0.06059595542756613,2026-05-01 15:00:00+00:00,train,2,67.0,35.0,33.0,0.67,"(60.0, 70.0]","(720.0, inf]","(100.646, 297.534]","(0.0, 0.25]","(0.55, 0.6]","(5.0, 10.0]",block2
KXBTC15M-26MAY011115-15,heartbeat:4756,live_heartbeat_two_side,heartbeat:4756:no,2026-05-01 15:03:06.955000+00:00,2026-05-01 15:03:00+00:00,no,yes,True,False,1,69.0,68.0,68.5,0.685,31.5,37.0,1.0,78264.2,78334.21,713.045,,4756,False,False,synced,bid>=98,latest_quote,-1.0,70.01000000000931,2.621812370190383,20.30847129325589,,,127.22859977565264,0.5502693586462539,0.7089326812608603,177.2421506231228,0.3949963355436508,0.6535772038180578,192.5187956284317,0.363652804763703,0.641941354982763,199.5136420783185,0.3509033230546064,0.6371695608077349,78264.91,0.7100000000064028,0.01183333333344,0.0,78.44769916675207,0.670973117411416,0.6581725273819204,0.6529121442008188,78355.69,91.49000000000524,0.5082777777778069,0.0,432.4349280555856,0.9926522483306256,0.9876542684014038,0.984899546094006,78378.0,113.80000000000292,0.379333333333343,0.0,340.49173666668287,0.9726375479428018,0.9615209734742788,0.956052605492359,78440.01,175.80999999999767,0.2930166666666627,0.0,278.94406908333985,0.942233395932642,0.9263198457360396,0.9189615245357644,78264.45,0.25,0.0002777777777777,0.0,70.20806805556487,0.6539894738679104,0.6423254633520747,0.6375418995011923,78299.32,35.120000000009895,0.0195111111111166,0.0,83.92230022223545,0.6820680107455923,0.668551683789806,0.6629889632506927,78646.8,382.6000000000058,0.1062777777777794,0.0,145.79083805556604,0.7946185217307355,0.7755592529271522,0.7675283150978871,0.0314227961819422,True,0.669288601909029,0.7704049172536198,0.6535772038180578,heartbeat:4756,two_side_all_heartbeats,0.6634706774913814,0.6535772038180578,0.7331006707339778,0.031422796181942214,0.04305864501723711,2026-05-01 15:15:00+00:00,train,2,71.0,-69.0,-71.0,0.71,"(60.0, 70.0]","(480.0, 720.0]","(100.646, 297.534]","(0.25, 0.5]","(0.65, 0.7]","(-inf, 0.0]",block2
KXBTC15M-26MAY011130-30,heartbeat:4851,live_heartbeat_two_side,heartbeat:4851:yes,2026-05-01 15:16:08.293000+00:00,2026-05-01 15:16:00+00:00,yes,yes,True,True,1,65.0,64.0,64.5,0.645,35.5,29.0,1.0,78516.03,78454.83,831.707,,4851,False,False,synced,bid>=98,last_decisive_quote,1.0,61.19999999999709,2.122101946848512,16.437730998197246,,,141.3140010598894,0.4330781064932151,0.6675209862504473,148.90053785197327,0.4110126187780325,0.6594683590738827,173.2843908869481,0.3531766461292199,0.6380219925619947,202.82769725038307,0.3017339388537652,0.6185725530402242,78465.48,50.55000000000291,0.8425000000000485,0.0,761.9131475000374,0.9999998447229342,0.9999945094602432,0.9999138314295092,78436.94,79.08999999999651,0.4393888888888695,0.0,426.6428146110921,0.9979168444694552,0.9930936165168336,0.9822878279368072,78286.68,229.35000000000585,0.7645000000000194,0.0,697.0400015000132,0.9999985743152182,0.999971210670246,0.999705480101496,78259.98,256.0500000000029,0.4267500000000048,0.0,416.1309622500011,0.9974025311814346,0.9918345141618662,0.9798980396316264,78300.82,215.20999999999185,0.2391222222222131,0.0,260.07962607776733,0.9596524238024204,0.9333071091662204,0.9001258139805974,78181.37,334.6600000000035,0.1859222222222241,0.0,215.83281367777647,0.9264023905058624,0.8935335230058981,0.8563626108226867,78624.78,-108.75,-0.0302083333333333,108.75,36.07551770833042,0.5957181229101016,0.5824584310305749,0.5705846669895561,-0.0144683590738826,True,0.6522341795369413,0.7681556444630336,0.645,heartbeat:4851,two_side_all_heartbeats,0.6415109962809973,0.645,0.7203402225852085,0.014468359073882664,0.0069780074380053625,2026-05-01 15:30:00+00:00,train,2,67.0,35.0,33.0,0.67,"(60.0, 70.0]","(720.0, inf]","(100.646, 297.534]","(0.25, 0.5]","(0.65, 0.7]","(-inf, 0.0]",block2
KXBTC15M-26MAY011145-45,heartbeat:4984,live_heartbeat_two_side,heartbeat:4984:yes,2026-05-01 15:31:09.415000+00:00,2026-05-01 15:31:00+00:00,yes,yes,True,True,1,59.0,58.0,58.5,0.585,41.5,17.0,1.0,78570.09,78531.35,830.585,,4984,False,False,synced,bid>=98,last_decisive_quote,1.0,38.73999999999069,1.3442114009145676,10.41221673904852,,,121.54483457905512,0.3187301223796017,0.6250344146615813,168.75272871561137,0.2295666582392088,0.5907857410953332,157.69227197913312,0.2456683483203096,0.5970305121081638,187.99905544492788,0.2060648651042777,0.5816298783274438,78547.95,22.139999999999414,0.3689999999999903,0.0,345.2258649999826,0.9796095044932998,0.9857102156647062,0.966844607900666,78546.56,23.52999999999884,0.1307222222222157,0.0,147.31591694442977,0.8086600385839544,0.8248992992921638,0.7833623490147663,78554.0,16.089999999996508,0.0536333333333216,0.0,83.2870421666477,0.6891861752589158,0.7013064973402303,0.6711237898173616,78483.27,86.81999999999243,0.1446999999999874,0.0,158.92564949998024,0.8268438739443099,0.8432298996227142,0.8010432358185423,78516.03,54.05999999999767,0.060066666666664,0.0,88.63047233332188,0.7002810875382092,0.7129580099317376,0.68133709675212,78300.82,269.2699999999895,0.1495944444444386,0.0,162.99090163887473,0.8329419769669475,0.8493386513906948,0.8070227589872896,78175.06,395.0299999999989,0.1097305555555552,0.0,129.88055348610152,0.7792462593358778,0.7949259302770988,0.7551724450682398,-0.0057857410953332,True,0.5878928705476666,0.6216573054514164,0.585,heartbeat:4984,two_side_all_heartbeats,0.5910152560540819,0.585,0.6075729573803831,0.005785741095333252,0.01203051210816386,2026-05-01 15:45:00+00:00,train,2,61.0,41.0,39.0,0.61,"(50.0, 60.0]","(720.0, inf]","(100.646, 297.534]","(0.0, 0.25]","(0.55, 0.6]","(-inf, 0.0]",block2
KXBTC15M-26MAY011215-15,heartbeat:5158,live_heartbeat_two_side,heartbeat:5158:yes,2026-05-01 16:02:12.144000+00:00,2026-05-01 16:02:00+00:00,yes,no,True,False,1,88.0,87.0,87.5,0.875,12.5,75.0,1.0,78631.97,78458.78,767.856,,5158,True,False,synced,bid>=98,latest_quote,1.0,173.19000000000233,6.250041788945833,48.41261552337524,,,184.78534312451777,0.9372496599110576,0.8256849246627421,297.53351025674255,0.5820856946518601,0.7197455198045929,240.33517115349872,0.7206186226042974,0.7644279035507795,199.02512796481284,0.8701916274141117,0.8079021546552198,78535.08,96.88999999999942,1.6148333333333236,0.0,1413.1494639999949,0.9999989806371736,0.9999999979475668,0.9999999999993778,78459.99,171.97999999999593,0.9554444444444218,0.0,906.8337493333182,0.9988475268106428,0.9999194179604168,0.999997397839968,78395.81,236.1600000000035,0.7872000000000117,0.0,777.6462432000113,0.995520864797918,0.9993932203308948,0.9999533288786634,78299.8,332.16999999999825,0.5536166666666638,0.0,598.2878792000001,0.977828038126788,0.9936018675864668,0.9986768561534156,78656.25,-24.27999999999884,-0.0269777777777764,24.27999999999884,152.47495146666998,0.6958365380451091,0.7370986722121832,0.7781942903573762,78548.92,83.05000000000291,0.0461388888888905,0.0,208.61802266667024,0.7583978139744797,0.8073109131108598,0.8527266299413022,78264.91,367.0599999999977,0.1019611111111104,0.0,251.4814509333352,0.801006157557536,0.852306741639529,0.8968071378695833,0.1552544801954071,True,0.7973727599022964,0.863422128200837,0.7197455198045929,heartbeat:5158,two_side_all_heartbeats,0.8197139517753897,0.7197455198045929,0.8525278289009615,0.1552544801954071,0.1105720964492205,2026-05-01 16:15:00+00:00,train,1,89.0,-88.0,-89.0,0.89,"(80.0, 90.0]","(720.0, inf]","(100.646, 297.534]","(0.5, 1.0]","(0.7, 0.8]","(20.0, inf]",block2
KXBTC15M-26MAY011230-30,heartbeat:5237,live_heartbeat_two_side,heartbeat:5237:no,2026-05-01 16:16:13.362000+00:00,2026-05-01 16:16:00+00:00,no,no,True,True,1,56.0,55.0,55.5,0.555,44.5,11.0,1.0,78375.92,78405.45,826.638,,5237,False,False,synced,bid>=98,last_decisive_quote,-1.0,29.52999999999884,1.027083527842285,7.955754796994263,,,118.94655594760565,0.2482627577128539,0.5980344439251297,170.16303173566467,0.1735394562425959,0.5688862916276598,235.1179013051793,0.1255965617082867,0.549974357618489,205.59210051671903,0.1436339233160245,0.557105224264407,78382.85,6.930000000007567,0.1155000000001261,0.0,125.0066890001031,0.7687172484663316,0.7025250031559671,0.7284170569018129,78469.34,93.41999999999824,0.5189999999999902,0.0,458.5551219999908,0.9964784419803352,0.974430998939881,0.9871399536444788,78487.44,111.52000000000407,0.3717333333333469,0.0,336.8188992000101,0.9761139087976888,0.9240072161914308,0.9493190979217958,78658.0,282.08000000000175,0.4701333333333362,0.0,418.1600784000012,0.9930028269945944,0.9623401228314944,0.979020706844194,78535.08,159.1600000000035,0.1768444444444483,0.0,175.7163378666687,0.8491126777018937,0.7725750911979589,0.8036370242161235,78633.07,257.1500000000088,0.1428611111111159,0.0,147.62442316666952,0.8071788069740505,0.7349567660953709,0.7636352946148359,78516.03,140.11000000000058,0.0389194444444446,0.0,61.702291716665634,0.6415507274373498,0.6035055201049353,0.6179571702981618,-0.0138862916276597,True,0.56194314581383,0.7000000668084496,0.555,heartbeat:5237,two_side_all_heartbeats,0.5524871788092445,0.555,0.6433886692478358,0.013886291627659753,0.005025642381511042,2026-05-01 16:30:00+00:00,train,2,58.0,44.0,42.0,0.58,"(50.0, 60.0]","(720.0, inf]","(100.646, 297.534]","(0.0, 0.25]","(0.55, 0.6]","(-inf, 0.0]",block2
KXBTC15M-26MAY011245-45,heartbeat:5347,live_heartbeat_two_side,heartbeat:5347:no,2026-05-01 16:31:14.600000+00:00,2026-05-01 16:31:00+00:00,no,no,True,True,1,62.0,61.0,61.5,0.615,38.5,23.0,1.0,78306.19,78343.02,825.4,,5347,False,False,synced,bid>=98,last_decisive_quote,-1.0,36.83000000000175,1.28194527681769,9.92990541572834,,,200.94784115488412,0.1832813917697894,0.5727113828498102,225.30310551775204,0.1634686744124787,0.5649252822181934,196.37713324634456,0.1875472942860434,0.5743842270033602,217.58064681061575,0.1692705695100673,0.5672080879775834,78324.27,18.080000000001743,0.3013333333333624,0.0,285.5505333333591,0.8974949425346987,0.9270396804706328,0.9053056082996044,78282.08,-24.110000000000586,-0.1339444444444476,24.110000000000586,-73.72774444444536,0.3717439294777421,0.3536667942834045,0.3673604274672494,78226.9,-79.29000000000815,-0.2643000000000272,79.29000000000815,-181.32322000002068,0.2104684721758035,0.177914549839584,0.2023205884968123,78334.25,28.05999999999767,0.0467666666666627,0.0,75.43120666666522,0.6311115625903352,0.649553023222111,0.6355847323341715,78375.92,69.72999999999593,0.0774777777777732,0.0,100.78015777777578,0.672674096803103,0.6960932416491901,0.6783842249668284,78535.08,228.88999999999945,0.1271611111111107,0.0,141.7887811111126,0.7354317070717499,0.764859791221451,0.7426899960953156,78570.09,263.8999999999942,0.0733055555555539,0.0,97.33640555555596,0.6671381064249675,0.6899330513791582,0.6726916400294762,0.0500747177818066,True,0.5899626411090967,0.46346458479799896,0.5649252822181934,heartbeat:5347,two_side_all_heartbeats,0.59469211350168,0.2104684721758035,0.5190712791006187,0.05007471778180661,0.040615772996639765,2026-05-01 16:45:00+00:00,train,2,64.0,38.0,36.0,0.64,"(60.0, 70.0]","(720.0, inf]","(100.646, 297.534]","(0.0, 0.25]","(0.55, 0.6]","(-inf, 0.0]",block2
KXBTC15M-26MAY011300-00,heartbeat:5433,live_heartbeat_two_side,heartbeat:5433:no,2026-05-01 16:46:01.027000+00:00,2026-05-01 16:46:00+00:00,no,no,True,True,1,62.0,61.0,61.5,0.615,38.5,23.0,1.0,78233.64,78272.34,838.973,,5433,False,False,synced,bid>=98,last_decisive_quote,-1.0,38.69999999999709,1.3360938740386832,10.34933864624314,,,72.17918940740677,0.5361656222205488,0.7040779547902489,178.20849481038834,0.2171613650694565,0.5859587037964236,200.48465458678623,0.1930322302211142,0.5765331366566365,217.4511684874263,0.177970991230773,0.5706271211680439,78273.48,39.83999999999651,0.6639999999999417,0.0,595.7780719999482,0.9995858373095484,0.9985191680950358,0.9969264014720304,78270.68,37.0399999999936,0.2057777777777422,0.0,211.3419995555228,0.8821741404500849,0.8540941330933675,0.83445123310336,78291.44,57.80000000000291,0.1926666666666763,0.0,200.34213133333856,0.8695360736118323,0.8411726694920723,0.8215583338075795,78273.78,40.13999999999942,0.066899999999999,0.0,94.82729369999628,0.702676593268817,0.6818899444885256,0.6686126383916526,78306.19,72.55000000000291,0.0806111111111143,0.0,106.330545722222,0.7246340445398867,0.7020714237601884,0.687574144720047,78375.92,142.27999999999884,0.0790444444444437,0.0,105.01615468888542,0.7221660045144039,0.6997951505337823,0.68543129962139,78633.07,399.4300000000076,0.1109527777777798,0.0,131.78638483055445,0.770200328781453,0.7445185215115921,0.7277593832478331,0.0290412962035764,True,0.6004793518982118,0.690164925802752,0.5859587037964236,heartbeat:5433,two_side_all_heartbeats,0.5957665683283182,0.5859587037964236,0.6571948258612935,0.029041296203576428,0.03846686334336347,2026-05-01 17:00:00+00:00,train,2,64.0,38.0,36.0,0.64,"(60.0, 70.0]","(720.0, inf]","(100.646, 297.534]","(0.0, 0.25]","(0.55, 0.6]","(-inf, 0.0]",block2
KXBTC15M-26MAY011315-15,heartbeat:5512,live_heartbeat_two_side,heartbeat:5512:no,2026-05-01 17:00:32.370000+00:00,2026-05-01 17:00:00+00:00,no,yes,True,False,1,42.0,41.0,41.5,0.415,58.5,-17.0,1.0,78202.93,78225.0,867.63,,5512,False,False,synced,bid>=98,latest_quote,-1.0,22.070000000006985,0.7492643219034515,5.803776481278921,,,147.0136170797981,0.1501221481274589,0.5596658768402898,164.93582075120537,0.1338096230369393,0.5532234412251236,168.6518329629103,0.1308613112130278,0.5520574896964185,190.7284772425105,0.1157142358555354,0.5460604882675498,78268.92,65.99000000000524,1.0998333333334207,0.0,976.3183950000828,0.999999998384248,0.999999996458782,0.9999998463317102,78296.35,93.4200000000128,0.5190000000000712,0.0,472.3699700000688,0.9979081108822938,0.997451659269033,0.993369128535598,78296.25,93.32000000000698,0.31106666666669,0.0,291.9607720000272,0.9616487345977254,0.9582870441371808,0.9370864495719212,78182.59,-20.339999999996508,-0.0338999999999941,20.339999999996508,-7.342656999987962,0.4822456454985523,0.4826365884991379,0.4846453295834391,78273.48,70.55000000000291,0.0783888888888921,0.0,90.08255166667644,0.7075245287074328,0.7033753266200646,0.6816464559774811,78324.27,121.34000000001106,0.0674111111111172,0.0,80.55790233334565,0.6873737008178826,0.6835531896400983,0.6636223523193925,78438.2,235.27000000000407,0.0653527777777789,0.0,78.7720305833413,0.683529691509228,0.6797747175089764,0.6601989393341648,-0.1382234412251236,True,0.4841117206125618,0.643290725274283,0.415,heartbeat:5512,two_side_all_heartbeats,0.4835287448482093,0.415,0.5657967792870822,0.1382234412251236,0.13705748969641857,2026-05-01 17:15:00+00:00,train,2,44.0,-42.0,-44.0,0.44,"(-inf, 50.0]","(720.0, inf]","(100.646, 297.534]","(0.0, 0.25]","(0.55, 0.6]","(-inf, 0.0]",block2
KXBTC15M-26MAY011330-30,heartbeat:5579,live_heartbeat_two_side,heartbeat:5579:yes,2026-05-01 17:15:48.701000+00:00,2026-05-01 17:15:00+00:00,yes,no,True,False,1,64.0,63.0,63.5,0.635,36.5,27.0,1.0,78330.61,78284.99,851.299,,5579,False,False,synced,bid>=98,latest_quote,1.0,45.61999999999534,1.5635588040792787,12.111274418030066,,,97.0013645322542,0.4703026624416824,0.6809306022153073,166.90232339603543,0.2733335226960597,0.6077015756500848,164.37080575450466,0.2775432035548387,0.6093184817005737,182.1621205511571,0.2504362589871353,0.5988750039199752,78261.38,69.22999999999593,1.153833333333265,0.0,1027.8771628332706,0.9999999996329418,0.9999999997992002,0.9999999916273928,78242.01,88.60000000000582,0.4922222222222545,0.0,464.6482855555784,0.9973149623007016,0.9976494343588796,0.9946252824000672,78189.82,140.7899999999936,0.4692999999999787,0.0,445.1346206999772,0.996173834171284,0.9966166451656788,0.992729591422131,78151.07,179.5399999999936,0.2992333333333226,0.0,300.35703743331953,0.964037907795777,0.9661736973090536,0.950410267258068,78202.93,127.68000000000757,0.141866666666675,0.0,166.39095146666915,0.8406022363637944,0.8443003340596773,0.8194897712302535,78273.48,57.13000000000466,0.0317388888888914,0.0,72.63928437221976,0.6682987465874959,0.6707276353351311,0.654965615034764,78382.85,-52.24000000000524,-0.0145111111111125,52.24000000000524,33.26670562221633,0.5789931602627374,0.5801933597191916,0.5724524629444999,0.0272984243499152,True,0.6213507878250424,0.7462918032737896,0.6077015756500848,heartbeat:5579,two_side_all_heartbeats,0.6221592408502868,0.6077015756500848,0.6990452395292822,0.02729842434991525,0.02568151829942633,2026-05-01 17:30:00+00:00,train,2,66.0,-64.0,-66.0,0.66,"(60.0, 70.0]","(720.0, inf]","(100.646, 297.534]","(0.25, 0.5]","(0.6, 0.65]","(-inf, 0.0]",block2
