rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,21,0.39622641509433965,-18.319999999999993,10.840000000000007,16,5,-6.34,-11.48,-0.5,10,7,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,23,0.4339622641509434,-18.379999999999995,10.780000000000005,17,6,-6.34,-11.540000000000001,-0.5,10,9,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,19,0.3584905660377358,-19.539999999999996,9.620000000000005,14,5,-6.9,-11.48,-1.16,9,7,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,18,0.33962264150943394,-20.519999999999996,8.640000000000004,14,4,-7.24,-12.78,-0.5,9,5,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-21.32,7.84,5,1,-7.34,-10.72,-3.2600000000000002,2,4,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=75,19,0.3584905660377358,-21.599999999999994,7.560000000000006,15,4,-5.42,-15.68,-0.5,9,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=180,20,0.37735849056603776,-21.719999999999995,7.440000000000005,15,5,-6.34,-14.88,-0.5,10,6,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=75,16,0.3018867924528302,-21.899999999999995,7.260000000000005,13,3,-5.080000000000001,-15.66,-1.1600000000000001,7,6,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,13,0.24528301886792453,-21.999999999999993,7.160000000000007,9,4,-9.96,-10.18,-1.86,5,6,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=0,18,0.33962264150943394,-22.079999999999995,7.080000000000005,13,5,-6.5600000000000005,-14.360000000000001,-1.1600000000000001,7,8,3,True,True
