market,entry_dt,side,split_base,outcome_base,win_base,entry_ask_cents_base,entry_p_side_base,entry_seconds_to_close_base,exit_type_base,exit_dt_base,exit_bid_cents_base,exit_p_side_base,settled_base,fee_1c_cents_base,split_asym,outcome_asym,win_asym,entry_ask_cents_asym,entry_p_side_asym,entry_seconds_to_close_asym,exit_type_asym,exit_dt_asym,exit_bid_cents_asym,exit_p_side_asym,settled_asym,fee_1c_cents_asym,delta_fee_1c_cents,abs_delta_fee_1c_cents
KXBTC15M-26MAY011545-45,2026-05-01 19:38:45.668000+00:00,no,train,no,True,91.0,0.9238926138528937,374.332,settlement_win,,,,True,14.0,train,no,True,91.0,0.9238926138528937,374.332,settlement_win,,,,True,14.0,0.0,0.0
KXBTC15M-26MAY011600-00,2026-05-01 19:54:32.201000+00:00,yes,train,yes,True,89.0,0.8955534353429508,327.799,settlement_win,,,,True,18.0,train,yes,True,89.0,0.8955534353429508,327.799,settlement_win,,,,True,18.0,0.0,0.0
KXBTC15M-26MAY020145-45,2026-05-02 05:35:12.021000+00:00,yes,train,yes,True,85.0,0.8927044264210495,587.979,settlement_win,,,,True,26.0,train,yes,True,85.0,0.8927044264210495,587.979,settlement_win,,,,True,26.0,0.0,0.0
KXBTC15M-26MAY020200-00,2026-05-02 05:53:43.582000+00:00,yes,train,yes,True,72.0,0.7433042821387084,376.418,settlement_win,,,,True,51.0,train,yes,True,72.0,0.7433042821387084,376.418,settlement_win,,,,True,51.0,0.0,0.0
KXBTC15M-26MAY020215-15,2026-05-02 06:05:14.566000+00:00,yes,train,yes,True,86.0,0.8757189367195385,585.434,settlement_win,,,,True,24.0,train,yes,True,86.0,0.8757189367195385,585.434,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY020230-30,2026-05-02 06:23:01.003000+00:00,no,train,no,True,90.0,0.9100413651171524,418.997,settlement_win,,,,True,16.0,train,no,True,90.0,0.9100413651171524,418.997,settlement_win,,,,True,16.0,0.0,0.0
KXBTC15M-26MAY020245-45,2026-05-02 06:38:17.253000+00:00,yes,train,yes,True,92.0,0.9243156478945628,402.747,settlement_win,,,,True,12.0,train,yes,True,92.0,0.9243156478945628,402.747,settlement_win,,,,True,12.0,0.0,0.0
KXBTC15M-26MAY020300-00,2026-05-02 06:50:33.115000+00:00,yes,train,yes,True,93.0,0.9440649804168084,566.885,settlement_win,,,,True,11.0,train,yes,True,93.0,0.9440649804168084,566.885,settlement_win,,,,True,11.0,0.0,0.0
KXBTC15M-26MAY020315-15,2026-05-02 07:05:04.665000+00:00,no,train,no,True,67.0,0.7057237398725427,595.335,settlement_win,,,,True,60.0,train,no,True,67.0,0.7057237398725427,595.335,settlement_win,,,,True,60.0,0.0,0.0
KXBTC15M-26MAY020330-30,2026-05-02 07:23:21.175000+00:00,yes,train,yes,True,76.0,0.8323168670315381,398.825,settlement_win,,,,True,43.0,train,yes,True,76.0,0.8323168670315381,398.825,settlement_win,,,,True,43.0,0.0,0.0
KXBTC15M-26MAY020345-45,2026-05-02 07:35:37.361000+00:00,no,train,no,True,85.0,0.8698883707475731,562.639,settlement_win,,,,True,26.0,train,no,True,85.0,0.8698883707475731,562.639,settlement_win,,,,True,26.0,0.0,0.0
KXBTC15M-26MAY020400-00,2026-05-02 07:54:09.029000+00:00,no,train,no,True,66.0,0.6787176104345164,350.971,probability_reduce,2026-05-02 07:55:09.071000+00:00,42.0,0.4441939140905651,False,-58.0,train,no,True,66.0,0.6787176104345164,350.971,probability_reduce,2026-05-02 07:55:09.071000+00:00,42.0,0.4441939140905651,False,-58.0,0.0,0.0
KXBTC15M-26MAY020415-15,2026-05-02 08:10:55.120000+00:00,yes,train,yes,True,67.0,0.7060580428715656,244.88,settlement_win,,,,True,60.0,train,yes,True,67.0,0.7060580428715656,244.88,settlement_win,,,,True,60.0,0.0,0.0
KXBTC15M-26MAY020430-30,2026-05-02 08:22:26.006000+00:00,yes,train,yes,True,66.0,0.6914849514452562,453.994,settlement_win,,,,True,62.0,train,yes,True,66.0,0.6914849514452562,453.994,settlement_win,,,,True,62.0,0.0,0.0
KXBTC15M-26MAY012015-15,2026-05-02 00:10:26.996000+00:00,yes,train,no,False,81.0,0.8178959104951679,273.004,probability_reduce,2026-05-02 00:13:12.242000+00:00,27.0,0.4297378228972131,False,-116.0,train,no,False,81.0,0.8178959104951679,273.004,probability_reduce,2026-05-02 00:13:12.242000+00:00,27.0,0.4297378228972131,False,-116.0,0.0,0.0
KXBTC15M-26MAY012030-30,2026-05-02 00:25:28.542000+00:00,yes,train,yes,True,98.0,0.9833976993666887,271.458,settlement_win,,,,True,1.0,train,yes,True,98.0,0.9833976993666887,271.458,settlement_win,,,,True,1.0,0.0,0.0
KXBTC15M-26MAY012100-00,2026-05-02 00:53:46.027000+00:00,yes,train,yes,True,76.0,0.775,373.973,probability_reduce,2026-05-02 00:59:01.492000+00:00,16.0,0.14500000000000002,False,-127.0,train,yes,True,76.0,0.775,373.973,probability_reduce,2026-05-02 00:59:01.492000+00:00,16.0,0.14500000000000002,False,-127.0,0.0,0.0
KXBTC15M-26MAY012115-15,2026-05-02 01:13:02.665000+00:00,yes,train,yes,True,92.0,0.9253463152736886,117.335,settlement_win,,,,True,12.0,train,yes,True,92.0,0.9253463152736886,117.335,settlement_win,,,,True,12.0,0.0,0.0
KXBTC15M-26MAY020545-45,2026-05-02 09:38:03.047000+00:00,yes,train,yes,True,93.0,0.963309157963717,416.953,probability_reduce,2026-05-02 09:41:18.299000+00:00,51.0,0.4650385963799448,False,-91.0,train,yes,True,93.0,0.963309157963717,416.953,probability_reduce,2026-05-02 09:41:18.299000+00:00,51.0,0.4650385963799448,False,-91.0,0.0,0.0
KXBTC15M-26MAY020600-00,2026-05-02 09:53:19.333000+00:00,no,train,no,True,66.0,0.7050970916913142,400.667,settlement_win,,,,True,62.0,train,no,True,66.0,0.7050970916913142,400.667,settlement_win,,,,True,62.0,0.0,0.0
KXBTC15M-26MAY020615-15,2026-05-02 10:05:20.240000+00:00,yes,train,yes,True,61.0,0.6585155399142661,579.76,probability_reduce,2026-05-02 10:06:05.305000+00:00,58.0,0.5110791720904411,False,-16.0,train,yes,True,61.0,0.6585155399142661,579.76,probability_reduce,2026-05-02 10:06:05.305000+00:00,58.0,0.5110791720904411,False,-16.0,0.0,0.0
KXBTC15M-26MAY020630-30,2026-05-02 10:23:06.698000+00:00,no,train,no,True,96.0,0.9762122127707673,413.302,settlement_win,,,,True,5.0,train,no,True,96.0,0.9762122127707673,413.302,settlement_win,,,,True,5.0,0.0,0.0
KXBTC15M-26MAY020645-45,2026-05-02 10:36:38.041000+00:00,yes,train,no,False,67.0,0.6721040753655122,501.959,probability_reduce,2026-05-02 10:40:38.505000+00:00,32.0,0.3589658485711689,False,-80.0,train,no,False,67.0,0.6721040753655122,501.959,probability_reduce,2026-05-02 10:40:38.505000+00:00,32.0,0.3589658485711689,False,-80.0,0.0,0.0
KXBTC15M-26MAY020700-00,2026-05-02 10:52:09.613000+00:00,yes,train,yes,True,77.0,0.7790892708721704,470.387,settlement_win,,,,True,41.0,train,yes,True,77.0,0.7790892708721704,470.387,settlement_win,,,,True,41.0,0.0,0.0
KXBTC15M-26MAY020715-15,2026-05-02 11:05:11.054000+00:00,no,train,no,True,90.0,0.9155804058599456,588.946,settlement_win,,,,True,16.0,train,no,True,90.0,0.9155804058599456,588.946,settlement_win,,,,True,16.0,0.0,0.0
KXBTC15M-26MAY020730-30,2026-05-02 11:21:27.801000+00:00,yes,train,yes,True,67.0,0.6767503314238884,512.199,settlement_win,,,,True,60.0,train,yes,True,67.0,0.6767503314238884,512.199,settlement_win,,,,True,60.0,0.0,0.0
KXBTC15M-26MAY020745-45,2026-05-02 11:37:44.301000+00:00,no,train,no,True,94.0,0.9421848589582128,435.699,settlement_win,,,,True,9.0,train,no,True,94.0,0.9421848589582128,435.699,settlement_win,,,,True,9.0,0.0,0.0
KXBTC15M-26MAY020800-00,2026-05-02 11:52:30.818000+00:00,no,train,yes,False,88.0,0.9247775166725671,449.182,probability_reduce,2026-05-02 11:57:01.225000+00:00,45.0,0.46514598056555057,False,-94.0,train,yes,False,88.0,0.9247775166725671,449.182,probability_reduce,2026-05-02 11:57:01.225000+00:00,45.0,0.46514598056555057,False,-94.0,0.0,0.0
KXBTC15M-26MAY020815-15,2026-05-02 12:09:32.431000+00:00,yes,train,no,False,13.0,0.6718540719087721,327.569,probability_reduce,2026-05-02 12:10:02.445000+00:00,13.0,0.11499999999999999,False,-6.0,train,no,False,13.0,0.6718540719087721,327.569,probability_reduce,2026-05-02 12:10:02.445000+00:00,13.0,0.11499999999999999,False,-6.0,0.0,0.0
KXBTC15M-26MAY020830-30,2026-05-02 12:26:34.055000+00:00,yes,train,yes,True,99.0,0.9916909453885894,205.945,settlement_win,,,,True,-1.0,train,yes,True,99.0,0.9916909453885894,205.945,settlement_win,,,,True,-1.0,0.0,0.0
KXBTC15M-26MAY020015-15,2026-05-02 04:07:03.842000+00:00,no,train,no,True,95.0,0.9649228142684092,476.158,settlement_win,,,,True,7.0,train,no,True,95.0,0.9649228142684092,476.158,settlement_win,,,,True,7.0,0.0,0.0
KXBTC15M-26MAY020045-45,2026-05-02 04:41:06.963000+00:00,no,train,no,True,96.0,0.9833113301022137,233.037,settlement_win,,,,True,5.0,train,no,True,96.0,0.9833113301022137,233.037,settlement_win,,,,True,5.0,0.0,0.0
KXBTC15M-26MAY020100-00,2026-05-02 04:50:52.731000+00:00,no,train,no,True,67.0,0.6791646116802472,547.269,settlement_win,,,,True,60.0,train,no,True,67.0,0.6791646116802472,547.269,settlement_win,,,,True,60.0,0.0,0.0
KXBTC15M-26MAY020115-15,2026-05-02 05:11:09.620000+00:00,no,train,no,True,95.0,0.95,230.38,settlement_win,,,,True,7.0,train,no,True,95.0,0.95,230.38,settlement_win,,,,True,7.0,0.0,0.0
KXBTC15M-26MAY020945-45,2026-05-02 13:41:56.446000+00:00,yes,train,yes,True,92.0,0.9415516253305056,183.554,settlement_win,,,,True,12.0,train,yes,True,92.0,0.9415516253305056,183.554,settlement_win,,,,True,12.0,0.0,0.0
KXBTC15M-26MAY021000-00,2026-05-02 13:56:44.357000+00:00,yes,train,yes,True,88.0,0.8824038088565279,195.643,settlement_win,,,,True,20.0,train,yes,True,88.0,0.8824038088565279,195.643,settlement_win,,,,True,20.0,0.0,0.0
KXBTC15M-26MAY021015-15,2026-05-02 14:05:00.242000+00:00,yes,train,no,False,69.0,0.7075397494797614,599.758,probability_reduce,2026-05-02 14:08:00.475000+00:00,50.0,0.44507481729142895,False,-47.0,train,no,False,69.0,0.7075397494797614,599.758,probability_reduce,2026-05-02 14:08:00.475000+00:00,50.0,0.44507481729142895,False,-47.0,0.0,0.0
KXBTC15M-26MAY021030-30,2026-05-02 14:23:02.441000+00:00,yes,train,yes,True,70.0,0.7048369850633358,417.559,probability_reduce,2026-05-02 14:25:02.633000+00:00,49.0,0.4405112288288754,False,-51.0,train,yes,True,70.0,0.7048369850633358,417.559,probability_reduce,2026-05-02 14:25:02.633000+00:00,49.0,0.4405112288288754,False,-51.0,0.0,0.0
KXBTC15M-26MAY021045-45,2026-05-02 14:35:37.107000+00:00,yes,train,no,False,71.0,0.7643841734129234,562.893,probability_reduce,2026-05-02 14:39:07.373000+00:00,28.0,0.2649999999999999,False,-94.0,train,no,False,71.0,0.7643841734129234,562.893,probability_reduce,2026-05-02 14:39:07.373000+00:00,28.0,0.2649999999999999,False,-94.0,0.0,0.0
KXBTC15M-26MAY021100-00,2026-05-02 14:50:09.791000+00:00,yes,train,yes,True,81.0,0.8196498012672844,590.209,settlement_win,,,,True,33.0,train,yes,True,81.0,0.8196498012672844,590.209,settlement_win,,,,True,33.0,0.0,0.0
KXBTC15M-26MAY021115-15,2026-05-02 15:05:11.187000+00:00,yes,train,yes,True,62.0,0.6532600673325198,588.813,settlement_win,,,,True,70.0,train,yes,True,62.0,0.6532600673325198,588.813,settlement_win,,,,True,70.0,0.0,0.0
KXBTC15M-26MAY021130-30,2026-05-02 15:20:12.603000+00:00,no,train,no,True,92.0,0.9393094717150063,587.397,settlement_win,,,,True,12.0,train,no,True,92.0,0.9393094717150063,587.397,settlement_win,,,,True,12.0,0.0,0.0
KXBTC15M-26MAY021145-45,2026-05-02 15:35:14.034000+00:00,yes,train,yes,True,87.0,0.8882717207331259,585.966,settlement_win,,,,True,22.0,train,yes,True,87.0,0.8882717207331259,585.966,settlement_win,,,,True,22.0,0.0,0.0
KXBTC15M-26MAY021200-00,2026-05-02 15:56:09.913000+00:00,yes,train,yes,True,93.0,0.9528235513263764,230.087,settlement_win,,,,True,11.0,train,yes,True,93.0,0.9528235513263764,230.087,settlement_win,,,,True,11.0,0.0,0.0
KXBTC15M-26MAY021300-00,2026-05-02 16:59:07.748000+00:00,no,train,no,True,86.0,0.865,52.252,settlement_win,,,,True,24.0,train,no,True,86.0,0.865,52.252,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY021315-15,2026-05-02 17:06:08.476000+00:00,no,train,no,True,82.0,0.8290365146369649,531.524,settlement_win,,,,True,31.0,train,no,True,82.0,0.8290365146369649,531.524,settlement_win,,,,True,31.0,0.0,0.0
KXBTC15M-26MAY020445-45,2026-05-02 08:35:12.255000+00:00,yes,train,yes,True,80.0,0.8065259390884056,587.745,settlement_win,,,,True,35.0,train,yes,True,80.0,0.8065259390884056,587.745,settlement_win,,,,True,35.0,0.0,0.0
KXBTC15M-26MAY020500-00,2026-05-02 08:54:13.972000+00:00,yes,train,no,False,77.0,0.772699449916458,346.028,probability_reduce,2026-05-02 08:55:14.065000+00:00,43.0,0.333000704954575,False,-77.0,train,no,False,77.0,0.772699449916458,346.028,probability_reduce,2026-05-02 08:55:14.065000+00:00,43.0,0.333000704954575,False,-77.0,0.0,0.0
KXBTC15M-26MAY020515-15,2026-05-02 09:05:45.006000+00:00,no,train,no,True,62.0,0.6572379322002813,554.994,probability_reduce,2026-05-02 09:11:00.438000+00:00,46.0,0.5073595753435463,False,-42.0,train,no,True,62.0,0.6572379322002813,554.994,probability_reduce,2026-05-02 09:11:00.438000+00:00,46.0,0.5073595753435463,False,-42.0,0.0,0.0
KXBTC15M-26MAY020530-30,2026-05-02 09:22:46.472000+00:00,yes,train,yes,True,86.0,0.8602799879414383,433.528,settlement_win,,,,True,24.0,train,yes,True,86.0,0.8602799879414383,433.528,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY021430-30,2026-05-02 18:21:59.838000+00:00,yes,train,yes,True,94.0,0.9505510020862046,480.162,settlement_win,,,,True,9.0,train,yes,True,94.0,0.9505510020862046,480.162,settlement_win,,,,True,9.0,0.0,0.0
KXBTC15M-26MAY021445-45,2026-05-02 18:37:01.392000+00:00,yes,train,yes,True,95.0,0.9602831624611552,478.608,settlement_win,,,,True,7.0,train,yes,True,95.0,0.9602831624611552,478.608,settlement_win,,,,True,7.0,0.0,0.0
KXBTC15M-26MAY021500-00,2026-05-02 18:52:18.324000+00:00,yes,train,yes,True,87.0,0.8893574053623057,461.676,settlement_win,,,,True,22.0,train,yes,True,87.0,0.8893574053623057,461.676,settlement_win,,,,True,22.0,0.0,0.0
KXBTC15M-26MAY021515-15,2026-05-02 19:06:04.600000+00:00,no,train,yes,False,66.0,0.6682856937724573,535.4,probability_reduce,2026-05-02 19:10:05.015000+00:00,42.0,0.417937840280335,False,-58.0,train,yes,False,66.0,0.6682856937724573,535.4,probability_reduce,2026-05-02 19:10:05.015000+00:00,42.0,0.417937840280335,False,-58.0,0.0,0.0
KXBTC15M-26MAY021530-30,2026-05-02 19:24:06.565000+00:00,no,train,no,True,95.0,0.9710189235449421,353.435,settlement_win,,,,True,7.0,train,no,True,95.0,0.9710189235449421,353.435,settlement_win,,,,True,7.0,0.0,0.0
KXBTC15M-26MAY021545-45,2026-05-02 19:42:08.289000+00:00,yes,train,yes,True,99.0,0.9927544030040766,171.711,settlement_win,,,,True,-1.0,train,yes,True,99.0,0.9927544030040766,171.711,settlement_win,,,,True,-1.0,0.0,0.0
KXBTC15M-26MAY021600-00,2026-05-02 19:50:39.063000+00:00,no,train,no,True,62.0,0.6538487763853427,560.937,settlement_win,,,,True,70.0,train,no,True,62.0,0.6538487763853427,560.937,settlement_win,,,,True,70.0,0.0,0.0
KXBTC15M-26MAY021645-45,2026-05-02 20:40:14.345000+00:00,yes,train,yes,True,96.0,0.9773525696809005,285.655,settlement_win,,,,True,5.0,train,yes,True,96.0,0.9773525696809005,285.655,settlement_win,,,,True,5.0,0.0,0.0
KXBTC15M-26MAY021700-00,2026-05-02 20:53:00.865000+00:00,yes,train,yes,True,83.0,0.8338805444298588,419.135,settlement_win,,,,True,30.0,train,yes,True,83.0,0.8338805444298588,419.135,settlement_win,,,,True,30.0,0.0,0.0
KXBTC15M-26MAY021715-15,2026-05-02 21:05:02.138000+00:00,yes,train,no,False,83.0,0.8383636765922037,597.862,settlement_loss,,,,True,-170.0,train,no,False,83.0,0.8383636765922037,597.862,settlement_loss,,,,True,-170.0,0.0,0.0
KXBTC15M-26MAY021730-30,2026-05-02 21:20:48.754000+00:00,yes,train,yes,True,83.0,0.8401161955920541,551.246,settlement_win,,,,True,30.0,train,yes,True,83.0,0.8401161955920541,551.246,settlement_win,,,,True,30.0,0.0,0.0
KXBTC15M-26MAY021745-45,2026-05-02 21:35:05.390000+00:00,yes,train,yes,True,89.0,0.9007568675553632,594.61,settlement_win,,,,True,18.0,train,yes,True,89.0,0.9007568675553632,594.61,settlement_win,,,,True,18.0,0.0,0.0
KXBTC15M-26MAY020845-45,2026-05-02 12:36:05.117000+00:00,no,train,no,True,69.0,0.7175871088683596,534.883,settlement_win,,,,True,57.0,train,no,True,69.0,0.7175871088683596,534.883,settlement_win,,,,True,57.0,0.0,0.0
KXBTC15M-26MAY020900-00,2026-05-02 12:52:06.570000+00:00,no,train,no,True,62.0,0.6826001975885577,473.43,settlement_win,,,,True,70.0,train,no,True,62.0,0.6826001975885577,473.43,settlement_win,,,,True,70.0,0.0,0.0
KXBTC15M-26MAY020915-15,2026-05-02 13:06:08.053000+00:00,yes,train,yes,True,97.0,0.9934500883160754,531.947,settlement_win,,,,True,3.0,train,yes,True,97.0,0.9934500883160754,531.947,settlement_win,,,,True,3.0,0.0,0.0
KXBTC15M-26MAY020930-30,2026-05-02 13:20:09.554000+00:00,no,train,no,True,92.0,0.9703240671712389,590.446,settlement_win,,,,True,12.0,train,no,True,92.0,0.9703240671712389,590.446,settlement_win,,,,True,12.0,0.0,0.0
KXBTC15M-26MAY021900-00,2026-05-02 22:50:11.965000+00:00,yes,train,yes,True,83.0,0.8433930364691079,588.035,settlement_win,,,,True,30.0,train,yes,True,83.0,0.8433930364691079,588.035,settlement_win,,,,True,30.0,0.0,0.0
KXBTC15M-26MAY021915-15,2026-05-02 23:05:13.181000+00:00,no,train,no,True,86.0,0.8802061897432523,586.819,settlement_win,,,,True,24.0,train,no,True,86.0,0.8802061897432523,586.819,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY021930-30,2026-05-02 23:27:00.136000+00:00,yes,train,yes,True,93.0,0.9558427143184396,179.864,settlement_win,,,,True,11.0,train,yes,True,93.0,0.9558427143184396,179.864,settlement_win,,,,True,11.0,0.0,0.0
KXBTC15M-26MAY021945-45,2026-05-02 23:37:46.146000+00:00,no,train,no,True,82.0,0.8677968022902578,433.854,settlement_win,,,,True,31.0,train,no,True,82.0,0.8677968022902578,433.854,settlement_win,,,,True,31.0,0.0,0.0
KXBTC15M-26MAY022000-00,2026-05-02 23:58:03.194000+00:00,no,train,no,True,94.0,0.94,116.806,settlement_win,,,,True,9.0,train,no,True,94.0,0.94,116.806,settlement_win,,,,True,9.0,0.0,0.0
KXBTC15M-26MAY022015-15,2026-05-03 00:05:03.741000+00:00,yes,train,no,False,68.0,0.6945058611489203,596.259,probability_reduce,2026-05-03 00:08:04.194000+00:00,18.0,0.16696348128375327,False,-109.0,train,no,False,68.0,0.6945058611489203,596.259,probability_reduce,2026-05-03 00:08:04.194000+00:00,18.0,0.16696348128375327,False,-109.0,0.0,0.0
KXBTC15M-26MAY022230-30,2026-05-03 02:24:43.129000+00:00,no,train,no,True,91.0,0.91,316.871,settlement_win,,,,True,14.0,train,no,True,91.0,0.91,316.871,settlement_win,,,,True,14.0,0.0,0.0
KXBTC15M-26MAY022245-45,2026-05-03 02:35:14.069000+00:00,yes,train,yes,True,79.0,0.8136154163101263,585.931,settlement_win,,,,True,37.0,train,yes,True,79.0,0.8136154163101263,585.931,settlement_win,,,,True,37.0,0.0,0.0
KXBTC15M-26MAY022300-00,2026-05-03 02:53:30.252000+00:00,yes,train,yes,True,93.0,0.940892839120309,389.748,settlement_win,,,,True,11.0,train,yes,True,93.0,0.940892839120309,389.748,settlement_win,,,,True,11.0,0.0,0.0
KXBTC15M-26MAY022315-15,2026-05-03 03:08:31.476000+00:00,no,train,no,True,58.0,0.6844410938520691,388.524,probability_reduce,2026-05-03 03:10:01.585000+00:00,48.0,0.5011281557977426,False,-30.0,train,no,True,58.0,0.6844410938520691,388.524,probability_reduce,2026-05-03 03:10:01.585000+00:00,48.0,0.5011281557977426,False,-30.0,0.0,0.0
KXBTC15M-26MAY022345-45,2026-05-03 03:36:18.785000+00:00,yes,train,yes,True,90.0,0.9205171903471644,521.215,settlement_win,,,,True,16.0,train,yes,True,90.0,0.9205171903471644,521.215,settlement_win,,,,True,16.0,0.0,0.0
KXBTC15M-26MAY021330-30,2026-05-02 17:29:10.382000+00:00,yes,train,yes,True,77.0,0.7713743241183149,49.618,settlement_win,,,,True,41.0,train,yes,True,77.0,0.7713743241183149,49.618,settlement_win,,,,True,41.0,0.0,0.0
KXBTC15M-26MAY021345-45,2026-05-02 17:37:41.091000+00:00,yes,train,no,False,86.0,0.8762227083457708,438.909,probability_reduce,2026-05-02 17:42:11.393000+00:00,49.0,0.475,False,-82.0,train,no,False,86.0,0.8762227083457708,438.909,probability_reduce,2026-05-02 17:42:11.393000+00:00,49.0,0.475,False,-82.0,0.0,0.0
KXBTC15M-26MAY021400-00,2026-05-02 17:52:12.178000+00:00,no,train,no,True,86.0,0.8749454749177961,467.822,settlement_win,,,,True,24.0,train,no,True,86.0,0.8749454749177961,467.822,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY021415-15,2026-05-02 18:05:13.420000+00:00,no,train,no,True,86.0,0.9078335866194335,586.58,settlement_win,,,,True,24.0,train,no,True,86.0,0.9078335866194335,586.58,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY030100-00,2026-05-03 04:52:56.372000+00:00,no,train,no,True,70.0,0.7386913942336203,423.628,settlement_win,,,,True,55.0,train,no,True,70.0,0.7386913942336203,423.628,settlement_win,,,,True,55.0,0.0,0.0
KXBTC15M-26MAY030115-15,2026-05-03 05:11:28.608000+00:00,yes,train,yes,True,99.0,0.994325586605112,211.392,settlement_win,,,,True,-1.0,train,yes,True,99.0,0.994325586605112,211.392,settlement_win,,,,True,-1.0,0.0,0.0
KXBTC15M-26MAY030130-30,2026-05-03 05:29:00.240000+00:00,no,train,no,True,99.0,0.9933566546039576,59.76,settlement_win,,,,True,-1.0,train,no,True,99.0,0.9933566546039576,59.76,settlement_win,,,,True,-1.0,0.0,0.0
KXBTC15M-26MAY030145-45,2026-05-03 05:44:16.510000+00:00,no,train,no,True,98.0,0.9824224598827404,43.49,settlement_win,,,,True,1.0,train,no,True,98.0,0.9824224598827404,43.49,settlement_win,,,,True,1.0,0.0,0.0
KXBTC15M-26MAY030215-15,2026-05-03 06:10:18.859000+00:00,no,train,no,True,97.0,0.9860108600806666,281.141,settlement_win,,,,True,3.0,train,no,True,97.0,0.9860108600806666,281.141,settlement_win,,,,True,3.0,0.0,0.0
KXBTC15M-26MAY030230-30,2026-05-03 06:27:50.664000+00:00,no,train,no,True,99.0,0.9918452111970484,129.336,settlement_win,,,,True,-1.0,train,no,True,99.0,0.9918452111970484,129.336,settlement_win,,,,True,-1.0,0.0,0.0
KXBTC15M-26MAY030245-45,2026-05-03 06:41:37.156000+00:00,yes,train,yes,True,86.0,0.927492696688016,202.844,settlement_win,,,,True,24.0,train,yes,True,86.0,0.927492696688016,202.844,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY030300-00,2026-05-03 06:53:08.118000+00:00,yes,train,yes,True,99.0,0.9937354906130572,411.882,settlement_win,,,,True,-1.0,train,yes,True,99.0,0.9937354906130572,411.882,settlement_win,,,,True,-1.0,0.0,0.0
KXBTC15M-26MAY030315-15,2026-05-03 07:07:09.545000+00:00,yes,train,yes,True,98.0,0.9917689574018568,470.455,settlement_win,,,,True,1.0,train,yes,True,98.0,0.9917689574018568,470.455,settlement_win,,,,True,1.0,0.0,0.0
KXBTC15M-26MAY030330-30,2026-05-03 07:25:26.232000+00:00,yes,train,yes,True,93.0,0.9453100648326912,273.768,settlement_win,,,,True,11.0,train,yes,True,93.0,0.9453100648326912,273.768,settlement_win,,,,True,11.0,0.0,0.0
KXBTC15M-26MAY030345-45,2026-05-03 07:41:27.681000+00:00,yes,train,yes,True,69.0,0.6901942079254128,212.319,settlement_win,,,,True,57.0,train,yes,True,69.0,0.6901942079254128,212.319,settlement_win,,,,True,57.0,0.0,0.0
KXBTC15M-26MAY030400-00,2026-05-03 07:51:13.686000+00:00,no,train,no,True,79.0,0.794868331652606,526.314,settlement_win,,,,True,37.0,train,no,True,79.0,0.794868331652606,526.314,settlement_win,,,,True,37.0,0.0,0.0
KXBTC15M-26MAY021800-00,2026-05-02 21:55:07.409000+00:00,no,train,no,True,73.0,0.7323987434725825,292.591,settlement_win,,,,True,49.0,train,no,True,73.0,0.7323987434725825,292.591,settlement_win,,,,True,49.0,0.0,0.0
KXBTC15M-26MAY021815-15,2026-05-02 22:14:09.245000+00:00,yes,train,yes,True,98.0,0.9938850073722398,50.755,settlement_win,,,,True,1.0,train,yes,True,98.0,0.9938850073722398,50.755,settlement_win,,,,True,1.0,0.0,0.0
KXBTC15M-26MAY021830-30,2026-05-02 22:21:39.693000+00:00,no,train,no,True,86.0,0.8981603576893527,500.307,settlement_win,,,,True,24.0,train,no,True,86.0,0.8981603576893527,500.307,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY021845-45,2026-05-02 22:36:55.911000+00:00,yes,train,yes,True,92.0,0.9444903928163948,484.089,settlement_win,,,,True,12.0,train,yes,True,92.0,0.9444903928163948,484.089,settlement_win,,,,True,12.0,0.0,0.0
KXBTC15M-26MAY030515-15,2026-05-03 09:08:06.075000+00:00,yes,train,yes,True,69.0,0.6991635928947312,413.925,settlement_win,,,,True,57.0,train,yes,True,69.0,0.6991635928947312,413.925,settlement_win,,,,True,57.0,0.0,0.0
KXBTC15M-26MAY030530-30,2026-05-03 09:24:07.704000+00:00,yes,train,yes,True,97.0,0.9878234156529996,352.296,settlement_win,,,,True,3.0,train,yes,True,97.0,0.9878234156529996,352.296,settlement_win,,,,True,3.0,0.0,0.0
KXBTC15M-26MAY030545-45,2026-05-03 09:36:23.935000+00:00,yes,train,yes,True,65.0,0.665,516.065,settlement_win,,,,True,64.0,train,yes,True,65.0,0.665,516.065,settlement_win,,,,True,64.0,0.0,0.0
KXBTC15M-26MAY030600-00,2026-05-03 09:53:55.568000+00:00,yes,train,yes,True,43.0,0.6536471970031539,364.432,probability_reduce,2026-05-03 09:54:25.599000+00:00,58.0,0.4667746711471531,False,20.0,train,yes,True,43.0,0.6536471970031539,364.432,probability_reduce,2026-05-03 09:54:25.599000+00:00,58.0,0.4667746711471531,False,20.0,0.0,0.0
