market,entry_dt,side,split_base,outcome_base,win_base,entry_ask_cents_base,entry_p_side_base,entry_seconds_to_close_base,exit_type_base,exit_dt_base,exit_bid_cents_base,exit_p_side_base,settled_base,fee_1c_cents_base,split_asym,outcome_asym,win_asym,entry_ask_cents_asym,entry_p_side_asym,entry_seconds_to_close_asym,exit_type_asym,exit_dt_asym,exit_bid_cents_asym,exit_p_side_asym,settled_asym,fee_1c_cents_asym,delta_fee_1c_cents,abs_delta_fee_1c_cents
KXBTC15M-26MAY030615-15,2026-05-03 10:05:11.591000+00:00,no,train,no,True,88.0,0.9215683166909121,588.409,settlement_win,,,,True,20.0,train,no,True,88.0,0.9215683166909121,588.409,settlement_win,,,,True,20.0,0.0,0.0
KXBTC15M-26MAY030630-30,2026-05-03 10:22:58.509000+00:00,no,train,no,True,65.0,0.6521099254189822,421.491,settlement_win,,,,True,64.0,train,no,True,65.0,0.6521099254189822,421.491,settlement_win,,,,True,64.0,0.0,0.0
KXBTC15M-26MAY030645-45,2026-05-03 10:35:14.513000+00:00,yes,train,yes,True,78.0,0.8520210332070688,585.487,settlement_win,,,,True,39.0,train,yes,True,78.0,0.8520210332070688,585.487,settlement_win,,,,True,39.0,0.0,0.0
KXBTC15M-26MAY030700-00,2026-05-03 10:51:30.935000+00:00,no,train,no,True,83.0,0.8380266196978237,509.065,settlement_win,,,,True,30.0,train,no,True,83.0,0.8380266196978237,509.065,settlement_win,,,,True,30.0,0.0,0.0
KXBTC15M-26MAY030730-30,2026-05-03 11:29:34.751000+00:00,no,train,no,True,99.0,0.99,25.249,settlement_win,,,,True,-1.0,train,no,True,99.0,0.99,25.249,settlement_win,,,,True,-1.0,0.0,0.0
KXBTC15M-26MAY030745-45,2026-05-03 11:35:05.237000+00:00,yes,train,yes,True,90.0,0.9377315875778984,594.763,settlement_win,,,,True,16.0,train,yes,True,90.0,0.9377315875778984,594.763,settlement_win,,,,True,16.0,0.0,0.0
KXBTC15M-26MAY030800-00,2026-05-03 11:51:06.609000+00:00,yes,train,no,False,66.0,0.6637354753588258,533.391,probability_reduce,2026-05-03 11:55:22.042000+00:00,42.0,0.4384650779854678,False,-58.0,train,no,False,66.0,0.6637354753588258,533.391,probability_reduce,2026-05-03 11:55:22.042000+00:00,42.0,0.4384650779854678,False,-58.0,0.0,0.0
KXBTC15M-26MAY030815-15,2026-05-03 12:05:07.967000+00:00,yes,train,yes,True,89.0,0.905,592.033,settlement_win,,,,True,18.0,train,yes,True,89.0,0.905,592.033,settlement_win,,,,True,18.0,0.0,0.0
KXBTC15M-26MAY030000-00,2026-05-03 03:53:20.641000+00:00,yes,train,yes,True,94.0,0.9584950321690392,399.359,settlement_win,,,,True,9.0,train,yes,True,94.0,0.9584950321690392,399.359,settlement_win,,,,True,9.0,0.0,0.0
KXBTC15M-26MAY030015-15,2026-05-03 04:10:37.270000+00:00,no,train,no,True,98.0,0.9897639667547616,262.73,settlement_win,,,,True,1.0,train,no,True,98.0,0.9897639667547616,262.73,settlement_win,,,,True,1.0,0.0,0.0
KXBTC15M-26MAY030030-30,2026-05-03 04:25:53.675000+00:00,yes,train,yes,True,97.0,0.979151252665466,246.325,settlement_win,,,,True,3.0,train,yes,True,97.0,0.979151252665466,246.325,settlement_win,,,,True,3.0,0.0,0.0
KXBTC15M-26MAY030045-45,2026-05-03 04:36:54.688000+00:00,no,train,no,True,67.0,0.6884500870961896,485.312,settlement_win,,,,True,60.0,train,no,True,67.0,0.6884500870961896,485.312,settlement_win,,,,True,60.0,0.0,0.0
KXBTC15M-26MAY030915-15,2026-05-03 13:06:13.860000+00:00,no,validation,yes,False,64.0,0.6769068769456719,526.14,probability_reduce,2026-05-03 13:10:14.254000+00:00,34.0,0.4190250954252538,False,-70.0,validation,yes,False,64.0,0.6769068769456719,526.14,probability_reduce,2026-05-03 13:10:14.254000+00:00,34.0,0.4190250954252538,False,-70.0,0.0,0.0
KXBTC15M-26MAY030930-30,2026-05-03 13:20:14.969000+00:00,no,validation,no,True,90.0,0.952430541338285,585.031,settlement_win,,,,True,16.0,validation,no,True,90.0,0.952430541338285,585.031,settlement_win,,,,True,16.0,0.0,0.0
KXBTC15M-26MAY030945-45,2026-05-03 13:37:01.482000+00:00,yes,validation,no,False,87.0,0.8713378116015885,478.518,probability_reduce,2026-05-03 13:42:46.921000+00:00,13.0,0.18931935852419945,False,-154.0,validation,no,False,87.0,0.8713378116015885,478.518,probability_reduce,2026-05-03 13:42:46.921000+00:00,13.0,0.18931935852419945,False,-154.0,0.0,0.0
KXBTC15M-26MAY031000-00,2026-05-03 13:51:02.647000+00:00,yes,validation,yes,True,79.0,0.796811795240948,537.353,settlement_win,,,,True,37.0,validation,yes,True,79.0,0.796811795240948,537.353,settlement_win,,,,True,37.0,0.0,0.0
KXBTC15M-26MAY031015-15,2026-05-03 14:05:03.943000+00:00,yes,validation,yes,True,77.0,0.7800367120912501,596.057,settlement_win,,,,True,41.0,validation,yes,True,77.0,0.7800367120912501,596.057,settlement_win,,,,True,41.0,0.0,0.0
KXBTC15M-26MAY031030-30,2026-05-03 14:20:05.298000+00:00,no,validation,no,True,78.0,0.8014339892272543,594.702,settlement_win,,,,True,39.0,validation,no,True,78.0,0.8014339892272543,594.702,settlement_win,,,,True,39.0,0.0,0.0
KXBTC15M-26MAY031100-00,2026-05-03 14:50:23.337000+00:00,no,validation,yes,False,56.0,0.7807098437191367,576.663,probability_reduce,2026-05-03 14:52:08.517000+00:00,42.0,0.4002207598764803,False,-38.0,validation,yes,False,56.0,0.7807098437191367,576.663,probability_reduce,2026-05-03 14:52:08.517000+00:00,42.0,0.4002207598764803,False,-38.0,0.0,0.0
KXBTC15M-26MAY031115-15,2026-05-03 15:05:09.567000+00:00,yes,validation,no,False,81.0,0.8525058986607406,590.433,probability_reduce,2026-05-03 15:11:10.230000+00:00,70.0,0.39880345797987826,False,-30.0,validation,no,False,81.0,0.8525058986607406,590.433,probability_reduce,2026-05-03 15:11:10.230000+00:00,70.0,0.39880345797987826,False,-30.0,0.0,0.0
KXBTC15M-26MAY031130-30,2026-05-03 15:28:41.964000+00:00,yes,validation,yes,True,92.0,0.92,78.036,settlement_win,,,,True,12.0,validation,yes,True,92.0,0.92,78.036,settlement_win,,,,True,12.0,0.0,0.0
KXBTC15M-26MAY031145-45,2026-05-03 15:35:12.649000+00:00,no,validation,no,True,77.0,0.7808687139052659,587.351,settlement_win,,,,True,41.0,validation,no,True,77.0,0.7808687139052659,587.351,settlement_win,,,,True,41.0,0.0,0.0
KXBTC15M-26MAY031200-00,2026-05-03 15:50:14.128000+00:00,no,validation,no,True,80.0,0.8194217387428482,585.872,settlement_win,,,,True,35.0,validation,no,True,80.0,0.8194217387428482,585.872,settlement_win,,,,True,35.0,0.0,0.0
KXBTC15M-26MAY031215-15,2026-05-03 16:05:15.801000+00:00,yes,validation,no,False,63.0,0.7438101710779936,584.199,probability_reduce,2026-05-03 16:06:00.842000+00:00,56.0,0.5136237453763812,False,-24.0,validation,no,False,63.0,0.7438101710779936,584.199,probability_reduce,2026-05-03 16:06:00.842000+00:00,56.0,0.5136237453763812,False,-24.0,0.0,0.0
KXBTC15M-26MAY030415-15,2026-05-03 08:06:14.950000+00:00,yes,train,yes,True,96.0,0.9848989112792548,525.05,settlement_win,,,,True,5.0,train,yes,True,96.0,0.9848989112792548,525.05,settlement_win,,,,True,5.0,0.0,0.0
KXBTC15M-26MAY030430-30,2026-05-03 08:28:02.079000+00:00,no,train,no,True,98.0,0.98,117.921,settlement_win,,,,True,1.0,train,no,True,98.0,0.98,117.921,settlement_win,,,,True,1.0,0.0,0.0
KXBTC15M-26MAY030445-45,2026-05-03 08:35:03.022000+00:00,no,train,yes,False,80.0,0.808338241761346,596.978,probability_reduce,2026-05-03 08:37:03.194000+00:00,50.0,0.5179315633057533,False,-69.0,train,yes,False,80.0,0.808338241761346,596.978,probability_reduce,2026-05-03 08:37:03.194000+00:00,50.0,0.5179315633057533,False,-69.0,0.0,0.0
KXBTC15M-26MAY030500-00,2026-05-03 08:54:04.881000+00:00,no,train,no,True,69.0,0.6944434710174336,355.119,settlement_win,,,,True,57.0,train,no,True,69.0,0.6944434710174336,355.119,settlement_win,,,,True,57.0,0.0,0.0
KXBTC15M-26MAY031330-30,2026-05-03 17:20:23.371000+00:00,yes,validation,yes,True,78.0,0.8141307836945662,576.629,settlement_win,,,,True,39.0,validation,yes,True,78.0,0.8141307836945662,576.629,settlement_win,,,,True,39.0,0.0,0.0
KXBTC15M-26MAY031345-45,2026-05-03 17:36:24.547000+00:00,yes,validation,yes,True,87.0,0.9356713764334248,515.453,settlement_win,,,,True,22.0,validation,yes,True,87.0,0.9356713764334248,515.453,settlement_win,,,,True,22.0,0.0,0.0
KXBTC15M-26MAY031400-00,2026-05-03 17:51:10.643000+00:00,no,validation,no,True,86.0,0.8927321514056226,529.357,settlement_win,,,,True,24.0,validation,no,True,86.0,0.8927321514056226,529.357,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY031415-15,2026-05-03 18:05:11.930000+00:00,no,validation,no,True,88.0,0.8846497898917958,588.07,settlement_win,,,,True,20.0,validation,no,True,88.0,0.8846497898917958,588.07,settlement_win,,,,True,20.0,0.0,0.0
KXBTC15M-26MAY031430-30,2026-05-03 18:20:28.318000+00:00,yes,validation,yes,True,66.0,0.6636350465815671,571.682,settlement_win,,,,True,62.0,validation,yes,True,66.0,0.6636350465815671,571.682,settlement_win,,,,True,62.0,0.0,0.0
KXBTC15M-26MAY031445-45,2026-05-03 18:40:00.137000+00:00,no,validation,no,True,98.0,0.987011265910887,299.863,settlement_win,,,,True,1.0,validation,no,True,98.0,0.987011265910887,299.863,settlement_win,,,,True,1.0,0.0,0.0
KXBTC15M-26MAY031500-00,2026-05-03 18:52:16.315000+00:00,yes,validation,yes,True,94.0,0.9566027806745494,463.685,settlement_win,,,,True,9.0,validation,yes,True,94.0,0.9566027806745494,463.685,settlement_win,,,,True,9.0,0.0,0.0
KXBTC15M-26MAY010200-00,2026-05-01 05:51:17.698000+00:00,yes,train,yes,True,61.0,0.6809022013323286,522.302,settlement_win,,,,True,72.0,train,yes,True,61.0,0.6809022013323286,522.302,settlement_win,,,,True,72.0,0.0,0.0
KXBTC15M-26MAY031545-45,2026-05-03 19:35:05.285000+00:00,yes,validation,yes,True,98.0,0.9926932196271367,594.715,settlement_win,,,,True,1.0,validation,yes,True,98.0,0.9926932196271367,594.715,settlement_win,,,,True,1.0,0.0,0.0
KXBTC15M-26MAY031600-00,2026-05-03 19:51:52.123000+00:00,no,validation,no,True,67.0,0.6823206155042688,487.877,settlement_win,,,,True,60.0,validation,no,True,67.0,0.6823206155042688,487.877,settlement_win,,,,True,60.0,0.0,0.0
KXBTC15M-26MAY031615-15,2026-05-03 20:08:17.053000+00:00,no,validation,no,True,88.0,0.901278492729541,402.947,settlement_win,,,,True,20.0,validation,no,True,88.0,0.901278492729541,402.947,settlement_win,,,,True,20.0,0.0,0.0
KXBTC15M-26MAY031630-30,2026-05-03 20:20:03.227000+00:00,yes,validation,yes,True,84.0,0.8553531408388849,596.773,settlement_win,,,,True,28.0,validation,yes,True,84.0,0.8553531408388849,596.773,settlement_win,,,,True,28.0,0.0,0.0
KXBTC15M-26MAY031645-45,2026-05-03 20:36:04.672000+00:00,yes,validation,yes,True,97.0,0.9964035736773744,535.328,settlement_win,,,,True,3.0,validation,yes,True,97.0,0.9964035736773744,535.328,settlement_win,,,,True,3.0,0.0,0.0
KXBTC15M-26MAY030830-30,2026-05-03 12:20:09.389000+00:00,no,train,no,True,86.0,0.9306551708973722,590.611,settlement_win,,,,True,24.0,train,no,True,86.0,0.9306551708973722,590.611,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY030845-45,2026-05-03 12:35:10.810000+00:00,no,validation,no,True,86.0,0.8639351411362143,589.19,settlement_win,,,,True,24.0,validation,no,True,86.0,0.8639351411362143,589.19,settlement_win,,,,True,24.0,0.0,0.0
KXBTC15M-26MAY030900-00,2026-05-03 12:50:12.440000+00:00,yes,validation,no,False,71.0,0.7591725235228095,587.56,probability_reduce,2026-05-03 12:55:12.889000+00:00,39.0,0.4521733362816139,False,-73.0,validation,no,False,71.0,0.7591725235228095,587.56,probability_reduce,2026-05-03 12:55:12.889000+00:00,39.0,0.4521733362816139,False,-73.0,0.0,0.0
KXBTC15M-26MAY031745-45,2026-05-03 21:38:25.453000+00:00,no,validation,no,True,91.0,0.91,394.547,settlement_win,,,,True,14.0,validation,no,True,91.0,0.91,394.547,settlement_win,,,,True,14.0,0.0,0.0
KXBTC15M-26MAY031800-00,2026-05-03 21:50:11.320000+00:00,no,validation,yes,False,64.0,0.6688934412049482,588.68,probability_reduce,2026-05-03 21:51:11.447000+00:00,46.0,0.39944675288968257,False,-46.0,validation,yes,False,64.0,0.6688934412049482,588.68,probability_reduce,2026-05-03 21:51:11.447000+00:00,46.0,0.39944675288968257,False,-46.0,0.0,0.0
KXBTC15M-26MAY031815-15,2026-05-03 22:05:12.467000+00:00,yes,validation,yes,True,94.0,0.9981870306450116,587.533,settlement_win,,,,True,9.0,validation,yes,True,94.0,0.9981870306450116,587.533,settlement_win,,,,True,9.0,0.0,0.0
KXBTC15M-26MAY031830-30,2026-05-03 22:20:13.988000+00:00,no,validation,no,True,76.0,0.821612664680925,586.012,settlement_win,,,,True,43.0,validation,no,True,76.0,0.821612664680925,586.012,settlement_win,,,,True,43.0,0.0,0.0
KXBTC15M-26MAY031845-45,2026-05-03 22:37:15.324000+00:00,yes,validation,yes,True,65.0,0.6774899998158932,464.676,settlement_win,,,,True,64.0,validation,yes,True,65.0,0.6774899998158932,464.676,settlement_win,,,,True,64.0,0.0,0.0
KXBTC15M-26MAY031900-00,2026-05-03 22:50:01.430000+00:00,yes,validation,no,False,69.0,0.7083753116427794,598.57,probability_reduce,2026-05-03 22:52:01.588000+00:00,28.0,0.31999999999999995,False,-90.0,validation,no,False,69.0,0.7083753116427794,598.57,probability_reduce,2026-05-03 22:52:01.588000+00:00,28.0,0.31999999999999995,False,-90.0,0.0,0.0
KXBTC15M-26MAY031915-15,2026-05-03 23:05:02.854000+00:00,yes,validation,no,False,76.0,0.7808401735561964,597.146,probability_reduce,2026-05-03 23:08:03.075000+00:00,48.0,0.49021568814937,False,-65.0,validation,no,False,76.0,0.7808401735561964,597.146,probability_reduce,2026-05-03 23:08:03.075000+00:00,48.0,0.49021568814937,False,-65.0,0.0,0.0
KXBTC15M-26MAY031930-30,2026-05-03 23:20:04.233000+00:00,no,validation,no,True,85.0,0.8511187609143678,595.767,settlement_win,,,,True,26.0,validation,no,True,85.0,0.8511187609143678,595.767,settlement_win,,,,True,26.0,0.0,0.0
KXBTC15M-26MAY042330-30,2026-05-05 03:21:27.092000+00:00,yes,holdout,yes,True,93.0,0.9568627218858144,512.908,settlement_win,,,,True,11.0,holdout,yes,True,93.0,0.9568627218858144,512.908,settlement_win,,,,True,11.0,0.0,0.0
KXBTC15M-26MAY032000-00,2026-05-03 23:51:06.840000+00:00,no,validation,no,True,75.0,0.7578832379581697,533.16,settlement_win,,,,True,45.0,validation,no,True,75.0,0.7578832379581697,533.16,settlement_win,,,,True,45.0,0.0,0.0
KXBTC15M-26MAY032015-15,2026-05-04 00:05:08.313000+00:00,no,validation,no,True,72.0,0.7807146133376215,591.687,settlement_win,,,,True,51.0,validation,no,True,72.0,0.7807146133376215,591.687,settlement_win,,,,True,51.0,0.0,0.0
KXBTC15M-26MAY032030-30,2026-05-04 00:20:09.562000+00:00,no,validation,no,True,72.0,0.7379741160685871,590.438,settlement_win,,,,True,51.0,validation,no,True,72.0,0.7379741160685871,590.438,settlement_win,,,,True,51.0,0.0,0.0
KXBTC15M-26MAY032045-45,2026-05-04 00:38:26.191000+00:00,no,validation,no,True,76.0,0.7667262524926702,393.809,settlement_win,,,,True,43.0,validation,no,True,76.0,0.7667262524926702,393.809,settlement_win,,,,True,43.0,0.0,0.0
KXBTC15M-26MAY031245-45,2026-05-03 16:35:48.865000+00:00,yes,validation,yes,True,95.0,0.961182676657972,551.135,settlement_win,,,,True,7.0,validation,yes,True,95.0,0.961182676657972,551.135,settlement_win,,,,True,7.0,0.0,0.0
KXBTC15M-26MAY031300-00,2026-05-03 16:53:20.551000+00:00,no,validation,no,True,65.0,0.7045768282153873,399.449,settlement_win,,,,True,64.0,validation,no,True,65.0,0.7045768282153873,399.449,settlement_win,,,,True,64.0,0.0,0.0
KXBTC15M-26MAY031315-15,2026-05-03 17:05:06.495000+00:00,no,validation,yes,False,93.0,0.9461607782404964,593.505,probability_reduce,2026-05-03 17:11:07.157000+00:00,34.0,0.346393914975065,False,-125.0,validation,yes,False,93.0,0.9461607782404964,593.505,probability_reduce,2026-05-03 17:11:07.157000+00:00,34.0,0.346393914975065,False,-125.0,0.0,0.0
KXBTC15M-26MAY032145-45,2026-05-04 01:35:01.695000+00:00,yes,validation,yes,True,97.0,0.9971785544241696,598.305,settlement_win,,,,True,3.0,validation,yes,True,97.0,0.9971785544241696,598.305,settlement_win,,,,True,3.0,0.0,0.0
KXBTC15M-26MAY032200-00,2026-05-04 01:50:03.054000+00:00,yes,validation,yes,True,90.0,0.9266942005139308,596.946,settlement_win,,,,True,16.0,validation,yes,True,90.0,0.9266942005139308,596.946,settlement_win,,,,True,16.0,0.0,0.0
KXBTC15M-26MAY032215-15,2026-05-04 02:08:04.805000+00:00,yes,validation,yes,True,79.0,0.8,415.195,settlement_win,,,,True,37.0,validation,yes,True,79.0,0.8,415.195,settlement_win,,,,True,37.0,0.0,0.0
KXBTC15M-26MAY032230-30,2026-05-04 02:20:05.965000+00:00,no,validation,no,True,65.0,0.6595239628153581,594.035,settlement_win,,,,True,64.0,validation,no,True,65.0,0.6595239628153581,594.035,settlement_win,,,,True,64.0,0.0,0.0
KXBTC15M-26MAY032300-00,2026-05-04 02:56:09.241000+00:00,yes,validation,yes,True,96.0,0.9872385527803148,230.759,settlement_win,,,,True,5.0,validation,yes,True,96.0,0.9872385527803148,230.759,settlement_win,,,,True,5.0,0.0,0.0
KXBTC15M-26MAY032315-15,2026-05-04 03:05:10.145000+00:00,no,validation,yes,False,72.0,0.7890370536215848,589.855,probability_reduce,2026-05-04 03:09:10.387000+00:00,39.0,0.5080895448514787,False,-75.0,validation,yes,False,72.0,0.7890370536215848,589.855,probability_reduce,2026-05-04 03:09:10.387000+00:00,39.0,0.5080895448514787,False,-75.0,0.0,0.0
KXBTC15M-26MAY032330-30,2026-05-04 03:20:11.394000+00:00,no,validation,no,True,75.0,0.765,588.606,settlement_win,,,,True,45.0,validation,no,True,75.0,0.765,588.606,settlement_win,,,,True,45.0,0.0,0.0
KXBTC15M-26MAY032345-45,2026-05-04 03:36:57.912000+00:00,no,validation,no,True,68.0,0.7040949663264543,482.088,settlement_win,,,,True,58.0,validation,no,True,68.0,0.7040949663264543,482.088,settlement_win,,,,True,58.0,0.0,0.0
KXBTC15M-26MAY040000-00,2026-05-04 03:53:29.455000+00:00,yes,validation,yes,True,98.0,0.9800269684627534,390.545,settlement_win,,,,True,1.0,validation,yes,True,98.0,0.9800269684627534,390.545,settlement_win,,,,True,1.0,0.0,0.0
KXBTC15M-26MAY040015-15,2026-05-04 04:05:30.518000+00:00,yes,validation,yes,True,85.0,0.9091068307588076,569.482,settlement_win,,,,True,26.0,validation,yes,True,85.0,0.9091068307588076,569.482,settlement_win,,,,True,26.0,0.0,0.0
KXBTC15M-26MAY040030-30,2026-05-04 04:25:02.129000+00:00,no,validation,no,True,97.0,0.9741462465606229,297.871,settlement_win,,,,True,3.0,validation,no,True,97.0,0.9741462465606229,297.871,settlement_win,,,,True,3.0,0.0,0.0
KXBTC15M-26MAY040100-00,2026-05-04 04:53:34.760000+00:00,no,validation,no,True,44.0,0.6591180281264151,385.24,settlement_win,,,,True,106.0,validation,no,True,44.0,0.6591180281264151,385.24,settlement_win,,,,True,106.0,0.0,0.0
KXBTC15M-26MAY040115-15,2026-05-04 05:09:21.042000+00:00,no,validation,no,True,87.0,0.8872836937148665,338.958,settlement_win,,,,True,22.0,validation,no,True,87.0,0.8872836937148665,338.958,settlement_win,,,,True,22.0,0.0,0.0
KXBTC15M-26MAY031700-00,2026-05-03 20:51:06.036000+00:00,no,validation,no,True,92.0,0.9677469888376452,533.964,settlement_win,,,,True,12.0,validation,no,True,92.0,0.9677469888376452,533.964,settlement_win,,,,True,12.0,0.0,0.0
KXBTC15M-26MAY031715-15,2026-05-03 21:08:22.628000+00:00,yes,validation,yes,True,90.0,0.9043533409077986,397.372,settlement_win,,,,True,16.0,validation,yes,True,90.0,0.9043533409077986,397.372,settlement_win,,,,True,16.0,0.0,0.0
KXBTC15M-26MAY031730-30,2026-05-03 21:20:53.734000+00:00,no,validation,no,True,72.0,0.7289548180794638,546.266,settlement_win,,,,True,51.0,validation,no,True,72.0,0.7289548180794638,546.266,settlement_win,,,,True,51.0,0.0,0.0
KXBTC15M-26MAY040315-15,2026-05-04 07:09:47.078000+00:00,no,validation,no,True,67.0,0.68,312.922,settlement_win,,,,True,60.0,validation,no,True,67.0,0.68,312.922,settlement_win,,,,True,60.0,0.0,0.0
KXBTC15M-26MAY040330-30,2026-05-04 07:26:48.845000+00:00,no,holdout,no,True,66.0,0.6919866956804004,191.155,settlement_win,,,,True,62.0,holdout,no,True,66.0,0.6919866956804004,191.155,settlement_win,,,,True,62.0,0.0,0.0
KXBTC15M-26MAY040345-45,2026-05-04 07:43:05.412000+00:00,no,holdout,no,True,99.0,0.9912693293052423,114.588,settlement_win,,,,True,-1.0,holdout,no,True,99.0,0.9912693293052423,114.588,settlement_win,,,,True,-1.0,0.0,0.0
KXBTC15M-26MAY040415-15,2026-05-04 08:07:22.448000+00:00,no,holdout,yes,False,62.0,0.8301934810516339,457.552,probability_reduce,2026-05-04 08:09:22.659000+00:00,49.0,0.48607438607939346,False,-36.0,holdout,yes,False,62.0,0.8301934810516339,457.552,probability_reduce,2026-05-04 08:09:22.659000+00:00,49.0,0.48607438607939346,False,-36.0,0.0,0.0
KXBTC15M-26MAY040430-30,2026-05-04 08:24:54.053000+00:00,no,holdout,no,True,95.0,0.9685601706250481,305.947,settlement_win,,,,True,7.0,holdout,no,True,95.0,0.9685601706250481,305.947,settlement_win,,,,True,7.0,0.0,0.0
KXBTC15M-26MAY040445-45,2026-05-04 08:37:55.276000+00:00,no,holdout,no,True,69.0,0.6962161697497309,424.724,probability_reduce,2026-05-04 08:41:10.435000+00:00,46.0,0.46568212576640267,False,-55.0,holdout,no,True,69.0,0.6962161697497309,424.724,probability_reduce,2026-05-04 08:41:10.435000+00:00,46.0,0.46568212576640267,False,-55.0,0.0,0.0
KXBTC15M-26APR302230-30,2026-05-01 02:21:14.147000+00:00,no,train,no,True,87.0,0.885,525.853,settlement_win,,,,True,22.0,train,no,True,87.0,0.885,525.853,settlement_win,,,,True,22.0,0.0,0.0
KXBTC15M-26MAY040515-15,2026-05-04 09:11:13.103000+00:00,yes,holdout,yes,True,87.0,0.9063206387898182,226.897,settlement_win,,,,True,22.0,holdout,yes,True,87.0,0.9063206387898182,226.897,settlement_win,,,,True,22.0,0.0,0.0
KXBTC15M-26MAY040530-30,2026-05-04 09:27:14.697000+00:00,yes,holdout,yes,True,95.0,0.9668366219694088,165.303,settlement_win,,,,True,7.0,holdout,yes,True,95.0,0.9668366219694088,165.303,settlement_win,,,,True,7.0,0.0,0.0
KXBTC15M-26MAY040545-45,2026-05-04 09:38:30.757000+00:00,yes,holdout,yes,True,61.0,0.6584332393757159,389.243,settlement_win,,,,True,72.0,holdout,yes,True,61.0,0.6584332393757159,389.243,settlement_win,,,,True,72.0,0.0,0.0
KXBTC15M-26MAY040600-00,2026-05-04 09:51:31.914000+00:00,yes,holdout,no,False,64.0,0.6577064311936792,508.086,probability_reduce,2026-05-04 09:59:02.619000+00:00,34.0,0.4125378445573114,False,-70.0,holdout,no,False,64.0,0.6577064311936792,508.086,probability_reduce,2026-05-04 09:59:02.619000+00:00,34.0,0.4125378445573114,False,-70.0,0.0,0.0
KXBTC15M-26MAY040615-15,2026-05-04 10:07:33.348000+00:00,no,holdout,no,True,99.0,0.999999,446.652,settlement_win,,,,True,-1.0,holdout,no,True,99.0,0.999999,446.652,settlement_win,,,,True,-1.0,0.0,0.0
KXBTC15M-26MAY040630-30,2026-05-04 10:20:04.380000+00:00,no,holdout,no,True,94.0,0.9673261440978236,595.62,settlement_win,,,,True,9.0,holdout,no,True,94.0,0.9673261440978236,595.62,settlement_win,,,,True,9.0,0.0,0.0
KXBTC15M-26MAY032100-00,2026-05-04 00:50:12.492000+00:00,yes,validation,yes,True,80.0,0.849007588755228,587.508,settlement_win,,,,True,35.0,validation,yes,True,80.0,0.849007588755228,587.508,settlement_win,,,,True,35.0,0.0,0.0
KXBTC15M-26MAY032115-15,2026-05-04 01:05:29.091000+00:00,no,validation,no,True,91.0,0.9216806267250802,570.909,settlement_win,,,,True,14.0,validation,no,True,91.0,0.9216806267250802,570.909,settlement_win,,,,True,14.0,0.0,0.0
KXBTC15M-26MAY032130-30,2026-05-04 01:21:30.613000+00:00,no,validation,yes,False,67.0,0.678800782906545,509.387,probability_reduce,2026-05-04 01:22:30.729000+00:00,49.0,0.52,False,-46.0,validation,yes,False,67.0,0.678800782906545,509.387,probability_reduce,2026-05-04 01:22:30.729000+00:00,49.0,0.52,False,-46.0,0.0,0.0
KXBTC15M-26MAY040715-15,2026-05-04 11:11:24.562000+00:00,yes,holdout,yes,True,90.0,0.917762837207052,215.438,settlement_win,,,,True,16.0,holdout,yes,True,90.0,0.917762837207052,215.438,settlement_win,,,,True,16.0,0.0,0.0
KXBTC15M-26MAY040730-30,2026-05-04 11:21:25.426000+00:00,yes,holdout,no,False,65.0,0.6574678584839267,514.574,probability_reduce,2026-05-04 11:22:55.579000+00:00,48.0,0.5038799570853684,False,-44.0,holdout,no,False,65.0,0.6574678584839267,514.574,probability_reduce,2026-05-04 11:22:55.579000+00:00,48.0,0.5038799570853684,False,-44.0,0.0,0.0
KXBTC15M-26MAY040845-45,2026-05-04 12:42:46.370000+00:00,yes,holdout,yes,True,47.0,0.7754539052273549,133.63,settlement_win,,,,True,100.0,holdout,yes,True,47.0,0.7754539052273549,133.63,settlement_win,,,,True,100.0,0.0,0.0
KXBTC15M-26MAY040900-00,2026-05-04 12:59:02.815000+00:00,no,holdout,no,True,94.0,0.94,57.185,settlement_win,,,,True,9.0,holdout,no,True,94.0,0.94,57.185,settlement_win,,,,True,9.0,0.0,0.0
KXBTC15M-26MAY040915-15,2026-05-04 13:05:03.202000+00:00,no,holdout,no,True,94.0,0.9651849665900135,596.798,settlement_win,,,,True,9.0,holdout,no,True,94.0,0.9651849665900135,596.798,settlement_win,,,,True,9.0,0.0,0.0
KXBTC15M-26MAY040930-30,2026-05-04 13:23:34.752000+00:00,yes,holdout,yes,True,70.0,0.8760001774485836,385.248,settlement_win,,,,True,55.0,holdout,yes,True,70.0,0.8760001774485836,385.248,settlement_win,,,,True,55.0,0.0,0.0
KXBTC15M-26MAY040945-45,2026-05-04 13:35:20.894000+00:00,yes,holdout,no,False,64.0,0.6791998153844426,579.106,probability_reduce,2026-05-04 13:38:06.066000+00:00,34.0,0.31999999999999995,False,-70.0,holdout,no,False,64.0,0.6791998153844426,579.106,probability_reduce,2026-05-04 13:38:06.066000+00:00,34.0,0.31999999999999995,False,-70.0,0.0,0.0
KXBTC15M-26MAY041000-00,2026-05-04 13:50:22.230000+00:00,no,holdout,no,True,66.0,0.6657017047379272,577.77,settlement_win,,,,True,62.0,holdout,no,True,66.0,0.6657017047379272,577.77,settlement_win,,,,True,62.0,0.0,0.0
