opportunity_key,entry_dt,market,side,outcome,win_bool,ask_cents,split,v28_live_surface_p_side,v28_live_surface_p_yes,model,p_side,p_yes,edge_cents,threshold_cents,v37_piecewise_dynamic_temp_antipersist3_p_side,v37_piecewise_dynamic_temp_antipersist3_p_yes,v38_long60_antipersist_p_side,v38_long60_antipersist_p_yes
KXBTC15M-26MAY010715-15|2026-05-01 11:00:00+00:00,2026-05-01 11:00:32.301000+00:00,KXBTC15M-26MAY010715-15,no,yes,False,37.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4992865957615323,0.5007134042384677,12.92865957615323,-1.25,0.4992865957615323,0.5007134042384677,,
KXBTC15M-26MAY010730-30|2026-05-01 11:15:00+00:00,2026-05-01 11:15:18.591000+00:00,KXBTC15M-26MAY010730-30,no,yes,False,52.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5222468490227261,0.4777531509772739,0.22468490227261384,-1.25,0.5222468490227261,0.4777531509772739,,
KXBTC15M-26MAY010745-45|2026-05-01 11:30:00+00:00,2026-05-01 11:30:34.653000+00:00,KXBTC15M-26MAY010745-45,no,yes,False,32.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4504311511273097,0.5495688488726903,13.043115112730966,-1.25,0.4504311511273097,0.5495688488726903,,
KXBTC15M-26MAY010800-00|2026-05-01 11:46:00+00:00,2026-05-01 11:46:06.047000+00:00,KXBTC15M-26MAY010800-00,yes,yes,True,43.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4821273493740406,0.4821273493740406,5.212734937404065,-1.25,0.4821273493740406,0.4821273493740406,,
KXBTC15M-26MAY010815-15|2026-05-01 12:00:00+00:00,2026-05-01 12:00:22.324000+00:00,KXBTC15M-26MAY010815-15,no,yes,False,44.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5396049901586907,0.4603950098413093,9.960499015869068,-1.25,0.5396049901586907,0.4603950098413093,,
KXBTC15M-26MAY010830-30|2026-05-01 12:15:00+00:00,2026-05-01 12:15:23.494000+00:00,KXBTC15M-26MAY010830-30,no,yes,False,55.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.7963671930090074,0.2036328069909926,24.636719300900737,-1.25,0.7963671930090074,0.2036328069909926,,
KXBTC15M-26MAY010845-45|2026-05-01 12:30:00+00:00,2026-05-01 12:30:39.755000+00:00,KXBTC15M-26MAY010845-45,no,yes,False,38.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5147031913878073,0.4852968086121926,13.47031913878073,-1.25,0.5147031913878073,0.4852968086121926,,
KXBTC15M-26MAY010900-00|2026-05-01 12:45:00+00:00,2026-05-01 12:45:41.078000+00:00,KXBTC15M-26MAY010900-00,yes,yes,True,48.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.478201753327537,0.478201753327537,-0.17982466724630086,-1.25,0.478201753327537,0.478201753327537,,
KXBTC15M-26MAY010915-15|2026-05-01 13:00:00+00:00,2026-05-01 13:00:27.289000+00:00,KXBTC15M-26MAY010915-15,no,yes,False,46.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.6924694598971042,0.3075305401028958,23.24694598971041,-1.25,0.6924694598971042,0.3075305401028958,,
KXBTC15M-26MAY010930-30|2026-05-01 13:15:00+00:00,2026-05-01 13:15:28.421000+00:00,KXBTC15M-26MAY010930-30,no,no,True,47.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4679871315060439,0.5320128684939561,-0.2012868493956148,-1.25,0.4679871315060439,0.5320128684939561,,
KXBTC15M-26MAY010945-45|2026-05-01 13:30:00+00:00,2026-05-01 13:30:29.790000+00:00,KXBTC15M-26MAY010945-45,yes,no,False,37.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4539047923967103,0.4539047923967103,8.39047923967103,-1.25,0.4539047923967103,0.4539047923967103,,
KXBTC15M-26MAY011000-00|2026-05-01 13:45:00+00:00,2026-05-01 13:45:45.900000+00:00,KXBTC15M-26MAY011000-00,yes,yes,True,53.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.6404056682971434,0.6404056682971434,11.040566829714336,-1.25,0.6404056682971434,0.6404056682971434,,
KXBTC15M-26MAY011015-15|2026-05-01 14:00:00+00:00,2026-05-01 14:00:46.940000+00:00,KXBTC15M-26MAY011015-15,yes,yes,True,56.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5761496615823788,0.5761496615823788,1.614966158237877,-1.25,0.5761496615823788,0.5761496615823788,,
KXBTC15M-26MAY011030-30|2026-05-01 14:15:00+00:00,2026-05-01 14:15:33.074000+00:00,KXBTC15M-26MAY011030-30,no,no,True,60.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.7290489048106998,0.2709510951893001,12.904890481069984,-1.25,0.7290489048106998,0.2709510951893001,,
KXBTC15M-26MAY011045-45|2026-05-01 14:30:00+00:00,2026-05-01 14:30:19.223000+00:00,KXBTC15M-26MAY011045-45,yes,no,False,47.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5064682469453722,0.5064682469453722,3.646824694537216,-1.25,0.5064682469453722,0.5064682469453722,,
KXBTC15M-26MAY011100-00|2026-05-01 14:45:00+00:00,2026-05-01 14:45:35.508000+00:00,KXBTC15M-26MAY011100-00,yes,yes,True,38.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4449040017764109,0.4449040017764109,6.490400177641085,-1.25,0.4449040017764109,0.4449040017764109,,
KXBTC15M-26MAY011115-15|2026-05-01 15:00:00+00:00,2026-05-01 15:00:36.814000+00:00,KXBTC15M-26MAY011115-15,yes,yes,True,34.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.561999247907994,0.561999247907994,22.199924790799408,-1.25,0.561999247907994,0.561999247907994,,
KXBTC15M-26MAY011130-30|2026-05-01 15:15:00+00:00,2026-05-01 15:15:38.229000+00:00,KXBTC15M-26MAY011130-30,no,yes,False,41.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5732982208129553,0.4267017791870447,16.329822081295532,-1.25,0.5732982208129553,0.4267017791870447,,
KXBTC15M-26MAY011145-45|2026-05-01 15:30:00+00:00,2026-05-01 15:30:24.354000+00:00,KXBTC15M-26MAY011145-45,no,yes,False,44.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.452681664666259,0.547318335333741,1.2681664666258996,-1.25,0.452681664666259,0.547318335333741,,
KXBTC15M-26MAY011200-00|2026-05-01 15:45:00+00:00,2026-05-01 15:45:25.692000+00:00,KXBTC15M-26MAY011200-00,no,no,True,53.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5307113614739921,0.4692886385260079,0.07113614739920848,-1.25,0.5307113614739921,0.4692886385260079,,
KXBTC15M-26MAY011215-15|2026-05-01 16:00:00+00:00,2026-05-01 16:00:42.088000+00:00,KXBTC15M-26MAY011215-15,no,no,True,32.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5704414967755962,0.4295585032244038,25.044149677559616,-1.25,0.5704414967755962,0.4295585032244038,,
KXBTC15M-26MAY011230-30|2026-05-01 16:15:00+00:00,2026-05-01 16:15:43.375000+00:00,KXBTC15M-26MAY011230-30,yes,no,False,48.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5182859315737389,0.5182859315737389,3.828593157373895,-1.25,0.5182859315737389,0.5182859315737389,,
KXBTC15M-26MAY011245-45|2026-05-01 16:30:00+00:00,2026-05-01 16:30:44.551000+00:00,KXBTC15M-26MAY011245-45,no,no,True,54.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5890128873930485,0.4109871126069515,4.901288739304846,-1.25,0.5890128873930485,0.4109871126069515,,
KXBTC15M-26MAY011300-00|2026-05-01 16:45:00+00:00,2026-05-01 16:45:31.008000+00:00,KXBTC15M-26MAY011300-00,yes,no,False,40.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5119196477109058,0.5119196477109058,11.191964771090582,-1.25,0.5119196477109058,0.5119196477109058,,
KXBTC15M-26MAY011315-15|2026-05-01 17:00:00+00:00,2026-05-01 17:00:32.370000+00:00,KXBTC15M-26MAY011315-15,no,yes,False,42.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4995819638695609,0.5004180361304391,7.958196386956089,-1.25,0.4995819638695609,0.5004180361304391,,
KXBTC15M-26MAY011330-30|2026-05-01 17:15:00+00:00,2026-05-01 17:15:48.701000+00:00,KXBTC15M-26MAY011330-30,no,no,True,37.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4325708150168156,0.5674291849831844,6.2570815016815615,-1.25,0.4325708150168156,0.5674291849831844,,
KXBTC15M-26MAY011345-45|2026-05-01 17:30:00+00:00,2026-05-01 17:30:20.097000+00:00,KXBTC15M-26MAY011345-45,no,yes,False,38.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4056086730772935,0.5943913269227065,2.560867307729346,-1.25,0.4056086730772935,0.5943913269227065,,
KXBTC15M-26MAY011400-00|2026-05-01 17:45:00+00:00,2026-05-01 17:45:21.375000+00:00,KXBTC15M-26MAY011400-00,yes,yes,True,44.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5218287627904651,0.5218287627904651,8.18287627904651,-1.25,0.5218287627904651,0.5218287627904651,,
KXBTC15M-26MAY011415-15|2026-05-01 18:00:00+00:00,2026-05-01 18:00:22.742000+00:00,KXBTC15M-26MAY011415-15,no,no,True,45.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5167153041303657,0.4832846958696343,6.671530413036571,-1.25,0.5167153041303657,0.4832846958696343,,
KXBTC15M-26MAY011430-30|2026-05-01 18:15:00+00:00,2026-05-01 18:15:38.820000+00:00,KXBTC15M-26MAY011430-30,no,yes,False,37.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5417294785813132,0.4582705214186868,17.172947858131316,-1.25,0.5417294785813132,0.4582705214186868,,
KXBTC15M-26MAY011445-45|2026-05-01 18:30:00+00:00,2026-05-01 18:30:39.889000+00:00,KXBTC15M-26MAY011445-45,yes,no,False,46.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5857141216532129,0.5857141216532129,12.571412165321291,-1.25,0.5857141216532129,0.5857141216532129,,
KXBTC15M-26MAY011500-00|2026-05-01 18:45:00+00:00,2026-05-01 18:45:26.151000+00:00,KXBTC15M-26MAY011500-00,yes,no,False,47.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5265790101557235,0.5265790101557235,5.6579010155723495,-1.25,0.5265790101557235,0.5265790101557235,,
KXBTC15M-26MAY011515-15|2026-05-01 19:00:00+00:00,2026-05-01 19:00:27.401000+00:00,KXBTC15M-26MAY011515-15,no,yes,False,47.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.489970437895068,0.510029562104932,1.9970437895067974,-1.25,0.489970437895068,0.510029562104932,,
KXBTC15M-26MAY011530-30|2026-05-01 19:15:00+00:00,2026-05-01 19:15:43.726000+00:00,KXBTC15M-26MAY011530-30,yes,no,False,40.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4834507481039373,0.4834507481039373,8.345074810393726,-1.25,0.4834507481039373,0.4834507481039373,,
KXBTC15M-26MAY011545-45|2026-05-01 19:30:00+00:00,2026-05-01 19:30:44.988000+00:00,KXBTC15M-26MAY011545-45,yes,no,False,48.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.495352177653504,0.495352177653504,1.5352177653503958,-1.25,0.495352177653504,0.495352177653504,,
KXBTC15M-26MAY011600-00|2026-05-01 19:45:00+00:00,2026-05-01 19:45:16.208000+00:00,KXBTC15M-26MAY011600-00,no,yes,False,39.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4375989975711825,0.5624010024288175,4.759899757118248,-1.25,0.4375989975711825,0.5624010024288175,,
KXBTC15M-26MAY011615-15|2026-05-01 20:00:00+00:00,2026-05-01 20:00:32.836000+00:00,KXBTC15M-26MAY011615-15,no,no,True,57.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.576708731910086,0.423291268089914,0.6708731910085959,-1.25,0.576708731910086,0.423291268089914,,
KXBTC15M-26MAY011630-30|2026-05-01 20:15:00+00:00,2026-05-01 20:15:19.108000+00:00,KXBTC15M-26MAY011630-30,yes,no,False,49.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5190415011604971,0.5190415011604971,2.9041501160497063,-1.25,0.5190415011604971,0.5190415011604971,,
KXBTC15M-26MAY011645-45|2026-05-01 20:30:00+00:00,2026-05-01 20:30:20.353000+00:00,KXBTC15M-26MAY011645-45,no,no,True,50.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5086445497454004,0.4913554502545995,0.8644549745400383,-1.25,0.5086445497454004,0.4913554502545995,,
KXBTC15M-26MAY011700-00|2026-05-01 20:45:00+00:00,2026-05-01 20:45:36.688000+00:00,KXBTC15M-26MAY011700-00,no,no,True,50.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5084669830928119,0.4915330169071881,0.8466983092811944,-1.25,0.5084669830928119,0.4915330169071881,,
KXBTC15M-26MAY011715-15|2026-05-01 21:00:00+00:00,2026-05-01 21:00:37.980000+00:00,KXBTC15M-26MAY011715-15,no,yes,False,50.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5214125026626495,0.4785874973373505,2.1412502662649473,-1.25,0.5214125026626495,0.4785874973373505,,
KXBTC15M-26MAY011730-30|2026-05-01 21:15:00+00:00,2026-05-01 21:15:24.266000+00:00,KXBTC15M-26MAY011730-30,yes,yes,True,53.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5453899948840522,0.5453899948840522,1.5389994884052172,-1.25,0.5453899948840522,0.5453899948840522,,
KXBTC15M-26MAY011745-45|2026-05-01 21:30:00+00:00,2026-05-01 21:30:25.593000+00:00,KXBTC15M-26MAY011745-45,no,yes,False,44.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4842373799371972,0.5157626200628028,4.423737993719719,-1.25,0.4842373799371972,0.5157626200628028,,
KXBTC15M-26MAY011800-00|2026-05-01 21:45:00+00:00,2026-05-01 21:45:41.746000+00:00,KXBTC15M-26MAY011800-00,no,yes,False,35.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4318676633827032,0.5681323366172968,8.186766338270324,-1.25,0.4318676633827032,0.5681323366172968,,
KXBTC15M-26MAY011815-15|2026-05-01 22:00:00+00:00,2026-05-01 22:00:42.839000+00:00,KXBTC15M-26MAY011815-15,no,yes,False,39.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5027691809207671,0.4972308190792329,11.276918092076706,-1.25,0.5027691809207671,0.4972308190792329,,
KXBTC15M-26MAY011830-30|2026-05-01 22:15:00+00:00,2026-05-01 22:15:29.092000+00:00,KXBTC15M-26MAY011830-30,no,yes,False,55.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5634002512901746,0.4365997487098255,1.3400251290174552,-1.25,0.5634002512901746,0.4365997487098255,,
KXBTC15M-26MAY011845-45|2026-05-01 22:30:00+00:00,2026-05-01 22:30:30.403000+00:00,KXBTC15M-26MAY011845-45,yes,no,False,48.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5584892201759738,0.5584892201759738,7.848922017597381,-1.25,0.5584892201759738,0.5584892201759738,,
KXBTC15M-26MAY011900-00|2026-05-01 22:45:00+00:00,2026-05-01 22:45:31.535000+00:00,KXBTC15M-26MAY011900-00,yes,no,False,53.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5532933045513669,0.5532933045513669,2.3293304551366916,-1.25,0.5532933045513669,0.5532933045513669,,
KXBTC15M-26MAY011915-15|2026-05-01 23:00:00+00:00,2026-05-01 23:00:47.841000+00:00,KXBTC15M-26MAY011915-15,yes,no,False,44.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.521496028867468,0.521496028867468,8.149602886746806,-1.25,0.521496028867468,0.521496028867468,,
KXBTC15M-26MAY011930-30|2026-05-01 23:15:00+00:00,2026-05-01 23:15:34.098000+00:00,KXBTC15M-26MAY011930-30,yes,no,False,41.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4636322332961513,0.4636322332961513,5.363223329615124,-1.25,0.4636322332961513,0.4636322332961513,,
KXBTC15M-26MAY011945-45|2026-05-01 23:30:00+00:00,2026-05-01 23:30:20.436000+00:00,KXBTC15M-26MAY011945-45,yes,yes,True,50.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5088173779979478,0.5088173779979478,0.8817377997947773,-1.25,0.5088173779979478,0.5088173779979478,,
KXBTC15M-26MAY012000-00|2026-05-01 23:45:00+00:00,2026-05-01 23:45:24.835000+00:00,KXBTC15M-26MAY012000-00,no,yes,False,51.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5686634512991117,0.4313365487008883,5.866345129911167,-1.25,0.5686634512991117,0.4313365487008883,,
KXBTC15M-26MAY012015-15|2026-05-02 00:00:00+00:00,2026-05-02 00:00:26.273000+00:00,KXBTC15M-26MAY012015-15,no,no,True,42.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4899875950808872,0.5100124049191128,6.9987595080887175,-1.25,0.4899875950808872,0.5100124049191128,,
KXBTC15M-26MAY012030-30|2026-05-02 00:15:00+00:00,2026-05-02 00:15:42.506000+00:00,KXBTC15M-26MAY012030-30,yes,yes,True,52.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5214177913848413,0.5214177913848413,0.14177913848413226,-1.25,0.5214177913848413,0.5214177913848413,,
KXBTC15M-26MAY012045-45|2026-05-02 00:30:00+00:00,2026-05-02 00:30:44.031000+00:00,KXBTC15M-26MAY012045-45,yes,yes,True,53.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5351129485460869,0.5351129485460869,0.5112948546086926,-1.25,0.5351129485460869,0.5351129485460869,,
KXBTC15M-26MAY012100-00|2026-05-02 00:45:00+00:00,2026-05-02 00:45:30.373000+00:00,KXBTC15M-26MAY012100-00,no,yes,False,37.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5279829763525021,0.4720170236474978,15.798297635250215,-1.25,0.5279829763525021,0.4720170236474978,,
KXBTC15M-26MAY012115-15|2026-05-02 01:00:00+00:00,2026-05-02 01:00:31.670000+00:00,KXBTC15M-26MAY012115-15,yes,yes,True,49.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.606843959750151,0.606843959750151,11.684395975015107,-1.25,0.606843959750151,0.606843959750151,,
KXBTC15M-26MAY012130-30|2026-05-02 01:15:00+00:00,2026-05-02 01:15:47.987000+00:00,KXBTC15M-26MAY012130-30,yes,no,False,48.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5795057220044336,0.5795057220044336,9.95057220044336,-1.25,0.5795057220044336,0.5795057220044336,,
KXBTC15M-26MAY012145-45|2026-05-02 01:30:00+00:00,2026-05-02 01:30:49.411000+00:00,KXBTC15M-26MAY012145-45,no,no,True,38.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5065856196810349,0.4934143803189651,12.658561968103491,-1.25,0.5065856196810349,0.4934143803189651,,
KXBTC15M-26MAY012200-00|2026-05-02 01:45:00+00:00,2026-05-02 01:45:20.758000+00:00,KXBTC15M-26MAY012200-00,yes,no,False,56.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.6234423439605818,0.6234423439605818,6.344234396058184,-1.25,0.6234423439605818,0.6234423439605818,,
KXBTC15M-26MAY012215-15|2026-05-02 02:00:00+00:00,2026-05-02 02:00:22.208000+00:00,KXBTC15M-26MAY012215-15,no,no,True,38.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.3959972922160418,0.6040027077839581,1.5997292216041785,-1.25,0.3959972922160418,0.6040027077839581,,
KXBTC15M-26MAY012230-30|2026-05-02 02:15:00+00:00,2026-05-02 02:15:23.653000+00:00,KXBTC15M-26MAY012230-30,no,no,True,53.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5950068175263474,0.4049931824736525,6.5006817526347405,-1.25,0.5950068175263474,0.4049931824736525,,
KXBTC15M-26MAY012245-45|2026-05-02 02:30:00+00:00,2026-05-02 02:30:39.887000+00:00,KXBTC15M-26MAY012245-45,no,yes,False,50.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5016203176700329,0.4983796823299671,0.1620317670032918,-1.25,0.5016203176700329,0.4983796823299671,,
KXBTC15M-26MAY012300-00|2026-05-02 02:45:00+00:00,2026-05-02 02:45:41.307000+00:00,KXBTC15M-26MAY012300-00,no,no,True,48.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5815678570404211,0.4184321429595788,10.156785704042115,-1.25,0.5815678570404211,0.4184321429595788,,
KXBTC15M-26MAY012315-15|2026-05-02 03:00:00+00:00,2026-05-02 03:00:27.439000+00:00,KXBTC15M-26MAY012315-15,yes,no,False,48.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5363293239723974,0.5363293239723974,5.632932397239742,-1.25,0.5363293239723974,0.5363293239723974,,
KXBTC15M-26MAY012330-30|2026-05-02 03:15:00+00:00,2026-05-02 03:15:28.991000+00:00,KXBTC15M-26MAY012330-30,no,yes,False,51.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5336590335100495,0.4663409664899505,2.3659033510049525,-1.25,0.5336590335100495,0.4663409664899505,,
KXBTC15M-26MAY012345-45|2026-05-02 03:30:00+00:00,2026-05-02 03:30:45.481000+00:00,KXBTC15M-26MAY012345-45,yes,yes,True,39.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4431211484908589,0.4431211484908589,5.312114849085887,-1.25,0.4431211484908589,0.4431211484908589,,
KXBTC15M-26MAY020000-00|2026-05-02 03:45:00+00:00,2026-05-02 03:45:46.642000+00:00,KXBTC15M-26MAY020000-00,yes,yes,True,40.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5001627900381792,0.5001627900381792,10.016279003817921,-1.25,0.5001627900381792,0.5001627900381792,,
KXBTC15M-26MAY020015-15|2026-05-02 04:00:00+00:00,2026-05-02 04:00:18.206000+00:00,KXBTC15M-26MAY020015-15,no,no,True,57.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.6387253903820195,0.3612746096179805,6.87253903820195,-1.25,0.6387253903820195,0.3612746096179805,,
KXBTC15M-26MAY020030-30|2026-05-02 04:15:00+00:00,2026-05-02 04:15:19.677000+00:00,KXBTC15M-26MAY020030-30,yes,no,False,44.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5660934438868784,0.5660934438868784,12.609344388687845,-1.25,0.5660934438868784,0.5660934438868784,,
KXBTC15M-26MAY020045-45|2026-05-02 04:30:00+00:00,2026-05-02 04:30:21.015000+00:00,KXBTC15M-26MAY020045-45,yes,no,False,49.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4971275954038324,0.4971275954038324,0.7127595403832387,-1.25,0.4971275954038324,0.4971275954038324,,
KXBTC15M-26MAY020100-00|2026-05-02 04:45:00+00:00,2026-05-02 04:45:37.310000+00:00,KXBTC15M-26MAY020100-00,no,no,True,43.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4634588111893784,0.5365411888106216,3.3458811189378395,-1.25,0.4634588111893784,0.5365411888106216,,
KXBTC15M-26MAY020115-15|2026-05-02 05:00:00+00:00,2026-05-02 05:00:38.598000+00:00,KXBTC15M-26MAY020115-15,yes,no,False,47.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.536754078802334,0.536754078802334,6.675407880233394,-1.25,0.536754078802334,0.536754078802334,,
KXBTC15M-26MAY020130-30|2026-05-02 05:15:00+00:00,2026-05-02 05:15:25.137000+00:00,KXBTC15M-26MAY020130-30,no,no,True,43.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4412405469321029,0.5587594530678971,1.1240546932102902,-1.25,0.4412405469321029,0.5587594530678971,,
KXBTC15M-26MAY020145-45|2026-05-02 05:30:00+00:00,2026-05-02 05:30:26.605000+00:00,KXBTC15M-26MAY020145-45,no,yes,False,43.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.460325434532369,0.5396745654676309,3.0325434532369044,-1.25,0.460325434532369,0.5396745654676309,,
KXBTC15M-26MAY020200-00|2026-05-02 05:45:00+00:00,2026-05-02 05:45:27.953000+00:00,KXBTC15M-26MAY020200-00,yes,yes,True,39.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5114609269132958,0.5114609269132958,12.146092691329578,-1.25,0.5114609269132958,0.5114609269132958,,
KXBTC15M-26MAY020215-15|2026-05-02 06:00:00+00:00,2026-05-02 06:00:44.242000+00:00,KXBTC15M-26MAY020215-15,no,yes,False,51.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.6299959168384116,0.3700040831615884,11.99959168384116,-1.25,0.6299959168384116,0.3700040831615884,,
KXBTC15M-26MAY020230-30|2026-05-02 06:15:00+00:00,2026-05-02 06:15:45.403000+00:00,KXBTC15M-26MAY020230-30,yes,no,False,41.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4096174392096827,0.4096174392096827,-0.03825607903173278,-1.25,0.4096174392096827,0.4096174392096827,,
KXBTC15M-26MAY020245-45|2026-05-02 06:30:00+00:00,2026-05-02 06:30:31.692000+00:00,KXBTC15M-26MAY020245-45,no,yes,False,47.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5134797197820216,0.4865202802179784,4.347971978202153,-1.25,0.5134797197820216,0.4865202802179784,,
KXBTC15M-26MAY020300-00|2026-05-02 06:45:00+00:00,2026-05-02 06:45:32.784000+00:00,KXBTC15M-26MAY020300-00,no,yes,False,47.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5379539326461027,0.4620460673538972,6.795393264610269,-1.25,0.5379539326461027,0.4620460673538972,,
KXBTC15M-26MAY020315-15|2026-05-02 07:00:00+00:00,2026-05-02 07:00:19.197000+00:00,KXBTC15M-26MAY020315-15,no,no,True,55.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5893582144673981,0.4106417855326019,3.9358214467398085,-1.25,0.5893582144673981,0.4106417855326019,,
KXBTC15M-26MAY020330-30|2026-05-02 07:15:00+00:00,2026-05-02 07:15:35.497000+00:00,KXBTC15M-26MAY020330-30,yes,yes,True,51.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.524420702482209,0.524420702482209,1.4420702482208938,-1.25,0.524420702482209,0.524420702482209,,
KXBTC15M-26MAY020345-45|2026-05-02 07:30:00+00:00,2026-05-02 07:30:36.834000+00:00,KXBTC15M-26MAY020345-45,no,no,True,46.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5116173159415416,0.4883826840584584,5.161731594154162,-1.25,0.5116173159415416,0.4883826840584584,,
KXBTC15M-26MAY020400-00|2026-05-02 07:45:00+00:00,2026-05-02 07:45:23.256000+00:00,KXBTC15M-26MAY020400-00,no,no,True,35.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.4437175114407102,0.5562824885592897,9.37175114407102,-1.25,0.4437175114407102,0.5562824885592897,,
KXBTC15M-26MAY020415-15|2026-05-02 08:00:00+00:00,2026-05-02 08:00:24.586000+00:00,KXBTC15M-26MAY020415-15,yes,yes,True,29.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5624071913973014,0.5624071913973014,27.240719139730146,-1.25,0.5624071913973014,0.5624071913973014,,
KXBTC15M-26MAY020430-30|2026-05-02 08:15:00+00:00,2026-05-02 08:15:40.494000+00:00,KXBTC15M-26MAY020430-30,no,yes,False,50.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5197941325275148,0.4802058674724851,1.9794132527514847,-1.25,0.5197941325275148,0.4802058674724851,,
KXBTC15M-26MAY020445-45|2026-05-02 08:30:00+00:00,2026-05-02 08:30:41.690000+00:00,KXBTC15M-26MAY020445-45,no,yes,False,52.0,train,,,v37_piecewise_dynamic_temp_antipersist3,0.5397601850870344,0.4602398149129656,1.97601850870344,-1.25,0.5397601850870344,0.4602398149129656,,
