stage1,fallback,target_pass,less_degenerate_pass,stage1_markets,fallback_markets,min_test_accuracy,min_test_coverage,all_markets,all_wins,all_losses,all_base_markets,all_accuracy,all_coverage,all_wilson_low,all_median_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_gross_pnl_cents,all_stake_cents,all_gross_roi,train_markets,train_wins,train_losses,train_base_markets,train_accuracy,train_coverage,train_wilson_low,train_median_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_gross_pnl_cents,train_stake_cents,train_gross_roi,validation_markets,validation_wins,validation_losses,validation_base_markets,validation_accuracy,validation_coverage,validation_wilson_low,validation_median_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_gross_pnl_cents,validation_stake_cents,validation_gross_roi,holdout_markets,holdout_wins,holdout_losses,holdout_base_markets,holdout_accuracy,holdout_coverage,holdout_wilson_low,holdout_median_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_gross_pnl_cents,holdout_stake_cents,holdout_gross_roi
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=100; sec>=0; sec<=300,False,False,111,45,0.8709677419354839,1.0,156,142,14,156,0.9102564102564102,1.0,0.8550033004837387,91.0,93.0,19,1,357.52,57.0,14143.0,0.00403026232058262,93,86,7,93,0.9247311827956989,1.0,0.8527013398161072,91.0,93.0,13,0,352.742,151.0,8449.0,0.017871937507397326,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,4,0,331.006,-97.0,2797.0,-0.03468001430103682,32,29,3,32,0.90625,1.0,0.7578150066422117,91.0,93.25,2,1,402.648,3.0,2897.0,0.0010355540214014498
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=60,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,False,False,115,38,0.8709677419354839,0.9375,153,139,14,156,0.9084967320261438,0.9807692307692307,0.852271465184932,91.0,93.0,15,0,382.59,62.0,13838.0,0.0044804162451221275,92,85,7,93,0.9239130434782609,0.989247311827957,0.8511859253416171,91.0,93.0,11,0,353.36350000000004,156.0,8344.0,0.018696069031639503,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,4,0,331.006,-96.0,2796.0,-0.034334763948497854,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,430.33849999999995,2.0,2698.0,0.0007412898443291327
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,False,False,115,38,0.8709677419354839,0.9375,153,139,14,156,0.9084967320261438,0.9807692307692307,0.852271465184932,91.0,93.0,15,0,382.59,62.0,13838.0,0.0044804162451221275,92,85,7,93,0.9239130434782609,0.989247311827957,0.8511859253416171,91.0,93.0,11,0,353.36350000000004,156.0,8344.0,0.018696069031639503,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,4,0,331.006,-96.0,2796.0,-0.034334763948497854,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,430.33849999999995,2.0,2698.0,0.0007412898443291327
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=120,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,False,False,111,42,0.8709677419354839,0.9375,153,139,14,156,0.9084967320261438,0.9807692307692307,0.852271465184932,91.0,93.0,16,0,382.59,55.0,13845.0,0.0039725532683279165,92,85,7,93,0.9239130434782609,0.989247311827957,0.8511859253416171,91.0,93.0,12,0,353.36350000000004,150.0,8350.0,0.017964071856287425,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,4,0,331.006,-97.0,2797.0,-0.03468001430103682,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,430.33849999999995,2.0,2698.0,0.0007412898443291327
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0; sec<=300,False,False,111,42,0.8709677419354839,0.9375,153,139,14,156,0.9084967320261438,0.9807692307692307,0.852271465184932,91.0,93.0,16,0,382.59,55.0,13845.0,0.0039725532683279165,92,85,7,93,0.9239130434782609,0.989247311827957,0.8511859253416171,91.0,93.0,12,0,353.36350000000004,150.0,8350.0,0.017964071856287425,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,4,0,331.006,-97.0,2797.0,-0.03468001430103682,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,430.33849999999995,2.0,2698.0,0.0007412898443291327
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.9; ask<=100; sec>=0,False,False,65,91,0.8709677419354839,1.0,156,141,15,156,0.9038461538461539,1.0,0.8474182413119333,91.0,93.0,16,1,402.5425,-44.0,14144.0,-0.003110859728506787,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,9,0,394.4,67.0,8433.0,0.007944978062374007,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-104.0,2804.0,-0.037089871611982884,32,29,3,32,0.90625,1.0,0.7578150066422117,91.0,93.0,2,1,429.10450000000003,-7.0,2907.0,-0.002407980736154111
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=100; sec>=0,False,False,65,91,0.8709677419354839,1.0,156,141,15,156,0.9038461538461539,1.0,0.8474182413119333,91.0,93.0,16,1,402.5425,-44.0,14144.0,-0.003110859728506787,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,9,0,394.4,67.0,8433.0,0.007944978062374007,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-104.0,2804.0,-0.037089871611982884,32,29,3,32,0.90625,1.0,0.7578150066422117,91.0,93.0,2,1,429.10450000000003,-7.0,2907.0,-0.002407980736154111
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=60,fallback; choose=book_p_side; book_p_side>=0.9; ask<=100; sec>=0,False,False,94,62,0.8709677419354839,1.0,156,141,15,156,0.9038461538461539,1.0,0.8474182413119333,91.0,93.0,16,1,402.5425,-44.0,14144.0,-0.003110859728506787,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,9,0,394.4,67.0,8433.0,0.007944978062374007,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-104.0,2804.0,-0.037089871611982884,32,29,3,32,0.90625,1.0,0.7578150066422117,91.0,93.0,2,1,429.10450000000003,-7.0,2907.0,-0.002407980736154111
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=100; sec>=0,False,False,94,62,0.8709677419354839,1.0,156,141,15,156,0.9038461538461539,1.0,0.8474182413119333,91.0,93.0,16,1,402.5425,-44.0,14144.0,-0.003110859728506787,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,9,0,394.4,67.0,8433.0,0.007944978062374007,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-104.0,2804.0,-0.037089871611982884,32,29,3,32,0.90625,1.0,0.7578150066422117,91.0,93.0,2,1,429.10450000000003,-7.0,2907.0,-0.002407980736154111
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.9; ask<=100; sec>=0,False,False,63,93,0.8709677419354839,1.0,156,141,15,156,0.9038461538461539,1.0,0.8474182413119333,91.0,93.0,17,1,402.5425,-51.0,14151.0,-0.003603985584057664,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,10,0,394.4,61.0,8439.0,0.007228344590591303,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-105.0,2805.0,-0.0374331550802139,32,29,3,32,0.90625,1.0,0.7578150066422117,91.0,93.0,2,1,429.10450000000003,-7.0,2907.0,-0.002407980736154111
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=100; sec>=0,False,False,63,93,0.8709677419354839,1.0,156,141,15,156,0.9038461538461539,1.0,0.8474182413119333,91.0,93.0,17,1,402.5425,-51.0,14151.0,-0.003603985584057664,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,10,0,394.4,61.0,8439.0,0.007228344590591303,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-105.0,2805.0,-0.0374331550802139,32,29,3,32,0.90625,1.0,0.7578150066422117,91.0,93.0,2,1,429.10450000000003,-7.0,2907.0,-0.002407980736154111
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=120,fallback; choose=book_p_side; book_p_side>=0.9; ask<=100; sec>=0,False,False,90,66,0.8709677419354839,1.0,156,141,15,156,0.9038461538461539,1.0,0.8474182413119333,91.0,93.0,17,1,402.5425,-51.0,14151.0,-0.003603985584057664,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,10,0,394.4,61.0,8439.0,0.007228344590591303,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-105.0,2805.0,-0.0374331550802139,32,29,3,32,0.90625,1.0,0.7578150066422117,91.0,93.0,2,1,429.10450000000003,-7.0,2907.0,-0.002407980736154111
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=100; sec>=0,False,False,90,66,0.8709677419354839,1.0,156,141,15,156,0.9038461538461539,1.0,0.8474182413119333,91.0,93.0,17,1,402.5425,-51.0,14151.0,-0.003603985584057664,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,10,0,394.4,61.0,8439.0,0.007228344590591303,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-105.0,2805.0,-0.0374331550802139,32,29,3,32,0.90625,1.0,0.7578150066422117,91.0,93.0,2,1,429.10450000000003,-7.0,2907.0,-0.002407980736154111
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0,False,False,65,89,0.8709677419354839,0.9375,154,139,15,156,0.9025974025974026,0.9871794871794872,0.8455154205321458,91.0,93.0,14,0,406.92650000000003,-45.0,13945.0,-0.0032269630692004303,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,9,0,394.4,67.0,8433.0,0.007944978062374007,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-104.0,2804.0,-0.037089871611982884,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,452.411,-8.0,2708.0,-0.0029542097488921715
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0,False,False,65,89,0.8709677419354839,0.9375,154,139,15,156,0.9025974025974026,0.9871794871794872,0.8455154205321458,91.0,93.0,14,0,406.92650000000003,-45.0,13945.0,-0.0032269630692004303,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,9,0,394.4,67.0,8433.0,0.007944978062374007,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-104.0,2804.0,-0.037089871611982884,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,452.411,-8.0,2708.0,-0.0029542097488921715
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=60,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0,False,False,94,60,0.8709677419354839,0.9375,154,139,15,156,0.9025974025974026,0.9871794871794872,0.8455154205321458,91.0,93.0,14,0,406.92650000000003,-45.0,13945.0,-0.0032269630692004303,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,9,0,394.4,67.0,8433.0,0.007944978062374007,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-104.0,2804.0,-0.037089871611982884,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,452.411,-8.0,2708.0,-0.0029542097488921715
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=60; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0,False,False,94,60,0.8709677419354839,0.9375,154,139,15,156,0.9025974025974026,0.9871794871794872,0.8455154205321458,91.0,93.0,14,0,406.92650000000003,-45.0,13945.0,-0.0032269630692004303,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,9,0,394.4,67.0,8433.0,0.007944978062374007,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-104.0,2804.0,-0.037089871611982884,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,452.411,-8.0,2708.0,-0.0029542097488921715
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=120,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0,False,False,63,91,0.8709677419354839,0.9375,154,139,15,156,0.9025974025974026,0.9871794871794872,0.8455154205321458,91.0,93.0,15,0,406.92650000000003,-52.0,13952.0,-0.0037270642201834864,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,10,0,394.4,61.0,8439.0,0.007228344590591303,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-105.0,2805.0,-0.0374331550802139,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,452.411,-8.0,2708.0,-0.0029542097488921715
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=90; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0,False,False,63,91,0.8709677419354839,0.9375,154,139,15,156,0.9025974025974026,0.9871794871794872,0.8455154205321458,91.0,93.0,15,0,406.92650000000003,-52.0,13952.0,-0.0037270642201834864,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,10,0,394.4,61.0,8439.0,0.007228344590591303,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-105.0,2805.0,-0.0374331550802139,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,452.411,-8.0,2708.0,-0.0029542097488921715
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=120,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0,False,False,90,64,0.8709677419354839,0.9375,154,139,15,156,0.9025974025974026,0.9871794871794872,0.8455154205321458,91.0,93.0,15,0,406.92650000000003,-52.0,13952.0,-0.0037270642201834864,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,10,0,394.4,61.0,8439.0,0.007228344590591303,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-105.0,2805.0,-0.0374331550802139,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,452.411,-8.0,2708.0,-0.0029542097488921715
economical; choose=score_mean_book_rv15; score_mean_book_rv15>=0.85; ask<=95; sec>=120; adverse15<=10_or_margin_rv15>=0.5,fallback; choose=book_p_side; book_p_side>=0.9; ask<=98; sec>=0,False,False,90,64,0.8709677419354839,0.9375,154,139,15,156,0.9025974025974026,0.9871794871794872,0.8455154205321458,91.0,93.0,15,0,406.92650000000003,-52.0,13952.0,-0.0037270642201834864,93,85,8,93,0.9139784946236559,1.0,0.8393453815534051,91.0,93.0,10,0,394.4,61.0,8439.0,0.007228344590591303,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,90.0,92.0,5,0,345.196,-105.0,2805.0,-0.0374331550802139,30,27,3,32,0.9,0.9375,0.7437855868473338,91.0,93.0,0,0,452.411,-8.0,2708.0,-0.0029542097488921715
economical; choose=book_p_side; book_p_side>=0.85; ask<=95; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=100; sec>=0; sec<=300,False,False,152,3,0.8709677419354839,1.0,155,139,16,156,0.896774193548387,0.9935897435897436,0.8388987315136476,88.0,90.0,7,2,424.439,109.0,13791.0,0.007903705315060548,92,83,9,93,0.9021739130434783,0.989247311827957,0.8244304748274598,88.0,90.0,1,0,428.9225,126.0,8174.0,0.015414729630535846,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,90.5,4,0,366.827,-60.0,2760.0,-0.021739130434782608,32,29,3,32,0.90625,1.0,0.7578150066422117,88.0,90.0,2,2,434.8385,43.0,2857.0,0.015050752537626881
economical; choose=book_p_side; book_p_side>=0.85; ask<=95; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=100; sec>=0,False,False,148,7,0.8709677419354839,1.0,155,139,16,156,0.896774193548387,0.9935897435897436,0.8388987315136476,88.0,90.0,9,2,424.439,97.0,13803.0,0.007027457799029197,92,83,9,93,0.9021739130434783,0.989247311827957,0.8244304748274598,88.0,90.0,3,0,428.9225,118.0,8182.0,0.014421901735516988,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,90.5,4,0,366.827,-64.0,2764.0,-0.023154848046309694,32,29,3,32,0.90625,1.0,0.7578150066422117,88.0,90.0,2,2,434.8385,43.0,2857.0,0.015050752537626881
economical; choose=book_p_side; book_p_side>=0.85; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=100; sec>=0,False,False,125,30,0.8709677419354839,1.0,155,139,16,156,0.896774193548387,0.9935897435897436,0.8388987315136476,88.0,90.0,30,3,410.939,25.0,13875.0,0.0018018018018018018,92,83,9,93,0.9021739130434783,0.989247311827957,0.8244304748274598,88.0,90.0,19,1,420.5885,56.0,8244.0,0.006792819019893256,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,88.0,90.0,6,0,366.827,-69.0,2769.0,-0.024918743228602384,32,29,3,32,0.90625,1.0,0.7578150066422117,88.0,89.25,5,2,409.161,38.0,2862.0,0.013277428371767994
economical; choose=book_p_side; book_p_side>=0.85; ask<=90; sec>=60,fallback; choose=book_p_side; book_p_side>=0.95; ask<=100; sec>=0; sec<=300,False,False,128,27,0.8709677419354839,1.0,155,139,16,156,0.896774193548387,0.9935897435897436,0.8388987315136476,88.0,90.0,27,4,383.228,39.0,13861.0,0.0028136498088161027,92,83,9,93,0.9021739130434783,0.989247311827957,0.8244304748274598,88.0,90.0,18,2,395.738,53.0,8247.0,0.006426579362192313,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,88.0,89.5,5,0,338.747,-63.0,2763.0,-0.02280130293159609,32,29,3,32,0.90625,1.0,0.7578150066422117,88.0,89.0,4,2,409.161,49.0,2851.0,0.017186951946685375
economical; choose=book_p_side; book_p_side>=0.85; ask<=95; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=100; sec>=0; sec<=300,False,False,141,13,0.8709677419354839,1.0,154,138,16,156,0.8961038961038961,0.9871794871794872,0.8378951014970047,88.0,90.0,17,3,426.0435,32.0,13768.0,0.002324230098779779,91,82,9,93,0.9010989010989011,0.978494623655914,0.8226124740847461,89.0,91.0,10,1,430.197,51.0,8149.0,0.006258436617989937,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,90.5,4,0,366.827,-60.0,2760.0,-0.021739130434782608,32,29,3,32,0.90625,1.0,0.7578150066422117,88.0,90.0,3,2,434.8385,41.0,2859.0,0.014340678558936691
economical; choose=book_p_side; book_p_side>=0.85; ask<=95; sec>=120,fallback; choose=book_p_side; book_p_side>=0.95; ask<=100; sec>=0,False,False,137,17,0.8709677419354839,1.0,154,138,16,156,0.8961038961038961,0.9871794871794872,0.8378951014970047,88.0,90.0,19,3,426.0435,20.0,13780.0,0.001451378809869376,91,82,9,93,0.9010989010989011,0.978494623655914,0.8226124740847461,89.0,91.0,12,1,430.197,43.0,8157.0,0.005271545911487066,31,27,4,31,0.8709677419354839,1.0,0.7114724304561464,89.0,90.5,4,0,366.827,-64.0,2764.0,-0.023154848046309694,32,29,3,32,0.90625,1.0,0.7578150066422117,88.0,90.0,3,2,434.8385,41.0,2859.0,0.014340678558936691
