model,split,bin,rows,mean_pred,realized,error
v34_material_antipersist3,all,"[0.550,0.600]",630,0.5735646011951171,0.5888888888888889,-0.01532428769377181
v34_material_antipersist3,all,"[0.600,0.650]",434,0.623995153046164,0.6751152073732719,-0.05112005432710787
v34_material_antipersist3,all,"[0.650,0.700]",341,0.6744649831550277,0.7155425219941349,-0.04107753883910725
v34_material_antipersist3,all,"[0.700,0.750]",255,0.7230530192064474,0.7176470588235294,0.0054059603829179625
v34_material_antipersist3,all,"[0.750,0.800]",276,0.7748675013594112,0.7644927536231884,0.010374747736222822
v34_material_antipersist3,all,"[0.800,0.850]",242,0.8241663337332816,0.8388429752066116,-0.014676641473329921
v34_material_antipersist3,all,"[0.850,0.900]",296,0.8758632380148687,0.902027027027027,-0.026163789012158323
v34_material_antipersist3,all,"[0.900,0.950]",334,0.9265879520730832,0.937125748502994,-0.010537796429910817
v34_material_antipersist3,all,"[0.950,0.975]",258,0.9627560493376494,0.9263565891472868,0.036399460190362554
v34_material_antipersist3,all,"[0.975,1.000]",1013,0.9946316846786944,0.9911154985192497,0.003516186159444712
v34_material_antipersist3,train,"[0.500,0.550]",514,0.5243941714628417,0.5272373540856031,-0.0028431826227613977
v34_material_antipersist3,train,"[0.550,0.600]",399,0.5737316677530054,0.6040100250626567,-0.030278357309651227
v34_material_antipersist3,train,"[0.600,0.650]",270,0.623467008265482,0.7,-0.076532991734518
v34_material_antipersist3,train,"[0.650,0.700]",205,0.675004415227537,0.7121951219512195,-0.03719070672368252
v34_material_antipersist3,train,"[0.700,0.750]",164,0.7227630055259059,0.7195121951219512,0.003250810403954696
v34_material_antipersist3,train,"[0.750,0.800]",150,0.7738571364445015,0.7733333333333333,0.0005238031111681751
v34_material_antipersist3,train,"[0.800,0.850]",156,0.8233960726464236,0.8525641025641025,-0.029168029917678973
v34_material_antipersist3,train,"[0.850,0.900]",191,0.8758197713639717,0.900523560209424,-0.024703788845452324
v34_material_antipersist3,train,"[0.900,0.950]",201,0.9263883419329676,0.945273631840796,-0.01888528990782845
v34_material_antipersist3,train,"[0.950,0.975]",149,0.9628047132103381,0.9261744966442953,0.03663021656604282
v34_material_antipersist3,train,"[0.975,1.000]",539,0.9944740659141832,0.9888682745825603,0.005605791331622867
v34_material_antipersist3,validation,"[0.500,0.550]",132,0.5217580617534181,0.5227272727272727,-0.0009692109738546062
v34_material_antipersist3,validation,"[0.550,0.600]",104,0.5749374648680381,0.5576923076923077,0.017245157175730386
v34_material_antipersist3,validation,"[0.600,0.650]",80,0.624794205779739,0.65,-0.025205794220261035
v34_material_antipersist3,validation,"[0.650,0.700]",63,0.6741979931295987,0.6666666666666666,0.007531326462932086
v34_material_antipersist3,validation,"[0.700,0.750]",50,0.7251008683027301,0.7,0.025100868302730173
v34_material_antipersist3,validation,"[0.750,0.800]",60,0.7774050806312983,0.7166666666666667,0.06073841396463164
v34_material_antipersist3,validation,"[0.800,0.850]",37,0.8252491373696337,0.8108108108108109,0.014438326558822823
v34_material_antipersist3,validation,"[0.850,0.900]",57,0.8763275806217019,0.9122807017543859,-0.03595312113268401
v34_material_antipersist3,validation,"[0.900,0.950]",80,0.9275201366951628,0.925,0.0025201366951627113
v34_material_antipersist3,validation,"[0.950,0.975]",63,0.9627051699741164,0.9365079365079365,0.02619723346617986
v34_material_antipersist3,validation,"[0.975,1.000]",256,0.9943956657239812,0.9921875,0.0022081657239811925
v34_material_antipersist3,holdout,"[0.500,0.550]",173,0.5248049754710051,0.5317919075144508,-0.006986932043445693
v34_material_antipersist3,holdout,"[0.550,0.600]",127,0.5719154879779422,0.5669291338582677,0.004986354119674519
v34_material_antipersist3,holdout,"[0.600,0.650]",84,0.6249317586663812,0.6190476190476191,0.0058841396187621076
v34_material_antipersist3,holdout,"[0.650,0.700]",73,0.6731805557130767,0.7671232876712328,-0.09394273195815617
v34_material_antipersist3,holdout,"[0.700,0.750]",41,0.7217156969819266,0.7317073170731707,-0.009991620091244102
v34_material_antipersist3,holdout,"[0.750,0.800]",66,0.7748568950097636,0.7878787878787878,-0.01302189286902422
v34_material_antipersist3,holdout,"[0.800,0.850]",49,0.8258009662844005,0.8163265306122449,0.009474435672155557
v34_material_antipersist3,holdout,"[0.850,0.900]",48,0.8754847922176155,0.8958333333333334,-0.020348541115717822
v34_material_antipersist3,holdout,"[0.900,0.950]",53,0.9259378929862305,0.9245283018867925,0.0014095910994380567
v34_material_antipersist3,holdout,"[0.950,0.975]",46,0.9626681033131268,0.9130434782608695,0.04962462505225729
v34_material_antipersist3,holdout,"[0.975,1.000]",218,0.9952985533322641,0.9954128440366973,-0.00011429070443313982
v35_h150_t102_antipersist3,all,"[0.500,0.550]",827,0.5239636599449845,0.5272067714631197,-0.0032431115181351666
v35_h150_t102_antipersist3,all,"[0.550,0.600]",633,0.5735459933683976,0.5892575039494471,-0.01571151058104947
v35_h150_t102_antipersist3,all,"[0.600,0.650]",428,0.6241879685018358,0.6822429906542056,-0.058055022152369795
v35_h150_t102_antipersist3,all,"[0.650,0.700]",337,0.6739997624430474,0.712166172106825,-0.0381664096637776
v35_h150_t102_antipersist3,all,"[0.700,0.750]",250,0.7227784742363839,0.736,-0.013221525763616127
v35_h150_t102_antipersist3,all,"[0.750,0.800]",275,0.7758170084132525,0.7563636363636363,0.01945337204961617
v35_h150_t102_antipersist3,all,"[0.800,0.850]",244,0.8246009676289014,0.8319672131147541,-0.007366245485852629
v35_h150_t102_antipersist3,all,"[0.850,0.900]",279,0.8739346917629702,0.899641577060932,-0.025706885297961724
v35_h150_t102_antipersist3,all,"[0.900,0.950]",364,0.9254283874415393,0.9285714285714286,-0.003143041129889279
v35_h150_t102_antipersist3,all,"[0.950,0.975]",252,0.9633229714839742,0.9404761904761905,0.0228467810077837
v35_h150_t102_antipersist3,all,"[0.975,1.000]",1009,0.9946692585290593,0.9890981169474727,0.005571141581586558
v35_h150_t102_antipersist3,train,"[0.500,0.550]",515,0.524100917397426,0.5262135922330097,-0.002112674835583639
v35_h150_t102_antipersist3,train,"[0.550,0.600]",408,0.5734943112107996,0.6078431372549019,-0.034348826044102276
v35_h150_t102_antipersist3,train,"[0.600,0.650]",260,0.6240047971633151,0.7153846153846154,-0.09137981822130026
v35_h150_t102_antipersist3,train,"[0.650,0.700]",206,0.6742888358436494,0.7038834951456311,-0.029594659301981685
v35_h150_t102_antipersist3,train,"[0.700,0.750]",160,0.7220573896510797,0.74375,-0.021692610348920338
v35_h150_t102_antipersist3,train,"[0.750,0.800]",153,0.7753039493491442,0.7712418300653595,0.004062119283784638
v35_h150_t102_antipersist3,train,"[0.800,0.850]",155,0.8241925938903815,0.8129032258064516,0.011289368083929885
v35_h150_t102_antipersist3,train,"[0.850,0.900]",175,0.8737047093940633,0.92,-0.046295290605936734
v35_h150_t102_antipersist3,train,"[0.900,0.950]",223,0.9249964236232605,0.9282511210762332,-0.003254697452972688
v35_h150_t102_antipersist3,train,"[0.950,0.975]",146,0.9635093755165803,0.9452054794520548,0.018303896064525538
v35_h150_t102_antipersist3,train,"[0.975,1.000]",537,0.9946973882468768,0.9851024208566108,0.009594967390265996
v35_h150_t102_antipersist3,validation,"[0.500,0.550]",134,0.52190080366615,0.5298507462686567,-0.007949942602506699
v35_h150_t102_antipersist3,validation,"[0.550,0.600]",105,0.5758270382362138,0.5523809523809524,0.023446085855261423
v35_h150_t102_antipersist3,validation,"[0.600,0.650]",79,0.6252369368551778,0.6329113924050633,-0.0076744555498855505
v35_h150_t102_antipersist3,validation,"[0.650,0.700]",65,0.6742209594698898,0.676923076923077,-0.0027021174531871583
v35_h150_t102_antipersist3,validation,"[0.700,0.750]",40,0.7236251405405817,0.7,0.023625140540581735
v35_h150_t102_antipersist3,validation,"[0.750,0.800]",63,0.7756974563079766,0.7142857142857143,0.061411742022262295
v35_h150_t102_antipersist3,validation,"[0.800,0.850]",38,0.8223090436486237,0.8421052631578947,-0.019796219509271018
v35_h150_t102_antipersist3,validation,"[0.850,0.900]",56,0.87427122887737,0.875,-0.0007287711226300342
v35_h150_t102_antipersist3,validation,"[0.900,0.950]",80,0.9248367162082228,0.9375,-0.012663283791777169
v35_h150_t102_antipersist3,validation,"[0.950,0.975]",69,0.9625800265423752,0.9420289855072463,0.020551041035128836
v35_h150_t102_antipersist3,validation,"[0.975,1.000]",253,0.9943496939561027,0.9920948616600791,0.0022548322960236344
v35_h150_t102_antipersist3,holdout,"[0.500,0.550]",178,0.5251194754132784,0.5280898876404494,-0.002970412227170982
v35_h150_t102_antipersist3,holdout,"[0.550,0.600]",120,0.5717257984448919,0.5583333333333333,0.01339246511155856
v35_h150_t102_antipersist3,holdout,"[0.600,0.650]",89,0.6237919690423002,0.6292134831460674,-0.005421514103767233
v35_h150_t102_antipersist3,holdout,"[0.650,0.700]",66,0.67287965748443,0.7727272727272727,-0.09984761524284269
v35_h150_t102_antipersist3,holdout,"[0.700,0.750]",50,0.7244086118659996,0.74,-0.015591388134000406
v35_h150_t102_antipersist3,holdout,"[0.750,0.800]",59,0.7772751409461498,0.7627118644067796,0.014563276539370174
v35_h150_t102_antipersist3,holdout,"[0.800,0.850]",51,0.8275498115646109,0.8823529411764706,-0.054803129611859625
v35_h150_t102_antipersist3,holdout,"[0.850,0.900]",48,0.8743805425161432,0.8541666666666666,0.020213875849476537
v35_h150_t102_antipersist3,holdout,"[0.900,0.950]",61,0.927783496132384,0.9180327868852459,0.009750709247138056
v35_h150_t102_antipersist3,holdout,"[0.950,0.975]",37,0.963972923165321,0.918918918918919,0.045054004246402046
v35_h150_t102_antipersist3,holdout,"[0.975,1.000]",219,0.9949694602573244,0.9954337899543378,-0.00046432969701348803
v36_piecewise_h150_t102_antipersist3,all,"[0.500,0.550]",827,0.5239388269971867,0.528415961305925,-0.004477134308738306
v36_piecewise_h150_t102_antipersist3,all,"[0.550,0.600]",635,0.5735543979152641,0.5905511811023622,-0.016996783187098075
v36_piecewise_h150_t102_antipersist3,all,"[0.600,0.650]",423,0.6238770486225915,0.6784869976359338,-0.05460994901334226
v36_piecewise_h150_t102_antipersist3,all,"[0.650,0.700]",343,0.6740660183388774,0.7113702623906706,-0.03730424405179322
v36_piecewise_h150_t102_antipersist3,all,"[0.700,0.750]",254,0.7230314809531726,0.7283464566929134,-0.005314975739740824
v36_piecewise_h150_t102_antipersist3,all,"[0.750,0.800]",273,0.7751755097131822,0.7582417582417582,0.016933751471423952
v36_piecewise_h150_t102_antipersist3,all,"[0.800,0.850]",241,0.8241202178277303,0.8298755186721992,-0.005755300844468958
v36_piecewise_h150_t102_antipersist3,all,"[0.850,0.900]",290,0.8746357998765085,0.9,-0.025364200123491498
v36_piecewise_h150_t102_antipersist3,all,"[0.900,0.950]",347,0.9259631958951814,0.9365994236311239,-0.010636227735942527
v36_piecewise_h150_t102_antipersist3,all,"[0.950,0.975]",266,0.9629212166315056,0.9360902255639098,0.0268309910675959
v36_piecewise_h150_t102_antipersist3,all,"[0.975,1.000]",999,0.9946715340637159,0.990990990990991,0.0036805430727249178
v36_piecewise_h150_t102_antipersist3,train,"[0.500,0.550]",516,0.5241386364456839,0.5290697674418605,-0.0049311309961765915
v36_piecewise_h150_t102_antipersist3,train,"[0.550,0.600]",404,0.5733994946778392,0.6064356435643564,-0.03303614888651718
v36_piecewise_h150_t102_antipersist3,train,"[0.600,0.650]",264,0.6233132388040331,0.7045454545454546,-0.08123221574142148
v36_piecewise_h150_t102_antipersist3,train,"[0.650,0.700]",205,0.6746535293159664,0.7121951219512195,-0.03754159263525303
v36_piecewise_h150_t102_antipersist3,train,"[0.700,0.750]",164,0.7223599187769173,0.7195121951219512,0.0028477236549661056
v36_piecewise_h150_t102_antipersist3,train,"[0.750,0.800]",150,0.7744424848838188,0.7733333333333333,0.001109151550485521
v36_piecewise_h150_t102_antipersist3,train,"[0.800,0.850]",155,0.8234209727464874,0.8387096774193549,-0.01528870467286747
v36_piecewise_h150_t102_antipersist3,train,"[0.850,0.900]",185,0.8746262226855048,0.9027027027027027,-0.02807648001719787
v36_piecewise_h150_t102_antipersist3,train,"[0.900,0.950]",208,0.9253882538229893,0.9423076923076923,-0.01691943848470301
v36_piecewise_h150_t102_antipersist3,train,"[0.950,0.975]",158,0.9628539549019459,0.9367088607594937,0.026145094142452252
v36_piecewise_h150_t102_antipersist3,train,"[0.975,1.000]",529,0.9945870847074054,0.9886578449905482,0.005929239716857215
v36_piecewise_h150_t102_antipersist3,validation,"[0.500,0.550]",134,0.5218023921784224,0.5298507462686567,-0.0080483540902343
v36_piecewise_h150_t102_antipersist3,validation,"[0.550,0.600]",109,0.5762824241086258,0.5596330275229358,0.01664939658569009
v36_piecewise_h150_t102_antipersist3,validation,"[0.600,0.650]",72,0.6255553716906237,0.6388888888888888,-0.013333517198265143
v36_piecewise_h150_t102_antipersist3,validation,"[0.650,0.700]",67,0.6739818383223845,0.6567164179104478,0.017265420411936683
v36_piecewise_h150_t102_antipersist3,validation,"[0.700,0.750]",45,0.7240716376602137,0.7333333333333333,-0.00926169567311963
v36_piecewise_h150_t102_antipersist3,validation,"[0.750,0.800]",61,0.7761293976494974,0.7049180327868853,0.07121136486261215
v36_piecewise_h150_t102_antipersist3,validation,"[0.800,0.850]",37,0.8242897117490978,0.8108108108108109,0.013478900938286964
v36_piecewise_h150_t102_antipersist3,validation,"[0.850,0.900]",56,0.8736373768817511,0.8928571428571429,-0.019219765975391767
v36_piecewise_h150_t102_antipersist3,validation,"[0.900,0.950]",82,0.9264658889016175,0.9390243902439024,-0.012558501342284867
v36_piecewise_h150_t102_antipersist3,validation,"[0.950,0.975]",66,0.9629135208262071,0.9393939393939394,0.023519581432267622
v36_piecewise_h150_t102_antipersist3,validation,"[0.975,1.000]",253,0.9944590927944378,0.9920948616600791,0.0023642311343586853
v36_piecewise_h150_t102_antipersist3,holdout,"[0.500,0.550]",177,0.5249737455863953,0.5254237288135594,-0.0004499832271640525
v36_piecewise_h150_t102_antipersist3,holdout,"[0.550,0.600]",122,0.5716300212992247,0.5655737704918032,0.006056250807421448
v36_piecewise_h150_t102_antipersist3,holdout,"[0.600,0.650]",87,0.6241989627743282,0.632183908045977,-0.007984945271648836
v36_piecewise_h150_t102_antipersist3,holdout,"[0.650,0.700]",71,0.6724491213079168,0.7605633802816901,-0.08811425897377334
v36_piecewise_h150_t102_antipersist3,holdout,"[0.700,0.750]",45,0.7244387952884846,0.7555555555555555,-0.031116760267070886
v36_piecewise_h150_t102_antipersist3,holdout,"[0.750,0.800]",62,0.7760104542339769,0.7741935483870968,0.0018169058468801014
v36_piecewise_h150_t102_antipersist3,holdout,"[0.800,0.850]",49,0.8262041303277727,0.8163265306122449,0.009877599715527818
v36_piecewise_h150_t102_antipersist3,holdout,"[0.850,0.900]",49,0.8758130135100204,0.8979591836734694,-0.022146170163448997
v36_piecewise_h150_t102_antipersist3,holdout,"[0.900,0.950]",57,0.927338057728308,0.9122807017543859,0.015057355973922104
v36_piecewise_h150_t102_antipersist3,holdout,"[0.950,0.975]",42,0.9631863422605574,0.9285714285714286,0.034614913689128834
v36_piecewise_h150_t102_antipersist3,holdout,"[0.975,1.000]",217,0.9951250886748478,0.9953917050691244,-0.00026661639427660866
v37_piecewise_dynamic_temp_antipersist3,all,"[0.500,0.550]",826,0.5239323332273702,0.5278450363196125,-0.003912703092242342
v37_piecewise_dynamic_temp_antipersist3,all,"[0.550,0.600]",633,0.573530972208287,0.5908372827804107,-0.01730631057212373
v37_piecewise_dynamic_temp_antipersist3,all,"[0.600,0.650]",424,0.6238801964429052,0.6768867924528302,-0.05300659600992508
v37_piecewise_dynamic_temp_antipersist3,all,"[0.650,0.700]",341,0.6741270438143866,0.7155425219941349,-0.04141547817974833
v37_piecewise_dynamic_temp_antipersist3,all,"[0.700,0.750]",253,0.7228638785516679,0.7233201581027668,-0.00045627955109894813
v37_piecewise_dynamic_temp_antipersist3,all,"[0.750,0.800]",274,0.7752072523153404,0.7554744525547445,0.01973279976059583
v37_piecewise_dynamic_temp_antipersist3,all,"[0.800,0.850]",239,0.824366392732623,0.8284518828451883,-0.004085490112565315
v37_piecewise_dynamic_temp_antipersist3,all,"[0.850,0.900]",289,0.8749267243598501,0.9065743944636678,-0.03164767010381775
v37_piecewise_dynamic_temp_antipersist3,all,"[0.900,0.950]",346,0.9260883643601654,0.930635838150289,-0.004547473790123657
v37_piecewise_dynamic_temp_antipersist3,all,"[0.950,0.975]",258,0.963177641223776,0.9341085271317829,0.029069114091993087
v37_piecewise_dynamic_temp_antipersist3,all,"[0.975,1.000]",1015,0.9947586593073197,0.9911330049261083,0.0036256543812113184
v37_piecewise_dynamic_temp_antipersist3,train,"[0.500,0.550]",515,0.524121231463053,0.5281553398058253,-0.004034108342772291
v37_piecewise_dynamic_temp_antipersist3,train,"[0.550,0.600]",404,0.573398762679325,0.6064356435643564,-0.03303688088503143
v37_piecewise_dynamic_temp_antipersist3,train,"[0.600,0.650]",263,0.6233757542903297,0.7034220532319392,-0.08004629894160953
v37_piecewise_dynamic_temp_antipersist3,train,"[0.650,0.700]",206,0.6747376070108704,0.7135922330097088,-0.03885462599883838
v37_piecewise_dynamic_temp_antipersist3,train,"[0.700,0.750]",162,0.7224638684412147,0.7222222222222222,0.00024164621899247507
v37_piecewise_dynamic_temp_antipersist3,train,"[0.750,0.800]",150,0.774454563393256,0.7666666666666667,0.007787896726589305
v37_piecewise_dynamic_temp_antipersist3,train,"[0.800,0.850]",153,0.8233983968678754,0.8366013071895425,-0.013202910321667094
v37_piecewise_dynamic_temp_antipersist3,train,"[0.850,0.900]",185,0.8748132701291457,0.9135135135135135,-0.03870024338436784
v37_piecewise_dynamic_temp_antipersist3,train,"[0.900,0.950]",209,0.9256269057711537,0.9330143540669856,-0.007387448295831933
v37_piecewise_dynamic_temp_antipersist3,train,"[0.950,0.975]",151,0.9632592015052412,0.9337748344370861,0.02948436706815516
v37_piecewise_dynamic_temp_antipersist3,train,"[0.975,1.000]",540,0.9946327685216284,0.9888888888888889,0.005743879632739479
v37_piecewise_dynamic_temp_antipersist3,validation,"[0.500,0.550]",134,0.5218252436848401,0.5298507462686567,-0.008025502583816624
v37_piecewise_dynamic_temp_antipersist3,validation,"[0.550,0.600]",107,0.5759798135862303,0.5607476635514018,0.015232150034828473
v37_piecewise_dynamic_temp_antipersist3,validation,"[0.600,0.650]",74,0.6249889062815199,0.6351351351351351,-0.010146228853615158
v37_piecewise_dynamic_temp_antipersist3,validation,"[0.650,0.700]",65,0.6734998187743352,0.676923076923077,-0.0034232581487417812
v37_piecewise_dynamic_temp_antipersist3,validation,"[0.700,0.750]",47,0.7239679560357664,0.7021276595744681,0.02184029646129826
v37_piecewise_dynamic_temp_antipersist3,validation,"[0.750,0.800]",61,0.7763423207664378,0.7049180327868853,0.07142428797955258
v37_piecewise_dynamic_temp_antipersist3,validation,"[0.800,0.850]",36,0.8240040073830128,0.8055555555555556,0.018448451827457246
v37_piecewise_dynamic_temp_antipersist3,validation,"[0.850,0.900]",57,0.8741403294710152,0.8947368421052632,-0.020596512634248
v37_piecewise_dynamic_temp_antipersist3,validation,"[0.900,0.950]",80,0.9266525644369363,0.9375,-0.010847435563063668
v37_piecewise_dynamic_temp_antipersist3,validation,"[0.950,0.975]",65,0.9628236073004184,0.9384615384615385,0.024362068838879924
v37_piecewise_dynamic_temp_antipersist3,validation,"[0.975,1.000]",256,0.9945766157697523,0.9921875,0.0023891157697523147
v37_piecewise_dynamic_temp_antipersist3,holdout,"[0.500,0.550]",177,0.5249779117998129,0.5254237288135594,-0.00044581701374646343
v37_piecewise_dynamic_temp_antipersist3,holdout,"[0.550,0.600]",122,0.5718210264891127,0.5655737704918032,0.006247255997309464
v37_piecewise_dynamic_temp_antipersist3,holdout,"[0.600,0.650]",87,0.6244620787195703,0.632183908045977,-0.007721829326406748
v37_piecewise_dynamic_temp_antipersist3,holdout,"[0.650,0.700]",70,0.6729126668019254,0.7571428571428571,-0.08423019034093171
v37_piecewise_dynamic_temp_antipersist3,holdout,"[0.700,0.750]",44,0.7231572875548682,0.75,-0.02684271244513181
v37_piecewise_dynamic_temp_antipersist3,holdout,"[0.750,0.800]",63,0.7759003342644788,0.7777777777777778,-0.001877443513298993
v37_piecewise_dynamic_temp_antipersist3,holdout,"[0.800,0.850]",50,0.8275893775304705,0.82,0.007589377530470509
v37_piecewise_dynamic_temp_antipersist3,holdout,"[0.850,0.900]",47,0.8763270124735505,0.8936170212765957,-0.01729000880304521
v37_piecewise_dynamic_temp_antipersist3,holdout,"[0.900,0.950]",57,0.9269885194296709,0.9122807017543859,0.014707817675284951
v37_piecewise_dynamic_temp_antipersist3,holdout,"[0.950,0.975]",42,0.9634323222360858,0.9285714285714286,0.03486089366465717
v37_piecewise_dynamic_temp_antipersist3,holdout,"[0.975,1.000]",219,0.9952818746949477,0.9954337899543378,-0.00015191525939017847
v38_long60_antipersist,all,"[0.500,0.550]",822,0.523937351545474,0.5267639902676399,-0.0028266387221658196
v38_long60_antipersist,all,"[0.550,0.600]",636,0.5733356910656249,0.589622641509434,-0.016286950443809123
v38_long60_antipersist,all,"[0.600,0.650]",426,0.6238920351345956,0.6784037558685446,-0.054511720733949054
v38_long60_antipersist,all,"[0.650,0.700]",340,0.6741737617416836,0.7176470588235294,-0.043473297081845774
v38_long60_antipersist,all,"[0.700,0.750]",252,0.7226167006154386,0.7182539682539683,0.004362732361470334
v38_long60_antipersist,all,"[0.750,0.800]",277,0.7751627238700982,0.7617328519855595,0.013429871884538702
v38_long60_antipersist,all,"[0.800,0.850]",238,0.8245707503957074,0.8277310924369747,-0.003160342041267361
v38_long60_antipersist,all,"[0.850,0.900]",288,0.8749273107266631,0.90625,-0.03132268927333692
v38_long60_antipersist,all,"[0.900,0.950]",346,0.9260063185203581,0.930635838150289,-0.004629519629930967
v38_long60_antipersist,all,"[0.950,0.975]",258,0.96316544732753,0.9341085271317829,0.029056920195747016
v38_long60_antipersist,all,"[0.975,1.000]",1015,0.9947635212603876,0.9911330049261083,0.0036305163342792435
v38_long60_antipersist,train,"[0.500,0.550]",513,0.5240599295000307,0.5263157894736842,-0.002255859973653518
v38_long60_antipersist,train,"[0.550,0.600]",405,0.5732156529726516,0.6074074074074074,-0.03419175443475575
v38_long60_antipersist,train,"[0.600,0.650]",265,0.6233968332791919,0.6981132075471698,-0.07471637426797784
v38_long60_antipersist,train,"[0.650,0.700]",205,0.6748228117345918,0.7219512195121951,-0.0471284077776033
v38_long60_antipersist,train,"[0.700,0.750]",163,0.7225337021838294,0.7177914110429447,0.004742291140884647
v38_long60_antipersist,train,"[0.750,0.800]",150,0.7746549308320732,0.7733333333333333,0.001321597498739835
v38_long60_antipersist,train,"[0.800,0.850]",153,0.8236278593441433,0.8366013071895425,-0.012973447845399222
v38_long60_antipersist,train,"[0.850,0.900]",184,0.874866206976191,0.9130434782608695,-0.038177271284678516
v38_long60_antipersist,train,"[0.900,0.950]",209,0.9255429296069289,0.9330143540669856,-0.007471424460056775
v38_long60_antipersist,train,"[0.950,0.975]",151,0.9632280604623171,0.9337748344370861,0.02945322602523104
v38_long60_antipersist,train,"[0.975,1.000]",540,0.9946339757684659,0.9888888888888889,0.005745086879576977
v38_long60_antipersist,validation,"[0.500,0.550]",134,0.5217896588287939,0.5298507462686567,-0.00806108743986278
v38_long60_antipersist,validation,"[0.550,0.600]",107,0.5759909198150169,0.5514018691588785,0.024589050656138478
v38_long60_antipersist,validation,"[0.600,0.650]",74,0.6249924712180954,0.6486486486486487,-0.02365617743055326
v38_long60_antipersist,validation,"[0.650,0.700]",65,0.6734079480345578,0.676923076923077,-0.0035151288885191256
v38_long60_antipersist,validation,"[0.700,0.750]",46,0.7233533260148503,0.6956521739130435,0.027701152101806792
v38_long60_antipersist,validation,"[0.750,0.800]",62,0.7758993391328034,0.7096774193548387,0.06622191977796466
v38_long60_antipersist,validation,"[0.800,0.850]",36,0.8238959987001002,0.8055555555555556,0.018340443144544638
v38_long60_antipersist,validation,"[0.850,0.900]",57,0.8740821065613555,0.8947368421052632,-0.02065473554390762
v38_long60_antipersist,validation,"[0.900,0.950]",80,0.9265881928161157,0.9375,-0.010911807183884292
v38_long60_antipersist,validation,"[0.950,0.975]",65,0.9627954071800722,0.9384615384615385,0.024333868718533713
v38_long60_antipersist,validation,"[0.975,1.000]",256,0.9945781288784423,0.9921875,0.0023906288784423246
v38_long60_antipersist,holdout,"[0.500,0.550]",175,0.525222542021746,0.5257142857142857,-0.0004917436925396812
v38_long60_antipersist,holdout,"[0.550,0.600]",124,0.5714365455129571,0.5645161290322581,0.006920416480698965
v38_long60_antipersist,holdout,"[0.600,0.650]",87,0.624464405496698,0.6436781609195402,-0.019213755422842205
v38_long60_antipersist,holdout,"[0.650,0.700]",70,0.6729840852047843,0.7428571428571429,-0.06987305765235863
v38_long60_antipersist,holdout,"[0.700,0.750]",43,0.7221433047079822,0.7441860465116279,-0.022042741803645738
v38_long60_antipersist,holdout,"[0.750,0.800]",65,0.7756319363226525,0.7846153846153846,-0.008983448292732121
v38_long60_antipersist,holdout,"[0.800,0.850]",49,0.8280106155371594,0.8163265306122449,0.011684084924914462
v38_long60_antipersist,holdout,"[0.850,0.900]",47,0.8761915602481398,0.8936170212765957,-0.01742546102845588
v38_long60_antipersist,holdout,"[0.900,0.950]",57,0.9268887455246761,0.9122807017543859,0.014608043770290235
v38_long60_antipersist,holdout,"[0.950,0.975]",42,0.963513019380669,0.9285714285714286,0.03494159080924042
v38_long60_antipersist,holdout,"[0.975,1.000]",219,0.9952996628832899,0.9954337899543378,-0.00013412707104798471
v39_midband_v28_fallback,all,"[0.500,0.550]",833,0.52387323502644,0.5282112845138055,-0.004338049487365492
v39_midband_v28_fallback,all,"[0.550,0.600]",643,0.5732306603410461,0.5925349922239502,-0.019304331882904147
v39_midband_v28_fallback,all,"[0.600,0.650]",434,0.6240703662730817,0.6820276497695853,-0.05795728349650364
v39_midband_v28_fallback,all,"[0.650,0.700]",340,0.6736223584934524,0.7176470588235294,-0.04402470033007699
v39_midband_v28_fallback,all,"[0.700,0.750]",254,0.7223059258365158,0.7047244094488189,0.017581516387696894
v39_midband_v28_fallback,all,"[0.750,0.800]",291,0.7745655004536206,0.7766323024054983,-0.0020668019518776948
v39_midband_v28_fallback,all,"[0.800,0.850]",238,0.8272346698269507,0.8571428571428571,-0.029908187315906387
v39_midband_v28_fallback,all,"[0.850,0.900]",273,0.8763248145814616,0.9047619047619048,-0.02843709018044316
v39_midband_v28_fallback,all,"[0.900,0.950]",333,0.9260593912525932,0.9369369369369369,-0.010877545684343737
v39_midband_v28_fallback,all,"[0.950,0.975]",250,0.9629724789651172,0.932,0.030972478965117123
v39_midband_v28_fallback,all,"[0.975,1.000]",1009,0.9947328505564017,0.9910802775024777,0.0036525730539239687
v39_midband_v28_fallback,train,"[0.500,0.550]",518,0.5239444990217031,0.527027027027027,-0.0030825280053238258
v39_midband_v28_fallback,train,"[0.550,0.600]",408,0.5729041700674864,0.6078431372549019,-0.034938967187415515
v39_midband_v28_fallback,train,"[0.600,0.650]",276,0.6233603093197939,0.6956521739130435,-0.07229186459324954
v39_midband_v28_fallback,train,"[0.650,0.700]",204,0.6749761630479255,0.7205882352941176,-0.045612072246192126
v39_midband_v28_fallback,train,"[0.700,0.750]",164,0.7214009385287732,0.7195121951219512,0.001888743406821991
v39_midband_v28_fallback,train,"[0.750,0.800]",155,0.7740206607125542,0.7870967741935484,-0.013076113480994245
v39_midband_v28_fallback,train,"[0.800,0.850]",158,0.8262138715207189,0.8670886075949367,-0.040874736074217766
v39_midband_v28_fallback,train,"[0.850,0.900]",172,0.8765406685948918,0.9069767441860465,-0.030436075591154688
v39_midband_v28_fallback,train,"[0.900,0.950]",200,0.9255491780297329,0.935,-0.009450821970267143
