file,candidate,combined_all_net_pnl_cents,current_all_net_pnl_cents,current_validation_net_pnl_cents,current_holdout_net_pnl_cents,v21_all_net_pnl_cents,v21_train_net_pnl_cents,v21_validation_net_pnl_cents,v21_holdout_net_pnl_cents
hazard_fallback_frontier_20260504_063503Z.csv,logit_edge10,1396.0,646.0,374.0,-1.0,750.0,215.0,451.0,84.0
hazard_fallback_frontier_20260504_063503Z.csv,logit_thresh55_edge15,1959.0,1037.0,374.0,84.0,922.0,174.0,450.0,298.0
hazard_fallback_frontier_20260504_063503Z.csv,book60,1673.0,994.0,390.0,-4.0,679.0,-29.0,450.0,258.0
hazard_fallback_frontier_20260504_063503Z.csv,score_min60,1836.0,1028.0,374.0,87.0,808.0,83.0,448.0,277.0
hazard_fallback_frontier_latest.csv,logit_edge10,1396.0,646.0,374.0,-1.0,750.0,215.0,451.0,84.0
hazard_fallback_frontier_latest.csv,logit_thresh55_edge15,1959.0,1037.0,374.0,84.0,922.0,174.0,450.0,298.0
hazard_fallback_frontier_latest.csv,book60,1673.0,994.0,390.0,-4.0,679.0,-29.0,450.0,258.0
hazard_fallback_frontier_latest.csv,score_min60,1836.0,1028.0,374.0,87.0,808.0,83.0,448.0,277.0
