dataset,split,feature,bucket,rows,brier_delta,logloss_delta,candidate_brier,candidate_logloss,mean_p_yes,yes_rate
all_heartbeats,holdout,abs_v35_d_sigma,"(0.25, 0.5]",624,0.00034492437859023894,0.0008155718911972976,0.22127019593770378,0.6341039270189438,0.4860525851888144,0.38301282051282054
all_heartbeats,holdout,abs_v35_d_sigma,"(0.5, 0.75]",380,-0.0004498593697440101,-0.0011556485542325579,0.1948853601929674,0.5794387752418179,0.4550201664075693,0.4263157894736842
all_heartbeats,holdout,abs_v35_d_sigma,"(0.75, 1.0]",317,-0.0015600204637959275,-0.0060506350537782305,0.11856409489905592,0.40085704297242297,0.44938803053746873,0.4069400630914827
all_heartbeats,holdout,abs_v35_d_sigma,"(1.0, 1.5]",306,0.0004263233637526037,0.0024851478960785656,0.09471198966411837,0.334658513184349,0.4248549661649887,0.4215686274509804
all_heartbeats,holdout,abs_v35_d_sigma,"(1.5, 2.0]",204,3.775858383257835e-05,0.0022730949299029635,0.08690616904964452,0.33313391798329467,0.37971153354263726,0.45098039215686275
all_heartbeats,holdout,abs_v35_d_sigma,"(2.0, inf]",952,9.237602958574176e-07,0.0005227786465908033,0.010278745536534068,0.05264228982563492,0.49925755843491837,0.5084033613445378
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(-0.529, -1.11e-05]",2378,0.0006029445009820833,0.00585430091392436,0.07134949440177187,0.24006682686037548,0.5755367630086929,0.5559293523969723
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(-1.11e-05, 0.431]",2377,0.0002696990250986228,0.0022790418192757123,0.05685370145462087,0.20415271451631697,0.4186883866739289,0.4030290281867901
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(-22.816, -5.332]",2378,3.369964550220539e-06,-0.00034190713678672324,0.1901888220546741,0.561571018933617,0.6477748577257079,0.6450798990748529
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(-5.332, -0.529]",2377,-0.00013447418363754515,-0.00013815928448540626,0.14046873084633765,0.4252059609247186,0.628006430746489,0.6293647454774927
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(-920.275, -22.816]",2378,3.382145669694747e-06,-0.0003688221687941917,0.18200906032687755,0.5380774760454153,0.6945918957994159,0.6888141295206055
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(0.431, 4.79]",2378,-0.0003928599712446357,-0.0007245328222315606,0.1427366446639337,0.43841472837642564,0.38393212053477405,0.36963835155592933
all_heartbeats,all,v35_h150_t102_antipersist3_anti_persistence_shift_dollars,"(21.671, 520.961]",2378,-1.8439800971437048e-05,-0.000373588388180468,0.2004684029035975,0.5856516363399041,0.3341344267415351,0.3334735071488646
