rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,25,0.3968253968253968,-21.74,16.52,18,7,-17.720000000000002,-1.88,-2.1400000000000006,15,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,28,0.4444444444444444,-22.839999999999996,15.420000000000002,19,9,-16.74,-1.88,-4.22,16,6,6,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,22,0.3492063492063492,-23.62,14.639999999999997,15,7,-18.28,-1.88,-3.460000000000001,14,6,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=5,26,0.4126984126984127,-24.759999999999998,13.5,16,10,-11.979999999999997,-7.52,-5.260000000000001,14,4,8,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,15,0.23809523809523808,-24.779999999999998,13.48,10,5,-18.740000000000002,-1.88,-4.160000000000001,8,6,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=5,24,0.38095238095238093,-25.039999999999996,13.220000000000002,15,9,-14.339999999999996,-7.52,-3.1800000000000006,14,4,6,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,7,0.1111111111111111,-25.599999999999998,12.66,7,0,-17.86,-1.48,-6.260000000000001,3,4,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=15 AND exit_sigma_t_dollars>=75,11,0.1746031746031746,-25.959999999999997,12.3,7,4,-17.82,-1.88,-6.260000000000001,5,6,0,True,True
suppress_collapse_exit_if_position_seconds<=45 AND fair_minus_exit_bid_cents>=5,15,0.23809523809523808,-26.279999999999998,11.98,12,3,-14.719999999999999,-8.62,-2.9400000000000004,8,1,6,True,True
suppress_collapse_exit_if_entry_to_exit_loss_cents>=10 AND fair_minus_exit_bid_cents>=5,30,0.47619047619047616,-26.459999999999997,11.8,16,14,-15.759999999999998,-7.52,-3.1800000000000006,20,4,6,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,20,0.31746031746031744,-26.74,11.52,15,5,-18.62,-5.979999999999999,-2.1400000000000006,14,2,4,True,True
