entry_ts,market,side,qty,entry_trigger_cents,entry_fill_cents_assumed,entry_fill_cents_actual,entry_fill_cents_used,entry_fee_cents,total_fees_dollars,entry_notional_dollars,exit_ts,exit_trigger_cents,exit_fill_cents_assumed,exit_fill_cents_actual,exit_fill_cents_used,exit_fee_cents,exit_notional_dollars,outcome,resolution_source,result,gross_pnl_dollars,net_pnl_dollars,net_pnl_percent,gross_pnl_percent,market_status,market_result,settlement_ts,entry_dt_utc,trade_negative,settled_loss,feature_event_dt_utc,feature_market,feature_side,feature_p_side,feature_edge_cents,feature_raw_edge_cents,feature_net_edge_cents,feature_ask_cents,feature_fair_side_cents,feature_seconds_to_close,feature_d_sigma,feature_abs_d_sigma,feature_sigma_t_dollars,feature_btc_age_ms,feature_eligible_depth,feature_book_age_ms,feature_btc_price,feature_strike,feature_match_abs_diff_seconds,p_side,edge_cents,raw_edge_cents,net_edge_cents,ask_cents,fair_side_cents,seconds_to_close,d_sigma,abs_d_sigma,sigma_t_dollars,btc_age_ms,eligible_depth,book_age_ms,matched_v28_approval,split
2026-05-01 08:30:39,KXBTC15M-26MAY010845-45,yes,6,65,76,,76,0,0.0,4.6,,,,,,0,,win,kalshi_api,yes,1.44,1.44,31.3043,31.3043,finalized,yes,2026-05-01T12:45:06.695253Z,2026-05-01 12:30:39+00:00,False,False,2026-05-01 12:30:39.238311+00:00,KXBTC15M-26MAY010845-45,yes,0.858961,18.896101,20.896101,18.896101,63.0,85.896101,860.773,-0.827508,0.827508,86.832947,15.0,1190.37,62.0,77828.9,77757.05,0.238311,0.858961,18.896101,20.896101,18.896101,63.0,85.896101,860.773,-0.827508,0.827508,86.832947,15.0,1190.37,62.0,True,train
2026-05-01 08:46:22,KXBTC15M-26MAY010900-00,yes,2,68,68,,68,0,0.0,1.36,2026-05-01 08:46:52,55.0,55.0,,55.0,0,1.1,exited_before_settlement,bot_exit_signal,,-0.26,-0.26,-19.1176,-19.1176,,,,2026-05-01 12:46:22+00:00,True,False,2026-05-01 12:46:22.238808+00:00,KXBTC15M-26MAY010900-00,yes,0.860104,14.010425,16.010425,14.010425,68.0,86.010425,817.772,-0.840545,0.840545,106.888936,0.0,80.0,250.0,78040.39,77950.55,0.238808,0.860104,14.010425,16.010425,14.010425,68.0,86.010425,817.772,-0.840545,0.840545,106.888936,0.0,80.0,250.0,True,train
2026-05-01 08:46:59,KXBTC15M-26MAY010900-00,yes,2,70,70,,70,0,0.0,1.4,2026-05-01 08:48:06,66.0,66.0,,66.0,0,1.32,exited_before_settlement,bot_exit_signal,,-0.08,-0.08,-5.7143,-5.7143,,,,2026-05-01 12:46:59+00:00,True,False,2026-05-01 12:46:59.512818+00:00,KXBTC15M-26MAY010900-00,yes,0.855869,12.086925,14.086925,12.086925,70.0,85.586925,780.497,-0.82872,0.82872,104.420045,0.0,23.81,516.0,78037.08,77950.55,0.512818,0.855869,12.086925,14.086925,12.086925,70.0,85.586925,780.497,-0.82872,0.82872,104.420045,0.0,23.81,516.0,True,train
2026-05-01 09:00:46,KXBTC15M-26MAY010915-15,yes,4,70,80,,80,0,0.0,3.2,,,,,,0,,win,kalshi_api,yes,0.8,0.8,25.0,25.0,finalized,yes,2026-05-01T13:15:16.745694Z,2026-05-01 13:00:46+00:00,False,False,2026-05-01 13:00:46.031024+00:00,KXBTC15M-26MAY010915-15,yes,0.850881,11.588134,13.588134,11.588134,70.0,85.088134,853.971,-0.806678,0.806678,107.415854,0.0,165.76,688.0,78037.91,77951.26,0.031024,0.850881,11.588134,13.588134,11.588134,70.0,85.088134,853.971,-0.806678,0.806678,107.415854,0.0,165.76,688.0,True,train
2026-05-01 09:19:09,KXBTC15M-26MAY010930-30,no,2,72,72,,72,0,0.0,1.44,2026-05-01 09:19:51,68.0,68.0,,68.0,0,1.36,exited_before_settlement,bot_exit_signal,,-0.08,-0.08,-5.5556,-5.5556,,,,2026-05-01 13:19:09+00:00,True,False,2026-05-01 13:19:09.215477+00:00,KXBTC15M-26MAY010930-30,no,0.855019,12.001871,14.001871,12.001871,70.0,85.501871,650.796,0.787629,0.787629,93.997273,16.0,43.19,485.0,78261.05,78335.09,0.215477,0.855019,12.001871,14.001871,12.001871,70.0,85.501871,650.796,0.787629,0.787629,93.997273,16.0,43.19,485.0,True,train
2026-05-01 09:33:20,KXBTC15M-26MAY010945-45,yes,3,70,83,,83,0,0.0,2.5,2026-05-01 09:38:30,63.0,63.0,,63.0,0,1.89,exited_before_settlement,bot_exit_signal,,-0.6,-0.6,-24.0,-24.0,,,,2026-05-01 13:33:20+00:00,True,False,2026-05-01 13:33:20.624039+00:00,KXBTC15M-26MAY010945-45,yes,0.855583,13.058286,15.058286,13.058286,69.0,85.558286,699.387,-0.831799,0.831799,96.501676,0.0,3.0,172.0,78371.65,78291.38,0.624039,0.855583,13.058286,15.058286,13.058286,69.0,85.558286,699.387,-0.831799,0.831799,96.501676,0.0,3.0,172.0,True,train
2026-05-01 09:39:41,KXBTC15M-26MAY010945-45,no,2,72,72,,72,0,0.0,1.44,2026-05-01 09:40:12,59.0,59.0,,59.0,0,1.18,exited_before_settlement,bot_exit_signal,,-0.26,-0.26,-18.0556,-18.0556,,,,2026-05-01 13:39:41+00:00,True,False,2026-05-01 13:39:41.677435+00:00,KXBTC15M-26MAY010945-45,no,0.851898,9.689849,11.689849,9.689849,72.0,85.189849,318.335,0.862717,0.862717,75.343361,16.0,1815.59,219.0,78226.38,78291.38,0.677435,0.851898,9.689849,11.689849,9.689849,72.0,85.189849,318.335,0.862717,0.862717,75.343361,16.0,1815.59,219.0,True,train
2026-05-01 09:41:41,KXBTC15M-26MAY010945-45,no,2,88,88,,88,0,0.0,1.76,2026-05-01 09:42:22,73.0,73.0,,73.0,0,1.46,exited_before_settlement,bot_exit_signal,,-0.3,-0.3,-17.0455,-17.0455,,,,2026-05-01 13:41:41+00:00,True,False,2026-05-01 13:41:41.769798+00:00,KXBTC15M-26MAY010945-45,no,0.963124,5.312363,7.312363,5.312363,88.0,96.312363,198.24,1.610667,1.610667,60.698454,94.0,63.0,328.0,78193.61,78291.38,0.769798,0.963124,5.312363,7.312363,5.312363,88.0,96.312363,198.24,1.610667,1.610667,60.698454,94.0,63.0,328.0,True,train
2026-05-01 09:46:31,KXBTC15M-26MAY011000-00,yes,6,70,78,,78,0,0.0,4.66,,,,,,0,,win,kalshi_api,yes,1.32,1.32,28.3262,28.3262,finalized,yes,2026-05-01T14:00:16.699294Z,2026-05-01 13:46:31+00:00,False,False,2026-05-01 13:46:31.840919+00:00,KXBTC15M-26MAY011000-00,yes,0.854127,11.912681,13.912681,11.912681,70.0,85.412681,808.17,-0.819361,0.819361,125.390325,0.0,921.0,922.0,78306.94,78204.2,0.840919,0.854127,11.912681,13.912681,11.912681,70.0,85.412681,808.17,-0.819361,0.819361,125.390325,0.0,921.0,922.0,True,train
2026-05-01 10:05:39,KXBTC15M-26MAY011015-15,no,2,74,74,,74,0,0.0,1.48,2026-05-01 10:06:13,70.0,70.0,,70.0,0,1.4,exited_before_settlement,bot_exit_signal,,-0.08,-0.08,-5.4054,-5.4054,,,,2026-05-01 14:05:39+00:00,True,False,2026-05-01 14:05:39.722884+00:00,KXBTC15M-26MAY011015-15,no,0.8501,7.51001,9.51001,7.51001,74.0,85.01001,560.289,0.793711,0.793711,132.43479,31.0,108.69,812.0,78622.36,78727.48,0.722884,0.8501,7.51001,9.51001,7.51001,74.0,85.01001,560.289,0.793711,0.793711,132.43479,31.0,108.69,812.0,True,train
2026-05-01 10:10:02,KXBTC15M-26MAY011015-15,no,2,78,78,,78,0,0.0,1.56,2026-05-01 10:10:34,71.0,71.0,,71.0,0,1.42,exited_before_settlement,bot_exit_signal,,-0.14,-0.14,-8.9744,-8.9744,,,,2026-05-01 14:10:02+00:00,True,False,2026-05-01 14:10:02.718487+00:00,KXBTC15M-26MAY011015-15,no,0.852779,3.777929,5.777929,3.777929,78.0,85.277929,297.284,0.831233,0.831233,92.84998,718.0,1150.95,812.0,78656.21,78727.48,0.718487,0.852779,3.777929,5.777929,3.777929,78.0,85.277929,297.284,0.831233,0.831233,92.84998,718.0,1150.95,812.0,True,train
2026-05-01 10:10:59,KXBTC15M-26MAY011015-15,no,2,80,80,,80,0,0.0,1.6,2026-05-01 10:11:50,81.0,81.0,,81.0,0,1.62,exited_before_settlement,bot_exit_signal,,0.02,0.02,1.25,1.25,,,,2026-05-01 14:10:59+00:00,False,False,2026-05-01 14:10:59.062199+00:00,KXBTC15M-26MAY011015-15,no,0.855705,2.070521,4.070521,2.070521,80.0,85.570521,240.948,0.845419,0.845419,83.597644,16.0,1409.39,156.0,78656.8,78727.48,0.062199,0.855705,2.070521,4.070521,2.070521,80.0,85.570521,240.948,0.845419,0.845419,83.597644,16.0,1409.39,156.0,True,train
2026-05-01 10:15:58,KXBTC15M-26MAY011030-30,no,2,73,73,,73,0,0.0,1.46,2026-05-01 10:16:29,67.0,67.0,,67.0,0,1.34,exited_before_settlement,bot_exit_signal,,-0.12,-0.12,-8.2192,-8.2192,,,,2026-05-01 14:15:58+00:00,True,False,2026-05-01 14:15:58.980525+00:00,KXBTC15M-26MAY011030-30,no,0.851109,8.610869,10.610869,8.610869,73.0,85.110869,841.021,0.801284,0.801284,158.352038,0.0,170.0,766.0,78630.82,78757.7,0.980525,0.851109,8.610869,10.610869,8.610869,73.0,85.110869,841.021,0.801284,0.801284,158.352038,0.0,170.0,766.0,True,train
2026-05-01 10:18:31,KXBTC15M-26MAY011030-30,no,2,75,75,,75,0,0.0,1.5,,,,,,0,,win,kalshi_api,no,0.5,0.5,33.3333,33.3333,finalized,no,2026-05-01T14:30:16.700016Z,2026-05-01 14:18:31+00:00,False,False,2026-05-01 14:18:31.360284+00:00,KXBTC15M-26MAY011030-30,no,0.85,6.500001,8.500001,6.500001,75.0,85.000001,688.65,0.786267,0.786267,142.954039,281.0,252.0,125.0,78645.3,78757.7,0.360284,0.85,6.500001,8.500001,6.500001,75.0,85.000001,688.65,0.786267,0.786267,142.954039,281.0,252.0,125.0,True,train
2026-05-01 10:30:55,KXBTC15M-26MAY011045-45,no,2,72,72,,72,0,0.0,1.44,2026-05-01 10:31:26,67.0,67.0,,67.0,0,1.34,exited_before_settlement,bot_exit_signal,,-0.1,-0.1,-6.9444,-6.9444,,,,2026-05-01 14:30:55+00:00,True,False,2026-05-01 14:30:55.032668+00:00,KXBTC15M-26MAY011045-45,no,0.850396,10.539591,12.539591,10.539591,71.0,85.039591,844.976,0.834358,0.834358,148.371576,0.0,425.0,484.0,78155.62,78279.42,0.032668,0.850396,10.539591,12.539591,10.539591,71.0,85.039591,844.976,0.834358,0.834358,148.371576,0.0,425.0,484.0,True,train
2026-05-01 10:36:29,KXBTC15M-26MAY011045-45,no,4,77,82,,82,0,0.0,3.28,2026-05-01 10:39:22,74.0,74.0,,74.0,0,2.96,exited_before_settlement,bot_exit_signal,,-0.32,-0.32,-9.7561,-9.7561,,,,2026-05-01 14:36:29+00:00,True,False,2026-05-01 14:36:29.663280+00:00,KXBTC15M-26MAY011045-45,no,0.857148,7.214796,9.214796,7.214796,75.0,85.714796,510.34,0.848462,0.848462,114.913863,0.0,44.49,125.0,78181.92,78279.42,0.66328,0.857148,7.214796,9.214796,7.214796,75.0,85.714796,510.34,0.848462,0.848462,114.913863,0.0,44.49,125.0,True,train
2026-05-01 10:40:12,KXBTC15M-26MAY011045-45,no,2,84,84,,84,0,0.0,1.68,2026-05-01 10:42:43,97.0,97.0,,97.0,0,1.94,exited_before_settlement,bot_exit_signal,,0.26,0.26,15.4762,15.4762,,,,2026-05-01 14:40:12+00:00,False,False,2026-05-01 14:40:12.209393+00:00,KXBTC15M-26MAY011045-45,no,0.89549,2.54898,4.54898,2.54898,84.0,89.54898,287.803,1.033039,1.033039,90.921077,109.0,60.0,656.0,78185.49,78279.42,0.209393,0.89549,2.54898,4.54898,2.54898,84.0,89.54898,287.803,1.033039,1.033039,90.921077,109.0,60.0,656.0,True,train
2026-05-01 10:48:37,KXBTC15M-26MAY011100-00,yes,4,77,79,,79,0,0.0,3.16,2026-05-01 10:56:49,100.0,99.0,,99.0,0,3.96,exited_before_settlement,bot_exit_signal,,0.8,0.8,25.3165,25.3165,,,,2026-05-01 14:48:37+00:00,False,False,2026-05-01 14:48:37.807223+00:00,KXBTC15M-26MAY011100-00,yes,0.850956,4.595579,6.595579,4.595579,77.0,85.095579,682.204,-0.831046,0.831046,134.824093,0.0,659.76,188.0,78317.42,78205.37,0.807223,0.850956,4.595579,6.595579,4.595579,77.0,85.095579,682.204,-0.831046,0.831046,134.824093,0.0,659.76,188.0,True,train
2026-05-01 11:02:15,KXBTC15M-26MAY011115-15,no,2,78,78,,78,0,0.0,1.56,2026-05-01 11:02:48,71.0,71.0,,71.0,0,1.42,exited_before_settlement,bot_exit_signal,,-0.14,-0.14,-8.9744,-8.9744,,,,2026-05-01 15:02:15+00:00,True,False,2026-05-01 15:02:15.234304+00:00,KXBTC15M-26MAY011115-15,no,0.85535,5.034964,7.034964,5.034964,77.0,85.534964,764.777,0.835585,0.835585,137.430699,0.0,35.95,891.0,78219.38,78334.21,0.234304,0.85535,5.034964,7.034964,5.034964,77.0,85.534964,764.777,0.835585,0.835585,137.430699,0.0,35.95,891.0,True,train
2026-05-01 11:06:15,KXBTC15M-26MAY011115-15,no,4,78,82,,82,0,0.0,3.26,2026-05-01 11:09:36,75.0,75.0,,75.0,0,3.0,exited_before_settlement,bot_exit_signal,,-0.28,-0.28,-8.589,-8.589,,,,2026-05-01 15:06:15+00:00,True,False,2026-05-01 15:06:15.316727+00:00,KXBTC15M-26MAY011115-15,no,0.85315,3.81498,5.81498,3.81498,78.0,85.31498,524.685,0.834958,0.834958,114.891947,0.0,302.71,984.0,78238.28,78334.21,0.316727,0.85315,3.81498,5.81498,3.81498,78.0,85.31498,524.685,0.834958,0.834958,114.891947,0.0,302.71,984.0,True,train
2026-05-01 11:12:18,KXBTC15M-26MAY011115-15,yes,2,75,75,,75,0,0.0,1.5,2026-05-01 11:13:00,96.0,96.0,,96.0,0,1.92,exited_before_settlement,bot_exit_signal,,0.42,0.42,28.0,28.0,,,,2026-05-01 15:12:18+00:00,False,False,2026-05-01 15:12:18.210349+00:00,KXBTC15M-26MAY011115-15,yes,0.863092,7.809247,9.809247,7.809247,75.0,86.309247,161.801,-0.889382,0.889382,61.902502,0.0,1849.47,875.0,78389.26,78334.21,0.210349,0.863092,7.809247,9.809247,7.809247,75.0,86.309247,161.801,-0.889382,0.889382,61.902502,0.0,1849.47,875.0,True,train
2026-05-01 11:23:55,KXBTC15M-26MAY011130-30,yes,2,84,84,,84,0,0.0,1.68,2026-05-01 11:24:48,67.0,67.0,,67.0,0,1.34,exited_before_settlement,bot_exit_signal,,-0.34,-0.34,-20.2381,-20.2381,,,,2026-05-01 15:23:55+00:00,True,False,2026-05-01 15:23:55.390807+00:00,KXBTC15M-26MAY011130-30,yes,0.879603,4.460265,6.460265,4.460265,80.0,87.960265,364.62,-0.955441,0.955441,91.544069,16.0,1220.46,406.0,78542.3,78454.83,0.390807,0.879603,4.460265,6.460265,4.460265,80.0,87.960265,364.62,-0.955441,0.955441,91.544069,16.0,1220.46,406.0,True,train
2026-05-01 11:25:41,KXBTC15M-26MAY011130-30,yes,2,81,81,,81,0,0.0,1.62,2026-05-01 11:28:41,99.0,99.0,,99.0,0,1.98,exited_before_settlement,bot_exit_signal,,0.36,0.36,22.2222,22.2222,,,,2026-05-01 15:25:41+00:00,False,False,2026-05-01 15:25:41.464428+00:00,KXBTC15M-26MAY011130-30,yes,0.871345,2.634522,4.634522,2.634522,81.0,87.134522,258.546,-0.918055,0.918055,79.592191,0.0,297.59,468.0,78527.9,78454.83,0.464428,0.871345,2.634522,4.634522,2.634522,81.0,87.134522,258.546,-0.918055,0.918055,79.592191,0.0,297.59,468.0,True,train
2026-05-01 11:50:31,KXBTC15M-26MAY011200-00,no,2,87,87,,87,0,0.0,1.74,,,,,,0,,win,kalshi_api,no,0.26,0.26,14.9425,14.9425,finalized,no,2026-05-01T16:00:16.700264Z,2026-05-01 15:50:31+00:00,False,False,2026-05-01 15:50:31.147216+00:00,KXBTC15M-26MAY011200-00,no,0.921157,2.115736,4.115736,2.115736,87.0,92.115736,568.862,1.19404,1.19404,115.096606,0.0,171.13,578.0,78529.85,78667.28,0.147216,0.921157,2.115736,4.115736,2.115736,87.0,92.115736,568.862,1.19404,1.19404,115.096606,0.0,171.13,578.0,True,train
2026-05-01 12:01:05,KXBTC15M-26MAY011215-15,yes,4,77,81,,81,0,0.0,3.24,2026-05-01 12:07:44,93.0,93.0,,93.0,0,3.72,exited_before_settlement,bot_exit_signal,,0.48,0.48,14.8148,14.8148,,,,2026-05-01 16:01:05+00:00,False,False,2026-05-01 16:01:05.540737+00:00,KXBTC15M-26MAY011215-15,yes,0.852274,4.727428,6.727428,4.727428,77.0,85.227428,834.47,-0.828239,0.828239,173.826695,0.0,225.0,688.0,78602.75,78458.78,0.540737,0.852274,4.727428,6.727428,4.727428,77.0,85.227428,834.47,-0.828239,0.828239,173.826695,0.0,225.0,688.0,True,train
2026-05-01 12:24:19,KXBTC15M-26MAY011230-30,no,2,82,82,,82,0,0.0,1.64,2026-05-01 12:27:58,99.0,99.0,,99.0,0,1.98,exited_before_settlement,bot_exit_signal,,0.34,0.34,20.7317,20.7317,,,,2026-05-01 16:24:19+00:00,False,False,2026-05-01 16:24:19.832769+00:00,KXBTC15M-26MAY011230-30,no,0.918761,6.376071,8.376071,6.376071,82.0,91.876071,340.178,1.16545,1.16545,97.721916,0.0,132.0,188.0,78291.56,78405.45,0.832769,0.918761,6.376071,8.376071,6.376071,82.0,91.876071,340.178,1.16545,1.16545,97.721916,0.0,132.0,188.0,True,train
2026-05-01 12:34:02,KXBTC15M-26MAY011245-45,no,2,85,85,,85,0,0.0,1.7,2026-05-01 12:34:40,76.0,76.0,,76.0,0,1.52,exited_before_settlement,bot_exit_signal,,-0.18,-0.18,-10.5882,-10.5882,,,,2026-05-01 16:34:02+00:00,True,False,2026-05-01 16:34:02.394899+00:00,KXBTC15M-26MAY011245-45,no,0.901038,2.103837,4.103837,2.103837,85.0,90.103837,657.606,1.077245,1.077245,136.87688,0.0,169.67,312.0,78195.57,78343.02,0.394899,0.901038,2.103837,4.103837,2.103837,85.0,90.103837,657.606,1.077245,1.077245,136.87688,0.0,169.67,312.0,True,train
2026-05-01 12:56:01,KXBTC15M-26MAY011300-00,yes,2,78,78,,78,0,0.0,1.56,2026-05-01 12:56:36,70.0,70.0,,70.0,0,1.4,exited_before_settlement,bot_exit_signal,,-0.16,-0.16,-10.2564,-10.2564,,,,2026-05-01 16:56:01+00:00,True,False,2026-05-01 16:56:01.079476+00:00,KXBTC15M-26MAY011300-00,yes,0.850551,3.555099,5.555099,3.555099,78.0,85.055099,238.932,-0.833392,0.833392,80.058374,0.0,57.98,1000.0,78339.06,78272.34,0.079476,0.850551,3.555099,5.555099,3.555099,78.0,85.055099,238.932,-0.833392,0.833392,80.058374,0.0,57.98,1000.0,True,train
2026-05-01 13:53:47,KXBTC15M-26MAY011400-00,yes,2,81,81,,81,0,0.0,1.62,2026-05-01 13:55:06,88.0,88.0,,88.0,0,1.76,exited_before_settlement,bot_exit_signal,,0.14,0.14,8.642,8.642,,,,2026-05-01 17:53:47+00:00,False,False,2026-05-01 17:53:47.427046+00:00,KXBTC15M-26MAY011400-00,yes,0.870707,2.570672,4.570672,2.570672,81.0,87.070672,372.585,-0.912977,0.912977,90.155597,0.0,1171.04,343.0,78526.71,78444.4,0.427046,0.870707,2.570672,4.570672,2.570672,81.0,87.070672,372.585,-0.912977,0.912977,90.155597,0.0,1171.04,343.0,True,train
2026-05-01 15:17:23,KXBTC15M-26MAY011530-30,no,2,79,79,,79,0,0.0,1.58,2026-05-01 15:25:30,81.0,81.0,,81.0,0,1.62,exited_before_settlement,bot_exit_signal,,0.04,0.04,2.5316,2.5316,,,,2026-05-01 19:17:23+00:00,False,False,2026-05-01 19:17:23.283529+00:00,KXBTC15M-26MAY011530-30,no,0.895577,12.05773,14.05773,12.05773,74.0,89.55773,756.727,1.021008,1.021008,102.619176,0.0,814.56,718.0,78397.52,78502.3,0.283529,0.895577,12.05773,14.05773,12.05773,74.0,89.55773,756.727,1.021008,1.021008,102.619176,0.0,814.56,718.0,True,train
2026-05-01 15:31:38,KXBTC15M-26MAY011545-45,no,2,79,79,,79,0,0.0,1.58,2026-05-01 15:32:12,74.0,74.0,,74.0,0,1.48,exited_before_settlement,bot_exit_signal,,-0.1,-0.1,-6.3291,-6.3291,,,,2026-05-01 19:31:38+00:00,True,False,2026-05-01 19:31:38.052010+00:00,KXBTC15M-26MAY011545-45,no,0.852683,2.768293,4.768293,2.768293,79.0,85.268293,801.95,0.833401,0.833401,101.487813,32.0,223.0,516.0,78339.22,78423.8,0.05201,0.852683,2.768293,4.768293,2.768293,79.0,85.268293,801.95,0.833401,0.833401,101.487813,32.0,223.0,516.0,True,train
2026-05-01 15:33:28,KXBTC15M-26MAY011545-45,no,2,85,85,,85,0,0.0,1.7,2026-05-01 15:40:37,95.0,95.0,,95.0,0,1.9,exited_before_settlement,bot_exit_signal,,0.2,0.2,11.7647,11.7647,,,,2026-05-01 19:33:28+00:00,False,False,2026-05-01 19:33:28.544111+00:00,KXBTC15M-26MAY011545-45,no,0.902311,2.231117,4.231117,2.231117,85.0,90.231117,691.467,1.057934,1.057934,94.070149,0.0,313.16,1000.0,78324.28,78423.8,0.544111,0.902311,2.231117,4.231117,2.231117,85.0,90.231117,691.467,1.057934,1.057934,94.070149,0.0,313.16,1000.0,True,train
2026-05-01 15:55:03,KXBTC15M-26MAY011600-00,yes,2,79,79,,79,0,0.0,1.58,2026-05-01 15:55:50,90.0,90.0,,90.0,0,1.8,exited_before_settlement,bot_exit_signal,,0.22,0.22,13.9241,13.9241,,,,2026-05-01 19:55:03+00:00,False,False,2026-05-01 19:55:03.038744+00:00,KXBTC15M-26MAY011600-00,yes,0.852676,2.7676,4.7676,2.7676,79.0,85.2676,296.977,-0.822047,0.822047,58.682791,593.0,759.0,593.0,78371.43,78329.1,0.038744,0.852676,2.7676,4.7676,2.7676,79.0,85.2676,296.977,-0.822047,0.822047,58.682791,593.0,759.0,593.0,True,train
2026-05-01 16:52:13,KXBTC15M-26MAY011700-00,no,2,86,86,,86,0,0.0,1.72,,,,,,0,,win,kalshi_api,no,0.28,0.28,16.2791,16.2791,finalized,no,2026-05-01T21:00:16.952193Z,2026-05-01 20:52:13+00:00,False,False,2026-05-01 20:52:13.778248+00:00,KXBTC15M-26MAY011700-00,no,0.911286,2.128617,4.128617,2.128617,86.0,91.128617,466.233,1.124351,1.124351,66.011412,0.0,65.0,922.0,77911.91,77986.13,0.778248,0.911286,2.128617,4.128617,2.128617,86.0,91.128617,466.233,1.124351,1.124351,66.011412,0.0,65.0,922.0,True,train
2026-05-01 17:02:22,KXBTC15M-26MAY011715-15,yes,2,77,77,,77,0,0.0,1.54,2026-05-01 17:04:36,68.0,68.0,,68.0,0,1.36,exited_before_settlement,bot_exit_signal,,-0.18,-0.18,-11.6883,-11.6883,,,,2026-05-01 21:02:22+00:00,True,False,2026-05-01 21:02:22.507332+00:00,KXBTC15M-26MAY011715-15,yes,0.85235,6.735011,8.735011,6.735011,75.0,85.235011,757.504,-0.830822,0.830822,97.385507,32.0,156.69,469.0,77954.72,77873.81,0.507332,0.85235,6.735011,8.735011,6.735011,75.0,85.235011,757.504,-0.830822,0.830822,97.385507,32.0,156.69,469.0,True,train
2026-05-01 17:31:21,KXBTC15M-26MAY011745-45,yes,4,78,84,,84,0,0.0,3.36,,,,,,0,,win,kalshi_api,yes,0.64,0.64,19.0476,19.0476,finalized,yes,2026-05-01T21:45:16.850381Z,2026-05-01 21:31:21+00:00,False,False,2026-05-01 21:31:21.424120+00:00,KXBTC15M-26MAY011745-45,yes,0.878286,6.328556,8.328556,6.328556,78.0,87.828556,818.587,-0.94495,0.94495,85.036268,0.0,674.0,922.0,78086.79,78006.44,0.42412,0.878286,6.328556,8.328556,6.328556,78.0,87.828556,818.587,-0.94495,0.94495,85.036268,0.0,674.0,922.0,True,train
2026-05-01 17:49:17,KXBTC15M-26MAY011800-00,yes,2,77,77,,77,0,0.0,1.54,2026-05-01 17:51:11,70.0,70.0,,70.0,0,1.4,exited_before_settlement,bot_exit_signal,,-0.14,-0.14,-9.0909,-9.0909,,,,2026-05-01 21:49:17+00:00,True,False,2026-05-01 21:49:17.485873+00:00,KXBTC15M-26MAY011800-00,yes,0.868638,6.363785,8.363785,6.363785,77.0,86.863785,642.526,-0.906273,0.906273,74.072618,0.0,112.57,485.0,78165.47,78098.34,0.485873,0.868638,6.363785,8.363785,6.363785,77.0,86.863785,642.526,-0.906273,0.906273,74.072618,0.0,112.57,485.0,True,train
2026-05-01 17:53:42,KXBTC15M-26MAY011800-00,yes,2,87,87,,87,0,0.0,1.74,2026-05-01 18:00:12,100.0,100.0,,100.0,0,2.0,exited_before_settlement,bot_exit_signal_heartbeat_confirmed,,0.26,0.26,14.9425,14.9425,,,,2026-05-01 21:53:42+00:00,False,False,2026-05-01 21:53:42.493784+00:00,KXBTC15M-26MAY011800-00,yes,0.921104,2.110389,4.110389,2.110389,87.0,92.110389,377.51,-1.180986,1.180986,56.499409,672.0,60.0,515.0,78165.07,78098.34,0.493784,0.921104,2.110389,4.110389,2.110389,87.0,92.110389,377.51,-1.180986,1.180986,56.499409,672.0,60.0,515.0,True,train
2026-05-01 18:02:04,KXBTC15M-26MAY011815-15,yes,2,78,78,,78,0,0.0,1.56,2026-05-01 18:02:35,67.0,67.0,,67.0,0,1.34,exited_before_settlement,bot_exit_signal,,-0.22,-0.22,-14.1026,-14.1026,,,,2026-05-01 22:02:04+00:00,True,False,2026-05-01 22:02:04.216582+00:00,KXBTC15M-26MAY011815-15,yes,0.879425,6.442485,8.442485,6.442485,78.0,87.942485,775.795,-0.962118,0.962118,79.434128,16.0,26.0,47.0,78271.79,78195.36,0.216582,0.879425,6.442485,8.442485,6.442485,78.0,87.942485,775.795,-0.962118,0.962118,79.434128,16.0,26.0,47.0,True,train
2026-05-01 18:03:25,KXBTC15M-26MAY011815-15,yes,2,78,78,,78,0,0.0,1.56,2026-05-01 18:03:56,69.0,69.0,,69.0,0,1.38,exited_before_settlement,bot_exit_signal,,-0.18,-0.18,-11.5385,-11.5385,,,,2026-05-01 22:03:25+00:00,True,False,2026-05-01 22:03:25.125650+00:00,KXBTC15M-26MAY011815-15,yes,0.860735,4.573501,6.573501,4.573501,78.0,86.073501,694.886,-0.883124,0.883124,74.910232,0.0,438.7,906.0,78261.51,78195.36,0.12565,0.860735,4.573501,6.573501,4.573501,78.0,86.073501,694.886,-0.883124,0.883124,74.910232,0.0,438.7,906.0,True,train
2026-05-01 18:06:28,KXBTC15M-26MAY011815-15,yes,2,87,87,,87,0,0.0,1.74,,,,,,0,,win,kalshi_api,yes,0.26,0.26,14.9425,14.9425,finalized,yes,2026-05-01T22:15:16.819056Z,2026-05-01 22:06:28+00:00,False,False,2026-05-01 22:06:28.370077+00:00,KXBTC15M-26MAY011815-15,yes,0.900353,2.035349,4.035349,2.035349,85.0,90.035349,511.633,-1.075064,1.075064,62.6614,0.0,1231.52,156.0,78262.73,78195.36,0.370077,0.900353,2.035349,4.035349,2.035349,85.0,90.035349,511.633,-1.075064,1.075064,62.6614,0.0,1231.52,156.0,True,train
