entry_ts,market,side,qty,entry_trigger_cents,entry_fill_cents_assumed,entry_fill_cents_actual,entry_fill_cents_used,entry_fee_cents,total_fees_dollars,entry_notional_dollars,exit_ts,exit_trigger_cents,exit_fill_cents_assumed,exit_fill_cents_actual,exit_fill_cents_used,exit_fee_cents,exit_notional_dollars,outcome,resolution_source,result,gross_pnl_dollars,net_pnl_dollars,net_pnl_percent,gross_pnl_percent,market_status,market_result,settlement_ts,entry_dt_utc,trade_negative,settled_loss,feature_event_dt_utc,feature_market,feature_side,feature_p_side,feature_edge_cents,feature_raw_edge_cents,feature_net_edge_cents,feature_ask_cents,feature_fair_side_cents,feature_seconds_to_close,feature_d_sigma,feature_abs_d_sigma,feature_sigma_t_dollars,feature_btc_age_ms,feature_eligible_depth,feature_book_age_ms,feature_btc_price,feature_strike,feature_match_abs_diff_seconds,p_side,edge_cents,raw_edge_cents,net_edge_cents,ask_cents,fair_side_cents,seconds_to_close,d_sigma,abs_d_sigma,sigma_t_dollars,btc_age_ms,eligible_depth,book_age_ms,matched_v28_approval,split
2026-05-01 02:50:44,KXBTC15M-26MAY010300-00,no,2,88,88,,88,0,0.0,1.76,2026-05-01 02:52:53,77.0,77.0,,77.0,0,1.54,exited_before_settlement,bot_exit_signal,,-0.22,-0.22,-12.5,-12.5,,,,2026-05-01 06:50:44+00:00,True,False,2026-05-01 06:50:44.415257+00:00,KXBTC15M-26MAY010300-00,no,0.930283,2.028299,4.028299,2.028299,88.0,93.028299,555.595,1.236416,1.236416,93.318132,0.0,10.0,375.0,76867.98,76983.36,0.415257,0.930283,2.028299,4.028299,2.028299,88.0,93.028299,555.595,1.236416,1.236416,93.318132,0.0,10.0,375.0,True,train
2026-05-01 02:56:03,KXBTC15M-26MAY010300-00,yes,2,85,85,,85,0,0.0,1.7,2026-05-01 02:56:34,93.0,93.0,,93.0,0,1.86,exited_before_settlement,bot_exit_signal,,0.16,0.16,9.4118,9.4118,,,,2026-05-01 06:56:03+00:00,False,False,2026-05-01 06:56:03.038100+00:00,KXBTC15M-26MAY010300-00,yes,0.90246,2.246004,4.246004,2.246004,85.0,90.246004,236.977,-1.097365,1.097365,63.944077,156.0,43.0,31.0,77028.0,76983.36,0.0381,0.90246,2.246004,4.246004,2.246004,85.0,90.246004,236.977,-1.097365,1.097365,63.944077,156.0,43.0,31.0,True,train
2026-05-01 03:10:06,KXBTC15M-26MAY010315-15,yes,2,66,66,,66,0,0.0,1.32,2026-05-01 03:10:37,67.0,67.0,,67.0,0,1.34,exited_before_settlement,bot_exit_signal,,0.02,0.02,1.5152,1.5152,,,,2026-05-01 07:10:06+00:00,False,False,2026-05-01 07:10:06.890237+00:00,KXBTC15M-26MAY010315-15,yes,0.879487,17.948699,19.948699,17.948699,66.0,87.948699,293.129,-0.986542,0.986542,73.914722,297.0,2122.83,391.0,77045.0,77015.93,0.890237,0.879487,17.948699,19.948699,17.948699,66.0,87.948699,293.129,-0.986542,0.986542,73.914722,297.0,2122.83,391.0,True,train
2026-05-01 03:13:03,KXBTC15M-26MAY010315-15,yes,2,84,84,,84,0,0.0,1.68,2026-05-01 03:13:35,90.0,90.0,,90.0,0,1.8,exited_before_settlement,bot_exit_signal,,0.12,0.12,7.1429,7.1429,,,,2026-05-01 07:13:03+00:00,False,False,2026-05-01 07:13:03.712272+00:00,KXBTC15M-26MAY010315-15,yes,0.903935,3.393467,5.393467,3.393467,84.0,90.393467,116.301,-1.093348,1.093348,46.462805,125.0,40.0,219.0,77026.55,77015.93,0.712272,0.903935,3.393467,5.393467,3.393467,84.0,90.393467,116.301,-1.093348,1.093348,46.462805,125.0,40.0,219.0,True,train
2026-05-01 03:22:03,KXBTC15M-26MAY010330-30,yes,2,76,76,,76,0,0.0,1.52,2026-05-01 03:22:34,64.0,64.0,,64.0,0,1.28,exited_before_settlement,bot_exit_signal,,-0.24,-0.24,-15.7895,-15.7895,,,,2026-05-01 07:22:03+00:00,True,False,2026-05-01 07:22:03.963175+00:00,KXBTC15M-26MAY010330-30,yes,0.867496,7.249551,9.249551,7.249551,76.0,86.749551,476.049,-0.888194,0.888194,90.655881,625.0,65.0,78.0,77063.0,77016.34,0.963175,0.867496,7.249551,9.249551,7.249551,76.0,86.749551,476.049,-0.888194,0.888194,90.655881,625.0,65.0,78.0,True,train
2026-05-01 03:49:46,KXBTC15M-26MAY010400-00,yes,1,75,75,,75,0,0.0,0.75,,,,,,0,,win,kalshi_api,yes,0.25,0.25,33.3333,33.3333,finalized,yes,2026-05-01T08:00:16.746046Z,2026-05-01 07:49:46+00:00,False,False,2026-05-01 07:49:46.487140+00:00,KXBTC15M-26MAY010400-00,yes,0.858772,7.377215,9.377215,7.377215,75.0,85.877215,613.523,-0.840609,0.840609,95.710387,0.0,41.0,938.0,77077.61,76997.16,0.48714,0.858772,7.377215,9.377215,7.377215,75.0,85.877215,613.523,-0.840609,0.840609,95.710387,0.0,41.0,938.0,True,train
2026-05-01 04:15:51,KXBTC15M-26MAY010430-30,yes,4,83,86,,86,0,0.0,3.46,,,,,,0,,win,kalshi_api,yes,0.56,0.56,16.185,16.185,finalized,yes,2026-05-01T08:30:16.696693Z,2026-05-01 08:15:51+00:00,False,False,2026-05-01 08:15:51.062978+00:00,KXBTC15M-26MAY010430-30,yes,0.888943,9.394334,11.394334,9.394334,76.0,88.894334,848.948,-0.926999,0.926999,109.482375,0.0,63.0,422.0,77289.81,77188.32,0.062978,0.888943,9.394334,11.394334,9.394334,76.0,88.894334,848.948,-0.926999,0.926999,109.482375,0.0,63.0,422.0,True,train
2026-05-01 04:58:29,KXBTC15M-26MAY010500-00,yes,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,yes,0.2,0.2,11.1111,11.1111,finalized,yes,2026-05-01T09:00:16.700542Z,2026-05-01 08:58:29+00:00,False,False,2026-05-01 08:58:29.935875+00:00,KXBTC15M-26MAY010500-00,yes,0.954577,2.457696,4.457696,2.457696,90.0,95.457696,90.067,-1.403962,1.403962,30.495849,0.0,60.0,344.0,77396.49,77353.67,0.935875,0.954577,2.457696,4.457696,2.457696,90.0,95.457696,90.067,-1.403962,1.403962,30.495849,0.0,60.0,344.0,True,train
2026-05-01 05:24:38,KXBTC15M-26MAY010530-30,yes,2,87,87,,87,0,0.0,1.74,2026-05-01 05:25:15,72.0,72.0,,72.0,0,1.44,exited_before_settlement,bot_exit_signal,,-0.3,-0.3,-17.2414,-17.2414,,,,2026-05-01 09:24:38+00:00,True,False,2026-05-01 09:24:38.006106+00:00,KXBTC15M-26MAY010530-30,yes,0.877116,6.211601,8.211601,6.211601,78.0,87.711601,321.995,-0.921354,0.921354,55.016848,47.0,94.0,594.0,77370.43,77319.74,0.006106,0.877116,6.211601,8.211601,6.211601,78.0,87.711601,321.995,-0.921354,0.921354,55.016848,47.0,94.0,594.0,True,train
2026-05-01 05:26:57,KXBTC15M-26MAY010530-30,yes,2,85,85,,85,0,0.0,1.7,2026-05-01 05:28:29,95.0,95.0,,95.0,0,1.9,exited_before_settlement,bot_exit_signal,,0.2,0.2,11.7647,11.7647,,,,2026-05-01 09:26:57+00:00,False,False,2026-05-01 09:26:57.434418+00:00,KXBTC15M-26MAY010530-30,yes,0.909647,2.964718,4.964718,2.964718,85.0,90.964718,182.568,-1.056976,1.056976,41.935679,15.0,60.0,15.0,77364.07,77319.74,0.434418,0.909647,2.964718,4.964718,2.964718,85.0,90.964718,182.568,-1.056976,1.056976,41.935679,15.0,60.0,15.0,True,train
2026-05-01 06:16:32,KXBTC15M-26MAY010630-30,yes,2,77,77,,77,0,0.0,1.54,,,,,,0,,win,kalshi_api,yes,0.46,0.46,29.8701,29.8701,finalized,yes,2026-05-01T10:30:06.696612Z,2026-05-01 10:16:32+00:00,False,False,2026-05-01 10:16:32.428375+00:00,KXBTC15M-26MAY010630-30,yes,0.851978,4.697759,6.697759,4.697759,77.0,85.197759,807.582,-0.765365,0.765365,75.401978,0.0,222.0,312.0,77214.5,77156.79,0.428375,0.851978,4.697759,6.697759,4.697759,77.0,85.197759,807.582,-0.765365,0.765365,75.401978,0.0,222.0,312.0,True,train
2026-05-01 06:53:38,KXBTC15M-26MAY010700-00,yes,2,78,78,,78,0,0.0,1.56,2026-05-01 06:55:11,57.0,57.0,,57.0,0,1.14,exited_before_settlement,bot_exit_signal,,-0.42,-0.42,-26.9231,-26.9231,,,,2026-05-01 10:53:38+00:00,True,False,2026-05-01 10:53:38.729928+00:00,KXBTC15M-26MAY010700-00,yes,0.854418,8.94181,10.94181,8.94181,73.0,85.44181,381.274,-0.820983,0.820983,49.25194,0.0,41.32,31.0,77278.58,77238.15,0.729928,0.854418,8.94181,10.94181,8.94181,73.0,85.44181,381.274,-0.820983,0.820983,49.25194,0.0,41.32,31.0,True,train
2026-05-01 06:56:07,KXBTC15M-26MAY010700-00,yes,3,80,81,,81,0,0.0,2.44,,,,,,0,,win,kalshi_api,yes,0.57,0.57,23.3607,23.3607,finalized,yes,2026-05-01T11:00:06.695861Z,2026-05-01 10:56:07+00:00,False,False,2026-05-01 10:56:07.579400+00:00,KXBTC15M-26MAY010700-00,yes,0.864535,7.953457,9.953457,7.953457,75.0,86.453457,232.433,-0.851124,0.851124,37.12149,16.0,60.96,875.0,77269.74,77238.15,0.5794,0.864535,7.953457,9.953457,7.953457,75.0,86.453457,232.433,-0.851124,0.851124,37.12149,16.0,60.96,875.0,True,train
2026-05-01 07:00:34,KXBTC15M-26MAY010715-15,yes,2,65,65,,65,0,0.0,1.3,2026-05-01 07:01:29,61.0,61.0,,61.0,0,1.22,exited_before_settlement,bot_exit_signal,,-0.08,-0.08,-6.1538,-6.1538,,,,2026-05-01 11:00:34+00:00,True,False,2026-05-01 11:00:34.726740+00:00,KXBTC15M-26MAY010715-15,yes,0.853925,17.392464,19.392464,17.392464,64.0,85.392464,865.277,-0.781024,0.781024,71.598321,0.0,83.42,94.0,77327.38,77271.46,0.72674,0.853925,17.392464,19.392464,17.392464,64.0,85.392464,865.277,-0.781024,0.781024,71.598321,0.0,83.42,94.0,True,train
2026-05-01 07:02:01,KXBTC15M-26MAY010715-15,yes,2,68,68,,68,0,0.0,1.36,2026-05-01 07:02:47,60.0,60.0,,60.0,0,1.2,exited_before_settlement,bot_exit_signal,,-0.16,-0.16,-11.7647,-11.7647,,,,2026-05-01 11:02:01+00:00,True,False,2026-05-01 11:02:01.365069+00:00,KXBTC15M-26MAY010715-15,yes,0.863377,14.337733,16.337733,14.337733,68.0,86.337733,778.647,-0.809624,0.809624,68.062497,0.0,109.22,719.0,77326.57,77271.46,0.365069,0.863377,14.337733,16.337733,14.337733,68.0,86.337733,778.647,-0.809624,0.809624,68.062497,0.0,109.22,719.0,True,train
2026-05-01 07:11:38,KXBTC15M-26MAY010715-15,yes,2,57,57,,57,0,0.0,1.14,,,,,,0,,win,kalshi_api,yes,0.86,0.86,75.4386,75.4386,finalized,yes,2026-05-01T11:15:16.6952Z,2026-05-01 11:11:38+00:00,False,False,2026-05-01 11:11:38.798643+00:00,KXBTC15M-26MAY010715-15,yes,0.862783,26.278297,28.278297,26.278297,56.0,86.278297,201.211,-0.855012,0.855012,33.555097,63.0,5.0,157.0,77300.15,77271.46,0.798643,0.862783,26.278297,28.278297,26.278297,56.0,86.278297,201.211,-0.855012,0.855012,33.555097,63.0,5.0,157.0,True,train
2026-05-01 07:16:36,KXBTC15M-26MAY010730-30,yes,6,72,83,,83,0,0.0,5.02,,,,,,0,,win,kalshi_api,yes,1.02,1.02,20.3187,20.3187,finalized,yes,2026-05-01T11:30:16.696268Z,2026-05-01 11:16:36+00:00,False,False,2026-05-01 11:16:36.252660+00:00,KXBTC15M-26MAY010730-30,yes,0.883665,24.366465,26.366465,24.366465,60.0,88.366465,803.757,-0.872495,0.872495,66.521847,0.0,321.0,672.0,77367.68,77309.64,0.25266,0.883665,24.366465,26.366465,24.366465,60.0,88.366465,803.757,-0.872495,0.872495,66.521847,0.0,321.0,672.0,True,train
2026-05-01 07:30:32,KXBTC15M-26MAY010745-45,yes,2,69,69,,69,0,0.0,1.38,2026-05-01 07:31:59,64.0,64.0,,64.0,0,1.28,exited_before_settlement,bot_exit_signal,,-0.1,-0.1,-7.2464,-7.2464,,,,2026-05-01 11:30:32+00:00,True,False,2026-05-01 11:30:32.936719+00:00,KXBTC15M-26MAY010745-45,yes,0.868614,14.361406,16.361406,14.361406,69.0,86.861406,867.064,-0.832612,0.832612,80.439674,62.0,98.05,0.0,77425.34,77358.36,0.936719,0.868614,14.361406,16.361406,14.361406,69.0,86.861406,867.064,-0.832612,0.832612,80.439674,62.0,98.05,0.0,True,train
2026-05-01 07:32:12,KXBTC15M-26MAY010745-45,yes,2,67,67,,67,0,0.0,1.34,2026-05-01 07:33:41,64.0,64.0,,64.0,0,1.28,exited_before_settlement,bot_exit_signal,,-0.06,-0.06,-4.4776,-4.4776,,,,2026-05-01 11:32:12+00:00,True,False,2026-05-01 11:32:12.164075+00:00,KXBTC15M-26MAY010745-45,yes,0.85642,17.641996,19.641996,17.641996,64.0,85.641996,767.845,-0.797861,0.797861,75.865364,0.0,344.28,219.0,77418.89,77358.36,0.164075,0.85642,17.641996,19.641996,17.641996,64.0,85.641996,767.845,-0.797861,0.797861,75.865364,0.0,344.28,219.0,True,train
2026-05-01 07:33:55,KXBTC15M-26MAY010745-45,yes,2,69,69,,69,0,0.0,1.38,2026-05-01 07:34:29,53.0,53.0,,53.0,0,1.06,exited_before_settlement,bot_exit_signal,,-0.32,-0.32,-23.1884,-23.1884,,,,2026-05-01 11:33:55+00:00,True,False,2026-05-01 11:33:55.402448+00:00,KXBTC15M-26MAY010745-45,yes,0.855718,17.571822,19.571822,17.571822,64.0,85.571822,664.607,-0.787773,0.787773,70.318483,0.0,48.22,453.0,77413.76,77358.36,0.402448,0.855718,17.571822,19.571822,17.571822,64.0,85.571822,664.607,-0.787773,0.787773,70.318483,0.0,48.22,453.0,True,train
2026-05-01 07:41:01,KXBTC15M-26MAY010745-45,yes,2,83,83,,83,0,0.0,1.66,2026-05-01 07:42:02,62.0,62.0,,62.0,0,1.24,exited_before_settlement,bot_exit_signal,,-0.42,-0.42,-25.3012,-25.3012,,,,2026-05-01 11:41:01+00:00,True,False,2026-05-01 11:41:01.372939+00:00,KXBTC15M-26MAY010745-45,yes,0.860612,8.561186,10.561186,8.561186,74.0,86.061186,238.637,-0.862552,0.862552,41.661267,0.0,87.25,422.0,77394.29,77358.36,0.372939,0.860612,8.561186,10.561186,8.561186,74.0,86.061186,238.637,-0.862552,0.862552,41.661267,0.0,87.25,422.0,True,train
2026-05-01 07:42:03,KXBTC15M-26MAY010745-45,yes,2,51,51,,51,0,0.0,1.02,2026-05-01 07:42:03,,62.0,62.0,62.0,0,1.24,exited_before_settlement,execution_telemetry_exit,,0.22,0.22,21.5686,21.5686,,,,2026-05-01 11:42:03+00:00,False,False,2026-05-01 11:42:03.679144+00:00,KXBTC15M-26MAY010745-45,yes,0.872279,32.227915,34.227915,32.227915,51.0,87.227915,176.338,-0.895449,0.895449,35.658074,282.0,471.12,719.0,77375.17,77358.36,0.679144,0.872279,32.227915,34.227915,32.227915,51.0,87.227915,176.338,-0.895449,0.895449,35.658074,282.0,471.12,719.0,True,train
2026-05-01 07:57:09,KXBTC15M-26MAY010800-00,yes,2,70,70,,70,0,0.0,1.4,,,,,,0,,win,kalshi_api,yes,0.6,0.6,42.8571,42.8571,finalized,yes,2026-05-01T12:00:16.696696Z,2026-05-01 11:57:09+00:00,False,False,2026-05-01 11:57:08.934811+00:00,KXBTC15M-26MAY010800-00,yes,0.861216,16.121617,18.121617,16.121617,66.0,86.121617,171.066,-0.860235,0.860235,29.282693,78.0,71.5,687.0,77417.92,77392.73,0.065189,0.861216,16.121617,18.121617,16.121617,66.0,86.121617,171.066,-0.860235,0.860235,29.282693,78.0,71.5,687.0,True,train
2026-05-01 08:01:10,KXBTC15M-26MAY010815-15,yes,2,61,61,,61,0,0.0,1.22,2026-05-01 08:01:43,41.0,41.0,,41.0,0,0.82,exited_before_settlement,bot_exit_signal,,-0.4,-0.4,-32.7869,-32.7869,,,,2026-05-01 12:01:10+00:00,True,False,2026-05-01 12:01:10.412936+00:00,KXBTC15M-26MAY010815-15,yes,0.853737,21.373727,23.373727,21.373727,60.0,85.373727,829.597,-0.795598,0.795598,62.814386,16.0,177.0,641.0,77496.21,77446.23,0.412936,0.853737,21.373727,23.373727,21.373727,60.0,85.373727,829.597,-0.795598,0.795598,62.814386,16.0,177.0,641.0,True,train
2026-05-01 08:02:26,KXBTC15M-26MAY010815-15,yes,4,63,66,,66,0,0.0,2.62,2026-05-01 08:04:57,55.0,55.0,,55.0,0,2.2,exited_before_settlement,bot_exit_signal,,-0.44,-0.44,-16.7939,-16.7939,,,,2026-05-01 12:02:26+00:00,True,False,2026-05-01 12:02:26.267895+00:00,KXBTC15M-26MAY010815-15,yes,0.857299,18.729894,20.729894,18.729894,63.0,85.729894,753.743,-0.802625,0.802625,60.133929,0.0,649.0,485.0,77494.49,77446.23,0.267895,0.857299,18.729894,20.729894,18.729894,63.0,85.729894,753.743,-0.802625,0.802625,60.133929,0.0,649.0,485.0,True,train
2026-05-01 08:12:26,KXBTC15M-26MAY010815-15,yes,2,69,69,,69,0,0.0,1.38,2026-05-01 08:13:05,55.0,55.0,,55.0,0,1.1,exited_before_settlement,bot_exit_signal,,-0.28,-0.28,-20.2899,-20.2899,,,,2026-05-01 12:12:26+00:00,True,False,2026-05-01 12:12:25.963448+00:00,KXBTC15M-26MAY010815-15,yes,0.902295,26.229535,28.229535,26.229535,60.0,90.229535,154.038,-1.029925,1.029925,28.536056,78.0,60.0,188.0,77475.62,77446.23,0.036552,0.902295,26.229535,28.229535,26.229535,60.0,90.229535,154.038,-1.029925,1.029925,28.536056,78.0,60.0,188.0,True,train
2026-05-01 08:13:09,KXBTC15M-26MAY010815-15,yes,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,yes,0.2,0.2,11.1111,11.1111,finalized,yes,2026-05-01T12:15:16.699211Z,2026-05-01 12:13:09+00:00,False,False,2026-05-01 12:13:09.187466+00:00,KXBTC15M-26MAY010815-15,yes,0.962427,3.242702,5.242702,3.242702,90.0,96.242702,110.824,-1.49777,1.49777,24.850276,0.0,5.0,407.0,77483.45,77446.23,0.187466,0.962427,3.242702,5.242702,3.242702,90.0,96.242702,110.824,-1.49777,1.49777,24.850276,0.0,5.0,407.0,True,train
2026-05-01 08:16:26,KXBTC15M-26MAY010830-30,yes,2,65,65,,65,0,0.0,1.3,2026-05-01 08:16:57,52.0,52.0,,52.0,0,1.04,exited_before_settlement,bot_exit_signal,,-0.26,-0.26,-20.0,-20.0,,,,2026-05-01 12:16:26+00:00,True,False,2026-05-01 12:16:26.950532+00:00,KXBTC15M-26MAY010830-30,yes,0.89272,20.271952,22.271952,20.271952,65.0,89.271952,813.06,-0.937599,0.937599,75.202756,0.0,305.38,250.0,77638.1,77567.59,0.950532,0.89272,20.271952,22.271952,20.271952,65.0,89.271952,813.06,-0.937599,0.937599,75.202756,0.0,305.38,250.0,True,train
2026-05-01 08:17:04,KXBTC15M-26MAY010830-30,yes,6,68,77,,77,0,0.0,4.62,,,,,,0,,win,kalshi_api,yes,1.38,1.38,29.8701,29.8701,finalized,yes,2026-05-01T12:30:16.747174Z,2026-05-01 12:17:04+00:00,False,False,2026-05-01 12:17:04.757138+00:00,KXBTC15M-26MAY010830-30,yes,0.855351,18.535115,20.535115,18.535115,63.0,85.535115,775.254,-0.803453,0.803453,73.930896,0.0,4.76,47.0,77626.99,77567.59,0.757138,0.855351,18.535115,20.535115,18.535115,63.0,85.535115,775.254,-0.803453,0.803453,73.930896,0.0,4.76,47.0,True,train
