model,min_edge_cents,split,resolved_markets,selected_markets,coverage,wins,losses,accuracy,gross_net_cents,cost_cents,roi,avg_selected_edge_cents,avg_ask_cents
book_v31_time_platt,3.5,train,198,110,0.5555555555555556,78,32,0.7090909090909091,638.0,7162.0,0.08908126221725775,4.435003708481424,65.10909090909091
book_v31_time_platt,3.5,validation,66,34,0.5151515151515151,23,11,0.6764705882352942,120.0,2180.0,0.05504587155963303,4.086924850560683,64.11764705882354
book_v31_time_platt,3.5,holdout,66,40,0.6060606060606061,29,11,0.725,317.0,2583.0,0.1227255129694154,3.9962672173436617,64.575
book_v31_time_platt,5.0,all,330,88,0.26666666666666666,61,27,0.6931818181818182,834.0,5266.0,0.15837447778199773,6.816553795474274,59.84090909090909
book_v31_time_platt,5.0,train,198,56,0.2828282828282828,40,16,0.7142857142857143,637.0,3363.0,0.18941421349985132,6.972575133589225,60.05357142857143
book_v31_time_platt,5.0,validation,66,13,0.19696969696969696,8,5,0.6153846153846154,116.0,684.0,0.1695906432748538,7.275110661939275,52.61538461538461
book_v31_time_platt,5.0,holdout,66,19,0.2878787878787879,13,6,0.6842105263157895,81.0,1219.0,0.06644790812141099,6.042951995554151,64.15789473684211
book_v31_time_platt,7.0,all,330,35,0.10606060606060606,22,13,0.6285714285714286,477.0,1723.0,0.2768427161926872,10.228864636213482,49.22857142857143
book_v31_time_platt,7.0,train,198,22,0.1111111111111111,13,9,0.5909090909090909,249.0,1051.0,0.2369172216936251,10.700503150157004,47.77272727272727
book_v31_time_platt,7.0,validation,66,4,0.06060606060606061,2,2,0.5,62.0,138.0,0.4492753623188406,11.980023614913689,34.5
book_v31_time_platt,7.0,holdout,66,9,0.13636363636363635,7,2,0.7777777777777778,166.0,534.0,0.31086142322097376,8.297677611595889,59.333333333333336
book_v31_time_platt,10.0,all,330,14,0.04242424242424243,7,7,0.5,178.0,522.0,0.34099616858237547,14.888249046111156,37.285714285714285
book_v31_time_platt,10.0,train,198,11,0.05555555555555555,6,5,0.5454545454545454,162.0,438.0,0.3698630136986301,14.854614296811132,39.81818181818182
book_v31_time_platt,10.0,validation,66,2,0.030303030303030304,0,2,0.0,-22.0,22.0,-1.0,16.616915494837116,11.0
book_v31_time_platt,10.0,holdout,66,1,0.015151515151515152,1,0,1.0,38.0,62.0,0.6129032258064516,11.800898390959489,62.0
book_v31_drift3_platt,0.0,all,330,330,1.0,191,139,0.5787878787878787,776.0,18324.0,0.042348832132722114,1.4357084288146633,55.527272727272724
book_v31_drift3_platt,0.0,train,198,198,1.0,113,85,0.5707070707070707,374.0,10926.0,0.03423027640490573,1.3872224065062784,55.18181818181818
book_v31_drift3_platt,0.0,validation,66,66,1.0,36,30,0.5454545454545454,-34.0,3634.0,-0.009356081452944413,1.2095429014796288,55.06060606060606
book_v31_drift3_platt,0.0,holdout,66,66,1.0,42,24,0.6363636363636364,436.0,3764.0,0.11583421891604676,1.8073320230748529,57.03030303030303
book_v31_drift3_platt,1.0,all,330,329,0.996969696969697,196,133,0.5957446808510638,718.0,18882.0,0.038025632877873104,1.9632945364917533,57.39209726443769
book_v31_drift3_platt,1.0,train,198,197,0.9949494949494949,117,80,0.5939086294416244,204.0,11496.0,0.017745302713987474,1.9226514927209009,58.35532994923858
book_v31_drift3_platt,1.0,validation,66,66,1.0,38,28,0.5757575757575758,69.0,3731.0,0.018493701420530688,1.90271702492128,56.53030303030303
book_v31_drift3_platt,1.0,holdout,66,66,1.0,41,25,0.6212121212121212,445.0,3655.0,0.12175102599179206,2.145185375681288,55.378787878787875
book_v31_drift3_platt,2.0,all,330,288,0.8727272727272727,177,111,0.6145833333333334,504.0,17196.0,0.02930914166085136,2.8164849326606936,59.708333333333336
book_v31_drift3_platt,2.0,train,198,169,0.8535353535353535,104,65,0.6153846153846154,259.0,10141.0,0.025539887585050783,2.8951949245153634,60.005917159763314
book_v31_drift3_platt,2.0,validation,66,57,0.8636363636363636,36,21,0.631578947368421,114.0,3486.0,0.03270223752151463,2.758680431457462,61.1578947368421
book_v31_drift3_platt,2.0,holdout,66,62,0.9393939393939394,37,25,0.5967741935483871,131.0,3569.0,0.03670495937237321,2.6550795769372266,57.564516129032256
book_v31_drift3_platt,2.25,all,330,271,0.8212121212121212,169,102,0.6236162361623616,702.0,16198.0,0.04333868378812199,3.0300086011200653,59.77121771217712
book_v31_drift3_platt,2.25,train,198,157,0.7929292929292929,99,58,0.6305732484076433,506.0,9394.0,0.053864168618266976,3.0707247667967477,59.8343949044586
book_v31_drift3_platt,2.25,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,83.0,3117.0,0.02662816811036253,2.988919645812344,59.94230769230769
book_v31_drift3_platt,2.25,holdout,66,62,0.9393939393939394,38,24,0.6129032258064516,113.0,3687.0,0.030648223487930566,2.9613664666807487,59.46774193548387
book_v31_drift3_platt,2.5,all,330,263,0.796969696969697,169,94,0.6425855513307985,732.0,16168.0,0.04527461652647204,3.2907474440023736,61.47528517110266
book_v31_drift3_platt,2.5,train,198,151,0.7626262626262627,99,52,0.6556291390728477,668.0,9232.0,0.07235701906412478,3.3018748218005154,61.13907284768212
book_v31_drift3_platt,2.5,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-42.0,3242.0,-0.012954966070326958,3.367178840981365,62.34615384615385
book_v31_drift3_platt,2.5,holdout,66,60,0.9090909090909091,38,22,0.6333333333333333,106.0,3694.0,0.028695181375203032,3.196502999161923,61.56666666666667
book_v31_drift3_platt,2.75,all,330,256,0.7757575757575758,165,91,0.64453125,431.0,16069.0,0.026821830854440225,3.533162656402781,62.76953125
book_v31_drift3_platt,2.75,train,198,145,0.7323232323232324,96,49,0.6620689655172414,478.0,9122.0,0.05240078930059198,3.601614316237044,62.91034482758621
book_v31_drift3_platt,2.75,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-72.0,3272.0,-0.022004889975550123,3.466430108317619,62.92307692307692
book_v31_drift3_platt,2.75,holdout,66,59,0.8939393939393939,37,22,0.6271186440677966,25.0,3675.0,0.006802721088435374,3.423749128003802,62.28813559322034
book_v31_drift3_platt,3.0,all,330,246,0.7454545454545455,161,85,0.6544715447154471,365.0,15735.0,0.02319669526533206,3.716439061300024,63.96341463414634
book_v31_drift3_platt,3.0,train,198,141,0.7121212121212122,95,46,0.6737588652482269,368.0,9132.0,0.04029785370127026,3.8131893531584615,64.76595744680851
book_v31_drift3_platt,3.0,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-127.0,3327.0,-0.038172527802825366,3.558546200753696,63.98076923076923
book_v31_drift3_platt,3.0,holdout,66,53,0.803030303030303,34,19,0.6415094339622641,124.0,3276.0,0.03785103785103785,3.6139605253824665,61.81132075471698
book_v31_drift3_platt,3.25,all,330,228,0.6909090909090909,155,73,0.6798245614035088,487.0,15013.0,0.03243855325384667,3.880689730008958,65.84649122807018
book_v31_drift3_platt,3.25,train,198,130,0.6565656565656566,90,40,0.6923076923076923,336.0,8664.0,0.038781163434903045,3.9881717533627534,66.64615384615385
book_v31_drift3_platt,3.25,validation,66,50,0.7575757575757576,31,19,0.62,-176.0,3276.0,-0.05372405372405373,3.714260983750072,65.52
book_v31_drift3_platt,3.25,holdout,66,48,0.7272727272727273,34,14,0.7083333333333334,327.0,3073.0,0.10641067360885129,3.762955860778766,64.02083333333333
book_v31_drift3_platt,3.5,all,330,197,0.5969696969696969,138,59,0.700507614213198,568.0,13232.0,0.042926239419588876,4.154291739653143,67.16751269035532
book_v31_drift3_platt,3.5,train,198,114,0.5757575757575758,83,31,0.7280701754385965,502.0,7798.0,0.06437548089253654,4.248890434482691,68.40350877192982
book_v31_drift3_platt,3.5,validation,66,39,0.5909090909090909,24,15,0.6153846153846154,-178.0,2578.0,-0.06904577191621412,4.079347132346211,66.1025641025641
book_v31_drift3_platt,3.5,holdout,66,44,0.6666666666666666,31,13,0.7045454545454546,244.0,2856.0,0.08543417366946779,3.9756232958895494,64.9090909090909
book_v31_drift3_platt,5.0,all,330,37,0.11212121212121212,24,13,0.6486486486486487,350.0,2050.0,0.17073170731707318,7.038546618831238,55.4054054054054
book_v31_drift3_platt,5.0,train,198,25,0.12626262626262627,18,7,0.72,372.0,1428.0,0.2605042016806723,7.437918565700848,57.12
book_v31_drift3_platt,5.0,validation,66,8,0.12121212121212122,4,4,0.5,14.0,386.0,0.03626943005181347,6.244410823159653,48.25
book_v31_drift3_platt,5.0,holdout,66,4,0.06060606060606061,2,2,0.5,-36.0,236.0,-0.15254237288135594,6.1307435422393635,59.0
book_v31_drift3_platt,7.0,all,330,15,0.045454545454545456,8,7,0.5333333333333333,83.0,717.0,0.11576011157601115,10.271733842887175,47.8
book_v31_drift3_platt,7.0,train,198,10,0.050505050505050504,5,5,0.5,35.0,465.0,0.07526881720430108,11.295776655564556,46.5
book_v31_drift3_platt,7.0,validation,66,2,0.030303030303030304,1,1,0.5,29.0,71.0,0.4084507042253521,9.42750859605356,35.5
book_v31_drift3_platt,7.0,holdout,66,3,0.045454545454545456,2,1,0.6666666666666666,19.0,181.0,0.10497237569060773,7.421074631851643,60.333333333333336
book_v31_drift3_platt,10.0,all,330,6,0.01818181818181818,1,5,0.16666666666666666,-43.0,143.0,-0.3006993006993007,14.225982595314747,23.833333333333332
book_v31_drift3_platt,10.0,train,198,5,0.025252525252525252,1,4,0.2,-32.0,132.0,-0.24242424242424243,14.954856251211107,26.4
book_v31_drift3_platt,10.0,validation,66,1,0.015151515151515152,0,1,0.0,-11.0,11.0,-1.0,10.581614315832944,11.0
book_v31_drift3_platt,10.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_v32_drift3_platt,0.0,all,330,330,1.0,192,138,0.5818181818181818,937.0,18263.0,0.05130591907134644,1.4288886192044383,55.342424242424244
book_v32_drift3_platt,0.0,train,198,198,1.0,113,85,0.5707070707070707,414.0,10886.0,0.038030497887194564,1.3683520507127596,54.97979797979798
book_v32_drift3_platt,0.0,validation,66,66,1.0,37,29,0.5606060606060606,85.0,3615.0,0.02351313969571231,1.211975993350138,54.77272727272727
book_v32_drift3_platt,0.0,holdout,66,66,1.0,42,24,0.6363636363636364,438.0,3762.0,0.11642743221690591,1.8274109505337761,57.0
book_v32_drift3_platt,1.0,all,330,329,0.996969696969697,197,132,0.5987841945288754,803.0,18897.0,0.042493517489548605,1.9682294517560255,57.43768996960486
book_v32_drift3_platt,1.0,train,198,197,0.9949494949494949,118,79,0.5989847715736041,282.0,11518.0,0.02448341725994096,1.9250380668292644,58.46700507614213
book_v32_drift3_platt,1.0,validation,66,66,1.0,38,28,0.5757575757575758,76.0,3724.0,0.02040816326530612,1.904215521860551,56.42424242424242
book_v32_drift3_platt,1.0,holdout,66,66,1.0,41,25,0.6212121212121212,445.0,3655.0,0.12175102599179206,2.16116312150865,55.378787878787875
book_v32_drift3_platt,2.0,all,330,290,0.8787878787878788,180,110,0.6206896551724138,638.0,17362.0,0.03674691855776984,2.782966351061368,59.86896551724138
book_v32_drift3_platt,2.0,train,198,171,0.8636363636363636,106,65,0.6198830409356725,306.0,10294.0,0.029726054012045852,2.8400672415137147,60.198830409356724
book_v32_drift3_platt,2.0,validation,66,57,0.8636363636363636,36,21,0.631578947368421,114.0,3486.0,0.03270223752151463,2.7749108354008243,61.1578947368421
book_v32_drift3_platt,2.0,holdout,66,62,0.9393939393939394,38,24,0.6129032258064516,218.0,3582.0,0.060859854829704074,2.6328842885662036,57.774193548387096
book_v32_drift3_platt,2.25,all,330,272,0.8242424242424242,170,102,0.625,721.0,16279.0,0.04429018981509921,3.0170573111428105,59.849264705882355
book_v32_drift3_platt,2.25,train,198,158,0.797979797979798,100,58,0.6329113924050633,526.0,9474.0,0.055520371543170785,3.0360477129135788,59.962025316455694
book_v32_drift3_platt,2.25,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,84.0,3116.0,0.026957637997432605,3.0041983035490634,59.92307692307692
book_v32_drift3_platt,2.25,holdout,66,62,0.9393939393939394,38,24,0.6129032258064516,111.0,3689.0,0.030089455136893466,2.9794473904185073,59.5
book_v32_drift3_platt,2.5,all,330,263,0.796969696969697,169,94,0.6425855513307985,755.0,16145.0,0.04676370393310623,3.2741118324402843,61.38783269961977
book_v32_drift3_platt,2.5,train,198,151,0.7626262626262627,99,52,0.6556291390728477,685.0,9215.0,0.07433532284319046,3.258180111745393,61.026490066225165
book_v32_drift3_platt,2.5,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-42.0,3242.0,-0.012954966070326958,3.3876628773592405,62.34615384615385
book_v32_drift3_platt,2.5,holdout,66,60,0.9090909090909091,38,22,0.6333333333333333,112.0,3688.0,0.03036876355748373,3.215795757259333,61.46666666666667
book_v32_drift3_platt,2.75,all,330,256,0.7757575757575758,165,91,0.64453125,497.0,16003.0,0.031056676873086296,3.5053746302966537,62.51171875
book_v32_drift3_platt,2.75,train,198,145,0.7323232323232324,96,49,0.6620689655172414,544.0,9056.0,0.06007067137809187,3.5337121464339787,62.4551724137931
book_v32_drift3_platt,2.75,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-72.0,3272.0,-0.022004889975550123,3.487277419002488,62.92307692307692
book_v32_drift3_platt,2.75,holdout,66,59,0.8939393939393939,37,22,0.6271186440677966,25.0,3675.0,0.006802721088435374,3.451681666693003,62.28813559322034
book_v32_drift3_platt,3.0,all,330,246,0.7454545454545455,161,85,0.6544715447154471,389.0,15711.0,0.02475972248742919,3.705731591943349,63.86585365853659
book_v32_drift3_platt,3.0,train,198,141,0.7121212121212122,95,46,0.6737588652482269,387.0,9113.0,0.04246680566224075,3.7754050527873884,64.63120567375887
book_v32_drift3_platt,3.0,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-122.0,3322.0,-0.03672486453943408,3.5744185922516047,63.88461538461539
book_v32_drift3_platt,3.0,holdout,66,53,0.803030303030303,34,19,0.6415094339622641,124.0,3276.0,0.03785103785103785,3.6492092901501625,61.81132075471698
book_v32_drift3_platt,3.25,all,330,232,0.703030303030303,157,75,0.6767241379310345,452.0,15248.0,0.029643231899265477,3.8615123531285254,65.72413793103448
book_v32_drift3_platt,3.25,train,198,133,0.6717171717171717,92,41,0.6917293233082706,328.0,8872.0,0.0369702434625789,3.9395725409558224,66.70676691729324
book_v32_drift3_platt,3.25,validation,66,50,0.7575757575757576,31,19,0.62,-176.0,3276.0,-0.05372405372405373,3.737195823835718,65.52
book_v32_drift3_platt,3.25,holdout,66,49,0.7424242424242424,34,15,0.6938775510204082,300.0,3100.0,0.0967741935483871,3.7764883017736217,63.265306122448976
book_v32_drift3_platt,3.5,all,330,202,0.6121212121212121,142,60,0.7029702970297029,653.0,13547.0,0.04820255407101203,4.120599215939422,67.06435643564356
book_v32_drift3_platt,3.5,train,198,117,0.5909090909090909,86,31,0.7350427350427351,645.0,7955.0,0.08108108108108109,4.174377812695581,67.99145299145299
book_v32_drift3_platt,3.5,validation,66,41,0.6212121212121212,25,16,0.6097560975609756,-229.0,2729.0,-0.0839135214364236,4.094243638625251,66.5609756097561
book_v32_drift3_platt,3.5,holdout,66,44,0.6666666666666666,31,13,0.7045454545454546,237.0,2863.0,0.08278030038421237,4.002155644335112,65.06818181818181
book_v32_drift3_platt,5.0,all,330,36,0.10909090909090909,24,12,0.6666666666666666,366.0,2034.0,0.17994100294985252,7.021966383125999,56.5
book_v32_drift3_platt,5.0,train,198,25,0.12626262626262627,18,7,0.72,375.0,1425.0,0.2631578947368421,7.299875168295302,57.0
book_v32_drift3_platt,5.0,validation,66,6,0.09090909090909091,3,3,0.5,-6.0,306.0,-0.0196078431372549,6.702398666956036,51.0
book_v32_drift3_platt,5.0,holdout,66,5,0.07575757575757576,3,2,0.6,-3.0,303.0,-0.009900990099009901,6.015903716683437,60.6
book_v32_drift3_platt,7.0,all,330,16,0.048484848484848485,9,7,0.5625,107.0,793.0,0.13493064312736444,9.190295846332766,49.5625
book_v32_drift3_platt,7.0,train,198,11,0.05555555555555555,6,5,0.5454545454545454,59.0,541.0,0.10905730129390019,9.599586254676725,49.18181818181818
book_v32_drift3_platt,7.0,validation,66,2,0.030303030303030304,1,1,0.5,29.0,71.0,0.4084507042253521,9.352152665520764,35.5
book_v32_drift3_platt,7.0,holdout,66,3,0.045454545454545456,2,1,0.6666666666666666,19.0,181.0,0.10497237569060773,7.581659802946251,60.333333333333336
book_v32_drift3_platt,10.0,all,330,6,0.01818181818181818,1,5,0.16666666666666666,-40.0,140.0,-0.2857142857142857,13.960927086683462,23.333333333333332
book_v32_drift3_platt,10.0,train,198,5,0.025252525252525252,1,4,0.2,-29.0,129.0,-0.2248062015503876,14.689087425729596,25.8
book_v32_drift3_platt,10.0,validation,66,1,0.015151515151515152,0,1,0.0,-11.0,11.0,-1.0,10.320125391452795,11.0
book_v32_drift3_platt,10.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_v33_drift3_platt,0.0,all,330,330,1.0,190,140,0.5757575757575758,713.0,18287.0,0.03898944605457429,1.4308104472890253,55.415151515151514
book_v33_drift3_platt,0.0,train,198,198,1.0,112,86,0.5656565656565656,311.0,10889.0,0.028560933051703555,1.3746894753822394,54.994949494949495
book_v33_drift3_platt,0.0,validation,66,66,1.0,36,30,0.5454545454545454,-34.0,3634.0,-0.009356081452944413,1.2102868078281774,55.06060606060606
book_v33_drift3_platt,0.0,holdout,66,66,1.0,42,24,0.6363636363636364,436.0,3764.0,0.11583421891604676,1.8196970024702313,57.03030303030303
book_v33_drift3_platt,1.0,all,330,329,0.996969696969697,195,134,0.5927051671732523,669.0,18831.0,0.03552652541022781,1.9599528708164227,57.2370820668693
book_v33_drift3_platt,1.0,train,198,197,0.9949494949494949,116,81,0.5888324873096447,139.0,11461.0,0.012128086554401885,1.923001183610496,58.17766497461929
book_v33_drift3_platt,1.0,validation,66,66,1.0,38,28,0.5757575757575758,77.0,3723.0,0.020682245500940104,1.8796637099081237,56.40909090909091
book_v33_drift3_platt,1.0,holdout,66,66,1.0,41,25,0.6212121212121212,453.0,3647.0,0.12421168083356184,2.1505372192939256,55.25757575757576
book_v33_drift3_platt,2.0,all,330,290,0.8787878787878788,180,110,0.6206896551724138,640.0,17360.0,0.03686635944700461,2.7977660602117633,59.86206896551724
book_v33_drift3_platt,2.0,train,198,170,0.8585858585858586,106,64,0.6235294117647059,357.0,10243.0,0.034853070389534314,2.8639287617922338,60.252941176470586
book_v33_drift3_platt,2.0,validation,66,57,0.8636363636363636,36,21,0.631578947368421,117.0,3483.0,0.03359173126614987,2.759152746839485,61.10526315789474
book_v33_drift3_platt,2.0,holdout,66,63,0.9545454545454546,38,25,0.6031746031746031,166.0,3634.0,0.04567969179966978,2.6541676410616026,57.682539682539684
book_v33_drift3_platt,2.25,all,330,273,0.8272727272727273,170,103,0.6227106227106227,610.0,16390.0,0.03721781574130567,3.0384197652550236,60.03663003663004
book_v33_drift3_platt,2.25,train,198,159,0.803030303030303,100,59,0.6289308176100629,471.0,9529.0,0.04942806170637003,3.047975527465405,59.930817610062896
book_v33_drift3_platt,2.25,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,38.0,3162.0,0.012017710309930424,3.0358698664220873,60.80769230769231
book_v33_drift3_platt,2.25,holdout,66,62,0.9393939393939394,38,24,0.6129032258064516,101.0,3699.0,0.027304676939713435,3.0160524837689278,59.66129032258065
book_v33_drift3_platt,2.5,all,330,265,0.803030303030303,170,95,0.6415094339622641,746.0,16254.0,0.04589639473360404,3.2491031383566047,61.33584905660377
book_v33_drift3_platt,2.5,train,198,152,0.7676767676767676,99,53,0.6513157894736842,658.0,9242.0,0.07119671066868644,3.2508400280964,60.80263157894737
book_v33_drift3_platt,2.5,validation,66,52,0.7878787878787878,33,19,0.6346153846153846,1.0,3299.0,0.0003031221582297666,3.342115345080655,63.44230769230769
book_v33_drift3_platt,2.5,holdout,66,61,0.9242424242424242,38,23,0.6229508196721312,87.0,3713.0,0.023431187718825748,3.1654860565516953,60.868852459016395
book_v33_drift3_platt,2.75,all,330,256,0.7757575757575758,166,90,0.6484375,554.0,16046.0,0.034525738501807304,3.5006205538738278,62.6796875
book_v33_drift3_platt,2.75,train,198,145,0.7323232323232324,97,48,0.6689655172413793,569.0,9131.0,0.06231519001204687,3.5249549245253973,62.97241379310345
book_v33_drift3_platt,2.75,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-73.0,3273.0,-0.022303696914146045,3.477910168300792,62.94230769230769
book_v33_drift3_platt,2.75,holdout,66,59,0.8939393939393939,37,22,0.6271186440677966,58.0,3642.0,0.015925315760571115,3.460831677692816,61.728813559322035
book_v33_drift3_platt,3.0,all,330,246,0.7454545454545455,161,85,0.6544715447154471,363.0,15737.0,0.02306665819406494,3.7407350671762,63.97154471544715
book_v33_drift3_platt,3.0,train,198,141,0.7121212121212122,95,46,0.6737588652482269,381.0,9119.0,0.04178089702818291,3.7973172814764213,64.67375886524823
book_v33_drift3_platt,3.0,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-144.0,3344.0,-0.0430622009569378,3.672476993604303,64.3076923076923
book_v33_drift3_platt,3.0,holdout,66,53,0.803030303030303,34,19,0.6415094339622641,126.0,3274.0,0.038485033598045205,3.657175210749926,61.77358490566038
book_v33_drift3_platt,3.25,all,330,232,0.703030303030303,157,75,0.6767241379310345,426.0,15274.0,0.027890532931779493,3.8923671762924212,65.83620689655173
book_v33_drift3_platt,3.25,train,198,134,0.6767676767676768,92,42,0.6865671641791045,276.0,8924.0,0.030927835051546393,3.9524100962968474,66.59701492537313
book_v33_drift3_platt,3.25,validation,66,49,0.7424242424242424,31,18,0.6326530612244898,-159.0,3259.0,-0.04878797177048174,3.8317933043917063,66.51020408163265
book_v33_drift3_platt,3.25,holdout,66,49,0.7424242424242424,34,15,0.6938775510204082,309.0,3091.0,0.09996764801035264,3.7887420424667444,63.08163265306123
book_v33_drift3_platt,3.5,all,330,206,0.6242424242424243,144,62,0.6990291262135923,656.0,13744.0,0.047729918509895226,4.121866221735333,66.71844660194175
book_v33_drift3_platt,3.5,train,198,118,0.5959595959595959,86,32,0.7288135593220338,599.0,8001.0,0.07486564179477566,4.185001438474507,67.80508474576271
book_v33_drift3_platt,3.5,validation,66,42,0.6363636363636364,26,16,0.6190476190476191,-198.0,2798.0,-0.07076483202287348,4.058396224610222,66.61904761904762
book_v33_drift3_platt,3.5,holdout,66,46,0.696969696969697,32,14,0.6956521739130435,255.0,2945.0,0.0865874363327674,4.017861532692552,64.02173913043478
book_v33_drift3_platt,5.0,all,330,34,0.10303030303030303,23,11,0.6764705882352942,367.0,1933.0,0.18986032074495604,7.168249954162005,56.85294117647059
book_v33_drift3_platt,5.0,train,198,25,0.12626262626262627,18,7,0.72,375.0,1425.0,0.2631578947368421,7.359083284898218,57.0
book_v33_drift3_platt,5.0,validation,66,4,0.06060606060606061,2,2,0.5,-5.0,205.0,-0.024390243902439025,7.300972932043256,51.25
book_v33_drift3_platt,5.0,holdout,66,5,0.07575757575757576,3,2,0.6,-3.0,303.0,-0.009900990099009901,6.1079049181759375,60.6
book_v33_drift3_platt,7.0,all,330,16,0.048484848484848485,9,7,0.5625,107.0,793.0,0.13493064312736444,9.271295498575506,49.5625
book_v33_drift3_platt,7.0,train,198,11,0.05555555555555555,6,5,0.5454545454545454,59.0,541.0,0.10905730129390019,9.746613418885454,49.18181818181818
book_v33_drift3_platt,7.0,validation,66,2,0.030303030303030304,1,1,0.5,29.0,71.0,0.4084507042253521,9.021896468338875,35.5
book_v33_drift3_platt,7.0,holdout,66,3,0.045454545454545456,2,1,0.6666666666666666,19.0,181.0,0.10497237569060773,7.6947291442634596,60.333333333333336
book_v33_drift3_platt,10.0,all,330,6,0.01818181818181818,1,5,0.16666666666666666,-40.0,140.0,-0.2857142857142857,13.891439034643838,23.333333333333332
book_v33_drift3_platt,10.0,train,198,5,0.025252525252525252,1,4,0.2,-29.0,129.0,-0.2248062015503876,14.642012202893852,25.8
book_v33_drift3_platt,10.0,validation,66,1,0.015151515151515152,0,1,0.0,-11.0,11.0,-1.0,10.138573193393771,11.0
book_v33_drift3_platt,10.0,holdout,66,0,0.0,0,0,,0.0,0.0,,,
book_time_v32drift85,0.0,all,330,330,1.0,193,137,0.5848484848484848,935.0,18365.0,0.05091206098557038,1.2911062876283068,55.65151515151515
book_time_v32drift85,0.0,train,198,198,1.0,116,82,0.5858585858585859,669.0,10931.0,0.06120208581099625,1.2448247881201338,55.207070707070706
book_time_v32drift85,0.0,validation,66,66,1.0,36,30,0.5454545454545454,-56.0,3656.0,-0.015317286652078774,1.080374102386672,55.39393939393939
book_time_v32drift85,0.0,holdout,66,66,1.0,41,25,0.6212121212121212,322.0,3778.0,0.08523028057173107,1.6406829713944608,57.24242424242424
book_time_v32drift85,1.0,all,330,329,0.996969696969697,207,122,0.6291793313069909,1370.0,19330.0,0.07087428867046043,1.874821095200288,58.753799392097264
book_time_v32drift85,1.0,train,198,197,0.9949494949494949,123,74,0.6243654822335025,516.0,11784.0,0.04378818737270876,1.8427465305895727,59.81725888324873
book_time_v32drift85,1.0,validation,66,66,1.0,42,24,0.6363636363636364,353.0,3847.0,0.09175981284117495,1.8491837886610096,58.28787878787879
book_time_v32drift85,1.0,holdout,66,66,1.0,42,24,0.6363636363636364,501.0,3699.0,0.1354420113544201,1.9961961173200362,56.04545454545455
book_time_v32drift85,2.0,all,330,285,0.8636363636363636,181,104,0.6350877192982456,788.0,17312.0,0.045517560073937154,2.76974523749145,60.743859649122804
book_time_v32drift85,2.0,train,198,167,0.8434343434343434,107,60,0.6407185628742516,496.0,10204.0,0.048608388867110934,2.7979773933469363,61.10179640718563
book_time_v32drift85,2.0,validation,66,56,0.8484848484848485,37,19,0.6607142857142857,277.0,3423.0,0.08092316681273737,2.760487951004785,61.125
book_time_v32drift85,2.0,holdout,66,62,0.9393939393939394,37,25,0.5967741935483871,15.0,3685.0,0.004070556309362279,2.7020619796751126,59.435483870967744
book_time_v32drift85,2.25,all,330,269,0.8151515151515152,170,99,0.6319702602230484,562.0,16438.0,0.034189074096605425,3.024011895431508,61.10780669144982
book_time_v32drift85,2.25,train,198,156,0.7878787878787878,101,55,0.6474358974358975,559.0,9541.0,0.058589246410229535,3.0772131916343213,61.16025641025641
book_time_v32drift85,2.25,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,37.0,3163.0,0.011697755295605438,2.962934941162186,60.82692307692308
book_time_v32drift85,2.25,holdout,66,61,0.9242424242424242,37,24,0.6065573770491803,-34.0,3734.0,-0.009105516871987145,2.94002172189652,61.21311475409836
book_time_v32drift85,2.5,all,330,259,0.7848484848484848,170,89,0.6563706563706564,1024.0,15976.0,0.06409614421632448,3.2324143989473026,61.683397683397686
book_time_v32drift85,2.5,train,198,147,0.7424242424242424,99,48,0.673469387755102,858.0,9042.0,0.0948905109489051,3.25771689645212,61.51020408163265
book_time_v32drift85,2.5,validation,66,52,0.7878787878787878,33,19,0.6346153846153846,91.0,3209.0,0.028357743845434717,3.1676043162491427,61.71153846153846
book_time_v32drift85,2.5,holdout,66,60,0.9090909090909091,38,22,0.6333333333333333,75.0,3725.0,0.020134228187919462,3.226592018398906,62.083333333333336
book_time_v32drift85,2.75,all,330,253,0.7666666666666667,167,86,0.6600790513833992,782.0,15918.0,0.049126774720442266,3.475620747623051,62.91699604743083
book_time_v32drift85,2.75,train,198,144,0.7272727272727273,98,46,0.6805555555555556,716.0,9084.0,0.07881990312637605,3.518365873323265,63.083333333333336
book_time_v32drift85,2.75,validation,66,52,0.7878787878787878,32,20,0.6153846153846154,-62.0,3262.0,-0.01900674432863274,3.4196598179048054,62.73076923076923
book_time_v32drift85,2.75,holdout,66,57,0.8636363636363636,37,20,0.6491228070175439,128.0,3572.0,0.03583426651735722,3.418685137877754,62.666666666666664
