dataset,candidate,label,filter_count,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive,all_median_edge
current,score_m60_edge_m5,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120,0,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.44590163934426,73.0,2,0,713.751,580.0,21181.0,21761.0,2019.0,1439.0,0.09532127850431991,0.06612747575938606,4.718032786885246,4.5109717868338555,0.7134754098360656,0.0471803278688524,191,183,142,41,0.7759562841530054,0.9581151832460733,0.7102284290930444,67.0,69.48633879781421,73.0,0,0,715.78,345.0,12716.0,13061.0,1484.0,1139.0,0.11670336583831394,0.087206186356328,6.224043715846994,5.963350785340314,0.7137158469945354,0.06224043715847005,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,69.65079365079364,73.5,0,0,698.49,120.0,4388.0,4508.0,312.0,192.0,0.07110300820419325,0.04259094942324756,3.0476190476190474,3.0,0.7155555555555556,0.030476190476190435,64,59,43,16,0.7288135593220338,0.921875,0.6040223703245484,68.0,69.10169491525424,71.5,2,0,718.343,115.0,4077.0,4192.0,223.0,108.0,0.05469708118714741,0.025763358778625955,1.8305084745762712,1.6875,0.7105084745762711,0.018305084745762756,True,True,True,-2.682294027349073
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p95,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; touch_loss_rv_15m<=0.95,1,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.44590163934426,73.0,2,0,713.751,580.0,21181.0,21761.0,2019.0,1439.0,0.09532127850431991,0.06612747575938606,4.718032786885246,4.5109717868338555,0.7134754098360656,0.0471803278688524,191,183,142,41,0.7759562841530054,0.9581151832460733,0.7102284290930444,67.0,69.48633879781421,73.0,0,0,715.78,345.0,12716.0,13061.0,1484.0,1139.0,0.11670336583831394,0.087206186356328,6.224043715846994,5.963350785340314,0.7137158469945354,0.06224043715847005,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,69.65079365079364,73.5,0,0,698.49,120.0,4388.0,4508.0,312.0,192.0,0.07110300820419325,0.04259094942324756,3.0476190476190474,3.0,0.7155555555555556,0.030476190476190435,64,59,43,16,0.7288135593220338,0.921875,0.6040223703245484,68.0,69.10169491525424,71.5,2,0,718.343,115.0,4077.0,4192.0,223.0,108.0,0.05469708118714741,0.025763358778625955,1.8305084745762712,1.6875,0.7105084745762711,0.018305084745762756,True,True,True,-2.682294027349073
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; touch_loss_rv_15m<=0.9,1,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.44590163934426,73.0,2,0,713.751,580.0,21181.0,21761.0,2019.0,1439.0,0.09532127850431991,0.06612747575938606,4.718032786885246,4.5109717868338555,0.7134754098360656,0.0471803278688524,191,183,142,41,0.7759562841530054,0.9581151832460733,0.7102284290930444,67.0,69.48633879781421,73.0,0,0,715.78,345.0,12716.0,13061.0,1484.0,1139.0,0.11670336583831394,0.087206186356328,6.224043715846994,5.963350785340314,0.7137158469945354,0.06224043715847005,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,69.65079365079364,73.5,0,0,698.49,120.0,4388.0,4508.0,312.0,192.0,0.07110300820419325,0.04259094942324756,3.0476190476190474,3.0,0.7155555555555556,0.030476190476190435,64,59,43,16,0.7288135593220338,0.921875,0.6040223703245484,68.0,69.10169491525424,71.5,2,0,718.343,115.0,4077.0,4192.0,223.0,108.0,0.05469708118714741,0.025763358778625955,1.8305084745762712,1.6875,0.7105084745762711,0.018305084745762756,True,True,True,-2.682294027349073
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; touch_loss_rv_15m<=0.85,1,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.44590163934426,73.0,2,0,713.751,580.0,21181.0,21761.0,2019.0,1439.0,0.09532127850431991,0.06612747575938606,4.718032786885246,4.5109717868338555,0.7134754098360656,0.0471803278688524,191,183,142,41,0.7759562841530054,0.9581151832460733,0.7102284290930444,67.0,69.48633879781421,73.0,0,0,715.78,345.0,12716.0,13061.0,1484.0,1139.0,0.11670336583831394,0.087206186356328,6.224043715846994,5.963350785340314,0.7137158469945354,0.06224043715847005,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,69.65079365079364,73.5,0,0,698.49,120.0,4388.0,4508.0,312.0,192.0,0.07110300820419325,0.04259094942324756,3.0476190476190474,3.0,0.7155555555555556,0.030476190476190435,64,59,43,16,0.7288135593220338,0.921875,0.6040223703245484,68.0,69.10169491525424,71.5,2,0,718.343,115.0,4077.0,4192.0,223.0,108.0,0.05469708118714741,0.025763358778625955,1.8305084745762712,1.6875,0.7105084745762711,0.018305084745762756,True,True,True,-2.682294027349073
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; touch_loss_rv_15m<=0.8,1,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.44590163934426,73.0,2,0,713.751,580.0,21181.0,21761.0,2019.0,1439.0,0.09532127850431991,0.06612747575938606,4.718032786885246,4.5109717868338555,0.7134754098360656,0.0471803278688524,191,183,142,41,0.7759562841530054,0.9581151832460733,0.7102284290930444,67.0,69.48633879781421,73.0,0,0,715.78,345.0,12716.0,13061.0,1484.0,1139.0,0.11670336583831394,0.087206186356328,6.224043715846994,5.963350785340314,0.7137158469945354,0.06224043715847005,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,69.65079365079364,73.5,0,0,698.49,120.0,4388.0,4508.0,312.0,192.0,0.07110300820419325,0.04259094942324756,3.0476190476190474,3.0,0.7155555555555556,0.030476190476190435,64,59,43,16,0.7288135593220338,0.921875,0.6040223703245484,68.0,69.10169491525424,71.5,2,0,718.343,115.0,4077.0,4192.0,223.0,108.0,0.05469708118714741,0.025763358778625955,1.8305084745762712,1.6875,0.7105084745762711,0.018305084745762756,True,True,True,-2.682294027349073
current,score_m60_edge_m5__touch_loss_rv_15m_ge_0p8,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; touch_loss_rv_15m>=0.8,1,319,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,191,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,64,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,64,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,False,False,False,
current,score_m60_edge_m5__touch_loss_rv_15m_ge_0p9,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; touch_loss_rv_15m>=0.9,1,319,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,191,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,64,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,64,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,False,False,False,
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; margin_per_rv_sigma_15m>=0.1,1,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.44590163934426,73.0,2,0,713.751,580.0,21181.0,21761.0,2019.0,1439.0,0.09532127850431991,0.06612747575938606,4.718032786885246,4.5109717868338555,0.7134754098360656,0.0471803278688524,191,183,142,41,0.7759562841530054,0.9581151832460733,0.7102284290930444,67.0,69.48633879781421,73.0,0,0,715.78,345.0,12716.0,13061.0,1484.0,1139.0,0.11670336583831394,0.087206186356328,6.224043715846994,5.963350785340314,0.7137158469945354,0.06224043715847005,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,69.65079365079364,73.5,0,0,698.49,120.0,4388.0,4508.0,312.0,192.0,0.07110300820419325,0.04259094942324756,3.0476190476190474,3.0,0.7155555555555556,0.030476190476190435,64,59,43,16,0.7288135593220338,0.921875,0.6040223703245484,68.0,69.10169491525424,71.5,2,0,718.343,115.0,4077.0,4192.0,223.0,108.0,0.05469708118714741,0.025763358778625955,1.8305084745762712,1.6875,0.7105084745762711,0.018305084745762756,True,True,True,-2.682294027349073
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; margin_per_rv_sigma_15m>=0.25,1,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.44590163934426,73.0,2,0,713.751,580.0,21181.0,21761.0,2019.0,1439.0,0.09532127850431991,0.06612747575938606,4.718032786885246,4.5109717868338555,0.7134754098360656,0.0471803278688524,191,183,142,41,0.7759562841530054,0.9581151832460733,0.7102284290930444,67.0,69.48633879781421,73.0,0,0,715.78,345.0,12716.0,13061.0,1484.0,1139.0,0.11670336583831394,0.087206186356328,6.224043715846994,5.963350785340314,0.7137158469945354,0.06224043715847005,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,69.65079365079364,73.5,0,0,698.49,120.0,4388.0,4508.0,312.0,192.0,0.07110300820419325,0.04259094942324756,3.0476190476190474,3.0,0.7155555555555556,0.030476190476190435,64,59,43,16,0.7288135593220338,0.921875,0.6040223703245484,68.0,69.10169491525424,71.5,2,0,718.343,115.0,4077.0,4192.0,223.0,108.0,0.05469708118714741,0.025763358778625955,1.8305084745762712,1.6875,0.7105084745762711,0.018305084745762756,True,True,True,-2.682294027349073
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; margin_per_rv_sigma_15m>=0.5,1,319,279,225,54,0.8064516129032258,0.8746081504702194,0.7560590804031257,74.0,76.30465949820788,81.0,9,0,621.195,495.0,21289.0,21784.0,1211.0,716.0,0.05688383672319038,0.03286816011751744,2.5663082437275984,2.2445141065830723,0.7807885304659499,0.025663082437275886,191,168,134,34,0.7976190476190477,0.8795811518324608,0.7305273071092123,74.0,76.26190476190476,81.0,2,0,628.855,298.0,12812.0,13110.0,588.0,290.0,0.04589447393068998,0.02212051868802441,1.7261904761904763,1.5183246073298429,0.780357142857143,0.0172619047619047,64,60,48,12,0.8,0.9375,0.6821819419437211,73.5,75.66666666666667,80.5,2,0,624.407,106.0,4540.0,4646.0,260.0,154.0,0.05726872246696035,0.03314679294016358,2.566666666666667,2.40625,0.7743333333333334,0.025666666666666615,64,51,43,8,0.8431372549019608,0.796875,0.7198955322701224,74.0,77.19607843137256,80.5,5,0,595.372,91.0,3937.0,4028.0,363.0,272.0,0.09220218440436881,0.06752730883813307,5.333333333333333,4.25,0.7898039215686274,0.053333333333333344,False,True,True,-2.5
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; brownian_p_rv_15m>=0.55,1,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.44590163934426,73.0,2,0,713.751,580.0,21181.0,21761.0,2019.0,1439.0,0.09532127850431991,0.06612747575938606,4.718032786885246,4.5109717868338555,0.7134754098360656,0.0471803278688524,191,183,142,41,0.7759562841530054,0.9581151832460733,0.7102284290930444,67.0,69.48633879781421,73.0,0,0,715.78,345.0,12716.0,13061.0,1484.0,1139.0,0.11670336583831394,0.087206186356328,6.224043715846994,5.963350785340314,0.7137158469945354,0.06224043715847005,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,69.65079365079364,73.5,0,0,698.49,120.0,4388.0,4508.0,312.0,192.0,0.07110300820419325,0.04259094942324756,3.0476190476190474,3.0,0.7155555555555556,0.030476190476190435,64,59,43,16,0.7288135593220338,0.921875,0.6040223703245484,68.0,69.10169491525424,71.5,2,0,718.343,115.0,4077.0,4192.0,223.0,108.0,0.05469708118714741,0.025763358778625955,1.8305084745762712,1.6875,0.7105084745762711,0.018305084745762756,True,True,True,-2.682294027349073
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p6,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; brownian_p_rv_15m>=0.6,1,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.44590163934426,73.0,2,0,713.751,580.0,21181.0,21761.0,2019.0,1439.0,0.09532127850431991,0.06612747575938606,4.718032786885246,4.5109717868338555,0.7134754098360656,0.0471803278688524,191,183,142,41,0.7759562841530054,0.9581151832460733,0.7102284290930444,67.0,69.48633879781421,73.0,0,0,715.78,345.0,12716.0,13061.0,1484.0,1139.0,0.11670336583831394,0.087206186356328,6.224043715846994,5.963350785340314,0.7137158469945354,0.06224043715847005,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,69.65079365079364,73.5,0,0,698.49,120.0,4388.0,4508.0,312.0,192.0,0.07110300820419325,0.04259094942324756,3.0476190476190474,3.0,0.7155555555555556,0.030476190476190435,64,59,43,16,0.7288135593220338,0.921875,0.6040223703245484,68.0,69.10169491525424,71.5,2,0,718.343,115.0,4077.0,4192.0,223.0,108.0,0.05469708118714741,0.025763358778625955,1.8305084745762712,1.6875,0.7105084745762711,0.018305084745762756,True,True,True,-2.682294027349073
current,score_m60_edge_m5__drift_p_5m_rv_15m_ge_0p55,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; drift_p_5m_rv_15m>=0.55,1,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.74098360655738,73.0,3,0,710.591,578.0,21271.0,21849.0,1929.0,1351.0,0.09068685064171877,0.06183349352373106,4.4295081967213115,4.235109717868339,0.7163606557377049,0.0442950819672131,191,183,143,40,0.7814207650273224,0.9581151832460733,0.7160934024741231,67.0,69.75409836065573,73.0,0,0,711.389,344.0,12765.0,13109.0,1535.0,1191.0,0.12025068546807677,0.09085361202227478,6.508196721311475,6.2356020942408374,0.7163387978142075,0.06508196721311488,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,70.36507936507937,74.5,1,0,665.548,119.0,4433.0,4552.0,267.0,148.0,0.06023009248815701,0.03251318101933216,2.3492063492063493,2.3125,0.7225396825396827,0.023492063492063342,64,59,42,17,0.711864406779661,0.921875,0.5861915342706009,68.0,69.03389830508475,71.5,2,0,718.343,115.0,4073.0,4188.0,127.0,12.0,0.031180947704394796,0.0028653295128939827,0.2033898305084746,0.1875,0.7098305084745762,0.0020338983050848247,True,True,True,-2.61509816068439
current,score_m60_edge_m5__drift_p_5m_rv_15m_ge_0p6,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; drift_p_5m_rv_15m>=0.6,1,319,304,232,72,0.7631578947368421,0.9529780564263323,0.7122685510077744,68.0,69.82236842105263,73.0,3,0,710.5745,576.0,21226.0,21802.0,1974.0,1398.0,0.09299915198341656,0.06412255756352628,4.598684210526316,4.382445141065831,0.7171710526315789,0.04598684210526327,191,182,143,39,0.7857142857142857,0.9528795811518325,0.7205197974362418,67.0,69.89010989010988,73.0,0,0,710.9735000000001,342.0,12720.0,13062.0,1580.0,1238.0,0.12421383647798742,0.09477874751186648,6.802197802197802,6.481675392670157,0.7176923076923077,0.06802197802197796,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,70.36507936507937,74.5,1,0,665.548,119.0,4433.0,4552.0,267.0,148.0,0.06023009248815701,0.03251318101933216,2.3492063492063493,2.3125,0.7225396825396827,0.023492063492063342,64,59,42,17,0.711864406779661,0.921875,0.5861915342706009,68.0,69.03389830508475,71.5,2,0,718.343,115.0,4073.0,4188.0,127.0,12.0,0.031180947704394796,0.0028653295128939827,0.2033898305084746,0.1875,0.7098305084745762,0.0020338983050848247,True,True,True,-2.6260608662621827
current,score_m60_edge_m5__adverse_move_15m_le_10,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; adverse_move_15m<=10,1,319,292,226,66,0.773972602739726,0.9153605015673981,0.7226216594882577,68.0,71.70547945205479,78.0,5,0,655.5225,532.0,20938.0,21470.0,1662.0,1130.0,0.07937720890247398,0.05263157894736842,3.8698630136986303,3.542319749216301,0.7352739726027396,0.03869863013698638,191,175,140,35,0.8,0.9162303664921466,0.7345791989461419,68.0,72.03428571428572,79.5,2,0,658.969,314.0,12606.0,12920.0,1394.0,1080.0,0.11058226241472315,0.08359133126934984,6.171428571428572,5.654450261780105,0.7382857142857142,0.06171428571428583,64,61,46,15,0.7540983606557377,0.953125,0.6331557589001072,69.0,71.54098360655738,77.0,0,0,650.644,113.0,4364.0,4477.0,236.0,123.0,0.054078826764436295,0.027473754746482018,2.0163934426229506,1.921875,0.7339344262295081,0.020163934426229546,64,56,40,16,0.7142857142857143,0.875,0.5852474928448334,69.0,70.85714285714286,73.0,3,0,663.097,105.0,3968.0,4073.0,32.0,-73.0,0.008064516129032258,-0.017922906948195434,-1.3035714285714286,-1.140625,0.7273214285714287,-0.013035714285714373,True,False,False,-2.5
current,score_m60_edge_m5__adverse_move_15m_le_50,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; adverse_move_15m<=50,1,319,300,230,70,0.7666666666666667,0.9404388714733543,0.7156186535786361,68.0,70.02333333333333,73.0,4,0,709.625,567.0,21007.0,21574.0,1993.0,1426.0,0.09487313752558671,0.06609808102345416,4.753333333333333,4.470219435736677,0.7191333333333334,0.047533333333333316,191,182,143,39,0.7857142857142857,0.9528795811518325,0.7205197974362418,67.0,70.02197802197803,73.0,1,0,710.9735000000001,341.0,12744.0,13085.0,1556.0,1215.0,0.12209667294413057,0.09285441345051586,6.675824175824176,6.361256544502618,0.718956043956044,0.06675824175824174,64,62,46,16,0.7419354838709677,0.96875,0.6211887265285198,68.0,69.5,72.75,0,0,682.019,119.0,4309.0,4428.0,291.0,172.0,0.0675330703179392,0.03884372177055104,2.774193548387097,2.6875,0.7141935483870968,0.02774193548387094,64,56,41,15,0.7321428571428571,0.875,0.6040544407084485,69.0,70.60714285714286,73.0,3,0,696.3285000000001,107.0,3954.0,4061.0,146.0,39.0,0.03692463328275165,0.009603545924649102,0.6964285714285714,0.609375,0.7251785714285715,0.006964285714285645,True,True,True,-2.5298234194965836
current,score_m60_edge_m5__abs_book_rv15_gap_le_0p2,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; abs_book_rv15_gap<=0.2,1,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.44590163934426,73.0,2,0,713.751,580.0,21181.0,21761.0,2019.0,1439.0,0.09532127850431991,0.06612747575938606,4.718032786885246,4.5109717868338555,0.7134754098360656,0.0471803278688524,191,183,142,41,0.7759562841530054,0.9581151832460733,0.7102284290930444,67.0,69.48633879781421,73.0,0,0,715.78,345.0,12716.0,13061.0,1484.0,1139.0,0.11670336583831394,0.087206186356328,6.224043715846994,5.963350785340314,0.7137158469945354,0.06224043715847005,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,69.65079365079364,73.5,0,0,698.49,120.0,4388.0,4508.0,312.0,192.0,0.07110300820419325,0.04259094942324756,3.0476190476190474,3.0,0.7155555555555556,0.030476190476190435,64,59,43,16,0.7288135593220338,0.921875,0.6040223703245484,68.0,69.10169491525424,71.5,2,0,718.343,115.0,4077.0,4192.0,223.0,108.0,0.05469708118714741,0.025763358778625955,1.8305084745762712,1.6875,0.7105084745762711,0.018305084745762756,True,True,True,-2.682294027349073
current,score_m60_edge_m5__abs_book_rv15_gap_le_0p3,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; abs_book_rv15_gap<=0.3,1,319,305,232,73,0.760655737704918,0.9561128526645768,0.7097165796336651,67.0,69.44590163934426,73.0,2,0,713.751,580.0,21181.0,21761.0,2019.0,1439.0,0.09532127850431991,0.06612747575938606,4.718032786885246,4.5109717868338555,0.7134754098360656,0.0471803278688524,191,183,142,41,0.7759562841530054,0.9581151832460733,0.7102284290930444,67.0,69.48633879781421,73.0,0,0,715.78,345.0,12716.0,13061.0,1484.0,1139.0,0.11670336583831394,0.087206186356328,6.224043715846994,5.963350785340314,0.7137158469945354,0.06224043715847005,64,63,47,16,0.746031746031746,0.984375,0.6265881256339354,68.0,69.65079365079364,73.5,0,0,698.49,120.0,4388.0,4508.0,312.0,192.0,0.07110300820419325,0.04259094942324756,3.0476190476190474,3.0,0.7155555555555556,0.030476190476190435,64,59,43,16,0.7288135593220338,0.921875,0.6040223703245484,68.0,69.10169491525424,71.5,2,0,718.343,115.0,4077.0,4192.0,223.0,108.0,0.05469708118714741,0.025763358778625955,1.8305084745762712,1.6875,0.7105084745762711,0.018305084745762756,True,True,True,-2.682294027349073
current,score_m60_edge_m5__rv_sigma_t_15m_le_75,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; rv_sigma_t_15m<=75,1,319,245,190,55,0.7755102040816326,0.768025078369906,0.7192412293199483,68.0,71.51020408163265,77.0,3,0,643.481,448.0,17520.0,17968.0,1480.0,1032.0,0.08447488584474885,0.057435440783615316,4.2122448979591836,3.2351097178683386,0.7333877551020408,0.04212244897959183,191,156,120,36,0.7692307692307693,0.8167539267015707,0.6971244980247122,67.5,71.15384615384616,76.25,2,0,659.3515,286.0,11100.0,11386.0,900.0,614.0,0.08108108108108109,0.053925873880203756,3.9358974358974357,3.2146596858638743,0.729871794871795,0.039358974358974286,64,58,44,14,0.7586206896551724,0.90625,0.6347001974698658,67.5,69.24137931034483,71.0,0,0,661.3105,111.0,4016.0,4127.0,384.0,273.0,0.09561752988047809,0.06614974557790163,4.706896551724138,4.265625,0.7115517241379311,0.04706896551724127,64,31,26,5,0.8387096774193549,0.484375,0.6736564604120674,75.0,77.54838709677419,87.5,1,0,332.019,51.0,2404.0,2455.0,196.0,145.0,0.08153078202995008,0.059063136456211814,4.67741935483871,2.265625,0.7919354838709677,0.04677419354838719,False,True,True,-2.5014802993313197
current,score_m60_edge_m5__rv_sigma_t_15m_le_100,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; rv_sigma_t_15m<=100,1,319,274,212,62,0.7737226277372263,0.8589341692789969,0.7205930393193929,68.0,71.07299270072993,75.0,1,0,653.8209999999999,502.0,19474.0,19976.0,1726.0,1224.0,0.08863099517305124,0.06127352823388066,4.467153284671533,3.8369905956112853,0.7290510948905109,0.044671532846715434,191,169,127,42,0.7514792899408284,0.8848167539267016,0.6812216823510587,67.0,70.66863905325444,75.0,0,0,705.454,311.0,11943.0,12254.0,757.0,446.0,0.063384409277401,0.03639627876611719,2.63905325443787,2.3350785340314135,0.7250887573964496,0.02639053254437873,64,62,48,14,0.7741935483870968,0.96875,0.6559437908464204,68.0,70.19354838709677,73.75,0,0,654.6095,117.0,4352.0,4469.0,448.0,331.0,0.10294117647058823,0.07406578652942493,5.338709677419355,5.171875,0.7208064516129032,0.05338709677419351,64,43,37,6,0.8604651162790697,0.671875,0.7273641203261715,71.0,73.93023255813954,84.0,1,0,528.593,74.0,3179.0,3253.0,521.0,447.0,0.16388801509908776,0.1374116200430372,10.395348837209303,6.984375,0.7565116279069768,0.10395348837209295,False,True,True,-2.5154368155823335
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9__adverse_move_15m_le_50,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; touch_loss_rv_15m<=0.9; adverse_move_15m<=50,2,319,300,230,70,0.7666666666666667,0.9404388714733543,0.7156186535786361,68.0,70.02333333333333,73.0,4,0,709.625,567.0,21007.0,21574.0,1993.0,1426.0,0.09487313752558671,0.06609808102345416,4.753333333333333,4.470219435736677,0.7191333333333334,0.047533333333333316,191,182,143,39,0.7857142857142857,0.9528795811518325,0.7205197974362418,67.0,70.02197802197803,73.0,1,0,710.9735000000001,341.0,12744.0,13085.0,1556.0,1215.0,0.12209667294413057,0.09285441345051586,6.675824175824176,6.361256544502618,0.718956043956044,0.06675824175824174,64,62,46,16,0.7419354838709677,0.96875,0.6211887265285198,68.0,69.5,72.75,0,0,682.019,119.0,4309.0,4428.0,291.0,172.0,0.0675330703179392,0.03884372177055104,2.774193548387097,2.6875,0.7141935483870968,0.02774193548387094,64,56,41,15,0.7321428571428571,0.875,0.6040544407084485,69.0,70.60714285714286,73.0,3,0,696.3285000000001,107.0,3954.0,4061.0,146.0,39.0,0.03692463328275165,0.009603545924649102,0.6964285714285714,0.609375,0.7251785714285715,0.006964285714285645,True,True,True,-2.5298234194965836
