rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,23,0.4339622641509434,-19.329179999999997,12.600820000000002,17,6,-7.25918,-11.82,-0.25000000000000006,10,9,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,21,0.39622641509433965,-19.42918,12.500820000000001,16,5,-7.25918,-11.919999999999998,-0.25000000000000006,10,7,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,19,0.3584905660377358,-20.759179999999997,11.170820000000003,14,5,-7.85918,-11.919999999999998,-0.98,9,7,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,18,0.33962264150943394,-21.83918,10.09082,14,4,-8.239180000000001,-13.350000000000001,-0.25000000000000006,9,5,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=75,19,0.3584905660377358,-22.83918,9.09082,15,4,-6.40918,-16.18,-0.25000000000000006,9,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=180,20,0.37735849056603776,-22.879179999999998,9.050820000000002,15,5,-7.25918,-15.370000000000001,-0.25000000000000006,10,6,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=75,16,0.3018867924528302,-23.22918,8.70082,13,3,-6.1891799999999995,-16.07,-0.97,7,6,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=0,18,0.33962264150943394,-23.24918,8.68082,13,5,-7.6391800000000005,-14.64,-0.97,7,8,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-23.570000000000004,8.359999999999996,5,1,-9.02,-11.27,-3.2800000000000002,2,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,13,0.24528301886792453,-23.60918,8.320820000000001,9,4,-11.169180000000003,-10.690000000000001,-1.7499999999999998,5,6,2,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND entry_to_exit_loss_cents>=20,8,0.1509433962264151,-24.25,7.68,6,2,-8.86,-12.11,-3.2800000000000002,3,5,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND position_seconds<=45,26,0.49056603773584906,-24.689999999999998,7.240000000000002,18,8,-6.130000000000001,-15.65,-2.9099999999999997,16,3,7,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=50,9,0.16981132075471697,-24.750000000000004,7.179999999999996,8,1,-6.420000000000001,-16.55,-1.78,5,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-24.85,7.079999999999998,7,0,-6.420000000000001,-16.65,-1.78,5,0,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,5,0.09433962264150944,-24.900000000000002,7.029999999999998,5,0,-10.34,-11.280000000000001,-3.2800000000000002,2,3,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=75,14,0.2641509433962264,-25.249179999999996,6.680820000000004,11,3,-7.989180000000001,-16.28,-0.98,7,4,3,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.37,6.559999999999999,8,2,-8.0,-15.59,-1.78,7,1,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-25.48,6.449999999999999,4,2,-9.02,-13.18,-3.2800000000000002,2,4,0,True,True
