rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,23,0.4339622641509434,-19.449181999999997,12.740818,17,6,-7.37918,-11.750002000000002,-0.3200000000000001,10,9,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,21,0.39622641509433965,-19.549182,12.640818,16,5,-7.37918,-11.850002,-0.3200000000000001,10,7,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,19,0.3584905660377358,-20.839181999999994,11.350818000000004,14,5,-7.93918,-11.850002,-1.05,9,7,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,18,0.33962264150943394,-21.889181999999998,10.300818,14,4,-8.359179999999999,-13.210002,-0.3200000000000001,9,5,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=75,19,0.3584905660377358,-22.889181999999998,9.300818,15,4,-6.52918,-16.040002,-0.3200000000000001,9,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=180,20,0.37735849056603776,-23.179179999999995,9.010820000000002,15,5,-7.37918,-15.48,-0.3200000000000001,10,6,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=75,16,0.3018867924528302,-23.45918,8.730819999999998,13,3,-6.3091800000000005,-16.110000000000003,-1.04,7,6,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=0,18,0.33962264150943394,-23.509179999999997,8.68082,13,5,-7.7191800000000015,-14.75,-1.04,7,8,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,13,0.24528301886792453,-23.689182,8.500817999999999,9,4,-11.24918,-10.620002,-1.82,5,6,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-23.900000000000002,8.289999999999996,5,1,-9.1,-11.45,-3.35,2,4,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND entry_to_exit_loss_cents>=20,8,0.1509433962264151,-24.330002,7.859997999999997,6,2,-8.94,-12.040002000000001,-3.35,3,5,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND position_seconds<=45,26,0.49056603773584906,-24.919999999999995,7.270000000000003,18,8,-6.250000000000001,-15.76,-2.9099999999999997,16,3,7,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,5,0.09433962264150944,-24.980002000000002,7.209997999999995,5,0,-10.42,-11.210002,-3.35,2,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=50,9,0.16981132075471697,-25.05,7.139999999999997,8,1,-6.54,-16.66,-1.85,5,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-25.150000000000002,7.039999999999996,7,0,-6.54,-16.76,-1.85,5,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=75,14,0.2641509433962264,-25.259181999999996,6.930818000000002,11,3,-8.06918,-16.140002000000003,-1.05,7,4,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=500,8,0.1509433962264151,-25.81,6.379999999999999,7,1,-10.43,-15.059999999999999,-0.3200000000000001,2,2,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-25.81,6.379999999999999,4,2,-9.1,-13.36,-3.35,2,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=500,15,0.2830188679245283,-25.829182000000003,6.360817999999995,10,5,-9.029179999999998,-13.450002000000001,-3.35,8,7,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.830000000000002,6.359999999999996,8,2,-8.280000000000001,-15.7,-1.85,7,1,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-26.130000000000003,6.059999999999995,8,2,-7.62,-16.66,-1.85,6,2,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=90,5,0.09433962264150944,-26.350002,5.839997999999998,4,1,-12.08,-10.920002,-3.35,0,5,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-26.390000000000004,5.799999999999994,7,3,-10.29,-13.52,-2.58,2,7,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-26.7,5.489999999999998,3,0,-12.08,-11.27,-3.35,0,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=50,7,0.1320754716981132,-26.8,5.389999999999997,6,1,-7.5200000000000005,-16.66,-2.62,4,2,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=4,5,0.09433962264150944,-26.900000000000002,5.289999999999996,5,0,-7.5200000000000005,-16.76,-2.62,4,0,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-26.930000000000003,5.2599999999999945,6,1,-9.379999999999999,-15.7,-1.85,4,1,2,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND entry_to_exit_loss_cents>=20,13,0.24528301886792453,-27.110001999999998,5.079998,7,6,-10.860000000000001,-12.900001999999999,-3.35,5,8,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=100,8,0.1509433962264151,-27.17,5.019999999999996,7,1,-8.209999999999999,-15.61,-3.35,5,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=100,4,0.07547169811320754,-27.170002,5.0199979999999975,3,1,-11.229999999999999,-12.590001999999998,-3.35,1,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-27.2,4.989999999999998,5,0,-8.59,-16.76,-1.85,3,0,2,True,True
