chooser,gate_family,gate,pass_80_retention,target_pass,min_test_accuracy,min_test_retention,all_rows,all_wins,all_losses,all_base_rows,all_accuracy,all_retention,train_rows,train_wins,train_losses,train_base_rows,train_accuracy,train_retention,validation_rows,validation_wins,validation_losses,validation_base_rows,validation_accuracy,validation_retention,holdout_rows,holdout_wins,holdout_losses,holdout_base_rows,holdout_accuracy,holdout_retention
drift_p_5m_rv_15m,score_min_book_rv15_drift5,score_min_book_rv15_drift5>=0.58,False,False,0.8943089430894309,0.703016241299304,2938,2561,377,4310,0.8716814159292036,0.6816705336426914,1717,1468,249,2586,0.8549796156086197,0.6639597834493426,606,543,63,862,0.8960396039603961,0.703016241299304,615,550,65,862,0.8943089430894309,0.7134570765661253
score_mean_book_rv15,score_min_book_rv15_drift5,score_min_book_rv15_drift5>=0.58,False,False,0.8943089430894309,0.703016241299304,2938,2561,377,4310,0.8716814159292036,0.6816705336426914,1717,1468,249,2586,0.8549796156086197,0.6639597834493426,606,543,63,862,0.8960396039603961,0.703016241299304,615,550,65,862,0.8943089430894309,0.7134570765661253
score_mean_book_rv30,score_min_book_rv15_drift5,score_min_book_rv15_drift5>=0.58,False,False,0.8943089430894309,0.703016241299304,2938,2561,377,4310,0.8716814159292036,0.6816705336426914,1717,1468,249,2586,0.8549796156086197,0.6639597834493426,606,543,63,862,0.8960396039603961,0.703016241299304,615,550,65,862,0.8943089430894309,0.7134570765661253
score_mean_book_rv15_drift5,score_min_book_rv15_drift5,score_min_book_rv15_drift5>=0.58,False,False,0.8943089430894309,0.703016241299304,2938,2561,377,4310,0.8716814159292036,0.6816705336426914,1717,1468,249,2586,0.8549796156086197,0.6639597834493426,606,543,63,862,0.8960396039603961,0.703016241299304,615,550,65,862,0.8943089430894309,0.7134570765661253
score_min_book_rv15,score_min_book_rv15_drift5,score_min_book_rv15_drift5>=0.58,False,False,0.8943089430894309,0.703016241299304,2938,2561,377,4310,0.8716814159292036,0.6816705336426914,1717,1468,249,2586,0.8549796156086197,0.6639597834493426,606,543,63,862,0.8960396039603961,0.703016241299304,615,550,65,862,0.8943089430894309,0.7134570765661253
score_min_book_rv15_drift5,score_min_book_rv15_drift5,score_min_book_rv15_drift5>=0.58,False,False,0.8943089430894309,0.703016241299304,2938,2561,377,4310,0.8716814159292036,0.6816705336426914,1717,1468,249,2586,0.8549796156086197,0.6639597834493426,606,543,63,862,0.8960396039603961,0.703016241299304,615,550,65,862,0.8943089430894309,0.7134570765661253
score_regime_blend,score_min_book_rv15_drift5,score_min_book_rv15_drift5>=0.58,False,False,0.8943089430894309,0.703016241299304,2938,2561,377,4310,0.8716814159292036,0.6816705336426914,1717,1468,249,2586,0.8549796156086197,0.6639597834493426,606,543,63,862,0.8960396039603961,0.703016241299304,615,550,65,862,0.8943089430894309,0.7134570765661253
drift_p_15m_rv_15m,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8939393939393939,0.6890951276102089,2954,2561,393,4310,0.8669600541638456,0.6853828306264501,1750,1480,270,2586,0.8457142857142858,0.6767208043310131,610,550,60,862,0.9016393442622951,0.7076566125290024,594,531,63,862,0.8939393939393939,0.6890951276102089
drift_p_15m_rv_15m,score_min_book_rv15,score_min_book_rv15>=0.58,False,False,0.8937908496732027,0.7053364269141531,2962,2582,380,4310,0.8717083051991897,0.6872389791183294,1742,1484,258,2586,0.851894374282434,0.6736272235112142,608,551,57,862,0.90625,0.7053364269141531,612,547,65,862,0.8937908496732027,0.7099767981438515
book_p_side,score_regime_blend,score_regime_blend>=0.65,False,False,0.893312101910828,0.728538283062645,3024,2628,396,4310,0.8690476190476191,0.7016241299303945,1767,1504,263,2586,0.8511601584606678,0.6832946635730859,628,561,67,862,0.893312101910828,0.728538283062645,629,563,66,862,0.8950715421303657,0.7296983758700696
brownian_p_rv_15m,score_regime_blend,score_regime_blend>=0.65,False,False,0.893312101910828,0.7273781902552204,3021,2625,396,4310,0.8689175769612711,0.7009280742459397,1766,1503,263,2586,0.8510758776896942,0.682907965970611,628,561,67,862,0.893312101910828,0.728538283062645,627,561,66,862,0.8947368421052632,0.7273781902552204
brownian_p_rv_30m,score_regime_blend,score_regime_blend>=0.65,False,False,0.893312101910828,0.7273781902552204,3021,2625,396,4310,0.8689175769612711,0.7009280742459397,1766,1503,263,2586,0.8510758776896942,0.682907965970611,628,561,67,862,0.893312101910828,0.728538283062645,627,561,66,862,0.8947368421052632,0.7273781902552204
brownian_p_rv_60m,score_regime_blend,score_regime_blend>=0.65,False,False,0.893312101910828,0.7273781902552204,3021,2625,396,4310,0.8689175769612711,0.7009280742459397,1766,1503,263,2586,0.8510758776896942,0.682907965970611,628,561,67,862,0.893312101910828,0.728538283062645,627,561,66,862,0.8947368421052632,0.7273781902552204
drift_p_15m_rv_15m,book_p_side,book_p_side>=0.62,False,False,0.8929159802306426,0.6983758700696056,2925,2553,372,4310,0.8728205128205129,0.6786542923433875,1716,1466,250,2586,0.8543123543123543,0.6635730858468677,602,545,57,862,0.9053156146179402,0.6983758700696056,607,542,65,862,0.8929159802306426,0.7041763341067285
drift_p_5m_rv_15m,score_mean_book_rv15,score_mean_book_rv15>=0.6,False,False,0.8918918918918919,0.7296983758700696,3041,2639,402,4310,0.8678066425517922,0.705568445475638,1781,1512,269,2586,0.8489612577203818,0.688708430007734,629,561,68,862,0.8918918918918919,0.7296983758700696,631,566,65,862,0.8969889064976229,0.7320185614849188
score_mean_book_rv15,score_regime_blend,score_regime_blend>=0.65,False,False,0.8918918918918919,0.7296983758700696,3025,2628,397,4310,0.8687603305785124,0.7018561484918794,1767,1504,263,2586,0.8511601584606678,0.6832946635730859,629,561,68,862,0.8918918918918919,0.7296983758700696,629,563,66,862,0.8950715421303657,0.7296983758700696
score_mean_book_rv30,score_regime_blend,score_regime_blend>=0.65,False,False,0.8918918918918919,0.7296983758700696,3025,2628,397,4310,0.8687603305785124,0.7018561484918794,1767,1504,263,2586,0.8511601584606678,0.6832946635730859,629,561,68,862,0.8918918918918919,0.7296983758700696,629,563,66,862,0.8950715421303657,0.7296983758700696
score_mean_book_rv15_drift5,score_regime_blend,score_regime_blend>=0.65,False,False,0.8918918918918919,0.7296983758700696,3025,2628,397,4310,0.8687603305785124,0.7018561484918794,1767,1504,263,2586,0.8511601584606678,0.6832946635730859,629,561,68,862,0.8918918918918919,0.7296983758700696,629,563,66,862,0.8950715421303657,0.7296983758700696
score_min_book_rv15,score_regime_blend,score_regime_blend>=0.65,False,False,0.8918918918918919,0.7296983758700696,3025,2628,397,4310,0.8687603305785124,0.7018561484918794,1767,1504,263,2586,0.8511601584606678,0.6832946635730859,629,561,68,862,0.8918918918918919,0.7296983758700696,629,563,66,862,0.8950715421303657,0.7296983758700696
score_min_book_rv15_drift5,score_regime_blend,score_regime_blend>=0.65,False,False,0.8918918918918919,0.7296983758700696,3025,2628,397,4310,0.8687603305785124,0.7018561484918794,1767,1504,263,2586,0.8511601584606678,0.6832946635730859,629,561,68,862,0.8918918918918919,0.7296983758700696,629,563,66,862,0.8950715421303657,0.7296983758700696
score_regime_blend,score_regime_blend,score_regime_blend>=0.65,False,False,0.8918918918918919,0.7296983758700696,3025,2628,397,4310,0.8687603305785124,0.7018561484918794,1767,1504,263,2586,0.8511601584606678,0.6832946635730859,629,561,68,862,0.8918918918918919,0.7296983758700696,629,563,66,862,0.8950715421303657,0.7296983758700696
drift_p_5m_rv_15m,score_regime_blend,score_regime_blend>=0.65,False,False,0.8915857605177994,0.7169373549883991,2986,2594,392,4310,0.8687206965840589,0.6928074245939675,1744,1484,260,2586,0.8509174311926605,0.674400618716164,618,551,67,862,0.8915857605177994,0.7169373549883991,624,559,65,862,0.8958333333333334,0.7238979118329466
score_min_book_rv15_drift5,book_p_side,book_p_side>=0.62,False,False,0.8915094339622641,0.7378190255220418,3062,2652,410,4310,0.8661005878510777,0.7104408352668213,1783,1511,272,2586,0.8474481211441391,0.6894818252126836,636,567,69,862,0.8915094339622641,0.7378190255220418,643,574,69,862,0.8926905132192846,0.7459396751740139
drift_p_15m_rv_15m,margin_per_rv_sigma_15m,margin_per_rv_sigma_15m>=0.25,False,False,0.8911222780569514,0.6925754060324826,2965,2566,399,4310,0.8654300168634064,0.6879350348027842,1757,1484,273,2586,0.8446215139442231,0.6794276875483372,611,550,61,862,0.900163666121113,0.7088167053364269,597,532,65,862,0.8911222780569514,0.6925754060324826
score_min_book_rv15_drift5,score_min_book_rv15,score_min_book_rv15>=0.58,False,False,0.8904320987654321,0.7331786542923434,3090,2673,417,4310,0.8650485436893204,0.7169373549883991,1810,1531,279,2586,0.8458563535911602,0.699922660479505,632,565,67,862,0.8939873417721519,0.7331786542923434,648,577,71,862,0.8904320987654321,0.7517401392111369
score_mean_book_rv15_drift5,book_p_side,book_p_side>=0.62,False,False,0.890282131661442,0.740139211136891,3066,2653,413,4310,0.865296803652968,0.711368909512761,1784,1511,273,2586,0.8469730941704036,0.6898685228151585,638,568,70,862,0.890282131661442,0.740139211136891,644,574,70,862,0.8913043478260869,0.7470997679814385
score_min_book_rv15_drift5,score_mean_book_rv15,score_mean_book_rv15>=0.6,False,False,0.8900928792569659,0.7494199535962877,3134,2709,425,4310,0.864390555201021,0.7271461716937355,1836,1552,284,2586,0.8453159041394336,0.7099767981438515,646,575,71,862,0.8900928792569659,0.7494199535962877,652,582,70,862,0.8926380368098159,0.7563805104408353
drift_p_5m_rv_15m,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8890675241157556,0.7053364269141531,2996,2588,408,4310,0.8638184245660881,0.6951276102088167,1766,1493,273,2586,0.8454133635334088,0.682907965970611,622,553,69,862,0.8890675241157556,0.7215777262180975,608,542,66,862,0.8914473684210527,0.7053364269141531
score_mean_book_rv15_drift5,score_min_book_rv15,score_min_book_rv15>=0.58,False,False,0.889060092449923,0.7354988399071926,3096,2676,420,4310,0.8643410852713178,0.7183294663573085,1813,1533,280,2586,0.8455598455598455,0.7010827532869296,634,566,68,862,0.8927444794952681,0.7354988399071926,649,577,72,862,0.889060092449923,0.7529002320185615
score_mean_book_rv15_drift5,score_mean_book_rv15,score_mean_book_rv15>=0.6,False,False,0.8888888888888888,0.7517401392111369,3139,2711,428,4310,0.8636508442179038,0.7283062645011601,1838,1553,285,2586,0.8449401523394995,0.7107501933488012,648,576,72,862,0.8888888888888888,0.7517401392111369,653,582,71,862,0.891271056661562,0.7575406032482599
book_p_side,score_mean_book_rv15,score_mean_book_rv15>=0.6,False,False,0.8883792048929664,0.7587006960556845,3162,2728,434,4310,0.8627450980392157,0.7336426914153132,1850,1562,288,2586,0.8443243243243244,0.7153905645784996,654,581,73,862,0.8883792048929664,0.7587006960556845,658,585,73,862,0.8890577507598785,0.7633410672853829
score_regime_blend,score_mean_book_rv15,score_mean_book_rv15>=0.6,False,False,0.8883792048929664,0.7587006960556845,3160,2726,434,4310,0.8626582278481013,0.7331786542923434,1849,1561,288,2586,0.8442401297998918,0.7150038669760247,654,581,73,862,0.8883792048929664,0.7587006960556845,657,584,73,862,0.8888888888888888,0.7621809744779582
score_min_book_rv15_drift5,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8883647798742138,0.722737819025522,3072,2644,428,4310,0.8606770833333334,0.7127610208816705,1813,1525,288,2586,0.8411472697186982,0.7010827532869296,636,565,71,862,0.8883647798742138,0.7378190255220418,623,554,69,862,0.8892455858747994,0.722737819025522
book_p_side,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8880248833592534,0.7262180974477959,3076,2652,424,4310,0.8621586475942783,0.7136890951276103,1807,1525,282,2586,0.843940232429441,0.6987625676720804,643,571,72,862,0.8880248833592534,0.7459396751740139,626,556,70,862,0.8881789137380192,0.7262180974477959
score_mean_book_rv30,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.9,False,False,0.888,0.580046403712297,2340,2055,285,4310,0.8782051282051282,0.54292343387471,1337,1157,180,2586,0.8653702318623785,0.517014694508894,500,444,56,862,0.888,0.580046403712297,503,454,49,862,0.9025844930417495,0.5835266821345708
score_mean_book_rv15,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.9,False,False,0.888,0.580046403712297,2340,2055,285,4310,0.8782051282051282,0.54292343387471,1336,1157,179,2586,0.8660179640718563,0.5166279969064191,500,444,56,862,0.888,0.580046403712297,504,454,50,862,0.9007936507936508,0.5846867749419954
score_min_book_rv15,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.9,False,False,0.888,0.580046403712297,2340,2055,285,4310,0.8782051282051282,0.54292343387471,1336,1157,179,2586,0.8660179640718563,0.5166279969064191,500,444,56,862,0.888,0.580046403712297,504,454,50,862,0.9007936507936508,0.5846867749419954
score_mean_book_rv15_drift5,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8878205128205128,0.7238979118329466,3076,2646,430,4310,0.8602080624187256,0.7136890951276103,1815,1526,289,2586,0.840771349862259,0.7018561484918794,637,566,71,862,0.8885400313971743,0.7389791183294664,624,554,70,862,0.8878205128205128,0.7238979118329466
drift_p_5m_rv_15m,margin_per_rv_sigma_15m,margin_per_rv_sigma_15m>=0.25,False,False,0.8876404494382022,0.7088167053364269,3010,2594,416,4310,0.8617940199335549,0.6983758700696056,1776,1498,278,2586,0.8434684684684685,0.6867749419953596,623,553,70,862,0.8876404494382022,0.722737819025522,611,543,68,862,0.8887070376432079,0.7088167053364269
book_p_side,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.9,False,False,0.8875502008032129,0.5777262180974478,2322,2044,278,4310,0.880275624461671,0.5387470997679814,1322,1149,173,2586,0.8691376701966718,0.5112142304717711,498,442,56,862,0.8875502008032129,0.5777262180974478,502,453,49,862,0.9023904382470119,0.5823665893271461
brownian_p_rv_15m,book_p_side,book_p_side>=0.62,False,False,0.8873456790123457,0.7389791183294664,3071,2657,414,4310,0.8651904916965157,0.7125290023201856,1786,1513,273,2586,0.8471444568868981,0.6906419180201083,637,569,68,862,0.8932496075353218,0.7389791183294664,648,575,73,862,0.8873456790123457,0.7517401392111369
brownian_p_rv_30m,book_p_side,book_p_side>=0.62,False,False,0.8873456790123457,0.7389791183294664,3071,2657,414,4310,0.8651904916965157,0.7125290023201856,1786,1513,273,2586,0.8471444568868981,0.6906419180201083,637,569,68,862,0.8932496075353218,0.7389791183294664,648,575,73,862,0.8873456790123457,0.7517401392111369
brownian_p_rv_60m,book_p_side,book_p_side>=0.62,False,False,0.8873456790123457,0.7389791183294664,3071,2657,414,4310,0.8651904916965157,0.7125290023201856,1786,1513,273,2586,0.8471444568868981,0.6906419180201083,637,569,68,862,0.8932496075353218,0.7389791183294664,648,575,73,862,0.8873456790123457,0.7517401392111369
score_mean_book_rv15,score_mean_book_rv15,score_mean_book_rv15>=0.6,False,False,0.8870229007633588,0.759860788863109,3163,2728,435,4310,0.8624723363895036,0.7338747099767982,1850,1562,288,2586,0.8443243243243244,0.7153905645784996,655,581,74,862,0.8870229007633588,0.759860788863109,658,585,73,862,0.8890577507598785,0.7633410672853829
score_mean_book_rv30,score_mean_book_rv15,score_mean_book_rv15>=0.6,False,False,0.8870229007633588,0.759860788863109,3163,2728,435,4310,0.8624723363895036,0.7338747099767982,1850,1562,288,2586,0.8443243243243244,0.7153905645784996,655,581,74,862,0.8870229007633588,0.759860788863109,658,585,73,862,0.8890577507598785,0.7633410672853829
score_min_book_rv15,score_mean_book_rv15,score_mean_book_rv15>=0.6,False,False,0.8870229007633588,0.759860788863109,3163,2728,435,4310,0.8624723363895036,0.7338747099767982,1850,1562,288,2586,0.8443243243243244,0.7153905645784996,655,581,74,862,0.8870229007633588,0.759860788863109,658,585,73,862,0.8890577507598785,0.7633410672853829
brownian_p_rv_15m,score_mean_book_rv15,score_mean_book_rv15>=0.6,False,False,0.8870229007633588,0.759860788863109,3160,2725,435,4310,0.8623417721518988,0.7331786542923434,1849,1561,288,2586,0.8442401297998918,0.7150038669760247,655,581,74,862,0.8870229007633588,0.759860788863109,656,583,73,862,0.8887195121951219,0.7610208816705336
brownian_p_rv_30m,score_mean_book_rv15,score_mean_book_rv15>=0.6,False,False,0.8870229007633588,0.759860788863109,3160,2725,435,4310,0.8623417721518988,0.7331786542923434,1849,1561,288,2586,0.8442401297998918,0.7150038669760247,655,581,74,862,0.8870229007633588,0.759860788863109,656,583,73,862,0.8887195121951219,0.7610208816705336
brownian_p_rv_60m,score_mean_book_rv15,score_mean_book_rv15>=0.6,False,False,0.8870229007633588,0.759860788863109,3160,2725,435,4310,0.8623417721518988,0.7331786542923434,1849,1561,288,2586,0.8442401297998918,0.7150038669760247,655,581,74,862,0.8870229007633588,0.759860788863109,656,583,73,862,0.8887195121951219,0.7610208816705336
score_regime_blend,score_min_book_rv15,score_min_book_rv15>=0.58,False,False,0.8868501529051988,0.7424593967517401,3112,2688,424,4310,0.8637532133676092,0.7220417633410673,1818,1537,281,2586,0.8454345434543454,0.703016241299304,640,571,69,862,0.8921875,0.7424593967517401,654,580,74,862,0.8868501529051988,0.7587006960556845
book_p_side,score_min_book_rv15,score_min_book_rv15>=0.58,False,False,0.8868501529051988,0.7447795823665894,3116,2691,425,4310,0.863607188703466,0.722969837587007,1820,1539,281,2586,0.8456043956043956,0.7037896365042536,642,572,70,862,0.8909657320872274,0.7447795823665894,654,580,74,862,0.8868501529051988,0.7587006960556845
brownian_p_rv_15m,score_min_book_rv15,score_min_book_rv15>=0.58,False,False,0.8868501529051988,0.7447795823665894,3116,2691,425,4310,0.863607188703466,0.722969837587007,1820,1539,281,2586,0.8456043956043956,0.7037896365042536,642,572,70,862,0.8909657320872274,0.7447795823665894,654,580,74,862,0.8868501529051988,0.7587006960556845
brownian_p_rv_30m,score_min_book_rv15,score_min_book_rv15>=0.58,False,False,0.8868501529051988,0.7447795823665894,3116,2691,425,4310,0.863607188703466,0.722969837587007,1820,1539,281,2586,0.8456043956043956,0.7037896365042536,642,572,70,862,0.8909657320872274,0.7447795823665894,654,580,74,862,0.8868501529051988,0.7587006960556845
brownian_p_rv_60m,score_min_book_rv15,score_min_book_rv15>=0.58,False,False,0.8868501529051988,0.7447795823665894,3116,2691,425,4310,0.863607188703466,0.722969837587007,1820,1539,281,2586,0.8456043956043956,0.7037896365042536,642,572,70,862,0.8909657320872274,0.7447795823665894,654,580,74,862,0.8868501529051988,0.7587006960556845
score_mean_book_rv15,score_min_book_rv15,score_min_book_rv15>=0.58,False,False,0.8868501529051988,0.7447795823665894,3116,2691,425,4310,0.863607188703466,0.722969837587007,1820,1539,281,2586,0.8456043956043956,0.7037896365042536,642,572,70,862,0.8909657320872274,0.7447795823665894,654,580,74,862,0.8868501529051988,0.7587006960556845
score_mean_book_rv30,score_min_book_rv15,score_min_book_rv15>=0.58,False,False,0.8868501529051988,0.7447795823665894,3116,2691,425,4310,0.863607188703466,0.722969837587007,1820,1539,281,2586,0.8456043956043956,0.7037896365042536,642,572,70,862,0.8909657320872274,0.7447795823665894,654,580,74,862,0.8868501529051988,0.7587006960556845
score_min_book_rv15,score_min_book_rv15,score_min_book_rv15>=0.58,False,False,0.8868501529051988,0.7447795823665894,3116,2691,425,4310,0.863607188703466,0.722969837587007,1820,1539,281,2586,0.8456043956043956,0.7037896365042536,642,572,70,862,0.8909657320872274,0.7447795823665894,654,580,74,862,0.8868501529051988,0.7587006960556845
score_mean_book_rv30,book_p_side,book_p_side>=0.62,False,False,0.8868501529051988,0.7494199535962877,3102,2677,425,4310,0.8629916183107672,0.7197215777262181,1802,1523,279,2586,0.8451720310765816,0.6968290796597061,646,574,72,862,0.8885448916408669,0.7494199535962877,654,580,74,862,0.8868501529051988,0.7587006960556845
score_mean_book_rv15,book_p_side,book_p_side>=0.62,False,False,0.8868501529051988,0.7494199535962877,3101,2676,425,4310,0.8629474363108675,0.7194895591647332,1801,1522,279,2586,0.8450860632981677,0.6964423820572312,646,574,72,862,0.8885448916408669,0.7494199535962877,654,580,74,862,0.8868501529051988,0.7587006960556845
score_min_book_rv15,book_p_side,book_p_side>=0.62,False,False,0.8868501529051988,0.7494199535962877,3101,2676,425,4310,0.8629474363108675,0.7194895591647332,1801,1522,279,2586,0.8450860632981677,0.6964423820572312,646,574,72,862,0.8885448916408669,0.7494199535962877,654,580,74,862,0.8868501529051988,0.7587006960556845
book_p_side,book_p_side,book_p_side>=0.62,False,False,0.8868501529051988,0.7494199535962877,3103,2677,426,4310,0.8627135030615534,0.7199535962877031,1803,1523,280,2586,0.8447032723239046,0.697215777262181,646,574,72,862,0.8885448916408669,0.7494199535962877,654,580,74,862,0.8868501529051988,0.7587006960556845
score_min_book_rv15_drift5,margin_per_rv_sigma_15m,margin_per_rv_sigma_15m>=0.25,False,False,0.886762360446571,0.7273781902552204,3087,2651,436,4310,0.8587625526401037,0.7162412993039443,1823,1530,293,2586,0.8392759188151399,0.7049497293116783,637,565,72,862,0.8869701726844584,0.7389791183294664,627,556,71,862,0.886762360446571,0.7273781902552204
score_regime_blend,book_p_side,book_p_side>=0.62,False,False,0.8863287250384024,0.7494199535962877,3097,2672,425,4310,0.8627704229899903,0.7185614849187935,1800,1521,279,2586,0.845,0.6960556844547564,646,574,72,862,0.8885448916408669,0.7494199535962877,651,577,74,862,0.8863287250384024,0.7552204176334106
drift_p_15m_rv_15m,score_regime_blend,score_regime_blend>=0.62,False,False,0.8862179487179487,0.7238979118329466,3067,2645,422,4310,0.8624062601891099,0.7116009280742459,1818,1535,283,2586,0.8443344334433444,0.703016241299304,625,557,68,862,0.8912,0.7250580046403712,624,553,71,862,0.8862179487179487,0.7238979118329466
drift_p_15m_rv_15m,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.85,False,False,0.8859813084112149,0.6206496519721578,2596,2225,371,4310,0.8570878274268104,0.6023201856148492,1517,1267,250,2586,0.8352010547132498,0.5866202629543696,535,474,61,862,0.8859813084112149,0.6206496519721578,544,484,60,862,0.8897058823529411,0.6310904872389791
book_p_side,margin_per_rv_sigma_15m,margin_per_rv_sigma_15m>=0.25,False,False,0.8857142857142857,0.7308584686774942,3090,2659,431,4310,0.8605177993527509,0.7169373549883991,1816,1530,286,2586,0.8425110132158591,0.7022428460943542,644,571,73,862,0.8866459627329193,0.7470997679814385,630,558,72,862,0.8857142857142857,0.7308584686774942
score_mean_book_rv30,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.85,False,False,0.8856088560885609,0.62877030162413,2641,2274,367,4310,0.8610374858008331,0.6127610208816705,1534,1292,242,2586,0.8422425032594524,0.5931941221964424,542,480,62,862,0.8856088560885609,0.62877030162413,565,502,63,862,0.8884955752212389,0.6554524361948956
score_mean_book_rv15,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.85,False,False,0.8853615520282186,0.62877030162413,2642,2274,368,4310,0.8607115821347464,0.6129930394431554,1533,1292,241,2586,0.8427919112850619,0.5928074245939675,542,480,62,862,0.8856088560885609,0.62877030162413,567,502,65,862,0.8853615520282186,0.6577726218097448
score_min_book_rv15,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.85,False,False,0.8853615520282186,0.62877030162413,2642,2274,368,4310,0.8607115821347464,0.6129930394431554,1533,1292,241,2586,0.8427919112850619,0.5928074245939675,542,480,62,862,0.8856088560885609,0.62877030162413,567,502,65,862,0.8853615520282186,0.6577726218097448
score_regime_blend,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8853503184713376,0.728538283062645,3091,2656,435,4310,0.8592688450339696,0.717169373549884,1820,1529,291,2586,0.8401098901098901,0.7037896365042536,643,571,72,862,0.8880248833592534,0.7459396751740139,628,556,72,862,0.8853503184713376,0.728538283062645
score_mean_book_rv15_drift5,margin_per_rv_sigma_15m,margin_per_rv_sigma_15m>=0.25,False,False,0.8853503184713376,0.728538283062645,3091,2653,438,4310,0.8582982853445487,0.717169373549884,1825,1531,294,2586,0.838904109589041,0.705723124516628,638,566,72,862,0.8871473354231975,0.740139211136891,628,556,72,862,0.8853503184713376,0.728538283062645
score_mean_book_rv30,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8853503184713376,0.728538283062645,3094,2657,437,4310,0.8587588881706528,0.7178654292343387,1821,1529,292,2586,0.8396485447556288,0.7041763341067285,645,572,73,862,0.8868217054263566,0.7482598607888631,628,556,72,862,0.8853503184713376,0.728538283062645
score_mean_book_rv15,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8853503184713376,0.728538283062645,3095,2657,438,4310,0.858481421647819,0.7180974477958236,1822,1529,293,2586,0.8391877058177827,0.7045630317092034,645,572,73,862,0.8868217054263566,0.7482598607888631,628,556,72,862,0.8853503184713376,0.728538283062645
score_min_book_rv15,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8853503184713376,0.728538283062645,3095,2657,438,4310,0.858481421647819,0.7180974477958236,1822,1529,293,2586,0.8391877058177827,0.7045630317092034,645,572,73,862,0.8868217054263566,0.7482598607888631,628,556,72,862,0.8853503184713376,0.728538283062645
brownian_p_rv_15m,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8853503184713376,0.728538283062645,3097,2658,439,4310,0.8582499192767195,0.7185614849187935,1824,1530,294,2586,0.8388157894736842,0.7053364269141531,645,572,73,862,0.8868217054263566,0.7482598607888631,628,556,72,862,0.8853503184713376,0.728538283062645
brownian_p_rv_30m,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8853503184713376,0.728538283062645,3097,2658,439,4310,0.8582499192767195,0.7185614849187935,1824,1530,294,2586,0.8388157894736842,0.7053364269141531,645,572,73,862,0.8868217054263566,0.7482598607888631,628,556,72,862,0.8853503184713376,0.728538283062645
brownian_p_rv_60m,brownian_p_rv_15m,brownian_p_rv_15m>=0.6,False,False,0.8853503184713376,0.728538283062645,3097,2658,439,4310,0.8582499192767195,0.7185614849187935,1824,1530,294,2586,0.8388157894736842,0.7053364269141531,645,572,73,862,0.8868217054263566,0.7482598607888631,628,556,72,862,0.8853503184713376,0.728538283062645
book_p_side,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.85,False,False,0.8851851851851852,0.6264501160092807,2620,2262,358,4310,0.8633587786259542,0.6078886310904872,1517,1284,233,2586,0.8464073829927489,0.5866202629543696,540,478,62,862,0.8851851851851852,0.6264501160092807,563,500,63,862,0.8880994671403197,0.6531322505800464
brownian_p_rv_15m,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.9,False,False,0.8849206349206349,0.5823665893271461,2345,2053,292,4310,0.8754797441364606,0.5440835266821346,1339,1154,185,2586,0.8618371919342793,0.5177880897138438,504,446,58,862,0.8849206349206349,0.5846867749419954,502,453,49,862,0.9023904382470119,0.5823665893271461
brownian_p_rv_30m,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.9,False,False,0.8849206349206349,0.5823665893271461,2345,2053,292,4310,0.8754797441364606,0.5440835266821346,1339,1154,185,2586,0.8618371919342793,0.5177880897138438,504,446,58,862,0.8849206349206349,0.5846867749419954,502,453,49,862,0.9023904382470119,0.5823665893271461
brownian_p_rv_60m,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.9,False,False,0.8849206349206349,0.5823665893271461,2345,2053,292,4310,0.8754797441364606,0.5440835266821346,1339,1154,185,2586,0.8618371919342793,0.5177880897138438,504,446,58,862,0.8849206349206349,0.5846867749419954,502,453,49,862,0.9023904382470119,0.5823665893271461
drift_p_5m_rv_15m,brownian_p_rv_30m,brownian_p_rv_30m>=0.6,False,False,0.8844884488448845,0.6960556844547564,2930,2538,392,4310,0.8662116040955632,0.679814385150812,1724,1462,262,2586,0.8480278422273781,0.6666666666666666,606,536,70,862,0.8844884488448845,0.703016241299304,600,540,60,862,0.9,0.6960556844547564
