chooser,gate_family,gate,pass_80_retention,target_pass,min_test_accuracy,min_test_retention,all_rows,all_wins,all_losses,all_base_rows,all_accuracy,all_retention,train_rows,train_wins,train_losses,train_base_rows,train_accuracy,train_retention,validation_rows,validation_wins,validation_losses,validation_base_rows,validation_accuracy,validation_retention,holdout_rows,holdout_wins,holdout_losses,holdout_base_rows,holdout_accuracy,holdout_retention
brownian_p_rv_30m,physics_pair,adverse_move_5m<=50 and adverse_move_15m<=50,True,False,0.795483061480552,0.8422273781902552,3832,2986,846,4310,0.7792275574112735,0.8890951276102088,2309,1758,551,2586,0.7613685578172369,0.8928847641144625,797,634,163,862,0.795483061480552,0.9245939675174014,726,594,132,862,0.8181818181818182,0.8422273781902552
brownian_p_rv_60m,physics_pair,adverse_move_5m<=50 and adverse_move_15m<=50,True,False,0.795483061480552,0.8422273781902552,3832,2986,846,4310,0.7792275574112735,0.8890951276102088,2309,1758,551,2586,0.7613685578172369,0.8928847641144625,797,634,163,862,0.795483061480552,0.9245939675174014,726,594,132,862,0.8181818181818182,0.8422273781902552
score_mean_book_rv15_drift5,rv_sigma_t_15m,rv_sigma_t_15m<=150,True,False,0.7953488372093023,0.8352668213457076,3996,3081,915,4310,0.771021021021021,0.9271461716937355,2416,1821,595,2586,0.7537251655629139,0.934261407579273,860,684,176,862,0.7953488372093023,0.9976798143851509,720,576,144,862,0.8,0.8352668213457076
score_mean_book_rv30,physics_composite,low_gap_or_high_blend,True,False,0.7950819672131147,0.9907192575406032,4274,3338,936,4310,0.7810014038371549,0.991647331786543,2562,1959,603,2586,0.7646370023419203,0.9907192575406032,854,679,175,862,0.7950819672131147,0.9907192575406032,858,700,158,862,0.8158508158508159,0.9953596287703016
score_mean_book_rv15,physics_composite,low_gap_or_high_blend,True,False,0.7950819672131147,0.9907192575406032,4274,3339,935,4310,0.7812353766963033,0.991647331786543,2562,1961,601,2586,0.7654176424668228,0.9907192575406032,854,679,175,862,0.7950819672131147,0.9907192575406032,858,699,159,862,0.8146853146853147,0.9953596287703016
score_min_book_rv15,physics_composite,low_gap_or_high_blend,True,False,0.7950819672131147,0.9907192575406032,4274,3339,935,4310,0.7812353766963033,0.991647331786543,2562,1961,601,2586,0.7654176424668228,0.9907192575406032,854,679,175,862,0.7950819672131147,0.9907192575406032,858,699,159,862,0.8146853146853147,0.9953596287703016
score_regime_blend,physics_pair,adverse_move_15m<=50 and rv_sigma_t_15m<=200,True,False,0.7950310559006211,0.8352668213457076,3848,2999,849,4310,0.7793659043659044,0.8928074245939676,2323,1775,548,2586,0.7640981489453293,0.8982985305491106,805,640,165,862,0.7950310559006211,0.9338747099767981,720,584,136,862,0.8111111111111111,0.8352668213457076
score_regime_blend,adverse_move_15m,adverse_move_15m<=50,True,False,0.7950310559006211,0.882830626450116,3943,3076,867,4310,0.7801166624397666,0.9148491879350348,2377,1819,558,2586,0.7652503155237694,0.9191802010827533,805,640,165,862,0.7950310559006211,0.9338747099767981,761,617,144,862,0.8107752956636005,0.882830626450116
score_regime_blend,signed_move_15m,signed_move_15m>=-50,True,False,0.7950310559006211,0.882830626450116,3943,3076,867,4310,0.7801166624397666,0.9148491879350348,2377,1819,558,2586,0.7652503155237694,0.9191802010827533,805,640,165,862,0.7950310559006211,0.9338747099767981,761,617,144,862,0.8107752956636005,0.882830626450116
score_regime_blend,physics_pair,abs_book_rv15_gap<=0.3 and adverse_move_15m<=50,True,False,0.7950310559006211,0.877030162412993,3929,3065,864,4310,0.7800967167218121,0.911600928074246,2368,1813,555,2586,0.765625,0.9156999226604795,805,640,165,862,0.7950310559006211,0.9338747099767981,756,612,144,862,0.8095238095238095,0.877030162412993
score_min_book_rv15_drift5,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.5,True,False,0.7947178871548619,0.9535962877030162,4131,3184,947,4310,0.7707576857903655,0.9584686774941995,2476,1868,608,2586,0.7544426494345718,0.9574632637277649,833,662,171,862,0.7947178871548619,0.9663573085846868,822,654,168,862,0.7956204379562044,0.9535962877030162
score_mean_book_rv15_drift5,rv_sigma_t_30m,rv_sigma_t_30m<=150,True,False,0.7946635730858469,0.8306264501160093,3972,3071,901,4310,0.7731621349446123,0.9215777262180974,2394,1813,581,2586,0.7573099415204678,0.925754060324826,862,685,177,862,0.7946635730858469,1.0,716,573,143,862,0.8002793296089385,0.8306264501160093
score_mean_book_rv15_drift5,rv_sigma_t_30m,rv_sigma_t_30m<=200,True,False,0.7946635730858469,0.8955916473317865,4130,3188,942,4310,0.7719128329297821,0.9582366589327146,2496,1888,608,2586,0.7564102564102564,0.9651972157772621,862,685,177,862,0.7946635730858469,1.0,772,615,157,862,0.7966321243523317,0.8955916473317865
score_mean_book_rv15_drift5,rv_sigma_t_15m,rv_sigma_t_15m<=200,True,False,0.7946428571428571,0.9095127610208816,4146,3187,959,4310,0.7686927158707187,0.9619489559164733,2500,1879,621,2586,0.7516,0.9667440061871616,862,685,177,862,0.7946635730858469,1.0,784,623,161,862,0.7946428571428571,0.9095127610208816
brownian_p_rv_15m,physics_pair,adverse_move_15m<=50 and rv_sigma_t_15m<=200,True,False,0.7945544554455446,0.8248259860788864,3827,2980,847,4310,0.778677815521296,0.8879350348027842,2308,1756,552,2586,0.7608318890814558,0.8924980665119876,808,642,166,862,0.7945544554455446,0.9373549883990719,711,582,129,862,0.8185654008438819,0.8248259860788864
brownian_p_rv_30m,physics_pair,adverse_move_15m<=50 and rv_sigma_t_15m<=200,True,False,0.7945544554455446,0.8248259860788864,3827,2980,847,4310,0.778677815521296,0.8879350348027842,2308,1756,552,2586,0.7608318890814558,0.8924980665119876,808,642,166,862,0.7945544554455446,0.9373549883990719,711,582,129,862,0.8185654008438819,0.8248259860788864
brownian_p_rv_60m,physics_pair,adverse_move_15m<=50 and rv_sigma_t_15m<=200,True,False,0.7945544554455446,0.8248259860788864,3827,2980,847,4310,0.778677815521296,0.8879350348027842,2308,1756,552,2586,0.7608318890814558,0.8924980665119876,808,642,166,862,0.7945544554455446,0.9373549883990719,711,582,129,862,0.8185654008438819,0.8248259860788864
brownian_p_rv_15m,physics_pair,abs_book_rv15_gap<=0.3 and adverse_move_15m<=50,True,False,0.7945544554455446,0.8677494199535963,3912,3049,863,4310,0.77939672801636,0.9076566125290023,2356,1795,561,2586,0.7618845500848896,0.9110595514307811,808,642,166,862,0.7945544554455446,0.9373549883990719,748,612,136,862,0.8181818181818182,0.8677494199535963
brownian_p_rv_30m,physics_pair,abs_book_rv15_gap<=0.3 and adverse_move_15m<=50,True,False,0.7945544554455446,0.8677494199535963,3912,3049,863,4310,0.77939672801636,0.9076566125290023,2356,1795,561,2586,0.7618845500848896,0.9110595514307811,808,642,166,862,0.7945544554455446,0.9373549883990719,748,612,136,862,0.8181818181818182,0.8677494199535963
brownian_p_rv_60m,physics_pair,abs_book_rv15_gap<=0.3 and adverse_move_15m<=50,True,False,0.7945544554455446,0.8677494199535963,3912,3049,863,4310,0.77939672801636,0.9076566125290023,2356,1795,561,2586,0.7618845500848896,0.9110595514307811,808,642,166,862,0.7945544554455446,0.9373549883990719,748,612,136,862,0.8181818181818182,0.8677494199535963
brownian_p_rv_15m,adverse_move_15m,adverse_move_15m<=50,True,False,0.7945544554455446,0.8723897911832946,3925,3059,866,4310,0.7793630573248408,0.9106728538283063,2365,1802,563,2586,0.7619450317124735,0.9145398298530549,808,642,166,862,0.7945544554455446,0.9373549883990719,752,615,137,862,0.8178191489361702,0.8723897911832946
brownian_p_rv_15m,signed_move_15m,signed_move_15m>=-50,True,False,0.7945544554455446,0.8723897911832946,3925,3059,866,4310,0.7793630573248408,0.9106728538283063,2365,1802,563,2586,0.7619450317124735,0.9145398298530549,808,642,166,862,0.7945544554455446,0.9373549883990719,752,615,137,862,0.8178191489361702,0.8723897911832946
brownian_p_rv_15m,physics_pair,adverse_move_15m<=50 and margin_per_rv_sigma_15m>=0,True,False,0.7945544554455446,0.8723897911832946,3925,3059,866,4310,0.7793630573248408,0.9106728538283063,2365,1802,563,2586,0.7619450317124735,0.9145398298530549,808,642,166,862,0.7945544554455446,0.9373549883990719,752,615,137,862,0.8178191489361702,0.8723897911832946
brownian_p_rv_30m,adverse_move_15m,adverse_move_15m<=50,True,False,0.7945544554455446,0.8723897911832946,3925,3059,866,4310,0.7793630573248408,0.9106728538283063,2365,1802,563,2586,0.7619450317124735,0.9145398298530549,808,642,166,862,0.7945544554455446,0.9373549883990719,752,615,137,862,0.8178191489361702,0.8723897911832946
brownian_p_rv_30m,signed_move_15m,signed_move_15m>=-50,True,False,0.7945544554455446,0.8723897911832946,3925,3059,866,4310,0.7793630573248408,0.9106728538283063,2365,1802,563,2586,0.7619450317124735,0.9145398298530549,808,642,166,862,0.7945544554455446,0.9373549883990719,752,615,137,862,0.8178191489361702,0.8723897911832946
brownian_p_rv_30m,physics_pair,adverse_move_15m<=50 and margin_per_rv_sigma_15m>=0,True,False,0.7945544554455446,0.8723897911832946,3925,3059,866,4310,0.7793630573248408,0.9106728538283063,2365,1802,563,2586,0.7619450317124735,0.9145398298530549,808,642,166,862,0.7945544554455446,0.9373549883990719,752,615,137,862,0.8178191489361702,0.8723897911832946
brownian_p_rv_60m,adverse_move_15m,adverse_move_15m<=50,True,False,0.7945544554455446,0.8723897911832946,3925,3059,866,4310,0.7793630573248408,0.9106728538283063,2365,1802,563,2586,0.7619450317124735,0.9145398298530549,808,642,166,862,0.7945544554455446,0.9373549883990719,752,615,137,862,0.8178191489361702,0.8723897911832946
brownian_p_rv_60m,signed_move_15m,signed_move_15m>=-50,True,False,0.7945544554455446,0.8723897911832946,3925,3059,866,4310,0.7793630573248408,0.9106728538283063,2365,1802,563,2586,0.7619450317124735,0.9145398298530549,808,642,166,862,0.7945544554455446,0.9373549883990719,752,615,137,862,0.8178191489361702,0.8723897911832946
brownian_p_rv_60m,physics_pair,adverse_move_15m<=50 and margin_per_rv_sigma_15m>=0,True,False,0.7945544554455446,0.8723897911832946,3925,3059,866,4310,0.7793630573248408,0.9106728538283063,2365,1802,563,2586,0.7619450317124735,0.9145398298530549,808,642,166,862,0.7945544554455446,0.9373549883990719,752,615,137,862,0.8178191489361702,0.8723897911832946
score_mean_book_rv15_drift5,adverse_move_15m,adverse_move_15m<=50,True,False,0.7945544554455446,0.888631090487239,3957,3073,884,4310,0.7765984331564316,0.9180974477958237,2383,1815,568,2586,0.7616449853126311,0.9215003866976025,808,642,166,862,0.7945544554455446,0.9373549883990719,766,616,150,862,0.804177545691906,0.888631090487239
score_mean_book_rv15_drift5,signed_move_15m,signed_move_15m>=-50,True,False,0.7945544554455446,0.888631090487239,3957,3073,884,4310,0.7765984331564316,0.9180974477958237,2383,1815,568,2586,0.7616449853126311,0.9215003866976025,808,642,166,862,0.7945544554455446,0.9373549883990719,766,616,150,862,0.804177545691906,0.888631090487239
score_mean_book_rv15_drift5,physics_pair,adverse_move_15m<=50 and rv_sigma_t_15m<=200,True,False,0.7945544554455446,0.8410672853828306,3864,2997,867,4310,0.7756211180124224,0.8965197215777262,2331,1772,559,2586,0.7601887601887601,0.9013921113689095,808,642,166,862,0.7945544554455446,0.9373549883990719,725,583,142,862,0.8041379310344827,0.8410672853828306
score_mean_book_rv15_drift5,physics_pair,abs_book_rv15_gap<=0.3 and adverse_move_15m<=50,True,False,0.7945544554455446,0.882830626450116,3943,3061,882,4310,0.7763124524473751,0.9148491879350348,2374,1808,566,2586,0.7615838247683235,0.9180201082753287,808,642,166,862,0.7945544554455446,0.9373549883990719,761,611,150,862,0.8028909329829172,0.882830626450116
score_mean_book_rv30,adverse_move_5m,adverse_move_5m<=25,True,False,0.7945205479452054,0.9071925754060325,3983,3111,872,4310,0.7810695455686668,0.9241299303944316,2398,1835,563,2586,0.7652210175145955,0.9273008507347255,803,638,165,862,0.7945205479452054,0.931554524361949,782,638,144,862,0.8158567774936062,0.9071925754060325
score_mean_book_rv30,signed_move_5m,signed_move_5m>=-25,True,False,0.7945205479452054,0.9071925754060325,3983,3111,872,4310,0.7810695455686668,0.9241299303944316,2398,1835,563,2586,0.7652210175145955,0.9273008507347255,803,638,165,862,0.7945205479452054,0.931554524361949,782,638,144,862,0.8158567774936062,0.9071925754060325
score_mean_book_rv15,adverse_move_5m,adverse_move_5m<=25,True,False,0.7945205479452054,0.9095127610208816,3984,3112,872,4310,0.7811244979919679,0.9243619489559165,2397,1835,562,2586,0.7655402586566542,0.9269141531322506,803,638,165,862,0.7945205479452054,0.931554524361949,784,639,145,862,0.8150510204081632,0.9095127610208816
score_mean_book_rv15,signed_move_5m,signed_move_5m>=-25,True,False,0.7945205479452054,0.9095127610208816,3984,3112,872,4310,0.7811244979919679,0.9243619489559165,2397,1835,562,2586,0.7655402586566542,0.9269141531322506,803,638,165,862,0.7945205479452054,0.931554524361949,784,639,145,862,0.8150510204081632,0.9095127610208816
score_min_book_rv15,adverse_move_5m,adverse_move_5m<=25,True,False,0.7945205479452054,0.9095127610208816,3984,3112,872,4310,0.7811244979919679,0.9243619489559165,2397,1835,562,2586,0.7655402586566542,0.9269141531322506,803,638,165,862,0.7945205479452054,0.931554524361949,784,639,145,862,0.8150510204081632,0.9095127610208816
score_min_book_rv15,signed_move_5m,signed_move_5m>=-25,True,False,0.7945205479452054,0.9095127610208816,3984,3112,872,4310,0.7811244979919679,0.9243619489559165,2397,1835,562,2586,0.7655402586566542,0.9269141531322506,803,638,165,862,0.7945205479452054,0.931554524361949,784,639,145,862,0.8150510204081632,0.9095127610208816
score_regime_blend,physics_pair,adverse_move_15m<=50 and spread_cents<=4,True,False,0.7945205479452054,0.882830626450116,3938,3071,867,4310,0.7798374809547994,0.9136890951276102,2374,1816,558,2586,0.7649536647009267,0.9180201082753287,803,638,165,862,0.7945205479452054,0.931554524361949,761,617,144,862,0.8107752956636005,0.882830626450116
score_regime_blend,physics_pair,abs_book_rv30_gap<=0.3 and adverse_move_15m<=50,True,False,0.7945205479452054,0.8793503480278422,3928,3063,865,4310,0.779786150712831,0.9113689095127611,2367,1811,556,2586,0.7651035065483734,0.9153132250580046,803,638,165,862,0.7945205479452054,0.931554524361949,758,614,144,862,0.8100263852242744,0.8793503480278422
score_mean_book_rv30,adverse_move_1m,adverse_move_1m<=50,True,False,0.794425087108014,0.9651972157772621,4237,3296,941,4310,0.7779088978050508,0.9830626450116009,2544,1935,609,2586,0.7606132075471698,0.9837587006960556,861,684,177,862,0.794425087108014,0.9988399071925754,832,677,155,862,0.8137019230769231,0.9651972157772621
score_mean_book_rv15,adverse_move_1m,adverse_move_1m<=50,True,False,0.794425087108014,0.9663573085846868,4238,3297,941,4310,0.7779613025011798,0.9832946635730858,2544,1936,608,2586,0.7610062893081762,0.9837587006960556,861,684,177,862,0.794425087108014,0.9988399071925754,833,677,156,862,0.8127250900360145,0.9663573085846868
score_min_book_rv15,adverse_move_1m,adverse_move_1m<=50,True,False,0.794425087108014,0.9663573085846868,4238,3297,941,4310,0.7779613025011798,0.9832946635730858,2544,1936,608,2586,0.7610062893081762,0.9837587006960556,861,684,177,862,0.794425087108014,0.9988399071925754,833,677,156,862,0.8127250900360145,0.9663573085846868
score_regime_blend,adverse_move_5m,adverse_move_5m<=100,True,False,0.794425087108014,0.9930394431554525,4288,3307,981,4310,0.7712220149253731,0.9948955916473318,2571,1940,631,2586,0.7545702061454687,0.994199535962877,861,684,177,862,0.794425087108014,0.9988399071925754,856,683,173,862,0.7978971962616822,0.9930394431554525
score_regime_blend,signed_move_5m,signed_move_5m>=-100,True,False,0.794425087108014,0.9930394431554525,4288,3307,981,4310,0.7712220149253731,0.9948955916473318,2571,1940,631,2586,0.7545702061454687,0.994199535962877,861,684,177,862,0.794425087108014,0.9988399071925754,856,683,173,862,0.7978971962616822,0.9930394431554525
score_regime_blend,adverse_move_1m,adverse_move_1m<=50,True,False,0.794425087108014,0.9675174013921114,4243,3269,974,4310,0.77044543954749,0.9844547563805104,2548,1921,627,2586,0.7539246467817896,0.9853054911059551,861,684,177,862,0.794425087108014,0.9988399071925754,834,664,170,862,0.7961630695443646,0.9675174013921114
drift_p_5m_rv_15m,drift_p_5m_rv_15m,drift_p_5m_rv_15m>=0.58,True,False,0.7941919191919192,0.9187935034802784,3965,3078,887,4310,0.7762925598991173,0.919953596287703,2362,1799,563,2586,0.7616426756985606,0.9133797370456304,811,650,161,862,0.8014796547472256,0.9408352668213457,792,629,163,862,0.7941919191919192,0.9187935034802784
score_mean_book_rv30,adverse_move_5m,adverse_move_5m<=100,True,False,0.7941860465116279,0.9860788863109049,4275,3329,946,4310,0.7787134502923977,0.9918793503480279,2565,1953,612,2586,0.7614035087719299,0.9918793503480279,860,683,177,862,0.7941860465116279,0.9976798143851509,850,693,157,862,0.8152941176470588,0.9860788863109049
score_mean_book_rv30,signed_move_5m,signed_move_5m>=-100,True,False,0.7941860465116279,0.9860788863109049,4275,3329,946,4310,0.7787134502923977,0.9918793503480279,2565,1953,612,2586,0.7614035087719299,0.9918793503480279,860,683,177,862,0.7941860465116279,0.9976798143851509,850,693,157,862,0.8152941176470588,0.9860788863109049
score_mean_book_rv15,adverse_move_5m,adverse_move_5m<=100,True,False,0.7941860465116279,0.988399071925754,4277,3331,946,4310,0.778816927753098,0.9923433874709977,2565,1954,611,2586,0.7617933723196881,0.9918793503480279,860,683,177,862,0.7941860465116279,0.9976798143851509,852,694,158,862,0.8145539906103286,0.988399071925754
score_mean_book_rv15,signed_move_5m,signed_move_5m>=-100,True,False,0.7941860465116279,0.988399071925754,4277,3331,946,4310,0.778816927753098,0.9923433874709977,2565,1954,611,2586,0.7617933723196881,0.9918793503480279,860,683,177,862,0.7941860465116279,0.9976798143851509,852,694,158,862,0.8145539906103286,0.988399071925754
score_min_book_rv15,adverse_move_5m,adverse_move_5m<=100,True,False,0.7941860465116279,0.988399071925754,4277,3331,946,4310,0.778816927753098,0.9923433874709977,2565,1954,611,2586,0.7617933723196881,0.9918793503480279,860,683,177,862,0.7941860465116279,0.9976798143851509,852,694,158,862,0.8145539906103286,0.988399071925754
score_min_book_rv15,signed_move_5m,signed_move_5m>=-100,True,False,0.7941860465116279,0.988399071925754,4277,3331,946,4310,0.778816927753098,0.9923433874709977,2565,1954,611,2586,0.7617933723196881,0.9918793503480279,860,683,177,862,0.7941860465116279,0.9976798143851509,852,694,158,862,0.8145539906103286,0.988399071925754
score_min_book_rv15_drift5,rv_sigma_t_15m,rv_sigma_t_15m<=150,True,False,0.7941860465116279,0.8352668213457076,3996,3082,914,4310,0.7712712712712713,0.9271461716937355,2416,1823,593,2586,0.7545529801324503,0.934261407579273,860,683,177,862,0.7941860465116279,0.9976798143851509,720,576,144,862,0.8,0.8352668213457076
score_regime_blend,margin_per_rv_sigma_15m,margin_per_rv_sigma_15m>=-0.25,True,False,0.7941860465116279,0.9976798143851509,4304,3319,985,4310,0.7711431226765799,0.9986078886310905,2582,1948,634,2586,0.7544539116963594,0.9984532095901005,860,683,177,862,0.7941860465116279,0.9976798143851509,862,688,174,862,0.7981438515081206,1.0
score_mean_book_rv15_drift5,physics_pair,rv_sigma_t_15m<=200 and spread_cents<=4,True,False,0.7941860465116279,0.9095127610208816,4140,3181,959,4310,0.7683574879227053,0.9605568445475638,2496,1875,621,2586,0.7512019230769231,0.9651972157772621,860,683,177,862,0.7941860465116279,0.9976798143851509,784,623,161,862,0.7946428571428571,0.9095127610208816
score_mean_book_rv15,physics_pair,adverse_move_5m<=50 and rv_sigma_t_15m<=200,True,False,0.7940828402366864,0.882830626450116,4046,3153,893,4310,0.7792881858625803,0.9387470997679814,2440,1858,582,2586,0.7614754098360655,0.9435421500386698,845,671,174,862,0.7940828402366864,0.9802784222737819,761,624,137,862,0.8199737187910644,0.882830626450116
score_min_book_rv15,physics_pair,adverse_move_5m<=50 and rv_sigma_t_15m<=200,True,False,0.7940828402366864,0.882830626450116,4046,3153,893,4310,0.7792881858625803,0.9387470997679814,2440,1858,582,2586,0.7614754098360655,0.9435421500386698,845,671,174,862,0.7940828402366864,0.9802784222737819,761,624,137,862,0.8199737187910644,0.882830626450116
score_mean_book_rv30,physics_pair,adverse_move_5m<=50 and rv_sigma_t_15m<=200,True,False,0.7940828402366864,0.882830626450116,4046,3151,895,4310,0.7787938704893722,0.9387470997679814,2440,1857,583,2586,0.7610655737704918,0.9435421500386698,845,671,174,862,0.7940828402366864,0.9802784222737819,761,623,138,862,0.8186596583442839,0.882830626450116
score_mean_book_rv30,adverse_move_5m,adverse_move_5m<=50,True,False,0.7940828402366864,0.9582366589327146,4191,3260,931,4310,0.7778573132903842,0.9723897911832947,2520,1916,604,2586,0.7603174603174603,0.974477958236659,845,671,174,862,0.7940828402366864,0.9802784222737819,826,673,153,862,0.8147699757869249,0.9582366589327146
score_mean_book_rv30,signed_move_5m,signed_move_5m>=-50,True,False,0.7940828402366864,0.9582366589327146,4191,3260,931,4310,0.7778573132903842,0.9723897911832947,2520,1916,604,2586,0.7603174603174603,0.974477958236659,845,671,174,862,0.7940828402366864,0.9802784222737819,826,673,153,862,0.8147699757869249,0.9582366589327146
score_mean_book_rv15,adverse_move_5m,adverse_move_5m<=50,True,False,0.7940828402366864,0.9605568445475638,4193,3262,931,4310,0.7779632721202003,0.9728538283062645,2520,1917,603,2586,0.7607142857142857,0.974477958236659,845,671,174,862,0.7940828402366864,0.9802784222737819,828,674,154,862,0.8140096618357487,0.9605568445475638
score_mean_book_rv15,signed_move_5m,signed_move_5m>=-50,True,False,0.7940828402366864,0.9605568445475638,4193,3262,931,4310,0.7779632721202003,0.9728538283062645,2520,1917,603,2586,0.7607142857142857,0.974477958236659,845,671,174,862,0.7940828402366864,0.9802784222737819,828,674,154,862,0.8140096618357487,0.9605568445475638
score_min_book_rv15,adverse_move_5m,adverse_move_5m<=50,True,False,0.7940828402366864,0.9605568445475638,4193,3262,931,4310,0.7779632721202003,0.9728538283062645,2520,1917,603,2586,0.7607142857142857,0.974477958236659,845,671,174,862,0.7940828402366864,0.9802784222737819,828,674,154,862,0.8140096618357487,0.9605568445475638
score_min_book_rv15,signed_move_5m,signed_move_5m>=-50,True,False,0.7940828402366864,0.9605568445475638,4193,3262,931,4310,0.7779632721202003,0.9728538283062645,2520,1917,603,2586,0.7607142857142857,0.974477958236659,845,671,174,862,0.7940828402366864,0.9802784222737819,828,674,154,862,0.8140096618357487,0.9605568445475638
score_mean_book_rv30,physics_pair,abs_book_rv15_gap<=0.3 and adverse_move_5m<=50,True,False,0.7940828402366864,0.9524361948955916,4177,3248,929,4310,0.77759157289921,0.9691415313225058,2511,1909,602,2586,0.7602548785344484,0.9709976798143851,845,671,174,862,0.7940828402366864,0.9802784222737819,821,668,153,862,0.8136419001218027,0.9524361948955916
score_mean_book_rv15,physics_pair,abs_book_rv15_gap<=0.3 and adverse_move_5m<=50,True,False,0.7940828402366864,0.9547563805104409,4179,3250,929,4310,0.7776980138789183,0.9696055684454756,2511,1910,601,2586,0.7606531262445241,0.9709976798143851,845,671,174,862,0.7940828402366864,0.9802784222737819,823,669,154,862,0.8128797083839611,0.9547563805104409
score_min_book_rv15,physics_pair,abs_book_rv15_gap<=0.3 and adverse_move_5m<=50,True,False,0.7940828402366864,0.9547563805104409,4179,3250,929,4310,0.7776980138789183,0.9696055684454756,2511,1910,601,2586,0.7606531262445241,0.9709976798143851,845,671,174,862,0.7940828402366864,0.9802784222737819,823,669,154,862,0.8128797083839611,0.9547563805104409
brownian_p_rv_15m,physics_pair,adverse_move_15m<=50 and spread_cents<=4,True,False,0.794044665012407,0.8723897911832946,3919,3055,864,4310,0.779535595815259,0.9092807424593967,2361,1800,561,2586,0.7623888182973316,0.9129930394431555,806,640,166,862,0.794044665012407,0.9350348027842227,752,615,137,862,0.8178191489361702,0.8723897911832946
brownian_p_rv_30m,physics_pair,adverse_move_15m<=50 and spread_cents<=4,True,False,0.794044665012407,0.8723897911832946,3919,3055,864,4310,0.779535595815259,0.9092807424593967,2361,1800,561,2586,0.7623888182973316,0.9129930394431555,806,640,166,862,0.794044665012407,0.9350348027842227,752,615,137,862,0.8178191489361702,0.8723897911832946
brownian_p_rv_60m,physics_pair,adverse_move_15m<=50 and spread_cents<=4,True,False,0.794044665012407,0.8723897911832946,3919,3055,864,4310,0.779535595815259,0.9092807424593967,2361,1800,561,2586,0.7623888182973316,0.9129930394431555,806,640,166,862,0.794044665012407,0.9350348027842227,752,615,137,862,0.8178191489361702,0.8723897911832946
brownian_p_rv_15m,physics_pair,abs_book_rv30_gap<=0.3 and adverse_move_15m<=50,True,False,0.794044665012407,0.8700696055684455,3911,3047,864,4310,0.7790846330861673,0.9074245939675174,2355,1794,561,2586,0.7617834394904459,0.9106728538283063,806,640,166,862,0.794044665012407,0.9350348027842227,750,613,137,862,0.8173333333333334,0.8700696055684455
brownian_p_rv_30m,physics_pair,abs_book_rv30_gap<=0.3 and adverse_move_15m<=50,True,False,0.794044665012407,0.8700696055684455,3911,3047,864,4310,0.7790846330861673,0.9074245939675174,2355,1794,561,2586,0.7617834394904459,0.9106728538283063,806,640,166,862,0.794044665012407,0.9350348027842227,750,613,137,862,0.8173333333333334,0.8700696055684455
brownian_p_rv_60m,physics_pair,abs_book_rv30_gap<=0.3 and adverse_move_15m<=50,True,False,0.794044665012407,0.8700696055684455,3911,3047,864,4310,0.7790846330861673,0.9074245939675174,2355,1794,561,2586,0.7617834394904459,0.9106728538283063,806,640,166,862,0.794044665012407,0.9350348027842227,750,613,137,862,0.8173333333333334,0.8700696055684455
score_mean_book_rv15_drift5,physics_pair,adverse_move_15m<=50 and spread_cents<=4,True,False,0.794044665012407,0.888631090487239,3952,3068,884,4310,0.7763157894736842,0.9169373549883991,2380,1812,568,2586,0.761344537815126,0.9203402938901779,806,640,166,862,0.794044665012407,0.9350348027842227,766,616,150,862,0.804177545691906,0.888631090487239
score_mean_book_rv15_drift5,physics_pair,abs_book_rv30_gap<=0.3 and adverse_move_15m<=50,True,False,0.794044665012407,0.8851508120649652,3942,3059,883,4310,0.776002029426687,0.9146171693735499,2373,1806,567,2586,0.7610619469026548,0.9176334106728539,806,640,166,862,0.794044665012407,0.9350348027842227,763,613,150,862,0.8034076015727392,0.8851508120649652
score_mean_book_rv15_drift5,physics_pair,abs_book_rv30_gap<=0.3 and rv_sigma_t_15m<=200,True,False,0.793854033290653,0.9060324825986079,4131,3173,958,4310,0.7680948922778988,0.9584686774941995,2490,1870,620,2586,0.751004016064257,0.962877030162413,860,683,177,862,0.7941860465116279,0.9976798143851509,781,620,161,862,0.793854033290653,0.9060324825986079
brownian_p_rv_15m,spread_cents,spread_cents<=2,True,False,0.7938388625592417,0.9791183294663574,4253,3270,983,4310,0.7688690336233247,0.9867749419953596,2562,1924,638,2586,0.750975800156128,0.9907192575406032,844,670,174,862,0.7938388625592417,0.9791183294663574,847,676,171,862,0.7981109799291618,0.9825986078886311
brownian_p_rv_30m,spread_cents,spread_cents<=2,True,False,0.7938388625592417,0.9791183294663574,4253,3270,983,4310,0.7688690336233247,0.9867749419953596,2562,1924,638,2586,0.750975800156128,0.9907192575406032,844,670,174,862,0.7938388625592417,0.9791183294663574,847,676,171,862,0.7981109799291618,0.9825986078886311
brownian_p_rv_60m,spread_cents,spread_cents<=2,True,False,0.7938388625592417,0.9791183294663574,4253,3270,983,4310,0.7688690336233247,0.9867749419953596,2562,1924,638,2586,0.750975800156128,0.9907192575406032,844,670,174,862,0.7938388625592417,0.9791183294663574,847,676,171,862,0.7981109799291618,0.9825986078886311
score_mean_book_rv30,adverse_move_1m,adverse_move_1m<=25,True,False,0.7937649880095923,0.8921113689095128,4034,3138,896,4310,0.7778879524045612,0.9359628770301625,2431,1852,579,2586,0.7618264088852325,0.940061871616396,834,662,172,862,0.7937649880095923,0.9675174013921114,769,624,145,862,0.811443433029909,0.8921113689095128
