dataset,candidate,label,hazard_min_score,fallback,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive
current,hazard45_sec60_else_logit_thresh55_edge15,hazard>=0.45; sec>=60_else_hazard_primary_else_logit_thresh55_edge15: blend_logit_book_rv_hazard_mean>=0.55; fair_edge>=-15c; ask<=95; sec>=60,0.45,logit_thresh55_edge15,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.52397260273973,72.0,0,0,772.2335,573.0,20009.0,20582.0,1691.0,1118.0,0.08451196961367384,0.05431930813332038,3.828767123287671,3.7898305084745765,0.7048630136986301,0.038287671232876686,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,72.0,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.67241379310344,71.0,0,0,771.7515,113.0,3983.0,4096.0,617.0,504.0,0.15490836053226212,0.123046875,8.689655172413794,8.542372881355933,0.7062068965517241,0.08689655172413802,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,70.10169491525424,72.5,0,0,774.221,115.0,4136.0,4251.0,164.0,49.0,0.039651837524177946,0.011526699600094096,0.8305084745762712,0.8305084745762712,0.7205084745762713,0.008305084745762525,True,True,True
current,hazard45_sec60_else_score_min60,hazard>=0.45; sec>=60_else_hazard_primary_else_score_min60: score_min_book_rv15>=0.6; ask<=95; sec>=60,0.45,score_min60,295,292,220,72,0.7534246575342466,0.9898305084745763,0.700908955633246,68.0,69.03767123287672,73.0,0,0,770.1125,573.0,20159.0,20732.0,1841.0,1268.0,0.09132397440349224,0.06116148948485433,4.342465753424658,4.2983050847457624,0.71,0.043424657534246625,177,175,131,44,0.7485714285714286,0.9887005649717514,0.6794258610309706,68.0,68.46285714285715,72.0,0,0,769.427,344.0,11981.0,12325.0,1119.0,775.0,0.09339787997662967,0.06288032454361055,4.428571428571429,4.378531073446328,0.7042857142857143,0.04428571428571426,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.20689655172414,73.75,0,0,771.7515,113.0,4014.0,4127.0,586.0,473.0,0.14598903836571997,0.11461109764962442,8.155172413793103,8.016949152542374,0.711551724137931,0.0815517241379311,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,70.57627118644068,75.0,0,0,773.162,116.0,4164.0,4280.0,136.0,20.0,0.03266090297790586,0.004672897196261682,0.3389830508474576,0.3389830508474576,0.7254237288135594,0.003389830508474412,True,True,True
current,hazard45_sec600_else_logit_thresh55_edge15,hazard>=0.45; sec>=600_else_hazard_primary_else_logit_thresh55_edge15: blend_logit_book_rv_hazard_mean>=0.55; fair_edge>=-15c; ask<=95; sec>=600,0.45,logit_thresh55_edge15,295,246,181,65,0.7357723577235772,0.8338983050847457,0.6773536912841929,68.0,68.17073170731707,71.0,0,0,778.5840000000001,484.0,16770.0,17254.0,1330.0,846.0,0.07930828861061419,0.049032108496580504,3.4390243902439024,2.8677966101694916,0.7013821138211382,0.034390243902438944,177,146,108,38,0.7397260273972602,0.8248587570621468,0.6630559975733338,67.0,67.4041095890411,70.0,0,0,778.5840000000001,288.0,9841.0,10129.0,959.0,671.0,0.09744944619449243,0.06624543390265573,4.595890410958904,3.790960451977401,0.6937671232876713,0.045958904109588916,59,47,35,12,0.7446808510638298,0.7966101694915254,0.6049182446958253,67.0,68.53191489361703,71.0,0,0,777.711,92.0,3221.0,3313.0,279.0,187.0,0.08661906240298044,0.056444310292785994,3.978723404255319,3.169491525423729,0.7048936170212765,0.03978723404255324,59,53,38,15,0.7169811320754716,0.8983050847457628,0.5842971358358297,69.0,69.9622641509434,72.0,0,0,804.79,104.0,3708.0,3812.0,92.0,-12.0,0.02481121898597627,-0.0031479538300104933,-0.22641509433962265,-0.2033898305084746,0.719245283018868,-0.0022641509433963813,False,False,False
current,hazard45_sec600_else_score_min60,hazard>=0.45; sec>=600_else_hazard_primary_else_score_min60: score_min_book_rv15>=0.6; ask<=95; sec>=600,0.45,score_min60,295,241,182,59,0.7551867219917012,0.8169491525423729,0.6971763305963758,68.0,68.6265560165975,72.0,0,0,777.233,474.0,16539.0,17013.0,1661.0,1187.0,0.10042928834875144,0.06977017574795745,4.925311203319502,4.023728813559322,0.7059336099585062,0.049253112033195046,177,141,108,33,0.7659574468085106,0.7966101694915254,0.6895912083435538,67.0,67.78014184397163,72.0,0,0,777.245,278.0,9557.0,9835.0,1243.0,965.0,0.1300617348540337,0.09811896288764616,6.843971631205674,5.451977401129944,0.6975177304964538,0.06843971631205681,59,47,36,11,0.7659574468085106,0.7966101694915254,0.627757424498444,68.0,68.74468085106383,73.0,0,0,777.711,92.0,3231.0,3323.0,369.0,277.0,0.11420612813370473,0.08335841107433042,5.8936170212765955,4.694915254237288,0.7070212765957447,0.05893617021276598,59,53,38,15,0.7169811320754716,0.8983050847457628,0.5842971358358297,69.0,70.77358490566037,75.0,0,0,774.359,104.0,3751.0,3855.0,49.0,-55.0,0.013063183151159691,-0.014267185473411154,-1.0377358490566038,-0.9322033898305084,0.7273584905660379,-0.010377358490566202,False,False,False
current,hazard50_sec60_else_logit_thresh55_edge15,hazard>=0.5; sec>=60_else_hazard_primary_else_logit_thresh55_edge15: blend_logit_book_rv_hazard_mean>=0.55; fair_edge>=-15c; ask<=95; sec>=60,0.5,logit_thresh55_edge15,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.46917808219177,72.0,0,0,772.2335,573.0,19993.0,20566.0,1707.0,1134.0,0.08537988295903566,0.05513955071477195,3.8835616438356166,3.8440677966101693,0.7043150684931506,0.0388356164383562,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,71.5,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.62068965517241,71.0,0,0,771.7515,113.0,3980.0,4093.0,620.0,507.0,0.15577889447236182,0.1238700219887613,8.741379310344827,8.59322033898305,0.7056896551724138,0.08741379310344832,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,69.88135593220339,72.0,0,0,774.221,115.0,4123.0,4238.0,177.0,62.0,0.042929905408682995,0.0146295422369042,1.0508474576271187,1.0508474576271187,0.7183050847457627,0.010508474576271132,True,True,True
current,hazard50_sec60_else_score_min60,hazard>=0.5; sec>=60_else_hazard_primary_else_score_min60: score_min_book_rv15>=0.6; ask<=95; sec>=60,0.5,score_min60,295,292,221,71,0.7568493150684932,0.9898305084745763,0.7045171643411514,68.0,69.28424657534246,73.0,0,0,768.7909999999999,573.0,20231.0,20804.0,1869.0,1296.0,0.09238297662003855,0.062295712363007114,4.438356164383562,4.393220338983051,0.7124657534246576,0.04438356164383561,177,175,132,43,0.7542857142857143,0.9887005649717514,0.6854924458173186,68.0,68.76,72.0,0,0,768.143,344.0,12033.0,12377.0,1167.0,823.0,0.09698329593617552,0.06649430395087663,4.702857142857143,4.649717514124294,0.7072571428571428,0.04702857142857153,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.55172413793103,73.75,0,0,770.818,113.0,4034.0,4147.0,566.0,453.0,0.14030738720872582,0.10923559199421268,7.810344827586207,7.677966101694915,0.7150000000000001,0.07810344827586202,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,70.57627118644068,75.0,0,0,773.162,116.0,4164.0,4280.0,136.0,20.0,0.03266090297790586,0.004672897196261682,0.3389830508474576,0.3389830508474576,0.7254237288135594,0.003389830508474412,True,True,True
current,hazard50_sec600_else_logit_thresh55_edge15,hazard>=0.5; sec>=600_else_hazard_primary_else_logit_thresh55_edge15: blend_logit_book_rv_hazard_mean>=0.55; fair_edge>=-15c; ask<=95; sec>=600,0.5,logit_thresh55_edge15,295,246,181,65,0.7357723577235772,0.8338983050847457,0.6773536912841929,68.0,68.1178861788618,71.0,0,0,778.5840000000001,484.0,16757.0,17241.0,1343.0,859.0,0.0801456107895208,0.049823096108114376,3.491869918699187,2.911864406779661,0.7008536585365854,0.03491869918699175,177,146,108,38,0.7397260273972602,0.8248587570621468,0.6630559975733338,67.0,67.4041095890411,70.0,0,0,778.5840000000001,288.0,9841.0,10129.0,959.0,671.0,0.09744944619449243,0.06624543390265573,4.595890410958904,3.790960451977401,0.6937671232876713,0.045958904109588916,59,47,35,12,0.7446808510638298,0.7966101694915254,0.6049182446958253,67.0,68.53191489361703,71.0,0,0,777.711,92.0,3221.0,3313.0,279.0,187.0,0.08661906240298044,0.056444310292785994,3.978723404255319,3.169491525423729,0.7048936170212765,0.03978723404255324,59,53,38,15,0.7169811320754716,0.8983050847457628,0.5842971358358297,69.0,69.71698113207547,72.0,0,0,804.79,104.0,3695.0,3799.0,105.0,1.0,0.028416779431664412,0.00026322716504343247,0.018867924528301886,0.01694915254237288,0.7167924528301887,0.00018867924528298552,False,True,True
current,hazard50_sec600_else_score_min60,hazard>=0.5; sec>=600_else_hazard_primary_else_score_min60: score_min_book_rv15>=0.6; ask<=95; sec>=600,0.5,score_min60,295,240,183,57,0.7625,0.8135593220338984,0.7047918603605975,68.0,68.85833333333333,72.0,0,0,775.5965,472.0,16526.0,16998.0,1774.0,1302.0,0.10734600024204284,0.07659724673490999,5.425,4.4135593220338984,0.70825,0.05424999999999991,177,140,109,31,0.7785714285714286,0.7909604519774012,0.7028717397504771,68.0,68.11428571428571,72.0,0,0,774.6295,276.0,9536.0,9812.0,1364.0,1088.0,0.14303691275167785,0.11088463106400326,7.771428571428571,6.146892655367232,0.7008571428571428,0.07771428571428574,59,47,36,11,0.7659574468085106,0.7966101694915254,0.627757424498444,68.0,68.91489361702128,73.0,0,0,776.512,92.0,3239.0,3331.0,361.0,269.0,0.1114541525162087,0.0807565295706995,5.723404255319149,4.559322033898305,0.7087234042553191,0.05723404255319153,59,53,38,15,0.7169811320754716,0.8983050847457628,0.5842971358358297,69.0,70.77358490566037,75.0,0,0,774.359,104.0,3751.0,3855.0,49.0,-55.0,0.013063183151159691,-0.014267185473411154,-1.0377358490566038,-0.9322033898305084,0.7273584905660379,-0.010377358490566202,False,False,False
current,hazard55_sec60_else_logit_thresh55_edge15,hazard>=0.55; sec>=60_else_hazard_primary_else_logit_thresh55_edge15: blend_logit_book_rv_hazard_mean>=0.55; fair_edge>=-15c; ask<=95; sec>=60,0.55,logit_thresh55_edge15,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.46232876712328,72.0,0,0,772.2335,573.0,19991.0,20564.0,1709.0,1136.0,0.08548846981141514,0.055242170783894186,3.8904109589041096,3.8508474576271188,0.7042465753424657,0.038904109589041114,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,71.5,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.62068965517241,71.0,0,0,771.7515,113.0,3980.0,4093.0,620.0,507.0,0.15577889447236182,0.1238700219887613,8.741379310344827,8.59322033898305,0.7056896551724138,0.08741379310344832,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,69.84745762711864,72.0,0,0,774.221,115.0,4121.0,4236.0,179.0,64.0,0.04343605920892987,0.015108593012275733,1.0847457627118644,1.0847457627118644,0.7179661016949153,0.010847457627118584,True,True,True
current,hazard55_sec60_else_score_min60,hazard>=0.55; sec>=60_else_hazard_primary_else_score_min60: score_min_book_rv15>=0.6; ask<=95; sec>=60,0.55,score_min60,295,292,221,71,0.7568493150684932,0.9898305084745763,0.7045171643411514,68.0,69.52054794520548,73.0,0,0,768.285,573.0,20300.0,20873.0,1800.0,1227.0,0.08866995073891626,0.05878407512096968,4.2020547945205475,4.159322033898305,0.7148287671232877,0.04202054794520549,177,175,131,44,0.7485714285714286,0.9887005649717514,0.6794258610309706,68.0,69.02285714285715,72.5,0,0,766.964,344.0,12079.0,12423.0,1021.0,677.0,0.08452686480668929,0.054495693471786205,3.8685714285714288,3.824858757062147,0.7098857142857142,0.03868571428571432,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.55172413793103,73.75,0,0,770.818,113.0,4034.0,4147.0,566.0,453.0,0.14030738720872582,0.10923559199421268,7.810344827586207,7.677966101694915,0.7150000000000001,0.07810344827586202,59,59,44,15,0.7457627118644068,1.0,0.6220385597107273,69.0,70.96610169491525,75.0,0,0,771.657,116.0,4187.0,4303.0,213.0,97.0,0.05087174588010509,0.022542412270508946,1.6440677966101696,1.6440677966101696,0.7293220338983052,0.016440677966101602,True,True,True
