rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_sigma_t_dollars>=75,13,0.18840579710144928,-34.38000000000002,6.439999999999998,11,2,-18.060000000000002,-14.580000000000002,-1.7399999999999998,9,0,4,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND fair_minus_exit_bid_cents>=15,6,0.08695652173913043,-34.40000000000001,6.420000000000002,4,2,-18.460000000000004,-10.080000000000002,-5.86,4,2,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=10,8,0.11594202898550725,-34.420000000000016,6.399999999999999,7,1,-18.1,-14.580000000000002,-1.7399999999999998,4,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=180,11,0.15942028985507245,-34.52000000000002,6.299999999999997,9,2,-18.200000000000003,-14.580000000000002,-1.7399999999999998,7,0,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=300,13,0.18840579710144928,-34.56000000000002,6.259999999999998,9,4,-20.160000000000004,-8.54,-5.86,7,6,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=500,13,0.18840579710144928,-34.56000000000002,6.259999999999998,9,4,-20.160000000000004,-8.54,-5.86,7,6,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_sigma_t_dollars>=75,7,0.10144927536231885,-34.66000000000002,6.159999999999997,6,1,-19.860000000000003,-8.94,-5.86,5,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=180,4,0.057971014492753624,-34.66000000000002,6.159999999999997,3,1,-19.860000000000003,-8.94,-5.86,2,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=15 AND position_seconds>=180,5,0.07246376811594203,-34.740000000000016,6.079999999999998,3,2,-19.940000000000005,-8.94,-5.86,3,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=10,5,0.07246376811594203,-34.820000000000014,6.0,4,1,-18.880000000000006,-10.080000000000002,-5.86,3,2,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=10,15,0.21739130434782608,-34.90000000000001,5.920000000000002,11,4,-16.259999999999998,-14.580000000000002,-4.0600000000000005,9,0,6,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=500,9,0.13043478260869565,-34.920000000000016,5.899999999999999,7,2,-18.6,-14.580000000000002,-1.7399999999999998,5,0,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents<=0,5,0.07246376811594203,-34.960000000000015,5.859999999999999,4,1,-20.160000000000004,-8.94,-5.86,3,2,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND position_seconds<=90,18,0.2608695652173913,-35.12000000000001,5.700000000000003,14,4,-20.080000000000005,-13.3,-1.7399999999999998,12,2,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=8,7,0.10144927536231885,-35.16000000000002,5.659999999999997,6,1,-18.840000000000007,-14.580000000000002,-1.7399999999999998,3,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=8,7,0.10144927536231885,-35.16000000000002,5.659999999999997,6,1,-18.840000000000007,-14.580000000000002,-1.7399999999999998,3,0,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=4,6,0.08695652173913043,-35.240000000000016,5.579999999999998,6,0,-16.119999999999997,-14.580000000000002,-4.54,4,0,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=45,18,0.2608695652173913,-35.280000000000015,5.539999999999999,12,6,-19.880000000000003,-13.660000000000002,-1.7399999999999998,11,3,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_p_hold>=0.7,9,0.13043478260869565,-35.500000000000014,5.32,8,1,-19.180000000000003,-14.580000000000002,-1.7399999999999998,5,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=75,15,0.21739130434782608,-35.62000000000001,5.200000000000003,12,3,-19.300000000000004,-14.580000000000002,-1.7399999999999998,11,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=10,18,0.2608695652173913,-35.66000000000001,5.160000000000004,12,6,-17.020000000000003,-14.580000000000002,-4.0600000000000005,12,0,6,True,True
suppress_collapse_exit_if_position_seconds<=180 AND fair_minus_exit_bid_cents>=15,9,0.13043478260869565,-35.66000000000002,5.159999999999997,5,4,-19.720000000000002,-10.080000000000002,-5.86,7,2,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND fair_minus_exit_bid_cents>=15,4,0.057971014492753624,-35.960000000000015,4.859999999999999,3,1,-20.020000000000007,-10.080000000000002,-5.86,2,2,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=4,9,0.13043478260869565,-36.00000000000002,4.819999999999993,7,2,-16.88,-14.580000000000002,-4.54,7,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_p_hold>=0.7,11,0.15942028985507245,-36.02000000000002,4.799999999999997,9,2,-19.700000000000006,-14.580000000000002,-1.7399999999999998,7,0,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_p_hold>=0.7,11,0.15942028985507245,-36.02000000000002,4.799999999999997,9,2,-19.700000000000006,-14.580000000000002,-1.7399999999999998,7,0,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_p_hold>=0.7,11,0.15942028985507245,-36.02000000000002,4.799999999999997,9,2,-19.700000000000006,-14.580000000000002,-1.7399999999999998,7,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=4,7,0.10144927536231885,-36.04000000000001,4.780000000000001,6,1,-16.919999999999998,-14.580000000000002,-4.54,5,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_fair_drawdown_cents<=8,5,0.07246376811594203,-36.14000000000002,4.679999999999993,5,0,-19.820000000000004,-14.580000000000002,-1.7399999999999998,1,0,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_fair_drawdown_cents<=8,5,0.07246376811594203,-36.14000000000002,4.679999999999993,5,0,-19.820000000000004,-14.580000000000002,-1.7399999999999998,1,0,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_fair_drawdown_cents<=8,5,0.07246376811594203,-36.14000000000002,4.679999999999993,5,0,-19.820000000000004,-14.580000000000002,-1.7399999999999998,1,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=45,8,0.11594202898550725,-36.16000000000002,4.659999999999997,7,1,-19.840000000000007,-14.580000000000002,-1.7399999999999998,4,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=100,6,0.08695652173913043,-36.22000000000002,4.599999999999994,6,0,-15.779999999999998,-14.580000000000002,-5.86,6,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_p_hold>=0.7,8,0.11594202898550725,-36.240000000000016,4.579999999999998,7,1,-19.920000000000005,-14.580000000000002,-1.7399999999999998,4,0,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=100,8,0.11594202898550725,-36.240000000000016,4.579999999999998,5,3,-19.240000000000006,-11.14,-5.86,4,4,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=90,10,0.14492753623188406,-36.320000000000014,4.5,8,2,-20.000000000000004,-14.580000000000002,-1.7399999999999998,6,0,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND fair_minus_exit_bid_cents>=5,4,0.057971014492753624,-36.54000000000002,4.279999999999994,4,0,-18.900000000000006,-14.580000000000002,-3.0600000000000005,2,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_btc_age_ms>=500,9,0.13043478260869565,-36.640000000000015,4.18,6,3,-20.320000000000007,-14.580000000000002,-1.7399999999999998,5,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_btc_age_ms>=800,4,0.057971014492753624,-36.70000000000002,4.119999999999997,4,0,-20.380000000000006,-14.580000000000002,-1.7399999999999998,0,0,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=800,4,0.057971014492753624,-36.70000000000002,4.119999999999997,4,0,-20.380000000000006,-14.580000000000002,-1.7399999999999998,0,0,4,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=45,4,0.057971014492753624,-36.70000000000002,4.119999999999997,4,0,-20.380000000000006,-14.580000000000002,-1.7399999999999998,0,0,4,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=90,4,0.057971014492753624,-36.70000000000002,4.119999999999997,4,0,-20.380000000000006,-14.580000000000002,-1.7399999999999998,0,0,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=10,13,0.18840579710144928,-36.80000000000002,4.019999999999996,9,4,-18.160000000000004,-14.580000000000002,-4.0600000000000005,7,0,6,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.6,7,0.10144927536231885,-36.98000000000001,3.8400000000000034,5,2,-16.54,-14.580000000000002,-5.86,7,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND fair_minus_exit_bid_cents>=15,3,0.043478260869565216,-37.08000000000002,3.739999999999995,3,0,-16.639999999999997,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=4,4,0.057971014492753624,-37.14000000000002,3.6799999999999926,4,0,-18.020000000000003,-14.580000000000002,-4.54,2,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND entry_to_exit_loss_cents<=10,5,0.07246376811594203,-37.26000000000001,3.5600000000000023,5,0,-18.840000000000007,-14.580000000000002,-3.8400000000000007,2,0,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=100,7,0.10144927536231885,-37.360000000000014,3.460000000000001,6,1,-16.919999999999998,-14.580000000000002,-5.86,7,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=10,14,0.2028985507246377,-37.420000000000016,3.3999999999999986,9,5,-18.78,-14.580000000000002,-4.0600000000000005,8,0,6,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND position_seconds<=45,22,0.3188405797101449,-37.44000000000001,3.3800000000000026,15,7,-20.160000000000004,-13.3,-3.9800000000000004,14,2,6,True,True
suppress_collapse_exit_if_position_seconds<=45 AND fair_minus_exit_bid_cents>=15,3,0.043478260869565216,-37.62000000000001,3.200000000000003,2,1,-20.180000000000003,-11.580000000000002,-5.86,2,1,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_sigma_t_dollars>=100,4,0.057971014492753624,-37.90000000000001,2.9200000000000017,4,0,-17.46,-14.580000000000002,-5.86,4,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents>=10,6,0.08695652173913043,-37.920000000000016,2.8999999999999986,5,1,-17.48,-14.580000000000002,-5.86,6,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.65,4,0.057971014492753624,-37.920000000000016,2.8999999999999986,3,1,-17.48,-14.580000000000002,-5.86,4,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND entry_to_exit_loss_cents>=10,4,0.057971014492753624,-37.94000000000002,2.8799999999999955,3,1,-17.5,-14.580000000000002,-5.86,4,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=4,5,0.07246376811594203,-37.960000000000015,2.8599999999999994,4,1,-18.840000000000007,-14.580000000000002,-4.54,3,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=4,5,0.07246376811594203,-37.960000000000015,2.8599999999999994,4,1,-18.840000000000007,-14.580000000000002,-4.54,3,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_sigma_t_dollars>=100,4,0.057971014492753624,-38.100000000000016,2.719999999999999,4,0,-17.66,-14.580000000000002,-5.86,4,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND entry_to_exit_loss_cents<=10,6,0.08695652173913043,-38.180000000000014,2.6400000000000006,5,1,-19.76000000000001,-14.580000000000002,-3.8400000000000007,3,0,3,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND entry_to_exit_loss_cents<=10,4,0.057971014492753624,-38.240000000000016,2.5799999999999983,4,0,-19.820000000000004,-14.580000000000002,-3.8400000000000007,1,0,3,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND entry_to_exit_loss_cents<=10,4,0.057971014492753624,-38.240000000000016,2.5799999999999983,4,0,-19.820000000000004,-14.580000000000002,-3.8400000000000007,1,0,3,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND entry_to_exit_loss_cents<=10,4,0.057971014492753624,-38.240000000000016,2.5799999999999983,4,0,-19.820000000000004,-14.580000000000002,-3.8400000000000007,1,0,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND entry_to_exit_loss_cents<=10,4,0.057971014492753624,-38.240000000000016,2.5799999999999983,4,0,-19.820000000000004,-14.580000000000002,-3.8400000000000007,1,0,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND entry_to_exit_loss_cents<=10,4,0.057971014492753624,-38.240000000000016,2.5799999999999983,4,0,-19.820000000000004,-14.580000000000002,-3.8400000000000007,1,0,3,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND entry_to_exit_loss_cents<=10,4,0.057971014492753624,-38.240000000000016,2.5799999999999983,4,0,-19.820000000000004,-14.580000000000002,-3.8400000000000007,1,0,3,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND entry_to_exit_loss_cents<=10,4,0.057971014492753624,-38.240000000000016,2.5799999999999983,4,0,-19.820000000000004,-14.580000000000002,-3.8400000000000007,1,0,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=100,6,0.08695652173913043,-38.26000000000001,2.5600000000000023,5,1,-17.82,-14.580000000000002,-5.86,6,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=100,6,0.08695652173913043,-38.34000000000001,2.480000000000004,5,1,-17.900000000000002,-14.580000000000002,-5.86,6,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND fair_minus_exit_bid_cents>=5,14,0.2028985507246377,-38.500000000000014,2.3200000000000003,8,6,-18.540000000000006,-14.580000000000002,-5.380000000000001,10,0,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND entry_to_exit_loss_cents>=15,3,0.043478260869565216,-38.600000000000016,2.219999999999999,2,1,-20.260000000000005,-14.580000000000002,-3.7600000000000007,2,0,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=100,5,0.07246376811594203,-38.820000000000014,2.0,4,1,-18.380000000000003,-14.580000000000002,-5.86,5,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=10,5,0.07246376811594203,-38.84000000000002,1.9799999999999969,3,2,-18.400000000000006,-14.580000000000002,-5.86,5,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=10,5,0.07246376811594203,-38.84000000000002,1.9799999999999969,3,2,-18.400000000000006,-14.580000000000002,-5.86,5,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=0,3,0.043478260869565216,-38.86000000000002,1.9599999999999937,2,1,-18.420000000000005,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_sigma_t_dollars>=100,3,0.043478260869565216,-38.88000000000002,1.9399999999999977,3,0,-18.440000000000005,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_fair_drawdown_cents<=4,3,0.043478260869565216,-38.94000000000002,1.8799999999999955,3,0,-19.820000000000004,-14.580000000000002,-4.54,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_fair_drawdown_cents<=4,3,0.043478260869565216,-38.94000000000002,1.8799999999999955,3,0,-19.820000000000004,-14.580000000000002,-4.54,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_fair_drawdown_cents<=4,3,0.043478260869565216,-38.94000000000002,1.8799999999999955,3,0,-19.820000000000004,-14.580000000000002,-4.54,1,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=0 AND position_seconds>=90,3,0.043478260869565216,-38.960000000000015,1.8599999999999994,2,1,-18.520000000000007,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND position_seconds>=90,3,0.043478260869565216,-38.960000000000015,1.8599999999999994,2,1,-18.520000000000007,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_btc_age_ms<=300,5,0.07246376811594203,-39.38000000000002,1.4399999999999977,4,1,-18.940000000000005,-14.580000000000002,-5.86,5,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_btc_age_ms<=500,6,0.08695652173913043,-40.20000000000002,0.6199999999999974,4,2,-19.760000000000005,-14.580000000000002,-5.86,6,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents>=15,3,0.043478260869565216,-40.240000000000016,0.5799999999999983,2,1,-19.800000000000004,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150,3,0.043478260869565216,-40.44000000000002,0.37999999999999545,2,1,-20.000000000000004,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=150,3,0.043478260869565216,-40.44000000000002,0.37999999999999545,2,1,-20.000000000000004,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=150,3,0.043478260869565216,-40.44000000000002,0.37999999999999545,2,1,-20.000000000000004,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=150,3,0.043478260869565216,-40.44000000000002,0.37999999999999545,2,1,-20.000000000000004,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=150,3,0.043478260869565216,-40.44000000000002,0.37999999999999545,2,1,-20.000000000000004,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=150,3,0.043478260869565216,-40.44000000000002,0.37999999999999545,2,1,-20.000000000000004,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150 AND exit_btc_age_ms<=500,3,0.043478260869565216,-40.44000000000002,0.37999999999999545,2,1,-20.000000000000004,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150 AND position_seconds<=45,3,0.043478260869565216,-40.44000000000002,0.37999999999999545,2,1,-20.000000000000004,-14.580000000000002,-5.86,3,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150 AND position_seconds<=90,3,0.043478260869565216,-40.44000000000002,0.37999999999999545,2,1,-20.000000000000004,-14.580000000000002,-5.86,3,0,0,True,True
