abs_d_sigma,actionable,ask_cents,ask_prob,book_age_ms,btc_age_ms,depth_friction_prob,edge_cents,eff_edge_prob,eligible_depth,expensive_low_edge_friction_prob,feature_count,fee_friction_prob,fv,gross_cents,h6_recross_hazard_high,hold_gross_cents,is_first_market_observation,is_first_market_side_observation,lambda_plus,market,market_observation_index,market_side_observation_index,net_gross_cents_after_entry_fee,outlier_count,outlier_share,p_eff,p_side,policy,raw_edge_cents,raw_edge_prob,raw_p_eff,reason,recross_hazard_score,repeated_side_friction_prob,result,seconds_to_close,side,side_won,sigma_t_dollars,source,spectral_tag,status,top_eigenvalue,top_over_mp_edge,ts_wall,v28_minus_ask_prob,window_n
0.202799,True,55.0,0.55,1000.0,0.0,0.0,-0.31181,0.016881999999999953,689.89,0.0,11,0.02,raw_fee_friction,90,True,90,False,False,2.1865937744230046,KXBTC15M-26MAY061500-00,25,12,86.0,3,0.8688797205565179,0.566882,0.586882,raw_fee_friction_p50_edge0,1.68819,0.03688199999999997,0.586882,p_below_floor,0.7139197556796235,0.03,no,615.13,no,True,105.769801,rejected_actionable,spectral_dominant_factor,finalized,20.553917365042672,9.399970678351727,2026-05-06T18:49:44.871899+00:00,0.03688199999999997,48
0.067653,True,48.0,0.48,828.0,0.0,0.012,0.733989,0.02734000000000003,1342.9,0.0,11,0.02,raw_fee_friction,-96,True,-96,False,False,2.1865937744230046,KXBTC15M-26MAY061515-15,36,18,-100.0,4,0.9911155291411371,0.50734,0.52734,raw_fee_friction_p50_edge0,2.733989,0.04734000000000005,0.52734,p_below_floor,0.576410744258996,0.03,no,447.095,yes,False,87.505377,rejected_actionable,spectral_dominant_factor,finalized,280.83900111892956,128.43675144599595,2026-05-06T19:07:32.906498+00:00,0.04734000000000005,48
0.85937,True,83.0,0.83,937.0,0.0,0.02,-0.75412,0.012458999999999998,10.0,0.03,11,0.01,raw_fee_friction,34,True,34,False,False,2.1865937744230046,KXBTC15M-26MAY061530-30,28,14,32.0,3,0.9900518343801358,0.842459,0.852459,raw_fee_friction_p50_edge0,1.24588,0.022459000000000007,0.852459,edge_below_floor,0.33442606395647034,0.03,yes,577.59,yes,True,98.589619,rejected_actionable,spectral_dominant_factor,finalized,284.14310099501404,129.94782310216416,2026-05-06T19:20:22.410009+00:00,0.022459000000000007,48
0.880733,True,84.0,0.84,265.0,0.0,0.0,-0.825144,0.01174900000000001,591.41,0.03,11,0.01,raw_fee_friction,32,False,32,False,False,2.1865937744230046,KXBTC15M-26MAY061545-45,44,22,30.0,4,0.9973115943883544,0.851749,0.861749,raw_fee_friction_p50_edge0,1.174856,0.02174900000000002,0.861749,edge_below_floor,0.20197455756658714,0.03,yes,373.293,yes,True,75.664206,rejected_actionable,spectral_dominant_factor,finalized,989.9491062145036,452.7357197272411,2026-05-06T19:38:46.707232+00:00,0.02174900000000002,48
0.274303,True,58.0,0.58,140.0,140.0,0.02,0.568956,0.02568999999999999,2.0,0.0,11,0.02,raw_fee_friction,-116,True,-116,False,False,2.1865937744230046,KXBTC15M-26MAY061600-00,25,12,-120.0,4,0.9853972855864959,0.60569,0.62569,raw_fee_friction_p50_edge0,2.568956,0.04569000000000001,0.62569,p_below_floor,0.5670975170671527,0.03,yes,595.224,no,False,91.741759,rejected_actionable,spectral_dominant_factor,finalized,165.71681591701756,75.78765560180317,2026-05-06T19:50:04.777737+00:00,0.04569000000000001,48
0.652892,True,74.0,0.74,109.0,0.0,0.012,-0.427272,0.015727000000000046,1367.5,0.0,11,0.015,raw_fee_friction,52,True,52,False,False,2.1865937744230046,KXBTC15M-26MAY061615-15,6,3,49.0,3,0.9289678636056463,0.755727,0.770727,raw_fee_friction_p50_edge0,1.572728,0.03072700000000006,0.770727,p_below_floor,0.5006638913435426,0.018000000000000002,yes,784.161,yes,True,103.04153,rejected_actionable,spectral_dominant_factor,finalized,22.11200711066322,10.112535473809308,2026-05-06T20:01:55.839170+00:00,0.03072700000000006,48
0.796902,True,77.0,0.77,344.0,0.0,0.012,2.961728,0.04961700000000002,2072.24,0.0,11,0.015,raw_fee_friction,46,False,46,False,False,2.1865937744230046,KXBTC15M-26MAY061630-30,35,17,43.0,4,0.9934578653750605,0.819617,0.834617,raw_fee_friction_p50_edge0,4.961728,0.06461700000000004,0.834617,p_below_floor,0.23069953045018135,0.03,no,423.451,no,True,74.62022,rejected_actionable,spectral_dominant_factor,finalized,333.01285065816313,152.29753900952093,2026-05-06T20:22:56.551019+00:00,0.06461700000000004,48
0.561593,True,71.0,0.71,797.0,0.0,0.0,-0.847067,0.011529000000000011,178.0,0.0,11,0.015,raw_fee_friction,58,True,58,False,False,2.1865937744230046,KXBTC15M-26MAY061645-45,3,1,55.0,2,0.5304816154659944,0.721529,0.736529,raw_fee_friction_p50_edge0,1.152933,0.026529000000000025,0.736529,p_below_floor,0.5883745447496512,0.006,no,858.442,no,True,105.637081,rejected_actionable,spectral_dominant_factor,finalized,2.886960931094845,1.3203005354099906,2026-05-06T20:30:41.561221+00:00,0.026529000000000025,48
0.145303,True,49.0,0.49,750.0,0.0,0.0,1.729939,0.03729899999999997,269.5,0.0,11,0.02,raw_fee_friction,-98,True,-98,False,False,2.1865937744230046,KXBTC15M-26MAY061700-00,3,1,-102.0,5,0.9953054939051827,0.527299,0.547299,raw_fee_friction_p50_edge0,3.729939,0.05729899999999999,0.547299,p_below_floor,0.7999159734871153,0.006,yes,759.628,no,False,100.68608,rejected_actionable,spectral_dominant_factor,finalized,275.3221713256857,125.91372688707912,2026-05-06T20:47:20.371791+00:00,0.05729899999999999,48
0.324075,True,50.0,0.5,469.0,16.0,0.0,9.307271,0.11307299999999998,80.51,0.0,11,0.02,raw_fee_friction,-100,True,-100,False,False,2.1865937744230046,KXBTC15M-26MAY061715-15,2,1,-104.0,4,0.9382811737578586,0.613073,0.633073,raw_fee_friction_p50_edge0,11.307271,0.133073,0.633073,p_below_floor,0.6830949302308119,0.006,no,804.817,yes,False,99.884415,rejected_actionable,spectral_dominant_factor,finalized,31.849309208793926,14.56571841616913,2026-05-06T21:01:35.182941+00:00,0.133073,48
0.379541,True,63.0,0.63,47.0,31.0,0.0,0.010588,0.020105999999999957,109.6,0.0,11,0.02,raw_fee_friction,74,True,74,False,False,2.1865937744230046,KXBTC15M-26MAY061730-30,4,2,70.0,4,0.9095651218371194,0.650106,0.670106,raw_fee_friction_p50_edge0,2.010588,0.040105999999999975,0.670106,p_below_floor,0.501796251972961,0.012,yes,669.703,yes,True,85.023721,rejected_actionable,spectral_dominant_factor,finalized,17.94741034873397,8.20793078196242,2026-05-06T21:18:50.297953+00:00,0.040105999999999975,48
0.021042,True,14.0,0.14,718.0,0.0,0.0,34.038275,0.360383,1055.07,0.0,11,0.01,raw_fee_friction,-28,True,-28,False,True,2.1865937744230046,KXBTC15M-26MAY061745-45,1,0,-30.0,3,0.9493629496419601,0.500383,0.510383,raw_fee_friction_p50_edge0,36.038275,0.370383,0.510383,p_below_floor,0.6897895866379721,0.0,yes,668.465,no,False,81.740441,rejected_actionable,spectral_dominant_factor,finalized,70.2451470466364,32.12537594696692,2026-05-06T21:33:51.536807+00:00,0.370383,48
0.442267,True,68.0,0.68,781.0,31.0,0.0,-1.960943,0.0003909999999999192,210.18,0.0,11,0.02,raw_fee_friction,64,True,64,False,True,2.1865937744230046,KXBTC15M-26MAY061800-00,1,0,60.0,3,0.9179362767312454,0.680391,0.700391,raw_fee_friction_p50_edge0,0.039057,0.020390999999999937,0.700391,p_below_floor,0.54576569140668,0.0,no,789.738,no,True,90.669263,rejected_actionable,spectral_dominant_factor,finalized,24.08877439105099,11.016575036854984,2026-05-06T21:46:50.262624+00:00,0.020390999999999937,48
0.683153,True,72.0,0.72,375.0,0.0,0.02,3.947247,0.05947199999999997,9.47,0.0,11,0.015,raw_fee_friction,56,True,56,False,False,2.1865937744230046,KXBTC15M-26MAY061815-15,6,2,53.0,3,0.8880364550714722,0.7794719999999999,0.794472,raw_fee_friction_p50_edge0,5.947247,0.07447199999999998,0.794472,p_below_floor,0.36363731769686664,0.012,no,670.498,no,True,83.421988,rejected_actionable,spectral_dominant_factor,finalized,18.448681245150404,8.437178163108333,2026-05-06T22:03:49.503366+00:00,0.07447199999999998,48
0.098877,True,23.0,0.23,250.0,0.0,0.0,28.816194,0.30816200000000005,500.0,0.0,11,0.015,raw_fee_friction,-46,True,-46,False,False,2.1865937744230046,KXBTC15M-26MAY061830-30,2,1,-49.0,3,0.8691472349579976,0.538162,0.553162,raw_fee_friction_p50_edge0,30.816194,0.32316200000000006,0.553162,p_below_floor,0.6315757792925781,0.006,no,653.539,yes,False,81.818724,rejected_actionable,spectral_dominant_factor,finalized,10.58562566718174,4.841148726848022,2026-05-06T22:19:06.460649+00:00,0.32316200000000006,48
0.377898,True,45.0,0.45,78.0,16.0,0.012,17.138908,0.19138899999999998,3833.55,0.0,11,0.02,raw_fee_friction,-90,True,-90,False,False,2.1865937744230046,KXBTC15M-26MAY061900-00,7,3,-94.0,3,0.7714092172790913,0.641389,0.661389,raw_fee_friction_p50_edge0,19.138908,0.211389,0.661389,p_below_floor,0.3998595186573753,0.018000000000000002,yes,566.587,no,False,73.538439,rejected_actionable,spectral_dominant_factor,finalized,4.870781165715094,2.2275656423655508,2026-05-06T22:50:33.414367+00:00,0.211389,48
1.171707,True,87.0,0.87,703.0,31.0,0.0,2.334214,0.04334199999999999,185.54,0.02,11,0.01,raw_fee_friction,24,False,26,False,True,2.1865937744230046,KXBTC15M-26MAY061915-15,1,0,22.0,4,0.9141456322221081,0.913342,0.923342,raw_fee_friction_p50_edge0,4.334214,0.053342,0.923342,approved_entry,0.2295042151020138,0.0,no,714.621,no,True,83.126581,approved_entry,spectral_dominant_factor,finalized,6.810472525943236,3.11464918889215,2026-05-06T23:03:05.391564+00:00,0.053342,48
0.100563,True,47.0,0.47,813.0,0.0,0.0,4.136383,0.061363999999999974,655.0,0.0,11,0.02,raw_fee_friction,106,True,106,True,True,2.1865937744230046,KXBTC15M-26MAY061930-30,0,0,102.0,4,0.9402295450178878,0.531364,0.551364,raw_fee_friction_p50_edge0,6.136383,0.08136399999999999,0.551364,p_below_floor,0.9053776147792911,0.0,yes,810.397,yes,True,105.505731,rejected_actionable,spectral_dominant_factor,finalized,21.496300255859108,9.83095283051902,2026-05-06T23:16:29.602542+00:00,0.08136399999999999,48
0.13265,True,42.0,0.42,625.0,0.0,0.012,8.240693,0.10240699999999997,1634.87,0.0,11,0.02,raw_fee_friction,-84,True,-84,True,True,2.1865937744230046,KXBTC15M-26MAY061945-45,0,0,-88.0,4,0.915635581663064,0.522407,0.542407,raw_fee_friction_p50_edge0,10.240693,0.12240699999999999,0.542407,p_below_floor,0.8012564138437247,0.0,no,809.092,yes,False,96.494594,rejected_actionable,spectral_dominant_factor,finalized,21.955608112602334,10.041009157448988,2026-05-06T23:31:30.909184+00:00,0.12240699999999999,48
0.192858,True,50.0,0.5,375.0,31.0,0.0,4.243489,0.06243500000000002,50.0,0.0,11,0.02,raw_fee_friction,100,True,100,True,True,2.1865937744230046,KXBTC15M-26MAY062000-00,0,0,96.0,4,0.9433463616533773,0.562435,0.582435,raw_fee_friction_p50_edge0,6.243489,0.08243500000000004,0.582435,p_below_floor,0.6739717336748277,0.0,yes,849.989,yes,True,84.10338,rejected_actionable,spectral_dominant_factor,finalized,27.809165618463474,12.71803018180719,2026-05-06T23:45:50.011935+00:00,0.08243500000000004,48
0.29011,True,54.0,0.54,141.0,0.0,0.02,3.430147,0.05430099999999993,12.0,0.0,11,0.02,raw_fee_friction,-108,True,-108,False,False,2.1865937744230046,KXBTC15M-26MAY062015-15,2,1,-112.0,1,0.30643511706367155,0.594301,0.614301,raw_fee_friction_p50_edge0,5.430147,0.07430099999999995,0.614301,p_below_floor,0.5841335298890138,0.006,no,844.672,yes,False,80.590252,rejected_actionable,spectral_factor,finalized,3.1431637691913714,1.4374703733073535,2026-05-07T00:00:55.328161+00:00,0.07430099999999995,48
0.107412,True,32.0,0.32,141.0,31.0,0.0,18.44184,0.20441799999999993,230.72,0.0,11,0.02,raw_fee_friction,-64,True,-64,True,True,2.1865937744230046,KXBTC15M-26MAY062030-30,0,0,-68.0,2,0.5170143964667329,0.5244179999999999,0.544418,raw_fee_friction_p50_edge0,20.44184,0.22441799999999995,0.544418,p_below_floor,0.6807697699219372,0.0,no,804.712,yes,False,80.158525,rejected_actionable,spectral_dominant_factor,finalized,4.0260374962217105,1.8412370616412717,2026-05-07T00:16:35.289272+00:00,0.22441799999999995,48
0.321769,True,51.0,0.51,109.0,15.0,0.0,6.79204,0.08792,236.56,0.0,11,0.02,raw_fee_friction,98,True,98,False,True,2.1865937744230046,KXBTC15M-26MAY062045-45,1,0,94.0,4,0.9810016323671195,0.59792,0.61792,raw_fee_friction_p50_edge0,8.79204,0.10792000000000002,0.61792,p_below_floor,0.5903043382646713,0.0,no,834.661,no,True,84.563835,rejected_actionable,spectral_dominant_factor,finalized,98.3392458573268,44.97371528613102,2026-05-07T00:31:05.341326+00:00,0.10792000000000002,48
0.321159,True,22.0,0.22,485.0,0.0,0.0,36.05876,0.38058800000000004,555.0,0.0,11,0.015,raw_fee_friction,-44,True,-44,False,False,2.1865937744230046,KXBTC15M-26MAY062100-00,5,2,-47.0,4,0.9689570180694325,0.600588,0.615588,raw_fee_friction_p50_edge0,38.05876,0.39558800000000005,0.615588,p_below_floor,0.5154674438225817,0.012,yes,683.547,no,False,81.548483,rejected_actionable,spectral_dominant_factor,finalized,29.614590464531343,13.543709312145097,2026-05-07T00:48:36.454910+00:00,0.39558800000000005,48
0.079454,True,44.0,0.44,813.0,0.0,0.012,6.178422,0.08178400000000002,3019.85,0.0,11,0.02,raw_fee_friction,112,True,112,False,False,2.1865937744230046,KXBTC15M-26MAY062115-15,2,1,108.0,3,0.977454561209497,0.521784,0.541784,raw_fee_friction_p50_edge0,8.178422,0.10178400000000004,0.541784,p_below_floor,0.8352022239077785,0.006,yes,819.367,yes,True,94.772011,rejected_actionable,spectral_dominant_factor,finalized,167.22545333943705,76.47760425164674,2026-05-07T01:01:20.633112+00:00,0.10178400000000004,48
0.212967,True,41.0,0.41,265.0,15.0,0.0,13.614208,0.15614200000000006,596.0,0.0,11,0.02,raw_fee_friction,118,True,118,False,False,2.1865937744230046,KXBTC15M-26MAY062130-30,2,1,114.0,3,0.9945604376147793,0.566142,0.586142,raw_fee_friction_p50_edge0,15.614208,0.17614200000000008,0.586142,p_below_floor,0.8001572608136981,0.006,yes,753.109,yes,True,108.232597,rejected_actionable,spectral_dominant_factor,finalized,878.6902871913247,401.85346609394435,2026-05-07T01:17:26.891763+00:00,0.17614200000000008,48
0.250555,True,57.0,0.57,703.0,0.0,0.0,-0.962202,0.010377999999999998,55.0,0.0,11,0.02,raw_fee_friction,86,True,86,False,False,2.1865937744230046,KXBTC15M-26MAY062145-45,2,1,82.0,4,0.9759741090167942,0.580378,0.600378,raw_fee_friction_p50_edge0,1.037798,0.030378000000000016,0.600378,p_below_floor,0.8209819327273938,0.006,yes,800.015,yes,True,111.871753,rejected_actionable,spectral_dominant_factor,finalized,94.1192319089136,43.04376652391671,2026-05-07T01:31:39.986158+00:00,0.030378000000000016,48
0.258689,True,46.0,0.46,750.0,16.0,0.0,11.78159,0.137816,56.0,0.0,11,0.02,raw_fee_friction,108,True,108,False,False,2.1865937744230046,KXBTC15M-26MAY062200-00,3,1,104.0,4,0.9802222663243321,0.597816,0.617816,raw_fee_friction_p50_edge0,13.78159,0.157816,0.617816,p_below_floor,0.5673951035684587,0.006,no,609.066,no,True,89.335046,rejected_actionable,spectral_dominant_factor,finalized,125.85969134146798,57.55970441957362,2026-05-07T01:49:50.936932+00:00,0.157816,48
0.404187,True,59.0,0.59,375.0,15.0,0.0,3.183115,0.05183099999999996,68.33,0.0,11,0.02,raw_fee_friction,82,True,82,False,True,2.1865937744230046,KXBTC15M-26MAY062215-15,1,0,78.0,4,0.9877402758004761,0.6418309999999999,0.661831,raw_fee_friction_p50_edge0,5.183115,0.07183099999999998,0.661831,p_below_floor,0.6698685223589202,0.0,no,850.282,no,True,103.244165,rejected_actionable,spectral_dominant_factor,finalized,150.79288105237157,68.96245787225045,2026-05-07T02:00:49.721290+00:00,0.07183099999999998,48
0.481781,True,38.0,0.38,297.0,32.0,0.0,29.801453,0.31801499999999994,500.0,0.0,11,0.02,raw_fee_friction,-76,True,-76,False,False,2.1865937744230046,KXBTC15M-26MAY062230-30,4,2,-80.0,4,0.9935423855151111,0.6980149999999999,0.718015,raw_fee_friction_p50_edge0,31.801453,0.33801499999999995,0.718015,p_below_floor,0.34967152719409217,0.012,no,460.951,yes,False,79.102275,rejected_actionable,spectral_dominant_factor,finalized,274.8500755748304,125.69782224288892,2026-05-07T02:22:19.050425+00:00,0.33801499999999995,48
0.278629,True,54.0,0.54,156.0,15.0,0.0,2.595082,0.045950999999999964,55.0,0.0,11,0.02,raw_fee_friction,-108,True,-108,False,True,2.1865937744230046,KXBTC15M-26MAY062245-45,1,0,-112.0,4,0.988436281092861,0.585951,0.605951,raw_fee_friction_p50_edge0,4.595082,0.06595099999999998,0.605951,p_below_floor,0.7865843246178028,0.0,yes,841.408,no,False,107.490544,rejected_actionable,spectral_dominant_factor,finalized,215.7217676263793,98.65653609267393,2026-05-07T02:30:58.594419+00:00,0.06595099999999998,48
0.609402,True,73.0,0.73,578.0,0.0,0.0,-0.664611,0.013353999999999977,91.0,0.0,11,0.015,raw_fee_friction,54,True,54,True,True,2.1865937744230046,KXBTC15M-26MAY062300-00,0,0,51.0,2,0.5639043419154292,0.743354,0.758354,raw_fee_friction_p50_edge0,1.335389,0.02835399999999999,0.758354,p_below_floor,0.5727845346949045,0.0,yes,855.282,yes,True,108.073147,rejected_actionable,spectral_dominant_factor,finalized,5.14604535484849,2.353452852122211,2026-05-07T02:45:44.718830+00:00,0.02835399999999999,48
0.562923,True,68.0,0.68,515.0,31.0,0.0,2.458023,0.04457999999999995,268.35,0.0,11,0.02,raw_fee_friction,64,True,64,False,False,2.1865937744230046,KXBTC15M-26MAY062315-15,7,3,60.0,2,0.6450982498847042,0.72458,0.74458,raw_fee_friction_p50_edge0,4.458023,0.06457999999999997,0.74458,p_below_floor,0.45500961379933097,0.018000000000000002,no,639.531,no,True,94.773164,rejected_actionable,spectral_dominant_factor,finalized,7.376302704612863,3.3734216162576023,2026-05-07T03:04:20.470538+00:00,0.06457999999999997,48
0.093136,True,52.0,0.52,594.0,47.0,0.0,-1.309739,0.0069029999999999925,457.4,0.0,11,0.02,raw_fee_friction,-104,True,-104,False,True,2.1865937744230046,KXBTC15M-26MAY062330-30,1,0,-108.0,3,0.8649348740719196,0.526903,0.546903,raw_fee_friction_p50_edge0,0.690261,0.02690300000000001,0.546903,p_below_floor,0.7179345197947139,0.0,no,643.441,yes,False,93.196623,rejected_actionable,spectral_dominant_factor,finalized,13.644729463025957,6.240175757669716,2026-05-07T03:19:16.559045+00:00,0.02690300000000001,48
0.276153,True,46.0,0.46,781.0,62.0,0.0,10.862287,0.128623,305.0,0.0,11,0.02,raw_fee_friction,-92,True,-92,False,False,2.1865937744230046,KXBTC15M-26MAY062345-45,3,1,-96.0,3,0.8715500696111091,0.588623,0.608623,raw_fee_friction_p50_edge0,12.862287,0.148623,0.608623,p_below_floor,0.6753249635352406,0.006,yes,723.265,no,False,99.29264,rejected_actionable,spectral_dominant_factor,finalized,9.65363405653991,4.414918842932908,2026-05-07T03:32:56.738408+00:00,0.148623,48
0.906372,True,78.0,0.78,703.0,16.0,0.0,4.896244,0.07396199999999997,60.35,0.0,11,0.01,raw_fee_friction,2,False,44,False,False,2.1865937744230046,KXBTC15M-26MAY070000-00,9,4,0.0,3,0.8837960310779469,0.853962,0.863962,raw_fee_friction_p50_edge0,6.896244,0.08396199999999998,0.863962,approved_entry,0.1931875391606329,0.024,no,387.203,no,True,72.906016,approved_entry,spectral_dominant_factor,finalized,23.44027807486468,10.719996713175528,2026-05-07T03:53:32.799784+00:00,0.08396199999999998,48
0.1949,True,52.0,0.52,750.0,0.0,0.0,3.899369,0.05899399999999999,42.91,0.0,11,0.02,raw_fee_friction,96,True,96,False,False,2.1865937744230046,KXBTC15M-26MAY070015-15,4,2,92.0,3,0.880296974299769,0.578994,0.598994,raw_fee_friction_p50_edge0,5.899369,0.07899400000000001,0.598994,p_below_floor,0.6442791554311053,0.012,yes,639.652,yes,True,92.86829,rejected_actionable,spectral_dominant_factor,finalized,18.484079465070103,8.4533669130873,2026-05-07T04:04:20.347656+00:00,0.07899400000000001,48
0.059362,True,33.0,0.33,438.0,16.0,0.012,15.360541,0.17360499999999995,1897.53,0.0,11,0.02,raw_fee_friction,-66,True,-66,False,True,2.1865937744230046,KXBTC15M-26MAY070030-30,1,0,-70.0,4,0.9426089256470512,0.503605,0.523605,raw_fee_friction_p50_edge0,17.360541,0.19360499999999997,0.523605,p_below_floor,0.9016513046480161,0.0,yes,770.113,no,False,103.433979,rejected_actionable,spectral_dominant_factor,finalized,18.79045576170026,8.593482695092124,2026-05-07T04:17:09.890473+00:00,0.19360499999999997,48
0.187292,True,48.0,0.48,687.0,0.0,0.0,6.216384,0.08216400000000001,574.17,0.0,11,0.02,raw_fee_friction,104,True,104,False,True,2.1865937744230046,KXBTC15M-26MAY070045-45,1,0,100.0,3,0.7767375406826382,0.562164,0.582164,raw_fee_friction_p50_edge0,8.216384,0.10216400000000003,0.582164,p_below_floor,0.8305452261842349,0.0,no,810.351,no,True,105.557194,rejected_actionable,spectral_dominant_factor,finalized,10.315630442832498,4.71767118497105,2026-05-07T04:31:29.650225+00:00,0.10216400000000003,48
0.649457,True,72.0,0.72,813.0,0.0,0.02,1.865354,0.038653999999999966,7.0,0.0,11,0.015,raw_fee_friction,56,True,56,False,False,2.1865937744230046,KXBTC15M-26MAY070115-15,4,2,53.0,2,0.7253286251006197,0.7586539999999999,0.773654,raw_fee_friction_p50_edge0,3.865354,0.05365399999999998,0.773654,p_below_floor,0.48884383667306214,0.012,yes,774.782,yes,True,100.868887,rejected_actionable,spectral_dominant_factor,finalized,10.07822153243996,4.609096417600195,2026-05-07T05:02:05.219016+00:00,0.05365399999999998,48
0.811917,True,81.0,0.81,515.0,0.0,0.0,-0.695986,0.01303999999999994,65.0,0.03,11,0.015,raw_fee_friction,38,False,38,False,False,2.1865937744230046,KXBTC15M-26MAY070145-45,5,2,35.0,4,0.9471651878023823,0.82304,0.83804,raw_fee_friction_p50_edge0,1.304014,0.028039999999999954,0.83804,p_below_floor,0.20614032759403206,0.012,no,396.525,no,True,69.945536,rejected_actionable,spectral_dominant_factor,finalized,25.193196675625458,11.521663040622808,2026-05-07T05:38:23.476574+00:00,0.028039999999999954,48
0.556916,True,71.0,0.71,578.0,31.0,0.0,-0.313958,0.016859999999999986,529.78,0.0,11,0.015,raw_fee_friction,58,False,58,False,False,2.1865937744230046,KXBTC15M-26MAY070200-00,3,1,55.0,4,0.9509650857938626,0.72686,0.74186,raw_fee_friction_p50_edge0,1.686042,0.03186,0.74186,p_below_floor,0.20144802541452023,0.006,no,305.27,no,True,60.368134,rejected_actionable,spectral_dominant_factor,finalized,22.740946655938252,10.40016985410978,2026-05-07T05:54:54.731769+00:00,0.03186,48
0.132673,True,48.0,0.48,594.0,0.0,0.0,2.082177,0.040822000000000025,149.0,0.0,11,0.02,raw_fee_friction,104,True,104,False,True,2.1865937744230046,KXBTC15M-26MAY070530-30,1,0,100.0,3,0.9205434626344433,0.520822,0.540822,raw_fee_friction_p50_edge0,4.082177,0.06082200000000004,0.540822,p_below_floor,0.8946677145970718,0.0,no,879.618,no,True,103.336826,rejected_actionable,spectral_dominant_factor,finalized,26.962557284241875,12.330848829639935,2026-05-07T09:15:20.383837+00:00,0.06082200000000004,48
0.46275,True,60.0,0.6,16.0,0.0,0.0,6.764695,0.08764700000000003,64.64,0.0,11,0.02,raw_fee_friction,-120,True,-120,True,True,2.1865937744230046,KXBTC15M-26MAY070545-45,0,0,-124.0,3,0.7953862256629165,0.687647,0.707647,raw_fee_friction_p50_edge0,8.764695,0.10764700000000005,0.707647,p_below_floor,0.6220148866755595,0.0,no,855.69,yes,False,101.328958,rejected_actionable,spectral_dominant_factor,finalized,10.070722244828598,4.60566675101142,2026-05-07T09:30:44.310732+00:00,0.10764700000000005,48
0.495921,True,67.0,0.67,640.0,15.0,0.0,1.396006,0.03395999999999999,257.0,0.0,11,0.02,raw_fee_friction,66,True,66,False,False,2.1865937744230046,KXBTC15M-26MAY070600-00,2,1,62.0,3,0.9155567431739626,0.70396,0.72396,raw_fee_friction_p50_edge0,3.396006,0.05396000000000001,0.72396,p_below_floor,0.39442076468786447,0.006,yes,534.677,yes,True,84.025485,rejected_actionable,spectral_dominant_factor,finalized,26.529269751963373,12.132692438019896,2026-05-07T09:51:05.324526+00:00,0.05396000000000001,48
0.275276,True,28.0,0.28,453.0,0.0,0.012,29.587162,0.31587199999999993,1828.07,0.0,11,0.015,raw_fee_friction,144,True,144,False,True,2.1865937744230046,KXBTC15M-26MAY070615-15,1,0,141.0,3,0.9903831134051012,0.595872,0.610872,raw_fee_friction_p50_edge0,31.587162,0.33087199999999994,0.610872,p_below_floor,0.6454912835956723,0.0,no,702.26,no,True,96.230672,rejected_actionable,spectral_dominant_factor,finalized,338.3780425836461,154.75121467083517,2026-05-07T10:03:17.740674+00:00,0.33087199999999994,48
0.230767,True,47.0,0.47,468.0,31.0,0.02,9.697411,0.11697400000000002,17.63,0.0,11,0.02,raw_fee_friction,-94,True,-94,True,True,2.1865937744230046,KXBTC15M-26MAY070630-30,0,0,-98.0,2,0.7274491360213597,0.586974,0.606974,raw_fee_friction_p50_edge0,11.697411,0.13697400000000004,0.606974,p_below_floor,0.8264694476309769,0.0,no,875.963,yes,False,105.517869,rejected_actionable,spectral_dominant_factor,finalized,8.581778943664624,3.9247248592981894,2026-05-07T10:15:24.038338+00:00,0.13697400000000004,48
1.013529,True,81.0,0.81,16.0,0.0,0.012,5.039895,0.07039899999999988,1405.25,0.0,11,0.015,raw_fee_friction,38,True,38,False,False,2.1865937744230046,KXBTC15M-26MAY070645-45,2,1,35.0,3,0.8332612847689308,0.8803989999999999,0.895399,raw_fee_friction_p50_edge0,7.039895,0.08539899999999989,0.895399,approved_entry,0.36879792565874936,0.006,yes,816.468,yes,True,106.686678,approved_entry,spectral_dominant_factor,finalized,9.780182688529187,4.472793622176103,2026-05-07T10:31:23.542448+00:00,0.08539899999999989,48
0.375634,True,56.0,0.56,0.0,1156.0,0.012,5.481241,0.07481199999999988,1807.25,0.0,11,0.02,raw_fee_friction,-112,True,-112,True,True,2.1865937744230046,KXBTC15M-26MAY070700-00,0,0,-116.0,3,0.8109983214114304,0.6348119999999999,0.654812,raw_fee_friction_p50_edge0,7.481241,0.0948119999999999,0.654812,p_below_floor,0.7601242607081649,0.0,no,869.636,yes,False,112.583013,rejected_actionable,spectral_dominant_factor,finalized,5.847388120532668,2.6741995650635513,2026-05-07T10:45:30.364940+00:00,0.0948119999999999,48
0.157545,True,51.0,0.51,296.0,31.0,0.0,1.043473,0.03043499999999999,902.54,0.0,11,0.02,raw_fee_friction,98,True,98,True,True,2.1865937744230046,KXBTC15M-26MAY070715-15,0,0,94.0,3,0.7389698893911625,0.540435,0.560435,raw_fee_friction_p50_edge0,3.043473,0.05043500000000001,0.560435,p_below_floor,0.8772318276222708,0.0,yes,812.253,yes,True,108.096317,rejected_actionable,spectral_dominant_factor,finalized,3.9655308388727097,1.8135654117642992,2026-05-07T11:01:27.746774+00:00,0.05043500000000001,48
