dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,positive_net,coverage_pass,fade_selected
current,fade_yes_margin0_ask70,8,20,20,1.0,14,6,0.7,75.0,True,True,0
current,fade_yes_margin0_ask70,9,20,19,0.95,15,4,0.7894736842105263,200.0,True,True,0
current,fade_yes_margin0_ask70,10,20,20,1.0,12,8,0.6,-164.0,False,True,0
current,fade_yes_margin0_ask70,11,20,20,1.0,14,6,0.7,62.0,True,True,1
current,fade_yes_margin0_ask70,12,20,20,1.0,16,4,0.8,258.0,True,True,0
current,fade_yes_margin0_ask70,13,20,20,1.0,18,2,0.9,485.0,True,True,3
current,fade_yes_margin0_ask70,14,20,20,1.0,12,8,0.6,-31.0,False,True,5
current,fade_yes_margin0_ask70,15,7,7,1.0,5,2,0.7142857142857143,10.0,True,True,0
v21,fade_yes_margin0_ask70,0,20,19,0.95,14,5,0.7368421052631579,99.0,True,True,2
v21,fade_yes_margin0_ask70,1,20,20,1.0,13,7,0.65,11.0,True,True,4
v21,fade_yes_margin0_ask70,2,20,20,1.0,12,8,0.6,-183.0,False,True,1
v21,fade_yes_margin0_ask70,3,20,20,1.0,15,5,0.75,164.0,True,True,2
v21,fade_yes_margin0_ask70,4,20,20,1.0,13,7,0.65,-45.0,False,True,1
v21,fade_yes_margin0_ask70,5,20,20,1.0,14,6,0.7,92.0,True,True,2
v21,fade_yes_margin0_ask70,6,20,20,1.0,18,2,0.9,532.0,True,True,3
v21,fade_yes_margin0_ask70,7,20,20,1.0,15,5,0.75,215.0,True,True,3
v21,fade_yes_margin0_ask70,8,20,20,1.0,10,10,0.5,-332.0,False,True,0
v21,fade_yes_margin0_ask70,9,20,20,1.0,17,3,0.85,292.0,True,True,0
v21,fade_yes_margin0_ask70,10,20,19,0.95,14,5,0.7368421052631579,31.0,True,True,0
v21,fade_yes_margin0_ask70,11,1,1,1.0,1,0,1.0,37.0,True,True,0
current,fade_yes_margin0_ask76,0,20,20,1.0,11,9,0.55,-132.0,False,True,3
current,fade_yes_margin0_ask76,1,20,20,1.0,13,7,0.65,-12.0,False,True,1
current,fade_yes_margin0_ask76,2,20,20,1.0,13,7,0.65,33.0,True,True,4
current,fade_yes_margin0_ask76,3,20,20,1.0,16,4,0.8,336.0,True,True,2
current,fade_yes_margin0_ask76,4,20,20,1.0,12,8,0.6,-63.0,False,True,2
current,fade_yes_margin0_ask76,5,20,20,1.0,12,8,0.6,-129.0,False,True,0
current,fade_yes_margin0_ask76,6,20,20,1.0,16,4,0.8,220.0,True,True,0
current,fade_yes_margin0_ask76,7,20,19,0.95,16,3,0.8421052631578947,297.0,True,True,0
current,fade_yes_margin0_ask76,8,20,20,1.0,14,6,0.7,75.0,True,True,0
current,fade_yes_margin0_ask76,9,20,19,0.95,15,4,0.7894736842105263,200.0,True,True,0
current,fade_yes_margin0_ask76,10,20,20,1.0,12,8,0.6,-164.0,False,True,0
current,fade_yes_margin0_ask76,11,20,20,1.0,14,6,0.7,62.0,True,True,1
current,fade_yes_margin0_ask76,12,20,20,1.0,16,4,0.8,258.0,True,True,0
current,fade_yes_margin0_ask76,13,20,20,1.0,18,2,0.9,485.0,True,True,3
current,fade_yes_margin0_ask76,14,20,20,1.0,12,8,0.6,-31.0,False,True,5
current,fade_yes_margin0_ask76,15,7,7,1.0,5,2,0.7142857142857143,10.0,True,True,0
v21,fade_yes_margin0_ask76,0,20,19,0.95,13,6,0.6842105263157895,48.0,True,True,3
v21,fade_yes_margin0_ask76,1,20,20,1.0,13,7,0.65,11.0,True,True,4
v21,fade_yes_margin0_ask76,2,20,20,1.0,12,8,0.6,-183.0,False,True,1
v21,fade_yes_margin0_ask76,3,20,20,1.0,16,4,0.8,307.0,True,True,3
v21,fade_yes_margin0_ask76,4,20,20,1.0,13,7,0.65,-45.0,False,True,1
v21,fade_yes_margin0_ask76,5,20,20,1.0,13,7,0.65,35.0,True,True,3
v21,fade_yes_margin0_ask76,6,20,20,1.0,17,3,0.85,472.0,True,True,4
v21,fade_yes_margin0_ask76,7,20,20,1.0,16,4,0.8,356.0,True,True,4
v21,fade_yes_margin0_ask76,8,20,20,1.0,10,10,0.5,-332.0,False,True,0
v21,fade_yes_margin0_ask76,9,20,20,1.0,17,3,0.85,292.0,True,True,0
v21,fade_yes_margin0_ask76,10,20,19,0.95,14,5,0.7368421052631579,31.0,True,True,0
v21,fade_yes_margin0_ask76,11,1,1,1.0,1,0,1.0,37.0,True,True,0
current,fade_yes_margin0_ask80,0,20,20,1.0,11,9,0.55,-132.0,False,True,3
current,fade_yes_margin0_ask80,1,20,20,1.0,13,7,0.65,-12.0,False,True,1
current,fade_yes_margin0_ask80,2,20,20,1.0,13,7,0.65,33.0,True,True,4
current,fade_yes_margin0_ask80,3,20,20,1.0,15,5,0.75,291.0,True,True,3
current,fade_yes_margin0_ask80,4,20,20,1.0,12,8,0.6,-63.0,False,True,2
current,fade_yes_margin0_ask80,5,20,20,1.0,12,8,0.6,-129.0,False,True,0
current,fade_yes_margin0_ask80,6,20,20,1.0,16,4,0.8,220.0,True,True,0
current,fade_yes_margin0_ask80,7,20,19,0.95,16,3,0.8421052631578947,297.0,True,True,0
current,fade_yes_margin0_ask80,8,20,20,1.0,14,6,0.7,75.0,True,True,0
current,fade_yes_margin0_ask80,9,20,19,0.95,15,4,0.7894736842105263,200.0,True,True,0
current,fade_yes_margin0_ask80,10,20,20,1.0,12,8,0.6,-164.0,False,True,0
current,fade_yes_margin0_ask80,11,20,20,1.0,14,6,0.7,62.0,True,True,1
current,fade_yes_margin0_ask80,12,20,20,1.0,16,4,0.8,258.0,True,True,0
current,fade_yes_margin0_ask80,13,20,20,1.0,17,3,0.85,439.0,True,True,4
current,fade_yes_margin0_ask80,14,20,20,1.0,11,9,0.55,-73.0,False,True,6
current,fade_yes_margin0_ask80,15,7,7,1.0,5,2,0.7142857142857143,10.0,True,True,0
v21,fade_yes_margin0_ask80,0,20,19,0.95,12,7,0.631578947368421,1.0,True,True,4
v21,fade_yes_margin0_ask80,1,20,20,1.0,13,7,0.65,11.0,True,True,4
v21,fade_yes_margin0_ask80,2,20,20,1.0,12,8,0.6,-183.0,False,True,1
v21,fade_yes_margin0_ask80,3,20,20,1.0,16,4,0.8,307.0,True,True,3
v21,fade_yes_margin0_ask80,4,20,20,1.0,13,7,0.65,-45.0,False,True,1
v21,fade_yes_margin0_ask80,5,20,20,1.0,13,7,0.65,35.0,True,True,3
v21,fade_yes_margin0_ask80,6,20,20,1.0,17,3,0.85,472.0,True,True,4
v21,fade_yes_margin0_ask80,7,20,20,1.0,15,5,0.75,315.0,True,True,5
v21,fade_yes_margin0_ask80,8,20,20,1.0,10,10,0.5,-332.0,False,True,0
v21,fade_yes_margin0_ask80,9,20,20,1.0,17,3,0.85,292.0,True,True,0
v21,fade_yes_margin0_ask80,10,20,19,0.95,14,5,0.7368421052631579,31.0,True,True,0
v21,fade_yes_margin0_ask80,11,1,1,1.0,1,0,1.0,37.0,True,True,0
current,fade_yes_margin0_ask90,0,20,20,1.0,11,9,0.55,-132.0,False,True,3
current,fade_yes_margin0_ask90,1,20,20,1.0,13,7,0.65,-12.0,False,True,1
current,fade_yes_margin0_ask90,2,20,20,1.0,14,6,0.7,196.0,True,True,5
current,fade_yes_margin0_ask90,3,20,20,1.0,15,5,0.75,291.0,True,True,3
current,fade_yes_margin0_ask90,4,20,20,1.0,12,8,0.6,-63.0,False,True,2
current,fade_yes_margin0_ask90,5,20,20,1.0,12,8,0.6,-129.0,False,True,0
current,fade_yes_margin0_ask90,6,20,20,1.0,16,4,0.8,220.0,True,True,0
current,fade_yes_margin0_ask90,7,20,19,0.95,16,3,0.8421052631578947,297.0,True,True,0
current,fade_yes_margin0_ask90,8,20,20,1.0,14,6,0.7,75.0,True,True,0
current,fade_yes_margin0_ask90,9,20,19,0.95,15,4,0.7894736842105263,200.0,True,True,0
current,fade_yes_margin0_ask90,10,20,20,1.0,12,8,0.6,-164.0,False,True,0
current,fade_yes_margin0_ask90,11,20,20,1.0,14,6,0.7,62.0,True,True,1
current,fade_yes_margin0_ask90,12,20,20,1.0,16,4,0.8,258.0,True,True,0
current,fade_yes_margin0_ask90,13,20,20,1.0,17,3,0.85,439.0,True,True,4
current,fade_yes_margin0_ask90,14,20,20,1.0,11,9,0.55,-73.0,False,True,6
current,fade_yes_margin0_ask90,15,7,7,1.0,5,2,0.7142857142857143,10.0,True,True,0
v21,fade_yes_margin0_ask90,0,20,19,0.95,12,7,0.631578947368421,1.0,True,True,4
v21,fade_yes_margin0_ask90,1,20,20,1.0,12,8,0.6,-26.0,False,True,5
v21,fade_yes_margin0_ask90,2,20,20,1.0,12,8,0.6,-183.0,False,True,1
v21,fade_yes_margin0_ask90,3,20,20,1.0,16,4,0.8,307.0,True,True,3
v21,fade_yes_margin0_ask90,4,20,20,1.0,13,7,0.65,-45.0,False,True,1
v21,fade_yes_margin0_ask90,5,20,20,1.0,13,7,0.65,35.0,True,True,3
v21,fade_yes_margin0_ask90,6,20,20,1.0,17,3,0.85,472.0,True,True,4
v21,fade_yes_margin0_ask90,7,20,20,1.0,15,5,0.75,315.0,True,True,5
v21,fade_yes_margin0_ask90,8,20,20,1.0,10,10,0.5,-332.0,False,True,0
v21,fade_yes_margin0_ask90,9,20,20,1.0,17,3,0.85,292.0,True,True,0
v21,fade_yes_margin0_ask90,10,20,19,0.95,14,5,0.7368421052631579,31.0,True,True,0
v21,fade_yes_margin0_ask90,11,1,1,1.0,1,0,1.0,37.0,True,True,0
current,fade_yes_margin0_ask100,0,20,20,1.0,11,9,0.55,-132.0,False,True,3
current,fade_yes_margin0_ask100,1,20,20,1.0,13,7,0.65,-12.0,False,True,1
current,fade_yes_margin0_ask100,2,20,20,1.0,14,6,0.7,196.0,True,True,5
current,fade_yes_margin0_ask100,3,20,20,1.0,15,5,0.75,291.0,True,True,3
current,fade_yes_margin0_ask100,4,20,20,1.0,12,8,0.6,-63.0,False,True,2
current,fade_yes_margin0_ask100,5,20,20,1.0,12,8,0.6,-129.0,False,True,0
current,fade_yes_margin0_ask100,6,20,20,1.0,16,4,0.8,220.0,True,True,0
current,fade_yes_margin0_ask100,7,20,19,0.95,16,3,0.8421052631578947,297.0,True,True,0
current,fade_yes_margin0_ask100,8,20,20,1.0,14,6,0.7,75.0,True,True,0
current,fade_yes_margin0_ask100,9,20,19,0.95,15,4,0.7894736842105263,200.0,True,True,0
current,fade_yes_margin0_ask100,10,20,20,1.0,12,8,0.6,-164.0,False,True,0
current,fade_yes_margin0_ask100,11,20,20,1.0,14,6,0.7,62.0,True,True,1
current,fade_yes_margin0_ask100,12,20,20,1.0,16,4,0.8,258.0,True,True,0
current,fade_yes_margin0_ask100,13,20,20,1.0,17,3,0.85,439.0,True,True,4
current,fade_yes_margin0_ask100,14,20,20,1.0,11,9,0.55,-73.0,False,True,6
current,fade_yes_margin0_ask100,15,7,7,1.0,5,2,0.7142857142857143,10.0,True,True,0
v21,fade_yes_margin0_ask100,0,20,19,0.95,12,7,0.631578947368421,1.0,True,True,4
v21,fade_yes_margin0_ask100,1,20,20,1.0,12,8,0.6,-26.0,False,True,5
v21,fade_yes_margin0_ask100,2,20,20,1.0,12,8,0.6,-183.0,False,True,1
v21,fade_yes_margin0_ask100,3,20,20,1.0,16,4,0.8,307.0,True,True,3
v21,fade_yes_margin0_ask100,4,20,20,1.0,13,7,0.65,-45.0,False,True,1
v21,fade_yes_margin0_ask100,5,20,20,1.0,13,7,0.65,35.0,True,True,3
v21,fade_yes_margin0_ask100,6,20,20,1.0,17,3,0.85,472.0,True,True,4
v21,fade_yes_margin0_ask100,7,20,20,1.0,15,5,0.75,315.0,True,True,5
v21,fade_yes_margin0_ask100,8,20,20,1.0,10,10,0.5,-332.0,False,True,0
v21,fade_yes_margin0_ask100,9,20,20,1.0,17,3,0.85,292.0,True,True,0
v21,fade_yes_margin0_ask100,10,20,19,0.95,14,5,0.7368421052631579,31.0,True,True,0
v21,fade_yes_margin0_ask100,11,1,1,1.0,1,0,1.0,37.0,True,True,0
current,fade_yes_margin10_ask70,0,20,20,1.0,10,10,0.5,-273.0,False,True,2
current,fade_yes_margin10_ask70,1,20,20,1.0,13,7,0.65,-12.0,False,True,1
current,fade_yes_margin10_ask70,2,20,20,1.0,13,7,0.65,33.0,True,True,4
current,fade_yes_margin10_ask70,3,20,20,1.0,16,4,0.8,336.0,True,True,2
current,fade_yes_margin10_ask70,4,20,20,1.0,13,7,0.65,10.0,True,True,1
current,fade_yes_margin10_ask70,5,20,20,1.0,12,8,0.6,-129.0,False,True,0
current,fade_yes_margin10_ask70,6,20,20,1.0,16,4,0.8,220.0,True,True,0
current,fade_yes_margin10_ask70,7,20,19,0.95,16,3,0.8421052631578947,297.0,True,True,0
current,fade_yes_margin10_ask70,8,20,20,1.0,14,6,0.7,75.0,True,True,0
current,fade_yes_margin10_ask70,9,20,19,0.95,15,4,0.7894736842105263,200.0,True,True,0
current,fade_yes_margin10_ask70,10,20,20,1.0,12,8,0.6,-164.0,False,True,0
current,fade_yes_margin10_ask70,11,20,20,1.0,14,6,0.7,62.0,True,True,1
current,fade_yes_margin10_ask70,12,20,20,1.0,16,4,0.8,258.0,True,True,0
current,fade_yes_margin10_ask70,13,20,20,1.0,18,2,0.9,420.0,True,True,1
current,fade_yes_margin10_ask70,14,20,20,1.0,12,8,0.6,-31.0,False,True,5
current,fade_yes_margin10_ask70,15,7,7,1.0,5,2,0.7142857142857143,10.0,True,True,0
v21,fade_yes_margin10_ask70,0,20,19,0.95,14,5,0.7368421052631579,99.0,True,True,2
v21,fade_yes_margin10_ask70,1,20,20,1.0,13,7,0.65,11.0,True,True,4
v21,fade_yes_margin10_ask70,2,20,20,1.0,12,8,0.6,-183.0,False,True,1
v21,fade_yes_margin10_ask70,3,20,20,1.0,15,5,0.75,164.0,True,True,2
v21,fade_yes_margin10_ask70,4,20,20,1.0,13,7,0.65,-45.0,False,True,1
v21,fade_yes_margin10_ask70,5,20,20,1.0,14,6,0.7,92.0,True,True,2
v21,fade_yes_margin10_ask70,6,20,20,1.0,18,2,0.9,532.0,True,True,3
v21,fade_yes_margin10_ask70,7,20,20,1.0,16,4,0.8,288.0,True,True,2
v21,fade_yes_margin10_ask70,8,20,20,1.0,10,10,0.5,-332.0,False,True,0
v21,fade_yes_margin10_ask70,9,20,20,1.0,17,3,0.85,292.0,True,True,0
v21,fade_yes_margin10_ask70,10,20,19,0.95,14,5,0.7368421052631579,31.0,True,True,0
v21,fade_yes_margin10_ask70,11,1,1,1.0,1,0,1.0,37.0,True,True,0
current,fade_yes_margin10_ask76,0,20,20,1.0,10,10,0.5,-273.0,False,True,2
current,fade_yes_margin10_ask76,1,20,20,1.0,13,7,0.65,-12.0,False,True,1
current,fade_yes_margin10_ask76,2,20,20,1.0,13,7,0.65,33.0,True,True,4
current,fade_yes_margin10_ask76,3,20,20,1.0,16,4,0.8,336.0,True,True,2
current,fade_yes_margin10_ask76,4,20,20,1.0,13,7,0.65,10.0,True,True,1
current,fade_yes_margin10_ask76,5,20,20,1.0,12,8,0.6,-129.0,False,True,0
current,fade_yes_margin10_ask76,6,20,20,1.0,16,4,0.8,220.0,True,True,0
current,fade_yes_margin10_ask76,7,20,19,0.95,16,3,0.8421052631578947,297.0,True,True,0
current,fade_yes_margin10_ask76,8,20,20,1.0,14,6,0.7,75.0,True,True,0
current,fade_yes_margin10_ask76,9,20,19,0.95,15,4,0.7894736842105263,200.0,True,True,0
current,fade_yes_margin10_ask76,10,20,20,1.0,12,8,0.6,-164.0,False,True,0
current,fade_yes_margin10_ask76,11,20,20,1.0,14,6,0.7,62.0,True,True,1
current,fade_yes_margin10_ask76,12,20,20,1.0,16,4,0.8,258.0,True,True,0
current,fade_yes_margin10_ask76,13,20,20,1.0,18,2,0.9,420.0,True,True,1
current,fade_yes_margin10_ask76,14,20,20,1.0,12,8,0.6,-31.0,False,True,5
current,fade_yes_margin10_ask76,15,7,7,1.0,5,2,0.7142857142857143,10.0,True,True,0
v21,fade_yes_margin10_ask76,0,20,19,0.95,13,6,0.6842105263157895,48.0,True,True,3
v21,fade_yes_margin10_ask76,1,20,20,1.0,13,7,0.65,11.0,True,True,4
v21,fade_yes_margin10_ask76,2,20,20,1.0,12,8,0.6,-183.0,False,True,1
v21,fade_yes_margin10_ask76,3,20,20,1.0,16,4,0.8,307.0,True,True,3
v21,fade_yes_margin10_ask76,4,20,20,1.0,13,7,0.65,-45.0,False,True,1
v21,fade_yes_margin10_ask76,5,20,20,1.0,13,7,0.65,35.0,True,True,3
v21,fade_yes_margin10_ask76,6,20,20,1.0,17,3,0.85,472.0,True,True,4
v21,fade_yes_margin10_ask76,7,20,20,1.0,17,3,0.85,429.0,True,True,3
v21,fade_yes_margin10_ask76,8,20,20,1.0,10,10,0.5,-332.0,False,True,0
v21,fade_yes_margin10_ask76,9,20,20,1.0,17,3,0.85,292.0,True,True,0
v21,fade_yes_margin10_ask76,10,20,19,0.95,14,5,0.7368421052631579,31.0,True,True,0
v21,fade_yes_margin10_ask76,11,1,1,1.0,1,0,1.0,37.0,True,True,0
current,fade_yes_margin10_ask80,0,20,20,1.0,10,10,0.5,-273.0,False,True,2
current,fade_yes_margin10_ask80,1,20,20,1.0,13,7,0.65,-12.0,False,True,1
current,fade_yes_margin10_ask80,2,20,20,1.0,13,7,0.65,33.0,True,True,4
current,fade_yes_margin10_ask80,3,20,20,1.0,15,5,0.75,291.0,True,True,3
current,fade_yes_margin10_ask80,4,20,20,1.0,13,7,0.65,10.0,True,True,1
current,fade_yes_margin10_ask80,5,20,20,1.0,12,8,0.6,-129.0,False,True,0
current,fade_yes_margin10_ask80,6,20,20,1.0,16,4,0.8,220.0,True,True,0
current,fade_yes_margin10_ask80,7,20,19,0.95,16,3,0.8421052631578947,297.0,True,True,0
current,fade_yes_margin10_ask80,8,20,20,1.0,14,6,0.7,75.0,True,True,0
current,fade_yes_margin10_ask80,9,20,19,0.95,15,4,0.7894736842105263,200.0,True,True,0
current,fade_yes_margin10_ask80,10,20,20,1.0,12,8,0.6,-164.0,False,True,0
current,fade_yes_margin10_ask80,11,20,20,1.0,14,6,0.7,62.0,True,True,1
current,fade_yes_margin10_ask80,12,20,20,1.0,16,4,0.8,258.0,True,True,0
current,fade_yes_margin10_ask80,13,20,20,1.0,17,3,0.85,374.0,True,True,2
current,fade_yes_margin10_ask80,14,20,20,1.0,11,9,0.55,-73.0,False,True,6
current,fade_yes_margin10_ask80,15,7,7,1.0,5,2,0.7142857142857143,10.0,True,True,0
v21,fade_yes_margin10_ask80,0,20,19,0.95,12,7,0.631578947368421,1.0,True,True,4
v21,fade_yes_margin10_ask80,1,20,20,1.0,13,7,0.65,11.0,True,True,4
v21,fade_yes_margin10_ask80,2,20,20,1.0,12,8,0.6,-183.0,False,True,1
v21,fade_yes_margin10_ask80,3,20,20,1.0,16,4,0.8,307.0,True,True,3
v21,fade_yes_margin10_ask80,4,20,20,1.0,13,7,0.65,-45.0,False,True,1
v21,fade_yes_margin10_ask80,5,20,20,1.0,13,7,0.65,35.0,True,True,3
v21,fade_yes_margin10_ask80,6,20,20,1.0,17,3,0.85,472.0,True,True,4
v21,fade_yes_margin10_ask80,7,20,20,1.0,16,4,0.8,388.0,True,True,4
v21,fade_yes_margin10_ask80,8,20,20,1.0,10,10,0.5,-332.0,False,True,0
v21,fade_yes_margin10_ask80,9,20,20,1.0,17,3,0.85,292.0,True,True,0
v21,fade_yes_margin10_ask80,10,20,19,0.95,14,5,0.7368421052631579,31.0,True,True,0
v21,fade_yes_margin10_ask80,11,1,1,1.0,1,0,1.0,37.0,True,True,0
current,fade_yes_margin10_ask90,0,20,20,1.0,10,10,0.5,-273.0,False,True,2
current,fade_yes_margin10_ask90,1,20,20,1.0,13,7,0.65,-12.0,False,True,1
current,fade_yes_margin10_ask90,2,20,20,1.0,14,6,0.7,196.0,True,True,5
current,fade_yes_margin10_ask90,3,20,20,1.0,15,5,0.75,291.0,True,True,3
current,fade_yes_margin10_ask90,4,20,20,1.0,13,7,0.65,10.0,True,True,1
current,fade_yes_margin10_ask90,5,20,20,1.0,12,8,0.6,-129.0,False,True,0
current,fade_yes_margin10_ask90,6,20,20,1.0,16,4,0.8,220.0,True,True,0
current,fade_yes_margin10_ask90,7,20,19,0.95,16,3,0.8421052631578947,297.0,True,True,0
current,fade_yes_margin10_ask90,8,20,20,1.0,14,6,0.7,75.0,True,True,0
current,fade_yes_margin10_ask90,9,20,19,0.95,15,4,0.7894736842105263,200.0,True,True,0
current,fade_yes_margin10_ask90,10,20,20,1.0,12,8,0.6,-164.0,False,True,0
current,fade_yes_margin10_ask90,11,20,20,1.0,14,6,0.7,62.0,True,True,1
current,fade_yes_margin10_ask90,12,20,20,1.0,16,4,0.8,258.0,True,True,0
current,fade_yes_margin10_ask90,13,20,20,1.0,17,3,0.85,374.0,True,True,2
current,fade_yes_margin10_ask90,14,20,20,1.0,11,9,0.55,-73.0,False,True,6
current,fade_yes_margin10_ask90,15,7,7,1.0,5,2,0.7142857142857143,10.0,True,True,0
v21,fade_yes_margin10_ask90,0,20,19,0.95,12,7,0.631578947368421,1.0,True,True,4
v21,fade_yes_margin10_ask90,1,20,20,1.0,12,8,0.6,-26.0,False,True,5
v21,fade_yes_margin10_ask90,2,20,20,1.0,12,8,0.6,-183.0,False,True,1
v21,fade_yes_margin10_ask90,3,20,20,1.0,16,4,0.8,307.0,True,True,3
v21,fade_yes_margin10_ask90,4,20,20,1.0,13,7,0.65,-45.0,False,True,1
v21,fade_yes_margin10_ask90,5,20,20,1.0,13,7,0.65,35.0,True,True,3
v21,fade_yes_margin10_ask90,6,20,20,1.0,17,3,0.85,472.0,True,True,4
v21,fade_yes_margin10_ask90,7,20,20,1.0,16,4,0.8,388.0,True,True,4
v21,fade_yes_margin10_ask90,8,20,20,1.0,10,10,0.5,-332.0,False,True,0
v21,fade_yes_margin10_ask90,9,20,20,1.0,17,3,0.85,292.0,True,True,0
v21,fade_yes_margin10_ask90,10,20,19,0.95,14,5,0.7368421052631579,31.0,True,True,0
v21,fade_yes_margin10_ask90,11,1,1,1.0,1,0,1.0,37.0,True,True,0
current,fade_yes_margin10_ask100,0,20,20,1.0,10,10,0.5,-273.0,False,True,2
current,fade_yes_margin10_ask100,1,20,20,1.0,13,7,0.65,-12.0,False,True,1
current,fade_yes_margin10_ask100,2,20,20,1.0,14,6,0.7,196.0,True,True,5
current,fade_yes_margin10_ask100,3,20,20,1.0,15,5,0.75,291.0,True,True,3
current,fade_yes_margin10_ask100,4,20,20,1.0,13,7,0.65,10.0,True,True,1
current,fade_yes_margin10_ask100,5,20,20,1.0,12,8,0.6,-129.0,False,True,0
current,fade_yes_margin10_ask100,6,20,20,1.0,16,4,0.8,220.0,True,True,0
current,fade_yes_margin10_ask100,7,20,19,0.95,16,3,0.8421052631578947,297.0,True,True,0
current,fade_yes_margin10_ask100,8,20,20,1.0,14,6,0.7,75.0,True,True,0
current,fade_yes_margin10_ask100,9,20,19,0.95,15,4,0.7894736842105263,200.0,True,True,0
current,fade_yes_margin10_ask100,10,20,20,1.0,12,8,0.6,-164.0,False,True,0
current,fade_yes_margin10_ask100,11,20,20,1.0,14,6,0.7,62.0,True,True,1
current,fade_yes_margin10_ask100,12,20,20,1.0,16,4,0.8,258.0,True,True,0
current,fade_yes_margin10_ask100,13,20,20,1.0,17,3,0.85,374.0,True,True,2
current,fade_yes_margin10_ask100,14,20,20,1.0,11,9,0.55,-73.0,False,True,6
current,fade_yes_margin10_ask100,15,7,7,1.0,5,2,0.7142857142857143,10.0,True,True,0
v21,fade_yes_margin10_ask100,0,20,19,0.95,12,7,0.631578947368421,1.0,True,True,4
v21,fade_yes_margin10_ask100,1,20,20,1.0,12,8,0.6,-26.0,False,True,5
v21,fade_yes_margin10_ask100,2,20,20,1.0,12,8,0.6,-183.0,False,True,1
v21,fade_yes_margin10_ask100,3,20,20,1.0,16,4,0.8,307.0,True,True,3
v21,fade_yes_margin10_ask100,4,20,20,1.0,13,7,0.65,-45.0,False,True,1
v21,fade_yes_margin10_ask100,5,20,20,1.0,13,7,0.65,35.0,True,True,3
v21,fade_yes_margin10_ask100,6,20,20,1.0,17,3,0.85,472.0,True,True,4
v21,fade_yes_margin10_ask100,7,20,20,1.0,16,4,0.8,388.0,True,True,4
v21,fade_yes_margin10_ask100,8,20,20,1.0,10,10,0.5,-332.0,False,True,0
v21,fade_yes_margin10_ask100,9,20,20,1.0,17,3,0.85,292.0,True,True,0
v21,fade_yes_margin10_ask100,10,20,19,0.95,14,5,0.7368421052631579,31.0,True,True,0
v21,fade_yes_margin10_ask100,11,1,1,1.0,1,0,1.0,37.0,True,True,0
current,fade_yes_margin25_ask70,0,20,20,1.0,11,9,0.55,-200.0,False,True,1
current,fade_yes_margin25_ask70,1,20,20,1.0,13,7,0.65,-12.0,False,True,1
current,fade_yes_margin25_ask70,2,20,20,1.0,14,6,0.7,64.0,True,True,1
current,fade_yes_margin25_ask70,3,20,20,1.0,16,4,0.8,336.0,True,True,2
current,fade_yes_margin25_ask70,4,20,20,1.0,12,8,0.6,-117.0,False,True,0
current,fade_yes_margin25_ask70,5,20,20,1.0,12,8,0.6,-129.0,False,True,0
current,fade_yes_margin25_ask70,6,20,20,1.0,16,4,0.8,220.0,True,True,0
current,fade_yes_margin25_ask70,7,20,19,0.95,16,3,0.8421052631578947,297.0,True,True,0
current,fade_yes_margin25_ask70,8,20,20,1.0,14,6,0.7,75.0,True,True,0
current,fade_yes_margin25_ask70,9,20,19,0.95,15,4,0.7894736842105263,200.0,True,True,0
current,fade_yes_margin25_ask70,10,20,20,1.0,12,8,0.6,-164.0,False,True,0
current,fade_yes_margin25_ask70,11,20,20,1.0,14,6,0.7,62.0,True,True,1
current,fade_yes_margin25_ask70,12,20,20,1.0,16,4,0.8,258.0,True,True,0
current,fade_yes_margin25_ask70,13,20,20,1.0,18,2,0.9,420.0,True,True,1
current,fade_yes_margin25_ask70,14,20,20,1.0,10,10,0.5,-292.0,False,True,3
current,fade_yes_margin25_ask70,15,7,7,1.0,5,2,0.7142857142857143,10.0,True,True,0
v21,fade_yes_margin25_ask70,0,20,19,0.95,14,5,0.7368421052631579,99.0,True,True,2
v21,fade_yes_margin25_ask70,1,20,20,1.0,13,7,0.65,11.0,True,True,4
v21,fade_yes_margin25_ask70,2,20,20,1.0,13,7,0.65,-104.0,False,True,0
v21,fade_yes_margin25_ask70,3,20,20,1.0,15,5,0.75,164.0,True,True,2
v21,fade_yes_margin25_ask70,4,20,20,1.0,14,6,0.7,32.0,True,True,0
v21,fade_yes_margin25_ask70,5,20,20,1.0,14,6,0.7,92.0,True,True,2
v21,fade_yes_margin25_ask70,6,20,20,1.0,18,2,0.9,532.0,True,True,3
v21,fade_yes_margin25_ask70,7,20,20,1.0,16,4,0.8,288.0,True,True,2
v21,fade_yes_margin25_ask70,8,20,20,1.0,10,10,0.5,-332.0,False,True,0
v21,fade_yes_margin25_ask70,9,20,20,1.0,17,3,0.85,292.0,True,True,0
v21,fade_yes_margin25_ask70,10,20,19,0.95,14,5,0.7368421052631579,31.0,True,True,0
v21,fade_yes_margin25_ask70,11,1,1,1.0,1,0,1.0,37.0,True,True,0
current,fade_yes_margin25_ask76,0,20,20,1.0,11,9,0.55,-200.0,False,True,1
current,fade_yes_margin25_ask76,1,20,20,1.0,13,7,0.65,-12.0,False,True,1
current,fade_yes_margin25_ask76,2,20,20,1.0,14,6,0.7,64.0,True,True,1
current,fade_yes_margin25_ask76,3,20,20,1.0,16,4,0.8,336.0,True,True,2
current,fade_yes_margin25_ask76,4,20,20,1.0,12,8,0.6,-117.0,False,True,0
