lock_name,market,registered_utc,lock_close_dt,initial_entry_dt,entry_dt,close_dt,confirm_delay_sec,side,initial_ask_cents,ask_cents,bid_cents,seconds_to_close,source_line_no,decision_key,chooser,score_value,confirmation,book_p_side,brownian_p_rv_15m,adverse_move_15m,touch_loss_rv_15m,kinetic_touch_score_15,outcome_available,outcome,win,entry_fee_cents,net_pnl_cents
kinetic_path_confirm,KXBTC15M-26MAY040345-45,2026-05-04T07:34:19.673832+00:00,2026-05-03T04:15:00+00:00,2026-05-04T07:33:04.445000+00:00,2026-05-04T07:34:04.504000+00:00,2026-05-04T07:45:00+00:00,60.059,no,54.0,65.0,64.0,655.496,45086,heartbeat:45086,kinetic_touch_score_15,0.6351809964780885,same_side_for>=60s AND confirm_score>=0.6,0.645,0.6432084450917748,0.0,0.7135831098164505,0.6351809964780885,True,no,True,2,33.0
kinetic_path_confirm,KXBTC15M-26MAY040400-00,2026-05-04T07:47:30.993057+00:00,2026-05-03T04:15:00+00:00,2026-05-04T07:45:35.601000+00:00,2026-05-04T07:46:35.612000+00:00,2026-05-04T08:00:00+00:00,60.011,yes,61.0,78.0,77.0,804.388,45142,heartbeat:45142,kinetic_touch_score_15,0.684035106248041,same_side_for>=60s AND confirm_score>=0.6,0.775,0.5989274650732349,19.769999999989523,0.8021450698535302,0.684035106248041,True,no,False,2,-80.0
kinetic_path_confirm,KXBTC15M-26MAY040415-15,2026-05-04T08:10:28.548898+00:00,2026-05-03T04:15:00+00:00,2026-05-04T08:05:07.264000+00:00,2026-05-04T08:06:07.361000+00:00,2026-05-04T08:15:00+00:00,60.097,no,86.0,79.0,78.0,532.639,45254,heartbeat:45254,kinetic_touch_score_15,0.8057349663888015,same_side_for>=60s AND confirm_score>=0.6,0.785,0.8009923509799922,0.0,0.3980152980400155,0.8057349663888015,True,yes,False,2,-81.0
kinetic_path_confirm,KXBTC15M-26MAY040430-30,2026-05-04T08:18:26.067300+00:00,2026-05-03T04:15:00+00:00,2026-05-04T08:17:08.332000+00:00,2026-05-04T08:18:08.443000+00:00,2026-05-04T08:30:00+00:00,60.111,no,72.0,74.0,73.0,711.557,45464,heartbeat:45464,kinetic_touch_score_15,0.6189909770688043,same_side_for>=60s AND confirm_score>=0.6,0.735,0.6265275424577077,34.64999999999418,0.7469449150845846,0.6189909770688043,True,no,True,2,24.0
kinetic_path_confirm,KXBTC15M-26MAY040445-45,2026-05-04T08:39:24.107748+00:00,2026-05-03T04:15:00+00:00,2026-05-04T08:35:10.120000+00:00,2026-05-04T08:37:10.249000+00:00,2026-05-04T08:45:00+00:00,120.129,no,66.0,74.0,72.0,469.751,45546,heartbeat:45546,kinetic_touch_score_15,0.7110082411056542,same_side_for>=60s AND confirm_score>=0.6,0.73,0.6694368871745439,0.0,0.6611262256509123,0.7110082411056542,True,no,True,2,24.0
kinetic_path_confirm,KXBTC15M-26MAY040500-00,2026-05-04T08:52:14.139160+00:00,2026-05-03T04:15:00+00:00,2026-05-04T08:49:11.259000+00:00,2026-05-04T08:50:11.298000+00:00,2026-05-04T09:00:00+00:00,60.039,no,59.0,74.0,73.0,588.702,45604,heartbeat:45604,kinetic_touch_score_15,0.6115915649148288,same_side_for>=60s AND confirm_score>=0.6,0.735,0.5597818296300116,0.0,0.8804363407399769,0.6115915649148288,True,no,True,2,24.0
kinetic_path_confirm,KXBTC15M-26MAY040545-45,2026-05-04T09:32:01.401796+00:00,2026-05-03T04:15:00+00:00,2026-05-04T09:30:45.044000+00:00,2026-05-04T09:31:45.077000+00:00,2026-05-04T09:45:00+00:00,60.033,no,68.0,65.0,64.0,794.923,45888,heartbeat:45888,kinetic_touch_score_15,0.7014267606207866,same_side_for>=60s AND confirm_score>=0.6,0.645,0.692784854870736,0.0,0.6144302902585279,0.7014267606207866,True,yes,False,2,-67.0
kinetic_path_confirm,KXBTC15M-26MAY040600-00,2026-05-04T09:55:44.196729+00:00,2026-05-03T04:15:00+00:00,2026-05-04T09:50:01.786000+00:00,2026-05-04T09:51:01.881000+00:00,2026-05-04T10:00:00+00:00,60.095,yes,62.0,73.0,72.0,538.119,45988,heartbeat:45988,kinetic_touch_score_15,0.7314593856036775,same_side_for>=60s AND confirm_score>=0.6,0.725,0.7007981909949939,0.0,0.5984036180100123,0.7314593856036775,True,no,False,2,-75.0
kinetic_path_confirm,KXBTC15M-26MAY040615-15,2026-05-04T10:13:03.517634+00:00,2026-05-03T04:15:00+00:00,2026-05-04T10:01:02.858000+00:00,2026-05-04T10:02:02.917000+00:00,2026-05-04T10:15:00+00:00,60.059,no,60.0,78.0,77.0,777.083,46056,heartbeat:46056,kinetic_touch_score_15,0.7655549149959803,same_side_for>=60s AND confirm_score>=0.6,0.775,0.7112678773673091,0.0,0.5774642452653818,0.7655549149959803,True,no,True,2,20.0
kinetic_path_confirm,KXBTC15M-26MAY040630-30,2026-05-04T10:26:26.692842+00:00,2026-05-03T04:15:00+00:00,2026-05-04T10:16:04.124000+00:00,2026-05-04T10:18:04.237000+00:00,2026-05-04T10:30:00+00:00,120.113,no,62.0,74.0,73.0,715.763,46145,heartbeat:46145,kinetic_touch_score_15,0.7255322280368904,same_side_for>=60s AND confirm_score>=0.6,0.735,0.6784292484645772,0.0,0.6431415030708456,0.7255322280368904,True,no,True,2,24.0
kinetic_path_confirm,KXBTC15M-26MAY040645-45,2026-05-04T10:37:04.885205+00:00,2026-05-03T04:15:00+00:00,2026-05-04T10:33:06.158000+00:00,2026-05-04T10:34:06.239000+00:00,2026-05-04T10:45:00+00:00,60.081,yes,93.0,95.0,94.0,653.761,46267,heartbeat:46267,kinetic_touch_score_15,0.8725421797384971,same_side_for>=60s AND confirm_score>=0.6,0.945,0.7900825657419869,0.0,0.4198348685160262,0.8725421797384971,True,yes,True,1,4.0
kinetic_path_confirm,KXBTC15M-26MAY040700-00,2026-05-04T10:53:52.882273+00:00,2026-05-03T04:15:00+00:00,2026-05-04T10:49:07.777000+00:00,2026-05-04T10:50:07.895000+00:00,2026-05-04T11:00:00+00:00,60.118,yes,73.0,80.0,78.0,592.105,46343,heartbeat:46343,kinetic_touch_score_15,0.8072954291688696,same_side_for>=60s AND confirm_score>=0.6,0.79,0.7848096862691811,0.0,0.4303806274616377,0.8072954291688696,True,yes,True,2,18.0
kinetic_path_confirm,KXBTC15M-26MAY040715-15,2026-05-04T11:04:31.526005+00:00,2026-05-03T04:15:00+00:00,2026-05-04T11:01:08.871000+00:00,2026-05-04T11:02:08.910000+00:00,2026-05-04T11:15:00+00:00,60.039,yes,61.0,63.0,62.0,771.09,46397,heartbeat:46397,kinetic_touch_score_15,0.6538130567402669,same_side_for>=60s AND confirm_score>=0.6,0.625,0.6133894381045686,0.0,0.7732211237908628,0.6538130567402669,True,yes,True,2,35.0
kinetic_path_confirm,KXBTC15M-26MAY040730-30,2026-05-04T11:22:00.570679+00:00,2026-05-03T04:15:00+00:00,2026-05-04T11:17:10.006000+00:00,2026-05-04T11:18:10.081000+00:00,2026-05-04T11:30:00+00:00,60.075,yes,59.0,68.0,66.0,709.919,46467,heartbeat:46467,kinetic_touch_score_15,0.7041562102717509,same_side_for>=60s AND confirm_score>=0.6,0.67,0.6768372861615582,0.0,0.6463254276768835,0.7041562102717509,True,no,False,2,-70.0
kinetic_path_confirm,KXBTC15M-26MAY040900-00,2026-05-04T12:57:27.088348+00:00,2026-05-03T04:15:00+00:00,2026-05-04T12:54:47.219000+00:00,2026-05-04T12:57:02.597000+00:00,2026-05-04T13:00:00+00:00,135.378,no,62.0,73.0,72.0,177.403,52176,heartbeat:52176,kinetic_touch_score_15,0.7025156955123569,same_side_for>=60s AND confirm_score>=0.6,0.725,0.7384360170989697,0.0,0.5231279658020607,0.7025156955123569,True,no,True,2,25.0
kinetic_path_confirm,KXBTC15M-26MAY040915-15,2026-05-04T13:09:17.372687+00:00,2026-05-03T04:15:00+00:00,2026-05-04T13:00:17.855000+00:00,2026-05-04T13:01:17.916000+00:00,2026-05-04T13:15:00+00:00,60.061,no,78.0,95.0,94.0,822.084,52206,heartbeat:52206,kinetic_touch_score_15,0.9283639033414902,same_side_for>=60s AND confirm_score>=0.6,0.945,0.9007278222809592,0.0,0.1985443554380817,0.9283639033414902,True,no,True,1,4.0
kinetic_path_confirm,KXBTC15M-26MAY040930-30,2026-05-04T13:21:52.965150+00:00,2026-05-03T04:15:00+00:00,2026-05-04T13:18:49.383000+00:00,2026-05-04T13:21:04.590000+00:00,2026-05-04T13:30:00+00:00,135.207,yes,57.0,63.0,61.0,535.41,52304,heartbeat:52304,kinetic_touch_score_15,0.6222802128576896,same_side_for>=60s AND confirm_score>=0.6,0.62,0.6045091172667532,0.0,0.7909817654664937,0.6222802128576896,True,yes,True,2,35.0
kinetic_path_confirm,KXBTC15M-26MAY040945-45,2026-05-04T13:36:13.484520+00:00,2026-05-03T04:15:00+00:00,2026-05-04T13:32:05.488000+00:00,2026-05-04T13:34:05.776000+00:00,2026-05-04T13:45:00+00:00,120.288,yes,53.0,63.0,62.0,654.224,52377,heartbeat:52377,kinetic_touch_score_15,0.6203565347221408,same_side_for>=60s AND confirm_score>=0.6,0.625,0.6040708659623533,0.0,0.7918582680752935,0.6203565347221408,True,no,False,2,-65.0
kinetic_path_confirm,KXBTC15M-26MAY041000-00,2026-05-04T13:47:26.605320+00:00,2026-05-03T04:15:00+00:00,2026-05-04T13:45:36.717000+00:00,2026-05-04T13:46:36.841000+00:00,2026-05-04T14:00:00+00:00,60.124,no,68.0,52.0,51.0,803.159,52491,heartbeat:52491,kinetic_touch_score_15,0.6353458968253276,same_side_for>=60s AND confirm_score>=0.6,0.515,0.6640364376179366,0.0,0.6719271247641267,0.6353458968253276,True,no,True,2,46.0
kinetic_path_confirm,KXBTC15M-26MAY041015-15,2026-05-04T14:03:00.204223+00:00,2026-05-03T04:15:00+00:00,2026-05-04T14:02:08.184000+00:00,2026-05-04T14:03:08.269000+00:00,2026-05-04T14:15:00+00:00,60.085,no,63.0,73.0,70.0,711.731,52574,heartbeat:52574,kinetic_touch_score_15,0.8266629925931629,same_side_for>=60s AND confirm_score>=0.6,0.715,0.8813325404650129,0.0,0.2373349190699742,0.8266629925931629,True,yes,False,2,-75.0
kinetic_path_confirm,KXBTC15M-26MAY041030-30,2026-05-04T14:19:35.255136+00:00,2026-05-03T04:15:00+00:00,2026-05-04T14:16:09.229000+00:00,2026-05-04T14:18:09.461000+00:00,2026-05-04T14:30:00+00:00,120.232,yes,55.0,69.0,67.0,710.539,52689,heartbeat:52689,kinetic_touch_score_15,0.693511639371773,same_side_for>=60s AND confirm_score>=0.6,0.68,0.6582461977735647,0.0,0.6835076044528705,0.693511639371773,True,yes,True,2,29.0
kinetic_path_confirm,KXBTC15M-26MAY041045-45,2026-05-04T14:36:45.775216+00:00,2026-05-03T04:15:00+00:00,2026-05-04T14:34:10.789000+00:00,2026-05-04T14:36:10.884000+00:00,2026-05-04T14:45:00+00:00,120.095,yes,66.0,84.0,83.0,529.116,52829,heartbeat:52829,kinetic_touch_score_15,0.7372193836096577,same_side_for>=60s AND confirm_score>=0.6,0.835,0.6524489279298473,0.0,0.6951021441403054,0.7372193836096577,True,yes,True,1,15.0
kinetic_path_confirm,KXBTC15M-26MAY041100-00,2026-05-04T14:47:47.321337+00:00,2026-05-03T04:15:00+00:00,2026-05-04T14:46:11.739000+00:00,2026-05-04T14:47:11.953000+00:00,2026-05-04T15:00:00+00:00,60.214,yes,77.0,79.0,77.0,768.047,52922,heartbeat:52922,kinetic_touch_score_15,0.7481698711286966,same_side_for>=60s AND confirm_score>=0.6,0.78,0.6803224447839757,0.0,0.6393551104320485,0.7481698711286966,True,yes,True,2,19.0
kinetic_path_confirm,KXBTC15M-26MAY041115-15,2026-05-04T15:06:28.052264+00:00,2026-05-03T04:15:00+00:00,2026-05-04T15:05:13.679000+00:00,2026-05-04T15:06:13.757000+00:00,2026-05-04T15:15:00+00:00,60.078,no,79.0,70.0,69.0,526.243,53036,heartbeat:53036,kinetic_touch_score_15,0.6086490741553784,same_side_for>=60s AND confirm_score>=0.6,0.695,0.5666653777991336,0.0,0.8666692444017328,0.6086490741553784,True,no,True,2,28.0
kinetic_path_confirm,KXBTC15M-26MAY041130-30,2026-05-04T15:17:35.938591+00:00,2026-05-03T04:15:00+00:00,2026-05-04T15:15:44.910000+00:00,2026-05-04T15:16:45.025000+00:00,2026-05-04T15:30:00+00:00,60.115,yes,76.0,79.0,78.0,794.975,53175,heartbeat:53175,kinetic_touch_score_15,0.7623508526029014,same_side_for>=60s AND confirm_score>=0.6,0.785,0.7983947119128967,67.10000000000582,0.4032105761742066,0.7623508526029014,True,no,False,2,-81.0
kinetic_path_confirm,KXBTC15M-26MAY041145-45,2026-05-04T15:35:32.037391+00:00,2026-05-03T04:15:00+00:00,2026-05-04T15:32:01.350000+00:00,2026-05-04T15:33:01.456000+00:00,2026-05-04T15:45:00+00:00,60.106,no,59.0,78.0,77.0,718.544,53274,heartbeat:53274,kinetic_touch_score_15,0.7312923466209571,same_side_for>=60s AND confirm_score>=0.6,0.775,0.6644875387336362,0.0,0.6710249225327276,0.7312923466209571,True,yes,False,2,-80.0
kinetic_path_confirm,KXBTC15M-26MAY041200-00,2026-05-04T15:51:50.309677+00:00,2026-05-03T04:15:00+00:00,2026-05-04T15:49:02.819000+00:00,2026-05-04T15:50:02.915000+00:00,2026-05-04T16:00:00+00:00,60.096,no,64.0,67.0,66.0,597.085,53375,heartbeat:53375,kinetic_touch_score_15,0.6224912033728779,same_side_for>=60s AND confirm_score>=0.6,0.665,0.636089932405965,142.75999999999476,0.72782013518807,0.6224912033728779,True,yes,False,2,-69.0
kinetic_path_confirm,KXBTC15M-26MAY041215-15,2026-05-04T16:12:12.845925+00:00,2026-05-03T04:15:00+00:00,2026-05-04T16:06:04.457000+00:00,2026-05-04T16:07:04.493000+00:00,2026-05-04T16:15:00+00:00,60.036,no,72.0,71.0,70.0,475.507,53535,heartbeat:53535,kinetic_touch_score_15,0.6396239456562461,same_side_for>=60s AND confirm_score>=0.6,0.705,0.6975031700440555,385.9199999999983,0.604993659911889,0.6396239456562461,True,no,True,2,27.0
kinetic_path_confirm,KXBTC15M-26MAY041230-30,2026-05-04T16:28:53.254734+00:00,2026-05-03T04:15:00+00:00,2026-05-04T16:18:05.766000+00:00,2026-05-04T16:19:05.771000+00:00,2026-05-04T16:30:00+00:00,60.005,yes,75.0,89.0,88.0,654.229,53638,heartbeat:53638,kinetic_touch_score_15,0.848599134103195,same_side_for>=60s AND confirm_score>=0.6,0.885,0.8328292417214915,21.520000000004075,0.3343415165570169,0.848599134103195,True,yes,True,1,10.0
kinetic_path_confirm,KXBTC15M-26MAY041245-45,2026-05-04T16:43:35.591387+00:00,2026-05-03T04:15:00+00:00,2026-05-04T16:35:22.331000+00:00,2026-05-04T16:36:22.398000+00:00,2026-05-04T16:45:00+00:00,60.067,yes,57.0,68.0,67.0,517.602,53713,heartbeat:53713,kinetic_touch_score_15,0.6035658913772187,same_side_for>=60s AND confirm_score>=0.6,0.675,0.5933177898717327,0.0,0.8133644202565347,0.6035658913772187,True,yes,True,2,30.0
kinetic_path_confirm,KXBTC15M-26MAY041300-00,2026-05-04T16:46:41.459088+00:00,2026-05-03T04:15:00+00:00,2026-05-04T16:45:23.296000+00:00,2026-05-04T16:46:23.399000+00:00,2026-05-04T17:00:00+00:00,60.103,no,68.0,66.0,65.0,816.601,53759,heartbeat:53759,kinetic_touch_score_15,0.6954402924414237,same_side_for>=60s AND confirm_score>=0.6,0.655,0.7265163454065633,8.190000000002328,0.5469673091868734,0.6954402924414237,True,no,True,2,32.0
kinetic_path_confirm,KXBTC15M-26MAY041315-15,2026-05-04T17:02:51.956871+00:00,2026-05-03T04:15:00+00:00,2026-05-04T17:02:09.973000+00:00,2026-05-04T17:03:10.063000+00:00,2026-05-04T17:15:00+00:00,60.09,yes,75.0,81.0,80.0,709.937,53851,heartbeat:53851,kinetic_touch_score_15,0.797271932011306,same_side_for>=60s AND confirm_score>=0.6,0.805,0.8506012184385807,137.92999999999302,0.2987975631228385,0.797271932011306,True,yes,True,2,17.0
kinetic_path_confirm,KXBTC15M-26MAY041330-30,2026-05-04T17:20:20.625742+00:00,2026-05-03T04:15:00+00:00,2026-05-04T17:17:26.359000+00:00,2026-05-04T17:18:26.516000+00:00,2026-05-04T17:30:00+00:00,60.157,yes,62.0,74.0,72.0,693.484,53922,heartbeat:53922,kinetic_touch_score_15,0.740652873202096,same_side_for>=60s AND confirm_score>=0.6,0.73,0.6992062109813382,0.0,0.6015875780373237,0.740652873202096,True,yes,True,2,24.0
kinetic_path_confirm,KXBTC15M-26MAY041345-45,2026-05-04T17:35:12.729770+00:00,2026-05-03T04:15:00+00:00,2026-05-04T17:32:12.800000+00:00,2026-05-04T17:33:12.864000+00:00,2026-05-04T17:45:00+00:00,60.064,no,68.0,69.0,68.0,707.136,53987,heartbeat:53987,kinetic_touch_score_15,0.724257824118462,same_side_for>=60s AND confirm_score>=0.6,0.685,0.7068499949158383,0.0,0.5863000101683233,0.724257824118462,True,no,True,2,29.0
kinetic_path_confirm,KXBTC15M-26MAY041400-00,2026-05-04T17:57:22.315859+00:00,2026-05-03T04:15:00+00:00,2026-05-04T17:47:14.276000+00:00,2026-05-04T17:48:14.277000+00:00,2026-05-04T18:00:00+00:00,60.001,yes,65.0,63.0,62.0,705.723,54053,heartbeat:54053,kinetic_touch_score_15,0.6455295284337317,same_side_for>=60s AND confirm_score>=0.6,0.625,0.6932097771247739,44.05000000000291,0.6135804457504521,0.6455295284337317,True,yes,True,2,35.0
kinetic_path_confirm,KXBTC15M-26MAY041415-15,2026-05-04T18:13:00.527874+00:00,2026-05-03T04:15:00+00:00,2026-05-04T18:00:46.068000+00:00,2026-05-04T18:01:46.203000+00:00,2026-05-04T18:15:00+00:00,60.135,no,74.0,77.0,75.0,793.797,54119,heartbeat:54119,kinetic_touch_score_15,0.7036935810771693,same_side_for>=60s AND confirm_score>=0.6,0.76,0.6463474877186366,11.870000000009895,0.7073050245627268,0.7036935810771693,True,no,True,2,21.0
kinetic_path_confirm,KXBTC15M-26MAY041430-30,2026-05-04T18:28:50.929081+00:00,2026-05-03T04:15:00+00:00,2026-05-04T18:16:03.351000+00:00,2026-05-04T18:17:07.410000+00:00,2026-05-04T18:30:00+00:00,64.059,no,69.0,70.0,69.0,772.59,54186,heartbeat:54186,kinetic_touch_score_15,0.7418209382021562,same_side_for>=60s AND confirm_score>=0.6,0.695,0.7284326627127209,0.0,0.5431346745745582,0.7418209382021562,True,no,True,2,28.0
kinetic_path_confirm,KXBTC15M-26MAY041500-00,2026-05-04T18:48:04.428599+00:00,2026-05-03T04:15:00+00:00,2026-05-04T18:46:17.131000+00:00,2026-05-04T18:47:17.214000+00:00,2026-05-04T19:00:00+00:00,60.083,no,60.0,63.0,62.0,762.786,54318,heartbeat:54318,kinetic_touch_score_15,0.6418112458936883,same_side_for>=60s AND confirm_score>=0.6,0.625,0.5880255909127418,0.0,0.8239488181745165,0.6418112458936883,True,no,True,2,35.0
kinetic_path_confirm,KXBTC15M-26MAY041515-15,2026-05-04T19:03:29.588563+00:00,2026-05-03T04:15:00+00:00,2026-05-04T19:02:03.407000+00:00,2026-05-04T19:03:03.460000+00:00,2026-05-04T19:15:00+00:00,60.053,no,62.0,69.0,68.0,716.54,54387,heartbeat:54387,kinetic_touch_score_15,0.6880450017706818,same_side_for>=60s AND confirm_score>=0.6,0.685,0.6427636953951059,0.0,0.7144726092097882,0.6880450017706818,True,no,True,2,29.0
kinetic_path_confirm,KXBTC15M-26MAY041530-30,2026-05-04T19:19:38.247796+00:00,2026-05-03T04:15:00+00:00,2026-05-04T19:17:04.905000+00:00,2026-05-04T19:18:04.975000+00:00,2026-05-04T19:30:00+00:00,60.07,no,60.0,76.0,75.0,715.025,54453,heartbeat:54453,kinetic_touch_score_15,0.7775891372621947,same_side_for>=60s AND confirm_score>=0.6,0.755,0.7553260474521767,0.0,0.4893479050956466,0.7775891372621947,True,no,True,2,22.0
kinetic_path_confirm,KXBTC15M-26MAY041545-45,2026-05-04T19:36:15.175776+00:00,2026-05-03T04:15:00+00:00,2026-05-04T19:33:06.096000+00:00,2026-05-04T19:34:06.135000+00:00,2026-05-04T19:45:00+00:00,60.039,yes,58.0,62.0,61.0,653.865,54523,heartbeat:54523,kinetic_touch_score_15,0.6326142039634239,same_side_for>=60s AND confirm_score>=0.6,0.615,0.654121520866376,12.619999999995343,0.691756958267248,0.6326142039634239,True,yes,True,2,36.0
kinetic_path_confirm,KXBTC15M-26MAY041615-15,2026-05-04T20:11:25.295369+00:00,2026-05-03T04:15:00+00:00,2026-05-04T20:01:08.263000+00:00,2026-05-04T20:02:08.336000+00:00,2026-05-04T20:15:00+00:00,60.073,no,73.0,75.0,74.0,771.664,54647,heartbeat:54647,kinetic_touch_score_15,0.7058247667054914,same_side_for>=60s AND confirm_score>=0.6,0.745,0.6975144027144409,0.0,0.6049711945711183,0.7058247667054914,True,yes,False,2,-77.0
kinetic_path_confirm,KXBTC15M-26MAY041630-30,2026-05-04T20:22:56.014485+00:00,2026-05-03T04:15:00+00:00,2026-05-04T20:15:24.378000+00:00,2026-05-04T20:17:09.519000+00:00,2026-05-04T20:30:00+00:00,105.141,yes,57.0,62.0,61.0,770.481,54713,heartbeat:54713,kinetic_touch_score_15,0.6524467593870099,same_side_for>=60s AND confirm_score>=0.6,0.615,0.6142169501537609,0.0,0.7715660996924782,0.6524467593870099,True,no,False,2,-64.0
kinetic_path_confirm,KXBTC15M-26MAY041645-45,2026-05-04T20:34:38.205714+00:00,2026-05-03T04:15:00+00:00,2026-05-04T20:33:10.947000+00:00,2026-05-04T20:34:11.041000+00:00,2026-05-04T20:45:00+00:00,60.094,no,71.0,83.0,82.0,648.959,54793,heartbeat:54793,kinetic_touch_score_15,0.8026063642198177,same_side_for>=60s AND confirm_score>=0.6,0.825,0.7499959095326613,0.0,0.5000081809346775,0.8026063642198177,True,no,True,1,16.0
kinetic_path_confirm,KXBTC15M-26MAY041700-00,2026-05-04T20:48:38.851257+00:00,2026-05-03T04:15:00+00:00,2026-05-04T20:47:27.363000+00:00,2026-05-04T20:48:27.454000+00:00,2026-05-04T21:00:00+00:00,60.091,yes,67.0,67.0,66.0,692.546,54856,heartbeat:54856,kinetic_touch_score_15,0.6068306963343539,same_side_for>=60s AND confirm_score>=0.6,0.665,0.6094148126171329,59.86000000000058,0.7811703747657341,0.6068306963343539,True,yes,True,2,31.0
kinetic_path_confirm,KXBTC15M-26MAY041715-15,2026-05-04T21:11:26.205025+00:00,2026-05-03T04:15:00+00:00,2026-05-04T21:01:13.673000+00:00,2026-05-04T21:02:13.819000+00:00,2026-05-04T21:15:00+00:00,60.146,yes,69.0,86.0,85.0,766.181,54917,heartbeat:54917,kinetic_touch_score_15,0.8281939122645525,same_side_for>=60s AND confirm_score>=0.6,0.855,0.7754548001072029,0.0,0.4490903997855942,0.8281939122645525,True,yes,True,1,13.0
kinetic_path_confirm,KXBTC15M-26MAY041730-30,2026-05-04T21:23:49.497856+00:00,2026-05-03T04:15:00+00:00,2026-05-04T21:18:00.371000+00:00,2026-05-04T21:19:00.448000+00:00,2026-05-04T21:30:00+00:00,60.077,no,66.0,67.0,66.0,659.552,54990,heartbeat:54990,kinetic_touch_score_15,0.6289262461968469,same_side_for>=60s AND confirm_score>=0.6,0.665,0.6474104209058229,13.339999999996508,0.7051791581883542,0.6289262461968469,True,yes,False,2,-69.0
kinetic_path_confirm,KXBTC15M-26MAY041745-45,2026-05-04T21:35:59.770446+00:00,2026-05-03T04:15:00+00:00,2026-05-04T21:31:01.505000+00:00,2026-05-04T21:32:01.591000+00:00,2026-05-04T21:45:00+00:00,60.086,yes,68.0,81.0,80.0,778.409,55048,heartbeat:55048,kinetic_touch_score_15,0.7485352852571049,same_side_for>=60s AND confirm_score>=0.6,0.805,0.7151452098229847,0.0,0.5697095803540306,0.7485352852571049,True,yes,True,2,17.0
kinetic_path_confirm,KXBTC15M-26MAY041800-00,2026-05-04T21:48:44.061995+00:00,2026-05-03T04:15:00+00:00,2026-05-04T21:46:02.701000+00:00,2026-05-04T21:47:02.788000+00:00,2026-05-04T22:00:00+00:00,60.087,yes,58.0,57.0,55.0,777.212,55161,heartbeat:55161,kinetic_touch_score_15,0.6206161602575914,same_side_for>=60s AND confirm_score>=0.6,0.56,0.6279205885716026,0.0,0.7441588228567948,0.6206161602575914,True,yes,True,2,41.0
kinetic_path_confirm,KXBTC15M-26MAY041815-15,2026-05-04T22:03:08.319479+00:00,2026-05-03T04:15:00+00:00,2026-05-04T22:01:03.664000+00:00,2026-05-04T22:02:03.732000+00:00,2026-05-04T22:15:00+00:00,60.068,yes,81.0,83.0,82.0,776.268,55303,heartbeat:55303,kinetic_touch_score_15,0.8291047702166877,same_side_for>=60s AND confirm_score>=0.6,0.825,0.7996181217902213,0.0,0.4007637564195574,0.8291047702166877,True,yes,True,1,16.0
kinetic_path_confirm,KXBTC15M-26MAY041830-30,2026-05-04T22:24:24.955516+00:00,2026-05-03T04:15:00+00:00,2026-05-04T22:18:04.895000+00:00,2026-05-04T22:19:04.989000+00:00,2026-05-04T22:30:00+00:00,60.094,no,78.0,84.0,83.0,655.011,55432,heartbeat:55432,kinetic_touch_score_15,0.841415646997318,same_side_for>=60s AND confirm_score>=0.6,0.835,0.8156706511572676,0.0,0.3686586976854649,0.841415646997318,True,no,True,1,15.0
kinetic_path_confirm,KXBTC15M-26MAY041845-45,2026-05-04T22:36:54.130171+00:00,2026-05-03T04:15:00+00:00,2026-05-04T22:31:06.080000+00:00,2026-05-04T22:32:06.166000+00:00,2026-05-04T22:45:00+00:00,60.086,no,71.0,78.0,77.0,773.834,55496,heartbeat:55496,kinetic_touch_score_15,0.7283965702054105,same_side_for>=60s AND confirm_score>=0.6,0.775,0.6449546612358602,0.0,0.7100906775282796,0.7283965702054105,True,no,True,2,20.0
kinetic_path_confirm,KXBTC15M-26MAY041900-00,2026-05-04T22:49:18.708432+00:00,2026-05-03T04:15:00+00:00,2026-05-04T22:48:07.654000+00:00,2026-05-04T22:49:07.763000+00:00,2026-05-04T23:00:00+00:00,60.109,yes,72.0,75.0,74.0,652.237,55641,heartbeat:55641,kinetic_touch_score_15,0.7659309404858272,same_side_for>=60s AND confirm_score>=0.6,0.745,0.7547450598837685,6.210000000006403,0.490509880232463,0.7659309404858272,True,no,False,2,-77.0
kinetic_path_confirm,KXBTC15M-26MAY041915-15,2026-05-04T23:02:01.365363+00:00,2026-05-03T04:15:00+00:00,2026-05-04T23:00:23.619000+00:00,2026-05-04T23:01:23.707000+00:00,2026-05-04T23:15:00+00:00,60.088,no,60.0,87.0,86.0,816.293,55750,heartbeat:55750,kinetic_touch_score_15,0.800215442647957,same_side_for>=60s AND confirm_score>=0.6,0.865,0.714128666707318,0.0,0.571742666585364,0.800215442647957,True,no,True,1,12.0
kinetic_path_confirm,KXBTC15M-26MAY041930-30,2026-05-04T23:19:29.911922+00:00,2026-05-03T04:15:00+00:00,2026-05-04T23:17:10.013000+00:00,2026-05-04T23:18:10.069000+00:00,2026-05-04T23:30:00+00:00,60.056,no,59.0,64.0,62.0,709.931,55835,heartbeat:55835,kinetic_touch_score_15,0.6630908137979832,same_side_for>=60s AND confirm_score>=0.6,0.63,0.6370680217038605,0.0,0.7258639565922791,0.6630908137979832,True,yes,False,2,-66.0
