market,result,status,settlement_ts,close_time,watch_close_time,watch_status,first_seen_ts,last_seen_ts,heartbeat_count,source
KXBTC15M-26MAY091330-30,yes,finalized,2026-05-09T17:30:16.949715Z,2026-05-09T17:30:00Z,2026-05-09T17:30:00Z,active,2026-05-09 13:16:17,2026-05-09 13:30:04,56,kalshi_api
KXBTC15M-26MAY091345-45,yes,finalized,2026-05-09T17:45:17.00267Z,2026-05-09T17:45:00Z,2026-05-09T17:45:00Z,active,2026-05-09 13:30:18,2026-05-09 13:45:08,60,kalshi_api
KXBTC15M-26MAY091400-00,no,finalized,2026-05-09T18:00:16.961804Z,2026-05-09T18:00:00Z,2026-05-09T18:00:00Z,active,2026-05-09 13:45:17,2026-05-09 14:00:12,60,kalshi_api
KXBTC15M-26MAY091415-15,no,finalized,2026-05-09T18:15:17.005169Z,2026-05-09T18:15:00Z,2026-05-09T18:15:00Z,active,2026-05-09 14:00:17,2026-05-09 14:15:32,61,kalshi_api
KXBTC15M-26MAY091430-30,yes,determined,,2026-05-09T18:30:00Z,2026-05-09T18:30:00Z,active,2026-05-09 14:15:32,2026-05-09 14:30:24,59,kalshi_api
KXBTC15M-26MAY091445-45,no,finalized,2026-05-09T18:45:06.946902Z,2026-05-09T18:45:00Z,2026-05-09T18:45:00Z,active,2026-05-09 14:30:33,2026-05-09 14:45:19,59,kalshi_api
KXBTC15M-26MAY091500-00,no,determined,,2026-05-09T19:00:00Z,2026-05-09T19:00:00Z,active,2026-05-09 14:45:33,2026-05-09 15:00:02,58,kalshi_api
KXBTC15M-26MAY091515-15,no,finalized,2026-05-09T19:15:16.998391Z,2026-05-09T19:15:00Z,2026-05-09T19:15:00Z,closed,2026-05-09 15:00:05,2026-05-09 15:15:15,60,kalshi_api
KXBTC15M-26MAY091530-30,no,finalized,2026-05-09T19:30:16.956036Z,2026-05-09T19:30:00Z,2026-05-09T19:30:00Z,active,2026-05-09 15:15:18,2026-05-09 15:30:13,59,kalshi_api
KXBTC15M-26MAY091545-45,yes,finalized,2026-05-09T19:45:16.955894Z,2026-05-09T19:45:00Z,2026-05-09T19:45:00Z,active,2026-05-09 15:30:17,2026-05-09 15:45:04,58,kalshi_api
KXBTC15M-26MAY091600-00,yes,finalized,2026-05-09T20:00:16.954859Z,2026-05-09T20:00:00Z,2026-05-09T20:00:00Z,active,2026-05-09 15:45:17,2026-05-09 16:00:27,57,kalshi_api
KXBTC15M-26MAY091615-15,no,finalized,2026-05-09T20:15:16.950679Z,2026-05-09T20:15:00Z,2026-05-09T20:15:00Z,active,2026-05-09 16:00:33,2026-05-09 16:15:29,57,kalshi_api
KXBTC15M-26MAY091630-30,no,finalized,2026-05-09T20:30:17.000318Z,2026-05-09T20:30:00Z,2026-05-09T20:30:00Z,active,2026-05-09 16:15:33,2026-05-09 16:25:41,36,kalshi_api
KXBTC15M-26MAY091645-45,yes,finalized,2026-05-09T20:45:17.006587Z,2026-05-09T20:45:00Z,2026-05-09T20:45:00Z,active,2026-05-09 16:39:48,2026-05-09 16:40:06,2,kalshi_api
