market,result,status,settlement_ts,close_time,watch_close_time,watch_status,first_seen_ts,last_seen_ts,heartbeat_count,source
KXBTC15M-26APR231300-00,no,finalized,2026-04-23T17:00:14.96823Z,2026-04-23T17:00:00Z,2026-04-23T17:00:00Z,active,2026-04-23 12:58:50,2026-04-23 13:00:35,8,kalshi_api
KXBTC15M-26APR231315-15,no,finalized,2026-04-23T17:15:14.82824Z,2026-04-23T17:15:00Z,2026-04-23T17:15:00Z,active,2026-04-23 13:00:44,2026-04-23 13:15:06,46,kalshi_api
KXBTC15M-26APR231330-30,no,finalized,2026-04-23T17:30:14.975602Z,2026-04-23T17:30:00Z,2026-04-23T17:30:00Z,active,2026-04-23 13:15:14,2026-04-23 13:30:23,61,kalshi_api
KXBTC15M-26APR231345-45,no,finalized,2026-04-23T17:45:14.172731Z,2026-04-23T17:45:00Z,2026-04-23T17:45:00Z,active,2026-04-23 13:30:29,2026-04-23 13:45:25,60,kalshi_api
KXBTC15M-26APR231400-00,yes,finalized,2026-04-23T18:00:14.17447Z,2026-04-23T18:00:00Z,2026-04-23T18:00:00Z,active,2026-04-23 13:45:29,2026-04-23 14:00:26,60,kalshi_api
KXBTC15M-26APR231415-15,yes,finalized,2026-04-23T18:15:14.877911Z,2026-04-23T18:15:00Z,2026-04-23T18:15:00Z,active,2026-04-23 14:00:29,2026-04-23 14:15:13,59,kalshi_api
KXBTC15M-26APR231430-30,no,finalized,2026-04-23T18:30:14.321367Z,2026-04-23T18:30:00Z,2026-04-23T18:30:00Z,active,2026-04-23 14:15:14,2026-04-23 14:30:05,59,kalshi_api
KXBTC15M-26APR231445-45,yes,finalized,2026-04-23T18:45:14.270167Z,2026-04-23T18:45:00Z,2026-04-23T18:45:00Z,active,2026-04-23 14:30:14,2026-04-23 14:45:17,61,kalshi_api
KXBTC15M-26APR231500-00,no,finalized,2026-04-23T19:00:14.22289Z,2026-04-23T19:00:00Z,2026-04-23T19:00:00Z,active,2026-04-23 14:45:29,2026-04-23 15:00:19,60,kalshi_api
KXBTC15M-26APR231515-15,no,finalized,2026-04-23T19:15:14.722588Z,2026-04-23T19:15:00Z,2026-04-23T19:15:00Z,active,2026-04-23 15:00:29,2026-04-23 15:15:06,59,kalshi_api
KXBTC15M-26APR231530-30,yes,finalized,2026-04-23T19:30:14.074799Z,2026-04-23T19:30:00Z,2026-04-23T19:30:00Z,active,2026-04-23 15:15:14,2026-04-23 15:30:08,60,kalshi_api
KXBTC15M-26APR231545-45,no,finalized,2026-04-23T19:45:14.076335Z,2026-04-23T19:45:00Z,2026-04-23T19:45:00Z,active,2026-04-23 15:30:14,2026-04-23 15:45:25,61,kalshi_api
KXBTC15M-26APR231600-00,yes,finalized,2026-04-23T20:00:14.070245Z,2026-04-23T20:00:00Z,2026-04-23T20:00:00Z,active,2026-04-23 15:45:29,2026-04-23 16:00:26,60,kalshi_api
KXBTC15M-26APR231615-15,yes,finalized,2026-04-23T20:15:14.066835Z,2026-04-23T20:15:00Z,2026-04-23T20:15:00Z,active,2026-04-23 16:00:29,2026-04-23 16:15:13,59,kalshi_api
KXBTC15M-26APR231630-30,no,finalized,2026-04-23T20:30:14.223068Z,2026-04-23T20:30:00Z,2026-04-23T20:30:00Z,active,2026-04-23 16:15:14,2026-04-23 16:30:05,59,kalshi_api
KXBTC15M-26APR231645-45,yes,finalized,2026-04-23T20:45:14.925712Z,2026-04-23T20:45:00Z,2026-04-23T20:45:00Z,active,2026-04-23 16:30:14,2026-04-23 16:45:05,60,kalshi_api
KXBTC15M-26APR231700-00,no,finalized,2026-04-23T21:00:14.219899Z,2026-04-23T21:00:00Z,2026-04-23T21:00:00Z,active,2026-04-23 16:45:14,2026-04-23 17:00:18,61,kalshi_api
KXBTC15M-26APR231715-15,yes,finalized,2026-04-23T21:15:14.226288Z,2026-04-23T21:15:00Z,2026-04-23T21:15:00Z,active,2026-04-23 17:00:29,2026-04-23 17:15:20,60,kalshi_api
KXBTC15M-26APR231730-30,yes,finalized,2026-04-23T21:30:14.825929Z,2026-04-23T21:30:00Z,2026-04-23T21:30:00Z,active,2026-04-23 17:15:29,2026-04-23 17:30:07,59,kalshi_api
KXBTC15M-26APR231745-45,yes,finalized,2026-04-23T21:45:14.118583Z,2026-04-23T21:45:00Z,2026-04-23T21:45:00Z,active,2026-04-23 17:30:14,2026-04-23 17:45:09,60,kalshi_api
KXBTC15M-26APR231800-00,no,finalized,2026-04-23T22:00:14.171537Z,2026-04-23T22:00:00Z,2026-04-23T22:00:00Z,active,2026-04-23 17:45:14,2026-04-23 18:00:16,60,kalshi_api
