entry_ts,market,side,qty,entry_trigger_cents,entry_fill_cents_assumed,entry_fill_cents_actual,entry_fill_cents_used,entry_fee_cents,total_fees_dollars,entry_notional_dollars,exit_ts,exit_trigger_cents,exit_fill_cents_assumed,exit_fill_cents_actual,exit_fill_cents_used,exit_fee_cents,exit_notional_dollars,outcome,resolution_source,result,gross_pnl_dollars,net_pnl_dollars,net_pnl_percent,gross_pnl_percent,market_status,market_result,settlement_ts
2026-04-30 22:17:02,KXBTC15M-26APR302230-30,yes,2,69,69,,69,0,0.0,1.38,2026-04-30 22:17:32,63,63.0,,63.0,0,1.26,exited_before_settlement,bot_exit_signal,,-0.12,-0.12,-8.6957,-8.6957,,,
2026-04-30 22:19:55,KXBTC15M-26APR302230-30,no,2,80,80,,80,0,0.0,1.6,2026-04-30 22:21:01,86,86.0,,86.0,0,1.72,exited_before_settlement,bot_exit_signal,,0.12,0.12,7.5,7.5,,,
2026-04-30 22:21:31,KXBTC15M-26APR302230-30,no,2,85,85,,85,0,0.0,1.7,2026-04-30 22:24:03,88,88.0,,88.0,0,1.76,exited_before_settlement,bot_exit_signal,,0.06,0.06,3.5294,3.5294,,,
2026-04-30 22:32:50,KXBTC15M-26APR302245-45,no,2,80,80,,80,0,0.0,1.6,2026-04-30 22:34:05,82,82.0,,82.0,0,1.64,exited_before_settlement,bot_exit_signal,,0.04,0.04,2.5,2.5,,,
2026-04-30 23:16:08,KXBTC15M-26APR302330-30,yes,2,78,78,,78,0,0.0,1.56,2026-04-30 23:16:39,77,77.0,,77.0,0,1.54,exited_before_settlement,bot_exit_signal,,-0.02,-0.02,-1.2821,-1.2821,,,
2026-04-30 23:17:01,KXBTC15M-26APR302330-30,yes,2,85,85,,85,0,0.0,1.7,,,,,,0,,win,kalshi_api,yes,0.3,0.3,17.6471,17.6471,finalized,yes,2026-05-01T03:30:16.755Z
2026-05-01 00:13:03,KXBTC15M-26MAY010015-15,yes,2,61,61,,61,0,0.0,1.22,2026-05-01 00:13:34,81,81.0,,81.0,0,1.62,exited_before_settlement,bot_exit_signal,,0.4,0.4,32.7869,32.7869,,,
2026-05-01 01:05:03,KXBTC15M-26MAY010115-15,yes,2,82,82,,82,0,0.0,1.64,2026-05-01 01:07:11,93,93.0,,93.0,0,1.86,exited_before_settlement,bot_exit_signal,,0.22,0.22,13.4146,13.4146,,,
2026-05-01 01:55:07,KXBTC15M-26MAY010200-00,yes,2,80,80,,80,0,0.0,1.6,2026-05-01 01:55:38,84,84.0,,84.0,0,1.68,exited_before_settlement,bot_exit_signal,,0.08,0.08,5.0,5.0,,,
2026-05-01 01:57:05,KXBTC15M-26MAY010200-00,yes,2,79,79,,79,0,0.0,1.58,2026-05-01 01:57:36,88,88.0,,88.0,0,1.76,exited_before_settlement,bot_exit_signal,,0.18,0.18,11.3924,11.3924,,,
2026-05-01 02:50:44,KXBTC15M-26MAY010300-00,no,2,88,88,,88,0,0.0,1.76,2026-05-01 02:52:53,77,77.0,,77.0,0,1.54,exited_before_settlement,bot_exit_signal,,-0.22,-0.22,-12.5,-12.5,,,
2026-05-01 02:56:03,KXBTC15M-26MAY010300-00,yes,2,85,85,,85,0,0.0,1.7,2026-05-01 02:56:34,93,93.0,,93.0,0,1.86,exited_before_settlement,bot_exit_signal,,0.16,0.16,9.4118,9.4118,,,
2026-05-01 03:10:06,KXBTC15M-26MAY010315-15,yes,2,66,66,,66,0,0.0,1.32,2026-05-01 03:10:37,67,67.0,,67.0,0,1.34,exited_before_settlement,bot_exit_signal,,0.02,0.02,1.5152,1.5152,,,
2026-05-01 03:13:03,KXBTC15M-26MAY010315-15,yes,2,84,84,,84,0,0.0,1.68,2026-05-01 03:13:35,90,90.0,,90.0,0,1.8,exited_before_settlement,bot_exit_signal,,0.12,0.12,7.1429,7.1429,,,
2026-05-01 03:22:03,KXBTC15M-26MAY010330-30,yes,2,76,76,,76,0,0.0,1.52,2026-05-01 03:22:34,64,64.0,,64.0,0,1.28,exited_before_settlement,bot_exit_signal,,-0.24,-0.24,-15.7895,-15.7895,,,
2026-05-01 03:49:46,KXBTC15M-26MAY010400-00,yes,1,75,75,,75,0,0.0,0.75,,,,,,0,,win,kalshi_api,yes,0.25,0.25,33.3333,33.3333,finalized,yes,2026-05-01T08:00:16.746046Z
2026-05-01 04:15:51,KXBTC15M-26MAY010430-30,yes,4,83,86,,86,0,0.0,3.46,,,,,,0,,win,kalshi_api,yes,0.56,0.56,16.185,16.185,finalized,yes,2026-05-01T08:30:16.696693Z
2026-05-01 04:58:29,KXBTC15M-26MAY010500-00,yes,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,yes,0.2,0.2,11.1111,11.1111,finalized,yes,2026-05-01T09:00:16.700542Z
2026-05-01 05:24:38,KXBTC15M-26MAY010530-30,yes,2,87,87,,87,0,0.0,1.74,2026-05-01 05:25:15,72,72.0,,72.0,0,1.44,exited_before_settlement,bot_exit_signal,,-0.3,-0.3,-17.2414,-17.2414,,,
2026-05-01 05:26:57,KXBTC15M-26MAY010530-30,yes,2,85,85,,85,0,0.0,1.7,2026-05-01 05:28:29,95,95.0,,95.0,0,1.9,exited_before_settlement,bot_exit_signal,,0.2,0.2,11.7647,11.7647,,,
2026-05-01 06:16:32,KXBTC15M-26MAY010630-30,yes,2,77,77,,77,0,0.0,1.54,,,,,,0,,win,kalshi_api,yes,0.46,0.46,29.8701,29.8701,finalized,yes,2026-05-01T10:30:06.696612Z
2026-05-01 06:53:38,KXBTC15M-26MAY010700-00,yes,2,78,78,,78,0,0.0,1.56,2026-05-01 06:55:11,57,57.0,,57.0,0,1.14,exited_before_settlement,bot_exit_signal,,-0.42,-0.42,-26.9231,-26.9231,,,
2026-05-01 06:56:07,KXBTC15M-26MAY010700-00,yes,3,80,81,,81,0,0.0,2.44,,,,,,0,,win,kalshi_api,yes,0.57,0.57,23.3607,23.3607,finalized,yes,2026-05-01T11:00:06.695861Z
2026-05-01 07:00:34,KXBTC15M-26MAY010715-15,yes,2,65,65,,65,0,0.0,1.3,2026-05-01 07:01:29,61,61.0,,61.0,0,1.22,exited_before_settlement,bot_exit_signal,,-0.08,-0.08,-6.1538,-6.1538,,,
2026-05-01 07:02:01,KXBTC15M-26MAY010715-15,yes,2,68,68,,68,0,0.0,1.36,2026-05-01 07:02:47,60,60.0,,60.0,0,1.2,exited_before_settlement,bot_exit_signal,,-0.16,-0.16,-11.7647,-11.7647,,,
2026-05-01 07:11:38,KXBTC15M-26MAY010715-15,yes,2,57,57,,57,0,0.0,1.14,,,,,,0,,win,kalshi_api,yes,0.86,0.86,75.4386,75.4386,finalized,yes,2026-05-01T11:15:16.6952Z
2026-05-01 07:16:36,KXBTC15M-26MAY010730-30,yes,6,72,83,,83,0,0.0,5.02,,,,,,0,,win,kalshi_api,yes,1.02,1.02,20.3187,20.3187,finalized,yes,2026-05-01T11:30:16.696268Z
2026-05-01 07:30:32,KXBTC15M-26MAY010745-45,yes,2,69,69,,69,0,0.0,1.38,2026-05-01 07:31:59,64,64.0,,64.0,0,1.28,exited_before_settlement,bot_exit_signal,,-0.1,-0.1,-7.2464,-7.2464,,,
2026-05-01 07:32:12,KXBTC15M-26MAY010745-45,yes,2,67,67,,67,0,0.0,1.34,2026-05-01 07:33:41,64,64.0,,64.0,0,1.28,exited_before_settlement,bot_exit_signal,,-0.06,-0.06,-4.4776,-4.4776,,,
2026-05-01 07:33:55,KXBTC15M-26MAY010745-45,yes,2,69,69,,69,0,0.0,1.38,2026-05-01 07:34:29,53,53.0,,53.0,0,1.06,exited_before_settlement,bot_exit_signal,,-0.32,-0.32,-23.1884,-23.1884,,,
2026-05-01 07:41:01,KXBTC15M-26MAY010745-45,yes,2,83,83,,83,0,0.0,1.66,2026-05-01 07:42:02,62,62.0,,62.0,0,1.24,exited_before_settlement,bot_exit_signal,,-0.42,-0.42,-25.3012,-25.3012,,,
2026-05-01 07:42:03,KXBTC15M-26MAY010745-45,yes,2,51,51,,51,0,0.0,1.02,2026-05-01 07:42:03,,62.0,62.0,62.0,0,1.24,exited_before_settlement,execution_telemetry_exit,,0.22,0.22,21.5686,21.5686,,,
2026-05-01 07:57:09,KXBTC15M-26MAY010800-00,yes,2,70,70,,70,0,0.0,1.4,,,,,,0,,win,kalshi_api,yes,0.6,0.6,42.8571,42.8571,finalized,yes,2026-05-01T12:00:16.696696Z
2026-05-01 08:01:10,KXBTC15M-26MAY010815-15,yes,2,61,61,,61,0,0.0,1.22,2026-05-01 08:01:43,41,41.0,,41.0,0,0.82,exited_before_settlement,bot_exit_signal,,-0.4,-0.4,-32.7869,-32.7869,,,
2026-05-01 08:02:26,KXBTC15M-26MAY010815-15,yes,4,63,66,,66,0,0.0,2.62,2026-05-01 08:04:57,55,55.0,,55.0,0,2.2,exited_before_settlement,bot_exit_signal,,-0.44,-0.44,-16.7939,-16.7939,,,
2026-05-01 08:12:26,KXBTC15M-26MAY010815-15,yes,2,69,69,,69,0,0.0,1.38,2026-05-01 08:13:05,55,55.0,,55.0,0,1.1,exited_before_settlement,bot_exit_signal,,-0.28,-0.28,-20.2899,-20.2899,,,
2026-05-01 08:13:09,KXBTC15M-26MAY010815-15,yes,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,yes,0.2,0.2,11.1111,11.1111,finalized,yes,2026-05-01T12:15:16.699211Z
