market,result,status,settlement_ts,close_time,watch_close_time,watch_status,first_seen_ts,last_seen_ts,heartbeat_count,source
KXBTC15M-26MAY092330-30,no,finalized,2026-05-10T03:30:15.899003Z,2026-05-10T03:30:00Z,2026-05-10T03:30:00Z,active,2026-05-09 23:20:16,2026-05-09 23:30:32,42,kalshi_api
KXBTC15M-26MAY092345-45,yes,determined,,2026-05-10T03:45:00Z,2026-05-10T03:45:00Z,active,2026-05-09 23:30:33,2026-05-09 23:45:04,58,kalshi_api
KXBTC15M-26MAY100000-00,yes,finalized,2026-05-10T04:01:05.955707Z,2026-05-10T04:00:00Z,2026-05-10T04:00:00Z,active,2026-05-09 23:45:17,2026-05-10 00:00:05,60,kalshi_api
KXBTC15M-26MAY100015-15,no,finalized,2026-05-10T04:16:45.900537Z,2026-05-10T04:15:00Z,2026-05-10T04:15:00Z,active,2026-05-10 00:00:18,2026-05-10 00:15:07,60,kalshi_api
KXBTC15M-26MAY100030-30,yes,finalized,2026-05-10T04:31:45.958317Z,2026-05-10T04:30:00Z,2026-05-10T04:30:00Z,closed,2026-05-10 00:15:18,2026-05-10 00:30:11,60,kalshi_api
KXBTC15M-26MAY100045-45,no,determined,,2026-05-10T04:45:00Z,2026-05-10T04:45:00Z,closed,2026-05-10 00:30:18,2026-05-10 00:45:27,61,kalshi_api
KXBTC15M-26MAY100100-00,no,finalized,2026-05-10T05:01:45.902087Z,2026-05-10T05:00:00Z,2026-05-10T05:00:00Z,active,2026-05-10 00:45:33,2026-05-10 01:00:29,60,kalshi_api
KXBTC15M-26MAY100115-15,no,finalized,2026-05-10T05:16:45.904674Z,2026-05-10T05:15:00Z,2026-05-10T05:15:00Z,active,2026-05-10 01:00:33,2026-05-10 01:15:00,58,kalshi_api
KXBTC15M-26MAY100130-30,yes,finalized,2026-05-10T05:31:45.95918Z,2026-05-10T05:30:00Z,2026-05-10T05:30:00Z,initialized,2026-05-10 01:15:05,2026-05-10 01:30:16,60,kalshi_api
KXBTC15M-26MAY100145-45,no,finalized,2026-05-10T05:46:45.905613Z,2026-05-10T05:45:00Z,2026-05-10T05:45:00Z,active,2026-05-10 01:30:18,2026-05-10 01:45:16,59,kalshi_api
KXBTC15M-26MAY100200-00,no,finalized,2026-05-10T06:01:45.896999Z,2026-05-10T06:00:00Z,2026-05-10T06:00:00Z,active,2026-05-10 01:45:18,2026-05-10 02:00:06,53,kalshi_api
KXBTC15M-26MAY100215-15,yes,finalized,2026-05-10T06:16:45.898517Z,2026-05-10T06:15:00Z,2026-05-10T06:15:00Z,active,2026-05-10 02:00:18,2026-05-10 02:15:13,56,kalshi_api
KXBTC15M-26MAY100230-30,no,finalized,2026-05-10T06:31:45.905533Z,2026-05-10T06:30:00Z,2026-05-10T06:30:00Z,active,2026-05-10 02:15:18,2026-05-10 02:30:23,59,kalshi_api
KXBTC15M-26MAY100245-45,yes,finalized,2026-05-10T06:46:45.895784Z,2026-05-10T06:45:00Z,2026-05-10T06:45:00Z,active,2026-05-10 02:30:32,2026-05-10 02:45:22,58,kalshi_api
