market,result,status,settlement_ts,close_time,watch_close_time,watch_status,first_seen_ts,last_seen_ts,heartbeat_count,source
KXBTC15M-26MAY100300-00,yes,determined,,2026-05-10T07:00:00Z,2026-05-10T07:00:00Z,closed,2026-05-10 02:45:33,2026-05-10 03:00:28,58,kalshi_api
KXBTC15M-26MAY100315-15,yes,finalized,2026-05-10T07:16:45.895279Z,2026-05-10T07:15:00Z,2026-05-10T07:15:00Z,active,2026-05-10 03:00:34,2026-05-10 09:10:57,17,kalshi_api
KXBTC15M-26MAY100915-15,yes,determined,,2026-05-10T13:15:00Z,2026-05-10T13:15:00Z,closed,2026-05-10 09:11:04,2026-05-10 09:15:30,18,kalshi_api
KXBTC15M-26MAY100930-30,yes,finalized,2026-05-10T13:30:55.851085Z,2026-05-10T13:30:00Z,2026-05-10T13:30:00Z,closed,2026-05-10 09:15:34,2026-05-10 09:30:30,59,kalshi_api
KXBTC15M-26MAY100945-45,no,finalized,2026-05-10T13:45:15.899607Z,2026-05-10T13:45:00Z,2026-05-10T13:45:00Z,active,2026-05-10 09:30:34,2026-05-10 09:45:22,59,kalshi_api
KXBTC15M-26MAY101000-00,yes,finalized,2026-05-10T14:00:15.904167Z,2026-05-10T14:00:00Z,2026-05-10T14:00:00Z,active,2026-05-10 09:45:33,2026-05-10 10:00:31,59,kalshi_api
KXBTC15M-26MAY101015-15,no,finalized,2026-05-10T14:15:15.900813Z,2026-05-10T14:15:00Z,2026-05-10T14:15:00Z,active,2026-05-10 10:00:33,2026-05-10 10:14:51,56,kalshi_api
KXBTC15M-26MAY101030-30,no,finalized,2026-05-10T14:30:15.90158Z,2026-05-10T14:30:00Z,2026-05-10T14:30:00Z,active,2026-05-10 10:15:05,2026-05-10 10:30:08,60,kalshi_api
KXBTC15M-26MAY101045-45,no,finalized,2026-05-10T14:45:15.901273Z,2026-05-10T14:45:00Z,2026-05-10T14:45:00Z,closed,2026-05-10 10:30:19,2026-05-10 10:45:05,60,kalshi_api
KXBTC15M-26MAY101100-00,yes,finalized,2026-05-10T15:00:15.947115Z,2026-05-10T15:00:00Z,2026-05-10T15:00:00Z,active,2026-05-10 10:45:18,2026-05-10 11:00:12,59,kalshi_api
KXBTC15M-26MAY101115-15,yes,finalized,2026-05-10T15:15:15.902038Z,2026-05-10T15:15:00Z,2026-05-10T15:15:00Z,closed,2026-05-10 11:00:19,2026-05-10 11:15:29,59,kalshi_api
KXBTC15M-26MAY101130-30,no,determined,,2026-05-10T15:30:00Z,2026-05-10T15:30:00Z,active,2026-05-10 11:15:33,2026-05-10 11:30:31,58,kalshi_api
KXBTC15M-26MAY101145-45,yes,finalized,2026-05-10T15:45:15.901532Z,2026-05-10T15:45:00Z,2026-05-10T15:45:00Z,active,2026-05-10 11:30:33,2026-05-10 11:45:29,59,kalshi_api
KXBTC15M-26MAY101200-00,yes,finalized,2026-05-10T16:00:15.895595Z,2026-05-10T16:00:00Z,2026-05-10T16:00:00Z,closed,2026-05-10 11:45:33,2026-05-10 12:00:30,59,kalshi_api
KXBTC15M-26MAY101215-15,yes,finalized,2026-05-10T16:15:15.901738Z,2026-05-10T16:15:00Z,2026-05-10T16:15:00Z,active,2026-05-10 12:00:33,2026-05-10 12:15:15,58,kalshi_api
KXBTC15M-26MAY101230-30,no,finalized,2026-05-10T16:30:15.898901Z,2026-05-10T16:30:00Z,2026-05-10T16:30:00Z,closed,2026-05-10 12:15:18,2026-05-10 12:30:08,58,kalshi_api
KXBTC15M-26MAY101245-45,no,finalized,2026-05-10T16:45:15.905784Z,2026-05-10T16:45:00Z,2026-05-10T16:45:00Z,active,2026-05-10 12:30:18,2026-05-10 12:45:10,58,kalshi_api
KXBTC15M-26MAY101300-00,yes,finalized,2026-05-10T17:00:15.900011Z,2026-05-10T17:00:00Z,2026-05-10T17:00:00Z,active,2026-05-10 12:45:18,2026-05-10 13:00:27,59,kalshi_api
KXBTC15M-26MAY101315-15,no,finalized,2026-05-10T17:15:15.900514Z,2026-05-10T17:15:00Z,2026-05-10T17:15:00Z,active,2026-05-10 13:00:33,2026-05-10 13:15:21,58,kalshi_api
KXBTC15M-26MAY101330-30,yes,finalized,2026-05-10T17:30:15.903804Z,2026-05-10T17:30:00Z,2026-05-10T17:30:00Z,closed,2026-05-10 13:15:33,2026-05-10 13:30:19,55,kalshi_api
KXBTC15M-26MAY101345-45,,active,,2026-05-10T17:45:00Z,2026-05-10T17:45:00Z,active,2026-05-10 13:30:33,2026-05-10 13:33:36,11,kalshi_api
