market,result,status,settlement_ts,close_time,watch_close_time,watch_status,first_seen_ts,last_seen_ts,heartbeat_count,source
KXBTC15M-26MAY071400-00,yes,finalized,2026-05-07T18:00:08.40357Z,2026-05-07T18:00:00Z,2026-05-07T18:00:00Z,active,2026-05-07 13:51:49,2026-05-07 14:00:05,26,kalshi_api
KXBTC15M-26MAY071415-15,,active,,2026-05-07T18:15:00Z,2026-05-07T18:15:00Z,active,2026-05-07 14:00:15,2026-05-07 14:08:05,32,kalshi_api
