market,result,status,settlement_ts,close_time,watch_close_time,watch_status,first_seen_ts,last_seen_ts,heartbeat_count,source
KXBTC15M-26MAY081630-30,,active,,2026-05-08T20:30:00Z,2026-05-08T20:30:00Z,active,2026-05-08 16:19:59,2026-05-08 16:25:33,23,kalshi_api
