pt_cents,sl_cents,trades,skipped,total_net_pnl_dollars,actual_net_pnl_dollars,delta_vs_actual_dollars,mean_net_pnl_dollars,std_net_pnl_dollars,sharpe_like,wins,losses,win_rate,exit_count,settlement_count,exit_rate,avg_hold_seconds
28,11,95,0,-4.89,-7.83,2.94,-0.051474,0.485084,-0.106113,23,72,0.2421,41,54,0.4316,239.75
20,56,95,0,-4.9,-7.83,2.93,-0.051579,0.737658,-0.069923,36,59,0.3789,31,64,0.3263,320.98
17,48,95,0,-4.9,-7.83,2.93,-0.051579,0.681429,-0.075692,36,59,0.3789,37,58,0.3895,300.8
38,15,95,0,-4.9,-7.83,2.93,-0.051579,0.53038,-0.097249,24,71,0.2526,27,68,0.2842,295.9
9,12,95,0,-4.9,-7.83,2.93,-0.051579,0.440134,-0.117189,30,65,0.3158,47,48,0.4947,204.04
17,20,95,0,-4.92,-7.83,2.91,-0.051789,0.539943,-0.095917,30,65,0.3158,38,57,0.4,265.74
26,17,95,0,-4.92,-7.83,2.91,-0.051789,0.532649,-0.09723,26,69,0.2737,30,65,0.3158,288.37
27,17,95,0,-4.92,-7.83,2.91,-0.051789,0.532649,-0.09723,26,69,0.2737,30,65,0.3158,288.37
26,11,95,0,-4.92,-7.83,2.91,-0.051789,0.484553,-0.106881,23,72,0.2421,41,54,0.4316,239.12
27,11,95,0,-4.92,-7.83,2.91,-0.051789,0.484553,-0.106881,23,72,0.2421,41,54,0.4316,239.12
20,6,95,0,-4.92,-7.83,2.91,-0.051789,0.436153,-0.118741,21,74,0.2211,60,35,0.6316,167.62
17,6,95,0,-4.93,-7.83,2.9,-0.051895,0.429884,-0.120718,22,73,0.2316,60,35,0.6316,165.18
12,12,95,0,-4.94,-7.83,2.89,-0.052,0.456789,-0.113838,28,67,0.2947,47,48,0.4947,212.83
18,66,95,0,-4.95,-7.83,2.88,-0.052105,0.764614,-0.068146,38,57,0.4,32,63,0.3368,320.29
18,67,95,0,-4.95,-7.83,2.88,-0.052105,0.764614,-0.068146,38,57,0.4,32,63,0.3368,320.29
18,68,95,0,-4.95,-7.83,2.88,-0.052105,0.764614,-0.068146,38,57,0.4,32,63,0.3368,320.29
18,69,95,0,-4.95,-7.83,2.88,-0.052105,0.764614,-0.068146,38,57,0.4,32,63,0.3368,320.29
18,70,95,0,-4.95,-7.83,2.88,-0.052105,0.764614,-0.068146,38,57,0.4,32,63,0.3368,320.29
18,71,95,0,-4.95,-7.83,2.88,-0.052105,0.764614,-0.068146,38,57,0.4,32,63,0.3368,320.29
18,72,95,0,-4.95,-7.83,2.88,-0.052105,0.764614,-0.068146,38,57,0.4,32,63,0.3368,320.29
36,4,95,0,-4.95,-7.83,2.88,-0.052105,0.422963,-0.123191,18,77,0.1895,65,30,0.6842,150.34
14,56,95,0,-4.96,-7.83,2.87,-0.05221,0.696099,-0.075004,38,57,0.4,39,56,0.4105,296.21
19,29,95,0,-4.96,-7.83,2.87,-0.05221,0.58181,-0.089738,31,64,0.3263,37,58,0.3895,285.81
18,65,95,0,-4.97,-7.83,2.86,-0.052316,0.76516,-0.068372,38,57,0.4,34,61,0.3579,317.11
29,18,95,0,-4.97,-7.83,2.86,-0.052316,0.535864,-0.097629,26,69,0.2737,29,66,0.3053,291.34
30,18,95,0,-4.97,-7.83,2.86,-0.052316,0.535864,-0.097629,26,69,0.2737,29,66,0.3053,291.34
31,18,95,0,-4.97,-7.83,2.86,-0.052316,0.535864,-0.097629,26,69,0.2737,29,66,0.3053,291.34
32,18,95,0,-4.97,-7.83,2.86,-0.052316,0.535864,-0.097629,26,69,0.2737,29,66,0.3053,291.34
33,18,95,0,-4.97,-7.83,2.86,-0.052316,0.535864,-0.097629,26,69,0.2737,29,66,0.3053,291.34
15,15,95,0,-4.97,-7.83,2.86,-0.052316,0.498089,-0.105033,28,67,0.2947,39,56,0.4105,251.19
9,14,95,0,-4.97,-7.83,2.86,-0.052316,0.449606,-0.116359,31,64,0.3263,44,51,0.4632,220.9
