entry_ts,exit_ts,market,side,entry_price_cents,exit_price_cents,entry_fee_cents,exit_fee_cents,net_pnl_cents,net_pnl_dollars,exit_reason,settlement_exit,hold_seconds,pt_cents,sl_cents,max_hold_seconds,sim_expected_net_cents,sim_sharpe_like,entry_fair_side_cents,entry_z_cents,entry_seconds_to_close
2026-05-11T00:20:03.864048+00:00,2026-05-11T00:28:20.099337+00:00,KXBTC15M-26MAY102030-30,yes,5.0,14.0,1.0,1.0,7.0,0.07,max_hold,False,496.235,25.0,55.0,480.0,22.9444,11.953969,42.9393,-36.9393,596.142
2026-05-11T00:35:18.845507+00:00,2026-05-11T00:35:29.154821+00:00,KXBTC15M-26MAY102045-45,no,25.0,50.0,2.0,2.0,21.0,0.21,take_profit,False,10.309,25.0,55.0,480.0,18.4158,3.386063,48.1154,25.1154,581.154
2026-05-11T00:50:00.120144+00:00,2026-05-11T00:58:20.000882+00:00,KXBTC15M-26MAY102100-00,yes,37.0,36.0,2.0,2.0,-5.0,-0.05,max_hold,False,499.881,25.0,55.0,480.0,13.7429,0.771303,49.0441,-12.5441,599.88
2026-05-11T01:20:01.572988+00:00,2026-05-11T01:20:15.666401+00:00,KXBTC15M-26MAY102130-30,no,14.0,53.0,1.0,2.0,36.0,0.36,take_profit,False,14.093,25.0,55.0,480.0,21.2063,2.463314,43.5608,10.0608,598.429
2026-05-11T02:07:54.705925+00:00,2026-05-11T02:08:03.308019+00:00,KXBTC15M-26MAY102215-15,yes,18.0,48.0,2.0,2.0,26.0,0.26,take_profit,False,8.602,25.0,55.0,480.0,7.6564,0.350241,43.393,-10.393,425.294
2026-05-11T02:20:05.970997+00:00,2026-05-11T02:28:20.046380+00:00,KXBTC15M-26MAY102230-30,yes,19.0,4.0,2.0,1.0,-18.0,-0.18,max_hold,False,494.075,25.0,55.0,480.0,16.2894,1.487272,42.3428,-23.8428,594.03
2026-05-11T02:35:05.352063+00:00,2026-05-11T02:35:19.925506+00:00,KXBTC15M-26MAY102245-45,yes,31.0,52.0,2.0,2.0,17.0,0.17,take_profit,False,14.573,18.0,55.0,480.0,2.8573,0.148179,45.6655,-4.1655,594.649
2026-05-11T02:51:20.993409+00:00,2026-05-11T02:59:40.048394+00:00,KXBTC15M-26MAY102300-00,no,34.0,46.0,2.0,2.0,8.0,0.08,max_hold,False,499.055,25.0,55.0,480.0,18.4691,2.345139,46.0576,7.0576,519.01
2026-05-11T03:06:16.074311+00:00,2026-05-11T03:06:24.620188+00:00,KXBTC15M-26MAY102315-15,yes,18.0,51.0,2.0,2.0,29.0,0.29,take_profit,False,8.546,18.0,55.0,480.0,7.9284,0.612728,40.8621,-6.3621,523.926
2026-05-11T03:20:45.344914+00:00,2026-05-11T03:20:55.190901+00:00,KXBTC15M-26MAY102330-30,yes,27.0,45.0,2.0,2.0,14.0,0.14,take_profit,False,9.846,12.0,55.0,480.0,3.5613,0.321655,40.0454,-4.0454,554.657
2026-05-11T03:35:51.206317+00:00,2026-05-11T03:41:34.345850+00:00,KXBTC15M-26MAY102345-45,yes,38.0,89.0,2.0,1.0,48.0,0.48,take_profit,False,343.14,12.0,55.0,480.0,3.4226,0.375255,47.9618,-4.4618,548.794
2026-05-11T04:51:15.598184+00:00,2026-05-11T04:57:44.270752+00:00,KXBTC15M-26MAY110100-00,yes,32.0,95.0,2.0,1.0,60.0,0.6,take_profit,False,388.673,18.0,55.0,480.0,5.6033,0.49452,38.2858,-6.7858,531.844
2026-05-11T05:55:37.141400+00:00,2026-05-11T05:55:57.215112+00:00,KXBTC15M-26MAY110200-00,no,27.0,67.0,2.0,2.0,36.0,0.36,take_profit,False,20.074,25.0,20.0,480.0,21.0,999.0,45.8809,17.8809,262.874
2026-05-11T06:21:39.914846+00:00,2026-05-11T06:24:36.869601+00:00,KXBTC15M-26MAY110230-30,yes,40.0,87.0,2.0,1.0,44.0,0.44,take_profit,False,176.955,18.0,55.0,480.0,9.317,1.560821,46.3755,-7.8755,500.101
2026-05-11T06:50:19.862832+00:00,2026-05-11T06:50:39.862046+00:00,KXBTC15M-26MAY110300-00,yes,30.0,49.0,2.0,2.0,15.0,0.15,take_profit,False,19.999,18.0,55.0,480.0,11.0317,1.408757,43.6904,-4.1904,580.137
2026-05-11T07:05:19.709889+00:00,2026-05-11T07:05:39.745470+00:00,KXBTC15M-26MAY110315-15,yes,8.0,27.0,1.0,2.0,16.0,0.16,take_profit,False,20.036,18.0,55.0,480.0,14.0148,2.130443,22.1956,-4.6956,580.292
2026-05-11T07:50:21.221259+00:00,2026-05-11T07:58:40.001894+00:00,KXBTC15M-26MAY110400-00,no,27.0,42.0,2.0,2.0,11.0,0.11,max_hold,False,498.781,25.0,35.0,480.0,15.9315,1.684422,42.7741,10.2741,578.779
2026-05-11T08:50:35.361217+00:00,2026-05-11T08:58:40.058306+00:00,KXBTC15M-26MAY110500-00,no,41.0,44.0,2.0,2.0,-1.0,-0.01,max_hold,False,484.697,12.0,55.0,480.0,7.632,2.877889,45.5366,4.0366,564.639
2026-05-11T09:23:51.607036+00:00,2026-05-11T09:24:04.767549+00:00,KXBTC15M-26MAY110530-30,yes,22.0,48.0,2.0,2.0,22.0,0.22,take_profit,False,13.161,25.0,35.0,480.0,18.5492,2.787843,42.7854,-7.7854,368.393
2026-05-11T09:35:05.229446+00:00,2026-05-11T09:42:49.972810+00:00,KXBTC15M-26MAY110545-45,yes,33.0,71.0,2.0,2.0,34.0,0.34,take_profit,False,464.743,18.0,35.0,480.0,13.35,3.785548,45.0937,-5.0937,594.771
2026-05-11T09:50:05.607925+00:00,2026-05-11T09:50:36.427429+00:00,KXBTC15M-26MAY110600-00,no,28.0,60.0,2.0,2.0,28.0,0.28,take_profit,False,30.82,25.0,35.0,480.0,19.9504,19.541952,46.8914,19.8914,594.408
2026-05-11T10:06:00.023309+00:00,2026-05-11T10:14:00.098056+00:00,KXBTC15M-26MAY110615-15,no,38.0,49.0,2.0,2.0,7.0,0.07,max_hold,False,480.075,18.0,55.0,480.0,11.3882,1.413171,49.623,4.123,539.977
2026-05-11T10:20:00.110283+00:00,2026-05-11T10:20:10.969632+00:00,KXBTC15M-26MAY110630-30,no,11.0,60.0,1.0,2.0,46.0,0.46,take_profit,False,10.859,25.0,55.0,480.0,14.7908,1.110574,41.0001,5.5001,599.89
