pt_cents,sl_cents,trades,skipped,total_net_pnl_dollars,actual_net_pnl_dollars,delta_vs_actual_dollars,mean_net_pnl_dollars,std_net_pnl_dollars,sharpe_like,wins,losses,win_rate,exit_count,settlement_count,exit_rate,avg_hold_seconds
18,56,85,0,1.79,-6.64,8.43,0.021059,0.685048,0.030741,38,47,0.4471,33,52,0.3882,311.62
18,57,85,0,1.76,-6.64,8.4,0.020706,0.685989,0.030184,38,47,0.4471,33,52,0.3882,311.63
18,58,85,0,1.7,-6.64,8.34,0.02,0.687897,0.029074,38,47,0.4471,33,52,0.3882,311.64
17,56,85,0,1.48,-6.64,8.12,0.017412,0.682865,0.025498,38,47,0.4471,33,52,0.3882,309.02
17,57,85,0,1.45,-6.64,8.09,0.017059,0.683807,0.024947,38,47,0.4471,33,52,0.3882,309.02
17,58,85,0,1.39,-6.64,8.03,0.016353,0.685718,0.023848,38,47,0.4471,33,52,0.3882,309.04
18,59,85,0,1.02,-6.64,7.66,0.012,0.712833,0.016834,38,47,0.4471,32,53,0.3765,313.42
18,60,85,0,0.9,-6.64,7.54,0.010588,0.716693,0.014774,38,47,0.4471,32,53,0.3765,313.93
18,61,85,0,0.9,-6.64,7.54,0.010588,0.716693,0.014774,38,47,0.4471,32,53,0.3765,313.93
18,62,85,0,0.9,-6.64,7.54,0.010588,0.716693,0.014774,38,47,0.4471,32,53,0.3765,313.93
18,63,85,0,0.81,-6.64,7.45,0.009529,0.719654,0.013242,38,47,0.4471,32,53,0.3765,313.93
17,59,85,0,0.71,-6.64,7.35,0.008353,0.710689,0.011753,38,47,0.4471,32,53,0.3765,310.81
16,56,85,0,0.7,-6.64,7.34,0.008235,0.6769,0.012166,38,47,0.4471,35,50,0.4118,304.52
16,57,85,0,0.67,-6.64,7.31,0.007882,0.677845,0.011629,38,47,0.4471,35,50,0.4118,304.52
16,58,85,0,0.61,-6.64,7.25,0.007177,0.679763,0.010557,38,47,0.4471,35,50,0.4118,304.54
17,60,85,0,0.59,-6.64,7.23,0.006941,0.714553,0.009714,38,47,0.4471,32,53,0.3765,311.32
17,61,85,0,0.59,-6.64,7.23,0.006941,0.714553,0.009714,38,47,0.4471,32,53,0.3765,311.32
17,62,85,0,0.59,-6.64,7.23,0.006941,0.714553,0.009714,38,47,0.4471,32,53,0.3765,311.32
18,64,85,0,0.56,-6.64,7.2,0.006588,0.72834,0.009046,38,47,0.4471,32,53,0.3765,314.16
17,63,85,0,0.5,-6.64,7.14,0.005882,0.717518,0.008198,38,47,0.4471,32,53,0.3765,311.32
18,66,85,0,0.39,-6.64,7.03,0.004588,0.732113,0.006267,38,47,0.4471,30,55,0.3529,318.13
18,67,85,0,0.39,-6.64,7.03,0.004588,0.732113,0.006267,38,47,0.4471,30,55,0.3529,318.13
18,68,85,0,0.39,-6.64,7.03,0.004588,0.732113,0.006267,38,47,0.4471,30,55,0.3529,318.13
18,69,85,0,0.39,-6.64,7.03,0.004588,0.732113,0.006267,38,47,0.4471,30,55,0.3529,318.13
18,70,85,0,0.39,-6.64,7.03,0.004588,0.732113,0.006267,38,47,0.4471,30,55,0.3529,318.13
18,71,85,0,0.39,-6.64,7.03,0.004588,0.732113,0.006267,38,47,0.4471,30,55,0.3529,318.13
18,72,85,0,0.39,-6.64,7.03,0.004588,0.732113,0.006267,38,47,0.4471,30,55,0.3529,318.13
18,65,85,0,0.37,-6.64,7.01,0.004353,0.732769,0.00594,38,47,0.4471,32,53,0.3765,314.58
18,73,85,0,0.36,-6.64,7.0,0.004235,0.733209,0.005776,38,47,0.4471,30,55,0.3529,318.6
