entry_ts,market,side,qty,entry_trigger_cents,entry_fill_cents_assumed,entry_fill_cents_actual,entry_fill_cents_used,entry_fee_cents,total_fees_dollars,entry_notional_dollars,exit_ts,exit_trigger_cents,exit_fill_cents_assumed,exit_fill_cents_actual,exit_fill_cents_used,exit_fee_cents,exit_notional_dollars,outcome,resolution_source,result,gross_pnl_dollars,net_pnl_dollars,net_pnl_percent,gross_pnl_percent,market_status,market_result,settlement_ts
2026-03-13 22:54:51,KXBTC15M-26MAR132300-00,yes,2,92,92,,92,0,0.0,1.84,,,,,,0,,win,kalshi_api,yes,0.16,0.16,8.6957,8.6957,finalized,yes,2026-03-14T03:00:28.708131Z
2026-03-13 23:06:09,KXBTC15M-26MAR132315-15,yes,2,91,91,,91,0,0.0,1.82,,,,,,0,,win,kalshi_api,yes,0.18,0.18,9.8901,9.8901,finalized,yes,2026-03-14T03:15:28.707808Z
2026-03-13 23:18:22,KXBTC15M-26MAR132330-30,yes,2,90,90,,90,0,0.0,1.8,2026-03-13 23:19:13,78,77.0,,77.0,0,1.54,exited_before_settlement,bot_exit_signal,,-0.26,-0.26,-14.4444,-14.4444,,,
2026-03-13 23:34:53,KXBTC15M-26MAR132345-45,yes,2,90,90,,90,0,0.0,1.8,2026-03-13 23:35:41,78,77.0,,77.0,0,1.54,exited_before_settlement,bot_exit_signal,,-0.26,-0.26,-14.4444,-14.4444,,,
2026-03-13 23:53:09,KXBTC15M-26MAR140000-00,no,2,93,93,,93,0,0.0,1.86,,,,,,0,,win,kalshi_api,no,0.14,0.14,7.5269,7.5269,finalized,no,2026-03-14T04:01:09.304209Z
2026-03-14 00:08:14,KXBTC15M-26MAR140015-15,yes,2,94,94,,94,0,0.0,1.88,,,,,,0,,win,kalshi_api,yes,0.12,0.12,6.383,6.383,finalized,yes,2026-03-14T04:15:28.70243Z
2026-03-14 00:21:37,KXBTC15M-26MAR140030-30,no,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,no,0.2,0.2,11.1111,11.1111,finalized,no,2026-03-14T04:30:28.705815Z
2026-03-14 00:37:26,KXBTC15M-26MAR140045-45,yes,2,91,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,yes,0.2,0.2,11.1111,11.1111,finalized,yes,2026-03-14T04:45:28.702116Z
2026-03-14 01:08:27,KXBTC15M-26MAR140115-15,yes,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,yes,0.2,0.2,11.1111,11.1111,finalized,yes,2026-03-14T05:21:58.655782Z
2026-03-14 01:41:07,KXBTC15M-26MAR140145-45,no,2,99,99,,99,0,0.0,1.98,,,,,,0,,win,kalshi_api,no,0.02,0.02,1.0101,1.0101,finalized,no,2026-03-14T05:45:28.708103Z
2026-03-14 01:58:34,KXBTC15M-26MAR140200-00,yes,2,91,91,,91,0,0.0,1.82,,,,,,0,,win,kalshi_api,yes,0.18,0.18,9.8901,9.8901,finalized,yes,2026-03-14T06:00:28.658756Z
2026-03-14 02:04:58,KXBTC15M-26MAR140215-15,no,2,90,90,,90,0,0.0,1.8,2026-03-14 02:05:29,78,77.0,,77.0,0,1.54,exited_before_settlement,bot_exit_signal,,-0.26,-0.26,-14.4444,-14.4444,,,
2026-03-14 02:17:46,KXBTC15M-26MAR140230-30,no,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,no,0.2,0.2,11.1111,11.1111,finalized,no,2026-03-14T06:30:28.699572Z
2026-03-14 02:37:15,KXBTC15M-26MAR140245-45,no,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,no,0.2,0.2,11.1111,11.1111,finalized,no,2026-03-14T06:51:38.751816Z
2026-03-14 02:48:36,KXBTC15M-26MAR140300-00,yes,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,yes,0.2,0.2,11.1111,11.1111,finalized,yes,2026-03-14T07:09:45.496736Z
2026-03-14 04:19:36,KXBTC15M-26MAR140430-30,no,2,90,90,,90,0,0.0,1.8,2026-03-14 04:22:02,78,76.0,,76.0,0,1.52,exited_before_settlement,bot_exit_signal,,-0.28,-0.28,-15.5556,-15.5556,,,
2026-03-14 04:37:33,KXBTC15M-26MAR140445-45,no,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,no,0.2,0.2,11.1111,11.1111,finalized,no,2026-03-14T08:45:28.643839Z
2026-03-14 04:59:01,KXBTC15M-26MAR140500-00,yes,2,92,92,,92,0,0.0,1.84,,,,,,0,,win,kalshi_api,yes,0.16,0.16,8.6957,8.6957,finalized,yes,2026-03-14T09:00:28.708128Z
2026-03-14 05:04:39,KXBTC15M-26MAR140515-15,yes,2,91,91,,91,0,0.0,1.82,,,,,,0,,win,kalshi_api,yes,0.18,0.18,9.8901,9.8901,finalized,yes,2026-03-14T09:15:28.69337Z
2026-03-14 05:28:34,KXBTC15M-26MAR140530-30,no,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,no,0.2,0.2,11.1111,11.1111,finalized,no,2026-03-14T09:30:28.651548Z
2026-03-14 05:35:37,KXBTC15M-26MAR140545-45,no,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,no,0.2,0.2,11.1111,11.1111,finalized,no,2026-03-14T09:45:28.646168Z
2026-03-14 05:47:53,KXBTC15M-26MAR140600-00,no,2,90,90,,90,0,0.0,1.8,2026-03-14 05:51:37,77,74.0,,74.0,0,1.48,exited_before_settlement,bot_exit_signal,,-0.32,-0.32,-17.7778,-17.7778,,,
2026-03-14 06:13:01,KXBTC15M-26MAR140615-15,no,2,91,91,,91,0,0.0,1.82,,,,,,0,,win,kalshi_api,no,0.18,0.18,9.8901,9.8901,finalized,no,2026-03-14T10:15:28.651255Z
2026-03-14 06:24:21,KXBTC15M-26MAR140630-30,no,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,no,0.2,0.2,11.1111,11.1111,finalized,no,2026-03-14T10:30:28.645788Z
2026-03-14 09:42:42,KXBTC15M-26MAR140945-45,no,2,90,90,,90,0,0.0,1.8,,,,,,0,,win,kalshi_api,no,0.2,0.2,11.1111,11.1111,finalized,no,2026-03-14T13:52:08.657993Z
2026-03-14 09:57:28,KXBTC15M-26MAR141000-00,no,2,94,94,,94,0,0.0,1.88,,,,,,0,,loss,kalshi_api,yes,-1.88,-1.88,-100.0,-100.0,finalized,yes,2026-03-14T14:00:38.646018Z
